"","GO0043235_receptor_complex"
"P78333_IDR_347_377",0.497009369706167
"P78333_IDR_474_572",0.502990630293833
"P78334_IDR_1_66",0.60237765695008
"P78334_IDR_369_450",0.39762234304992
"P78337_IDR_1_95",0.471647522726995
"P78337_IDR_210_311",0.528352477273005
"P78344_IDR_1_49",0.514527604464943
"P78344_IDR_332_539",0.485472395535057
"P78368_IDR_331_415",0.5130214442062
"P78369_IDR_186_228",1
"P78380_IDR_1_88",1
"P78381_IDR_1_32",0.504358852320674
"P78381_IDR_343_396",0.495641147679326
"P78396_IDR_1_202",1
"P78411_IDR_1_130",0.48494844354596
"P78411_IDR_168_483",0.51505155645404
"P78412_IDR_1_52",0.357062879810474
"P78412_IDR_207_349",0.310508372486378
"P78412_IDR_354_404",0.332428747703148
"P78413_IDR_14_64",0.509254577513763
"P78413_IDR_203_519",0.490745422486237
"P78414_IDR_1_116",0.529986138162856
"P78414_IDR_180_480",0.470013861837144
"P78415_IDR_1_145",0.532148516696489
"P78415_IDR_186_501",0.467851483303511
"P78423_IDR_94_355",1
"P78424_IDR_1_547",1
"P78426_IDR_1_164",0.521434280535269
"P80192_IDR_492_1098",0.515868768025509
"P80297_IDR_1_43",1
"P80303_IDR_1_49",0.553587915631213
"P80303_IDR_359_420",0.446412084368787
"P80404_IDR_1_36",1
"P80723_IDR_1_227",1
"P81133_IDR_345_688",1
"P81172_IDR_1_61",1
"P81274_IDR_431_494",0.246872570888877
"P81274_IDR_498_551",0.257524348367912
"P81274_IDR_553_592",0.252658642743175
"P81274_IDR_638_684",0.242944438000036
"P81277_IDR_1_41",0.601561506715515
"P81277_IDR_44_87",0.398438493284485
"P81408_IDR_1_36",0.271376636430767
"P81408_IDR_142_173",0.413096012751323
"P81408_IDR_205_668",0.31552735081791
"P81877_IDR_77_361",1
"P82094_IDR_31_503",0.492055161234278
"P84157_IDR_1_169",1
"P84243_IDR_1_41",1
"P84550_IDR_272_861",0.519762716295383
"P84550_IDR_37_73",0.480237283704617
"P85037_IDR_1_101",0.319470629927062
"P85299_IDR_1_39",0.485320920628321
"P85037_IDR_208_303",0.338597238676741
"P85037_IDR_395_733",0.341932131396196
"P85298_IDR_416_464",1
"P85299_IDR_232_358",0.514679079371678
"P86452_IDR_1_130",0.247567404512833
"P86452_IDR_187_263",0.255878442293453
"P86452_IDR_323_403",0.247640731212979
"P86452_IDR_806_858",0.248913421980735
"P86478_IDR_1_174",1
"P86479_IDR_1_174",1
"P86480_IDR_1_174",1
"P86481_IDR_1_174",1
"P86496_IDR_1_174",1
"P98073_IDR_1_38",1
"P98088_IDR_3325_3514",0.123128143504102
"P98088_IDR_4739_4776",0.125584588467289
"P98088_IDR_5101_5140",0.125886124733203
"P98088_IDR_5621_5654",0.126773974989858
"P98095_IDR_180_436",1
"P98153_IDR_453_550",1
"P98160_IDR_45_76",1
"P98161_IDR_3349_3547",0.589993152149558
"P98161_IDR_4145_4303",0.410006847850442
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.239478724964425
"P98171_IDR_398_448",0.259371922164044
"P98171_IDR_715_774",0.25456506844862
"P98171_IDR_804_946",0.246584284422911
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.497973426942971
"P98174_IDR_923_961",0.502026573057029
"P98175_IDR_1_126",0.167298068148493
"P98175_IDR_249_297",0.169816713498682
"P98175_IDR_512_560",0.172216999865161
"P98175_IDR_618_762",0.161400516395526
"P98175_IDR_766_870",0.161322169051833
"P98177_IDR_1_100",0.486543012831671
"P98175_IDR_872_907",0.167945533040305
"P98177_IDR_184_474",0.513456987168329
"Q00577_IDR_284_322",0.490250794102017
"Q00587_IDR_1_48",0.327347673446818
"Q00587_IDR_215_377",0.329953148266954
"Q00587_IDR_53_209",0.342699178286228
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.345269339127048
"Q00653_IDR_697_729",0.321088915927813
"Q00653_IDR_851_900",0.333641744945139
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.247650403096253
"Q00722_IDR_1153_1185",0.260378531290144
"Q00722_IDR_461_537",0.245890529106798
"Q00722_IDR_825_1003",0.246080536506805
"Q00839_IDR_41_281",0.490390724289358
"Q00839_IDR_678_708",0.509609275710642
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.512916868509916
"Q008S8_IDR_518_561",0.487083131490084
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.331573297011259
"Q00975_IDR_1869_2335",0.369059178050697
"Q00975_IDR_772_1120",0.299367524938044
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.331523297402174
"Q00987_IDR_209_275",0.339299859571891
"Q00987_IDR_334_431",0.329176843025935
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.328924455226012
"Q00G26_IDR_384_463",0.313578360781205
"Q00G26_IDR_50_200",0.357497183992782
"Q01101_IDR_306_366",0.33680662617825
"Q01101_IDR_374_431",0.331693763101392
"Q01105_IDR_1_39",0.51727122293678
"Q01105_IDR_238_290",0.48272877706322
"Q01113_IDR_13_47",0.512551032671806
"Q01113_IDR_338_382",0.487448967328194
"Q01118_IDR_1644_1682",0.3342995887178
"Q01118_IDR_418_462",0.333366256960432
"Q01118_IDR_776_878",0.332334154321768
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.330151546727036
"Q01167_IDR_162_257",0.34071179359039
"Q01167_IDR_346_660",0.329136659682574
"Q01196_IDR_1_47",0.478683639598793
"Q01196_IDR_330_445",0.521316360401207
"Q01201_IDR_1_52",0.322334800410186
"Q01201_IDR_403_579",0.347620854911319
"Q01201_IDR_65_121",0.330044344678494
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.530082967446482
"Q01780_IDR_135_184",0.34447612786182
"Q01780_IDR_580_659",0.336066404200404
"Q01780_IDR_662_885",0.319457467937776
"Q01804_IDR_194_241",0.227800036808764
"Q01804_IDR_319_701",0.241569831870546
"Q01804_IDR_705_862",0.27407657307208
"Q01804_IDR_864_1114",0.25655355824861
"Q01814_IDR_1151_1243",0.540412930449981
"Q01814_IDR_292_382",0.459587069550019
"Q01826_IDR_1_70",0.1958255125186
"Q01826_IDR_202_234",0.194657226815566
"Q01826_IDR_245_515",0.216844429253725
"Q01826_IDR_562_648",0.1991421021815
"Q01826_IDR_698_763",0.193530729230609
"Q01831_IDR_1_158",0.328253782062821
"Q01831_IDR_325_523",0.324324114110058
"Q01831_IDR_868_940",0.347422103827121
"Q01844_IDR_1_359",0.525383243628577
"Q01844_IDR_448_656",0.474616756371423
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.200754729018199
"Q02086_IDR_1_72",0.202059847311291
"Q02086_IDR_218_298",0.201290219740776
"Q02086_IDR_301_343",0.199024668110294
"Q02086_IDR_362_415",0.19687053581944
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.202341223916205
"Q02224_IDR_2502_2545",0.208017177191922
"Q02224_IDR_2569_2639",0.194451975811849
"Q02224_IDR_2665_2701",0.204348228615609
"Q02224_IDR_360_548",0.190841394464416
"Q02241_IDR_443_498",0.339918461784736
"Q02241_IDR_657_769",0.325422626269985
"Q02241_IDR_783_815",0.334658911945279
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.308141793849252
"Q02297_IDR_215_247",0.329710326104072
"Q02509_IDR_193_255",0.505244589405437
"Q02509_IDR_411_477",0.494755410594563
"Q02535_IDR_1_37",0.50160092450917
"Q02535_IDR_87_119",0.49839907549083
"Q02539_IDR_111_215",0.482974634639577
"Q02539_IDR_1_40",0.517025365360423
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.330955815479083
"Q02641_IDR_1_78",0.32929893975004
"Q02641_IDR_415_598",0.339745244770877
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.515113528811155
"Q03164_IDR_1_1392",0.178375627650375
"Q03164_IDR_1665_1704",0.2082906518134
"Q03164_IDR_1809_1860",0.20443889811863
"Q03164_IDR_2100_2174",0.211053119013659
"Q03164_IDR_2180_3663",0.197841703403937
"Q03167_IDR_757_807",0.5317302778009
"Q03167_IDR_811_851",0.4682697221991
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.498063001041031
"Q03181_IDR_1_69",0.501936998958969
"Q03188_IDR_323_742",0.322568492220818
"Q03188_IDR_47_304",0.344386513742032
"Q03188_IDR_778_815",0.333044994037149
"Q03252_IDR_1_45",0.344014073064339
"Q03252_IDR_404_469",0.320779904034531
"Q03252_IDR_583_616",0.33520602290113
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.206579184138243
"Q03468_IDR_1_91",0.210364596136239
"Q03989_IDR_147_496",0.500361955933651
"Q03989_IDR_1_56",0.499638044066349
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.485493703927443
"Q04323_IDR_43_95",0.514506296072557
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.510765621651088
"Q04637_IDR_993_1236",0.489234378348912
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.500523865273756
"Q04671_IDR_130_199",0.499476134726244
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.518020362905472
"Q04721_IDR_2426_2469",0.481979637094528
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.503932077148432
"Q04725_IDR_97_345",0.496067922851568
"Q04726_IDR_113_361",0.502093708671083
"Q04726_IDR_45_87",0.497906291328917
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.549721548519614
"Q05066_IDR_1_59",0.450278451480386
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.324773380274796
"Q05086_IDR_389_423",0.33313561547196
"Q05086_IDR_81_123",0.342091004253244
"Q05193_IDR_498_651",0.496416047545202
"Q05193_IDR_748_864",0.503583952454798
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.509950078397984
"Q05215_IDR_545_589",0.490049921602016
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.338745899280639
"Q05397_IDR_689_730",0.324359883218886
"Q05397_IDR_763_920",0.336894217500476
"Q05469_IDR_1_297",0.48456690882988
"Q05469_IDR_822_934",0.51543309117012
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.484416825484481
"Q05940_IDR_53_125",0.515583174515519
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.345235768307945
"Q05BQ5_IDR_562_628",0.330848946522546
"Q05BQ5_IDR_77_135",0.323915285169509
"Q05BV3_IDR_1277_1357",0.503615081710344
"Q05BV3_IDR_600_671",0.496384918289656
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.31820762744438
"Q05D60_IDR_39_252",0.325463389602548
"Q05D60_IDR_397_564",0.356328982953073
"Q05DH4_IDR_527_846",0.492964872085683
"Q05DH4_IDR_948_995",0.507035127914317
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.498542503091614
"Q06190_IDR_258_706",0.501457496908386
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.599149603020909
"Q06418_IDR_856_890",0.400850396979091
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.489205414696161
"Q06710_IDR_383_450",0.510794585303839
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.501037984861893
"Q06787_IDR_409_632",0.498962015138107
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.322473597887872
"Q06945_IDR_1_65",0.338996281224354
"Q06945_IDR_72_114",0.338530120887773
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.50779002712501
"Q07065_IDR_372_483",0.49220997287499
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.315241685459696
"Q07157_IDR_271_396",0.327919191559291
"Q07157_IDR_806_1627",0.356839122981013
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.523802095534252
"Q07864_IDR_1935_1971",0.476197904465748
"Q07869_IDR_166_207",0.477469541174267
"Q07869_IDR_1_96",0.522530458825733
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.329092628802924
"Q07912_IDR_573_957",0.357027940999485
"Q07912_IDR_73_113",0.313879430197591
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.251746104194536
"Q08050_IDR_1_54",0.243518656894821
"Q08050_IDR_315_621",0.249513893654132
"Q08050_IDR_684_715",0.25522134525651
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.579933820749966
"Q08397_IDR_232_307",0.53603616216945
"Q08397_IDR_78_177",0.46396383783055
"Q08462_IDR_1_33",0.493966599508503
"Q08462_IDR_468_548",0.506033400491497
"Q08493_IDR_1_304",0.528787622476895
"Q08493_IDR_663_712",0.471212377523105
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.523877713385976
"Q08499_IDR_739_809",0.476122286614024
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.35809491060486
"Q08828_IDR_1_32",0.322870042282682
"Q08828_IDR_482_561",0.319035047112458
"Q08945_IDR_427_547",0.510554658384098
"Q08945_IDR_616_709",0.489445341615902
"Q08999_IDR_1_41",0.318909352919547
"Q08999_IDR_627_714",0.353248500914402
"Q08999_IDR_936_1006",0.327842146166051
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.251658729002836
"Q08AE8_IDR_348_553",0.250948159857715
"Q08AE8_IDR_647_687",0.245254032198938
"Q08AE8_IDR_718_756",0.252139078940511
"Q08AG5_IDR_48_142",0.506225643764563
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.516919386018328
"Q09428_IDR_933_989",0.483080613981672
"Q09470_IDR_1_33",0.505156188615998
"Q09470_IDR_420_495",0.494843811384002
"Q09472_IDR_1_1047",0.334027955471419
"Q09472_IDR_1523_1575",0.340681350128702
"Q09472_IDR_1811_2414",0.325290694399879
"Q09666_IDR_1_32",0.21201589732508
"Q09666_IDR_350_403",0.20827340094296
"Q09666_IDR_4718_4843",0.190886684671781
"Q09666_IDR_4845_5871",0.188823842351978
"Q09666_IDR_75_348",0.2000001747082
"Q09MP3_IDR_1052_1089",0.200042847381119
"Q09MP3_IDR_1_248",0.196239408405301
"Q09MP3_IDR_727_781",0.208839478852166
"Q09MP3_IDR_798_946",0.199305932331292
"Q09MP3_IDR_985_1049",0.195572333030123
"Q0D2I5_IDR_1_188",0.376721507219653
"Q0D2I5_IDR_359_398",0.312029728502348
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.480289563694127
"Q0VF96_IDR_64_627",0.519710436305873
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.491089864789704
"Q0VG99_IDR_19_130",0.508910135210296
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.338561329344502
"Q0ZGT2_IDR_1_270",0.244127835163856
"Q0WX57_IDR_379_464",0.330850329108991
"Q0WX57_IDR_469_528",0.330588341546508
"Q0ZGT2_IDR_273_327",0.251292014891234
"Q0ZGT2_IDR_340_394",0.254154681671673
"Q0ZGT2_IDR_406_579",0.250425468273237
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.327667278356917
"Q10570_IDR_715_776",0.343596786247053
"Q12772_IDR_1_342",0.510965188513518
"Q12772_IDR_389_475",0.489034811486482
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.466929629887659
"Q12778_IDR_243_570",0.533070370112341
"Q12789_IDR_1059_1100",0.152964729562322
"Q12789_IDR_1139_1246",0.137490069269632
"Q12789_IDR_1606_1638",0.139477314773454
"Q12789_IDR_1823_1972",0.141716977146054
"Q12789_IDR_437_608",0.139663008959122
"Q12789_IDR_716_777",0.142130371369419
"Q12789_IDR_818_870",0.146557528919998
"Q12791_IDR_1181_1236",0.324881266590677
"Q12791_IDR_1_69",0.343375064080768
"Q12791_IDR_717_804",0.331743669328555
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.53297779933213
"Q12797_IDR_85_336",0.46702220066787
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.503559944648343
"Q12840_IDR_779_1032",0.496440055351657
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.509822368547803
"Q12852_IDR_421_859",0.490177631452197
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.569156494898786
"Q12872_IDR_510_927",0.430843505101214
"Q12873_IDR_1324_1393",0.267085761561846
"Q12873_IDR_1517_1703",0.240141554484215
"Q12873_IDR_199_377",0.247524111152257
"Q12873_IDR_31_132",0.245248572801682
"Q12874_IDR_290_331",0.50006707387937
"Q12874_IDR_333_377",0.49993292612063
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.14081852499013
"Q12923_IDR_1456_1487",0.138503253679586
"Q12923_IDR_1599_1777",0.151688776162853
"Q12923_IDR_1971_2172",0.136397345776362
"Q12923_IDR_937_1050",0.142103571288377
"Q12929_IDR_1_61",0.207182004262453
"Q12929_IDR_186_264",0.191906349729416
"Q12929_IDR_462_493",0.19980475349652
"Q12929_IDR_495_530",0.202451078646642
"Q12929_IDR_592_715",0.198655813864969
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.2645494038387
"Q12934_IDR_318_427",0.250636288265828
"Q12934_IDR_508_616",0.237549827189425
"Q12934_IDR_634_665",0.247264480706047
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.483314177456763
"Q12947_IDR_255_408",0.516685822543237
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.478605073327455
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.503773791677315
"Q12996_IDR_650_717",0.496226208322685
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.253093775448663
"Q13009_IDR_1_429",0.268247759736168
"Q13009_IDR_675_711",0.232411782145642
"Q13009_IDR_931_1033",0.246246682669527
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.4774147454749
"Q13017_IDR_946_1109",0.5225852545251
"Q13023_IDR_1194_1284",0.170710900519984
"Q13023_IDR_1300_1638",0.16005831398616
"Q13023_IDR_1_57",0.168410671264801
"Q13023_IDR_1640_2109",0.159802150346711
"Q13023_IDR_171_760",0.175768341296272
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.536606573222125
"Q13099_IDR_733_833",0.463393426777875
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.343097886591005
"Q13107_IDR_637_699",0.321858170053219
"Q13107_IDR_925_963",0.335043943355776
"Q13111_IDR_1_117",0.20110768128548
"Q13111_IDR_120_464",0.1786501504145
"Q13111_IDR_516_551",0.203616045891277
"Q13111_IDR_605_656",0.198355559371008
"Q13111_IDR_831_956",0.218270563037735
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.522055893435453
"Q13113_IDR_56_114",0.477944106564547
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.499770415646061
"Q13117_IDR_453_538",0.500229584353939
"Q13118_IDR_1_365",0.50600612421855
"Q13118_IDR_450_480",0.49399387578145
"Q13123_IDR_1_135",0.409350988340956
"Q13123_IDR_293_479",0.590649011659044
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.322774696810038
"Q13144_IDR_455_490",0.336861527069042
"Q13144_IDR_501_548",0.34036377612092
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.499649329945012
"Q13148_IDR_338_414",0.500350670054988
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.512373583785721
"Q13153_IDR_1_72",0.487626416214279
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.509522126808243
"Q13164_IDR_393_725",0.490477873191757
"Q13177_IDR_133_226",0.508507288445449
"Q13177_IDR_1_72",0.491492711554551
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.508960727618612
"Q13190_IDR_180_269",0.491039272381388
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.479825369230915
"Q13200_IDR_620_666",0.520174630769085
"Q13201_IDR_15_207",0.330321670985586
"Q13201_IDR_276_386",0.318833492744115
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.481682181054791
"Q13224_IDR_873_1330",0.518317818945209
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.258350058468903
"Q13233_IDR_397_442",0.245672815680558
"Q13233_IDR_497_545",0.257005756675768
"Q13233_IDR_872_1236",0.238971369174771
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.484072086097901
"Q13263_IDR_416_624",0.515927913902099
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.321712172647257
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.509576364009373
"Q13342_IDR_145_586",0.490423635990627
"Q13351_IDR_33_77",0.482909201970047
"Q13351_IDR_81_274",0.517090798029953
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.517919946526549
"Q13356_IDR_449_482",0.482080053473451
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.489363795618703
"Q13361_IDR_1_81",0.510636204381297
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.360340951438086
"Q13367_IDR_255_295",0.333753222883661
"Q13367_IDR_649_845",0.305905825678253
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.308987948199484
"Q13370_IDR_271_657",0.383741133441848
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.328111491313405
"Q13433_IDR_444_589",0.338048545483765
"Q13433_IDR_93_260",0.33383996320283
"Q13435_IDR_1_54",0.209133256240564
"Q13435_IDR_398_455",0.189804889709941
"Q13435_IDR_59_366",0.188845906109475
"Q13435_IDR_690_780",0.206650311219201
"Q13435_IDR_832_895",0.20556563672082
"Q13438_IDR_262_368",0.33702527682503
"Q13438_IDR_370_500",0.316467045217863
"Q13438_IDR_503_540",0.346507677957107
"Q13439_IDR_1_292",0.247224611904279
"Q13439_IDR_1683_1728",0.240899198314778
"Q13439_IDR_1875_1912",0.247956392513031
"Q13439_IDR_2067_2187",0.263919797267912
"Q13442_IDR_1_118",0.504977006206715
"Q13442_IDR_135_181",0.495022993793285
"Q13443_IDR_1_36",0.54697014601457
"Q13443_IDR_728_819",0.45302985398543
"Q13474_IDR_1_73",0.338751157515392
"Q13474_IDR_733_842",0.334610600099121
"Q13474_IDR_873_957",0.326638242385488
"Q13477_IDR_156_203",0.459343120822968
"Q13477_IDR_211_332",0.540656879177032
"Q13480_IDR_120_286",0.513389321407584
"Q13480_IDR_288_621",0.486610678592416
"Q13487_IDR_130_200",0.498808634603502
"Q13487_IDR_264_304",0.501191365396498
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.548026130272073
"Q13489_IDR_340_377",0.451973869727927
"Q13490_IDR_118_178",0.357652729055777
"Q13490_IDR_1_39",0.319036494047691
"Q13490_IDR_351_392",0.323310776896532
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.497605546638721
"Q13496_IDR_571_603",0.502394453361279
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.492433859114014
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.319084958584773
"Q13563_IDR_785_832",0.359673139811564
"Q13563_IDR_869_968",0.321241901603663
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.457943684815906
"Q13569_IDR_319_410",0.542056315184094
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.516659587783733
"Q13573_IDR_307_402",0.483340412216267
"Q13574_IDR_1_235",0.484234183016683
"Q13574_IDR_945_1011",0.515765816983317
"Q13585_IDR_326_438",0.49084365264576
"Q13585_IDR_456_585",0.50915634735424
"Q13586_IDR_1_45",0.58186378557958
"Q13586_IDR_462_685",0.41813621442042
"Q13595_IDR_1_116",0.486157871586874
"Q13595_IDR_198_282",0.513842128413125
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.237986009507804
"Q13621_IDR_1_57",0.260416631100149
"Q13621_IDR_64_94",0.251027182523022
"Q13621_IDR_833_901",0.250570176869024
"Q13627_IDR_1_89",0.503182873873478
"Q13627_IDR_482_746",0.496817126126522
"Q13634_IDR_1_46",0.58909274378908
"Q13634_IDR_678_708",0.41090725621092
"Q13635_IDR_1186_1248",0.256814904756173
"Q13635_IDR_1266_1360",0.243622792579899
"Q13635_IDR_1_47",0.23970295167434
"Q13635_IDR_679_721",0.259859350989589
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.257124699527264
"Q13671_IDR_188_219",0.261973233145518
"Q13671_IDR_231_351",0.245592940976429
"Q13671_IDR_708_783",0.235309126350789
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.33623804044803
"Q13698_IDR_1836_1873",0.332837507470119
"Q13698_IDR_669_758",0.330924452081851
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.320757904401872
"Q13761_IDR_283_332",0.353744951054412
"Q13761_IDR_347_408",0.325497144543715
"Q86U44_IDR_164_243",0.489311044302806
"Q86U44_IDR_1_73",0.510688955697194
"Q86U70_IDR_1_61",0.499938913233815
"Q86U70_IDR_260_411",0.500061086766185
