"","GO0043565_sequence_specific_DNA_binding"
"Q05193_IDR_498_651",0.502086650332551
"Q05193_IDR_748_864",0.497913349667449
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.588192521170148
"Q05215_IDR_545_589",0.411807478829852
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.26949227271599
"Q05397_IDR_689_730",0.263003036216347
"Q05397_IDR_763_920",0.467504691067663
"Q05469_IDR_1_297",0.494772352403743
"Q05469_IDR_822_934",0.505227647596257
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.486333977544037
"Q05940_IDR_53_125",0.513666022455963
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.269093393683036
"Q05BQ5_IDR_562_628",0.445491732930862
"Q05BQ5_IDR_77_135",0.285414873386102
"Q05BV3_IDR_1277_1357",0.530876419799893
"Q05BV3_IDR_600_671",0.469123580200107
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.291649140490306
"Q05D60_IDR_39_252",0.239833713533814
"Q05D60_IDR_397_564",0.46851714597588
"Q05DH4_IDR_527_846",0.532538749656063
"Q05DH4_IDR_948_995",0.467461250343937
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.485767073262342
"Q06190_IDR_258_706",0.514232926737658
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.495911358230967
"Q06418_IDR_856_890",0.504088641769033
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.52618291590807
"Q06710_IDR_383_450",0.47381708409193
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.515516425189674
"Q06787_IDR_409_632",0.484483574810326
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.409462584883132
"Q06945_IDR_1_65",0.311470743019823
"Q06945_IDR_72_114",0.279066672097045
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.582909458118941
"Q07065_IDR_372_483",0.417090541881059
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.250008800161657
"Q07157_IDR_271_396",0.300190785362378
"Q07157_IDR_806_1627",0.449800414475965
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.51841654126647
"Q07864_IDR_1935_1971",0.48158345873353
"Q07869_IDR_166_207",0.515204323141435
"Q07869_IDR_1_96",0.484795676858565
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.318199053179852
"Q07912_IDR_573_957",0.405595247570952
"Q07912_IDR_73_113",0.276205699249197
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.311617052062169
"Q08050_IDR_1_54",0.172995726414297
"Q08050_IDR_315_621",0.326496223715908
"Q08050_IDR_684_715",0.188890997807626
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.529005949020811
"Q08397_IDR_232_307",0.610141391166694
"Q08397_IDR_78_177",0.389858608833306
"Q08462_IDR_1_33",0.478507772920069
"Q08462_IDR_468_548",0.521492227079931
"Q08493_IDR_1_304",0.525109724144113
"Q08493_IDR_663_712",0.474890275855886
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.520965809247642
"Q08499_IDR_739_809",0.479034190752358
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.413565861441802
"Q08828_IDR_1_32",0.25713293051232
"Q08828_IDR_482_561",0.329301208045879
"Q08945_IDR_427_547",0.505941774855174
"Q08945_IDR_616_709",0.494058225144826
"Q08999_IDR_1_41",0.333145965671922
"Q08999_IDR_627_714",0.328745335975353
"Q08999_IDR_936_1006",0.338108698352725
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.2239070435161
"Q08AE8_IDR_348_553",0.270026614451166
"Q08AE8_IDR_647_687",0.294947458035602
"Q08AE8_IDR_718_756",0.211118883997132
"Q08AG5_IDR_48_142",0.526280995550992
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.537036026484447
"Q09428_IDR_933_989",0.462963973515553
"Q09470_IDR_1_33",0.552145316995863
"Q09470_IDR_420_495",0.447854683004137
"Q09472_IDR_1_1047",0.657403059385915
"Q09472_IDR_1523_1575",0.122216364182136
"Q09472_IDR_1811_2414",0.220380576431948
"Q09666_IDR_1_32",0.209696923582705
"Q09666_IDR_350_403",0.187405184571996
"Q09666_IDR_4718_4843",0.202148008591445
"Q09666_IDR_4845_5871",0.183086175598368
"Q09666_IDR_75_348",0.217663707655486
"Q09MP3_IDR_1052_1089",0.196184112928109
"Q09MP3_IDR_1_248",0.150981871654135
"Q09MP3_IDR_727_781",0.192643011483028
"Q09MP3_IDR_798_946",0.246284943809443
"Q09MP3_IDR_985_1049",0.213906060125285
"Q0D2I5_IDR_1_188",0.541273460499415
"Q0D2I5_IDR_359_398",0.238914987655236
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.546275704334252
"Q0VF96_IDR_64_627",0.453724295665748
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.565616285554433
"Q0VG99_IDR_19_130",0.434383714445567
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.356038911412396
"Q0ZGT2_IDR_1_270",0.230128671724383
"Q0WX57_IDR_379_464",0.339679381550579
"Q0WX57_IDR_469_528",0.304281707037025
"Q0ZGT2_IDR_273_327",0.275259444973559
"Q0ZGT2_IDR_340_394",0.24400907063868
"Q0ZGT2_IDR_406_579",0.250602812663378
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.293616982621556
"Q10570_IDR_715_776",0.391671608284003
"Q12772_IDR_1_342",0.371616891562449
"Q12772_IDR_389_475",0.628383108437551
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.588444894815704
"Q12778_IDR_243_570",0.411555105184296
"Q12789_IDR_1059_1100",0.17069973386838
"Q12789_IDR_1139_1246",0.119558460757761
"Q12789_IDR_1606_1638",0.140904257803401
"Q12789_IDR_1823_1972",0.118252084062923
"Q12789_IDR_437_608",0.15317557672164
"Q12789_IDR_716_777",0.15074518959751
"Q12789_IDR_818_870",0.146664697188385
"Q12791_IDR_1181_1236",0.305466695391261
"Q12791_IDR_1_69",0.300998305683825
"Q12791_IDR_717_804",0.393534998924913
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.546390861765321
"Q12797_IDR_85_336",0.453609138234679
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.470601281824763
"Q12840_IDR_779_1032",0.529398718175237
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.481515596867793
"Q12852_IDR_421_859",0.518484403132207
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.621029248424094
"Q12872_IDR_510_927",0.378970751575906
"Q12873_IDR_1324_1393",0.242598956502901
"Q12873_IDR_1517_1703",0.293667938469266
"Q12873_IDR_199_377",0.269140580773757
"Q12873_IDR_31_132",0.194592524254076
"Q12874_IDR_290_331",0.527795402112065
"Q12874_IDR_333_377",0.472204597887935
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.136212692094629
"Q12923_IDR_1456_1487",0.133649660885963
"Q12923_IDR_1599_1777",0.142730623217329
"Q12923_IDR_1971_2172",0.140758039060409
"Q12923_IDR_937_1050",0.136069676640059
"Q12929_IDR_1_61",0.195434503201237
"Q12929_IDR_186_264",0.203164366973508
"Q12929_IDR_462_493",0.18818276586563
"Q12929_IDR_495_530",0.253210027162285
"Q12929_IDR_592_715",0.16000833679734
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.244871859479433
"Q12934_IDR_318_427",0.276678000541023
"Q12934_IDR_508_616",0.240485448391516
"Q12934_IDR_634_665",0.237964691588028
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.439904245699796
"Q12947_IDR_255_408",0.560095754300204
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.351847695479984
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.537408584664502
"Q12996_IDR_650_717",0.462591415335498
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.408220430044197
"Q13009_IDR_1_429",0.198774934526267
"Q13009_IDR_675_711",0.18680212313371
"Q13009_IDR_931_1033",0.206202512295826
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.403183249887398
"Q13017_IDR_946_1109",0.596816750112602
"Q13023_IDR_1194_1284",0.165153210236674
"Q13023_IDR_1300_1638",0.134333745851112
"Q13023_IDR_1_57",0.117255726181223
"Q13023_IDR_1640_2109",0.229153410965071
"Q13023_IDR_171_760",0.200784920357292
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.531642104587459
"Q13099_IDR_733_833",0.468357895412541
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.330999372033579
"Q13107_IDR_637_699",0.333902522541857
"Q13107_IDR_925_963",0.335098105424564
"Q13111_IDR_1_117",0.186002530832913
"Q13111_IDR_120_464",0.217139605439682
"Q13111_IDR_516_551",0.184540471119678
"Q13111_IDR_605_656",0.20783055040219
"Q13111_IDR_831_956",0.204486842205537
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.46610880069518
"Q13113_IDR_56_114",0.53389119930482
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.616511082883411
"Q13117_IDR_453_538",0.383488917116589
"Q13118_IDR_1_365",0.6320747181325
"Q13118_IDR_450_480",0.3679252818675
"Q13123_IDR_1_135",0.490929400369498
"Q13123_IDR_293_479",0.509070599630502
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.29917449657538
"Q13144_IDR_455_490",0.354354684068318
"Q13144_IDR_501_548",0.346470819356302
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.521507198755758
"Q13148_IDR_338_414",0.478492801244242
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.501774926565496
"Q13153_IDR_1_72",0.498225073434504
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.470912302753611
"Q13164_IDR_393_725",0.529087697246389
"Q13177_IDR_133_226",0.528603897100273
"Q13177_IDR_1_72",0.471396102899727
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.491059536369471
"Q13190_IDR_180_269",0.508940463630529
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.481142185373679
"Q13200_IDR_620_666",0.518857814626321
"Q13201_IDR_15_207",0.306919282209684
"Q13201_IDR_276_386",0.380779935799857
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.476564900623345
"Q13224_IDR_873_1330",0.523435099376655
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.255720160262985
"Q13233_IDR_397_442",0.233581302446674
"Q13233_IDR_497_545",0.260562347345751
"Q13233_IDR_872_1236",0.25013618994459
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.444119614095375
"Q13263_IDR_416_624",0.555880385904626
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.218077505601962
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.443651917363178
"Q13342_IDR_145_586",0.556348082636822
"Q13351_IDR_33_77",0.410965875397026
"Q13351_IDR_81_274",0.589034124602975
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.507917714192454
"Q13356_IDR_449_482",0.492082285807546
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.529820906838165
"Q13361_IDR_1_81",0.470179093161835
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.399222831016444
"Q13367_IDR_255_295",0.343553158667476
"Q13367_IDR_649_845",0.257224010316081
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.2901658696895
"Q13370_IDR_271_657",0.345275603687673
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.375217051612035
"Q13433_IDR_444_589",0.341659408658228
"Q13433_IDR_93_260",0.283123539729737
"Q13435_IDR_1_54",0.198663314741713
"Q13435_IDR_398_455",0.160850593324104
"Q13435_IDR_59_366",0.167769817497148
"Q13435_IDR_690_780",0.249455500587086
"Q13435_IDR_832_895",0.223260773849949
"Q13438_IDR_262_368",0.292919861307016
"Q13438_IDR_370_500",0.382277369310387
"Q13438_IDR_503_540",0.324802769382596
"Q13439_IDR_1_292",0.184633360651668
"Q13439_IDR_1683_1728",0.245285291356534
"Q13439_IDR_1875_1912",0.251387276738545
"Q13439_IDR_2067_2187",0.318694071253253
"Q13442_IDR_1_118",0.532032712068541
"Q13442_IDR_135_181",0.467967287931459
"Q13443_IDR_1_36",0.484326699010771
"Q13443_IDR_728_819",0.515673300989229
"Q13474_IDR_1_73",0.341926422548445
"Q13474_IDR_733_842",0.33332831467964
"Q13474_IDR_873_957",0.324745262771915
"Q13477_IDR_156_203",0.430778823664961
"Q13477_IDR_211_332",0.569221176335039
"Q13480_IDR_120_286",0.694611857179432
"Q13480_IDR_288_621",0.305388142820568
"Q13487_IDR_130_200",0.506178653116002
"Q13487_IDR_264_304",0.493821346883998
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.541459558435902
"Q13489_IDR_340_377",0.458540441564098
"Q13490_IDR_118_178",0.403834930471876
"Q13490_IDR_1_39",0.302391977569095
"Q13490_IDR_351_392",0.293773091959029
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.51675669766712
"Q13496_IDR_571_603",0.48324330233288
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.477915921524791
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.414099105591075
"Q13563_IDR_785_832",0.302891682973195
"Q13563_IDR_869_968",0.28300921143573
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.304325645144501
"Q13569_IDR_319_410",0.695674354855499
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.548963692483297
"Q13573_IDR_307_402",0.451036307516703
"Q13574_IDR_1_235",0.423038182194207
"Q13574_IDR_945_1011",0.576961817805793
"Q13585_IDR_326_438",0.423158592896708
"Q13585_IDR_456_585",0.576841407103292
"Q13586_IDR_1_45",0.494091174952552
"Q13586_IDR_462_685",0.505908825047448
"Q13595_IDR_1_116",0.516357473863014
"Q13595_IDR_198_282",0.483642526136986
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.208544738455278
"Q13621_IDR_1_57",0.269696312936043
"Q13621_IDR_64_94",0.300899831229902
"Q13621_IDR_833_901",0.220859117378778
"Q13627_IDR_1_89",0.423466114391704
"Q13627_IDR_482_746",0.576533885608296
"Q13634_IDR_1_46",0.523868143585654
"Q13634_IDR_678_708",0.476131856414346
"Q13635_IDR_1186_1248",0.245576028579748
"Q13635_IDR_1266_1360",0.320827181844588
"Q13635_IDR_1_47",0.163196099759091
"Q13635_IDR_679_721",0.270400689816573
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.283467914165074
"Q13671_IDR_188_219",0.300017776154653
"Q13671_IDR_231_351",0.203268925738756
"Q13671_IDR_708_783",0.213245383941517
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.333906901688958
"Q13698_IDR_1836_1873",0.311779433862952
"Q13698_IDR_669_758",0.35431366444809
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.441312725897017
"Q13761_IDR_283_332",0.332256416429888
"Q13761_IDR_347_408",0.226430857673095
"Q86U44_IDR_164_243",0.454368204212561
"Q86U44_IDR_1_73",0.545631795787439
"Q86U70_IDR_1_61",0.52688483578704
"Q86U70_IDR_260_411",0.47311516421296
"Q86U86_IDR_1100_1133",0.111958694548137
"Q86U86_IDR_1264_1397",0.104723895544004
"Q86U86_IDR_1400_1461",0.169947803688463
"Q86U86_IDR_1_43",0.0840312105080064
"Q86U86_IDR_1509_1589",0.201544747054651
"Q86U86_IDR_294_379",0.115671736383254
"Q86U86_IDR_487_517",0.110184840241936
"Q86U86_IDR_904_941",0.101937072031548
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.507558308296497
"Q86UA1_IDR_602_634",0.492441691703503
"Q86UB2_IDR_1_33",0.236344964532487
"Q86UB2_IDR_150_181",0.204570605598681
"Q86UB2_IDR_433_503",0.313851077313241
"Q86UB2_IDR_85_134",0.245233352555591
"Q86UK5_IDR_1161_1260",0.13549187750631
"Q86UK5_IDR_966_1098",0.133707493180825
"Q86UL3_IDR_1_33",0.514309763089382
"Q86UL3_IDR_62_106",0.485690236910618
"Q86UL8_IDR_1013_1128",0.2784142297201
"Q86UL8_IDR_1231_1455",0.122944104006448
"Q86UL8_IDR_206_301",0.131478169774885
"Q86UL8_IDR_554_598",0.133988578472591
"Q86UL8_IDR_688_763",0.204615552402896
"Q86UL8_IDR_869_906",0.128559365623081
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.297813376314411
"Q86UP2_IDR_1_639",0.343490969556824
"Q86UP2_IDR_836_1001",0.358695654128766
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.418936527109793
"Q86UU1_IDR_726_1194",0.581063472890207
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.540329760099008
"Q86UV5_IDR_874_942",0.459670239900992
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.139142344289594
"Q86UW6_IDR_1437_1490",0.186605924119678
"Q86UW6_IDR_1_44",0.167743916469218
"Q86UW6_IDR_1574_1613",0.158931035179188
"Q86UW6_IDR_586_1012",0.183590557509437
"Q86UW6_IDR_95_311",0.163986222432886
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.306046096206375
"Q86UX6_IDR_391_435",0.346581035664729
"Q86UX6_IDR_438_486",0.347372868128897
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.64364096681787
"Q86UZ6_IDR_506_584",0.35635903318213
"Q86V15_IDR_127_339",0.148346718114701
"Q86V15_IDR_380_456",0.105254058950847
"Q86V15_IDR_47_89",0.0974643258207378
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.338392597977666
"Q86V59_IDR_212_374",0.386732985905806
"Q86V59_IDR_379_439",0.274874416116528
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.461703198124984
"Q86V87_IDR_487_536",0.538296801875016
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.459871586135574
"Q86VD1_IDR_516_812",0.540128413864426
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.328048170782882
"Q86VH2_IDR_1186_1401",0.265788509304477
"Q86VH2_IDR_342_1012",0.406163319912641
"Q86VH4_IDR_341_481",0.494854564007458
"Q86VH4_IDR_540_590",0.505145435992542
"Q86VH5_IDR_342_477",0.454324482717217
"Q86VH5_IDR_543_581",0.545675517282783
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.352359970280491
"Q86VR2_IDR_232_466",0.498997209984005
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.313948406359921
"Q86VS8_IDR_388_489",0.326505869195177
"Q86VS8_IDR_643_718",0.359545724444901
"Q86VV4_IDR_1_38",0.368626223295887
"Q13769_IDR_1_47",0.497383886976394
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.266465247676369
"Q13887_IDR_1_82",0.19780271901209
"Q13887_IDR_211_368",0.535732033311542
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.520816928550507
"Q13905_IDR_211_671",0.479183071449493
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.473231728280285
"Q13950_IDR_459_514",0.526768271719715
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.446752740089875
"Q14003_IDR_203_265",0.275081557510062
"Q14003_IDR_554_702",0.278165702400063
"Q14004_IDR_1000_1399",0.381900093040195
"Q14004_IDR_1_694",0.618099906959805
"Q14005_IDR_1_207",0.391164278358178
"Q14005_IDR_306_346",0.358814859255518
"Q14005_IDR_444_1080",0.250020862386304
"Q14008_IDR_1078_1157",0.0855632390540771
"Q14008_IDR_225_263",0.164228858775737
"Q14008_IDR_496_592",0.0781227888870337
"Q14008_IDR_815_847",0.100451981678272
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.516168901443232
"Q14094_IDR_344_377",0.483831098556768
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.47729593971427
"Q14114_IDR_739_819",0.52270406028573
"Q14118_IDR_305_493",0.253395948479698
"Q14118_IDR_719_749",0.312555391914624
"Q14118_IDR_806_895",0.434048659605677
"Q14119_IDR_1_231",0.752828593178403
"Q14119_IDR_267_373",0.247171406821597
"Q14123_IDR_456_512",0.426223347112908
"Q14123_IDR_523_709",0.573776652887092
"Q14126_IDR_1056_1118",0.441813603594566
"Q14126_IDR_848_900",0.558186396405434
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.599417303817035
"Q14159_IDR_103_258",0.446002919316407
"Q14159_IDR_1_100",0.553997080683594
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.446627225388452
"Q14186_IDR_349_410",0.553372774611548
"Q14188_IDR_355_446",0.518706603635301
"Q14188_IDR_39_129",0.481293396364699
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.432229682540807
"Q14191_IDR_303_528",0.567770317459193
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.452265446096187
"Q14320_IDR_62_167",0.547734553903814
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.512490281852731
"Q14332_IDR_152_196",0.487509718147269
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.26620337519808
"Q14432_IDR_1092_1141",0.276834352773301
"Q14432_IDR_262_664",0.456962272028618
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.347346441613614
"Q14444_IDR_247_709",0.652653558386386
"Q14449_IDR_1_104",0.466739986948993
"Q14449_IDR_355_432",0.533260013051007
"Q14451_IDR_1_98",0.512196936916033
"Q14451_IDR_354_427",0.487803063083968
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.459457020879548
"Q14527_IDR_1_53",0.261902345091957
"Q14527_IDR_172_204",0.232016247621364
"Q14527_IDR_321_394",0.319828475198749
"Q14527_IDR_397_473",0.186252932087931
"Q14532_IDR_1_51",0.474508363978537
"Q14532_IDR_405_448",0.525491636021463
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.602309236898333
"Q14541_IDR_86_131",0.397690763101667
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.264042315988006
"Q14562_IDR_151_260",0.209477391678491
"Q14562_IDR_328_405",0.230926482156566
"Q14562_IDR_95_148",0.295553810176937
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.315526096918469
"Q14571_IDR_926_964",0.349803926962101
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.186423741007773
"Q14643_IDR_1707_1737",0.224407293655458
"Q14643_IDR_1756_1796",0.185679078864863
"Q14643_IDR_1886_1966",0.186401334572768
"Q14643_IDR_911_975",0.217088551899138
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.333583245581873
"Q14667_IDR_2035_2109",0.320861552158011
"Q14667_IDR_2183_2235",0.345555202260116
"Q14669_IDR_1_408",0.401398464431893
"Q14669_IDR_938_1083",0.598601535568107
"Q14671_IDR_17_558",0.219327577387609
"Q14671_IDR_570_646",0.169952495030119
"Q14671_IDR_663_727",0.157518969241157
"Q14671_IDR_740_779",0.18681985057011
"Q14690_IDR_1401_1585",0.422382592788164
"Q14690_IDR_1_68",0.577617407211836
"Q14692_IDR_1222_1282",0.202371235622129
"Q14692_IDR_1_47",0.37542288574324
"Q14692_IDR_397_744",0.229334505547042
"Q14692_IDR_762_844",0.192871373087589
"Q14693_IDR_105_457",0.419809403680777
"Q14693_IDR_559_621",0.580190596319223
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.535700503800758
"Q14696_IDR_193_234",0.464299496199242
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.540554363191211
"Q14699_IDR_435_578",0.459445636808789
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.554682984437934
"Q14738_IDR_518_574",0.445317015562066
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.508410576857845
