"","GO0034660_ncRNA_metabolic_process"
"Q7Z6J9_IDR_175_292",1
"Q7Z6K1_IDR_211_243",0.316085586263263
"Q7Z6K1_IDR_279_316",0.333328379053463
"Q7Z6K1_IDR_90_197",0.350586034683275
"Q7Z6L0_IDR_1_262",1
"Q7Z6L1_IDR_402_482",1
"Q7Z6M2_IDR_1_65",1
"Q7Z6M3_IDR_250_313",1
"Q7Z6M4_IDR_326_381",1
"Q7Z6P3_IDR_113_144",0.32297815236527
"Q7Z6P3_IDR_1_39",0.345144781400307
"Q7Z6P3_IDR_279_828",0.331877066234422
"Q7Z6R9_IDR_1_184",0.46727121387329
"Q7Z6R9_IDR_414_452",0.53272878612671
"Q7Z6W7_IDR_235_309",1
"Q7Z6Z6_IDR_268_303",0.525596306207501
"Q7Z6Z6_IDR_396_429",0.474403693792499
"Q7Z6Z7_IDR_1357_1427",0.0755111304911421
"Q7Z6Z7_IDR_1688_1739",0.0794571496278627
"Q7Z6Z7_IDR_1902_2061",0.0724308087239245
"Q7Z6Z7_IDR_709_759",0.0715719651442394
"Q7Z6Z7_IDR_973_1037",0.0753109346416637
"Q7Z7A1_IDR_1000_1313",0.144667234186884
"Q7Z7A1_IDR_2170_2325",0.160072825072159
"Q7Z7A1_IDR_256_453",0.188318694819526
"Q7Z7A1_IDR_681_784",0.191271939938342
"Q7Z7A1_IDR_794_843",0.1648373976066
"Q7Z7A3_IDR_277_348",1
"Q7Z7A4_IDR_435_551",1
"Q7Z7B0_IDR_169_199",0.236091046511051
"Q7Z7B0_IDR_1_83",0.283644982664631
"Q7Z7B0_IDR_335_380",0.242390673514438
"Q7Z7B0_IDR_565_1213",0.23787329730988
"Q7Z7B7_IDR_63_95",1
"Q7Z7C7_IDR_205_247",1
"Q7Z7C8_IDR_113_226",0.455955487375958
"Q7Z7C8_IDR_230_310",0.544044512624042
"Q7Z7E8_IDR_1_37",0.505529486171199
"Q7Z7E8_IDR_168_246",0.494470513828801
"Q7Z7F0_IDR_189_225",0.23911625310183
"Q7Z7F0_IDR_1_99",0.263005054275111
"Q7Z7F0_IDR_386_566",0.250029042956323
"Q7Z7M9_IDR_33_437",1
"Q86SE5_IDR_90_291",1
"Q86SE8_IDR_124_214",1
"Q86SF2_IDR_1_148",1
"Q86SG2_IDR_1_31",0.492484944905285
"Q86SG2_IDR_54_109",0.507515055094715
"Q86SG6_IDR_268_306",1
"Q86SH2_IDR_22_86",0.448463713088315
"Q86SH2_IDR_90_318",0.551536286911685
"Q86SJ2_IDR_471_517",1
"Q86SJ6_IDR_1008_1040",0.504004751070117
"Q86SJ6_IDR_857_897",0.495995248929883
"Q86SK9_IDR_1_41",1
"Q86SP6_IDR_1_38",0.313169270038473
"Q86SP6_IDR_226_318",0.313773724279478
"Q86SP6_IDR_459_513",0.37305700568205
"Q86SQ0_IDR_1_598",0.416322770068704
"Q86SQ0_IDR_646_1092",0.583677229931296
"Q86SQ4_IDR_1138_1204",0.518614110533449
"Q86SQ4_IDR_373_404",0.481385889466551
"Q86T90_IDR_34_577",1
"Q86T96_IDR_124_242",0.468857762261756
"Q86T96_IDR_248_427",0.531142237738244
"Q86TB3_IDR_108_355",0.225378950198341
"Q86TB3_IDR_2134_2170",0.277153422016586
"Q86TB3_IDR_358_431",0.234815152350655
"Q86TB3_IDR_437_1787",0.262652475434419
"Q86TB9_IDR_1_402",0.472344051290327
"Q86TB9_IDR_427_470",0.527655948709673
"Q86TC9_IDR_1_258",0.363088582474364
"Q86TC9_IDR_363_412",0.32868422523317
"Q86TC9_IDR_537_880",0.308227192292466
"Q86TE4_IDR_153_346",0.525048606743803
"Q86TE4_IDR_76_119",0.474951393256197
"Q86TH1_IDR_1_44",0.318080306755948
"Q86TH1_IDR_345_452",0.345441803038293
"Q86TH1_IDR_519_561",0.336477890205758
"Q86TI0_IDR_205_286",0.342197671065145
"Q86TI0_IDR_461_724",0.309852865318804
"Q86TI0_IDR_726_756",0.34794946361605
"P51512_IDR_294_337",0.516006969141323
"P51513_IDR_127_169",0.347013297538775
"P51513_IDR_1_46",0.339546143855141
"P51513_IDR_344_419",0.313440558606084
"P51522_IDR_1_94",1
"P51523_IDR_62_206",1
"P51553_IDR_1_50",1
"P51582_IDR_322_365",1
"P51608_IDR_160_486",0.460803522883508
"P51608_IDR_1_93",0.539196477116492
"P51610_IDR_2005_2035",0.381603783684567
"P51610_IDR_404_633",0.31062669130512
"P51610_IDR_892_1808",0.307769525010314
"P51617_IDR_104_192",0.505151126130508
"P51617_IDR_520_659",0.494848873869492
"P51636_IDR_1_43",1
"P51649_IDR_1_50",1
"P51654_IDR_350_381",0.308004770809846
"P51654_IDR_425_462",0.310612272849779
"P51654_IDR_478_580",0.381382956340375
"P51665_IDR_284_324",1
"P51684_IDR_342_374",1
"P51689_IDR_1_36",1
"P51690_IDR_1_34",1
"P51692_IDR_713_787",1
"P51693_IDR_1_49",0.297421606830876
"P51693_IDR_213_325",0.383810426059734
"P51693_IDR_488_581",0.31876796710939
"P51784_IDR_32_73",0.32394682788285
"P51784_IDR_645_712",0.368829860756124
"P51784_IDR_933_963",0.307223311361026
"P51786_IDR_1_163",1
"P51787_IDR_1_100",0.321635585979558
"P51815_IDR_132_362",0.527243690649544
"P51816_IDR_1_1071",0.507350759510059
"P51816_IDR_1194_1231",0.492649240489941
"P51817_IDR_1_40",1
"P51825_IDR_1084_1130",0.45792959628899
"P51825_IDR_1_972",0.54207040371101
"P51826_IDR_1099_1144",0.313589973979181
"P51826_IDR_1_766",0.323759135789263
"P51826_IDR_771_980",0.362650890231557
"P51828_IDR_458_543",1
"P51841_IDR_522_554",1
"P51858_IDR_94_240",1
"P51861_IDR_1_174",1
"P51888_IDR_1_67",1
"P51946_IDR_285_323",1
"P51948_IDR_201_237",1
"P51955_IDR_322_445",1
"P51956_IDR_274_406",0.48686485000213
"P51956_IDR_421_489",0.51313514999787
"P51957_IDR_272_746",1
"P51965_IDR_1_46",1
"P51970_IDR_123_162",1
"P51991_IDR_203_378",1
"P51993_IDR_1_58",1
"P52179_IDR_1_254",1
"P52198_IDR_185_227",1
"P52272_IDR_1_68",0.532506478230096
"P52272_IDR_551_649",0.467493521769904
"P52701_IDR_179_363",0.61562350776006
"P52732_IDR_876_950",0.4713535813202
"P52732_IDR_954_1056",0.5286464186798
"P52736_IDR_54_204",1
"P52737_IDR_48_106",1
"P52738_IDR_61_141",1
"P52739_IDR_113_242",0.506662068085163
"P52739_IDR_562_623",0.493337931914837
"P52740_IDR_1_141",1
"P52741_IDR_1_175",1
"P52742_IDR_64_211",1
"P52746_IDR_1038_1093",0.340827287992572
"P52746_IDR_1_150",0.31713121669071
"P52746_IDR_576_1026",0.342041495316718
"P52747_IDR_172_215",1
"P52756_IDR_1_95",0.273835439413454
"P52756_IDR_387_448",0.182884639510238
"P52756_IDR_500_755",0.335823073970968
"P52756_IDR_757_790",0.207456847105339
"P52757_IDR_156_213",1
"P52797_IDR_170_238",1
"P52798_IDR_156_201",1
"P52799_IDR_167_283",1
"P52803_IDR_165_228",1
"P52815_IDR_1_59",1
"P52823_IDR_1_38",0.490459257877759
"P52823_IDR_203_247",0.509540742122241
"P52824_IDR_1_57",0.482130091417272
"P52824_IDR_264_295",0.517869908582728
"P52952_IDR_1_143",1
"P52954_IDR_1_169",0.451765684574303
"P53350_IDR_1_37",0.478862924973746
"P52954_IDR_176_281",0.548234315425697
"P53350_IDR_327_368",0.521137075026254
"P53355_IDR_715_770",1
"P53365_IDR_1_96",1
"P53367_IDR_1_113",1
"P53396_IDR_425_488",1
"P53420_IDR_1_1452",1
"P53539_IDR_1_338",1
"P53597_IDR_1_35",1
"P53621_IDR_826_904",1
"P53667_IDR_254_321",1
"P53671_IDR_244_313",1
"P53674_IDR_18_48",1
"P53701_IDR_1_99",1
"P53779_IDR_403_464",1
"P53801_IDR_126_180",0.557276467437492
"P53801_IDR_1_39",0.442723532562508
"P54219_IDR_492_525",0.521495571352877
"P54252_IDR_182_361",1
"P54253_IDR_1_568",0.409155601452979
"P54253_IDR_691_789",0.590844398547021
"P54257_IDR_1_95",0.179610359900657
"P54257_IDR_222_311",0.2264331161443
"P54257_IDR_376_489",0.193153074755547
"P54257_IDR_495_633",0.20334369114394
"P54257_IDR_637_671",0.197459758055556
"P54259_IDR_1_1095",0.464388106357606
"P54259_IDR_1132_1190",0.535611893642394
"P54274_IDR_1_65",0.460750527671982
"P54274_IDR_263_380",0.539249472328018
"P54277_IDR_341_566",0.433281340431837
"P54277_IDR_630_693",0.566718659568163
"P54278_IDR_372_609",1
"P54284_IDR_126_176",0.324182279815025
"P54284_IDR_1_38",0.346475569456005
"P54284_IDR_364_484",0.32934215072897
"P54368_IDR_20_64",1
"P55011_IDR_934_1006",0.518824693208222
"P55017_IDR_790_826",0.463427976382539
"P55017_IDR_96_133",0.536572023617461
"P55036_IDR_223_338",0.49772554640976
"P55036_IDR_341_377",0.50227445359024
"P55040_IDR_1_71",1
"P55042_IDR_1_88",1
"P55055_IDR_153_218",0.507144868477144
"P55055_IDR_1_80",0.492855131522856
"P55056_IDR_1_44",1
"P55072_IDR_767_806",1
"P55075_IDR_1_65",1
"P55081_IDR_1_439",1
"P55082_IDR_322_362",1
"P55083_IDR_1_33",1
"P55084_IDR_1_49",1
"P55089_IDR_1_84",1
"P55107_IDR_1_72",0.42121926518035
"P55107_IDR_268_372",0.57878073481965
"P55160_IDR_639_671",1
"P55285_IDR_1_49",1
"P55286_IDR_1_54",1
"P55287_IDR_1_45",1
"P55289_IDR_1_47",1
"P55316_IDR_1_179",0.569656033763182
"P55316_IDR_346_462",0.430343966236818
"P55317_IDR_1_168",0.483515922445696
"P55317_IDR_263_371",0.516484077554304
"P55318_IDR_1_114",0.480452502940578
"P55318_IDR_203_301",0.519547497059422
"P55327_IDR_131_224",0.48812727275181
"P55327_IDR_1_70",0.51187272724819
"P55347_IDR_1_55",0.336376617978389
"P55347_IDR_231_274",0.333062595214184
"P55347_IDR_319_436",0.330560786807427
"P55771_IDR_129_341",1
"P55786_IDR_1_48",1
"P55789_IDR_23_67",1
"P55808_IDR_1_180",1
"P55884_IDR_1_161",1
"P56693_IDR_1_454",1
"P56696_IDR_1_79",0.237082708956221
"P56696_IDR_377_554",0.270143850296972
"P56696_IDR_567_612",0.26087617876497
"P56696_IDR_646_695",0.231897261981837
"P56715_IDR_1023_1053",0.157017314307695
"P56715_IDR_118_149",0.163331471134891
"P56715_IDR_1189_1536",0.174302434750401
"P56715_IDR_1566_1709",0.16155996143715
"P56715_IDR_230_918",0.178461250632608
"P56715_IDR_922_1020",0.165327567737256
"P56746_IDR_186_228",1
"P56747_IDR_189_220",1
"P56748_IDR_191_225",1
"P56749_IDR_201_244",1
"P56750_IDR_190_224",1
"P56856_IDR_200_261",1
"P56880_IDR_188_219",1
"P56915_IDR_1_178",0.47000387261965
"P56915_IDR_210_257",0.52999612738035
"P57078_IDR_329_367",1
"P57081_IDR_363_412",1
"P57082_IDR_1_62",0.518189068654152
"P57082_IDR_242_515",0.481810931345848
"P57086_IDR_1_101",1
"P57087_IDR_266_298",1
"P57103_IDR_1_47",1
"P57105_IDR_102_145",1
"P57679_IDR_248_299",0.240661928530104
"P57679_IDR_52_191",0.206831041778185
"P57679_IDR_648_696",0.228850758505688
"P57679_IDR_719_992",0.323656271186023
"P57682_IDR_1_256",1
"P57723_IDR_315_403",1
"P57727_IDR_1_69",1
"P57735_IDR_181_213",1
"P57737_IDR_388_468",0.454251373927973
"P57737_IDR_862_923",0.545748626072027
"P57739_IDR_188_228",1
"P57740_IDR_1_147",1
"P58012_IDR_141_376",0.451220601469977
"P58012_IDR_1_52",0.548779398530023
"P58107_IDR_2594_2636",0.505591347908856
"P58107_IDR_3130_3164",0.494408652091144
"P58304_IDR_1_361",1
"P58317_IDR_1_38",1
"P58340_IDR_1_123",0.415579902817126
"P58340_IDR_132_268",0.584420097182874
"P58397_IDR_197_241",0.581889995127213
"P58397_IDR_999_1282",0.418110004872787
"P58417_IDR_1_81",1
"P58499_IDR_1_60",1
"P58505_IDR_1_322",1
"P58658_IDR_355_392",1
"P58743_IDR_577_618",1
"P58753_IDR_31_80",1
"P58872_IDR_1_32",1
"P58876_IDR_1_36",1
"P59025_IDR_169_200",0.507659348034246
"P59025_IDR_202_263",0.492340651965754
"P59046_IDR_90_124",1
"P59047_IDR_150_251",1
"P59190_IDR_178_208",1
"P59773_IDR_1_109",1
"P59780_IDR_149_193",1
"P59923_IDR_138_239",0.483621482419868
"P60331_IDR_1_282",1
"P60368_IDR_1_254",1
"P60369_IDR_1_221",1
"P60409_IDR_1_369",1
"P60410_IDR_1_252",1
"P60411_IDR_1_292",1
"P60412_IDR_1_296",1
"P60413_IDR_1_235",1
"P60468_IDR_1_52",1
"P60484_IDR_352_403",1
"P60606_IDR_1_31",1
"P60827_IDR_25_111",1
"P60852_IDR_185_215",0.496314403899769
"P60852_IDR_583_638",0.503685596100231
"P60880_IDR_1_147",1
"P61006_IDR_176_207",1
"P61011_IDR_436_504",1
"P61018_IDR_181_213",1
"P61020_IDR_184_215",1
"P61106_IDR_184_214",1
"P61129_IDR_1_280",0.646995490019494
"P61129_IDR_365_1171",0.353004509980506
"P61218_IDR_1_53",1
"P61244_IDR_80_160",1
"P61247_IDR_233_264",1
"P61278_IDR_1_31",0.450280933012617
"P61278_IDR_59_103",0.549719066987383
"P61812_IDR_254_312",1
"P61925_IDR_14_76",1
"P61927_IDR_1_97",1
"P61978_IDR_1_39",0.515450201667625
"P61978_IDR_276_306",0.484549798332375
"P62191_IDR_1_75",1
"P62241_IDR_1_39",1
"P62256_IDR_153_183",1
"P62266_IDR_1_39",1
"P62269_IDR_122_152",1
"P62314_IDR_84_119",1
"P62318_IDR_84_126",1
"P62324_IDR_129_171",1
"P62424_IDR_1_44",1
"P62491_IDR_182_216",1
"P62508_IDR_14_119",0.466243466519631
"P62508_IDR_195_230",0.533756533480369
"P62633_IDR_1_53",1
"P62750_IDR_1_70",1
"P78312_IDR_151_1222",1
"P78314_IDR_134_447",1
"P78316_IDR_1_420",1
"P78317_IDR_1_126",1
"P78318_IDR_281_319",1
"P78324_IDR_391_425",0.506608159724074
"P78324_IDR_435_504",0.493391840275926
"P78325_IDR_645_824",1
"P78332_IDR_1_452",0.24981735637007
"P78332_IDR_568_653",0.208184818778269
"P78332_IDR_822_948",0.272747753663779
"P78332_IDR_965_1115",0.269250071187882
"P78333_IDR_347_377",0.485498941356806
"P78333_IDR_474_572",0.514501058643194
"P78334_IDR_1_66",0.490523744438601
"P78334_IDR_369_450",0.509476255561399
"P78337_IDR_1_95",0.576558058630263
"P78337_IDR_210_311",0.423441941369737
"P78344_IDR_1_49",0.492104507606322
"P78344_IDR_332_539",0.507895492393678
"P78368_IDR_331_415",0.479456020330062
"P78369_IDR_186_228",1
"P78380_IDR_1_88",1
"P78381_IDR_1_32",0.515464072245186
"P78381_IDR_343_396",0.484535927754814
"P78396_IDR_1_202",1
"P78411_IDR_1_130",0.484915631512728
"P78411_IDR_168_483",0.515084368487272
"P78412_IDR_1_52",0.275785023180934
"P78412_IDR_207_349",0.425049786760059
"P78412_IDR_354_404",0.299165190059006
"P78413_IDR_14_64",0.485296237431682
"P78413_IDR_203_519",0.514703762568318
"P78414_IDR_1_116",0.467200701759059
"P78414_IDR_180_480",0.532799298240941
"P78415_IDR_1_145",0.465847984727018
"P78415_IDR_186_501",0.534152015272982
"P78423_IDR_94_355",1
"P78424_IDR_1_547",1
"P78426_IDR_1_164",0.427721509296461
"P80192_IDR_492_1098",0.481485147578963
"P80297_IDR_1_43",1
"P80303_IDR_1_49",0.471831064176509
"P80303_IDR_359_420",0.528168935823491
"P80404_IDR_1_36",1
"P80723_IDR_1_227",1
"P81133_IDR_345_688",1
"P81172_IDR_1_61",1
"P81274_IDR_431_494",0.264874276333364
"P81274_IDR_498_551",0.241481090965033
"P81274_IDR_553_592",0.242095952146794
"P81274_IDR_638_684",0.25154868055481
"P81277_IDR_1_41",0.463336242373339
"P81277_IDR_44_87",0.536663757626661
"P81408_IDR_1_36",0.34034224025657
"P81408_IDR_142_173",0.348417680385969
"P81408_IDR_205_668",0.311240079357461
"P81877_IDR_77_361",1
"P82094_IDR_31_503",0.477258621961391
"P84157_IDR_1_169",1
"P84243_IDR_1_41",1
"P84550_IDR_272_861",0.500867897019693
"P84550_IDR_37_73",0.499132102980306
"P85037_IDR_1_101",0.332402417956557
"P85299_IDR_1_39",0.527659122775155
"P85037_IDR_208_303",0.346961359495983
"P85037_IDR_395_733",0.320636222547459
"P85298_IDR_416_464",1
"P85299_IDR_232_358",0.472340877224845
"P86452_IDR_1_130",0.266820707168583
"P86452_IDR_187_263",0.250825990630338
"P86452_IDR_323_403",0.24594216282033
"P86452_IDR_806_858",0.236411139380749
"P86478_IDR_1_174",1
"P86479_IDR_1_174",1
"P86480_IDR_1_174",1
"P86481_IDR_1_174",1
"P86496_IDR_1_174",1
"P98073_IDR_1_38",1
"P98088_IDR_3325_3514",0.123457168868247
"P98088_IDR_4739_4776",0.123015046198194
"P98088_IDR_5101_5140",0.124350692107429
"P98088_IDR_5621_5654",0.141799517586703
"P98095_IDR_180_436",1
"P98153_IDR_453_550",1
"P98160_IDR_45_76",1
"P98161_IDR_3349_3547",0.488080772874957
"P98161_IDR_4145_4303",0.511919227125043
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.263141720149682
"P98171_IDR_398_448",0.239822336987428
"P98171_IDR_715_774",0.253446395167829
"P98171_IDR_804_946",0.243589547695062
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.484155734118847
"P98174_IDR_923_961",0.515844265881153
"P98175_IDR_1_126",0.191116283758051
"P98175_IDR_249_297",0.148494419853437
"P98175_IDR_512_560",0.142563194218462
"P98175_IDR_618_762",0.182658835339013
"P98175_IDR_766_870",0.17882856082293
"P98177_IDR_1_100",0.535990822287139
"P98175_IDR_872_907",0.156338706008107
"P98177_IDR_184_474",0.464009177712861
"Q00577_IDR_284_322",0.557162983804379
"Q00587_IDR_1_48",0.355716372192417
"Q00587_IDR_215_377",0.324892037380741
"Q00587_IDR_53_209",0.319391590426843
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.334842389087213
"Q00653_IDR_697_729",0.345314087317029
"Q00653_IDR_851_900",0.319843523595758
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.22104620757618
"Q00722_IDR_1153_1185",0.194590395708218
"Q00722_IDR_461_537",0.297827119690223
"Q00722_IDR_825_1003",0.286536277025379
"Q00839_IDR_41_281",0.566909701393592
"Q00839_IDR_678_708",0.433090298606408
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.471506792419356
"Q008S8_IDR_518_561",0.528493207580644
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.280775014180347
"Q00975_IDR_1869_2335",0.248967119876483
"Q00975_IDR_772_1120",0.47025786594317
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.344403856947195
"Q00987_IDR_209_275",0.308446780439796
"Q00987_IDR_334_431",0.347149362613008
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.330325787529694
"Q00G26_IDR_384_463",0.357154120357982
"Q00G26_IDR_50_200",0.312520092112324
"Q01101_IDR_306_366",0.324245336967909
"Q01101_IDR_374_431",0.339246880846539
"Q01105_IDR_1_39",0.404928808759589
"Q01105_IDR_238_290",0.595071191240411
"Q01113_IDR_13_47",0.494862589711556
"Q01113_IDR_338_382",0.505137410288444
"Q01118_IDR_1644_1682",0.348335142509979
"Q01118_IDR_418_462",0.335812396392003
"Q01118_IDR_776_878",0.315852461098018
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.345017115695096
"Q01167_IDR_162_257",0.337379180283809
"Q01167_IDR_346_660",0.317603704021095
"Q01196_IDR_1_47",0.526094785446483
"Q01196_IDR_330_445",0.473905214553517
"Q01201_IDR_1_52",0.338044265722893
"Q01201_IDR_403_579",0.340608128322176
"Q01201_IDR_65_121",0.321347605954931
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.504166133414568
"Q01780_IDR_135_184",0.275277851763147
"Q01780_IDR_580_659",0.302628994425277
"Q01780_IDR_662_885",0.422093153811576
"Q01804_IDR_194_241",0.265117737717927
"Q01804_IDR_319_701",0.243707044697715
"Q01804_IDR_705_862",0.224582292467108
"Q01804_IDR_864_1114",0.266592925117249
"Q01814_IDR_1151_1243",0.385184448489031
"Q01814_IDR_292_382",0.614815551510969
"Q01826_IDR_1_70",0.203115625626628
"Q01826_IDR_202_234",0.203386815316793
"Q01826_IDR_245_515",0.18789869219285
"Q01826_IDR_562_648",0.191171203109614
"Q01826_IDR_698_763",0.214427663754115
"Q01831_IDR_1_158",0.460981313426475
"Q01831_IDR_325_523",0.287477528190947
"Q01831_IDR_868_940",0.251541158382577
"Q01844_IDR_1_359",0.453771279573733
"Q01844_IDR_448_656",0.546228720426267
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.196474099649074
"Q02086_IDR_1_72",0.195755969437371
"Q02086_IDR_218_298",0.209228503253964
"Q02086_IDR_301_343",0.198181880730306
"Q02086_IDR_362_415",0.200359546929285
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.182259243505818
"Q02224_IDR_2502_2545",0.176265704117312
"Q02224_IDR_2569_2639",0.200857578107165
"Q02224_IDR_2665_2701",0.192148874029186
"Q02224_IDR_360_548",0.248468600240518
"Q02241_IDR_443_498",0.355297705069208
"Q02241_IDR_657_769",0.317084329430028
"Q02241_IDR_783_815",0.327617965500764
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.375646230419899
"Q02297_IDR_215_247",0.330735464749427
"Q02509_IDR_193_255",0.487691282251971
"Q02509_IDR_411_477",0.512308717748029
"Q02535_IDR_1_37",0.474253765260814
"Q02535_IDR_87_119",0.525746234739186
"Q02539_IDR_111_215",0.598579707697695
"Q02539_IDR_1_40",0.401420292302305
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.331072632415839
"Q02641_IDR_1_78",0.332162637404119
"Q02641_IDR_415_598",0.336764730180041
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.459783469060032
"Q03164_IDR_1_1392",0.233532076112885
"Q03164_IDR_1665_1704",0.20278239795448
"Q03164_IDR_1809_1860",0.198497029296519
"Q03164_IDR_2100_2174",0.186930973719289
"Q03164_IDR_2180_3663",0.178257522916827
"Q03167_IDR_757_807",0.493000548202472
"Q03167_IDR_811_851",0.506999451797528
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.516202678951395
"Q03181_IDR_1_69",0.483797321048605
"Q03188_IDR_323_742",0.38903534166415
"Q03188_IDR_47_304",0.266104035840085
"Q03188_IDR_778_815",0.344860622495765
"Q03252_IDR_1_45",0.305572644547799
"Q03252_IDR_404_469",0.318831431187174
"Q03252_IDR_583_616",0.375595924265027
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.156816189650144
"Q03468_IDR_1_91",0.149220236573176
"Q03989_IDR_147_496",0.51337381070689
"Q03989_IDR_1_56",0.48662618929311
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.474362284270916
"Q04323_IDR_43_95",0.525637715729084
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.44336716353924
"Q04637_IDR_993_1236",0.55663283646076
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.505378910301103
"Q04671_IDR_130_199",0.494621089698897
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.508172990348338
"Q04721_IDR_2426_2469",0.491827009651662
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.504335482630455
"Q04725_IDR_97_345",0.495664517369545
"Q04726_IDR_113_361",0.490885314525149
"Q04726_IDR_45_87",0.509114685474851
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.497597124936326
"Q05066_IDR_1_59",0.502402875063674
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.332867925313801
"Q05086_IDR_389_423",0.345995203378502
"Q05086_IDR_81_123",0.321136871307697
"Q05193_IDR_498_651",0.518339708682226
"Q05193_IDR_748_864",0.481660291317774
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.48527248235296
"Q05215_IDR_545_589",0.51472751764704
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.324248588561757
"Q05397_IDR_689_730",0.34744741348673
"Q05397_IDR_763_920",0.328303997951513
"Q05469_IDR_1_297",0.526944302401812
"Q05469_IDR_822_934",0.473055697598188
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.5046736261258
"Q05940_IDR_53_125",0.495326373874199
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.31278010539403
"Q05BQ5_IDR_562_628",0.356665682710201
"Q05BQ5_IDR_77_135",0.330554211895769
"Q05BV3_IDR_1277_1357",0.501117998358239
"Q05BV3_IDR_600_671",0.498882001641761
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.358062302741711
"Q05D60_IDR_39_252",0.335406258769018
"Q05D60_IDR_397_564",0.306531438489271
"Q05DH4_IDR_527_846",0.525579829799735
"Q05DH4_IDR_948_995",0.474420170200265
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.513271238038993
"Q06190_IDR_258_706",0.486728761961007
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.458644821380271
"Q06418_IDR_856_890",0.541355178619729
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.494298975807535
"Q06710_IDR_383_450",0.505701024192465
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.453737878909063
"Q06787_IDR_409_632",0.546262121090937
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.316200210528606
"Q06945_IDR_1_65",0.327690163432305
"Q06945_IDR_72_114",0.356109626039088
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.466821688030156
"Q07065_IDR_372_483",0.533178311969844
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.371744436351704
"Q07157_IDR_271_396",0.321170754374775
"Q07157_IDR_806_1627",0.307084809273521
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.441200942442524
"Q07864_IDR_1935_1971",0.558799057557476
"Q07869_IDR_166_207",0.553605133362775
"Q07869_IDR_1_96",0.446394866637225
"Q07889_IDR_1020_1333",1
