"","GO0006259_DNA_metabolic_process"
"Q9H091_IDR_112_198",0.548014074485868
"Q9H091_IDR_701_742",0.451985925514132
"Q9H093_IDR_1_49",0.497465500074591
"Q9H093_IDR_308_559",0.502534499925409
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.476912917302681
"Q9H095_IDR_84_144",0.523087082697319
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.496513290151318
"Q9H0B6_IDR_590_622",0.503486709848682
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.556337941232453
"Q9H0C3_IDR_471_514",0.443662058767547
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.284051295243154
"Q9H0D2_IDR_1_216",0.223340623531987
"Q9H0D2_IDR_1300_1346",0.235157841803726
"Q9H0D2_IDR_221_975",0.257450239421132
"Q9H0D6_IDR_414_507",0.592980639734041
"Q9H0D6_IDR_859_950",0.407019360265959
"Q9H0F6_IDR_305_350",0.499651596188423
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.514057840175397
"Q9H0H5_IDR_548_623",0.485942159824602
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.443180584520392
"Q9H0I3_IDR_52_100",0.556819415479608
"Q9H0J4_IDR_1_59",0.364487174430835
"Q9H0J4_IDR_1608_1663",0.331524801798915
"Q9H0J4_IDR_61_1217",0.303988023770249
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.280558681952951
"Q9H0K4_IDR_365_420",0.366939994746176
"Q9H0K4_IDR_561_594",0.352501323300873
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.481713062298947
"Q9H0M0_IDR_415_454",0.518286937701053
"Q9H0M4_IDR_1_248",0.498725963344177
"Q9H0M4_IDR_431_637",0.501274036655823
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.295293319842573
"Q9H116_IDR_131_316",0.63403437965795
"Q9H116_IDR_611_681",0.36596562034205
"Q9H147_IDR_134_183",0.641576005949742
"Q9H147_IDR_1_60",0.358423994050258
"Q9H156_IDR_266_320",0.501378126574399
"Q9H156_IDR_647_743",0.498621873425601
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.672584944506606
"Q9H1B7_IDR_511_708",0.54626987095332
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.524090924278555
"Q9H1C4_IDR_521_597",0.475909075721445
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.503884822080757
"Q9H1D0_IDR_692_760",0.496115177919243
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.513873205581052
"Q9H1H9_IDR_547_577",0.486126794418948
"Q9H1I8_IDR_408_465",0.46849128740508
"Q9H1I8_IDR_509_757",0.53150871259492
"Q9H1J1_IDR_1_65",0.510319067498316
"Q9H1J1_IDR_225_476",0.489680932501684
"Q9H1K0_IDR_206_246",0.323063427851547
"Q9H1K0_IDR_379_468",0.372123086708515
"Q9H211_IDR_1_170",0.615987147535812
"Q9H211_IDR_369_432",0.384012852464188
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.514581172696451
"Q9H252_IDR_717_960",0.485418827303549
"Q9H254_IDR_2119_2153",0.340565533870797
"Q9H254_IDR_2174_2437",0.318786978747298
"Q9H254_IDR_2529_2564",0.340647487381906
"Q9H257_IDR_166_283",0.448072506564453
"Q9H257_IDR_341_536",0.551927493435547
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.596191253161543
"Q9H2A3_IDR_175_272",0.403808746838457
"Q9H2A7_IDR_103_238",0.498902489536972
"Q9H2A7_IDR_1_33",0.501097510463028
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.502700707146186
"Q9H2K0_IDR_245_278",0.43005836817151
"Q9H2K0_IDR_27_77",0.56994163182849
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.492860149450466
"Q9H2K8_IDR_558_595",0.507139850549534
"Q9H2P0_IDR_132_163",0.223599927503858
"Q9H2P0_IDR_194_449",0.210698866626036
"Q9H2P0_IDR_690_745",0.277372206202585
"Q9H2P0_IDR_841_1102",0.288328999667521
"Q9H2S1_IDR_1_67",0.276110768342449
"Q9H2S1_IDR_535_579",0.281629916186626
"Q9H2S1_IDR_69_118",0.442259315470926
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.563062314279332
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.50775568260507
"Q9H329_IDR_369_900",0.49224431739493
"Q9H330_IDR_1_45",0.314257319983193
"Q9H330_IDR_236_354",0.380771192937277
"Q9H330_IDR_846_879",0.30497148707953
"Q9H334_IDR_1_297",0.338432158994858
"Q9H334_IDR_357_442",0.328147216371401
"Q9H334_IDR_543_677",0.33342062463374
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.480693775766076
"Q9H347_IDR_94_172",0.519306224233924
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.299842272595849
"Q9H3D4_IDR_351_399",0.407008845979381
"Q9H3D4_IDR_428_542",0.29314888142477
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.330302060824328
"Q9H3S1_IDR_645_678",0.331004384147338
"Q9H3S1_IDR_709_761",0.338693555028334
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.193898896205238
"Q9H3S7_IDR_1589_1620",0.204533209264345
"Q9H3S7_IDR_705_784",0.247101914703287
"Q9H3S7_IDR_851_926",0.180926340538606
"Q9H3S7_IDR_928_1158",0.173539639288523
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.472313903530696
"Q9H3Y8_IDR_61_114",0.527686096469304
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.252662282934278
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.445549178976085
"Q9H4D0_IDR_888_945",0.554450821023915
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.62543292857157
"Q9H4G0_IDR_391_881",0.37456707142843
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.44828213531904
"Q9H4I0_IDR_98_298",0.551717864680961
"Q9H4I2_IDR_1_139",0.14713671732974
"Q9H4I2_IDR_154_350",0.162037906918853
"Q9H4I2_IDR_354_541",0.141004852210193
"Q9H4I2_IDR_543_622",0.153074724135771
"Q9H4I2_IDR_664_771",0.241074400940806
"Q9H4I2_IDR_888_956",0.155671398464638
"Q9H4Z2_IDR_171_244",0.22812345553711
"Q9H4Z2_IDR_248_459",0.334339468670995
"Q9H4Z2_IDR_681_924",0.211172917328711
"Q9H4Z3_IDR_1_33",0.305642345141054
"Q9H4Z3_IDR_669_704",0.300215928010751
"Q9H4Z3_IDR_82_158",0.394141726848195
"Q9H501_IDR_538_602",0.223933254923406
"Q9H501_IDR_610_748",0.37478498672821
"Q9H501_IDR_75_343",0.249818478106151
"Q9H501_IDR_792_825",0.151463280242233
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.459924895277384
"Q9H582_IDR_1_1037",0.540075104722616
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.148031680456255
"Q9H5I5_IDR_360_416",0.129386173850329
"Q9H5I5_IDR_421_490",0.145043984344984
"Q9H5I5_IDR_608_675",0.156961397227654
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.498400735723566
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.501599264276434
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.328929624382453
"Q9H665_IDR_40_88",0.334982521563168
"Q9H665_IDR_94_240",0.336087854054379
"Q9H693_IDR_1_64",0.532646859031037
"Q9H693_IDR_84_158",0.467353140968963
"Q9H694_IDR_416_757",0.278053028482023
"Q9H694_IDR_777_848",0.430202675777877
"Q9H694_IDR_941_973",0.2917442957401
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.476116585086554
"Q9H6A9_IDR_94_643",0.523883414913446
"Q9H6B1_IDR_52_82",0.24182688837507
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.487771292670689
"Q9H6L5_IDR_256_497",0.512228707329311
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.333279283297644
"Q9H6R7_IDR_435_552",0.344986953848118
"Q9H6R7_IDR_678_721",0.321733762854238
"Q9H6S0_IDR_1182_1284",0.515172625216775
"Q9H6S0_IDR_1_38",0.484827374783225
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.210330719119836
"Q9H6S3_IDR_175_249",0.336010874666951
"Q9H6S3_IDR_437_490",0.201174827642297
"Q9H6S3_IDR_578_620",0.252483578570916
"Q9H6T3_IDR_251_281",0.296775033116539
"Q9H6T3_IDR_34_87",0.425659993821593
"Q9H6T3_IDR_401_539",0.277564973061868
"Q9H6U6_IDR_781_814",0.475944016911935
"Q9H6U6_IDR_842_928",0.524055983088064
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.328809892817025
"Q9H707_IDR_173_211",0.337411195219938
"Q9H707_IDR_59_103",0.333778911963037
"Q68CR7_IDR_334_376",0.518789739679608
"Q68CR7_IDR_407_880",0.481210260320392
"Q68CZ1_IDR_1_219",0.417091271105434
"Q68CZ1_IDR_929_1145",0.582908728894566
"Q68CZ2_IDR_338_600",0.517971055503029
"Q68CZ2_IDR_606_1158",0.482028944496971
"Q68CZ6_IDR_224_305",0.508227354416048
"Q68CZ6_IDR_418_449",0.491772645583952
"Q68D10_IDR_1_610",0.481956462027082
"Q68D10_IDR_644_685",0.518043537972918
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.387569182309845
"Q68DA7_IDR_1384_1419",0.306880232348682
"Q68DA7_IDR_35_85",0.305550585341473
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.376794654259878
"Q68DE3_IDR_152_2172",0.291608041220355
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.517548030548683
"Q68G74_IDR_278_356",0.482451969451317
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.390109039878112
"Q69YN4_IDR_579_616",0.32533834816894
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.264043568407618
"Q69YZ2_IDR_250_282",0.254033802887329
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.284552611952948
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.237106213698405
"Q69YZ2_IDR_79_112",0.244816415006649
"Q6AWC2_IDR_1019_1071",0.188671705946649
"Q6AWC2_IDR_828_997",0.201394932791792
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.184586091546711
"Q6BDS2_IDR_268_306",0.188331240508222
"Q6BDS2_IDR_413_450",0.229465233944208
"Q6BDS2_IDR_743_809",0.196366391607266
"Q6BDS2_IDR_889_1129",0.201251042393593
"Q6BEB4_IDR_1_274",0.491727315115552
"Q6BEB4_IDR_367_398",0.508272684884448
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.339698162795161
"Q6GPH6_IDR_1_31",0.32371308770563
"Q6GPH6_IDR_33_87",0.33658874949921
"Q6GQQ9_IDR_49_98",0.31117548576391
"Q6GQQ9_IDR_437_587",0.405695591296956
"Q6GQQ9_IDR_636_794",0.283128922939134
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.19514808569951
"Q6GYQ0_IDR_1715_1757",0.202731686620972
"Q6GYQ0_IDR_321_387",0.195327931341485
"Q6GYQ0_IDR_450_512",0.208740549758841
"Q6GYQ0_IDR_688_1036",0.198051746579191
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.534859028568132
"Q6H8Q1_IDR_309_506",0.465140971431867
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.525744844424658
"Q6HA08_IDR_284_431",0.474255155575342
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.321408233490878
"Q6IEE7_IDR_817_872",0.331746867781522
"Q6IEE7_IDR_940_1043",0.346844898727599
"Q6IEG0_IDR_214_244",0.424440023639191
"Q6IEG0_IDR_254_339",0.575559976360809
"Q6IMN6_IDR_318_831",0.356100308296514
"Q6IMN6_IDR_65_115",0.330904278091586
"Q6IMN6_IDR_911_977",0.3129954136119
"Q6IN84_IDR_1_46",0.49789336492154
"Q6IN84_IDR_309_353",0.50210663507846
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.335636963021464
"Q6IQ21_IDR_276_325",0.333368168126994
"Q6IQ21_IDR_327_385",0.330994868851542
"Q6IQ23_IDR_103_157",0.495942023080567
"Q6IQ23_IDR_285_1121",0.504057976919433
"Q6IQ55_IDR_557_1244",0.435850813610996
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.285086566474598
"Q6ISB3_IDR_421_467",0.426443180229796
"Q6ISB3_IDR_80_110",0.288470253295606
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.503634432620079
"Q6IWH7_IDR_901_933",0.496365567379921
"Q6J272_IDR_46_86",0.531911198090812
"Q6J272_IDR_91_200",0.468088801909188
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.39847882849934
"Q6K0P9_IDR_91_208",0.60152117150066
"Q6KB66_IDR_1_40",0.463992444578887
"Q6KB66_IDR_408_452",0.536007555421113
"Q6KC79_IDR_108_1189",0.341262490647076
"Q6KC79_IDR_1_49",0.157231695187268
"Q6KC79_IDR_2474_2521",0.337794455939915
"Q6KC79_IDR_2630_2705",0.163711358225741
"Q6KF10_IDR_20_90",0.487163140699935
"Q6KF10_IDR_293_351",0.512836859300065
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.557993268538477
"Q6MZT1_IDR_154_206",0.442006731461523
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.23081786372466
"Q6N021_IDR_1459_1560",0.246648652345552
"Q6N021_IDR_1806_1842",0.241527562800306
"Q6N021_IDR_1931_1968",0.281005921129482
"Q6N022_IDR_1_281",0.467673403036054
"Q6N022_IDR_293_331",0.532326596963946
"Q6N043_IDR_1_405",0.503789959238905
"Q6N043_IDR_468_979",0.496210040761095
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.390383349274143
"Q6NSI4_IDR_566_675",0.609616650725857
"Q6NSI8_IDR_526_621",0.506546509820331
"Q6NSI8_IDR_63_143",0.493453490179669
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.514078453642273
"Q6NSJ2_IDR_186_506",0.485921546357727
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.441626984121299
"Q6NSW7_IDR_1_98",0.558373015878701
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.311536484258665
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.505161245827012
"Q6NUN9_IDR_464_507",0.494838754172988
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.49933593541405
"Q6NW40_IDR_1_45",0.504684094103194
"Q6NV75_IDR_319_609",0.50066406458595
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.425787552015363
"Q6NW34_IDR_386_419",0.281897151285496
"Q6NW34_IDR_431_536",0.292315296699141
"Q6NW40_IDR_118_155",0.495315905896806
"Q6NWY9_IDR_178_269",0.292379390381431
"Q6NWY9_IDR_1_94",0.278961641513722
"Q6NWY9_IDR_688_871",0.428658968104847
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.45954039196014
"Q9H714_IDR_223_335",0.54045960803986
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.511378210032546
"Q9H756_IDR_304_341",0.488621789967454
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.486302837137217
"Q9H792_IDR_1407_1453",0.513697162862783
"Q9H799_IDR_1485_1531",0.378082621694618
"Q9H799_IDR_1625_1745",0.317589055497555
"Q9H799_IDR_1798_3169",0.304328322807827
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.462643754693144
"Q9H7C4_IDR_62_166",0.537356245306856
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.46539550618141
"Q9H7E2_IDR_76_549",0.53460449381859
"Q9H7E9_IDR_1_104",0.603151699583058
"Q9H7E9_IDR_166_222",0.396848300416942
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.477579735724394
"Q9H7L9_IDR_1_80",0.522420264275606
"Q9H7U1_IDR_687_834",0.51712844920273
"Q9H7V2_IDR_1_89",0.461935208462544
"Q9H7V2_IDR_96_175",0.538064791537456
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.268747290267813
"Q9H7Z3_IDR_28_146",0.731252709732187
"Q9H7Z6_IDR_111_165",0.505071511798216
"Q9H7Z6_IDR_1_51",0.494928488201784
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.617107893448848
"Q9H814_IDR_312_394",0.382892106551153
"Q9H816_IDR_321_352",0.32143799424915
"Q9H816_IDR_356_401",0.373175155784962
"Q9H816_IDR_439_490",0.305386849965887
"Q9H819_IDR_195_247",0.491019107860642
"Q9H819_IDR_22_63",0.508980892139358
"Q9H8L6_IDR_250_287",0.195555385360332
"Q9H8L6_IDR_296_393",0.19660953842314
"Q9H8L6_IDR_651_695",0.189506008437382
"Q9H8L6_IDR_760_809",0.233885421034352
"Q9H8M2_IDR_245_310",0.347873542287135
"Q9H8M2_IDR_38_137",0.347749360800514
"Q9H8M2_IDR_451_575",0.304377096912351
"Q9H8M5_IDR_736_783",0.343880539988397
"Q9H8M5_IDR_822_875",0.333323998581145
"Q9H8M5_IDR_9_69",0.322795461430457
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.520186062927094
"Q9H8N7_IDR_306_485",0.479813937072906
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.587924471133568
"Q9H8V3_IDR_832_914",0.412075528866432
"Q9H8W3_IDR_1_124",0.627450153794558
"Q9H8W3_IDR_184_233",0.372549846205442
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.44994465052969
"Q9H9A5_IDR_711_744",0.55005534947031
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.220758907737279
"Q9H9B1_IDR_1_513",0.547167214281482
"Q9H9B1_IDR_653_705",0.232073877981239
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.516351464252172
"Q9H9L4_IDR_347_492",0.483648535747828
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.518125331341199
"Q9HAP2_IDR_234_731",0.481874668658801
"Q9HAQ2_IDR_437_576",0.61763913441031
"Q9HAQ2_IDR_718_790",0.38236086558969
"Q9HAS0_IDR_1_33",1
"Q9HAS3_IDR_1_82",1
"Q9HAT1_IDR_254_461",1
"Q9HAU0_IDR_106_163",0.356144718734627
"Q9HAU0_IDR_271_728",0.30745126396709
"Q9HAU0_IDR_730_1114",0.336404017298282
"Q9HAU4_IDR_138_250",1
"Q9HAU5_IDR_1012_1108",0.201988891543316
"Q9HAU5_IDR_1110_1165",0.200070020933405
"Q9HAU5_IDR_1_135",0.189557146465812
"Q9HAU5_IDR_1203_1272",0.188048142889658
"Q9HAU5_IDR_485_562",0.220335798167809
"Q9HB21_IDR_116_188",0.518273671362618
"Q9HB21_IDR_292_404",0.481726328637382
"Q9HB29_IDR_542_575",1
"Q9HB58_IDR_116_458",1
"Q9HB65_IDR_118_282",1
"Q9HB89_IDR_377_426",1
"Q9HB90_IDR_1_59",1
"Q9HB96_IDR_174_279",1
"Q9HBA0_IDR_1_144",0.596408489710489
"Q9HBA0_IDR_790_871",0.403591510289511
"Q9HBB8_IDR_476_660",0.316746709523996
"Q9HBB8_IDR_702_773",0.339541577104085
"Q9HBB8_IDR_810_845",0.343711713371919
"Q9HBD1_IDR_396_1140",1
"Q9HBE1_IDR_129_412",0.323677063876073
"Q9HBE1_IDR_417_687",0.333568938491633
"Q9HBE1_IDR_73_127",0.342753997632294
"Q9HBG4_IDR_667_711",1
"Q9HBG7_IDR_466_508",0.509213041940612
"Q9HBG7_IDR_512_579",0.490786958059388
"Q9HBM6_IDR_134_251",1
"Q9HBR0_IDR_402_1063",1
"Q9HBT8_IDR_1_36",0.523784627658125
"Q9HBT8_IDR_91_197",0.476215372341875
"Q9HBU1_IDR_1_254",1
"Q9HBU6_IDR_1_83",1
"Q9HBU9_IDR_272_364",1
"Q9HBV2_IDR_253_294",0.498927975277061
"Q9HBV2_IDR_29_72",0.501072024722939
"Q9HBW0_IDR_317_351",1
"Q9HBW1_IDR_1_41",0.485418798294887
"Q9HBW1_IDR_509_546",0.514581201705113
"Q9HBX8_IDR_498_538",0.536467003090761
"Q9HBX8_IDR_907_967",0.463532996909239
"Q9HBZ2_IDR_1_70",0.388974168566899
"Q9HBZ2_IDR_439_659",0.29749649930472
"Q9HBZ2_IDR_661_700",0.313529332128381
"Q9HC07_IDR_1_89",1
"Q9HC10_IDR_1286_1402",0.50282839850422
"Q9HC10_IDR_135_248",0.242576903856405
"Q9HC10_IDR_646_687",0.254594697639375
"Q9HC35_IDR_56_214",0.510016067382534
"Q9HC35_IDR_868_981",0.489983932617466
"Q9HC36_IDR_45_84",1
"Q9HC44_IDR_1_380",0.482748280635287
"Q9HC84_IDR_3673_4118",0.206220634740399
"Q9HC98_IDR_1_36",1
"Q9HCB6_IDR_1_35",1
"Q9HCC6_IDR_1_43",0.533985169788469
"Q9HCC6_IDR_151_215",0.466014830211531
"Q9HCC9_IDR_293_401",0.256845181306338
"Q9HCC9_IDR_404_514",0.241361040355597
"Q9HCC9_IDR_523_707",0.24902923411808
"Q9HCC9_IDR_764_806",0.252764544219985
"Q9HCD5_IDR_1_181",0.357442000138068
"Q9HCD5_IDR_376_438",0.322076842278453
"Q9HCD5_IDR_440_532",0.32048115758348
"Q9HCD6_IDR_101_317",0.224703956297829
"Q9HCD6_IDR_1375_1990",0.23018170138305
"Q9HCD6_IDR_1_96",0.285792947480806
"Q9HCD6_IDR_396_436",0.259321394838315
"Q9HCE0_IDR_1_242",1
"Q9HCE3_IDR_1113_1165",0.209883065215429
"Q9HCE3_IDR_1229_1261",0.149900329752101
"Q9HCE3_IDR_1_63",0.15748428232454
"Q9HCE3_IDR_670_720",0.147370229245332
"Q9HCE3_IDR_68_618",0.148411601583051
"Q9HCE3_IDR_960_1022",0.186950491879547
"Q9HCH5_IDR_22_71",0.428032293226929
"Q9HCH5_IDR_75_611",0.571967706773071
