"","GO0009889_regulation_of_biosynthetic_process"
"Q14693_IDR_105_457",0.410822283693831
"Q14693_IDR_559_621",0.589177716306169
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.491887295713328
"Q14696_IDR_193_234",0.508112704286672
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.535661204154576
"Q14699_IDR_435_578",0.464338795845424
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.632012482312395
"Q14738_IDR_518_574",0.367987517687605
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.500791633900021
"Q14761_IDR_92_188",0.499208366099979
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.44115281581603
"Q14766_IDR_212_328",0.305765009633121
"Q14766_IDR_758_817",0.253082174550849
"Q14767_IDR_233_296",0.435582643061009
"Q14767_IDR_45_165",0.564417356938991
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.367133312330447
"Q14774_IDR_53_173",0.632866687669553
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.114471769070841
"Q14789_IDR_1442_1474",0.143609426772686
"Q14789_IDR_1584_1873",0.125319158385491
"Q14789_IDR_205_718",0.128186786947851
"Q14789_IDR_2763_2798",0.118674762462632
"Q14789_IDR_871_1329",0.119714742590454
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.281942810938925
"Q14865_IDR_243_323",0.288043821987371
"Q14865_IDR_410_1030",0.430013367073705
"Q14872_IDR_1_169",0.37590620399156
"Q14872_IDR_232_558",0.387083846615329
"Q14872_IDR_639_714",0.237009949393111
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.369279568125099
"Q14934_IDR_691_872",0.630720431874901
"Q14938_IDR_188_221",0.289252050451444
"Q14938_IDR_223_406",0.405717014080695
"Q14938_IDR_410_502",0.305030935467861
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.205436326841727
"Q14966_IDR_1_906",0.253474527490436
"Q14966_IDR_1939_1978",0.293459198856047
"Q14966_IDR_939_1024",0.24762994681179
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.570187757993195
"Q14BN4_IDR_292_527",0.228334631819036
"Q14BN4_IDR_537_567",0.244754958572428
"Q14BN4_IDR_679_734",0.273883272853257
"Q14BN4_IDR_797_828",0.25302713675528
"Q14C86_IDR_445_514",0.568704013455811
"Q14C86_IDR_521_1117",0.431295986544189
"Q14C87_IDR_800_911",0.367975056249448
"Q14C87_IDR_944_1069",0.632024943750552
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.506312008635419
"Q14CN4_IDR_455_511",0.493687991364581
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.658357811499993
"Q14CW9_IDR_51_84",0.341642188500007
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.351173231284314
"Q15020_IDR_583_694",0.311658806409084
"Q15020_IDR_879_950",0.337167962306602
"Q15021_IDR_1296_1401",0.294346075269853
"Q15021_IDR_547_611",0.364641943882008
"Q15021_IDR_953_988",0.341011980848139
"Q15022_IDR_1_78",0.439365861863475
"Q15022_IDR_366_423",0.255167733229892
"Q15022_IDR_689_739",0.305466404906633
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.526884186977422
"Q15027_IDR_524_568",0.473115813022578
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.219540166798021
"Q15032_IDR_259_640",0.445177244734971
"Q15032_IDR_761_979",0.335282588467008
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.199510995680279
"Q15059_IDR_417_570",0.200028326972831
"Q15059_IDR_641_726",0.397757319456687
"Q15061_IDR_409_458",0.494804271982651
"Q15061_IDR_600_677",0.505195728017349
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.361820702129316
"Q15111_IDR_1_103",0.328108613395815
"Q15111_IDR_545_575",0.31007068447487
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.36574464854631
"Q15139_IDR_196_252",0.297778522306239
"Q15139_IDR_329_419",0.336476829147452
"Q15147_IDR_456_556",0.481895577330781
"Q15147_IDR_839_1103",0.518104422669219
"Q15291_IDR_408_538",0.515368978592503
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.597462502619429
"Q15303_IDR_990_1150",0.402537497380571
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.455736963746169
"Q15311_IDR_378_655",0.544263036253832
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.533784668167906
"Q15329_IDR_233_311",0.466215331832094
"Q15334_IDR_645_719",0.452622148512096
"Q15334_IDR_955_1064",0.547377851487904
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.33468419486686
"Q15361_IDR_129_499",0.312819119174567
"Q15361_IDR_868_905",0.352496685958572
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.438362370170604
"Q15431_IDR_706_946",0.561637629829396
"Q15434_IDR_1_53",0.589980729806976
"Q15434_IDR_370_407",0.410019270193024
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.209202022168805
"Q15459_IDR_1_37",0.282751573552988
"Q15459_IDR_316_406",0.203025522952658
"Q15459_IDR_532_689",0.305020881325549
"Q15464_IDR_1_187",0.523246737611997
"Q15464_IDR_189_387",0.476753262388003
"Q15465_IDR_1_41",0.477722444197646
"Q15465_IDR_395_427",0.522277555802354
"Q15468_IDR_1074_1270",0.429086868112927
"Q15468_IDR_372_1067",0.570913131887073
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.210447577941641
"Q15596_IDR_376_1433",0.789552422058359
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.495454066851603
"Q155Q3_IDR_460_598",0.504545933148397
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.497184463866481
"Q15633_IDR_230_260",0.502815536133519
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.493591400626517
"Q15642_IDR_472_538",0.506408599373483
"Q15643_IDR_1175_1215",0.104168201662915
"Q15643_IDR_1224_1360",0.108798928959098
"Q15643_IDR_1_422",0.197927674999558
"Q15643_IDR_1814_1950",0.101738465850472
"Q15643_IDR_437_468",0.104196195205776
"Q15643_IDR_590_642",0.120442558191241
"Q15643_IDR_836_899",0.145126726224795
"Q15643_IDR_970_1011",0.117601248906145
"Q15699_IDR_153_225",0.289460083617692
"Q15699_IDR_228_326",0.390215717143707
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.457383051286621
"Q15723_IDR_302_434",0.542616948713379
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.444987656406352
"Q15735_IDR_842_1006",0.555012343593648
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.266321055102246
"Q15742_IDR_1_35",0.273895113567342
"Q15742_IDR_354_525",0.459783831330412
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.199611687241113
"Q15746_IDR_1767_1803",0.223958323814277
"Q15746_IDR_257_333",0.210244344062068
"Q15746_IDR_367_408",0.183587093340275
"Q15746_IDR_920_1094",0.182598551542267
"Q15784_IDR_194_382",0.749593234555918
"Q15788_IDR_1_33",0.283482639559588
"Q15788_IDR_368_1392",0.716517360440412
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.189989535461633
"Q15811_IDR_312_380",0.18492029612798
"Q15811_IDR_660_737",0.291116674905627
"Q15811_IDR_808_910",0.33397349350476
"Q15814_IDR_138_177",0.512910394728744
"Q15814_IDR_1_55",0.487089605271256
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.459340127065735
"Q15842_IDR_361_424",0.540659872934265
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.523012200217372
"Q15849_IDR_443_550",0.476987799782628
"Q15911_IDR_1046_1087",0.0495994954628131
"Q15911_IDR_1107_1958",0.162471290108587
"Q15911_IDR_1961_2643",0.117369512495695
"Q15911_IDR_2690_2728",0.0524067592522182
"Q15911_IDR_2741_2948",0.114753172551401
"Q15911_IDR_2998_3465",0.0856842555531733
"Q15911_IDR_345_949",0.1433913121606
"Q15911_IDR_3468_3703",0.0665786754784661
"Q15911_IDR_951_1039",0.0562616675473318
"Q15915_IDR_1_165",0.561037610179014
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.470231403136925
"Q16322_IDR_469_511",0.529768596863075
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.342311965518524
"Q16352_IDR_413_499",0.657688034481476
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.255006051798354
"Q16512_IDR_345_386",0.247225722656302
"Q16512_IDR_525_608",0.272287590693437
"Q16512_IDR_96_167",0.225480634851907
"Q16513_IDR_109_169",0.344063886198413
"Q16513_IDR_486_516",0.339530691567346
"Q16513_IDR_523_649",0.316405422234242
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.404380868831841
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.607729909865042
"Q16572_IDR_68_118",0.392270090134958
"Q16584_IDR_1_40",0.53191601908404
"Q16584_IDR_414_847",0.46808398091596
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.468877267160759
"Q16587_IDR_96_245",0.531122732839241
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.559824318912488
"Q16665_IDR_412_768",0.535857650173579
"Q16666_IDR_391_574",0.52212261608514
"Q16666_IDR_87_199",0.47787738391486
"Q16670_IDR_133_278",0.364476529007442
"Q16670_IDR_1_74",0.334422699767014
"Q16670_IDR_82_125",0.301100771225544
"Q16671_IDR_126_192",0.434518784766352
"Q16671_IDR_512_573",0.565481215233648
"Q16676_IDR_1_123",0.413522968968272
"Q16676_IDR_211_465",0.586477031031728
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.50030516355771
"Q16720_IDR_295_356",0.49969483644229
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.264396928367264
"Q16760_IDR_1_39",0.441872610169777
"Q16760_IDR_552_714",0.29373046146296
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.521139107594339
"Q16849_IDR_369_466",0.233158221770006
"Q16849_IDR_610_686",0.245702670635655
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.47629989313138
"Q16891_IDR_91_228",0.52370010686862
"Q17R60_IDR_189_227",0.36230038274663
"Q17R60_IDR_31_62",0.328682579632769
"Q17R60_IDR_382_562",0.309017037620601
"Q17R89_IDR_28_66",0.222074919233908
"Q17R89_IDR_460_781",0.557653778952622
"Q17R89_IDR_786_818",0.22027130181347
"Q17R98_IDR_1_898",0.684438917782518
"Q17R98_IDR_901_1015",0.315561082217482
"Q17RB8_IDR_1_43",0.476892719460264
"Q17RB8_IDR_335_461",0.523107280539736
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.511015639402228
"Q1KMD3_IDR_635_665",0.488984360597772
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.339855729598324
"Q1X8D7_IDR_545_581",0.318569971211834
"Q1X8D7_IDR_698_754",0.341574299189843
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.35940622210789
"Q24JP5_IDR_901_983",0.64059377789211
"Q27J81_IDR_346_523",0.466893100330919
"Q27J81_IDR_933_1244",0.533106899669081
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.327337444081386
"Q2I0M5_IDR_152_189",0.337102116818524
"Q2LD37_IDR_1779_1814",0.0521310084052032
"Q2LD37_IDR_1915_1993",0.0583570795295495
"Q2LD37_IDR_2161_2427",0.0715402303122024
"Q2LD37_IDR_2596_2696",0.0519033974468264
"Q2LD37_IDR_2725_2769",0.0496279827728439
"Q2LD37_IDR_2929_2963",0.0529488441108444
"Q2LD37_IDR_3482_3548",0.0508835007670452
"Q2LD37_IDR_3563_3787",0.0514627656979762
"Q2LD37_IDR_3816_3865",0.0554728302538828
"Q2LD37_IDR_3893_3956",0.0514179926978882
"Q2LD37_IDR_3998_4030",0.0515552711103362
"Q2LD37_IDR_4094_4145",0.0649803624138616
"Q2LD37_IDR_4288_4396",0.0681954892909564
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.468288697505035
"Q2M1P5_IDR_345_1039",0.531711302494965
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.439503209844454
"Q2M3C7_IDR_1139_1293",0.114806440643307
"Q2M3C7_IDR_1327_1603",0.15654537973023
"Q2M3C7_IDR_456_674",0.142758544816002
"Q2M3C7_IDR_677_717",0.138948701010193
"Q2M3C7_IDR_723_1136",0.121647836051555
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.548950417507706
"Q2MJR0_IDR_243_292",0.451049582492294
"Q2MKA7_IDR_1_31",0.327420035542118
"Q2MKA7_IDR_146_177",0.332800731566942
"Q2MKA7_IDR_207_263",0.339779232890939
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.312134819681816
"Q2NKQ1_IDR_473_531",0.356798762960468
"Q2NKQ1_IDR_671_923",0.331066417357716
"Q2PPJ7_IDR_1486_1523",0.280689314910535
"Q2Q1W2_IDR_122_192",0.671910857466762
"Q2Q1W2_IDR_21_53",0.328089142533238
"Q2QGD7_IDR_1_78",0.26280513494775
"Q2QGD7_IDR_460_537",0.211353051335771
"Q2QGD7_IDR_595_710",0.20663880219436
"Q2QGD7_IDR_713_751",0.172166550371404
"Q2QGD7_IDR_82_174",0.147036461150716
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.50793531176324
"Q2T9K0_IDR_443_475",0.49206468823676
"Q2T9L4_IDR_200_293",0.446887388993012
"Q2T9L4_IDR_58_196",0.553112611006988
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.555090964322311
"Q2TAC6_IDR_642_998",0.444909035677689
"Q2TAK8_IDR_102_405",0.502087161550012
"Q2TAK8_IDR_527_563",0.497912838449988
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.450320387662485
"Q2TAL8_IDR_194_241",0.229964737254655
"Q2TBE0_IDR_509_542",0.392178026092742
"Q2UY09_IDR_1002_1069",0.42891382111288
"Q2UY09_IDR_204_782",0.57108617888712
"Q2V2M9_IDR_1265_1364",0.50910561988523
"Q2V2M9_IDR_325_784",0.49089438011477
"Q2VIQ3_IDR_438_557",0.251914865765137
"Q2VIQ3_IDR_564_602",0.232420889974171
"Q2VIQ3_IDR_604_817",0.245134835525292
"Q2VIQ3_IDR_893_1234",0.2705294087354
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.349089137659833
"Q2VWP7_IDR_1089_1150",0.348555845928046
"Q2VWP7_IDR_974_1029",0.302355016412121
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.447010934545293
"Q2VYF4_IDR_40_119",0.552989065454707
"Q2WGJ9_IDR_1094_1134",0.211540008437285
"Q2WGJ9_IDR_1161_1270",0.185139241244834
"Q2WGJ9_IDR_1_77",0.196021772642337
"Q2WGJ9_IDR_417_457",0.196568383942517
"Q2WGJ9_IDR_516_550",0.210730593733027
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.274810256270414
"Q32P44_IDR_47_210",0.489840527872681
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.31661026950742
"Q33E94_IDR_486_599",0.380744223890098
"Q33E94_IDR_638_671",0.302645506602482
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.245702554972355
"Q3B7T1_IDR_213_299",0.248255168957782
"Q3B7T1_IDR_517_584",0.230878933121055
"Q3B7T1_IDR_620_672",0.275163342948808
"Q3B7T3_IDR_1_45",0.458811350793942
"Q3B7T3_IDR_58_259",0.541188649206058
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.501003670659637
"Q3C1V8_IDR_67_128",0.498996329340363
"Q3L8U1_IDR_1715_1770",0.144106011355302
"Q3L8U1_IDR_2003_2897",0.272128623417422
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.51990997085678
"Q3MII6_IDR_454_604",0.48009002914322
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.56444091275989
"Q3MJ13_IDR_700_785",0.43555908724011
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.418566013929344
"Q3SY00_IDR_492_556",0.581433986070656
"Q3V6T2_IDR_1209_1871",0.307640917866612
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.286365196176801
"Q3YBR2_IDR_355_411",0.390624113460033
"Q3YBR2_IDR_83_166",0.323010690363166
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.575653189362685
"Q3ZCQ8_IDR_321_353",0.424346810637315
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.498588252053109
"Q3ZCX4_IDR_93_157",0.501411747946891
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.469498994256974
"Q401N2_IDR_377_412",0.530501005743026
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.490252807681311
"Q460N5_IDR_98_140",0.509747192318689
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.441383089605392
"Q496Y0_IDR_1_65",0.275319135818364
"Q496Y0_IDR_361_454",0.283297774576243
"Q499Z3_IDR_140_198",0.506977463403921
"Q499Z3_IDR_1_42",0.493022536596079
"Q499Z4_IDR_1_256",0.638447364582024
"Q499Z4_IDR_258_310",0.361552635417976
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.409538885952735
"Q49A92_IDR_133_489",0.590461114047265
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.541465041691931
"Q4G0M1_IDR_89_189",0.458534958308069
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.151211929140683
"Q4G0P3_IDR_2102_2188",0.164043727560024
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.154126025520448
"Q4G0P3_IDR_2485_2561",0.246893920588262
"Q4G0P3_IDR_2649_2734",0.135135001333487
"Q4G0P3_IDR_3215_3252",0.148589395857096
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.35677395408969
"Q4LE39_IDR_268_303",0.329274193453409
"Q4LE39_IDR_405_1306",0.399673923632272
"Q4LEZ3_IDR_111_155",0.500727944421211
"Q4LEZ3_IDR_1_53",0.499272055578789
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.513520991482589
"Q4V328_IDR_517_792",0.486479008517411
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.492032697822558
"Q4VC44_IDR_73_108",0.507967302177442
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.296865610414052
"Q4ZG55_IDR_279_342",0.260108427740934
"Q4ZG55_IDR_44_74",0.21931139493292
"Q4ZG55_IDR_625_655",0.223714566912094
"Q4ZHG4_IDR_1_36",0.287801794513259
"Q4ZHG4_IDR_1532_1587",0.290544348821363
"Q4ZHG4_IDR_372_1527",0.421653856665378
"Q4ZIN3_IDR_1_34",0.538400308737408
"Q4ZIN3_IDR_467_620",0.461599691262592
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.257109662267381
"Q502W6_IDR_1191_1294",0.247593713326353
"Q502W6_IDR_1_31",0.229603481155917
"Q502W6_IDR_711_805",0.265693143250349
"Q502W7_IDR_1_219",0.328106332190333
"Q502W7_IDR_228_335",0.204149171628918
"Q502W7_IDR_353_395",0.247022583546178
"Q502W7_IDR_502_554",0.22072191263457
"Q504T8_IDR_103_313",0.491699451813799
"Q52WX2_IDR_1_39",0.472978844622422
"Q52WX2_IDR_320_410",0.527021155377578
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.339175346959718
"Q53EQ6_IDR_189_220",0.36860954574386
"Q53EQ6_IDR_538_583",0.292215107296422
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.331407065801919
"Q53EZ4_IDR_247_302",0.33751324336528
"Q53EZ4_IDR_384_432",0.331079690832801
"Q53F19_IDR_1_74",0.295313525784762
"Q53F19_IDR_183_256",0.229652618978981
"Q53F19_IDR_282_574",0.475033855236257
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.573825959197271
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.529989994200232
"Q53LP3_IDR_85_261",0.470010005799768
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.528750693585881
"Q53QZ3_IDR_194_248",0.471249306414119
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.633067712657396
"Q53SZ7_IDR_314_412",0.366932287342604
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.324150485207002
"Q53TS8_IDR_250_345",0.346504703975667
"Q53TS8_IDR_354_587",0.329344810817331
"Q562E7_IDR_1017_1219",0.198385588111701
"Q562E7_IDR_1522_1555",0.235539581134505
"Q562E7_IDR_607_715",0.232654433722958
"Q587J7_IDR_1096_1166",0.489980073082252
"Q587J7_IDR_214_381",0.510019926917748
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.293340475403586
"Q58A45_IDR_278_390",0.300936774636418
"Q58A45_IDR_72_274",0.405722749959996
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.405429383269008
"Q58EX7_IDR_33_177",0.291972746753112
"Q58EX7_IDR_631_730",0.30259786997788
"Q58F21_IDR_136_267",0.263139383137177
"Q58F21_IDR_379_521",0.320559246373123
"Q58F21_IDR_578_917",0.4163013704897
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0501601887699449
"Q5CZC0_IDR_2938_2968",0.0550043953244902
"Q5CZC0_IDR_3135_3189",0.0548845705889378
"Q5CZC0_IDR_3193_3263",0.0564278913503137
"Q5CZC0_IDR_3626_3656",0.0551864551262961
"Q5CZC0_IDR_3871_3956",0.0517442587798122
"Q5CZC0_IDR_5399_5673",0.0651934829010604
"Q5CZC0_IDR_5692_5777",0.0579219797741274
"Q5CZC0_IDR_5850_5904",0.0578237073278793
"Q5CZC0_IDR_6548_6794",0.0540507354843549
"Q5CZC0_IDR_6796_6835",0.0510595264126915
"Q5CZC0_IDR_6849_6907",0.0569817150628241
"Q5D1E8_IDR_1_45",0.218231363267736
"Q5D1E8_IDR_296_435",0.286699443888053
"Q5D1E8_IDR_512_542",0.282684032432182
"Q5D1E8_IDR_91_131",0.21238516041203
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.386901336029681
"Q5GH73_IDR_197_229",0.331997027888771
"Q5GH73_IDR_515_558",0.281101636081549
"Q5GH76_IDR_1_104",0.33181001750086
"Q5GH76_IDR_175_245",0.361350437937217
"Q5GH76_IDR_521_565",0.306839544561923
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.397956738848389
"Q5HYW2_IDR_251_1225",0.271127458219814
"Q5HYW2_IDR_60_249",0.330915802931796
