"","GO0051656_establishment_of_organelle_localization"
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.348523019685482
"Q6NW34_IDR_386_419",0.312832829827119
"Q6NW34_IDR_431_536",0.338644150487399
"Q6NW40_IDR_118_155",0.488976615563821
"Q6NWY9_IDR_178_269",0.332205818183932
"Q6NWY9_IDR_1_94",0.309169604514491
"Q6NWY9_IDR_688_871",0.358624577301577
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.502885591009242
"Q9H714_IDR_223_335",0.497114408990758
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.489556703961927
"Q9H756_IDR_304_341",0.510443296038073
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.443673301313985
"Q9H792_IDR_1407_1453",0.556326698686015
"Q9H799_IDR_1485_1531",0.334151265880807
"Q9H799_IDR_1625_1745",0.311551689168183
"Q9H799_IDR_1798_3169",0.35429704495101
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.475747178594137
"Q9H7C4_IDR_62_166",0.524252821405863
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.463989049725573
"Q9H7E2_IDR_76_549",0.536010950274427
"Q9H7E9_IDR_1_104",0.496893412399424
"Q9H7E9_IDR_166_222",0.503106587600576
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.466354509035273
"Q9H7L9_IDR_1_80",0.533645490964727
"Q9H7U1_IDR_687_834",0.479824468388094
"Q9H7V2_IDR_1_89",0.479769649089768
"Q9H7V2_IDR_96_175",0.520230350910232
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.444904745597744
"Q9H7Z3_IDR_28_146",0.555095254402256
"Q9H7Z6_IDR_111_165",0.523662466580205
"Q9H7Z6_IDR_1_51",0.476337533419795
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.528413757049962
"Q9H814_IDR_312_394",0.471586242950038
"Q9H816_IDR_321_352",0.330804425089585
"Q9H816_IDR_356_401",0.343690556384986
"Q9H816_IDR_439_490",0.325505018525429
"Q9H819_IDR_195_247",0.516578125449466
"Q9H819_IDR_22_63",0.483421874550534
"Q9H8L6_IDR_250_287",0.199684396141752
"Q9H8L6_IDR_296_393",0.220720203757492
"Q9H8L6_IDR_651_695",0.185778726285271
"Q9H8L6_IDR_760_809",0.205554498553643
"Q9H8M2_IDR_245_310",0.326903514236941
"Q9H8M2_IDR_38_137",0.342749157878897
"Q9H8M2_IDR_451_575",0.330347327884162
"Q9H8M5_IDR_736_783",0.342832041934195
"Q9H8M5_IDR_822_875",0.332086603525702
"Q9H8M5_IDR_9_69",0.325081354540103
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.499871612247357
"Q9H8N7_IDR_306_485",0.500128387752643
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.550893135661096
"Q9H8V3_IDR_832_914",0.449106864338904
"Q9H8W3_IDR_1_124",0.540348215941789
"Q9H8W3_IDR_184_233",0.459651784058211
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.488426145563947
"Q9H9A5_IDR_711_744",0.511573854436053
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.292366431586284
"Q9H9B1_IDR_1_513",0.410960271589244
"Q9H9B1_IDR_653_705",0.296673296824473
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.512351276186241
"Q9H9L4_IDR_347_492",0.487648723813759
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.521736399486596
"Q9HAP2_IDR_234_731",0.478263600513404
"Q9HAQ2_IDR_437_576",0.527714246541801
"Q9HAQ2_IDR_718_790",0.472285753458199
"Q9HAS0_IDR_1_33",1
"Q9HAS3_IDR_1_82",1
"Q9HAT1_IDR_254_461",1
"Q9HAU0_IDR_106_163",0.285108039370752
"Q9HAU0_IDR_271_728",0.387312979388719
"Q9HAU0_IDR_730_1114",0.327578981240529
"Q9HAU4_IDR_138_250",1
"Q9HAU5_IDR_1012_1108",0.182225116367102
"Q9HAU5_IDR_1110_1165",0.176078317605606
"Q9HAU5_IDR_1_135",0.227297729987148
"Q9HAU5_IDR_1203_1272",0.179717823691358
"Q9HAU5_IDR_485_562",0.234681012348785
"Q9HB21_IDR_116_188",0.508395287824697
"Q9HB21_IDR_292_404",0.491604712175303
"Q9HB29_IDR_542_575",1
"Q9HB58_IDR_116_458",1
"Q9HB65_IDR_118_282",1
"Q9HB89_IDR_377_426",1
"Q9HB90_IDR_1_59",1
"Q9HB96_IDR_174_279",1
"Q9HBA0_IDR_1_144",0.500943038910762
"Q9HBA0_IDR_790_871",0.499056961089238
"Q9HBB8_IDR_476_660",0.299732443560187
"Q9HBB8_IDR_702_773",0.341229334789782
"Q9HBB8_IDR_810_845",0.35903822165003
"Q9HBD1_IDR_396_1140",1
"Q9HBE1_IDR_129_412",0.312256013067622
"Q9HBE1_IDR_417_687",0.313720443815103
"Q9HBE1_IDR_73_127",0.374023543117275
"Q9HBG4_IDR_667_711",1
"Q9HBG7_IDR_466_508",0.462936571381132
"Q9HBG7_IDR_512_579",0.537063428618868
"Q9HBM6_IDR_134_251",1
"Q9HBR0_IDR_402_1063",1
"Q9HBT8_IDR_1_36",0.496916824766997
"Q9HBT8_IDR_91_197",0.503083175233003
"Q9HBU1_IDR_1_254",1
"Q9HBU6_IDR_1_83",1
"Q9HBU9_IDR_272_364",1
"Q9HBV2_IDR_253_294",0.476085900931778
"Q9HBV2_IDR_29_72",0.523914099068222
"Q9HBW0_IDR_317_351",1
"Q9HBW1_IDR_1_41",0.49473416960202
"Q9HBW1_IDR_509_546",0.50526583039798
"Q9HBX8_IDR_498_538",0.552391700764983
"Q9HBX8_IDR_907_967",0.447608299235017
"Q9HBZ2_IDR_1_70",0.335464853533742
"Q9HBZ2_IDR_439_659",0.320857100602069
"Q9HBZ2_IDR_661_700",0.343678045864189
"Q9HC07_IDR_1_89",1
"Q9HC10_IDR_1286_1402",0.36839422906457
"Q9HC10_IDR_135_248",0.305535445298324
"Q9HC10_IDR_646_687",0.326070325637106
"Q9HC35_IDR_56_214",0.500543860650265
"Q9HC35_IDR_868_981",0.499456139349735
"Q9HC36_IDR_45_84",1
"Q9HC44_IDR_1_380",0.4902482569807
"Q9HC84_IDR_3673_4118",0.199691270039204
"Q9HC98_IDR_1_36",1
"Q9HCB6_IDR_1_35",1
"Q9HCC6_IDR_1_43",0.53004967219634
"Q9HCC6_IDR_151_215",0.46995032780366
"Q9HCC9_IDR_293_401",0.265754898532605
"Q9HCC9_IDR_404_514",0.244276886532518
"Q9HCC9_IDR_523_707",0.22941910724557
"Q9HCC9_IDR_764_806",0.260549107689308
"Q9HCD5_IDR_1_181",0.383013120527562
"Q9HCD5_IDR_376_438",0.318832621994612
"Q9HCD5_IDR_440_532",0.298154257477826
"Q9HCD6_IDR_101_317",0.254635608214207
"Q9HCD6_IDR_1375_1990",0.246672951131092
"Q9HCD6_IDR_1_96",0.254550068579752
"Q9HCD6_IDR_396_436",0.244141372074949
"Q9HCE0_IDR_1_242",1
"Q9HCE3_IDR_1113_1165",0.184311073854862
"Q9HCE3_IDR_1229_1261",0.172418652177652
"Q9HCE3_IDR_1_63",0.169570176172644
"Q9HCE3_IDR_670_720",0.152246696696085
"Q9HCE3_IDR_68_618",0.158136204076845
"Q9HCE3_IDR_960_1022",0.163317197021913
"Q9HCH5_IDR_22_71",0.42227329382925
"Q9HCH5_IDR_75_611",0.57772670617075
"Q9HCI5_IDR_1_488",1
"Q9HCI6_IDR_1_130",1
"Q9HCI7_IDR_137_471",0.467522019071808
"Q9HCI7_IDR_503_545",0.532477980928192
"Q9HCJ0_IDR_1_1395",0.316360983139158
"Q9HCJ0_IDR_1397_1493",0.346886687281329
"Q9HCJ0_IDR_1600_1632",0.336752329579513
"Q9HCJ1_IDR_455_492",1
"Q9HCJ2_IDR_570_616",1
"Q9HCJ3_IDR_1_48",0.477957199556598
"Q9HCJ3_IDR_360_667",0.522042800443402
"Q9HCM2_IDR_1_33",1
"Q9HCM3_IDR_1373_1487",0.23341354595303
"Q9HCM3_IDR_1493_1821",0.244200606350738
"Q9HCM3_IDR_1883_1919",0.225666691129176
"Q9HCM3_IDR_1_949",0.296719156567056
"Q9HCM4_IDR_1_38",0.488501597221033
"Q9HCM4_IDR_349_660",0.511498402778967
"Q9HCM7_IDR_1_1045",1
"Q9HCN3_IDR_1_33",1
"Q9HCN4_IDR_283_374",1
"Q9HCN6_IDR_295_339",1
"Q9HCP0_IDR_1_36",0.518982584716735
"Q9HCP0_IDR_334_422",0.481017415283265
"Q9HCR9_IDR_43_184",1
"Q9HCS4_IDR_1_588",1
"Q9HCS5_IDR_299_686",1
"Q9HCS7_IDR_743_838",1
"Q9HCT0_IDR_1_32",1
"Q9HD90_IDR_148_298",0.43712559231385
"Q9HD90_IDR_1_99",0.56287440768615
"Q9HDC5_IDR_372_404",0.459001214532959
"Q9HDC5_IDR_414_635",0.540998785467041
"Q9HDC9_IDR_1_60",1
"Q9NNX1_IDR_37_75",0.467607281518135
"Q9NNX1_IDR_87_173",0.532392718481865
"Q9NNX6_IDR_1_38",1
"Q9NNX9_IDR_1_186",1
"Q9NNZ3_IDR_133_176",0.330263119966022
"Q9NNZ3_IDR_200_241",0.344669349274941
"Q9NNZ3_IDR_98_131",0.325067530759038
"Q9NP08_IDR_26_207",1
"Q9NP31_IDR_1_67",0.50899698012371
"Q9NP31_IDR_189_381",0.49100301987629
"Q9NP50_IDR_82_155",1
"Q9NP56_IDR_1_91",0.520516588398176
"Q9NP56_IDR_418_450",0.479483411601824
"Q9NP59_IDR_237_282",1
"Q9NP61_IDR_129_420",1
"Q9NP98_IDR_1_176",1
"Q9NP99_IDR_138_234",1
"Q9NPA0_IDR_1_38",0.478682928258659
"Q9NPA0_IDR_177_242",0.521317071741341
"Q9NPA1_IDR_28_84",1
"Q9NPA3_IDR_104_140",0.511382402106078
"Q9NPA3_IDR_27_85",0.488617597893922
"Q9NPB0_IDR_1_117",1
"Q9NPB1_IDR_1_33",1
"Q9NPB3_IDR_1_50",1
"Q9NPB6_IDR_251_346",1
"Q9NPB8_IDR_626_672",1
"Q9NPC1_IDR_311_358",1
"Q9NPC2_IDR_252_301",0.502373303034241
"Q9NPC2_IDR_304_374",0.497626696965759
"Q9NPC3_IDR_167_277",1
"Q9NPC6_IDR_1_143",1
"Q9NPC7_IDR_109_301",1
"Q9NPC8_IDR_160_291",1
"Q9NPD5_IDR_130_165",0.297559386171127
"Q9NPI6_IDR_132_538",1
"Q9NPI7_IDR_1_259",1
"Q9NPI9_IDR_1_32",0.495169385885884
"Q9NPI9_IDR_350_418",0.504830614114116
"Q9NPJ4_IDR_1_92",1
"Q9NPJ6_IDR_159_270",1
"Q9NPL8_IDR_1_40",0.451521787337634
"Q9NPL8_IDR_247_285",0.548478212662366
"Q9NPQ8_IDR_427_472",1
"Q9NPR2_IDR_677_797",1
"Q9NPR9_IDR_147_181",0.50139599246803
"Q9NPR9_IDR_513_543",0.49860400753197
"Q9NPU4_IDR_1_54",1
"Q9NPY3_IDR_470_623",1
"Q9NPZ5_IDR_1_76",1
"Q9NQ03_IDR_11_156",1
"Q9NQ11_IDR_116_156",1
"Q9NQ25_IDR_251_299",1
"Q9NQ29_IDR_232_371",1
"Q9NQ31_IDR_41_77",0.529018043698369
"Q9NQ75_IDR_594_667",0.528696673946489
"Q9NQ76_IDR_1_525",1
"Q9NQ84_IDR_308_364",0.518296420182624
"Q9NQ84_IDR_396_439",0.481703579817376
"Q9NQ86_IDR_66_106",1
"Q9NQ87_IDR_1_55",0.534102204333965
"Q9NQ87_IDR_188_311",0.465897795666035
"Q9NQ90_IDR_111_144",0.333287033508679
"Q9NQ90_IDR_1_86",0.330811618100531
"Q9NQ90_IDR_960_1003",0.33590134839079
"Q9NQ92_IDR_1_93",1
"Q9NQB0_IDR_1_619",1
"Q9NQC1_IDR_1_45",0.462633423323947
"Q9NQC1_IDR_520_790",0.537366576676053
"Q9NQC3_IDR_1_994",1
"Q9NQC7_IDR_324_357",0.50642728665909
"Q9NQC7_IDR_380_465",0.49357271334091
"Q9NQC8_IDR_1_62",1
"Q9NQE7_IDR_1_53",1
"Q9NQE9_IDR_1_43",1
"Q9NQS5_IDR_211_312",1
"Q9NQS7_IDR_40_844",1
"Q9NQT8_IDR_1372_1693",0.236482024024983
"Q9NQT8_IDR_1770_1826",0.250152053677574
"Q9NQT8_IDR_546_596",0.244212994508159
"Q9NQT8_IDR_628_658",0.269152927789284
"Q9NQU5_IDR_48_95",0.523317191527832
"Q9NQU5_IDR_97_382",0.476682808472168
"Q9NQV5_IDR_1_100",0.452446208457468
"Q9NQV5_IDR_271_438",0.547553791542532
"Q9NQV7_IDR_364_472",0.482107944151106
"Q9NQV7_IDR_75_202",0.517892055848894
"Q9NQV8_IDR_142_172",0.501183198455376
"Q9NQV8_IDR_180_581",0.498816801544624
"Q9NQW1_IDR_502_546",0.352624834839135
"Q9NQW1_IDR_787_905",0.324855775490831
"Q9NQW1_IDR_914_1070",0.322519389670034
"Q9NQW5_IDR_369_492",0.448450510297085
"Q9NQW5_IDR_71_198",0.551549489702915
"Q9NQW6_IDR_1_716",0.50896782651954
"Q9NR00_IDR_1_31",1
"Q9NR12_IDR_59_278",1
"Q9NR20_IDR_1_32",0.491505129335966
"Q9NR20_IDR_404_520",0.508494870664034
"Q9NR22_IDR_1_71",1
"Q9NR30_IDR_1_184",0.598808234426299
"Q9NR30_IDR_716_783",0.401191765573701
"Q9NR33_IDR_1_37",1
"Q9NR34_IDR_1_168",1
"Q9NR46_IDR_165_210",0.511759853272538
"Q9NR46_IDR_277_336",0.488240146727462
"Q9NR48_IDR_1_1321",0.229483984789956
"Q9NR48_IDR_1325_2025",0.227406480755322
"Q9NR48_IDR_2287_2437",0.28868486563124
"Q9NR48_IDR_2835_2914",0.254424668823482
"Q9NR55_IDR_1_53",1
"Q9NR56_IDR_344_388",1
"Q9NR61_IDR_617_652",1
"Q9NR63_IDR_1_42",1
"Q9NR64_IDR_23_187",1
"Q9NRJ4_IDR_1274_1456",0.384835856367584
"Q9NRJ4_IDR_629_1070",0.308787768089314
"Q9NRK6_IDR_1_153",1
"Q9NRL2_IDR_1014_1073",0.151953736004789
"Q9NRL2_IDR_1197_1431",0.190071182453769
"Q9NRL2_IDR_144_182",0.148332437366116
"Q9NRL2_IDR_271_351",0.172536180959437
"Q9NRL2_IDR_667_774",0.186310014987901
"Q9NRL2_IDR_834_877",0.150796448227988
"Q9NRL3_IDR_1_62",0.425493141564182
"Q9NRL3_IDR_85_421",0.574506858435818
"Q9NRM0_IDR_1_49",1
"Q9NRM1_IDR_1_32",0.515912897696691
"Q9NRM1_IDR_35_1133",0.484087102303309
"Q9NRM2_IDR_1_32",0.462752306497838
"Q9NRM2_IDR_414_450",0.537247693502162
"Q9NRM7_IDR_1_135",0.522730576700938
"Q9NRM7_IDR_138_631",0.477269423299062
"Q9NRN5_IDR_100_131",1
"Q9NRP7_IDR_264_418",1
"Q9NRZ9_IDR_1_170",1
"Q9NS00_IDR_1_76",1
"Q9NS15_IDR_1_57",0.474373345011529
"Q9NS15_IDR_477_539",0.525626654988471
"Q9NS18_IDR_17_53",1
"Q9NS23_IDR_1_48",1
"Q9NS37_IDR_1_218",0.493240086923334
"Q9NS37_IDR_293_323",0.506759913076666
"Q9NS39_IDR_1_112",0.510250218500127
"Q9NS39_IDR_198_275",0.489749781499873
"Q9NS40_IDR_135_372",0.491975229914246
"Q9NS40_IDR_869_1196",0.508024770085754
"Q9NS56_IDR_1_100",0.249714414476798
"Q9NS56_IDR_395_478",0.234675826684267
"Q9NS56_IDR_500_906",0.25265306286806
"Q9NS56_IDR_912_1045",0.262956695970875
"Q9NSA2_IDR_417_647",1
"Q9NSA3_IDR_50_81",1
"Q9NSB2_IDR_504_600",1
"Q9NSB8_IDR_113_192",1
"Q9NSC2_IDR_1165_1232",0.255092312427817
"Q9NSC2_IDR_1266_1324",0.267562836508267
"Q9NSC2_IDR_1_71",0.241360590111708
"Q9NSC2_IDR_75_1163",0.235984260952208
"Q9NSC5_IDR_117_285",1
"Q9NSC7_IDR_1_258",1
"Q9NSD4_IDR_1_236",1
"Q9NSD5_IDR_1_31",1
"Q9NSD7_IDR_410_442",1
"Q9NSE2_IDR_6_59",1
"Q9NSE4_IDR_1_59",1
"Q9NSI2_IDR_1_184",1
"Q9NSI5_IDR_310_407",1
"Q9NSI6_IDR_1277_1313",0.337139169302307
"Q9NSI6_IDR_1426_2320",0.322782558421196
"Q9NSI6_IDR_609_935",0.340078272276498
"Q9NTG1_IDR_1452_1571",0.551202134238994
"Q9NTG7_IDR_1_121",1
"Q9NTI2_IDR_1120_1154",0.513443389350412
"Q9NTI2_IDR_1_52",0.486556610649588
"Q9NTI5_IDR_1121_1447",1
"Q9NTI7_IDR_1_169",0.473909750389412
"Q9NTI7_IDR_174_286",0.526090249610588
"Q9NTJ3_IDR_1_78",1
"Q9NTK1_IDR_110_212",0.494132925376276
"Q9NTK1_IDR_1_107",0.505867074623724
"Q9NTN3_IDR_1_35",1
"Q9NTN9_IDR_702_784",1
"Q9NTQ9_IDR_219_266",1
"Q9NTU4_IDR_1_130",1
"Q9NTW7_IDR_1_145",1
"Q9NTX7_IDR_1_33",0.47196710744128
"Q9NTX7_IDR_187_353",0.52803289255872
"Q9NTX9_IDR_1_184",0.514515336014806
"Q9NTX9_IDR_196_383",0.485484663985194
"Q9NUJ3_IDR_1_56",1
"Q9NUL3_IDR_376_430",0.343842108745698
"Q9NUL3_IDR_441_494",0.314885440631202
"Q9NUL3_IDR_518_570",0.341272450623101
"Q9NUL5_IDR_189_291",1
"Q9NUM3_IDR_268_307",0.477938309131051
"Q9NUM3_IDR_68_104",0.522061690868948
"Q9NUM4_IDR_1_44",1
"Q9NUP1_IDR_1_56",1
"Q9NUP7_IDR_289_319",0.488311961717754
"Q9NUP7_IDR_376_413",0.511688038282246
"Q9NUQ3_IDR_1_152",0.523858374645739
"Q9NUQ3_IDR_455_528",0.476141625354261
"Q9NUQ6_IDR_244_346",0.363627439423557
"Q9NUQ6_IDR_352_545",0.300107532316989
"Q9NUQ6_IDR_60_235",0.336265028259454
"Q9NUQ8_IDR_95_173",1
"Q9NUR3_IDR_1_139",1
"Q9NUU7_IDR_1_57",1
"Q9NUV7_IDR_1_53",1
"Q9NVC3_IDR_1_49",1
"Q9NVC6_IDR_50_86",1
"Q9NVD7_IDR_1_50",1
"Q9NVE4_IDR_270_307",1
"Q9NVE5_IDR_1179_1222",0.527297656370586
"Q9NVE5_IDR_1_33",0.472702343629414
"Q9NVF7_IDR_1_61",0.466944417469654
"Q9NVF7_IDR_315_368",0.533055582530346
"Q9NVF9_IDR_1_48",1
"Q9NVH0_IDR_297_344",0.524848697917146
"Q9NVH0_IDR_31_66",0.475151302082854
"Q9NVH6_IDR_1_42",1
"Q9NVI7_IDR_1_66",0.516050540455095
"Q9NVI7_IDR_70_133",0.483949459544905
"Q9NVL8_IDR_1_296",1
"Q9NVM1_IDR_1_113",1
"Q9NVM6_IDR_103_169",1
"Q9NVM9_IDR_567_648",1
"Q9NVN3_IDR_460_520",1
"Q9NVN8_IDR_1_85",0.507412060544445
"Q9NW07_IDR_1_568",1
"Q9NW13_IDR_196_332",0.511347062966328
"Q9NW13_IDR_591_726",0.488652937033672
"Q9NW64_IDR_171_220",0.512705018556159
"Q9NW64_IDR_306_401",0.487294981443841
"Q9NW68_IDR_211_424",1
"Q9NW75_IDR_1_31",0.509730656204115
"Q9NW75_IDR_38_528",0.490269343795885
"Q9NW82_IDR_1_166",0.542195426070594
"Q9NW82_IDR_541_580",0.457804573929406
"Q9NW97_IDR_34_253",1
"Q9NWA0_IDR_1_61",1
"Q9NWB1_IDR_1_125",1
"Q9NWB6_IDR_1_117",1
"Q9NWB7_IDR_1_33",0.29677054282191
"Q9NWB7_IDR_164_238",0.415186109523732
"Q9NWB7_IDR_396_429",0.288043347654358
"Q9NWD8_IDR_73_103",1
"Q9NWD9_IDR_1_60",1
"Q9NWF4_IDR_221_272",1
"Q9NWT8_IDR_106_138",0.520581812527214
"Q9NWU1_IDR_1_37",1
"Q9NWV8_IDR_1_78",1
"Q9NWW0_IDR_1_67",1
"Q9NWW5_IDR_1_40",1
"Q9NWW7_IDR_285_350",1
"Q9NWY4_IDR_1_32",1
"Q9NWZ3_IDR_103_162",1
"Q9NWZ5_IDR_1_74",1
"Q9NWZ8_IDR_151_197",0.529820575536473
"Q9NWZ8_IDR_60_138",0.470179424463527
"Q9NX00_IDR_1_53",1
"Q9NX09_IDR_1_82",1
"Q9NX14_IDR_1_72",1
"Q9NX18_IDR_1_49",1
"Q9NX31_IDR_1_260",1
"Q9NX40_IDR_108_242",1
"Q9NX45_IDR_142_209",0.520327860318133
"Q9NX45_IDR_260_367",0.479672139681867
"Q9NX52_IDR_1_41",1
"Q9NX95_IDR_510_596",0.24409163499701
"Q9NXB9_IDR_260_296",1
"Q9NXD2_IDR_587_626",1
"Q9NXE8_IDR_1_71",0.443181252013152
"Q9NXE8_IDR_77_425",0.556818747986848
"Q9NXF8_IDR_1_34",1
"Q9NXG2_IDR_1_36",0.455197996256098
"Q9NXG2_IDR_270_353",0.544802003743902
"Q9NXG6_IDR_1_108",1
"Q9NXH3_IDR_1_55",1
"Q9NXH8_IDR_1_72",1
"Q9NXH9_IDR_104_147",0.271048342542648
"Q9NXH9_IDR_15_51",0.232806571587555
"Q9NXH9_IDR_557_613",0.251263255659533
"Q9NXH9_IDR_624_659",0.244881830210264
"Q9NXI6_IDR_111_206",0.494896252303018
"Q9NXI6_IDR_1_36",0.505103747696982
"Q9NXJ0_IDR_1_77",1
"Q9NXL2_IDR_1_88",0.54919474183982
"Q9NXL2_IDR_645_709",0.45080525816018
"Q9NXL6_IDR_1_42",0.472763872951574
"Q9NXL6_IDR_361_416",0.527236127048426
"Q9NXL9_IDR_653_1114",1
"Q9NXN4_IDR_231_317",1
"Q9NXR1_IDR_67_335",1
"Q9NXR5_IDR_265_373",1
"Q9NXR8_IDR_108_352",1
"Q9NXS2_IDR_1_36",1
"Q9NXT0_IDR_1_149",1
"Q9NY26_IDR_136_174",1
"Q9NY28_IDR_1_57",0.445504584711415
"Q9NY28_IDR_62_116",0.554495415288584
"Q9NY30_IDR_123_223",1
"Q9NY37_IDR_1_32",1
"Q9NY43_IDR_1_244",1
"Q9NY47_IDR_1_60",1
"Q9NY57_IDR_321_364",0.52559871555478
"Q9NY57_IDR_367_414",0.47440128444522
"Q9NY59_IDR_192_320",1
"Q9NY61_IDR_1_214",0.410972967584133
"Q9NY61_IDR_307_341",0.303661483302998
"Q9NY61_IDR_409_454",0.285365549112869
"Q9NY72_IDR_177_215",1
"Q9NY74_IDR_110_616",0.33545348655229
"Q9NY74_IDR_1_106",0.328704784225945
"Q9NY74_IDR_619_926",0.335841729221765
"Q9NY93_IDR_502_547",1
"Q9NY97_IDR_1_41",0.482191522653099
"Q9NY97_IDR_58_93",0.517808477346901
"Q9NY99_IDR_167_211",1
"Q9NYA3_IDR_1_693",1
"Q9NYA4_IDR_1055_1094",0.383253386972174
"Q9NYA4_IDR_265_301",0.317083164242977
"Q9NYA4_IDR_575_1005",0.299663448784849
"Q9NYB0_IDR_190_310",0.526725449055101
"Q9NYB0_IDR_98_132",0.473274550944899
"Q9NYF8_IDR_1_834",0.346990923358103
"Q9NYF8_IDR_836_877",0.314664795099815
"Q9NYF8_IDR_888_920",0.338344281542082
"Q9NYG8_IDR_266_393",1
"Q9NYI0_IDR_311_580",0.348946890998814
"Q9NYI0_IDR_34_307",0.330303939887933
"Q9NYI0_IDR_996_1048",0.320749169113253
"Q9NYJ7_IDR_520_570",1
"Q9NYJ8_IDR_48_545",1
"Q9NYK6_IDR_105_141",0.498395706787664
"Q9NYK6_IDR_147_181",0.501604293212336
"Q9NYL2_IDR_579_767",1
"Q9NYL4_IDR_1_32",1
"Q9NYL9_IDR_26_72",0.507625411288979
"Q9NYL9_IDR_75_184",0.492374588711021
"Q9NYM4_IDR_1_34",0.514477625698569
"Q9NYM4_IDR_367_423",0.485522374301431
"Q9NYN1_IDR_188_256",1
"Q9NYP3_IDR_1_149",0.461219357589037
"Q9NYP3_IDR_332_394",0.538780642410963
"Q9NYY3_IDR_356_462",0.517169993035916
"Q9NYY8_IDR_111_154",1
"Q9NYZ2_IDR_1_32",1
"Q9NYZ4_IDR_389_442",0.487293106666806
"Q9NYZ4_IDR_456_499",0.512706893333194
"Q9NZ08_IDR_1_43",1
"Q9NZ09_IDR_1_64",0.490437739463771
"Q9NZ09_IDR_71_381",0.509562260536229
"Q9NZ20_IDR_285_350",1
"Q9NZ43_IDR_198_259",0.474276960067666
"Q9NZ43_IDR_73_173",0.525723039932334
"Q9NZ52_IDR_146_179",0.529289317783085
"Q9NZ52_IDR_303_576",0.470710682216915
"Q9NZ53_IDR_1_375",0.526663524689427
"Q9NZ53_IDR_547_605",0.473336475310572
"Q9NZ56_IDR_1_1289",1
"Q9NZ63_IDR_1_289",1
"Q9NZ71_IDR_67_99",0.249913939470572
"Q9NZ71_IDR_757_895",0.26770995126664
"Q9NZ71_IDR_979_1056",0.235879779904941
"Q9NZI6_IDR_222_305",1
"Q9NZI7_IDR_240_363",1
"Q9NZI8_IDR_160_192",1
"Q9NZJ0_IDR_413_730",1
"Q9NZJ4_IDR_4249_4297",1
"Q9NZJ5_IDR_1081_1116",0.25000276359992
"Q9NZJ5_IDR_1_100",0.262664938377592
"Q9NZJ5_IDR_507_582",0.248957140470526
"Q9NZJ5_IDR_750_879",0.238375157551961
"Q9NZJ6_IDR_335_369",1
"Q9NZJ7_IDR_1_77",1
"Q9NZJ9_IDR_146_180",1
"Q9NZL3_IDR_54_174",1
"Q9NZL4_IDR_1_41",1
"Q9NZL6_IDR_500_645",0.479842311705366
"Q9NZL6_IDR_735_768",0.520157688294634
"Q9NZM1_IDR_132_190",1
"Q9NZM3_IDR_177_236",0.215550496787491
"Q9NZM3_IDR_331_397",0.292018013021855
"Q9NZM3_IDR_684_755",0.266778284533676
"Q9NZR1_IDR_76_182",0.50177726454115
"Q9NZR4_IDR_1_365",1
"Q9NZS2_IDR_43_108",1
"Q9NZT2_IDR_1_64",0.511471517798937
"Q9NZT2_IDR_290_677",0.488528482201063
"Q9NZU0_IDR_363_406",0.513103204207606
"Q9NZU0_IDR_499_549",0.486896795792394
"Q9NZU5_IDR_61_111",1
"Q9NZU7_IDR_1_200",1
"Q9NZV8_IDR_415_623",1
"Q9NZW4_IDR_18_1301",1
"Q9NZZ3_IDR_170_219",1
"Q9P013_IDR_1_183",1
"Q9P015_IDR_26_62",1
"Q9P016_IDR_1_51",1
"Q9P021_IDR_1_54",1
"Q9P031_IDR_1_196",1
"Q9P0M6_IDR_117_181",1
