"","GO0090304_nucleic_acid_metabolic_process"
"Q14119_IDR_267_373",0.39639900991692
"Q14123_IDR_456_512",0.442201349508468
"Q14123_IDR_523_709",0.557798650491532
"Q14126_IDR_1056_1118",0.48574993589771
"Q14126_IDR_848_900",0.51425006410229
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.622631488860252
"Q14159_IDR_103_258",0.489160625002725
"Q14159_IDR_1_100",0.510839374997275
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.496349485660087
"Q14186_IDR_349_410",0.503650514339913
"Q14188_IDR_355_446",0.5194064935109
"Q14188_IDR_39_129",0.4805935064891
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.462446957817703
"Q14191_IDR_303_528",0.537553042182297
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.431743380827163
"Q14320_IDR_62_167",0.568256619172837
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.497741643540211
"Q14332_IDR_152_196",0.502258356459789
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.333900788944282
"Q14432_IDR_1092_1141",0.296079531449256
"Q14432_IDR_262_664",0.370019679606462
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.410880632968289
"Q14444_IDR_247_709",0.589119367031711
"Q14449_IDR_1_104",0.516459505477466
"Q14449_IDR_355_432",0.483540494522534
"Q14451_IDR_1_98",0.523053206386259
"Q14451_IDR_354_427",0.476946793613741
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.465528012500143
"Q14527_IDR_1_53",0.212954361645459
"Q14527_IDR_172_204",0.210814540766017
"Q14527_IDR_321_394",0.296415046405252
"Q14527_IDR_397_473",0.279816051183271
"Q14532_IDR_1_51",0.483955551969338
"Q14532_IDR_405_448",0.516044448030662
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.538059175486567
"Q14541_IDR_86_131",0.461940824513433
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.225569080680456
"Q14562_IDR_151_260",0.298880910216982
"Q14562_IDR_328_405",0.228790904518404
"Q14562_IDR_95_148",0.246759104584158
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.310731515418509
"Q14571_IDR_926_964",0.324081313600714
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.194681628672772
"Q14643_IDR_1707_1737",0.198203641413722
"Q14643_IDR_1756_1796",0.194437673193579
"Q14643_IDR_1886_1966",0.220430366839881
"Q14643_IDR_911_975",0.192246689880046
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.35932784361062
"Q14667_IDR_2035_2109",0.298437980363243
"Q14667_IDR_2183_2235",0.342234176026138
"Q14669_IDR_1_408",0.522806089129997
"Q14669_IDR_938_1083",0.477193910870003
"Q14671_IDR_17_558",0.219965915864252
"Q14671_IDR_570_646",0.18674882988132
"Q14671_IDR_663_727",0.165970097916465
"Q14671_IDR_740_779",0.176344659117471
"Q14690_IDR_1401_1585",0.478866699167259
"Q14690_IDR_1_68",0.521133300832741
"Q14692_IDR_1222_1282",0.248584747200134
"Q14692_IDR_1_47",0.258733772662039
"Q14692_IDR_397_744",0.252431056594302
"Q14692_IDR_762_844",0.240250423543525
"Q14693_IDR_105_457",0.485380511349767
"Q14693_IDR_559_621",0.514619488650233
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.505024875304464
"Q14696_IDR_193_234",0.494975124695535
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.433079738298026
"Q14699_IDR_435_578",0.566920261701974
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.566438060456117
"Q14738_IDR_518_574",0.433561939543883
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.484891497021555
"Q14761_IDR_92_188",0.515108502978445
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.405064089724984
"Q14766_IDR_212_328",0.297223157732336
"Q14766_IDR_758_817",0.29771275254268
"Q14767_IDR_233_296",0.433996519708018
"Q14767_IDR_45_165",0.566003480291982
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.475498357106741
"Q14774_IDR_53_173",0.524501642893259
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.134837247682436
"Q14789_IDR_1442_1474",0.121747428014345
"Q14789_IDR_1584_1873",0.13024022182769
"Q14789_IDR_205_718",0.117873327309966
"Q14789_IDR_2763_2798",0.115670594193518
"Q14789_IDR_871_1329",0.146483914140828
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.284597785304374
"Q14865_IDR_243_323",0.310321922289423
"Q14865_IDR_410_1030",0.405080292406203
"Q14872_IDR_1_169",0.360053638302891
"Q14872_IDR_232_558",0.351554521704192
"Q14872_IDR_639_714",0.288391839992917
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.500932448572178
"Q14934_IDR_691_872",0.499067551427822
"Q14938_IDR_188_221",0.324128063069803
"Q14938_IDR_223_406",0.341930883025523
"Q14938_IDR_410_502",0.333941053904675
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.305450760612997
"Q14966_IDR_1_906",0.255858056027858
"Q14966_IDR_1939_1978",0.227313681899995
"Q14966_IDR_939_1024",0.21137750145915
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.501042389431336
"Q14BN4_IDR_292_527",0.247433127728681
"Q14BN4_IDR_537_567",0.242203036244869
"Q14BN4_IDR_679_734",0.257045347193491
"Q14BN4_IDR_797_828",0.253318488832959
"Q14C86_IDR_445_514",0.576902377506543
"Q14C86_IDR_521_1117",0.423097622493457
"Q14C87_IDR_800_911",0.373062916465823
"Q14C87_IDR_944_1069",0.626937083534177
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.47549198191358
"Q14CN4_IDR_455_511",0.52450801808642
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.633694743960109
"Q14CW9_IDR_51_84",0.366305256039891
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.323064850040868
"Q15020_IDR_583_694",0.417685600977951
"Q15020_IDR_879_950",0.259249548981181
"Q15021_IDR_1296_1401",0.351152944985127
"Q15021_IDR_547_611",0.325209547428029
"Q15021_IDR_953_988",0.323637507586844
"Q15022_IDR_1_78",0.394664568177053
"Q15022_IDR_366_423",0.257036031665239
"Q15022_IDR_689_739",0.348299400157707
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.499199704988227
"Q15027_IDR_524_568",0.500800295011773
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.281978090236428
"Q15032_IDR_259_640",0.422854648802358
"Q15032_IDR_761_979",0.295167260961214
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.25490246106094
"Q15059_IDR_417_570",0.209459997062731
"Q15059_IDR_641_726",0.322427597068937
"Q15061_IDR_409_458",0.508674223091306
"Q15061_IDR_600_677",0.491325776908694
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.330335391293163
"Q15111_IDR_1_103",0.348757048210619
"Q15111_IDR_545_575",0.320907560496218
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.326116567893438
"Q15139_IDR_196_252",0.377410612121454
"Q15139_IDR_329_419",0.296472819985107
"Q15147_IDR_456_556",0.542067139999269
"Q15147_IDR_839_1103",0.457932860000732
"Q15291_IDR_408_538",0.551964923475015
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.535843567960581
"Q15303_IDR_990_1150",0.464156432039419
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.508896834415521
"Q15311_IDR_378_655",0.491103165584479
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.528631205075889
"Q15329_IDR_233_311",0.471368794924111
"Q15334_IDR_645_719",0.492285992623918
"Q15334_IDR_955_1064",0.507714007376082
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.35602820268429
"Q15361_IDR_129_499",0.367034720692702
"Q15361_IDR_868_905",0.276937076623008
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.435287964941477
"Q15431_IDR_706_946",0.564712035058523
"Q15434_IDR_1_53",0.523371168072579
"Q15434_IDR_370_407",0.476628831927421
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.207299815288737
"Q15459_IDR_1_37",0.252912647669456
"Q15459_IDR_316_406",0.222076465713718
"Q15459_IDR_532_689",0.317711071328089
"Q15464_IDR_1_187",0.498730207452274
"Q15464_IDR_189_387",0.501269792547726
"Q15465_IDR_1_41",0.487242344424528
"Q15465_IDR_395_427",0.512757655575472
"Q15468_IDR_1074_1270",0.495896943378486
"Q15468_IDR_372_1067",0.504103056621514
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.334331203906486
"Q15596_IDR_376_1433",0.665668796093514
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.511342128114403
"Q155Q3_IDR_460_598",0.488657871885597
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.502435481764466
"Q15633_IDR_230_260",0.497564518235534
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.523702837844414
"Q15642_IDR_472_538",0.476297162155586
"Q15643_IDR_1175_1215",0.11249937827251
"Q15643_IDR_1224_1360",0.111547754518609
"Q15643_IDR_1_422",0.165914548014114
"Q15643_IDR_1814_1950",0.114188498589841
"Q15643_IDR_437_468",0.116244543912303
"Q15643_IDR_590_642",0.125042558784883
"Q15643_IDR_836_899",0.135236604434848
"Q15643_IDR_970_1011",0.119326113472894
"Q15699_IDR_153_225",0.291013928540536
"Q15699_IDR_228_326",0.321481937698641
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.542524166841765
"Q15723_IDR_302_434",0.457475833158235
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.436477144011691
"Q15735_IDR_842_1006",0.563522855988309
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.280997554278265
"Q15742_IDR_1_35",0.288082941964907
"Q15742_IDR_354_525",0.430919503756829
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.216983485032684
"Q15746_IDR_1767_1803",0.198774484029668
"Q15746_IDR_257_333",0.202923487156782
"Q15746_IDR_367_408",0.184469812422403
"Q15746_IDR_920_1094",0.196848731358463
"Q15784_IDR_194_382",0.523019190279001
"Q15788_IDR_1_33",0.422976097947734
"Q15788_IDR_368_1392",0.577023902052267
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.218749089258873
"Q15811_IDR_312_380",0.201834631147654
"Q15811_IDR_660_737",0.31842431940492
"Q15811_IDR_808_910",0.260991960188553
"Q15814_IDR_138_177",0.472009235854312
"Q15814_IDR_1_55",0.527990764145688
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.509593412201811
"Q15842_IDR_361_424",0.490406587798189
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.513970593782149
"Q15849_IDR_443_550",0.486029406217851
"Q15911_IDR_1046_1087",0.0679623347250495
"Q15911_IDR_1107_1958",0.11889882098357
"Q15911_IDR_1961_2643",0.105135374055063
"Q15911_IDR_2690_2728",0.0687675266073674
"Q15911_IDR_2741_2948",0.120209216908638
"Q15911_IDR_2998_3465",0.0776604498299191
"Q15911_IDR_345_949",0.110767692609458
"Q15911_IDR_3468_3703",0.0775569233569997
"Q15911_IDR_951_1039",0.0706497387585151
"Q15915_IDR_1_165",0.511940173601106
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.486261205145667
"Q16322_IDR_469_511",0.513738794854333
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.353072887349516
"Q16352_IDR_413_499",0.646927112650484
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.259500550986072
"Q16512_IDR_345_386",0.237178728829583
"Q16512_IDR_525_608",0.258822989765159
"Q16512_IDR_96_167",0.244497730419186
"Q16513_IDR_109_169",0.335739344187393
"Q16513_IDR_486_516",0.325426980512653
"Q16513_IDR_523_649",0.338833675299953
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.459091502127902
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.600627074501194
"Q16572_IDR_68_118",0.399372925498806
"Q16584_IDR_1_40",0.489080874386832
"Q16584_IDR_414_847",0.510919125613168
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.490250209612589
"Q16587_IDR_96_245",0.509749790387411
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.50864607452045
"Q16665_IDR_412_768",0.518032721469317
"Q16666_IDR_391_574",0.465744221286394
"Q16666_IDR_87_199",0.534255778713606
"Q16670_IDR_133_278",0.344996848831403
"Q16670_IDR_1_74",0.338277849631229
"Q16670_IDR_82_125",0.316725301537368
"Q16671_IDR_126_192",0.486500080728201
"Q16671_IDR_512_573",0.513499919271799
"Q16676_IDR_1_123",0.422801232817096
"Q16676_IDR_211_465",0.577198767182904
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.524585846540341
"Q16720_IDR_295_356",0.475414153459659
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.272604713294274
"Q16760_IDR_1_39",0.420449296468572
"Q16760_IDR_552_714",0.306945990237154
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.451250632978825
"Q16849_IDR_369_466",0.283303090268946
"Q16849_IDR_610_686",0.265446276752229
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.483153680082661
"Q16891_IDR_91_228",0.516846319917339
"Q17R60_IDR_189_227",0.343471047893809
"Q17R60_IDR_31_62",0.334772315415317
"Q17R60_IDR_382_562",0.321756636690874
"Q17R89_IDR_28_66",0.314739285446832
"Q17R89_IDR_460_781",0.366790347117688
"Q17R89_IDR_786_818",0.318470367435479
"Q17R98_IDR_1_898",0.582366853328329
"Q17R98_IDR_901_1015",0.417633146671671
"Q17RB8_IDR_1_43",0.547824174450874
"Q17RB8_IDR_335_461",0.452175825549126
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.465032115619343
"Q1KMD3_IDR_635_665",0.534967884380657
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.34356743619852
"Q1X8D7_IDR_545_581",0.333616611492998
"Q1X8D7_IDR_698_754",0.322815952308482
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.42393034961927
"Q24JP5_IDR_901_983",0.57606965038073
"Q27J81_IDR_346_523",0.446216940701105
"Q27J81_IDR_933_1244",0.553783059298895
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.324882017823894
"Q2I0M5_IDR_152_189",0.296962809114478
"Q2LD37_IDR_1779_1814",0.053516358037593
"Q2LD37_IDR_1915_1993",0.0592435306405871
"Q2LD37_IDR_2161_2427",0.0676154335168312
"Q2LD37_IDR_2596_2696",0.0525258599529058
"Q2LD37_IDR_2725_2769",0.0558607387505363
"Q2LD37_IDR_2929_2963",0.0533849021823094
"Q2LD37_IDR_3482_3548",0.0538955916689455
"Q2LD37_IDR_3563_3787",0.0635414918234646
"Q2LD37_IDR_3816_3865",0.0614299204083216
"Q2LD37_IDR_3893_3956",0.0532651309617408
"Q2LD37_IDR_3998_4030",0.0547822821976692
"Q2LD37_IDR_4094_4145",0.053902454072269
"Q2LD37_IDR_4288_4396",0.0598773109587946
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.501006010627898
"Q2M1P5_IDR_345_1039",0.498993989372102
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.488706589540521
"Q2M3C7_IDR_1139_1293",0.124015345478203
"Q2M3C7_IDR_1327_1603",0.150863264017053
"Q2M3C7_IDR_456_674",0.14333681267664
"Q2M3C7_IDR_677_717",0.148113451843231
"Q2M3C7_IDR_723_1136",0.13324650572902
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.492337532262477
"Q2MJR0_IDR_243_292",0.507662467737523
"Q2MKA7_IDR_1_31",0.327483694723291
"Q2MKA7_IDR_146_177",0.350900292135
"Q2MKA7_IDR_207_263",0.321616013141709
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.304290645125168
"Q2NKQ1_IDR_473_531",0.354635290336161
"Q2NKQ1_IDR_671_923",0.341074064538671
"Q2PPJ7_IDR_1486_1523",0.284347124692379
"Q2Q1W2_IDR_122_192",0.621284687779317
"Q2Q1W2_IDR_21_53",0.378715312220683
"Q2QGD7_IDR_1_78",0.249377355811041
"Q2QGD7_IDR_460_537",0.181553451467929
"Q2QGD7_IDR_595_710",0.191460017579746
"Q2QGD7_IDR_713_751",0.211866255194295
"Q2QGD7_IDR_82_174",0.165742919946988
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.50430237702238
"Q2T9K0_IDR_443_475",0.49569762297762
"Q2T9L4_IDR_200_293",0.459284648594829
"Q2T9L4_IDR_58_196",0.540715351405171
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.522823865967323
"Q2TAC6_IDR_642_998",0.477176134032677
"Q2TAK8_IDR_102_405",0.51657445595235
"Q2TAK8_IDR_527_563",0.48342554404765
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.416995356317728
"Q2TAL8_IDR_194_241",0.251532224415051
"Q2TBE0_IDR_509_542",0.369681719748785
"Q2UY09_IDR_1002_1069",0.459717611892878
"Q2UY09_IDR_204_782",0.540282388107122
"Q2V2M9_IDR_1265_1364",0.559472594937275
"Q2V2M9_IDR_325_784",0.440527405062725
"Q2VIQ3_IDR_438_557",0.242785111061192
"Q2VIQ3_IDR_564_602",0.242586148402119
"Q2VIQ3_IDR_604_817",0.245263340854055
"Q2VIQ3_IDR_893_1234",0.269365399682634
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.391204720301501
"Q2VWP7_IDR_1089_1150",0.315910782708208
"Q2VWP7_IDR_974_1029",0.292884496990291
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.508575137522366
"Q2VYF4_IDR_40_119",0.491424862477634
"Q2WGJ9_IDR_1094_1134",0.173259552564316
"Q2WGJ9_IDR_1161_1270",0.244737935344879
"Q2WGJ9_IDR_1_77",0.232844132010686
"Q2WGJ9_IDR_417_457",0.164644552257489
"Q2WGJ9_IDR_516_550",0.18451382782263
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.332044440205501
"Q32P44_IDR_47_210",0.456297012313343
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.324383386978861
"Q33E94_IDR_486_599",0.352349420905355
"Q33E94_IDR_638_671",0.323267192115784
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.243979291505317
"Q3B7T1_IDR_213_299",0.253616142297732
"Q3B7T1_IDR_517_584",0.246015906716124
"Q3B7T1_IDR_620_672",0.256388659480827
"Q3B7T3_IDR_1_45",0.505534808168095
"Q3B7T3_IDR_58_259",0.494465191831905
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.471942407721223
"Q3C1V8_IDR_67_128",0.528057592278777
"Q3L8U1_IDR_1715_1770",0.161693269810886
"Q3L8U1_IDR_2003_2897",0.34179975167855
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.518173587921143
"Q3MII6_IDR_454_604",0.481826412078857
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.49697366732058
"Q3MJ13_IDR_700_785",0.50302633267942
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.505496274893172
"Q3SY00_IDR_492_556",0.494503725106828
"Q3V6T2_IDR_1209_1871",0.218768869595488
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.271530575878385
"Q3YBR2_IDR_355_411",0.310964791481945
"Q3YBR2_IDR_83_166",0.41750463263967
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.571515052072602
"Q3ZCQ8_IDR_321_353",0.428484947927398
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.49777810279895
"Q3ZCX4_IDR_93_157",0.502221897201049
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.485615514277739
"Q401N2_IDR_377_412",0.514384485722261
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.512998564430785
"Q460N5_IDR_98_140",0.487001435569215
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.388981963763625
"Q496Y0_IDR_1_65",0.251213061998452
"Q496Y0_IDR_361_454",0.359804974237923
"Q499Z3_IDR_140_198",0.47084511037236
"Q499Z3_IDR_1_42",0.52915488962764
"Q499Z4_IDR_1_256",0.527862097077749
"Q499Z4_IDR_258_310",0.472137902922251
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.403121276656399
"Q49A92_IDR_133_489",0.596878723343601
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.485142694393793
"Q4G0M1_IDR_89_189",0.514857305606207
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.134477906702321
"Q4G0P3_IDR_2102_2188",0.143007472611158
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.204722398604724
"Q4G0P3_IDR_2485_2561",0.224169072889946
"Q4G0P3_IDR_2649_2734",0.14413823854911
"Q4G0P3_IDR_3215_3252",0.14948491064274
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.364629478750676
"Q4LE39_IDR_268_303",0.292372186289637
"Q4LE39_IDR_405_1306",0.424211454621621
"Q4LEZ3_IDR_111_155",0.503997274063786
"Q4LEZ3_IDR_1_53",0.496002725936214
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.467024063632298
"Q4V328_IDR_517_792",0.532975936367702
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.470415838620626
"Q4VC44_IDR_73_108",0.529584161379374
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.252015582630438
"Q4ZG55_IDR_279_342",0.312593315287005
"Q4ZG55_IDR_44_74",0.217969268467313
"Q4ZG55_IDR_625_655",0.217421833615244
"Q4ZHG4_IDR_1_36",0.344648205673017
"Q4ZHG4_IDR_1532_1587",0.337307680555041
"Q4ZHG4_IDR_372_1527",0.318044113771943
"Q4ZIN3_IDR_1_34",0.501514763121305
"Q4ZIN3_IDR_467_620",0.498485236878695
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.240866355998681
"Q502W6_IDR_1191_1294",0.28269349230546
"Q502W6_IDR_1_31",0.208603489789975
"Q502W6_IDR_711_805",0.267836661905884
"Q502W7_IDR_1_219",0.287508931350066
"Q502W7_IDR_228_335",0.225441833560393
"Q502W7_IDR_353_395",0.232686876472281
"Q502W7_IDR_502_554",0.25436235861726
"Q504T8_IDR_103_313",0.37823972269889
"Q52WX2_IDR_1_39",0.50481986548017
"Q52WX2_IDR_320_410",0.49518013451983
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.325559306180643
"Q53EQ6_IDR_189_220",0.355063220910484
"Q53EQ6_IDR_538_583",0.319377472908873
"Q53ET0_IDR_1_612",1
