"","GO0009891_positive_regulation_of_biosynthetic_process"
"Q9C0A1_IDR_2395_2439",0.111866883335255
"Q9C0A1_IDR_2517_2572",0.117064076464319
"Q9C0A1_IDR_295_822",0.134760046906718
"Q9C0A1_IDR_824_869",0.111884071203797
"Q9C0A1_IDR_878_1639",0.147746642685164
"Q9C0A6_IDR_119_205",0.308614026623268
"Q9C0A6_IDR_15_45",0.299119415802434
"Q9C0A6_IDR_406_1442",0.392266557574298
"Q9C0B0_IDR_150_208",0.307808623721862
"Q9C0B0_IDR_222_293",0.30518383685724
"Q9C0B0_IDR_295_654",0.387007539420899
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.23013387630988
"Q9C0B2_IDR_1_79",0.270638033344838
"Q9C0B2_IDR_359_488",0.252420089773636
"Q9C0B2_IDR_662_730",0.246808000571646
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.234083870781082
"Q9C0D4_IDR_368_670",0.244381055473169
"Q9C0D4_IDR_676_912",0.263329109435006
"Q9C0D5_IDR_1_358",0.352207227296126
"Q9C0D5_IDR_1422_1861",0.350336871898256
"Q9C0D5_IDR_434_488",0.297455900805619
"Q9C0D6_IDR_1_94",0.55309974202866
"Q9C0D6_IDR_470_1143",0.44690025797134
"Q9C0D7_IDR_204_236",0.331259919621799
"Q9C0D7_IDR_404_774",0.316902534526223
"Q9C0D7_IDR_51_160",0.351837545851978
"Q9C0E4_IDR_1_38",0.328732007603167
"Q9C0E4_IDR_339_444",0.323258971237113
"Q9C0E4_IDR_740_932",0.34800902115972
"Q9C0E8_IDR_142_248",0.53261314653219
"Q9C0E8_IDR_308_428",0.46738685346781
"Q9C0F0_IDR_1_35",0.258963342667045
"Q9C0F0_IDR_320_2208",0.384058199801713
"Q9C0F0_IDR_74_318",0.356978457531242
"Q9C0F1_IDR_124_237",0.486137955086109
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.482232281418663
"Q9C0K7_IDR_298_335",0.517767718581337
"Q9GZM5_IDR_305_350",0.475616989719914
"Q9GZM5_IDR_40_106",0.524383010280086
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.493196241469943
"Q9GZN6_IDR_689_736",0.506803758530058
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.237138036035214
"Q9GZR1_IDR_37_438",0.251760527618328
"Q9GZR1_IDR_599_644",0.25097500632335
"Q9GZR1_IDR_779_966",0.260126430023108
"Q9GZR2_IDR_1_69",0.516985077917183
"Q9GZV5_IDR_153_357",0.717898746277962
"Q9GZV5_IDR_57_121",0.282101253722038
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.489675573854268
"Q9GZY6_IDR_145_243",0.510324426145732
"Q9GZY8_IDR_1_84",0.45437274826656
"Q9GZY8_IDR_87_301",0.54562725173344
"Q9GZZ0_IDR_1_275",0.491891053897869
"Q9GZZ0_IDR_279_328",0.508108946102131
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.500864144345253
"Q9H000_IDR_46_169",0.499135855654747
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.262493358027127
"Q9H089_IDR_247_358",0.245759230752954
"Q9H089_IDR_565_596",0.249321045223393
"Q9H089_IDR_599_658",0.242426365996527
"Q9H091_IDR_112_198",0.506792929239857
"Q9H091_IDR_701_742",0.493207070760143
"Q9H093_IDR_1_49",0.536499618692888
"Q9H093_IDR_308_559",0.463500381307112
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.507360015975582
"Q9H095_IDR_84_144",0.492639984024418
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.492889959171436
"Q9H0B6_IDR_590_622",0.507110040828564
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.533329012358676
"Q9H0C3_IDR_471_514",0.466670987641324
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.250219834211222
"Q9H0D2_IDR_1_216",0.227966344831915
"Q9H0D2_IDR_1300_1346",0.270101464978739
"Q9H0D2_IDR_221_975",0.251712355978124
"Q9H0D6_IDR_414_507",0.480070427794658
"Q9H0D6_IDR_859_950",0.519929572205342
"Q9H0F6_IDR_305_350",0.499292688339606
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.383767103995807
"Q9H0H5_IDR_548_623",0.616232896004193
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.532810896969769
"Q9H0I3_IDR_52_100",0.467189103030231
"Q9H0J4_IDR_1_59",0.331154720247108
"Q9H0J4_IDR_1608_1663",0.357497050355783
"Q9H0J4_IDR_61_1217",0.31134822939711
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.358645864200667
"Q9H0K4_IDR_365_420",0.313734148651517
"Q9H0K4_IDR_561_594",0.327619987147816
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.463772226565083
"Q9H0M0_IDR_415_454",0.536227773434917
"Q9H0M4_IDR_1_248",0.48803491502895
"Q9H0M4_IDR_431_637",0.51196508497105
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.33527351752169
"Q9H116_IDR_131_316",0.536017860816018
"Q9H116_IDR_611_681",0.463982139183982
"Q9H147_IDR_134_183",0.473364004033137
"Q9H147_IDR_1_60",0.526635995966863
"Q9H156_IDR_266_320",0.473762734585925
"Q9H156_IDR_647_743",0.526237265414075
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.488630003176443
"Q9H1B7_IDR_511_708",0.62985885357789
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.482527780688545
"Q9H1C4_IDR_521_597",0.517472219311455
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.508007294563424
"Q9H1D0_IDR_692_760",0.491992705436576
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.531857606948379
"Q9H1H9_IDR_547_577",0.468142393051621
"Q9H1I8_IDR_408_465",0.47018592584307
"Q9H1I8_IDR_509_757",0.52981407415693
"Q9H1J1_IDR_1_65",0.517699136189823
"Q9H1J1_IDR_225_476",0.482300863810177
"Q9H1K0_IDR_206_246",0.325181426873832
"Q9H1K0_IDR_379_468",0.359629062435005
"Q9H211_IDR_1_170",0.449226634541912
"Q9H211_IDR_369_432",0.550773365458087
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.477982558700138
"Q9H252_IDR_717_960",0.522017441299861
"Q9H254_IDR_2119_2153",0.37102334975257
"Q9H254_IDR_2174_2437",0.309691125768274
"Q9H254_IDR_2529_2564",0.319285524479156
"Q9H257_IDR_166_283",0.488714885144787
"Q9H257_IDR_341_536",0.511285114855213
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.520721124675159
"Q9H2A3_IDR_175_272",0.479278875324841
"Q9H2A7_IDR_103_238",0.508904552710669
"Q9H2A7_IDR_1_33",0.491095447289331
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.512772359235077
"Q9H2K0_IDR_245_278",0.493457557044765
"Q9H2K0_IDR_27_77",0.506542442955235
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.543726986329199
"Q9H2K8_IDR_558_595",0.456273013670801
"Q9H2P0_IDR_132_163",0.250978521414138
"Q9H2P0_IDR_194_449",0.248593132330251
"Q9H2P0_IDR_690_745",0.251329431696072
"Q9H2P0_IDR_841_1102",0.249098914559539
"Q9H2S1_IDR_1_67",0.321353996322463
"Q9H2S1_IDR_535_579",0.306712218284689
"Q9H2S1_IDR_69_118",0.371933785392848
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.496028866465062
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.545029072383034
"Q9H329_IDR_369_900",0.454970927616966
"Q9H330_IDR_1_45",0.330177448813424
"Q9H330_IDR_236_354",0.354937199619401
"Q9H330_IDR_846_879",0.314885351567175
"Q9H334_IDR_1_297",0.355864151380049
"Q9H334_IDR_357_442",0.307420206696299
"Q9H334_IDR_543_677",0.336715641923651
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.556915514119227
"Q9H347_IDR_94_172",0.443084485880773
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.332911936630911
"Q9H3D4_IDR_351_399",0.289083170916531
"Q9H3D4_IDR_428_542",0.378004892452558
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.343575069055794
"Q9H3S1_IDR_645_678",0.325544845593993
"Q9H3S1_IDR_709_761",0.330880085350213
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.173675881030513
"Q9H3S7_IDR_1589_1620",0.154761076917845
"Q9H3S7_IDR_705_784",0.150521512110365
"Q9H3S7_IDR_851_926",0.179840635353981
"Q9H3S7_IDR_928_1158",0.341200894587295
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.470546042949286
"Q9H3Y8_IDR_61_114",0.529453957050714
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.15833571283328
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.521571217411398
"Q9H4D0_IDR_888_945",0.478428782588602
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.585155562030742
"Q9H4G0_IDR_391_881",0.414844437969258
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.526813508253076
"Q9H4I0_IDR_98_298",0.473186491746924
"Q9H4I2_IDR_1_139",0.138189796302566
"Q9H4I2_IDR_154_350",0.205298773128911
"Q9H4I2_IDR_354_541",0.191249385982416
"Q9H4I2_IDR_543_622",0.171931947735218
"Q9H4I2_IDR_664_771",0.156523940829601
"Q9H4I2_IDR_888_956",0.136806156021288
"Q9H4Z2_IDR_171_244",0.270520625245503
"Q9H4Z2_IDR_248_459",0.236263193474297
"Q9H4Z2_IDR_681_924",0.288837103536007
"Q9H4Z3_IDR_1_33",0.360085028104719
"Q9H4Z3_IDR_669_704",0.301501880125965
"Q9H4Z3_IDR_82_158",0.338413091769315
"Q9H501_IDR_538_602",0.231170006134769
"Q9H501_IDR_610_748",0.276254717628114
"Q9H501_IDR_75_343",0.257040301867539
"Q9H501_IDR_792_825",0.235534974369579
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.448435032191347
"Q9H582_IDR_1_1037",0.551564967808653
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.146357135694008
"Q9H5I5_IDR_360_416",0.14020947356318
"Q9H5I5_IDR_421_490",0.13659683860464
"Q9H5I5_IDR_608_675",0.142200893779051
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.483875175762417
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.516124824237583
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.335501520664116
"Q9H665_IDR_40_88",0.332876309008286
"Q9H665_IDR_94_240",0.331622170327598
"Q9H693_IDR_1_64",0.486082952077386
"Q9H693_IDR_84_158",0.513917047922614
"Q9H694_IDR_416_757",0.442066122957248
"Q9H694_IDR_777_848",0.290528456372926
"Q9H694_IDR_941_973",0.267405420669826
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.520187807911684
"Q9H6A9_IDR_94_643",0.479812192088316
"Q9H6B1_IDR_52_82",0.207017881433673
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.504686704630343
"Q9H6L5_IDR_256_497",0.495313295369657
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.34140404522906
"Q9H6R7_IDR_435_552",0.333490026925895
"Q9H6R7_IDR_678_721",0.325105927845045
"Q9H6S0_IDR_1182_1284",0.514827568086722
"Q9H6S0_IDR_1_38",0.485172431913278
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.275413811056533
"Q9H6S3_IDR_175_249",0.243840990384751
"Q9H6S3_IDR_437_490",0.231178077565734
"Q9H6S3_IDR_578_620",0.249567120992982
"Q9H6T3_IDR_251_281",0.347118857600051
"Q9H6T3_IDR_34_87",0.319854873357697
"Q9H6T3_IDR_401_539",0.333026269042252
"Q9H6U6_IDR_781_814",0.49898651201453
"Q9H6U6_IDR_842_928",0.50101348798547
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.327322733549823
"Q9H707_IDR_173_211",0.333875243086661
"Q9H707_IDR_59_103",0.338802023363516
"Q68CR7_IDR_334_376",0.485165811152237
"Q68CR7_IDR_407_880",0.514834188847764
"Q68CZ1_IDR_1_219",0.511903402217914
"Q68CZ1_IDR_929_1145",0.488096597782086
"Q68CZ2_IDR_338_600",0.4875193529579
"Q68CZ2_IDR_606_1158",0.5124806470421
"Q68CZ6_IDR_224_305",0.520171898455956
"Q68CZ6_IDR_418_449",0.479828101544044
"Q68D10_IDR_1_610",0.477312512441034
"Q68D10_IDR_644_685",0.522687487558966
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.332707011198886
"Q68DA7_IDR_1384_1419",0.332164165639269
"Q68DA7_IDR_35_85",0.335128823161846
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.279772020615682
"Q68DE3_IDR_152_2172",0.425249652513878
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.459458109312413
"Q68G74_IDR_278_356",0.540541890687587
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.389565562665297
"Q69YN4_IDR_579_616",0.31245914476231
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.258530386901271
"Q69YZ2_IDR_250_282",0.254261433948584
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.297975292572393
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.254499580314179
"Q69YZ2_IDR_79_112",0.232708598835966
"Q6AWC2_IDR_1019_1071",0.201063954345093
"Q6AWC2_IDR_828_997",0.195181826927839
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.192436929648132
"Q6BDS2_IDR_268_306",0.229832958256844
"Q6BDS2_IDR_413_450",0.190335211041429
"Q6BDS2_IDR_743_809",0.183957014062164
"Q6BDS2_IDR_889_1129",0.20343788699143
"Q6BEB4_IDR_1_274",0.597696031232774
"Q6BEB4_IDR_367_398",0.402303968767226
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.329888740534776
"Q6GPH6_IDR_1_31",0.326630834371658
"Q6GPH6_IDR_33_87",0.343480425093567
"Q6GQQ9_IDR_49_98",0.318069198220325
"Q6GQQ9_IDR_437_587",0.367947341952305
"Q6GQQ9_IDR_636_794",0.31398345982737
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.196896803568998
"Q6GYQ0_IDR_1715_1757",0.212891093943544
"Q6GYQ0_IDR_321_387",0.201489008673788
"Q6GYQ0_IDR_450_512",0.199003533107884
"Q6GYQ0_IDR_688_1036",0.189719560705785
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.502262846810804
"Q6H8Q1_IDR_309_506",0.497737153189196
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.527455408811052
"Q6HA08_IDR_284_431",0.472544591188948
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.316426486433671
"Q6IEE7_IDR_817_872",0.314859986962258
"Q6IEE7_IDR_940_1043",0.368713526604072
"Q6IEG0_IDR_214_244",0.533833599785749
"Q6IEG0_IDR_254_339",0.466166400214251
"Q6IMN6_IDR_318_831",0.335407144255827
"Q6IMN6_IDR_65_115",0.339354954629211
"Q6IMN6_IDR_911_977",0.325237901114962
"Q6IN84_IDR_1_46",0.510201261901542
"Q6IN84_IDR_309_353",0.489798738098458
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.301787107154977
"Q6IQ21_IDR_276_325",0.328509752355032
"Q6IQ21_IDR_327_385",0.369703140489991
"Q6IQ23_IDR_103_157",0.505015605625623
"Q6IQ23_IDR_285_1121",0.494984394374377
"Q6IQ55_IDR_557_1244",0.452311931978571
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.33173528951468
"Q6ISB3_IDR_421_467",0.335548459638268
"Q6ISB3_IDR_80_110",0.332716250847052
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.536551511626108
"Q6IWH7_IDR_901_933",0.463448488373891
"Q6J272_IDR_46_86",0.510773575993134
"Q6J272_IDR_91_200",0.489226424006866
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.477252571265475
"Q6K0P9_IDR_91_208",0.522747428734525
"Q6KB66_IDR_1_40",0.514758777159711
"Q6KB66_IDR_408_452",0.485241222840289
"Q6KC79_IDR_108_1189",0.264430717168981
"Q6KC79_IDR_1_49",0.236108721731178
"Q6KC79_IDR_2474_2521",0.252383872266725
"Q6KC79_IDR_2630_2705",0.247076688833116
"Q6KF10_IDR_20_90",0.492566726424036
"Q6KF10_IDR_293_351",0.507433273575964
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.496266428435612
"Q6MZT1_IDR_154_206",0.503733571564388
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.427212493990068
"Q6N021_IDR_1459_1560",0.198176518466583
"Q6N021_IDR_1806_1842",0.178998391584408
"Q6N021_IDR_1931_1968",0.195612595958941
"Q6N022_IDR_1_281",0.522287822633648
"Q6N022_IDR_293_331",0.477712177366352
"Q6N043_IDR_1_405",0.516687768788307
"Q6N043_IDR_468_979",0.483312231211693
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.530572877765148
"Q6NSI4_IDR_566_675",0.469427122234852
"Q6NSI8_IDR_526_621",0.535047621449395
"Q6NSI8_IDR_63_143",0.464952378550605
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.520149476424254
"Q6NSJ2_IDR_186_506",0.479850523575746
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.494439197649132
"Q6NSW7_IDR_1_98",0.505560802350868
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.370496759961852
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.510879798378753
"Q6NUN9_IDR_464_507",0.489120201621247
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.496647133570095
"Q6NW40_IDR_1_45",0.501879446216311
"Q6NV75_IDR_319_609",0.503352866429905
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.325977416642986
"Q6NW34_IDR_386_419",0.341465585495211
"Q6NW34_IDR_431_536",0.332556997861803
"Q6NW40_IDR_118_155",0.498120553783689
"Q6NWY9_IDR_178_269",0.342691738230561
"Q6NWY9_IDR_1_94",0.344063504256369
"Q6NWY9_IDR_688_871",0.313244757513069
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.50510992299822
"Q9H714_IDR_223_335",0.49489007700178
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.49147892952787
"Q9H756_IDR_304_341",0.50852107047213
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.5608117466259
"Q9H792_IDR_1407_1453",0.4391882533741
"Q9H799_IDR_1485_1531",0.308253213439545
"Q9H799_IDR_1625_1745",0.307803898018744
"Q9H799_IDR_1798_3169",0.38394288854171
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.488107041930626
"Q9H7C4_IDR_62_166",0.511892958069375
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.497744366960546
"Q9H7E2_IDR_76_549",0.502255633039454
"Q9H7E9_IDR_1_104",0.485238774578199
"Q9H7E9_IDR_166_222",0.514761225421801
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.491464242574777
"Q9H7L9_IDR_1_80",0.508535757425223
"Q9H7U1_IDR_687_834",0.514987838257135
"Q9H7V2_IDR_1_89",0.505407392361651
"Q9H7V2_IDR_96_175",0.494592607638349
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.502130364138325
"Q9H7Z3_IDR_28_146",0.497869635861675
"Q9H7Z6_IDR_111_165",0.51078487728679
"Q9H7Z6_IDR_1_51",0.48921512271321
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.535917582920102
"Q9H814_IDR_312_394",0.464082417079898
"Q9H816_IDR_321_352",0.34131907197767
"Q9H816_IDR_356_401",0.321277796213855
"Q9H816_IDR_439_490",0.337403131808475
"Q9H819_IDR_195_247",0.514454094363953
"Q9H819_IDR_22_63",0.485545905636047
"Q9H8L6_IDR_250_287",0.197701771642012
"Q9H8L6_IDR_296_393",0.215774932428768
"Q9H8L6_IDR_651_695",0.194817357672582
"Q9H8L6_IDR_760_809",0.194257292489132
"Q9H8M2_IDR_245_310",0.305226419795295
"Q9H8M2_IDR_38_137",0.325148284516328
"Q9H8M2_IDR_451_575",0.369625295688377
"Q9H8M5_IDR_736_783",0.329565267478035
"Q9H8M5_IDR_822_875",0.339424073941422
"Q9H8M5_IDR_9_69",0.331010658580543
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.553662558918178
"Q9H8N7_IDR_306_485",0.446337441081822
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.507359411099359
"Q9H8V3_IDR_832_914",0.492640588900641
"Q9H8W3_IDR_1_124",0.556188340212211
"Q9H8W3_IDR_184_233",0.443811659787789
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.4839902001428
"Q9H9A5_IDR_711_744",0.5160097998572
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.310648920886323
"Q9H9B1_IDR_1_513",0.414602835688369
"Q9H9B1_IDR_653_705",0.274748243425307
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.498779006133549
"Q9H9L4_IDR_347_492",0.501220993866451
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.417553165372846
"Q9HAP2_IDR_234_731",0.582446834627154
"Q9HAQ2_IDR_437_576",0.483491375283121
"Q9HAQ2_IDR_718_790",0.516508624716879
