"","GO0000976_transcription_cis_regulatory_region_binding"
"D6RGH6_IDR_61_125",0.321980785752153
"Q8NEM0_IDR_98_151",0.477478323484537
"Q8NEM2_IDR_1_62",0.526954397315887
"Q8NEM2_IDR_556_639",0.473045602684113
"Q8NEM7_IDR_1_32",0.278351368300121
"Q8NEM7_IDR_226_327",0.29532442099914
"Q8NEM7_IDR_360_779",0.426324210700739
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.43380792922663
"Q8NEV4_IDR_879_921",0.56619207077337
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.510097333146527
"Q8NEY1_IDR_1821_1877",0.489902666853473
"Q8NEY3_IDR_1_48",0.481104695510222
"Q8NEY3_IDR_159_280",0.518895304489778
"Q8NEY8_IDR_1_319",0.494629840227526
"Q8NEY8_IDR_344_405",0.505370159772474
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.0919558616403934
"Q8NEZ4_IDR_1140_1172",0.0781091093599618
"Q8NEZ4_IDR_1191_3892",0.249685447845519
"Q8NEZ4_IDR_165_218",0.0764214047366958
"Q8NEZ4_IDR_3930_4003",0.0920490317572592
"Q8NEZ4_IDR_4026_4058",0.105660110441847
"Q8NEZ4_IDR_522_937",0.0684431108780432
"Q8NF91_IDR_6103_6169",0.132222289410841
"Q8NF91_IDR_6172_6346",0.157255789639445
"Q8NF91_IDR_8212_8335",0.16195960529597
"Q8NF91_IDR_8663_8736",0.264741694685851
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.482938401559734
"Q8NFA0_IDR_433_478",0.517061598440266
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.607898520106596
"Q8NFC6_IDR_159_3051",0.392101479893404
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.184447224782973
"Q8NFD5_IDR_1267_1591",0.385096428983059
"Q8NFD5_IDR_1694_1775",0.165598063942149
"Q8NFD5_IDR_1808_1912",0.264858282291819
"Q8NFF2_IDR_1_78",0.42211487474887
"Q8NFF2_IDR_261_425",0.57788512525113
"Q8NFT6_IDR_260_335",0.297123567219878
"Q8NFT6_IDR_339_501",0.265345664020977
"Q8NFT6_IDR_96_165",0.208796586261408
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.363225276826419
"Q8NFU5_IDR_262_363",0.636774723173581
"Q8NFU7_IDR_1_1332",0.332597681167954
"Q8NFU7_IDR_1743_1840",0.2560575664288
"Q8NFU7_IDR_1916_1989",0.233052329875675
"Q8NFU7_IDR_2070_2109",0.178292422527571
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.347775084346524
"Q8NFW1_IDR_274_311",0.291495717385318
"Q8NFW1_IDR_317_1626",0.360729198268158
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.230932263472152
"Q8NHM5_IDR_378_508",0.222439964827124
"Q8NHM5_IDR_565_652",0.222449442459662
"Q8NHM5_IDR_724_1040",0.324178329241062
"Q8NHP7_IDR_18_67",0.467220501232055
"Q8NHP7_IDR_284_470",0.532779498767945
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.515472416285174
"Q8NHQ8_IDR_82_200",0.484527583714826
"Q8NHQ9_IDR_486_555",0.444402674428236
"Q8NHQ9_IDR_570_600",0.555597325571764
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.452054064015279
"Q8NHY3_IDR_173_216",0.573131108011706
"Q8NHY3_IDR_269_880",0.426868891988294
"Q8NHY6_IDR_154_371",0.537727832692624
"Q8NHY6_IDR_1_97",0.462272167307376
"Q8NHZ7_IDR_1_158",0.519836218231403
"Q8NHZ7_IDR_178_208",0.480163781768597
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.331244732164621
"Q8NI08_IDR_162_215",0.414382225544925
"Q8NI08_IDR_307_652",0.254373042290453
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.0956824689023308
"Q8NI35_IDR_1164_1219",0.13197776931351
"Q8NI35_IDR_455_515",0.104785390247154
"Q8NI35_IDR_641_675",0.101859741781111
"Q8NI35_IDR_777_807",0.111528100704979
"Q8NI35_IDR_839_985",0.136176053908897
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.443054932011597
"Q8TAD2_IDR_49_87",0.556945067988403
"Q8TAD4_IDR_1_32",0.413895965956927
"Q8TAD4_IDR_545_588",0.586104034043074
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.551581267277307
"Q8TAE8_IDR_182_222",0.448418732722693
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.375147946339925
"Q8TAK6_IDR_183_271",0.624852053660075
"Q8TAL5_IDR_145_182",0.256282002889216
"Q8TAL5_IDR_272_431",0.507000749461481
"Q8TAL5_IDR_82_123",0.236717247649304
"Q8TAW3_IDR_99_172",0.570990056873454
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.5781533604066
"Q8TAZ6_IDR_205_248",0.4218466395934
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.335766792310204
"Q8TB24_IDR_181_218",0.390193302766499
"Q8TB24_IDR_242_581",0.274039904923297
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.255637892915359
"Q8TBA6_IDR_306_350",0.280112226157859
"Q8TBA6_IDR_445_475",0.237357730056249
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.645764448936348
"Q8TBK6_IDR_61_192",0.354235551063652
"Q8TBM8_IDR_220_262",0.501872937483806
"Q8TBM8_IDR_54_90",0.498127062516194
"Q8TBN0_IDR_1_90",0.546346620353129
"Q8TBN0_IDR_92_218",0.453653379646871
"Q8TBP0_IDR_1_31",0.245636353610405
"Q8TBP0_IDR_712_767",0.363604476820032
"Q8TBP0_IDR_91_286",0.390759169569563
"Q8TBP5_IDR_1_118",0.452575688485246
"Q8TBP5_IDR_144_190",0.547424311514753
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.491167862068579
"Q8TBX8_IDR_294_346",0.508832137931421
"Q8TBY8_IDR_191_246",0.316848896035592
"Q8TBY8_IDR_848_894",0.343346622038095
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.471426176788526
"Q8TC41_IDR_175_255",0.528573823211474
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.407592604121804
"Q8TC71_IDR_493_538",0.30449693820085
"Q8TC71_IDR_90_135",0.287910457677346
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.345718642076326
"Q8TCU5_IDR_986_1075",0.654281357923674
"Q8TCU6_IDR_1109_1142",0.521682535105794
"Q8TCU6_IDR_1_44",0.478317464894206
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.452123968294019
"Q8TCY9_IDR_1_65",0.547876031705981
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.496979834028226
"Q8TD94_IDR_266_323",0.503020165971774
"Q8TDB4_IDR_1_43",0.548065261140099
"Q8TDB4_IDR_70_240",0.451934738859901
"Q8TDB6_IDR_196_232",0.356081373204193
"Q8TDB6_IDR_510_556",0.329820259868341
"Q8TDB6_IDR_91_122",0.314098366927466
"Q8TDC0_IDR_1_161",0.451727872171328
"Q8TDC0_IDR_164_218",0.548272127828672
"Q8TDC3_IDR_363_589",0.580556382733998
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.104166269280953
"Q8TDJ6_IDR_1913_2032",0.0912016388715411
"Q8TDJ6_IDR_2095_2129",0.131481224156241
"Q8TDJ6_IDR_2393_2442",0.0932439844308462
"Q8TDJ6_IDR_2468_2500",0.114636228974178
"Q8TDJ6_IDR_284_332",0.120851076242622
"Q8TDJ6_IDR_416_482",0.112867114531438
"Q8TDJ6_IDR_570_602",0.116024255833168
"Q8TDJ6_IDR_921_963",0.115528207679013
"Q8TDM0_IDR_1_32",0.42936967152221
"Q8TDM0_IDR_178_211",0.57063032847779
"Q8TDM6_IDR_1435_1496",0.198083362585422
"Q8TDM6_IDR_1665_1714",0.171689391442439
"Q8TDM6_IDR_560_612",0.162755748829188
"Q8TDM6_IDR_804_1342",0.288780656829929
"Q8TDM6_IDR_92_187",0.178690840313021
"Q8TDN1_IDR_1_56",0.527697833521227
"Q8TDN1_IDR_476_519",0.472302166478772
"Q8TDN2_IDR_1_40",0.515988978687963
"Q8TDW7_IDR_4177_4353",0.465709149043283
"Q8TDW7_IDR_4355_4541",0.534290850956717
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.179753980209763
"Q8TDX9_IDR_1024_1112",0.199057012121524
"Q8TDX9_IDR_2019_2129",0.240992765176692
"Q8TDX9_IDR_2810_2849",0.196571492043434
"Q8TDX9_IDR_965_1010",0.183624750448588
"Q8TDY2_IDR_1264_1317",0.203983920574801
"Q8TDY2_IDR_1383_1494",0.310966856092348
"Q8TDY2_IDR_221_300",0.222330009866829
"Q8TDY2_IDR_600_806",0.262719213466021
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.494512756449129
"Q8TDY8_IDR_982_1124",0.505487243550871
"Q8TDZ2_IDR_616_705",0.572231657345479
"Q8TDZ2_IDR_752_922",0.427768342654521
"Q8TE12_IDR_157_198",0.331500886481438
"Q8TE12_IDR_246_368",0.668499113518562
"Q8TE49_IDR_77_113",0.422380024281984
"Q8TE85_IDR_405_437",0.260433454088687
"Q8TE85_IDR_467_511",0.347410523258716
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.451860877614101
"Q8TEB1_IDR_515_546",0.548139122385899
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.321061448001092
"Q8TEC5_IDR_442_729",0.335824222901596
"Q8TEC5_IDR_77_121",0.343114329097312
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.27518392993671
"Q8TED9_IDR_317_393",0.206912672965351
"Q8TED9_IDR_514_768",0.220865991691198
"Q8TED9_IDR_76_157",0.297037405406741
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.591376345109543
"Q8TEF2_IDR_94_133",0.408623654890457
"Q8TER5_IDR_1430_1519",0.347529492905513
"Q8TER5_IDR_942_1034",0.345559770717827
"Q8TES7_IDR_1016_1100",0.626721786093438
"Q8TES7_IDR_1_590",0.373278213906562
"Q8TEU7_IDR_1065_1475",0.138931584041757
"Q8TEU7_IDR_121_209",0.21643495702751
"Q8TEU7_IDR_1495_1535",0.185550739626254
"Q8TEU7_IDR_1540_1601",0.17200023278977
"Q8TEU7_IDR_213_247",0.147949694801617
"Q8TEU7_IDR_625_744",0.139132791713092
"Q8TEV9_IDR_212_252",0.266517263466526
"Q8TEV9_IDR_254_369",0.275796758057006
"Q8TEV9_IDR_374_707",0.457685978476468
"Q8TEW0_IDR_145_212",0.206596487531268
"Q8TEW0_IDR_215_260",0.196020693224362
"Q8TEW0_IDR_368_453",0.328691085500511
"Q8TEW0_IDR_686_1334",0.268691733743859
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.325540073172917
"Q8TEW8_IDR_306_377",0.239810486839129
"Q8TF39_IDR_223_389",0.523898674788976
"Q8TF40_IDR_173_204",0.187010393969732
"Q8TF40_IDR_245_325",0.174760793054419
"Q8TF40_IDR_593_748",0.154289964285902
"Q8TF40_IDR_68_114",0.173470866092835
"Q8TF40_IDR_758_969",0.310467982597113
"Q8TF42_IDR_1_34",0.544171392736181
"Q8TF42_IDR_349_380",0.455828607263819
"Q8TF44_IDR_15_50",0.35706981560522
"Q8TF44_IDR_56_298",0.64293018439478
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.300643615333679
"Q8TF50_IDR_160_471",0.699356384666321
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.514492785399614
"Q8WUB2_IDR_1_63",0.485507214600386
"Q8WUB8_IDR_1_64",0.522218768459015
"Q8WUB8_IDR_281_374",0.477781231540984
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.557313860364259
"Q8WUF8_IDR_219_255",0.442686139635741
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.623495339402121
"Q8WUI4_IDR_911_952",0.376504660597879
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.336829437217861
"Q8WV24_IDR_187_242",0.301204568419666
"Q8WV24_IDR_284_401",0.361965994362473
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.47494987756312
"Q8WV37_IDR_37_202",0.52505012243688
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.480389670780987
"Q8WV44_IDR_52_90",0.519610329219013
"Q8WV48_IDR_162_283",0.353671849744985
"Q8WV48_IDR_1_64",0.344312792890272
"Q8WV48_IDR_87_155",0.302015357364743
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.467510841067007
"Q8WV83_IDR_1_60",0.532489158932993
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.239053114045491
"Q8WVB6_IDR_247_277",0.267019611139041
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.13808347511639
"Q8WW38_IDR_204_250",0.115975513632068
"Q8WW38_IDR_275_352",0.16413212469558
"Q8WW38_IDR_358_1117",0.581808886555962
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.36894146683196
"Q8WWQ0_IDR_1430_1821",0.265276101025846
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.479830219673728
"Q8WWT9_IDR_167_223",0.520169780326272
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.581101552749302
"Q8WWW0_IDR_173_204",0.418898447250698
"Q8WWW8_IDR_120_395",0.498389597538351
"Q8WWW8_IDR_397_526",0.501610402461649
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.49915159654744
"Q8WWY3_IDR_338_448",0.50084840345256
"Q8WWY6_IDR_1_76",0.497893552301817
"Q8WWY6_IDR_82_121",0.502106447698183
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.254102054355428
"Q8WXG6_IDR_106_170",0.172159761238151
"Q8WXG6_IDR_437_472",0.218113235522626
"Q8WXG6_IDR_607_938",0.355624948883795
"Q8WXH0_IDR_1031_1105",0.177698723661001
"Q8WXH0_IDR_2353_2393",0.19410004306317
"Q8WXH0_IDR_3982_4491",0.218678485568349
"Q8WXH0_IDR_6349_6495",0.244578272718443
"Q8WXH0_IDR_6770_6832",0.164944474989036
"Q8WXH2_IDR_357_410",0.431534739601225
"Q8WXH2_IDR_424_723",0.568465260398775
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.219502408705989
"Q8WXI2_IDR_417_560",0.217696195867199
"Q8WXI2_IDR_672_905",0.562801395426812
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.346551197039061
"Q8WXW3_IDR_533_581",0.355697893672855
"Q8WXW3_IDR_669_757",0.297750909288084
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.548988133473032
"Q8WXX7_IDR_655_1259",0.451011866526968
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.572821241241204
"Q8WY21_IDR_1_157",0.427178758758796
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.480313542123829
"Q8WY36_IDR_120_925",0.519686457876171
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.408365706508036
"Q8WY54_IDR_492_716",0.591634293491964
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.49201613630583
"Q8WY91_IDR_88_330",0.50798386369417
"Q8WYQ9_IDR_162_804",0.737686207344342
"Q8WYR1_IDR_313_511",0.479242770811971
"Q8WYR1_IDR_565_598",0.520757229188029
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.479326348875434
"Q8WZ19_IDR_281_329",0.520673651124566
"Q8WZ42_IDR_1386_1452",0.0906990870765732
"Q8WZ42_IDR_194_889",0.0857836738929422
"Q8WZ42_IDR_32818_32928",0.116832163379625
"Q8WZ42_IDR_32971_33260",0.0680190379480976
"Q8WZ42_IDR_33393_33486",0.0958246778483549
"Q8WZ42_IDR_33581_33644",0.0716459633688118
"Q8WZ42_IDR_33743_33780",0.0742051550380745
"Q8WZ42_IDR_33872_33966",0.0805276700861335
"Q8WZ42_IDR_34165_34253",0.0852204982906669
"Q8WZ42_IDR_3714_4075",0.0926923280466559
"Q8WZ42_IDR_4170_4272",0.087224521921472
"Q8WZ42_IDR_9853_12031",0.051325223102592
"Q8WZ55_IDR_65_162",0.358689002438677
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.214775668000898
"Q92481_IDR_1_81",0.416174660363379
"Q92481_IDR_91_169",0.369049671635724
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.411861979912354
"Q92504_IDR_239_313",0.266463129976086
"Q92504_IDR_29_124",0.32167489011156
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.215290346377088
"Q92508_IDR_144_184",0.145720632222437
"Q92508_IDR_1534_1653",0.176372642796437
"Q92508_IDR_1809_1924",0.108639182234088
"Q92508_IDR_336_409",0.191736279637114
"Q92508_IDR_712_778",0.162240916732836
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.554099246955204
"Q92543_IDR_1_71",0.284447024431278
"Q92543_IDR_297_513",0.218820004975505
"Q92543_IDR_669_742",0.226043871253384
"Q92543_IDR_774_816",0.270689099339832
"Q92545_IDR_1158_1705",0.574724742672357
"Q92545_IDR_1_31",0.425275257327643
"Q92547_IDR_286_335",0.287645518434424
"Q92547_IDR_449_546",0.276311839938965
"Q92547_IDR_739_903",0.256202060187094
"Q92547_IDR_993_1263",0.179840581439517
"Q92551_IDR_343_394",0.489856119175803
"Q92551_IDR_98_200",0.510143880824197
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.340733723487588
"Q92560_IDR_566_624",0.332321424720397
"Q92560_IDR_695_729",0.326944851792016
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.493712275571737
"Q92563_IDR_368_423",0.506287724428263
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.371857402971939
"Q92609_IDR_651_717",0.248202261712878
"Q92609_IDR_719_786",0.167743805438216
"Q92610_IDR_1049_1267",0.204710748783325
"Q92610_IDR_1_68",0.139329723138589
"Q92610_IDR_73_800",0.322626861682547
"Q92610_IDR_833_863",0.148168365696862
"Q92610_IDR_914_1042",0.185164300698676
"Q92611_IDR_48_91",0.585789212457502
"Q92611_IDR_601_635",0.414210787542498
"Q92613_IDR_1_38",0.331760846651842
"Q92613_IDR_367_402",0.311376665129428
"Q92613_IDR_524_823",0.356862488218731
"Q92614_IDR_1_273",0.16849784964366
"Q92614_IDR_1938_2054",0.192808087564599
"Q92614_IDR_298_340",0.412767146290841
"Q92614_IDR_985_1018",0.2259269165009
"Q92615_IDR_1_154",0.381948216512452
"Q92615_IDR_310_341",0.381615677092081
"Q92615_IDR_395_738",0.236436106395467
"Q92625_IDR_1072_1118",0.31226249805505
"Q92625_IDR_308_663",0.255301254578015
"Q92625_IDR_832_923",0.261630280557006
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.60082466129529
"Q92628_IDR_142_397",0.39917533870471
"Q92630_IDR_1_150",0.57057254888061
"Q92630_IDR_538_601",0.42942745111939
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.534263856895938
"Q92665_IDR_1_102",0.465736143104062
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.294080591501944
"Q92766_IDR_319_446",0.100944958991802
"Q92766_IDR_476_700",0.227334425589426
"Q92766_IDR_702_770",0.0964402444874239
"Q92766_IDR_772_1687",0.281199779429404
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.630471884380009
"Q92777_IDR_421_564",0.369528115619991
"Q92783_IDR_147_212",0.403324842660945
"Q92783_IDR_267_298",0.293834008885082
"Q92783_IDR_378_540",0.302841148453973
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.722129254523229
"Q92793_IDR_1559_1612",0.113629924069306
"Q92793_IDR_1852_2432",0.164240821407465
"Q92794_IDR_313_474",0.237969812288989
"Q92805_IDR_636_689",0.355253720002236
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.477669075627595
"Q92830_IDR_383_453",0.522330924372405
"Q92831_IDR_1_89",0.506234197667097
"Q92831_IDR_366_447",0.493765802332903
"Q92833_IDR_1202_1246",0.22052786590426
"Q92833_IDR_165_549",0.251831547853427
"Q92833_IDR_43_159",0.319799626276403
"Q92833_IDR_719_805",0.207840959965911
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.524953577777887
"Q92835_IDR_869_1189",0.475046422222113
"Q92837_IDR_1_31",0.316933760460898
"Q92886_IDR_153_209",0.645926925584147
"Q92887_IDR_255_304",0.369014989172274
"Q92887_IDR_866_949",0.630985010827726
"Q92888_IDR_234_393",0.407136670491497
"Q92888_IDR_761_867",0.592863329508503
"Q92889_IDR_453_543",0.507646098306907
"Q92889_IDR_646_680",0.492353901693093
"Q92890_IDR_229_262",0.522495943141904
"Q92890_IDR_272_307",0.477504056858096
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.317977284626824
"Q92900_IDR_1_113",0.361888045172662
"Q92900_IDR_962_995",0.320134670200515
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.437506845284095
"Q92908_IDR_133_330",0.288608273572427
"Q92908_IDR_422_464",0.127633397887154
"Q92908_IDR_477_559",0.146251483256324
"Q92945_IDR_582_614",0.350265196519932
"Q92945_IDR_630_681",0.311558843707887
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.59278318218843
"Q92949_IDR_208_308",0.40721681781157
"Q92952_IDR_1_44",0.320371035249734
"Q92952_IDR_49_90",0.288481961412021
"Q92952_IDR_508_543",0.391147003338246
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.635837531389031
"Q92954_IDR_67_1129",0.364162468610969
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.334697027804804
"Q92968_IDR_214_244",0.346234833312619
"Q92968_IDR_337_403",0.319068138882577
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.478082462995217
"Q92974_IDR_671_986",0.521917537004783
"Q93073_IDR_1_57",0.328696811860839
"Q93073_IDR_64_668",0.393737925464168
"Q93073_IDR_827_1101",0.277565262674993
"Q93074_IDR_1441_1474",0.209915500128854
"Q93074_IDR_1741_2177",0.4989147087518
"Q93074_IDR_629_720",0.291169791119346
"Q93075_IDR_1_294",0.230019714984948
"Q93075_IDR_297_343",0.317023108592996
"Q93075_IDR_345_488",0.452957176422056
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.507447951088533
"Q93100_IDR_674_710",0.492552048911467
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.447375475057284
"Q969R2_IDR_406_512",0.552624524942716
"Q969R5_IDR_115_172",0.225303256389209
"Q969R5_IDR_1_84",0.478137463464521
"Q969R5_IDR_606_667",0.29655928014627
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.445961230669257
"Q969X0_IDR_144_195",0.554038769330743
"Q969X1_IDR_1_86",1
