"","GO0003682_chromatin_binding"
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.156884733801347
"Q9BVV6_IDR_1300_1440",0.172967072186363
"Q9BVV6_IDR_139_195",0.177137683296132
"Q9BVV6_IDR_197_527",0.160704279269627
"Q9BVV6_IDR_537_1297",0.170174321039135
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.784807815310777
"Q9BW71_IDR_470_556",0.215192184689223
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.395200806776113
"Q9BW85_IDR_160_323",0.604799193223887
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.481986204614481
"Q9BWF2_IDR_428_461",0.518013795385519
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.479485931584701
"Q9BWH6_IDR_35_232",0.520514068415299
"Q9BWK5_IDR_19_49",0.552558388770959
"Q9BWK5_IDR_72_142",0.447441611229041
"Q9BWL3_IDR_1_42",0.486996147889099
"Q9BWL3_IDR_194_253",0.513003852110901
"Q9BWN1_IDR_1_473",0.551971646778928
"Q9BWN1_IDR_526_560",0.448028353221072
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.483387145523719
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.472998896135764
"Q9BWW8_IDR_84_139",0.527001103864236
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.400042727663309
"Q9BWX5_IDR_219_397",0.599957272336691
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.477854985842289
"Q9BX40_IDR_83_307",0.522145014157711
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.297607449780665
"Q9BX63_IDR_71_194",0.397651876013914
"Q9BX63_IDR_893_1249",0.304740674205421
"Q9BX66_IDR_1_793",0.491701147593952
"Q9BX66_IDR_929_1236",0.508298852406048
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.491608771009004
"Q9BXB4_IDR_162_366",0.508391228990995
"Q9BXB5_IDR_1_75",0.462358975213724
"Q9BXB5_IDR_178_395",0.537641024786276
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.415618293611547
"Q9BXF3_IDR_288_445",0.315164822951399
"Q9BXF3_IDR_540_1484",0.269216883437054
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.492455663314273
"Q9BXG8_IDR_85_206",0.507544336685727
"Q9BXI6_IDR_1_52",0.452169474872166
"Q9BXI6_IDR_375_508",0.547830525127834
"Q9BXI9_IDR_1_45",0.506883207947778
"Q9BXI9_IDR_68_138",0.493116792052222
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.316790336279161
"Q9BXP2_IDR_683_720",0.336758147926622
"Q9BXP2_IDR_807_863",0.346451515794217
"Q9BXP5_IDR_1_95",0.238683357976809
"Q9BXP5_IDR_258_415",0.51421118535825
"Q9BXP5_IDR_540_598",0.247105456664942
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.514483245339225
"Q9BXQ6_IDR_251_309",0.485516754660775
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.514152047365999
"Q9BXS0_IDR_98_654",0.485847952634002
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.279064078219114
"Q9BXW9_IDR_1_44",0.327065144213925
"Q9BXW9_IDR_849_914",0.393870777566961
"Q9BXX0_IDR_111_255",0.250381091715751
"Q9BXX0_IDR_511_542",0.250856814626682
"Q9BXX0_IDR_77_108",0.24597034159832
"Q9BXX0_IDR_776_899",0.252791752059246
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.437323551031324
"Q9BXX3_IDR_265_1048",0.562676448968676
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.321456635687771
"Q9BY07_IDR_41_91",0.327945554042715
"Q9BY07_IDR_419_482",0.350597810269515
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.410430642905664
"Q9BY12_IDR_38_95",0.28744605219184
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.374442344438385
"Q9BYG3_IDR_187_293",0.625557655561615
"Q9BYG4_IDR_103_142",0.4839831583777
"Q9BYG4_IDR_252_373",0.5160168416223
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.41905707125357
"Q9BYJ9_IDR_196_369",0.58094292874643
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.450873766358288
"Q9BYT3_IDR_405_514",0.549126233641712
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.494279888407772
"Q9BYU1_IDR_62_127",0.505720111592228
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.53392392060773
"Q9BYV6_IDR_447_532",0.46607607939227
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.495671745836034
"Q9BYV8_IDR_82_137",0.504328254163966
"Q9BYV9_IDR_134_611",0.505023316493825
"Q9BYV9_IDR_737_822",0.494976683506175
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.322936518284122
"Q9BZ29_IDR_1_36",0.333607107846901
"Q9BZ29_IDR_287_320",0.343456373868977
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.242102450112729
"Q9BZ71_IDR_490_534",0.259556940349386
"Q9BZ71_IDR_64_123",0.25203387851897
"Q9BZ71_IDR_909_974",0.246306731018915
"Q9BZ72_IDR_1282_1349",0.191946964729018
"Q9BZ72_IDR_256_365",0.203432907232481
"Q9BZ72_IDR_368_419",0.2139019074275
"Q9BZ72_IDR_579_709",0.193323379768307
"Q9BZ72_IDR_840_898",0.197394840842695
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.494400217150825
"Q9BZ81_IDR_243_275",0.505599782849175
"Q9BZ95_IDR_1_262",0.408355630232647
"Q9BZ95_IDR_396_700",0.591644369767353
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.495676771419115
"Q9BZC1_IDR_282_354",0.504323228580885
"Q9BZC7_IDR_1324_1424",0.309830724713865
"Q9BZC7_IDR_2367_2417",0.328813300197784
"Q9BZC7_IDR_350_398",0.361355975088351
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.306910595865614
"Q9BZF1_IDR_273_402",0.328365854151543
"Q9BZF1_IDR_771_877",0.364723549982842
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.24752551186864
"Q9BZF3_IDR_184_278",0.254746753120727
"Q9BZF3_IDR_281_381",0.241097527450553
"Q9BZF3_IDR_395_553",0.256630207560079
"Q9BZF9_IDR_257_631",0.513070705068758
"Q9BZF9_IDR_656_706",0.486929294931242
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.504304438665444
"Q9BZG8_IDR_398_443",0.495695561334556
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.502311507683964
"Q9BZI7_IDR_209_483",0.497688492316036
"Q9BZJ0_IDR_152_183",0.507334987114715
"Q9BZJ0_IDR_83_118",0.492665012885285
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.50165745609303
"Q9BZS1_IDR_244_309",0.49834254390697
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.509593202606983
"Q9BZV2_IDR_466_496",0.490406797393017
"Q9BZV3_IDR_169_236",0.328811281270171
"Q9BZV3_IDR_35_74",0.332165300911501
"Q9BZV3_IDR_393_835",0.339023417818328
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.335347071400005
"Q9BZW7_IDR_60_90",0.346897296332532
"Q9BZW7_IDR_625_698",0.317755632267462
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.484584366240062
"Q9C0A1_IDR_1_106",0.135220274880036
"Q9C0A1_IDR_1645_2065",0.119331561103145
"Q9C0A1_IDR_2122_2338",0.125927836152143
"Q9C0A1_IDR_2395_2439",0.124937348673326
"Q9C0A1_IDR_2517_2572",0.124918986741225
"Q9C0A1_IDR_295_822",0.118797581629293
"Q9C0A1_IDR_824_869",0.114874450136076
"Q9C0A1_IDR_878_1639",0.135991960684757
"Q9C0A6_IDR_119_205",0.345149170901245
"Q9C0A6_IDR_15_45",0.277069216308983
"Q9C0A6_IDR_406_1442",0.377781612789772
"Q9C0B0_IDR_150_208",0.329486346810441
"Q9C0B0_IDR_222_293",0.339145732742707
"Q9C0B0_IDR_295_654",0.331367920446852
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.225769405265934
"Q9C0B2_IDR_1_79",0.274275327370675
"Q9C0B2_IDR_359_488",0.268085905067751
"Q9C0B2_IDR_662_730",0.231869362295641
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.223986059071099
"Q9C0D4_IDR_368_670",0.217048730870984
"Q9C0D4_IDR_676_912",0.337936817598889
"Q9C0D5_IDR_1_358",0.358316085972475
"Q9C0D5_IDR_1422_1861",0.317423731704495
"Q9C0D5_IDR_434_488",0.32426018232303
"Q9C0D6_IDR_1_94",0.545915585058606
"Q9C0D6_IDR_470_1143",0.454084414941394
"Q9C0D7_IDR_204_236",0.330726120563725
"Q9C0D7_IDR_404_774",0.317905306476936
"Q9C0D7_IDR_51_160",0.351368572959339
"Q9C0E4_IDR_1_38",0.343551028870194
"Q9C0E4_IDR_339_444",0.328657394626663
"Q9C0E4_IDR_740_932",0.327791576503143
"Q9C0E8_IDR_142_248",0.47645904277003
"Q9C0E8_IDR_308_428",0.52354095722997
"Q9C0F0_IDR_1_35",0.273312617558672
"Q9C0F0_IDR_320_2208",0.455239062756373
"Q9C0F0_IDR_74_318",0.271448319684956
"Q9C0F1_IDR_124_237",0.538276461500116
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.488610969694892
"Q9C0K7_IDR_298_335",0.511389030305108
"Q9GZM5_IDR_305_350",0.483516207133346
"Q9GZM5_IDR_40_106",0.516483792866654
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.508585039701634
"Q9GZN6_IDR_689_736",0.491414960298366
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.212835669982619
"Q9GZR1_IDR_37_438",0.321999194727217
"Q9GZR1_IDR_599_644",0.229111265504113
"Q9GZR1_IDR_779_966",0.236053869786051
"Q9GZR2_IDR_1_69",0.48290790197231
"Q9GZV5_IDR_153_357",0.502196908038334
"Q9GZV5_IDR_57_121",0.497803091961666
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.48142216563235
"Q9GZY6_IDR_145_243",0.51857783436765
"Q9GZY8_IDR_1_84",0.46778843303016
"Q9GZY8_IDR_87_301",0.53221156696984
"Q9GZZ0_IDR_1_275",0.508660551986528
"Q9GZZ0_IDR_279_328",0.491339448013472
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.50002800557674
"Q9H000_IDR_46_169",0.49997199442326
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.244893937817329
"Q9H089_IDR_247_358",0.263360600384523
"Q9H089_IDR_565_596",0.245740964820065
"Q9H089_IDR_599_658",0.246004496978084
"Q9H091_IDR_112_198",0.548481831916612
"Q9H091_IDR_701_742",0.451518168083388
"Q9H093_IDR_1_49",0.506695634529127
"Q9H093_IDR_308_559",0.493304365470873
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.512447843506458
"Q9H095_IDR_84_144",0.487552156493542
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.51014825877681
"Q9H0B6_IDR_590_622",0.48985174122319
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.512545175932529
"Q9H0C3_IDR_471_514",0.487454824067471
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.269414924129912
"Q9H0D2_IDR_1_216",0.238686396484136
"Q9H0D2_IDR_1300_1346",0.251623122219926
"Q9H0D2_IDR_221_975",0.240275557166026
"Q9H0D6_IDR_414_507",0.569764339583249
"Q9H0D6_IDR_859_950",0.430235660416751
"Q9H0F6_IDR_305_350",0.503159284334021
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.544900968424528
"Q9H0H5_IDR_548_623",0.455099031575472
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.493694541115952
"Q9H0I3_IDR_52_100",0.506305458884048
"Q9H0J4_IDR_1_59",0.325177439616051
"Q9H0J4_IDR_1608_1663",0.342882470234946
"Q9H0J4_IDR_61_1217",0.331940090149003
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.280855213314452
"Q9H0K4_IDR_365_420",0.382788680487977
"Q9H0K4_IDR_561_594",0.336356106197571
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.531592677875086
"Q9H0M0_IDR_415_454",0.468407322124914
"Q9H0M4_IDR_1_248",0.407661709571091
"Q9H0M4_IDR_431_637",0.592338290428909
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.324457492488923
"Q9H116_IDR_131_316",0.64435256912877
"Q9H116_IDR_611_681",0.35564743087123
"Q9H147_IDR_134_183",0.570861163887038
"Q9H147_IDR_1_60",0.429138836112962
"Q9H156_IDR_266_320",0.503534342641322
"Q9H156_IDR_647_743",0.496465657358678
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.529579334992458
"Q9H1B7_IDR_511_708",0.553011071365884
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.476796302195645
"Q9H1C4_IDR_521_597",0.523203697804355
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.506015796226774
"Q9H1D0_IDR_692_760",0.493984203773226
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.472356665936429
"Q9H1H9_IDR_547_577",0.527643334063571
"Q9H1I8_IDR_408_465",0.499976442270854
"Q9H1I8_IDR_509_757",0.500023557729146
"Q9H1J1_IDR_1_65",0.493012393970427
"Q9H1J1_IDR_225_476",0.506987606029573
"Q9H1K0_IDR_206_246",0.329435446891611
"Q9H1K0_IDR_379_468",0.338817596895805
"Q9H211_IDR_1_170",0.617496209453814
"Q9H211_IDR_369_432",0.382503790546186
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.506080884035029
"Q9H252_IDR_717_960",0.493919115964971
"Q9H254_IDR_2119_2153",0.332753346014049
"Q9H254_IDR_2174_2437",0.340182801730146
"Q9H254_IDR_2529_2564",0.327063852255805
"Q9H257_IDR_166_283",0.458109745150064
"Q9H257_IDR_341_536",0.541890254849936
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.591020402190808
"Q9H2A3_IDR_175_272",0.408979597809192
"Q9H2A7_IDR_103_238",0.517617782625315
"Q9H2A7_IDR_1_33",0.482382217374685
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.51662691344075
"Q9H2K0_IDR_245_278",0.463728011942355
"Q9H2K0_IDR_27_77",0.536271988057645
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.512491934154952
"Q9H2K8_IDR_558_595",0.487508065845048
"Q9H2P0_IDR_132_163",0.231276945139422
"Q9H2P0_IDR_194_449",0.22210682578549
"Q9H2P0_IDR_690_745",0.253341906609846
"Q9H2P0_IDR_841_1102",0.293274322465242
"Q9H2S1_IDR_1_67",0.289265883546691
"Q9H2S1_IDR_535_579",0.300360630483904
"Q9H2S1_IDR_69_118",0.410373485969404
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.653856246981294
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.514105018392209
"Q9H329_IDR_369_900",0.485894981607791
"Q9H330_IDR_1_45",0.325049233067846
"Q9H330_IDR_236_354",0.360487786650693
"Q9H330_IDR_846_879",0.314462980281461
"Q9H334_IDR_1_297",0.347797295011414
"Q9H334_IDR_357_442",0.327274245108796
"Q9H334_IDR_543_677",0.32492845987979
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.494403807862291
"Q9H347_IDR_94_172",0.505596192137709
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.307828645076596
"Q9H3D4_IDR_351_399",0.37378028542514
"Q9H3D4_IDR_428_542",0.318391069498264
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.328252071391087
"Q9H3S1_IDR_645_678",0.329307161474724
"Q9H3S1_IDR_709_761",0.342440767134189
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.205708575170026
"Q9H3S7_IDR_1589_1620",0.172256778380866
"Q9H3S7_IDR_705_784",0.24688341292275
"Q9H3S7_IDR_851_926",0.164312660382772
"Q9H3S7_IDR_928_1158",0.210838573143584
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.481579638351808
"Q9H3Y8_IDR_61_114",0.518420361648192
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.239299034665257
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.442327842174943
"Q9H4D0_IDR_888_945",0.557672157825057
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.582274944716594
"Q9H4G0_IDR_391_881",0.417725055283406
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.493898485333458
"Q9H4I0_IDR_98_298",0.506101514666542
"Q9H4I2_IDR_1_139",0.148015126523237
"Q9H4I2_IDR_154_350",0.169111846000256
"Q9H4I2_IDR_354_541",0.16504545567683
"Q9H4I2_IDR_543_622",0.151339201149794
"Q9H4I2_IDR_664_771",0.201608995908355
"Q9H4I2_IDR_888_956",0.164879374741528
"Q9H4Z2_IDR_171_244",0.233050015041338
"Q9H4Z2_IDR_248_459",0.323624410231239
"Q9H4Z2_IDR_681_924",0.21792017852561
"Q9H4Z3_IDR_1_33",0.315586591258046
"Q9H4Z3_IDR_669_704",0.300851492022408
"Q9H4Z3_IDR_82_158",0.383561916719547
"Q9H501_IDR_538_602",0.189879182607707
"Q9H501_IDR_610_748",0.357599887532492
"Q9H501_IDR_75_343",0.302026617836427
"Q9H501_IDR_792_825",0.150494312023373
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.483949602464468
"Q9H582_IDR_1_1037",0.516050397535532
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.147531225877533
"Q9H5I5_IDR_360_416",0.128550790712123
"Q9H5I5_IDR_421_490",0.137272296167886
"Q9H5I5_IDR_608_675",0.171589878712521
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.502149331499403
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.497850668500597
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.327194328830584
"Q9H665_IDR_40_88",0.326864533585046
"Q9H665_IDR_94_240",0.345941137584371
"Q9H693_IDR_1_64",0.516938257602702
"Q9H693_IDR_84_158",0.483061742397298
"Q9H694_IDR_416_757",0.341852661559521
"Q9H694_IDR_777_848",0.341642695140559
"Q9H694_IDR_941_973",0.31650464329992
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.443086412149306
"Q9H6A9_IDR_94_643",0.556913587850694
"Q9H6B1_IDR_52_82",0.182227599336663
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.520271741050006
"Q9H6L5_IDR_256_497",0.479728258949994
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.340149742449699
"Q9H6R7_IDR_435_552",0.333742194955769
"Q9H6R7_IDR_678_721",0.326108062594533
"Q9H6S0_IDR_1182_1284",0.49949103537007
"Q9H6S0_IDR_1_38",0.50050896462993
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.224548696459267
"Q9H6S3_IDR_175_249",0.294587021552345
"Q9H6S3_IDR_437_490",0.228374555311788
"Q9H6S3_IDR_578_620",0.252489726676601
"Q9H6T3_IDR_251_281",0.311012123003299
"Q9H6T3_IDR_34_87",0.383155816593152
"Q9H6T3_IDR_401_539",0.305832060403549
"Q9H6U6_IDR_781_814",0.505159032320137
"Q9H6U6_IDR_842_928",0.494840967679863
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.330703506859769
"Q9H707_IDR_173_211",0.33510159103435
"Q9H707_IDR_59_103",0.334194902105881
"Q68CR7_IDR_334_376",0.512890243058282
"Q68CR7_IDR_407_880",0.487109756941718
"Q68CZ1_IDR_1_219",0.461416826490198
"Q68CZ1_IDR_929_1145",0.538583173509802
"Q68CZ2_IDR_338_600",0.549102405441843
"Q68CZ2_IDR_606_1158",0.450897594558157
"Q68CZ6_IDR_224_305",0.502948234055946
"Q68CZ6_IDR_418_449",0.497051765944054
"Q68D10_IDR_1_610",0.528180720780917
"Q68D10_IDR_644_685",0.471819279219083
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.392396164934026
"Q68DA7_IDR_1384_1419",0.309175597013085
"Q68DA7_IDR_35_85",0.298428238052889
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.313463735436708
"Q68DE3_IDR_152_2172",0.37237570329268
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.513479668040232
"Q68G74_IDR_278_356",0.486520331959768
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.366600388068464
"Q69YN4_IDR_579_616",0.329946726008079
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.261596917924326
"Q69YZ2_IDR_250_282",0.246235615616855
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.303452885923456
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.241879730277947
"Q69YZ2_IDR_79_112",0.250287736180872
"Q6AWC2_IDR_1019_1071",0.194331085734084
"Q6AWC2_IDR_828_997",0.214540901171208
"Q6AZW8_IDR_1_54",1
