"","GO0005615_extracellular_space"
"Q8WXG6_IDR_106_170",0.237000191474862
"Q8WXG6_IDR_437_472",0.257623406402426
"Q8WXG6_IDR_607_938",0.249247605419901
"Q8WXH0_IDR_1031_1105",0.183858054802441
"Q8WXH0_IDR_2353_2393",0.184004167204722
"Q8WXH0_IDR_3982_4491",0.203339274000968
"Q8WXH0_IDR_6349_6495",0.237273983811279
"Q8WXH0_IDR_6770_6832",0.19152452018059
"Q8WXH2_IDR_357_410",0.526392057298505
"Q8WXH2_IDR_424_723",0.473607942701495
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.344993421930469
"Q8WXI2_IDR_417_560",0.327353205751141
"Q8WXI2_IDR_672_905",0.32765337231839
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.325052624974178
"Q8WXW3_IDR_533_581",0.339698451031134
"Q8WXW3_IDR_669_757",0.335248923994687
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.568821992112174
"Q8WXX7_IDR_655_1259",0.431178007887826
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.440934918951406
"Q8WY21_IDR_1_157",0.559065081048594
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.529500958348031
"Q8WY36_IDR_120_925",0.470499041651969
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.510855221663972
"Q8WY54_IDR_492_716",0.489144778336028
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.542998050060026
"Q8WY91_IDR_88_330",0.457001949939974
"Q8WYQ9_IDR_162_804",0.51394278043481
"Q8WYR1_IDR_313_511",0.461738579108968
"Q8WYR1_IDR_565_598",0.538261420891032
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.526725124360726
"Q8WZ19_IDR_281_329",0.473274875639274
"Q8WZ42_IDR_1386_1452",0.0820351565006912
"Q8WZ42_IDR_194_889",0.0859703739442421
"Q8WZ42_IDR_32818_32928",0.0838110758525208
"Q8WZ42_IDR_32971_33260",0.0767685916824825
"Q8WZ42_IDR_33393_33486",0.0821342234565817
"Q8WZ42_IDR_33581_33644",0.0850143297951917
"Q8WZ42_IDR_33743_33780",0.0822248946977178
"Q8WZ42_IDR_33872_33966",0.081428089035198
"Q8WZ42_IDR_34165_34253",0.0840163393191462
"Q8WZ42_IDR_3714_4075",0.0925062358428634
"Q8WZ42_IDR_4170_4272",0.0819983202756228
"Q8WZ42_IDR_9853_12031",0.0820923695977418
"Q8WZ55_IDR_65_162",0.366934243550605
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.33652297466214
"Q92481_IDR_1_81",0.34567649538994
"Q92481_IDR_91_169",0.31780052994792
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.365184633318286
"Q92504_IDR_239_313",0.304864248499507
"Q92504_IDR_29_124",0.329951118182207
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.165707051826584
"Q92508_IDR_144_184",0.163231814987113
"Q92508_IDR_1534_1653",0.16955579043849
"Q92508_IDR_1809_1924",0.15962367047081
"Q92508_IDR_336_409",0.172770608652884
"Q92508_IDR_712_778",0.169111063624121
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.554013168533123
"Q92543_IDR_1_71",0.303876478576263
"Q92543_IDR_297_513",0.240499681060373
"Q92543_IDR_669_742",0.230562245349733
"Q92543_IDR_774_816",0.225061595013632
"Q92545_IDR_1158_1705",0.450087175215372
"Q92545_IDR_1_31",0.549912824784628
"Q92547_IDR_286_335",0.257330350579555
"Q92547_IDR_449_546",0.247733214996151
"Q92547_IDR_739_903",0.259170482056991
"Q92547_IDR_993_1263",0.235765952367303
"Q92551_IDR_343_394",0.513346294747338
"Q92551_IDR_98_200",0.486653705252662
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.330038716616567
"Q92560_IDR_566_624",0.326185461259341
"Q92560_IDR_695_729",0.343775822124091
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.550905755085035
"Q92563_IDR_368_423",0.449094244914965
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.272318424068015
"Q92609_IDR_651_717",0.235687619650937
"Q92609_IDR_719_786",0.235634314316008
"Q92610_IDR_1049_1267",0.187465812092532
"Q92610_IDR_1_68",0.195403541817429
"Q92610_IDR_73_800",0.23494008444305
"Q92610_IDR_833_863",0.207056500551661
"Q92610_IDR_914_1042",0.175134061095328
"Q92611_IDR_48_91",0.514197970778567
"Q92611_IDR_601_635",0.485802029221433
"Q92613_IDR_1_38",0.336671151836405
"Q92613_IDR_367_402",0.335661847625836
"Q92613_IDR_524_823",0.32766700053776
"Q92614_IDR_1_273",0.222794841475284
"Q92614_IDR_1938_2054",0.224366208863612
"Q92614_IDR_298_340",0.306852761197364
"Q92614_IDR_985_1018",0.24598618846374
"Q92615_IDR_1_154",0.33337666919885
"Q92615_IDR_310_341",0.328509206403924
"Q92615_IDR_395_738",0.338114124397226
"Q92625_IDR_1072_1118",0.25848388093089
"Q92625_IDR_308_663",0.226738996740614
"Q92625_IDR_832_923",0.245565749500776
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.547180688134015
"Q92628_IDR_142_397",0.452819311865985
"Q92630_IDR_1_150",0.49053528362471
"Q92630_IDR_538_601",0.50946471637529
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.470523187395221
"Q92665_IDR_1_102",0.529476812604779
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.195322017579829
"Q92766_IDR_319_446",0.214523594566997
"Q92766_IDR_476_700",0.211550515488002
"Q92766_IDR_702_770",0.196750185075987
"Q92766_IDR_772_1687",0.181853687289185
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.502792429090699
"Q92777_IDR_421_564",0.497207570909301
"Q92783_IDR_147_212",0.315279914312282
"Q92783_IDR_267_298",0.323381129899433
"Q92783_IDR_378_540",0.361338955788286
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.386454936579673
"Q92793_IDR_1559_1612",0.288405999390965
"Q92793_IDR_1852_2432",0.325139064029362
"Q92794_IDR_313_474",0.519465065358535
"Q92805_IDR_636_689",0.331702302588383
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.502543774751935
"Q92830_IDR_383_453",0.497456225248065
"Q92831_IDR_1_89",0.524503833689448
"Q92831_IDR_366_447",0.475496166310552
"Q92833_IDR_1202_1246",0.291988475422464
"Q92833_IDR_165_549",0.218609898139016
"Q92833_IDR_43_159",0.247953939514671
"Q92833_IDR_719_805",0.241447686923849
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.513919734652346
"Q92835_IDR_869_1189",0.486080265347654
"Q92837_IDR_1_31",0.30785049036378
"Q92886_IDR_153_209",0.525214130662238
"Q92887_IDR_255_304",0.523323064927221
"Q92887_IDR_866_949",0.476676935072779
"Q92888_IDR_234_393",0.480395691710911
"Q92888_IDR_761_867",0.519604308289089
"Q92889_IDR_453_543",0.481961886875662
"Q92889_IDR_646_680",0.518038113124338
"Q92890_IDR_229_262",0.517259160361761
"Q92890_IDR_272_307",0.482740839638239
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.341620325015679
"Q92900_IDR_1_113",0.3107986077388
"Q92900_IDR_962_995",0.347581067245521
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.245850887217391
"Q92908_IDR_133_330",0.275855819314063
"Q92908_IDR_422_464",0.247857960944029
"Q92908_IDR_477_559",0.230435332524518
"Q92945_IDR_582_614",0.315829311751869
"Q92945_IDR_630_681",0.339395612679482
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.484913075668894
"Q92949_IDR_208_308",0.515086924331106
"Q92952_IDR_1_44",0.348237983400831
"Q92952_IDR_49_90",0.311338057541579
"Q92952_IDR_508_543",0.34042395905759
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.560514227026769
"Q92954_IDR_67_1129",0.439485772973231
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.333061941769069
"Q92968_IDR_214_244",0.341796237238966
"Q92968_IDR_337_403",0.325141820991965
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.51593245462416
"Q92974_IDR_671_986",0.48406754537584
"Q93073_IDR_1_57",0.363204747715806
"Q93073_IDR_64_668",0.37358553664415
"Q93073_IDR_827_1101",0.263209715640044
"Q93074_IDR_1441_1474",0.328278823651586
"Q93074_IDR_1741_2177",0.375745932386365
"Q93074_IDR_629_720",0.295975243962049
"Q93075_IDR_1_294",0.311643530613948
"Q93075_IDR_297_343",0.341933153713292
"Q93075_IDR_345_488",0.34642331567276
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.516195051742918
"Q93100_IDR_674_710",0.483804948257082
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.546837938791143
"Q969R2_IDR_406_512",0.453162061208857
"Q969R5_IDR_115_172",0.339444030923597
"Q969R5_IDR_1_84",0.333952834966256
"Q969R5_IDR_606_667",0.326603134110147
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.512574776194258
"Q969X0_IDR_144_195",0.487425223805742
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.467109521699914
"Q96A47_IDR_243_359",0.532890478300086
"Q96A49_IDR_1_54",0.518198626519148
"Q96A49_IDR_219_336",0.481801373480852
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.528226349301151
"Q96A56_IDR_42_95",0.471773650698849
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.505582805322607
"Q96AP0_IDR_324_487",0.494417194677393
"Q96AP4_IDR_205_275",0.504180706936123
"Q96AP4_IDR_54_158",0.495819293063877
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.346241832641599
"Q96AQ6_IDR_215_579",0.334768672839099
"Q96AQ6_IDR_696_731",0.318989494519302
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.235518599219273
"Q96AV8_IDR_372_911",0.280193096297597
"Q96AV8_IDR_7_91",0.264084958873706
"Q96AV8_IDR_93_141",0.220203345609424
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.459650076926821
"Q96BF6_IDR_124_355",0.337119836497038
"Q96BF6_IDR_358_494",0.329830430969898
"Q96BF6_IDR_498_587",0.333049732533064
"Q96BH1_IDR_208_261",0.509551270331608
"Q96BH1_IDR_267_459",0.490448729668392
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.443363377608574
"Q96BN6_IDR_298_582",0.556636622391426
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.481517510501359
"Q96BR6_IDR_1_84",0.518482489498641
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.46915914540957
"Q96C12_IDR_79_120",0.53084085459043
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.249274960473272
"Q96C34_IDR_1_42",0.252976147224742
"Q96C34_IDR_289_335",0.252131034636452
"Q96C34_IDR_44_86",0.245617857665534
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.474623449834541
"Q96C57_IDR_1_75",0.525376550165459
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.462306981110406
"Q96C92_IDR_350_381",0.537693018889594
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.313736226703385
"Q96CP6_IDR_538_631",0.371082682794331
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.4870774872016
"Q96CV9_IDR_505_547",0.5129225127984
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.350320687647352
"Q96CW6_IDR_226_286",0.314864962227408
"Q96CW6_IDR_79_133",0.33481435012524
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.325620266427819
"Q96D31_IDR_202_249",0.360846165434867
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.244185730748618
"Q96DT7_IDR_278_342",0.255303631872648
"Q96DT7_IDR_466_696",0.248475475527646
"Q96DT7_IDR_808_871",0.252035161851088
"Q96DU7_IDR_1_331",0.489594011399411
"Q96DU7_IDR_333_385",0.510405988600589
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.52824324489408
"Q96DX7_IDR_52_175",0.47175675510592
"Q96DX8_IDR_130_160",0.484139445688295
"Q96DX8_IDR_163_246",0.515860554311705
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.509267344921033
"Q96DY7_IDR_681_827",0.490732655078967
"Q96DZ5_IDR_1_40",0.240540114157491
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.515071747487387
"Q96EK2_IDR_494_531",0.484928252512613
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.506780733212286
"Q96EK7_IDR_857_910",0.493219266787714
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.49574764002868
"Q96EP1_IDR_383_453",0.504252359971319
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.624100893787119
"Q96EP9_IDR_391_437",0.375899106212881
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.664472662794556
"Q96F46_IDR_721_795",0.335527337205444
"Q96F63_IDR_1_61",0.51648475230306
"Q96F63_IDR_194_274",0.48351524769694
"Q96F81_IDR_1135_1474",0.495063863475656
"Q96F81_IDR_1_210",0.504936136524344
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.315390954770174
"Q96FC9_IDR_520_558",0.345638451012743
"Q96FC9_IDR_78_113",0.338970594217083
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.484042763053797
"Q96FF7_IDR_39_194",0.515957236946203
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.48400668399159
"Q96GS4_IDR_214_251",0.51599331600841
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.507513518155179
"Q96GV9_IDR_78_148",0.492486481844821
"Q96GW7_IDR_358_638",0.539215865453544
"Q96GW7_IDR_876_911",0.460784134546456
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.414541719683882
"Q96HI0_IDR_1_184",0.351510093188619
"Q96HI0_IDR_189_240",0.331949717333288
"Q96HI0_IDR_249_495",0.316540189478092
"Q96HJ3_IDR_1_140",0.510787897477607
"Q96HJ3_IDR_329_373",0.489212102522393
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.510193444808827
"Q96HM7_IDR_387_432",0.489806555191173
"Q96I76_IDR_225_320",0.458313953875084
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.392730477449139
"Q96II8_IDR_281_312",0.328750927545378
"Q96II8_IDR_314_654",0.278518595005483
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.47651482362785
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.463619310797755
"Q96J92_IDR_521_1243",0.536380689202246
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.563396767061324
"Q96JA1_IDR_821_928",0.2232820256014
"Q96JA1_IDR_936_1093",0.213321207337275
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.499220027699402
"Q96JB1_IDR_932_962",0.500779972300597
"Q96JB2_IDR_498_544",0.47952675980445
"Q96JB2_IDR_61_100",0.52047324019555
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.257477891791928
"Q96JM2_IDR_165_1113",0.243571209273495
"Q96JM2_IDR_2138_2186",0.255230145441673
"Q96JM2_IDR_28_163",0.243720753492903
"Q96JM3_IDR_1_63",0.53873622541159
"Q96JM3_IDR_82_691",0.46126377458841
"Q96JM4_IDR_1_200",0.137589116957781
"Q96JM4_IDR_1223_1332",0.137509309122675
"Q96JM4_IDR_1353_1391",0.151476908182215
"Q96JM4_IDR_318_732",0.14208544452411
"Q96JQ2_IDR_294_1002",0.482155137565532
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.530529845631597
"Q96JY0_IDR_64_106",0.469470154368403
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.498851541838771
"Q96K17_IDR_1_34",0.501148458161229
"Q96K21_IDR_131_415",0.446950719966519
"Q96K21_IDR_1_89",0.553049280033481
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.473668496171791
"Q96K49_IDR_523_555",0.526331503828209
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.361416374434994
"Q96KM6_IDR_1_723",0.50431695173778
"Q96KM6_IDR_813_892",0.49568304826222
"Q96KN1_IDR_275_310",0.517458092748923
"Q96KN1_IDR_43_75",0.482541907251077
"Q96KN3_IDR_166_217",0.248201602442725
"Q96KN3_IDR_1_70",0.273640424745563
"Q96KN3_IDR_226_334",0.246570471953908
"Q96KN3_IDR_340_472",0.231587500857804
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.242825801138331
"Q96KN7_IDR_451_528",0.270029279417763
"Q96KN7_IDR_584_616",0.253829659938062
"Q96KN7_IDR_937_1114",0.233315259505844
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.477455301327953
"Q96KP6_IDR_227_325",0.522544698672047
"Q96KQ4_IDR_230_267",0.347144659924527
"Q96KQ4_IDR_86_123",0.31293078021569
"Q96L73_IDR_1_315",0.255720763083993
"Q96L73_IDR_2207_2636",0.278297643473154
"Q96L73_IDR_2653_2696",0.240514985225254
"Q96L73_IDR_435_1542",0.225466608217599
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.489873394934153
"Q96L93_IDR_593_628",0.510126605065847
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.508540776057826
"Q96LC9_IDR_1_97",0.491459223942174
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.480588875641682
"Q96LI6_IDR_194_327",0.519411124358318
"Q96LI9_IDR_1_36",0.502440955457779
"Q96LI9_IDR_260_332",0.497559044542221
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.24714081998468
"Q96LX7_IDR_144_190",0.230715080097165
"Q96LX7_IDR_192_378",0.28789794650944
"Q96LX7_IDR_572_622",0.234246153408715
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.515776049780081
"Q96LY2_IDR_302_350",0.484223950219919
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.35466250598913
"Q96M02_IDR_299_402",0.341667595315341
"Q96M02_IDR_411_651",0.303669898695529
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.492240296176078
"Q96MC2_IDR_559_616",0.507759703823922
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.514614161661205
"Q96MC6_IDR_450_490",0.485385838338795
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.251513724714149
"Q96ME7_IDR_202_271",0.264843596833997
"Q96ME7_IDR_291_377",0.254060881967871
"Q96ME7_IDR_471_567",0.229581796483982
"Q96MF2_IDR_122_245",0.514450648658446
"Q96MF2_IDR_1_97",0.485549351341554
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.479472059129795
"Q96MH2_IDR_150_184",0.520527940870204
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.486521627197673
"Q96MT7_IDR_1058_1115",0.20351177200284
"Q96MT7_IDR_1283_1345",0.220510814720337
"Q96MT7_IDR_1494_1538",0.188299639414178
"Q96MT8_IDR_102_144",0.231235754854193
"Q96MT8_IDR_173_224",0.251938000855721
"Q96MT8_IDR_286_367",0.254359125454349
"Q96MT8_IDR_475_660",0.262467118835737
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.484770596540949
"Q96MU7_IDR_508_727",0.515229403459051
"Q96N77_IDR_119_262",0.482723408777304
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.495555830161688
"Q96N95_IDR_1_46",0.504444169838312
"Q96N96_IDR_1_134",0.478724181374791
"Q96N96_IDR_576_652",0.521275818625209
"Q96NA2_IDR_349_401",0.508854478096147
"Q96NA2_IDR_93_347",0.491145521903853
"Q96NA8_IDR_1_40",0.253227133532654
"Q96NA8_IDR_47_133",0.243472974290961
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.488727186047966
"Q96NT1_IDR_1_65",0.511272813952034
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.511260596133302
"Q96NU1_IDR_623_677",0.488739403866698
"Q96NW4_IDR_622_665",0.500748528532819
"Q96NW4_IDR_962_1050",0.499251471467181
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.521793591289508
"Q96P50_IDR_519_658",0.478206408710492
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.498780823824077
"Q96P64_IDR_323_384",0.501219176175923
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.478699716452261
"Q96P66_IDR_477_508",0.521300283547739
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.349563276657008
"Q96P71_IDR_160_224",0.309407831930126
"Q96P71_IDR_234_281",0.341028891412866
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.196257583801882
"Q96PC5_IDR_1083_1412",0.199964990900679
"Q96PC5_IDR_1_56",0.23270231609824
"Q96PC5_IDR_888_937",0.195998803363558
"Q96PC5_IDR_92_600",0.175076305835641
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.362329202138451
"Q96PM9_IDR_272_315",0.325121888839452
"Q96PM9_IDR_84_260",0.312548909022097
"Q96PP4_IDR_134_173",0.514554100590399
"Q96PP4_IDR_182_232",0.485445899409601
"Q96PQ0_IDR_1108_1141",0.389758706326424
"Q96PQ0_IDR_1_131",0.610241293673576
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.483676779822335
"Q96PQ6_IDR_1_53",0.516323220177665
"Q96PR1_IDR_40_94",0.493759399217907
"Q96PR1_IDR_486_638",0.506240600782093
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.327573099609291
"Q96PU4_IDR_624_687",0.349891974426952
"Q96PU4_IDR_77_117",0.322534925963757
"Q96PU5_IDR_155_208",0.327994274653488
"Q96PY6_IDR_1066_1178",0.455633429980505
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.51580070179566
"Q96Q04_IDR_545_1460",0.484199298204341
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.406456044719557
"Q96Q15_IDR_1870_1920",0.293887158897589
"Q96Q15_IDR_3520_3604",0.299656796382854
"Q96Q35_IDR_18_80",0.516579427052237
"Q96Q35_IDR_399_445",0.483420572947762
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
