"","GO0006820_anion_transport"
"Q9H4I0_IDR_373_479",0.511812656833016
"Q9H4I0_IDR_98_298",0.488187343166984
"Q9H4I2_IDR_1_139",0.23528186552986
"Q9H4I2_IDR_154_350",0.146562758825185
"Q9H4I2_IDR_354_541",0.143236695910891
"Q9H4I2_IDR_543_622",0.146985201744365
"Q9H4I2_IDR_664_771",0.162011184292366
"Q9H4I2_IDR_888_956",0.165922293697333
"Q9H4Z2_IDR_171_244",0.269565931454756
"Q9H4Z2_IDR_248_459",0.235001035087784
"Q9H4Z2_IDR_681_924",0.264084020072806
"Q9H4Z3_IDR_1_33",0.339235731460255
"Q9H4Z3_IDR_669_704",0.336556736512895
"Q9H4Z3_IDR_82_158",0.32420753202685
"Q9H501_IDR_538_602",0.25746141531449
"Q9H501_IDR_610_748",0.242855539242901
"Q9H501_IDR_75_343",0.24744734628638
"Q9H501_IDR_792_825",0.252235699156229
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.418829164311222
"Q9H582_IDR_1_1037",0.581170835688778
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.153378095760057
"Q9H5I5_IDR_360_416",0.152717493536488
"Q9H5I5_IDR_421_490",0.164580045552154
"Q9H5I5_IDR_608_675",0.128134051826672
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.419200161866241
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.580799838133759
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.32794219105815
"Q9H665_IDR_40_88",0.371082478161401
"Q9H665_IDR_94_240",0.300975330780449
"Q9H693_IDR_1_64",0.489858886785482
"Q9H693_IDR_84_158",0.510141113214518
"Q9H694_IDR_416_757",0.325258924845686
"Q9H694_IDR_777_848",0.339622873191345
"Q9H694_IDR_941_973",0.335118201962969
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.512792473633383
"Q9H6A9_IDR_94_643",0.487207526366617
"Q9H6B1_IDR_52_82",0.210760380431351
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.455063565920209
"Q9H6L5_IDR_256_497",0.544936434079791
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.359221923431039
"Q9H6R7_IDR_435_552",0.307517676534079
"Q9H6R7_IDR_678_721",0.333260400034882
"Q9H6S0_IDR_1182_1284",0.510283790027741
"Q9H6S0_IDR_1_38",0.489716209972259
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.241298414778328
"Q9H6S3_IDR_175_249",0.238776358195605
"Q9H6S3_IDR_437_490",0.239227655821501
"Q9H6S3_IDR_578_620",0.280697571204567
"Q9H6T3_IDR_251_281",0.323577397258117
"Q9H6T3_IDR_34_87",0.317986442144797
"Q9H6T3_IDR_401_539",0.358436160597086
"Q9H6U6_IDR_781_814",0.509197206048576
"Q9H6U6_IDR_842_928",0.490802793951424
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.319398478614779
"Q9H707_IDR_173_211",0.322026850745472
"Q9H707_IDR_59_103",0.358574670639749
"Q68CR7_IDR_334_376",0.46152794512429
"Q68CR7_IDR_407_880",0.53847205487571
"Q68CZ1_IDR_1_219",0.47625300734217
"Q68CZ1_IDR_929_1145",0.52374699265783
"Q68CZ2_IDR_338_600",0.505256177304279
"Q68CZ2_IDR_606_1158",0.494743822695721
"Q68CZ6_IDR_224_305",0.534518916733034
"Q68CZ6_IDR_418_449",0.465481083266966
"Q68D10_IDR_1_610",0.473779557753741
"Q68D10_IDR_644_685",0.526220442246259
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.302763016113073
"Q68DA7_IDR_1384_1419",0.339024661193592
"Q68DA7_IDR_35_85",0.358212322693336
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.33316502963997
"Q68DE3_IDR_152_2172",0.289608440995832
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.435796069592651
"Q68G74_IDR_278_356",0.564203930407349
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.312698247297838
"Q69YN4_IDR_579_616",0.382403630368631
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.237333551566703
"Q69YZ2_IDR_250_282",0.277578195027054
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.304898122333531
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.250763309965335
"Q69YZ2_IDR_79_112",0.234324943440908
"Q6AWC2_IDR_1019_1071",0.187364752335886
"Q6AWC2_IDR_828_997",0.211378879150172
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.197107858945792
"Q6BDS2_IDR_268_306",0.181537708676155
"Q6BDS2_IDR_413_450",0.196974663390867
"Q6BDS2_IDR_743_809",0.208994302646565
"Q6BDS2_IDR_889_1129",0.21538546634062
"Q6BEB4_IDR_1_274",0.480564189858208
"Q6BEB4_IDR_367_398",0.519435810141792
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.344089486403187
"Q6GPH6_IDR_1_31",0.319171589728111
"Q6GPH6_IDR_33_87",0.336738923868702
"Q6GQQ9_IDR_49_98",0.326298112477576
"Q6GQQ9_IDR_437_587",0.311501276089812
"Q6GQQ9_IDR_636_794",0.362200611432612
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.198392571886715
"Q6GYQ0_IDR_1715_1757",0.19884837820718
"Q6GYQ0_IDR_321_387",0.204749329981305
"Q6GYQ0_IDR_450_512",0.214502619055868
"Q6GYQ0_IDR_688_1036",0.183507100868931
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.498189795527256
"Q6H8Q1_IDR_309_506",0.501810204472744
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.523109161692412
"Q6HA08_IDR_284_431",0.476890838307588
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.316198070263085
"Q6IEE7_IDR_817_872",0.35186897659222
"Q6IEE7_IDR_940_1043",0.331932953144695
"Q6IEG0_IDR_214_244",0.552433493986808
"Q6IEG0_IDR_254_339",0.447566506013192
"Q6IMN6_IDR_318_831",0.336719805346707
"Q6IMN6_IDR_65_115",0.332770059047567
"Q6IMN6_IDR_911_977",0.330510135605726
"Q6IN84_IDR_1_46",0.495119558118328
"Q6IN84_IDR_309_353",0.504880441881672
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.333238230792859
"Q6IQ21_IDR_276_325",0.356271436459934
"Q6IQ21_IDR_327_385",0.310490332747207
"Q6IQ23_IDR_103_157",0.504117427891032
"Q6IQ23_IDR_285_1121",0.495882572108968
"Q6IQ55_IDR_557_1244",0.475131943138496
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.331747549298097
"Q6ISB3_IDR_421_467",0.328740888265743
"Q6ISB3_IDR_80_110",0.33951156243616
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.535367152719255
"Q6IWH7_IDR_901_933",0.464632847280745
"Q6J272_IDR_46_86",0.511216215176059
"Q6J272_IDR_91_200",0.488783784823941
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.50814870319892
"Q6K0P9_IDR_91_208",0.49185129680108
"Q6KB66_IDR_1_40",0.496300709702541
"Q6KB66_IDR_408_452",0.503699290297459
"Q6KC79_IDR_108_1189",0.2170706038311
"Q6KC79_IDR_1_49",0.260256145892363
"Q6KC79_IDR_2474_2521",0.257310969880288
"Q6KC79_IDR_2630_2705",0.265362280396249
"Q6KF10_IDR_20_90",0.493193819202468
"Q6KF10_IDR_293_351",0.506806180797532
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.454473060218133
"Q6MZT1_IDR_154_206",0.545526939781866
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.259953144757239
"Q6N021_IDR_1459_1560",0.230425117108331
"Q6N021_IDR_1806_1842",0.256111821449516
"Q6N021_IDR_1931_1968",0.253509916684913
"Q6N022_IDR_1_281",0.501419840327257
"Q6N022_IDR_293_331",0.498580159672743
"Q6N043_IDR_1_405",0.504711196110792
"Q6N043_IDR_468_979",0.495288803889208
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.508256596048277
"Q6NSI4_IDR_566_675",0.491743403951723
"Q6NSI8_IDR_526_621",0.493807889970465
"Q6NSI8_IDR_63_143",0.506192110029535
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.495471937134767
"Q6NSJ2_IDR_186_506",0.504528062865233
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.515313960526653
"Q6NSW7_IDR_1_98",0.484686039473347
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.323931260044773
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.510263499814033
"Q6NUN9_IDR_464_507",0.489736500185967
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.524480070103151
"Q6NW40_IDR_1_45",0.467810010715449
"Q6NV75_IDR_319_609",0.475519929896849
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.350320567793002
"Q6NW34_IDR_386_419",0.327237263597783
"Q6NW34_IDR_431_536",0.322442168609215
"Q6NW40_IDR_118_155",0.532189989284551
"Q6NWY9_IDR_178_269",0.342018745740886
"Q6NWY9_IDR_1_94",0.327945281773124
"Q6NWY9_IDR_688_871",0.330035972485989
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.47924127686852
"Q9H714_IDR_223_335",0.52075872313148
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.461044769455329
"Q9H756_IDR_304_341",0.538955230544671
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.462696429266221
"Q9H792_IDR_1407_1453",0.537303570733779
"Q9H799_IDR_1485_1531",0.222013388438162
"Q9H799_IDR_1625_1745",0.219754930517367
"Q9H799_IDR_1798_3169",0.558231681044471
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.500963500483576
"Q9H7C4_IDR_62_166",0.499036499516424
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.487351250312781
"Q9H7E2_IDR_76_549",0.512648749687219
"Q9H7E9_IDR_1_104",0.481226006751774
"Q9H7E9_IDR_166_222",0.518773993248226
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.49025558263722
"Q9H7L9_IDR_1_80",0.50974441736278
"Q9H7U1_IDR_687_834",0.531537461152467
"Q9H7V2_IDR_1_89",0.493955497377406
"Q9H7V2_IDR_96_175",0.506044502622594
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.535875209235461
"Q9H7Z3_IDR_28_146",0.464124790764539
"Q9H7Z6_IDR_111_165",0.523535818693677
"Q9H7Z6_IDR_1_51",0.476464181306323
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.476270897650979
"Q9H814_IDR_312_394",0.523729102349021
"Q9H816_IDR_321_352",0.307444494566098
"Q9H816_IDR_356_401",0.3551823883436
"Q9H816_IDR_439_490",0.337373117090302
"Q9H819_IDR_195_247",0.520937438849729
"Q9H819_IDR_22_63",0.479062561150271
"Q9H8L6_IDR_250_287",0.199847981785424
"Q9H8L6_IDR_296_393",0.19628221231208
"Q9H8L6_IDR_651_695",0.199272417003683
"Q9H8L6_IDR_760_809",0.184456472880942
"Q9H8M2_IDR_245_310",0.330516394106968
"Q9H8M2_IDR_38_137",0.296645491791918
"Q9H8M2_IDR_451_575",0.372838114101115
"Q9H8M5_IDR_736_783",0.329800167173923
"Q9H8M5_IDR_822_875",0.374010245406275
"Q9H8M5_IDR_9_69",0.296189587419802
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.512266659821238
"Q9H8N7_IDR_306_485",0.487733340178762
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.481103395717966
"Q9H8V3_IDR_832_914",0.518896604282034
"Q9H8W3_IDR_1_124",0.525914147105901
"Q9H8W3_IDR_184_233",0.474085852894099
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.527885522189796
"Q9H9A5_IDR_711_744",0.472114477810204
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.329119973718934
"Q9H9B1_IDR_1_513",0.328255607170153
"Q9H9B1_IDR_653_705",0.342624419110913
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.495151522998319
"Q9H9L4_IDR_347_492",0.504848477001681
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.51387580375132
"Q9HAP2_IDR_234_731",0.48612419624868
"Q9HAQ2_IDR_437_576",0.485753166777851
"Q9HAQ2_IDR_718_790",0.514246833222149
"Q9HAS0_IDR_1_33",1
"Q9HAS3_IDR_1_82",1
"Q9HAT1_IDR_254_461",1
"Q9HAU0_IDR_106_163",0.311048649446091
"Q9HAU0_IDR_271_728",0.340067487756576
"Q9HAU0_IDR_730_1114",0.348883862797334
"Q9HAU4_IDR_138_250",1
"Q9HAU5_IDR_1012_1108",0.195472109507424
"Q9HAU5_IDR_1110_1165",0.248287829453049
"Q9HAU5_IDR_1_135",0.169219875062828
"Q9HAU5_IDR_1203_1272",0.194665141877088
"Q9HAU5_IDR_485_562",0.192355044099611
"Q9HB21_IDR_116_188",0.500726010627439
"Q9HB21_IDR_292_404",0.499273989372561
"Q9HB29_IDR_542_575",1
"Q9HB58_IDR_116_458",1
"Q9HB65_IDR_118_282",1
"Q9HB89_IDR_377_426",1
"Q9HB90_IDR_1_59",1
"Q9HB96_IDR_174_279",1
"Q9HBA0_IDR_1_144",0.526936609799314
"Q9HBA0_IDR_790_871",0.473063390200686
"Q9HBB8_IDR_476_660",0.270856570372994
"Q9HBB8_IDR_702_773",0.314812674107965
"Q9HBB8_IDR_810_845",0.414330755519041
"Q9HBD1_IDR_396_1140",1
"Q9HBE1_IDR_129_412",0.328980499043396
"Q9HBE1_IDR_417_687",0.335972179412379
"Q9HBE1_IDR_73_127",0.335047321544225
"Q9HBG4_IDR_667_711",1
"Q9HBG7_IDR_466_508",0.478786194825017
"Q9HBG7_IDR_512_579",0.521213805174983
"Q9HBM6_IDR_134_251",1
"Q9HBR0_IDR_402_1063",1
"Q9HBT8_IDR_1_36",0.467265618429105
"Q9HBT8_IDR_91_197",0.532734381570896
"Q9HBU1_IDR_1_254",1
"Q9HBU6_IDR_1_83",1
"Q9HBU9_IDR_272_364",1
"Q9HBV2_IDR_253_294",0.483086939016901
"Q9HBV2_IDR_29_72",0.516913060983099
"Q9HBW0_IDR_317_351",1
"Q9HBW1_IDR_1_41",0.475795059171811
"Q9HBW1_IDR_509_546",0.524204940828189
"Q9HBX8_IDR_498_538",0.497250983913807
"Q9HBX8_IDR_907_967",0.502749016086193
"Q9HBZ2_IDR_1_70",0.349398529569656
"Q9HBZ2_IDR_439_659",0.310688113183585
"Q9HBZ2_IDR_661_700",0.339913357246759
"Q9HC07_IDR_1_89",1
"Q9HC10_IDR_1286_1402",0.306246653353758
"Q9HC10_IDR_135_248",0.33027837574204
"Q9HC10_IDR_646_687",0.363474970904202
"Q9HC35_IDR_56_214",0.469670552632125
"Q9HC35_IDR_868_981",0.530329447367875
"Q9HC36_IDR_45_84",1
"Q9HC44_IDR_1_380",0.476330379298559
"Q9HC84_IDR_3673_4118",0.200668142533536
"Q9HC98_IDR_1_36",1
"Q9HCB6_IDR_1_35",1
"Q9HCC6_IDR_1_43",0.50754485266426
"Q9HCC6_IDR_151_215",0.49245514733574
"Q9HCC9_IDR_293_401",0.267037228639088
"Q9HCC9_IDR_404_514",0.265442617471176
"Q9HCC9_IDR_523_707",0.231321116961997
"Q9HCC9_IDR_764_806",0.236199036927739
"Q9HCD5_IDR_1_181",0.328530431187379
"Q9HCD5_IDR_376_438",0.34352616589493
"Q9HCD5_IDR_440_532",0.327943402917691
"Q9HCD6_IDR_101_317",0.236737505520514
"Q9HCD6_IDR_1375_1990",0.242903783302238
"Q9HCD6_IDR_1_96",0.26292229829962
"Q9HCD6_IDR_396_436",0.257436412877627
"Q9HCE0_IDR_1_242",1
"Q9HCE3_IDR_1113_1165",0.161158030809092
"Q9HCE3_IDR_1229_1261",0.172044563057861
"Q9HCE3_IDR_1_63",0.189217125772525
"Q9HCE3_IDR_670_720",0.171020671873912
"Q9HCE3_IDR_68_618",0.141504547433228
"Q9HCE3_IDR_960_1022",0.165055061053382
"Q9HCH5_IDR_22_71",0.455355881996897
"Q9HCH5_IDR_75_611",0.544644118003103
"Q9HCI5_IDR_1_488",1
"Q9HCI6_IDR_1_130",1
"Q9HCI7_IDR_137_471",0.497964977196128
"Q9HCI7_IDR_503_545",0.502035022803872
"Q9HCJ0_IDR_1_1395",0.313099178543334
"Q9HCJ0_IDR_1397_1493",0.342097801820801
"Q9HCJ0_IDR_1600_1632",0.344803019635865
"Q9HCJ1_IDR_455_492",1
"Q9HCJ2_IDR_570_616",1
"Q9HCJ3_IDR_1_48",0.503295169592327
"Q9HCJ3_IDR_360_667",0.496704830407673
"Q9HCM2_IDR_1_33",1
"Q9HCM3_IDR_1373_1487",0.250929001234383
"Q9HCM3_IDR_1493_1821",0.262120110199302
"Q9HCM3_IDR_1883_1919",0.265824694718957
"Q9HCM3_IDR_1_949",0.221126193847357
"Q9HCM4_IDR_1_38",0.458374252434788
"Q9HCM4_IDR_349_660",0.541625747565212
"Q9HCM7_IDR_1_1045",1
"Q9HCN3_IDR_1_33",1
"Q9HCN4_IDR_283_374",1
"Q9HCN6_IDR_295_339",1
"Q9HCP0_IDR_1_36",0.486088445672908
"Q9HCP0_IDR_334_422",0.513911554327092
"Q9HCR9_IDR_43_184",1
"Q9HCS4_IDR_1_588",1
"Q9HCS5_IDR_299_686",1
"Q9HCS7_IDR_743_838",1
"Q9HCT0_IDR_1_32",1
"Q9HD90_IDR_148_298",0.512020471448239
"Q9HD90_IDR_1_99",0.487979528551762
"Q9HDC5_IDR_372_404",0.545239228944211
"Q9HDC5_IDR_414_635",0.454760771055789
"Q9HDC9_IDR_1_60",1
"Q9NNX1_IDR_37_75",0.504648722578007
"Q9NNX1_IDR_87_173",0.495351277421993
"Q9NNX6_IDR_1_38",1
"Q9NNX9_IDR_1_186",1
"Q9NNZ3_IDR_133_176",0.348089644849431
"Q9NNZ3_IDR_200_241",0.318682141761391
"Q9NNZ3_IDR_98_131",0.333228213389178
"Q9NP08_IDR_26_207",1
"Q9NP31_IDR_1_67",0.523802633745737
"Q9NP31_IDR_189_381",0.476197366254263
"Q9NP50_IDR_82_155",1
"Q9NP56_IDR_1_91",0.471062444577835
"Q9NP56_IDR_418_450",0.528937555422165
"Q9NP59_IDR_237_282",1
"Q9NP61_IDR_129_420",1
"Q9NP98_IDR_1_176",1
"Q9NP99_IDR_138_234",1
"Q9NPA0_IDR_1_38",0.476050819774717
"Q9NPA0_IDR_177_242",0.523949180225283
"Q9NPA1_IDR_28_84",1
"Q9NPA3_IDR_104_140",0.492092895488709
"Q9NPA3_IDR_27_85",0.507907104511291
"Q9NPB0_IDR_1_117",1
"Q9NPB1_IDR_1_33",1
"Q9NPB3_IDR_1_50",1
"Q9NPB6_IDR_251_346",1
"Q9NPB8_IDR_626_672",1
"Q9NPC1_IDR_311_358",1
"Q9NPC2_IDR_252_301",0.506471766519175
"Q9NPC2_IDR_304_374",0.493528233480825
"Q9NPC3_IDR_167_277",1
"Q9NPC6_IDR_1_143",1
"Q9NPC7_IDR_109_301",1
"Q9NPC8_IDR_160_291",1
"Q9NPD5_IDR_130_165",0.270749780856795
"Q9NPI6_IDR_132_538",1
"Q9NPI7_IDR_1_259",1
"Q9NPI9_IDR_1_32",0.464612640235582
"Q9NPI9_IDR_350_418",0.535387359764418
"Q9NPJ4_IDR_1_92",1
"Q9NPJ6_IDR_159_270",1
"Q9NPL8_IDR_1_40",0.442931265529795
"Q9NPL8_IDR_247_285",0.557068734470205
"Q9NPQ8_IDR_427_472",1
"Q9NPR2_IDR_677_797",1
"Q9NPR9_IDR_147_181",0.488545375665896
"Q9NPR9_IDR_513_543",0.511454624334104
"Q9NPU4_IDR_1_54",1
"Q9NPY3_IDR_470_623",1
"Q9NPZ5_IDR_1_76",1
"Q9NQ03_IDR_11_156",1
"Q9NQ11_IDR_116_156",1
"Q9NQ25_IDR_251_299",1
"Q9NQ29_IDR_232_371",1
"Q9NQ31_IDR_41_77",0.482117248858156
"Q9NQ75_IDR_594_667",0.555389181104091
"Q9NQ76_IDR_1_525",1
"Q9NQ84_IDR_308_364",0.593160818151424
"Q9NQ84_IDR_396_439",0.406839181848576
"Q9NQ86_IDR_66_106",1
"Q9NQ87_IDR_1_55",0.523993368093308
"Q9NQ87_IDR_188_311",0.476006631906692
"Q9NQ90_IDR_111_144",0.341634046532778
"Q9NQ90_IDR_1_86",0.307455948191003
"Q9NQ90_IDR_960_1003",0.350910005276219
"Q9NQ92_IDR_1_93",1
"Q9NQB0_IDR_1_619",1
"Q9NQC1_IDR_1_45",0.498903834036162
"Q9NQC1_IDR_520_790",0.501096165963838
"Q9NQC3_IDR_1_994",1
"Q9NQC7_IDR_324_357",0.504358134171241
"Q9NQC7_IDR_380_465",0.495641865828759
"Q9NQC8_IDR_1_62",1
"Q9NQE7_IDR_1_53",1
"Q9NQE9_IDR_1_43",1
"Q9NQS5_IDR_211_312",1
"Q9NQS7_IDR_40_844",1
"Q9NQT8_IDR_1372_1693",0.227968900715776
"Q9NQT8_IDR_1770_1826",0.228449993349451
"Q9NQT8_IDR_546_596",0.310532715754517
"Q9NQT8_IDR_628_658",0.233048390180256
"Q9NQU5_IDR_48_95",0.538011158874538
"Q9NQU5_IDR_97_382",0.461988841125462
"Q9NQV5_IDR_1_100",0.469191607113175
"Q9NQV5_IDR_271_438",0.530808392886825
"Q9NQV7_IDR_364_472",0.49386778939923
"Q9NQV7_IDR_75_202",0.50613221060077
"Q9NQV8_IDR_142_172",0.510026871737666
"Q9NQV8_IDR_180_581",0.489973128262334
"Q9NQW1_IDR_502_546",0.368214971080797
"Q9NQW1_IDR_787_905",0.313590746999362
"Q9NQW1_IDR_914_1070",0.318194281919841
"Q9NQW5_IDR_369_492",0.488242101894123
"Q9NQW5_IDR_71_198",0.511757898105877
"Q9NQW6_IDR_1_716",0.475426619518051
"Q9NR00_IDR_1_31",1
"Q9NR12_IDR_59_278",1
"Q9NR20_IDR_1_32",0.515272647192122
"Q9NR20_IDR_404_520",0.484727352807878
"Q9NR22_IDR_1_71",1
"Q9NR30_IDR_1_184",0.510869689221737
"Q9NR30_IDR_716_783",0.489130310778263
"Q9NR33_IDR_1_37",1
"Q9NR34_IDR_1_168",1
"Q9NR46_IDR_165_210",0.496507822309187
"Q9NR46_IDR_277_336",0.503492177690812
"Q9NR48_IDR_1_1321",0.21617447814422
"Q9NR48_IDR_1325_2025",0.223167936984187
"Q9NR48_IDR_2287_2437",0.243050527796735
"Q9NR48_IDR_2835_2914",0.317607057074857
"Q9NR55_IDR_1_53",1
"Q9NR56_IDR_344_388",1
"Q9NR61_IDR_617_652",1
"Q9NR63_IDR_1_42",1
"Q9NR64_IDR_23_187",1
"Q9NRJ4_IDR_1274_1456",0.35165720822499
"Q9NRJ4_IDR_629_1070",0.306532683938427
"Q9NRK6_IDR_1_153",1
"Q9NRL2_IDR_1014_1073",0.182390615528217
"Q9NRL2_IDR_1197_1431",0.142757337931871
"Q9NRL2_IDR_144_182",0.167331223408478
"Q9NRL2_IDR_271_351",0.149925026723604
"Q9NRL2_IDR_667_774",0.166254526543417
"Q9NRL2_IDR_834_877",0.191341269864412
"Q9NRL3_IDR_1_62",0.437840019379071
"Q9NRL3_IDR_85_421",0.562159980620929
"Q9NRM0_IDR_1_49",1
"Q9NRM1_IDR_1_32",0.499433094808704
"Q9NRM1_IDR_35_1133",0.500566905191296
"Q9NRM2_IDR_1_32",0.491707349302258
"Q9NRM2_IDR_414_450",0.508292650697742
"Q9NRM7_IDR_1_135",0.519079262940573
"Q9NRM7_IDR_138_631",0.480920737059427
"Q9NRN5_IDR_100_131",1
"Q9NRP7_IDR_264_418",1
"Q9NRZ9_IDR_1_170",1
"Q9NS00_IDR_1_76",1
"Q9NS15_IDR_1_57",0.47513047304292
"Q9NS15_IDR_477_539",0.52486952695708
