"","GO0006281_DNA_repair"
"Q8NFC6_IDR_159_3051",0.733366534578047
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.256063286349682
"Q8NFD5_IDR_1267_1591",0.224588468593455
"Q8NFD5_IDR_1694_1775",0.265574521490035
"Q8NFD5_IDR_1808_1912",0.253773723566828
"Q8NFF2_IDR_1_78",0.50813378903856
"Q8NFF2_IDR_261_425",0.49186621096144
"Q8NFT6_IDR_260_335",0.287196689286269
"Q8NFT6_IDR_339_501",0.23484012942515
"Q8NFT6_IDR_96_165",0.233341283649274
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.496313627982383
"Q8NFU5_IDR_262_363",0.503686372017617
"Q8NFU7_IDR_1_1332",0.285636908535591
"Q8NFU7_IDR_1743_1840",0.286714182652512
"Q8NFU7_IDR_1916_1989",0.202372915434023
"Q8NFU7_IDR_2070_2109",0.225275993377875
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.33866190307368
"Q8NFW1_IDR_274_311",0.334627588916954
"Q8NFW1_IDR_317_1626",0.326710508009366
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.196794496110066
"Q8NHM5_IDR_378_508",0.226127429004993
"Q8NHM5_IDR_565_652",0.186331324831192
"Q8NHM5_IDR_724_1040",0.390746750053748
"Q8NHP7_IDR_18_67",0.494809286028216
"Q8NHP7_IDR_284_470",0.505190713971784
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.474262346169826
"Q8NHQ8_IDR_82_200",0.525737653830174
"Q8NHQ9_IDR_486_555",0.538836844810393
"Q8NHQ9_IDR_570_600",0.461163155189607
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.508577926854335
"Q8NHY3_IDR_173_216",0.513411036126953
"Q8NHY3_IDR_269_880",0.486588963873047
"Q8NHY6_IDR_154_371",0.518727504021794
"Q8NHY6_IDR_1_97",0.481272495978206
"Q8NHZ7_IDR_1_158",0.498853588702789
"Q8NHZ7_IDR_178_208",0.501146411297211
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.414042265905497
"Q8NI08_IDR_162_215",0.273530303472833
"Q8NI08_IDR_307_652",0.31242743062167
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.109361770359702
"Q8NI35_IDR_1164_1219",0.109128820449446
"Q8NI35_IDR_455_515",0.111253334741732
"Q8NI35_IDR_641_675",0.118278494378991
"Q8NI35_IDR_777_807",0.110415478733631
"Q8NI35_IDR_839_985",0.106180065409551
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.533747397827193
"Q8TAD2_IDR_49_87",0.466252602172807
"Q8TAD4_IDR_1_32",0.505943008765116
"Q8TAD4_IDR_545_588",0.494056991234884
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.395861100465316
"Q8TAE8_IDR_182_222",0.604138899534684
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.505226695641298
"Q8TAK6_IDR_183_271",0.494773304358702
"Q8TAL5_IDR_145_182",0.373737882706398
"Q8TAL5_IDR_272_431",0.352992956030941
"Q8TAL5_IDR_82_123",0.273269161262661
"Q8TAW3_IDR_99_172",0.539396580960729
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.5364001052899
"Q8TAZ6_IDR_205_248",0.4635998947101
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.273774335821443
"Q8TB24_IDR_181_218",0.270734243869628
"Q8TB24_IDR_242_581",0.455491420308929
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.256968758864608
"Q8TBA6_IDR_306_350",0.248514951760564
"Q8TBA6_IDR_445_475",0.249087890496526
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.410779352593373
"Q8TBK6_IDR_61_192",0.589220647406627
"Q8TBM8_IDR_220_262",0.503793070445322
"Q8TBM8_IDR_54_90",0.496206929554678
"Q8TBN0_IDR_1_90",0.526458010207665
"Q8TBN0_IDR_92_218",0.473541989792334
"Q8TBP0_IDR_1_31",0.313248476392139
"Q8TBP0_IDR_712_767",0.312788628444944
"Q8TBP0_IDR_91_286",0.373962895162917
"Q8TBP5_IDR_1_118",0.463640527925863
"Q8TBP5_IDR_144_190",0.536359472074137
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.546087783009809
"Q8TBX8_IDR_294_346",0.453912216990191
"Q8TBY8_IDR_191_246",0.339004089345999
"Q8TBY8_IDR_848_894",0.326436435284948
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.504265769220815
"Q8TC41_IDR_175_255",0.495734230779185
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.333731547762848
"Q8TC71_IDR_493_538",0.323293638161514
"Q8TC71_IDR_90_135",0.342974814075638
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.498133186596704
"Q8TCU5_IDR_986_1075",0.501866813403296
"Q8TCU6_IDR_1109_1142",0.51120927367154
"Q8TCU6_IDR_1_44",0.48879072632846
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.505916316692528
"Q8TCY9_IDR_1_65",0.494083683307472
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.505591002323899
"Q8TD94_IDR_266_323",0.494408997676101
"Q8TDB4_IDR_1_43",0.48161958029625
"Q8TDB4_IDR_70_240",0.51838041970375
"Q8TDB6_IDR_196_232",0.336176434424735
"Q8TDB6_IDR_510_556",0.322724262201481
"Q8TDB6_IDR_91_122",0.341099303373784
"Q8TDC0_IDR_1_161",0.492360540178843
"Q8TDC0_IDR_164_218",0.507639459821157
"Q8TDC3_IDR_363_589",0.50840415118317
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.111270218138321
"Q8TDJ6_IDR_1913_2032",0.112127312740922
"Q8TDJ6_IDR_2095_2129",0.108879592566902
"Q8TDJ6_IDR_2393_2442",0.105628634957355
"Q8TDJ6_IDR_2468_2500",0.116292116153041
"Q8TDJ6_IDR_284_332",0.106515360808809
"Q8TDJ6_IDR_416_482",0.1169705514742
"Q8TDJ6_IDR_570_602",0.111739796502665
"Q8TDJ6_IDR_921_963",0.110576416657784
"Q8TDM0_IDR_1_32",0.507343314076097
"Q8TDM0_IDR_178_211",0.492656685923903
"Q8TDM6_IDR_1435_1496",0.197856357086541
"Q8TDM6_IDR_1665_1714",0.219062264578613
"Q8TDM6_IDR_560_612",0.19004477269286
"Q8TDM6_IDR_804_1342",0.205462681512024
"Q8TDM6_IDR_92_187",0.187573924129962
"Q8TDN1_IDR_1_56",0.49861498666774
"Q8TDN1_IDR_476_519",0.50138501333226
"Q8TDN2_IDR_1_40",0.479239065205108
"Q8TDW7_IDR_4177_4353",0.481283392053916
"Q8TDW7_IDR_4355_4541",0.518716607946084
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.19794873985206
"Q8TDX9_IDR_1024_1112",0.208064168288781
"Q8TDX9_IDR_2019_2129",0.195465397608456
"Q8TDX9_IDR_2810_2849",0.201047492321576
"Q8TDX9_IDR_965_1010",0.197474201929127
"Q8TDY2_IDR_1264_1317",0.25281036680418
"Q8TDY2_IDR_1383_1494",0.240860214285276
"Q8TDY2_IDR_221_300",0.259387713076217
"Q8TDY2_IDR_600_806",0.246941705834326
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.510877831000146
"Q8TDY8_IDR_982_1124",0.489122168999854
"Q8TDZ2_IDR_616_705",0.493117857060033
"Q8TDZ2_IDR_752_922",0.506882142939967
"Q8TE12_IDR_157_198",0.608341318367333
"Q8TE12_IDR_246_368",0.391658681632667
"Q8TE49_IDR_77_113",0.513795539203867
"Q8TE85_IDR_405_437",0.401786879790949
"Q8TE85_IDR_467_511",0.298187218438016
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.496120792515712
"Q8TEB1_IDR_515_546",0.503879207484287
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.322255808444288
"Q8TEC5_IDR_442_729",0.324588530932952
"Q8TEC5_IDR_77_121",0.35315566062276
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.261824938739654
"Q8TED9_IDR_317_393",0.24393425092114
"Q8TED9_IDR_514_768",0.23859374915756
"Q8TED9_IDR_76_157",0.255647061181646
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.497723426059039
"Q8TEF2_IDR_94_133",0.502276573940961
"Q8TER5_IDR_1430_1519",0.300469957530632
"Q8TER5_IDR_942_1034",0.305155305380793
"Q8TES7_IDR_1016_1100",0.485975453909555
"Q8TES7_IDR_1_590",0.514024546090445
"Q8TEU7_IDR_1065_1475",0.211327354308113
"Q8TEU7_IDR_121_209",0.152016315171701
"Q8TEU7_IDR_1495_1535",0.153273357468975
"Q8TEU7_IDR_1540_1601",0.152024970244667
"Q8TEU7_IDR_213_247",0.160321859734553
"Q8TEU7_IDR_625_744",0.17103614307199
"Q8TEV9_IDR_212_252",0.274077619053601
"Q8TEV9_IDR_254_369",0.31973737173135
"Q8TEV9_IDR_374_707",0.40618500921505
"Q8TEW0_IDR_145_212",0.232124548260391
"Q8TEW0_IDR_215_260",0.242828704581066
"Q8TEW0_IDR_368_453",0.239780851314573
"Q8TEW0_IDR_686_1334",0.285265895843969
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.289100750573633
"Q8TEW8_IDR_306_377",0.291850429965344
"Q8TF39_IDR_223_389",0.543129610859693
"Q8TF40_IDR_173_204",0.195879458001996
"Q8TF40_IDR_245_325",0.195274294432298
"Q8TF40_IDR_593_748",0.208608670395795
"Q8TF40_IDR_68_114",0.198610385954773
"Q8TF40_IDR_758_969",0.201627191215138
"Q8TF42_IDR_1_34",0.499534937799131
"Q8TF42_IDR_349_380",0.50046506220087
"Q8TF44_IDR_15_50",0.509668131605563
"Q8TF44_IDR_56_298",0.490331868394437
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.528487260138598
"Q8TF50_IDR_160_471",0.471512739861402
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.488999458523126
"Q8WUB2_IDR_1_63",0.511000541476874
"Q8WUB8_IDR_1_64",0.568644898891934
"Q8WUB8_IDR_281_374",0.431355101108066
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.491948546653292
"Q8WUF8_IDR_219_255",0.508051453346708
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.48235546279077
"Q8WUI4_IDR_911_952",0.51764453720923
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.328426335256578
"Q8WV24_IDR_187_242",0.339456162957092
"Q8WV24_IDR_284_401",0.33211750178633
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.496210647031341
"Q8WV37_IDR_37_202",0.503789352968659
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.507605172872011
"Q8WV44_IDR_52_90",0.492394827127989
"Q8WV48_IDR_162_283",0.33277647502375
"Q8WV48_IDR_1_64",0.313034329199088
"Q8WV48_IDR_87_155",0.354189195777163
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.550437877927218
"Q8WV83_IDR_1_60",0.449562122072782
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.3102218737044
"Q8WVB6_IDR_247_277",0.227180425853568
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.243846131372234
"Q8WW38_IDR_204_250",0.250571096767245
"Q8WW38_IDR_275_352",0.255853233015508
"Q8WW38_IDR_358_1117",0.249729538845012
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.301071685172537
"Q8WWQ0_IDR_1430_1821",0.422318379884606
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.481193930233285
"Q8WWT9_IDR_167_223",0.518806069766715
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.467730830415747
"Q8WWW0_IDR_173_204",0.532269169584253
"Q8WWW8_IDR_120_395",0.450964994526412
"Q8WWW8_IDR_397_526",0.549035005473588
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.495059416998828
"Q8WWY3_IDR_338_448",0.504940583001172
"Q8WWY6_IDR_1_76",0.498280535053695
"Q8WWY6_IDR_82_121",0.501719464946305
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.290203435850033
"Q8WXG6_IDR_106_170",0.246599368146142
"Q8WXG6_IDR_437_472",0.231952833046655
"Q8WXG6_IDR_607_938",0.23124436295717
"Q8WXH0_IDR_1031_1105",0.202396410986217
"Q8WXH0_IDR_2353_2393",0.200040126659609
"Q8WXH0_IDR_3982_4491",0.195878713830461
"Q8WXH0_IDR_6349_6495",0.206169247521421
"Q8WXH0_IDR_6770_6832",0.195515501002293
"Q8WXH2_IDR_357_410",0.507400221579473
"Q8WXH2_IDR_424_723",0.492599778420527
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.334312304180921
"Q8WXI2_IDR_417_560",0.348196958771428
"Q8WXI2_IDR_672_905",0.317490737047651
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.34908864436414
"Q8WXW3_IDR_533_581",0.326901438918694
"Q8WXW3_IDR_669_757",0.324009916717166
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.501913545513488
"Q8WXX7_IDR_655_1259",0.498086454486512
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.506479067502613
"Q8WY21_IDR_1_157",0.493520932497387
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.297562018243138
"Q8WY36_IDR_120_925",0.702437981756862
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.47482518548867
"Q8WY54_IDR_492_716",0.52517481451133
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.341557037348618
"Q8WY91_IDR_88_330",0.658442962651382
"Q8WYQ9_IDR_162_804",0.581154785178801
"Q8WYR1_IDR_313_511",0.501528025566713
"Q8WYR1_IDR_565_598",0.498471974433287
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.499978692302687
"Q8WZ19_IDR_281_329",0.500021307697313
"Q8WZ42_IDR_1386_1452",0.0825758618258353
"Q8WZ42_IDR_194_889",0.0807789114638849
"Q8WZ42_IDR_32818_32928",0.0840990719132141
"Q8WZ42_IDR_32971_33260",0.0880650602446002
"Q8WZ42_IDR_33393_33486",0.0803142659273813
"Q8WZ42_IDR_33581_33644",0.0868206299870062
"Q8WZ42_IDR_33743_33780",0.0820099929363182
"Q8WZ42_IDR_33872_33966",0.0825728541785373
"Q8WZ42_IDR_34165_34253",0.0816094395748048
"Q8WZ42_IDR_3714_4075",0.0813199742681156
"Q8WZ42_IDR_4170_4272",0.0882200658119758
"Q8WZ42_IDR_9853_12031",0.0816138718683265
"Q8WZ55_IDR_65_162",0.320879074440119
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.328876371205488
"Q92481_IDR_1_81",0.339624880185102
"Q92481_IDR_91_169",0.33149874860941
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.280178796686131
"Q92504_IDR_239_313",0.432291817586807
"Q92504_IDR_29_124",0.287529385727062
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.160330197887128
"Q92508_IDR_144_184",0.160542103858047
"Q92508_IDR_1534_1653",0.160518345591967
"Q92508_IDR_1809_1924",0.198225912869239
"Q92508_IDR_336_409",0.160421209062629
"Q92508_IDR_712_778",0.15996223073099
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.428140923491022
"Q92543_IDR_1_71",0.229979959389576
"Q92543_IDR_297_513",0.256912773737914
"Q92543_IDR_669_742",0.255109356773001
"Q92543_IDR_774_816",0.257997910099509
"Q92545_IDR_1158_1705",0.540206202347198
"Q92545_IDR_1_31",0.459793797652802
"Q92547_IDR_286_335",0.239620176049993
"Q92547_IDR_449_546",0.265477633393038
"Q92547_IDR_739_903",0.247887421061401
"Q92547_IDR_993_1263",0.247014769495568
"Q92551_IDR_343_394",0.510680974602941
"Q92551_IDR_98_200",0.489319025397059
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.429966721392801
"Q92560_IDR_566_624",0.291478700414888
"Q92560_IDR_695_729",0.278554578192311
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.48798733036591
"Q92563_IDR_368_423",0.51201266963409
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.226516678038604
"Q92609_IDR_651_717",0.273125750875564
"Q92609_IDR_719_786",0.249782452030262
"Q92610_IDR_1049_1267",0.262190216999894
"Q92610_IDR_1_68",0.193695698976136
"Q92610_IDR_73_800",0.17448068463874
"Q92610_IDR_833_863",0.185708633725935
"Q92610_IDR_914_1042",0.183924765659294
"Q92611_IDR_48_91",0.483312905453278
"Q92611_IDR_601_635",0.516687094546722
"Q92613_IDR_1_38",0.332357141022673
"Q92613_IDR_367_402",0.33383478328326
"Q92613_IDR_524_823",0.333808075694067
"Q92614_IDR_1_273",0.248084336086144
"Q92614_IDR_1938_2054",0.256790278247635
"Q92614_IDR_298_340",0.242176603667394
"Q92614_IDR_985_1018",0.252948781998827
"Q92615_IDR_1_154",0.342285663904025
"Q92615_IDR_310_341",0.336005782146448
"Q92615_IDR_395_738",0.321708553949528
"Q92625_IDR_1072_1118",0.235574059515468
"Q92625_IDR_308_663",0.252800380006439
"Q92625_IDR_832_923",0.270164750829873
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.477325541318274
"Q92628_IDR_142_397",0.522674458681726
"Q92630_IDR_1_150",0.543773994558978
"Q92630_IDR_538_601",0.456226005441022
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.49307651827069
"Q92665_IDR_1_102",0.50692348172931
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.21174146715452
"Q92766_IDR_319_446",0.157846697908416
"Q92766_IDR_476_700",0.153800556275992
"Q92766_IDR_702_770",0.203383303734916
"Q92766_IDR_772_1687",0.273227974926156
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.478874328420845
"Q92777_IDR_421_564",0.521125671579155
"Q92783_IDR_147_212",0.382828557430335
"Q92783_IDR_267_298",0.3144010124691
"Q92783_IDR_378_540",0.302770430100564
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.302605208224208
"Q92793_IDR_1559_1612",0.402318563617003
"Q92793_IDR_1852_2432",0.295076228158789
"Q92794_IDR_313_474",0.423589465866452
"Q92805_IDR_636_689",0.315420385929677
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.506189555305581
"Q92830_IDR_383_453",0.493810444694419
"Q92831_IDR_1_89",0.485455756055025
"Q92831_IDR_366_447",0.514544243944975
"Q92833_IDR_1202_1246",0.236351477744169
"Q92833_IDR_165_549",0.252085060400027
"Q92833_IDR_43_159",0.303539622547944
"Q92833_IDR_719_805",0.20802383930786
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.515280206540509
"Q92835_IDR_869_1189",0.484719793459491
"Q92837_IDR_1_31",0.35068745119933
"Q92886_IDR_153_209",0.459482783652907
"Q92887_IDR_255_304",0.584655516347672
"Q92887_IDR_866_949",0.415344483652328
"Q92888_IDR_234_393",0.510404855277309
"Q92888_IDR_761_867",0.489595144722691
"Q92889_IDR_453_543",0.588166285064499
"Q92889_IDR_646_680",0.411833714935501
"Q92890_IDR_229_262",0.456874361107954
"Q92890_IDR_272_307",0.543125638892045
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.308313612948036
"Q92900_IDR_1_113",0.380003703541373
"Q92900_IDR_962_995",0.311682683510591
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.226670755305357
"Q92908_IDR_133_330",0.232214005691485
"Q92908_IDR_422_464",0.231415322229471
"Q92908_IDR_477_559",0.309699916773687
"Q92945_IDR_582_614",0.340364117974194
"Q92945_IDR_630_681",0.327015953566255
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.44311607162359
"Q92949_IDR_208_308",0.55688392837641
"Q92952_IDR_1_44",0.3307504233613
"Q92952_IDR_49_90",0.344476293850615
"Q92952_IDR_508_543",0.324773282788085
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.390923265254667
"Q92954_IDR_67_1129",0.609076734745333
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.332837273967525
"Q92968_IDR_214_244",0.329087692518227
"Q92968_IDR_337_403",0.338075033514248
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.484023515819571
"Q92974_IDR_671_986",0.515976484180429
"Q93073_IDR_1_57",0.320322495909746
"Q93073_IDR_64_668",0.342191638535669
"Q93073_IDR_827_1101",0.337485865554585
"Q93074_IDR_1441_1474",0.324419362549372
"Q93074_IDR_1741_2177",0.342272328304203
"Q93074_IDR_629_720",0.333308309146425
"Q93075_IDR_1_294",0.412915311474249
"Q93075_IDR_297_343",0.292144254247598
"Q93075_IDR_345_488",0.294940434278152
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.490046102153998
"Q93100_IDR_674_710",0.509953897846003
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.40350676403586
"Q969R2_IDR_406_512",0.59649323596414
"Q969R5_IDR_115_172",0.281374711343984
"Q969R5_IDR_1_84",0.280303715453059
"Q969R5_IDR_606_667",0.438321573202956
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.496522879335296
"Q969X0_IDR_144_195",0.503477120664704
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.501964694316435
"Q96A47_IDR_243_359",0.498035305683565
"Q96A49_IDR_1_54",0.495264330114072
"Q96A49_IDR_219_336",0.504735669885928
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.480515708814482
"Q96A56_IDR_42_95",0.519484291185518
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.486453971918454
"Q96AP0_IDR_324_487",0.513546028081546
"Q96AP4_IDR_205_275",0.493431300687556
"Q96AP4_IDR_54_158",0.506568699312444
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.331353586153041
"Q96AQ6_IDR_215_579",0.298312220714979
"Q96AQ6_IDR_696_731",0.37033419313198
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.252924666159661
"Q96AV8_IDR_372_911",0.238710853300309
"Q96AV8_IDR_7_91",0.249044827682236
"Q96AV8_IDR_93_141",0.259319652857794
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.509225478966037
"Q96BF6_IDR_124_355",0.340373905992418
"Q96BF6_IDR_358_494",0.329420921792673
"Q96BF6_IDR_498_587",0.330205172214908
"Q96BH1_IDR_208_261",0.526412761773805
"Q96BH1_IDR_267_459",0.473587238226195
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.519515486134355
"Q96BN6_IDR_298_582",0.480484513865645
