"","GO0005654_nucleoplasm"
"Q92908_IDR_133_330",0.281426858009359
"Q92908_IDR_422_464",0.213096196196815
"Q92908_IDR_477_559",0.275223454693859
"Q92945_IDR_582_614",0.334726222181337
"Q92945_IDR_630_681",0.336532726374951
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.438601775619779
"Q92949_IDR_208_308",0.561398224380221
"Q92952_IDR_1_44",0.315374069322994
"Q92952_IDR_49_90",0.359763564775711
"Q92952_IDR_508_543",0.324862365901295
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.335549684770298
"Q92954_IDR_67_1129",0.664450315229702
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.346643535076279
"Q92968_IDR_214_244",0.320778822885225
"Q92968_IDR_337_403",0.332577642038496
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.44757128370096
"Q92974_IDR_671_986",0.55242871629904
"Q93073_IDR_1_57",0.299123742190984
"Q93073_IDR_64_668",0.346608112757759
"Q93073_IDR_827_1101",0.354268145051258
"Q93074_IDR_1441_1474",0.227338108420553
"Q93074_IDR_1741_2177",0.478174558766672
"Q93074_IDR_629_720",0.294487332812774
"Q93075_IDR_1_294",0.378668737297197
"Q93075_IDR_297_343",0.322244437228696
"Q93075_IDR_345_488",0.299086825474107
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.493889914057946
"Q93100_IDR_674_710",0.506110085942054
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.483951444760643
"Q969R2_IDR_406_512",0.516048555239357
"Q969R5_IDR_115_172",0.32435243820614
"Q969R5_IDR_1_84",0.308142054590004
"Q969R5_IDR_606_667",0.367505507203856
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.490867368730171
"Q969X0_IDR_144_195",0.509132631269829
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.527314822257765
"Q96A47_IDR_243_359",0.472685177742235
"Q96A49_IDR_1_54",0.457645932064658
"Q96A49_IDR_219_336",0.542354067935342
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.485801882402002
"Q96A56_IDR_42_95",0.514198117597998
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.495951549604482
"Q96AP0_IDR_324_487",0.504048450395518
"Q96AP4_IDR_205_275",0.510542385694031
"Q96AP4_IDR_54_158",0.489457614305969
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.298984680990827
"Q96AQ6_IDR_215_579",0.364436043093714
"Q96AQ6_IDR_696_731",0.336579275915459
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.25454186423774
"Q96AV8_IDR_372_911",0.237459632659629
"Q96AV8_IDR_7_91",0.246471299369086
"Q96AV8_IDR_93_141",0.261527203733545
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.508920268351924
"Q96BF6_IDR_124_355",0.311641326151502
"Q96BF6_IDR_358_494",0.297905015269098
"Q96BF6_IDR_498_587",0.3904536585794
"Q96BH1_IDR_208_261",0.504472209017223
"Q96BH1_IDR_267_459",0.495527790982777
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.383290880758554
"Q96BN6_IDR_298_582",0.616709119241446
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.487459917572915
"Q96BR6_IDR_1_84",0.512540082427084
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.460364086225146
"Q96C12_IDR_79_120",0.539635913774854
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.249057845838212
"Q96C34_IDR_1_42",0.268107783612461
"Q96C34_IDR_289_335",0.237424280295622
"Q96C34_IDR_44_86",0.245410090253705
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.543132464826968
"Q96C57_IDR_1_75",0.456867535173032
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.516477217409777
"Q96C92_IDR_350_381",0.483522782590223
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.329417360446225
"Q96CP6_IDR_538_631",0.337452059827684
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.507734721041695
"Q96CV9_IDR_505_547",0.492265278958305
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.29966821633511
"Q96CW6_IDR_226_286",0.388808780100279
"Q96CW6_IDR_79_133",0.311523003564611
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.320350518570841
"Q96D31_IDR_202_249",0.342889241365813
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.308687883830582
"Q96DT7_IDR_278_342",0.218858308746282
"Q96DT7_IDR_466_696",0.253805579877878
"Q96DT7_IDR_808_871",0.218648227545257
"Q96DU7_IDR_1_331",0.516967704182041
"Q96DU7_IDR_333_385",0.483032295817959
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.41439828701611
"Q96DX7_IDR_52_175",0.58560171298389
"Q96DX8_IDR_130_160",0.482114561677933
"Q96DX8_IDR_163_246",0.517885438322067
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.49049120328348
"Q96DY7_IDR_681_827",0.50950879671652
"Q96DZ5_IDR_1_40",0.264978944453056
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.472144966071961
"Q96EK2_IDR_494_531",0.527855033928039
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.507833151888445
"Q96EK7_IDR_857_910",0.492166848111555
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.534987176678166
"Q96EP1_IDR_383_453",0.465012823321834
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.53430030520032
"Q96EP9_IDR_391_437",0.46569969479968
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.487591083796384
"Q96F46_IDR_721_795",0.512408916203616
"Q96F63_IDR_1_61",0.441166902754345
"Q96F63_IDR_194_274",0.558833097245655
"Q96F81_IDR_1135_1474",0.50684364215691
"Q96F81_IDR_1_210",0.49315635784309
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.350210783735416
"Q96FC9_IDR_520_558",0.324326034827062
"Q96FC9_IDR_78_113",0.325463181437522
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.499794235410434
"Q96FF7_IDR_39_194",0.500205764589566
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.515804108488017
"Q96GS4_IDR_214_251",0.484195891511983
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.501971433931892
"Q96GV9_IDR_78_148",0.498028566068108
"Q96GW7_IDR_358_638",0.582506164199361
"Q96GW7_IDR_876_911",0.417493835800638
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.49062837879086
"Q96HI0_IDR_1_184",0.320070482468483
"Q96HI0_IDR_189_240",0.364413907864448
"Q96HI0_IDR_249_495",0.315515609667068
"Q96HJ3_IDR_1_140",0.508890116874511
"Q96HJ3_IDR_329_373",0.491109883125489
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.503474029051403
"Q96HM7_IDR_387_432",0.496525970948597
"Q96I76_IDR_225_320",0.483559285047819
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.343750045426768
"Q96II8_IDR_281_312",0.328491022196329
"Q96II8_IDR_314_654",0.327758932376903
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.596859087782803
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.482155511100926
"Q96J92_IDR_521_1243",0.517844488899074
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.332208321953134
"Q96JA1_IDR_821_928",0.324432446565955
"Q96JA1_IDR_936_1093",0.343359231480911
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.496689495074957
"Q96JB1_IDR_932_962",0.503310504925043
"Q96JB2_IDR_498_544",0.50335071721725
"Q96JB2_IDR_61_100",0.49664928278275
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.230646066892502
"Q96JM2_IDR_165_1113",0.250087044813419
"Q96JM2_IDR_2138_2186",0.269030221003845
"Q96JM2_IDR_28_163",0.250236667290234
"Q96JM3_IDR_1_63",0.412445472850636
"Q96JM3_IDR_82_691",0.587554527149365
"Q96JM4_IDR_1_200",0.139489073328479
"Q96JM4_IDR_1223_1332",0.145208730520193
"Q96JM4_IDR_1353_1391",0.137694545123823
"Q96JM4_IDR_318_732",0.169433046062702
"Q96JQ2_IDR_294_1002",0.527923380289726
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.533698633834336
"Q96JY0_IDR_64_106",0.466301366165663
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.493459642393943
"Q96K17_IDR_1_34",0.506540357606057
"Q96K21_IDR_131_415",0.539142523917812
"Q96K21_IDR_1_89",0.460857476082188
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.506189578334057
"Q96K49_IDR_523_555",0.493810421665943
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.323520080240545
"Q96KM6_IDR_1_723",0.435759621660373
"Q96KM6_IDR_813_892",0.564240378339627
"Q96KN1_IDR_275_310",0.482428434957385
"Q96KN1_IDR_43_75",0.517571565042615
"Q96KN3_IDR_166_217",0.2315504051009
"Q96KN3_IDR_1_70",0.247133197047446
"Q96KN3_IDR_226_334",0.232080673472634
"Q96KN3_IDR_340_472",0.28923572437902
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.25769543538009
"Q96KN7_IDR_451_528",0.271896765643706
"Q96KN7_IDR_584_616",0.235548367335367
"Q96KN7_IDR_937_1114",0.234859431640838
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.522760704750148
"Q96KP6_IDR_227_325",0.477239295249852
"Q96KQ4_IDR_230_267",0.199808872952516
"Q96KQ4_IDR_86_123",0.204336425234584
"Q96L73_IDR_1_315",0.213667617480639
"Q96L73_IDR_2207_2636",0.27477814439738
"Q96L73_IDR_2653_2696",0.229389150249058
"Q96L73_IDR_435_1542",0.282165087872923
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.51889200020488
"Q96L93_IDR_593_628",0.48110799979512
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.504739340149543
"Q96LC9_IDR_1_97",0.495260659850457
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.474066671229127
"Q96LI6_IDR_194_327",0.525933328770873
"Q96LI9_IDR_1_36",0.507039248382253
"Q96LI9_IDR_260_332",0.492960751617747
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.236475819695614
"Q96LX7_IDR_144_190",0.26346029388541
"Q96LX7_IDR_192_378",0.239019649124059
"Q96LX7_IDR_572_622",0.261044237294918
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.517396809529411
"Q96LY2_IDR_302_350",0.482603190470589
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.305160964784683
"Q96M02_IDR_299_402",0.343327697288181
"Q96M02_IDR_411_651",0.351511337927136
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.496587672562338
"Q96MC2_IDR_559_616",0.503412327437663
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.485030462022661
"Q96MC6_IDR_450_490",0.514969537977339
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.232595577990619
"Q96ME7_IDR_202_271",0.215896352650027
"Q96ME7_IDR_291_377",0.266681842776697
"Q96ME7_IDR_471_567",0.284826226582658
"Q96MF2_IDR_122_245",0.471997048941955
"Q96MF2_IDR_1_97",0.528002951058045
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.553710782158423
"Q96MH2_IDR_150_184",0.446289217841577
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.522678672263713
"Q96MT7_IDR_1058_1115",0.188205916346597
"Q96MT7_IDR_1283_1345",0.174035150290724
"Q96MT7_IDR_1494_1538",0.209872472826607
"Q96MT8_IDR_102_144",0.263248538600903
"Q96MT8_IDR_173_224",0.243004533602502
"Q96MT8_IDR_286_367",0.241134907766862
"Q96MT8_IDR_475_660",0.252612020029734
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.47253492970325
"Q96MU7_IDR_508_727",0.52746507029675
"Q96N77_IDR_119_262",0.518142407980277
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.50796650313946
"Q96N95_IDR_1_46",0.49203349686054
"Q96N96_IDR_1_134",0.471329458952376
"Q96N96_IDR_576_652",0.528670541047624
"Q96NA2_IDR_349_401",0.499826630648196
"Q96NA2_IDR_93_347",0.500173369351804
"Q96NA8_IDR_1_40",0.254904169414036
"Q96NA8_IDR_47_133",0.260285702023596
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.482729917992804
"Q96NT1_IDR_1_65",0.517270082007196
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.585434520618549
"Q96NU1_IDR_623_677",0.414565479381451
"Q96NW4_IDR_622_665",0.491594119840264
"Q96NW4_IDR_962_1050",0.508405880159736
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.495280463723459
"Q96P50_IDR_519_658",0.50471953627654
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.485578683461438
"Q96P64_IDR_323_384",0.514421316538562
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.515087474252169
"Q96P66_IDR_477_508",0.484912525747831
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.3333625313018
"Q96P71_IDR_160_224",0.327637187878984
"Q96P71_IDR_234_281",0.339000280819217
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.189339410346339
"Q96PC5_IDR_1083_1412",0.220734334359858
"Q96PC5_IDR_1_56",0.169351710129113
"Q96PC5_IDR_888_937",0.190261840802425
"Q96PC5_IDR_92_600",0.230312704362265
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.324955280386049
"Q96PM9_IDR_272_315",0.355278981932853
"Q96PM9_IDR_84_260",0.319765737681098
"Q96PP4_IDR_134_173",0.520877464159509
"Q96PP4_IDR_182_232",0.479122535840491
"Q96PQ0_IDR_1108_1141",0.472704584437326
"Q96PQ0_IDR_1_131",0.527295415562674
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.511515576062626
"Q96PQ6_IDR_1_53",0.488484423937374
"Q96PR1_IDR_40_94",0.541277122561429
"Q96PR1_IDR_486_638",0.458722877438571
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.335412687218075
"Q96PU4_IDR_624_687",0.334810518633315
"Q96PU4_IDR_77_117",0.32977679414861
"Q96PU5_IDR_155_208",0.335781353826934
"Q96PY6_IDR_1066_1178",0.479108447384966
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.461863561339896
"Q96Q04_IDR_545_1460",0.538136438660104
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.331887736190314
"Q96Q15_IDR_1870_1920",0.335755267054481
"Q96Q15_IDR_3520_3604",0.332356996755205
"Q96Q35_IDR_18_80",0.493655844810525
"Q96Q35_IDR_399_445",0.506344155189475
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.267770915389386
"Q96Q89_IDR_222_262",0.212927226717892
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.266221071165043
"Q96Q89_IDR_593_1061",0.253080786727679
"Q96QE3_IDR_1196_1297",0.126755371320941
"Q96QE3_IDR_1524_1636",0.133475737017918
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.528629502148674
"Q96QS3_IDR_450_560",0.471370497851326
"Q96QS6_IDR_1_45",0.500773429131963
"Q96QS6_IDR_338_385",0.499226570868037
"Q96QT4_IDR_1257_1544",0.309431195249912
"Q96QT4_IDR_543_614",0.345404940554238
"Q96QT4_IDR_782_836",0.34516386419585
"Q96QT6_IDR_1_69",0.241403323482357
"Q96QT6_IDR_72_268",0.270652733067953
"Q96RJ3_IDR_1_31",0.487171889307399
"Q96RJ3_IDR_35_164",0.512828110692601
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.341148735515023
"Q96RL7_IDR_1672_1713",0.322320540167532
"Q96RL7_IDR_799_873",0.336530724317445
"Q96RU7_IDR_321_358",0.473161442906656
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.325304183977951
"Q96RV3_IDR_888_967",0.320654928662668
"Q96RV3_IDR_92_866",0.354040887359381
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.552740546657002
"Q96RY5_IDR_429_1214",0.447259453342998
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.482720936074008
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.523396810736998
"Q96SF7_IDR_289_602",0.476603189263002
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.47740098523384
"Q96SI9_IDR_458_504",0.522599014766159
"Q96SK2_IDR_106_246",0.513993447889382
"Q96SK2_IDR_277_311",0.486006552110618
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.581608569056975
"Q96T21_IDR_785_815",0.418391430943025
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.372680106823762
"Q96T37_IDR_256_369",0.323674502973438
"Q96T37_IDR_548_775",0.3036453902028
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.505302527888538
"Q96T51_IDR_605_635",0.494697472111463
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.704519178803412
"Q96T58_IDR_88_331",0.295480821196588
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.245216545169271
"Q99250_IDR_1926_2005",0.252104954643977
"Q99250_IDR_653_695",0.250925308350141
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.488759992224372
"Q99442_IDR_288_399",0.511240007775628
"Q99453_IDR_1_141",0.490431292777158
"Q99453_IDR_149_314",0.509568707222842
"Q99456_IDR_15_94",0.508573186270044
"Q99456_IDR_437_472",0.491426813729956
"Q99457_IDR_157_307",0.527209811784149
"Q99457_IDR_1_93",0.472790188215851
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.48141761409577
"Q99460_IDR_837_875",0.51858238590423
"Q99466_IDR_1489_1547",0.336707610464006
"Q99466_IDR_1825_1941",0.348541595220189
"Q99466_IDR_1958_2003",0.314750794315805
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.196425147196853
"Q99558_IDR_658_779",0.194874581428906
"Q99558_IDR_788_826",0.189461289856702
"Q99558_IDR_87_209",0.23748654682764
"Q99569_IDR_1016_1129",0.278803643670384
"Q99569_IDR_1_521",0.45371878499264
"Q99569_IDR_761_807",0.267477571336976
"Q99570_IDR_783_818",0.503036205229827
"Q99570_IDR_835_935",0.496963794770173
"Q99572_IDR_418_470",1
"Q99575_IDR_126_199",0.2054017342966
"Q99575_IDR_1_95",0.216834226205001
"Q99575_IDR_362_394",0.203960594691676
"Q99575_IDR_721_799",0.174537602425981
"Q99575_IDR_897_942",0.199265842380741
"Q99578_IDR_186_217",1
"Q99581_IDR_136_238",1
"Q99583_IDR_17_552",1
"Q99590_IDR_103_1377",0.757405765856633
"Q99590_IDR_1_36",0.242594234143367
"Q99626_IDR_1_313",1
"Q99633_IDR_1_85",0.530735177958624
"Q99633_IDR_92_181",0.469264822041376
"Q99638_IDR_267_359",1
"Q99640_IDR_1_96",0.525937150217414
"Q99640_IDR_396_479",0.474062849782586
"Q99645_IDR_35_100",1
"Q99650_IDR_813_908",0.493343135063163
"Q99650_IDR_921_967",0.506656864936837
"Q99661_IDR_590_638",0.4960586552002
"Q99661_IDR_75_224",0.5039413447998
"Q99665_IDR_673_706",0.49925933883967
"Q99665_IDR_712_825",0.50074066116033
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.160929652973354
"Q99698_IDR_1487_1517",0.187765266471754
"Q99698_IDR_2075_2224",0.15745112726713
"Q99700_IDR_1_256",0.347985397126011
"Q99700_IDR_450_1313",0.652014602873988
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.552570924013529
"Q99708_IDR_822_897",0.447429075986471
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.451683023607788
"Q99733_IDR_341_375",0.548316976392212
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.494692043879299
"Q99742_IDR_409_521",0.505307956120701
"Q99747_IDR_277_310",1
"Q99935_IDR_1_212",1
"Q99941_IDR_1_498",0.319566498830027
"Q99941_IDR_522_566",0.340608321596553
"Q99941_IDR_668_703",0.339825179573421
"Q99942_IDR_143_180",1
"Q99944_IDR_1_32",1
"Q99946_IDR_1_160",0.525400667069252
"Q99946_IDR_178_208",0.474599332930748
"Q99952_IDR_304_437",1
"Q99956_IDR_142_199",0.492463661897076
"Q99956_IDR_347_384",0.507536338102924
"Q99958_IDR_159_424",0.507547051024295
"Q99958_IDR_34_69",0.492452948975705
"Q99959_IDR_1_348",1
"Q99961_IDR_248_306",1
"Q99962_IDR_248_289",1
"Q99963_IDR_246_285",1
"Q99966_IDR_1_147",1
"Q9BPX6_IDR_1_110",1
"Q9BPZ2_IDR_1_46",1
"Q9BPZ3_IDR_64_114",1
"Q9BPZ7_IDR_36_115",1
"Q9BQ04_IDR_149_359",1
"Q9BQ15_IDR_104_211",1
"Q9BQ16_IDR_1_39",0.432507609372031
"Q9BQ16_IDR_388_436",0.567492390627969
"Q9BQ31_IDR_450_491",1
"Q9BQ39_IDR_1_136",0.509259769263396
"Q9BQ39_IDR_668_737",0.490740230736604
"Q9BQ48_IDR_1_92",1
"Q9BQ50_IDR_1_46",1
"Q9BQ52_IDR_1_53",0.339050781994945
"Q9BQ52_IDR_189_235",0.308932863755326
"Q9BQ52_IDR_784_826",0.35201635424973
"Q9BQ61_IDR_1_145",1
"Q9BQ65_IDR_1_46",1
"Q9BQ66_IDR_1_199",1
"Q9BQ69_IDR_1_73",1
"Q9BQI3_IDR_1_37",0.496663927985993
"Q9BQI3_IDR_240_374",0.503336072014007
"Q9BQI4_IDR_231_270",1
"Q9BQI5_IDR_150_527",0.573191147998188
"Q9BQI5_IDR_1_68",0.426808852001812
"Q9BQI6_IDR_202_330",0.555636245100951
"Q9BQI6_IDR_716_799",0.444363754899049
"Q9BQI7_IDR_1_308",0.508342596145871
"Q9BQI7_IDR_735_771",0.491657403854129
"Q9BQI9_IDR_1_154",1
"Q9BQK8_IDR_533_589",0.476556265473352
"Q9BQK8_IDR_92_433",0.523443734526648
