"","GO0015085_calcium_ion_transmembrane_transporter_activity"
"Q14432_IDR_1029_1078",0.316241292759535
"Q14432_IDR_1092_1141",0.299436402290458
"Q14432_IDR_262_664",0.384322304950007
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.499772528113622
"Q14444_IDR_247_709",0.500227471886378
"Q14449_IDR_1_104",0.485981699561732
"Q14449_IDR_355_432",0.514018300438268
"Q14451_IDR_1_98",0.478258885955571
"Q14451_IDR_354_427",0.521741114044429
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.524224394244883
"Q14527_IDR_1_53",0.259253564502189
"Q14527_IDR_172_204",0.250077283202825
"Q14527_IDR_321_394",0.249320348814642
"Q14527_IDR_397_473",0.241348803480345
"Q14532_IDR_1_51",0.515974525456615
"Q14532_IDR_405_448",0.484025474543385
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.487649157424389
"Q14541_IDR_86_131",0.512350842575611
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.246908967437722
"Q14562_IDR_151_260",0.250504659961511
"Q14562_IDR_328_405",0.274690476743079
"Q14562_IDR_95_148",0.227895895857688
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.332965628001691
"Q14571_IDR_926_964",0.337754367366586
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.197030346982111
"Q14643_IDR_1707_1737",0.194901882652624
"Q14643_IDR_1756_1796",0.20753434721911
"Q14643_IDR_1886_1966",0.190077194704162
"Q14643_IDR_911_975",0.210456228441992
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.321930661613489
"Q14667_IDR_2035_2109",0.353243607450269
"Q14667_IDR_2183_2235",0.324825730936242
"Q14669_IDR_1_408",0.510229025350361
"Q14669_IDR_938_1083",0.489770974649639
"Q14671_IDR_17_558",0.192712532456945
"Q14671_IDR_570_646",0.196486758104552
"Q14671_IDR_663_727",0.203769611183814
"Q14671_IDR_740_779",0.207172583910588
"Q14690_IDR_1401_1585",0.488736986184758
"Q14690_IDR_1_68",0.511263013815242
"Q14692_IDR_1222_1282",0.237437762060559
"Q14692_IDR_1_47",0.242119782185463
"Q14692_IDR_397_744",0.239130450730795
"Q14692_IDR_762_844",0.281312005023182
"Q14693_IDR_105_457",0.437442486790713
"Q14693_IDR_559_621",0.562557513209287
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.500622731916631
"Q14696_IDR_193_234",0.499377268083369
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.455363062648374
"Q14699_IDR_435_578",0.544636937351626
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.519236217498844
"Q14738_IDR_518_574",0.480763782501156
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.514308572253392
"Q14761_IDR_92_188",0.485691427746608
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.3414469693876
"Q14766_IDR_212_328",0.327374382405916
"Q14766_IDR_758_817",0.331178648206484
"Q14767_IDR_233_296",0.542438534056037
"Q14767_IDR_45_165",0.457561465943963
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.496201874972593
"Q14774_IDR_53_173",0.503798125027407
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.130470860539304
"Q14789_IDR_1442_1474",0.121665425438223
"Q14789_IDR_1584_1873",0.116414039158508
"Q14789_IDR_205_718",0.117717978526004
"Q14789_IDR_2763_2798",0.134750264998193
"Q14789_IDR_871_1329",0.117065702585157
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.326929329469488
"Q14865_IDR_243_323",0.331595647215834
"Q14865_IDR_410_1030",0.341475023314677
"Q14872_IDR_1_169",0.350461930303366
"Q14872_IDR_232_558",0.323220101063517
"Q14872_IDR_639_714",0.326317968633117
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.541307341878714
"Q14934_IDR_691_872",0.458692658121286
"Q14938_IDR_188_221",0.31813786666488
"Q14938_IDR_223_406",0.361984202479361
"Q14938_IDR_410_502",0.319877930855759
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.230992274879664
"Q14966_IDR_1_906",0.254218816168872
"Q14966_IDR_1939_1978",0.254384098689741
"Q14966_IDR_939_1024",0.260404810261723
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.501941834411769
"Q14BN4_IDR_292_527",0.245442010054609
"Q14BN4_IDR_537_567",0.24959981973823
"Q14BN4_IDR_679_734",0.253184630325999
"Q14BN4_IDR_797_828",0.251773539881162
"Q14C86_IDR_445_514",0.488169508768949
"Q14C86_IDR_521_1117",0.511830491231052
"Q14C87_IDR_800_911",0.495423151971511
"Q14C87_IDR_944_1069",0.504576848028489
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.510678601126711
"Q14CN4_IDR_455_511",0.489321398873289
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.502864005108115
"Q14CW9_IDR_51_84",0.497135994891885
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.317853045098725
"Q15020_IDR_583_694",0.327169639463744
"Q15020_IDR_879_950",0.354977315437532
"Q15021_IDR_1296_1401",0.386017483382704
"Q15021_IDR_547_611",0.298780774560845
"Q15021_IDR_953_988",0.315201742056451
"Q15022_IDR_1_78",0.307088657395754
"Q15022_IDR_366_423",0.370685191914372
"Q15022_IDR_689_739",0.322226150689874
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.510185174069158
"Q15027_IDR_524_568",0.489814825930842
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.36379716962146
"Q15032_IDR_259_640",0.314725635859207
"Q15032_IDR_761_979",0.321477194519333
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.242424446587052
"Q15059_IDR_417_570",0.25689140068358
"Q15059_IDR_641_726",0.251515925513304
"Q15061_IDR_409_458",0.512913861156087
"Q15061_IDR_600_677",0.487086138843913
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.326695826901766
"Q15111_IDR_1_103",0.347133755038954
"Q15111_IDR_545_575",0.32617041805928
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.320003712192421
"Q15139_IDR_196_252",0.332990768402998
"Q15139_IDR_329_419",0.347005519404581
"Q15147_IDR_456_556",0.50532992008272
"Q15147_IDR_839_1103",0.49467007991728
"Q15291_IDR_408_538",0.533015109487642
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.484210458415365
"Q15303_IDR_990_1150",0.515789541584635
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.501837900525812
"Q15311_IDR_378_655",0.498162099474188
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.517202320349393
"Q15329_IDR_233_311",0.482797679650607
"Q15334_IDR_645_719",0.525403161068634
"Q15334_IDR_955_1064",0.474596838931366
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.334707013077539
"Q15361_IDR_129_499",0.338735010145349
"Q15361_IDR_868_905",0.326557976777112
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.511972584282652
"Q15431_IDR_706_946",0.488027415717348
"Q15434_IDR_1_53",0.502795243569471
"Q15434_IDR_370_407",0.497204756430529
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.251767133766874
"Q15459_IDR_1_37",0.246489871344
"Q15459_IDR_316_406",0.241900372167531
"Q15459_IDR_532_689",0.259842622721594
"Q15464_IDR_1_187",0.482349631759994
"Q15464_IDR_189_387",0.517650368240006
"Q15465_IDR_1_41",0.493884528433554
"Q15465_IDR_395_427",0.506115471566447
"Q15468_IDR_1074_1270",0.492639699955495
"Q15468_IDR_372_1067",0.507360300044505
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.532552706336019
"Q15596_IDR_376_1433",0.467447293663981
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.431027074828001
"Q155Q3_IDR_460_598",0.568972925171999
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.477102176433596
"Q15633_IDR_230_260",0.522897823566404
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.497015703611012
"Q15642_IDR_472_538",0.502984296388988
"Q15643_IDR_1175_1215",0.12663379155827
"Q15643_IDR_1224_1360",0.12109356401468
"Q15643_IDR_1_422",0.122263994707924
"Q15643_IDR_1814_1950",0.130244091104387
"Q15643_IDR_437_468",0.125842507570208
"Q15643_IDR_590_642",0.125136395227752
"Q15643_IDR_836_899",0.124263179580895
"Q15643_IDR_970_1011",0.124522476235882
"Q15699_IDR_153_225",0.332991255874232
"Q15699_IDR_228_326",0.335115278476976
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.532650501764619
"Q15723_IDR_302_434",0.467349498235381
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.470617586085456
"Q15735_IDR_842_1006",0.529382413914544
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.337775118585479
"Q15742_IDR_1_35",0.321381695611611
"Q15742_IDR_354_525",0.34084318580291
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.196695847364914
"Q15746_IDR_1767_1803",0.200603369141689
"Q15746_IDR_257_333",0.202426905475614
"Q15746_IDR_367_408",0.218860362557346
"Q15746_IDR_920_1094",0.181413515460437
"Q15784_IDR_194_382",0.511709622652966
"Q15788_IDR_1_33",0.523512739982312
"Q15788_IDR_368_1392",0.476487260017688
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.253425012982144
"Q15811_IDR_312_380",0.253204512847423
"Q15811_IDR_660_737",0.249884960915035
"Q15811_IDR_808_910",0.243485513255398
"Q15814_IDR_138_177",0.502933649680842
"Q15814_IDR_1_55",0.497066350319159
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.517925942351825
"Q15842_IDR_361_424",0.482074057648175
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.477821345358894
"Q15849_IDR_443_550",0.522178654641106
"Q15911_IDR_1046_1087",0.0915487681371227
"Q15911_IDR_1107_1958",0.0900262625800989
"Q15911_IDR_1961_2643",0.0949211641065681
"Q15911_IDR_2690_2728",0.0932243573443512
"Q15911_IDR_2741_2948",0.0858435843709933
"Q15911_IDR_2998_3465",0.0861173715355537
"Q15911_IDR_345_949",0.0938777185207167
"Q15911_IDR_3468_3703",0.0871281591600763
"Q15911_IDR_951_1039",0.101980430007391
"Q15915_IDR_1_165",0.503627079003178
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.507576641687528
"Q16322_IDR_469_511",0.492423358312472
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.575720868644264
"Q16352_IDR_413_499",0.424279131355736
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.250845788779947
"Q16512_IDR_345_386",0.260212594001312
"Q16512_IDR_525_608",0.246005366589467
"Q16512_IDR_96_167",0.242936250629274
"Q16513_IDR_109_169",0.333562914684827
"Q16513_IDR_486_516",0.330434797856985
"Q16513_IDR_523_649",0.336002287458188
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.487030329122287
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.50904887388933
"Q16572_IDR_68_118",0.49095112611067
"Q16584_IDR_1_40",0.490544839254508
"Q16584_IDR_414_847",0.509455160745492
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.490834808486541
"Q16587_IDR_96_245",0.509165191513459
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.506716226821923
"Q16665_IDR_412_768",0.496600597786096
"Q16666_IDR_391_574",0.511933634288489
"Q16666_IDR_87_199",0.488066365711511
"Q16670_IDR_133_278",0.333018195137278
"Q16670_IDR_1_74",0.331980077134989
"Q16670_IDR_82_125",0.335001727727733
"Q16671_IDR_126_192",0.499370661536187
"Q16671_IDR_512_573",0.500629338463813
"Q16676_IDR_1_123",0.501725144159111
"Q16676_IDR_211_465",0.498274855840889
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.49787859531881
"Q16720_IDR_295_356",0.50212140468119
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.339358929603109
"Q16760_IDR_1_39",0.336102407636268
"Q16760_IDR_552_714",0.324538662760622
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.340821584906959
"Q16849_IDR_369_466",0.316933613543566
"Q16849_IDR_610_686",0.342244801549475
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.521324401707199
"Q16891_IDR_91_228",0.478675598292801
"Q17R60_IDR_189_227",0.336423463530088
"Q17R60_IDR_31_62",0.347409576533306
"Q17R60_IDR_382_562",0.316166959936606
"Q17R89_IDR_28_66",0.329242368227457
"Q17R89_IDR_460_781",0.345498497140983
"Q17R89_IDR_786_818",0.32525913463156
"Q17R98_IDR_1_898",0.487911486033404
"Q17R98_IDR_901_1015",0.512088513966596
"Q17RB8_IDR_1_43",0.474834251620438
"Q17RB8_IDR_335_461",0.525165748379562
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.486432864731395
"Q1KMD3_IDR_635_665",0.513567135268605
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.353293221640878
"Q1X8D7_IDR_545_581",0.318480739742889
"Q1X8D7_IDR_698_754",0.328226038616233
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.49557354286324
"Q24JP5_IDR_901_983",0.50442645713676
"Q27J81_IDR_346_523",0.487944017856457
"Q27J81_IDR_933_1244",0.512055982143543
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.343097773623067
"Q2I0M5_IDR_152_189",0.33755095126947
"Q2LD37_IDR_1779_1814",0.0583276809416749
"Q2LD37_IDR_1915_1993",0.0566110738879508
"Q2LD37_IDR_2161_2427",0.0566103940632475
"Q2LD37_IDR_2596_2696",0.064381112222382
"Q2LD37_IDR_2725_2769",0.0629952663691603
"Q2LD37_IDR_2929_2963",0.057088525770287
"Q2LD37_IDR_3482_3548",0.0579053306359705
"Q2LD37_IDR_3563_3787",0.0597462183982129
"Q2LD37_IDR_3816_3865",0.0559648090251172
"Q2LD37_IDR_3893_3956",0.0608258273053131
"Q2LD37_IDR_3998_4030",0.0560017944210531
"Q2LD37_IDR_4094_4145",0.0621404483476166
"Q2LD37_IDR_4288_4396",0.0579689616948539
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.563469969854351
"Q2M1P5_IDR_345_1039",0.436530030145649
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.544738855874604
"Q2M3C7_IDR_1139_1293",0.154297334439499
"Q2M3C7_IDR_1327_1603",0.138777114104171
"Q2M3C7_IDR_456_674",0.133023503347886
"Q2M3C7_IDR_677_717",0.145297878500464
"Q2M3C7_IDR_723_1136",0.141776672930282
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.499573823906992
"Q2MJR0_IDR_243_292",0.500426176093008
"Q2MKA7_IDR_1_31",0.340879387225274
"Q2MKA7_IDR_146_177",0.330287733830392
"Q2MKA7_IDR_207_263",0.328832878944334
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.341531860321608
"Q2NKQ1_IDR_473_531",0.358214196860083
"Q2NKQ1_IDR_671_923",0.300253942818308
"Q2PPJ7_IDR_1486_1523",0.230433478757707
"Q2Q1W2_IDR_122_192",0.501956297069907
"Q2Q1W2_IDR_21_53",0.498043702930093
"Q2QGD7_IDR_1_78",0.203820725179496
"Q2QGD7_IDR_460_537",0.208394180315942
"Q2QGD7_IDR_595_710",0.193134338940279
"Q2QGD7_IDR_713_751",0.201862530137077
"Q2QGD7_IDR_82_174",0.192788225427207
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.49787735349554
"Q2T9K0_IDR_443_475",0.50212264650446
"Q2T9L4_IDR_200_293",0.493517934387025
"Q2T9L4_IDR_58_196",0.506482065612975
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.404492664478268
"Q2TAC6_IDR_642_998",0.595507335521732
"Q2TAK8_IDR_102_405",0.521582557910398
"Q2TAK8_IDR_527_563",0.478417442089602
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.332086214648235
"Q2TAL8_IDR_194_241",0.336682037332624
"Q2TBE0_IDR_509_542",0.502934588116642
"Q2UY09_IDR_1002_1069",0.509110721501279
"Q2UY09_IDR_204_782",0.490889278498721
"Q2V2M9_IDR_1265_1364",0.511924352537489
"Q2V2M9_IDR_325_784",0.488075647462511
"Q2VIQ3_IDR_438_557",0.248337571430553
"Q2VIQ3_IDR_564_602",0.245844397501633
"Q2VIQ3_IDR_604_817",0.255897635128367
"Q2VIQ3_IDR_893_1234",0.249920395939447
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.300470432936956
"Q2VWP7_IDR_1089_1150",0.333900206194851
"Q2VWP7_IDR_974_1029",0.365629360868193
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.491054119841258
"Q2VYF4_IDR_40_119",0.508945880158742
"Q2WGJ9_IDR_1094_1134",0.193236460076541
"Q2WGJ9_IDR_1161_1270",0.201606034669111
"Q2WGJ9_IDR_1_77",0.204849763245688
"Q2WGJ9_IDR_417_457",0.194543232219107
"Q2WGJ9_IDR_516_550",0.205764509789553
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.320596971599429
"Q32P44_IDR_47_210",0.566860692819492
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.356128862995565
"Q33E94_IDR_486_599",0.309604412938692
"Q33E94_IDR_638_671",0.334266724065743
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.254415951011695
"Q3B7T1_IDR_213_299",0.242172938610152
"Q3B7T1_IDR_517_584",0.24511288681028
"Q3B7T1_IDR_620_672",0.258298223567873
"Q3B7T3_IDR_1_45",0.502806748771969
"Q3B7T3_IDR_58_259",0.497193251228031
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.50209545854152
"Q3C1V8_IDR_67_128",0.49790454145848
"Q3L8U1_IDR_1715_1770",0.25672059255314
"Q3L8U1_IDR_2003_2897",0.230954643923931
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.49094769190014
"Q3MII6_IDR_454_604",0.50905230809986
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.503604091401069
"Q3MJ13_IDR_700_785",0.496395908598931
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.469615010913545
"Q3SY00_IDR_492_556",0.530384989086455
"Q3V6T2_IDR_1209_1871",0.385018848962194
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.332196063611971
"Q3YBR2_IDR_355_411",0.335820366527789
"Q3YBR2_IDR_83_166",0.33198356986024
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.484943847697968
"Q3ZCQ8_IDR_321_353",0.515056152302032
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.504140718561882
"Q3ZCX4_IDR_93_157",0.495859281438118
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.505498887463472
"Q401N2_IDR_377_412",0.494501112536528
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.492681902928497
"Q460N5_IDR_98_140",0.507318097071503
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.336690895631788
"Q496Y0_IDR_1_65",0.332473567361642
"Q496Y0_IDR_361_454",0.330835537006571
"Q499Z3_IDR_140_198",0.521297537600989
"Q499Z3_IDR_1_42",0.478702462399011
"Q499Z4_IDR_1_256",0.509048489557881
"Q499Z4_IDR_258_310",0.490951510442119
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.493824639743066
"Q49A92_IDR_133_489",0.506175360256934
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.466111802533174
"Q4G0M1_IDR_89_189",0.533888197466826
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.163597843115245
"Q4G0P3_IDR_2102_2188",0.197992961733859
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.153862699726657
"Q4G0P3_IDR_2485_2561",0.155047139029652
"Q4G0P3_IDR_2649_2734",0.16313756515525
"Q4G0P3_IDR_3215_3252",0.166361791239335
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.349541361662036
"Q4LE39_IDR_268_303",0.328753607587908
"Q4LE39_IDR_405_1306",0.324158222896534
"Q4LEZ3_IDR_111_155",0.483887085964685
"Q4LEZ3_IDR_1_53",0.516112914035315
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.494385133194455
"Q4V328_IDR_517_792",0.505614866805545
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.497498146764206
"Q4VC44_IDR_73_108",0.502501853235795
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.242672766976506
"Q4ZG55_IDR_279_342",0.264161853933522
"Q4ZG55_IDR_44_74",0.236890419924357
"Q4ZG55_IDR_625_655",0.256274959165615
"Q4ZHG4_IDR_1_36",0.330976790050239
"Q4ZHG4_IDR_1532_1587",0.3274958713129
"Q4ZHG4_IDR_372_1527",0.341527338636862
"Q4ZIN3_IDR_1_34",0.517101299547208
"Q4ZIN3_IDR_467_620",0.482898700452792
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.245574247330454
"Q502W6_IDR_1191_1294",0.252838933943811
"Q502W6_IDR_1_31",0.249712828281985
"Q502W6_IDR_711_805",0.251873990443751
"Q502W7_IDR_1_219",0.240779776203946
"Q502W7_IDR_228_335",0.281762787982382
"Q502W7_IDR_353_395",0.239110826388784
"Q502W7_IDR_502_554",0.238346609424888
"Q504T8_IDR_103_313",0.501379918741094
"Q52WX2_IDR_1_39",0.489758152471053
"Q52WX2_IDR_320_410",0.510241847528947
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.335881145545104
"Q53EQ6_IDR_189_220",0.340138721555737
"Q53EQ6_IDR_538_583",0.323980132899159
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.311362994790454
"Q53EZ4_IDR_247_302",0.347551375334704
"Q53EZ4_IDR_384_432",0.341085629874842
"Q53F19_IDR_1_74",0.323764799904045
"Q53F19_IDR_183_256",0.312103462253237
"Q53F19_IDR_282_574",0.364131737842718
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.557603564254717
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.561005254957476
"Q53LP3_IDR_85_261",0.438994745042524
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.515458148809582
"Q53QZ3_IDR_194_248",0.484541851190418
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.507658512667236
"Q53SZ7_IDR_314_412",0.492341487332764
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.37532044480821
"Q53TS8_IDR_250_345",0.311345222792115
"Q53TS8_IDR_354_587",0.313334332399676
"Q562E7_IDR_1017_1219",0.242522554048769
"Q562E7_IDR_1522_1555",0.252856328464279
"Q562E7_IDR_607_715",0.25316882572866
"Q587J7_IDR_1096_1166",0.512872629836953
