"","GO0043547_positive_regulation_of_GTPase_activity"
"Q8WZ42_IDR_32818_32928",0.0815327426825758
"Q8WZ42_IDR_32971_33260",0.0874459114771976
"Q8WZ42_IDR_33393_33486",0.0832234998256765
"Q8WZ42_IDR_33581_33644",0.0851717972833745
"Q8WZ42_IDR_33743_33780",0.0845517265560688
"Q8WZ42_IDR_33872_33966",0.0829198963037647
"Q8WZ42_IDR_34165_34253",0.084826053088814
"Q8WZ42_IDR_3714_4075",0.0812079102700284
"Q8WZ42_IDR_4170_4272",0.082493109454784
"Q8WZ42_IDR_9853_12031",0.0769972445099234
"Q8WZ55_IDR_65_162",0.319140738960568
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.320869154934054
"Q92481_IDR_1_81",0.332398721873436
"Q92481_IDR_91_169",0.34673212319251
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.342604868432433
"Q92504_IDR_239_313",0.327103451135263
"Q92504_IDR_29_124",0.330291680432304
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.159434215421559
"Q92508_IDR_144_184",0.162509455365827
"Q92508_IDR_1534_1653",0.197597785196126
"Q92508_IDR_1809_1924",0.159262850551811
"Q92508_IDR_336_409",0.158316795076332
"Q92508_IDR_712_778",0.162878898388345
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.510827119188498
"Q92543_IDR_1_71",0.242741904089698
"Q92543_IDR_297_513",0.258187753883107
"Q92543_IDR_669_742",0.246305522749943
"Q92543_IDR_774_816",0.252764819277252
"Q92545_IDR_1158_1705",0.503479270208097
"Q92545_IDR_1_31",0.496520729791903
"Q92547_IDR_286_335",0.260028674747717
"Q92547_IDR_449_546",0.232704668827362
"Q92547_IDR_739_903",0.259316328257903
"Q92547_IDR_993_1263",0.247950328167018
"Q92551_IDR_343_394",0.493054170739193
"Q92551_IDR_98_200",0.506945829260807
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.343849619849201
"Q92560_IDR_566_624",0.32707598051982
"Q92560_IDR_695_729",0.329074399630978
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.500117229099521
"Q92563_IDR_368_423",0.499882770900479
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.321426902185414
"Q92609_IDR_651_717",0.224589293535636
"Q92609_IDR_719_786",0.23984071164819
"Q92610_IDR_1049_1267",0.201041180910426
"Q92610_IDR_1_68",0.199984831901249
"Q92610_IDR_73_800",0.203992275511882
"Q92610_IDR_833_863",0.200993467780876
"Q92610_IDR_914_1042",0.193988243895567
"Q92611_IDR_48_91",0.495323096143488
"Q92611_IDR_601_635",0.504676903856512
"Q92613_IDR_1_38",0.326686056696131
"Q92613_IDR_367_402",0.308201401825335
"Q92613_IDR_524_823",0.365112541478533
"Q92614_IDR_1_273",0.290333268007622
"Q92614_IDR_1938_2054",0.241505399244533
"Q92614_IDR_298_340",0.22442077659105
"Q92614_IDR_985_1018",0.243740556156795
"Q92615_IDR_1_154",0.314641871966321
"Q92615_IDR_310_341",0.309605411616658
"Q92615_IDR_395_738",0.375752716417021
"Q92625_IDR_1072_1118",0.267277222411799
"Q92625_IDR_308_663",0.239621736551514
"Q92625_IDR_832_923",0.237998021288585
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.503467763106881
"Q92628_IDR_142_397",0.496532236893119
"Q92630_IDR_1_150",0.53731753206455
"Q92630_IDR_538_601",0.46268246793545
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.503581311851683
"Q92665_IDR_1_102",0.496418688148317
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.192099629383659
"Q92766_IDR_319_446",0.197539347922623
"Q92766_IDR_476_700",0.215220667118041
"Q92766_IDR_702_770",0.198455470344644
"Q92766_IDR_772_1687",0.196684885231033
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.511736482284356
"Q92777_IDR_421_564",0.488263517715644
"Q92783_IDR_147_212",0.336032978515412
"Q92783_IDR_267_298",0.332535007796648
"Q92783_IDR_378_540",0.331432013687939
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.322299372717439
"Q92793_IDR_1559_1612",0.343640812234966
"Q92793_IDR_1852_2432",0.334059815047595
"Q92794_IDR_313_474",0.511888113699989
"Q92805_IDR_636_689",0.333291609269716
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.506788956672124
"Q92830_IDR_383_453",0.493211043327876
"Q92831_IDR_1_89",0.485913438284604
"Q92831_IDR_366_447",0.514086561715396
"Q92833_IDR_1202_1246",0.277252059427328
"Q92833_IDR_165_549",0.244734975542551
"Q92833_IDR_43_159",0.248527467565709
"Q92833_IDR_719_805",0.229485497464413
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.4844461290025
"Q92835_IDR_869_1189",0.5155538709975
"Q92837_IDR_1_31",0.329982836221604
"Q92886_IDR_153_209",0.534386159293409
"Q92887_IDR_255_304",0.481292721985032
"Q92887_IDR_866_949",0.518707278014968
"Q92888_IDR_234_393",0.507071857477921
"Q92888_IDR_761_867",0.492928142522079
"Q92889_IDR_453_543",0.499042480350868
"Q92889_IDR_646_680",0.500957519649132
"Q92890_IDR_229_262",0.516390898570801
"Q92890_IDR_272_307",0.483609101429199
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.333735963273305
"Q92900_IDR_1_113",0.338437130183201
"Q92900_IDR_962_995",0.327826906543494
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.245540396192498
"Q92908_IDR_133_330",0.242656990434385
"Q92908_IDR_422_464",0.249208108925757
"Q92908_IDR_477_559",0.26259450444736
"Q92945_IDR_582_614",0.33405798481081
"Q92945_IDR_630_681",0.339721526527448
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.509981718200537
"Q92949_IDR_208_308",0.490018281799463
"Q92952_IDR_1_44",0.343372014162204
"Q92952_IDR_49_90",0.312953518181386
"Q92952_IDR_508_543",0.34367446765641
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.503150862234193
"Q92954_IDR_67_1129",0.496849137765807
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.327340281224937
"Q92968_IDR_214_244",0.338181515485522
"Q92968_IDR_337_403",0.334478203289541
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.608055461469398
"Q92974_IDR_671_986",0.391944538530602
"Q93073_IDR_1_57",0.322832861813845
"Q93073_IDR_64_668",0.366615981711737
"Q93073_IDR_827_1101",0.310551156474418
"Q93074_IDR_1441_1474",0.338449471151792
"Q93074_IDR_1741_2177",0.303610152056828
"Q93074_IDR_629_720",0.35794037679138
"Q93075_IDR_1_294",0.340635700534799
"Q93075_IDR_297_343",0.291647707908923
"Q93075_IDR_345_488",0.367716591556278
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.47996131848273
"Q93100_IDR_674_710",0.52003868151727
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.501619743438136
"Q969R2_IDR_406_512",0.498380256561864
"Q969R5_IDR_115_172",0.343924435073134
"Q969R5_IDR_1_84",0.336760609639411
"Q969R5_IDR_606_667",0.319314955287455
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.496718356627774
"Q969X0_IDR_144_195",0.503281643372226
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.498197366449196
"Q96A47_IDR_243_359",0.501802633550804
"Q96A49_IDR_1_54",0.506147699305988
"Q96A49_IDR_219_336",0.493852300694012
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.492936926569732
"Q96A56_IDR_42_95",0.507063073430268
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.476924059781918
"Q96AP0_IDR_324_487",0.523075940218082
"Q96AP4_IDR_205_275",0.492595327243861
"Q96AP4_IDR_54_158",0.507404672756139
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.341943361879968
"Q96AQ6_IDR_215_579",0.319727671558593
"Q96AQ6_IDR_696_731",0.338328966561439
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.210269298519447
"Q96AV8_IDR_372_911",0.325577076454198
"Q96AV8_IDR_7_91",0.257225695507052
"Q96AV8_IDR_93_141",0.206927929519303
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.484827964199781
"Q96BF6_IDR_124_355",0.317912073540428
"Q96BF6_IDR_358_494",0.335530411240814
"Q96BF6_IDR_498_587",0.346557515218758
"Q96BH1_IDR_208_261",0.508568638898521
"Q96BH1_IDR_267_459",0.491431361101479
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.470118688391523
"Q96BN6_IDR_298_582",0.529881311608477
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.504272087815518
"Q96BR6_IDR_1_84",0.495727912184482
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.550067502624117
"Q96C12_IDR_79_120",0.449932497375883
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.2472595397741
"Q96C34_IDR_1_42",0.254407365940695
"Q96C34_IDR_289_335",0.244353584461288
"Q96C34_IDR_44_86",0.253979509823917
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.491200168433414
"Q96C57_IDR_1_75",0.508799831566586
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.541326897001507
"Q96C92_IDR_350_381",0.458673102998493
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.334152787556159
"Q96CP6_IDR_538_631",0.328289918068969
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.43791296492702
"Q96CV9_IDR_505_547",0.56208703507298
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.318408587243351
"Q96CW6_IDR_226_286",0.311143064871686
"Q96CW6_IDR_79_133",0.370448347884963
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.349681575206595
"Q96D31_IDR_202_249",0.327707987411259
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.24470645930227
"Q96DT7_IDR_278_342",0.24646877323878
"Q96DT7_IDR_466_696",0.262489513447071
"Q96DT7_IDR_808_871",0.24633525401188
"Q96DU7_IDR_1_331",0.411085536694665
"Q96DU7_IDR_333_385",0.588914463305335
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.500733043059023
"Q96DX7_IDR_52_175",0.499266956940977
"Q96DX8_IDR_130_160",0.485025408492951
"Q96DX8_IDR_163_246",0.514974591507049
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.443453105222953
"Q96DY7_IDR_681_827",0.556546894777047
"Q96DZ5_IDR_1_40",0.235481258708764
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.507778061923918
"Q96EK2_IDR_494_531",0.492221938076082
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.488810831949387
"Q96EK7_IDR_857_910",0.511189168050613
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.49750647134972
"Q96EP1_IDR_383_453",0.50249352865028
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.535683319426996
"Q96EP9_IDR_391_437",0.464316680573004
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.469836578975987
"Q96F46_IDR_721_795",0.530163421024013
"Q96F63_IDR_1_61",0.511979672289768
"Q96F63_IDR_194_274",0.488020327710232
"Q96F81_IDR_1135_1474",0.495426303025442
"Q96F81_IDR_1_210",0.504573696974558
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.324658718242769
"Q96FC9_IDR_520_558",0.329810777819703
"Q96FC9_IDR_78_113",0.345530503937528
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.498163662531748
"Q96FF7_IDR_39_194",0.501836337468252
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.538825895081348
"Q96GS4_IDR_214_251",0.461174104918652
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.510059254793264
"Q96GV9_IDR_78_148",0.489940745206736
"Q96GW7_IDR_358_638",0.495284179871021
"Q96GW7_IDR_876_911",0.504715820128979
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.39644876561845
"Q96HI0_IDR_1_184",0.341399561085245
"Q96HI0_IDR_189_240",0.33342135688474
"Q96HI0_IDR_249_495",0.325179082030015
"Q96HJ3_IDR_1_140",0.508495875011432
"Q96HJ3_IDR_329_373",0.491504124988568
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.513043224715702
"Q96HM7_IDR_387_432",0.486956775284298
"Q96I76_IDR_225_320",0.474506115904429
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.301408238078747
"Q96II8_IDR_281_312",0.309816796029375
"Q96II8_IDR_314_654",0.388774965891877
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.500785948940611
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.426446162494338
"Q96J92_IDR_521_1243",0.573553837505662
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.326196766156403
"Q96JA1_IDR_821_928",0.325669064222619
"Q96JA1_IDR_936_1093",0.348134169620978
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.495263070922552
"Q96JB1_IDR_932_962",0.504736929077448
"Q96JB2_IDR_498_544",0.504101978692165
"Q96JB2_IDR_61_100",0.495898021307835
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.235626124328638
"Q96JM2_IDR_165_1113",0.246959610400279
"Q96JM2_IDR_2138_2186",0.269454694804998
"Q96JM2_IDR_28_163",0.247959570466086
"Q96JM3_IDR_1_63",0.442012426093834
"Q96JM3_IDR_82_691",0.557987573906166
"Q96JM4_IDR_1_200",0.140835799967013
"Q96JM4_IDR_1223_1332",0.151265201725405
"Q96JM4_IDR_1353_1391",0.14179937704101
"Q96JM4_IDR_318_732",0.12921183993704
"Q96JQ2_IDR_294_1002",0.46470517437727
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.501558129248311
"Q96JY0_IDR_64_106",0.498441870751689
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.505480645713927
"Q96K17_IDR_1_34",0.494519354286073
"Q96K21_IDR_131_415",0.479667677616386
"Q96K21_IDR_1_89",0.520332322383614
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.489806364384339
"Q96K49_IDR_523_555",0.510193635615661
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.311052861307936
"Q96KM6_IDR_1_723",0.480084335601258
"Q96KM6_IDR_813_892",0.519915664398742
"Q96KN1_IDR_275_310",0.51429150316998
"Q96KN1_IDR_43_75",0.485708496830021
"Q96KN3_IDR_166_217",0.256965442444879
"Q96KN3_IDR_1_70",0.256989547034445
"Q96KN3_IDR_226_334",0.245792462601473
"Q96KN3_IDR_340_472",0.240252547919203
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.266682499907748
"Q96KN7_IDR_451_528",0.242203728248962
"Q96KN7_IDR_584_616",0.252422423314247
"Q96KN7_IDR_937_1114",0.238691348529042
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.495364637006483
"Q96KP6_IDR_227_325",0.504635362993517
"Q96KQ4_IDR_230_267",0.304352098232267
"Q96KQ4_IDR_86_123",0.318171213649032
"Q96L73_IDR_1_315",0.244896996054789
"Q96L73_IDR_2207_2636",0.271773891848388
"Q96L73_IDR_2653_2696",0.245037998799903
"Q96L73_IDR_435_1542",0.238291113296921
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.516966252289376
"Q96L93_IDR_593_628",0.483033747710624
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.495182616160201
"Q96LC9_IDR_1_97",0.504817383839799
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.494370291470472
"Q96LI6_IDR_194_327",0.505629708529528
"Q96LI9_IDR_1_36",0.506534112441233
"Q96LI9_IDR_260_332",0.493465887558767
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.255275434782167
"Q96LX7_IDR_144_190",0.251581173830269
"Q96LX7_IDR_192_378",0.236737517883596
"Q96LX7_IDR_572_622",0.256405873503968
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.485684751667165
"Q96LY2_IDR_302_350",0.514315248332835
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.325075998842807
"Q96M02_IDR_299_402",0.345307639225251
"Q96M02_IDR_411_651",0.329616361931942
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.475367363230277
"Q96MC2_IDR_559_616",0.524632636769723
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.507700606741832
"Q96MC6_IDR_450_490",0.492299393258168
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.267862956038791
"Q96ME7_IDR_202_271",0.243452397662754
"Q96ME7_IDR_291_377",0.244043632663842
"Q96ME7_IDR_471_567",0.244641013634613
"Q96MF2_IDR_122_245",0.519703263899024
"Q96MF2_IDR_1_97",0.480296736100976
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.48639329707398
"Q96MH2_IDR_150_184",0.51360670292602
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.548318796819077
"Q96MT7_IDR_1058_1115",0.212435041743018
"Q96MT7_IDR_1283_1345",0.196967105707355
"Q96MT7_IDR_1494_1538",0.194062515759479
"Q96MT8_IDR_102_144",0.250463529599541
"Q96MT8_IDR_173_224",0.248483399707232
"Q96MT8_IDR_286_367",0.253436271924629
"Q96MT8_IDR_475_660",0.247616798768599
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.532652635370262
"Q96MU7_IDR_508_727",0.467347364629738
"Q96N77_IDR_119_262",0.523772010386353
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.506899855482351
"Q96N95_IDR_1_46",0.493100144517649
"Q96N96_IDR_1_134",0.511251072079604
"Q96N96_IDR_576_652",0.488748927920397
"Q96NA2_IDR_349_401",0.524990687590164
"Q96NA2_IDR_93_347",0.475009312409836
"Q96NA8_IDR_1_40",0.250323773960835
"Q96NA8_IDR_47_133",0.247837535550998
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.489220397376173
"Q96NT1_IDR_1_65",0.510779602623827
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.488612301603233
"Q96NU1_IDR_623_677",0.511387698396767
"Q96NW4_IDR_622_665",0.514814224733565
"Q96NW4_IDR_962_1050",0.485185775266435
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.376342975123034
"Q96P50_IDR_519_658",0.623657024876966
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.512308558311763
"Q96P64_IDR_323_384",0.487691441688237
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.471423141107267
"Q96P66_IDR_477_508",0.528576858892733
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.326901432852825
"Q96P71_IDR_160_224",0.329272564578049
"Q96P71_IDR_234_281",0.343826002569126
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.20841611321822
"Q96PC5_IDR_1083_1412",0.198988575596699
"Q96PC5_IDR_1_56",0.20199400137376
"Q96PC5_IDR_888_937",0.197706498890937
"Q96PC5_IDR_92_600",0.192894810920383
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.339929813974917
"Q96PM9_IDR_272_315",0.32970995638375
"Q96PM9_IDR_84_260",0.330360229641332
"Q96PP4_IDR_134_173",0.50011369681863
"Q96PP4_IDR_182_232",0.49988630318137
"Q96PQ0_IDR_1108_1141",0.508067949194421
"Q96PQ0_IDR_1_131",0.491932050805579
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.502478469666642
"Q96PQ6_IDR_1_53",0.497521530333358
"Q96PR1_IDR_40_94",0.516161822371841
"Q96PR1_IDR_486_638",0.483838177628159
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.324437777089498
"Q96PU4_IDR_624_687",0.309161280000157
"Q96PU4_IDR_77_117",0.366400942910345
"Q96PU5_IDR_155_208",0.316923878396283
"Q96PY6_IDR_1066_1178",0.519714762140895
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.456596562018672
"Q96Q04_IDR_545_1460",0.543403437981328
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.338418066081103
"Q96Q15_IDR_1870_1920",0.32943192794576
"Q96Q15_IDR_3520_3604",0.332150005973137
"Q96Q35_IDR_18_80",0.487208260539433
"Q96Q35_IDR_399_445",0.512791739460567
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.232829890157492
"Q96Q89_IDR_222_262",0.251345609775457
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.290738192846968
"Q96Q89_IDR_593_1061",0.225086307220082
"Q96QE3_IDR_1196_1297",0.145194984071143
"Q96QE3_IDR_1524_1636",0.138361936581481
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.492183330503748
"Q96QS3_IDR_450_560",0.507816669496252
"Q96QS6_IDR_1_45",0.475196075837539
"Q96QS6_IDR_338_385",0.524803924162461
"Q96QT4_IDR_1257_1544",0.355255114879406
"Q96QT4_IDR_543_614",0.319048190834439
"Q96QT4_IDR_782_836",0.325696694286155
"Q96QT6_IDR_1_69",0.238556484680119
"Q96QT6_IDR_72_268",0.243260634149157
"Q96RJ3_IDR_1_31",0.497508770473887
"Q96RJ3_IDR_35_164",0.502491229526113
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.328409822323679
"Q96RL7_IDR_1672_1713",0.310263656539001
"Q96RL7_IDR_799_873",0.361326521137319
"Q96RU7_IDR_321_358",0.503882048876993
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.395597785183452
"Q96RV3_IDR_888_967",0.234973784012768
"Q96RV3_IDR_92_866",0.36942843080378
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.52967857483635
"Q96RY5_IDR_429_1214",0.47032142516365
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.493143808027689
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.533403616531937
