"","GO0032774_RNA_biosynthetic_process"
"Q9BZ71_IDR_909_974",0.281258244723335
"Q9BZ72_IDR_1282_1349",0.212381195191528
"Q9BZ72_IDR_256_365",0.162704089898413
"Q9BZ72_IDR_368_419",0.188734868501966
"Q9BZ72_IDR_579_709",0.190976807737348
"Q9BZ72_IDR_840_898",0.245203038670745
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.477147309055909
"Q9BZ81_IDR_243_275",0.522852690944091
"Q9BZ95_IDR_1_262",0.708450546938636
"Q9BZ95_IDR_396_700",0.291549453061364
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.463119927879761
"Q9BZC1_IDR_282_354",0.536880072120239
"Q9BZC7_IDR_1324_1424",0.333347977763528
"Q9BZC7_IDR_2367_2417",0.32834544997592
"Q9BZC7_IDR_350_398",0.338306572260553
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.357642857368242
"Q9BZF1_IDR_273_402",0.333963150469223
"Q9BZF1_IDR_771_877",0.308393992162535
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.311163992285738
"Q9BZF3_IDR_184_278",0.248939361008453
"Q9BZF3_IDR_281_381",0.212190046097726
"Q9BZF3_IDR_395_553",0.227706600608084
"Q9BZF9_IDR_257_631",0.491370244784806
"Q9BZF9_IDR_656_706",0.508629755215194
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.478951258638226
"Q9BZG8_IDR_398_443",0.521048741361774
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.558859078688469
"Q9BZI7_IDR_209_483",0.441140921311531
"Q9BZJ0_IDR_152_183",0.480924679338019
"Q9BZJ0_IDR_83_118",0.519075320661981
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.522311139763348
"Q9BZS1_IDR_244_309",0.477688860236652
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.476237045633319
"Q9BZV2_IDR_466_496",0.523762954366681
"Q9BZV3_IDR_169_236",0.363550296294703
"Q9BZV3_IDR_35_74",0.337781063596995
"Q9BZV3_IDR_393_835",0.298668640108302
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.312784610810508
"Q9BZW7_IDR_60_90",0.326212490275859
"Q9BZW7_IDR_625_698",0.361002898913634
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.61796883674893
"Q9C0A1_IDR_1_106",0.0875488311124385
"Q9C0A1_IDR_1645_2065",0.126058291745781
"Q9C0A1_IDR_2122_2338",0.126532627798599
"Q9C0A1_IDR_2395_2439",0.0811550641175156
"Q9C0A1_IDR_2517_2572",0.103169362019053
"Q9C0A1_IDR_295_822",0.178445450147664
"Q9C0A1_IDR_824_869",0.096238846000209
"Q9C0A1_IDR_878_1639",0.20085152705874
"Q9C0A6_IDR_119_205",0.263402735899954
"Q9C0A6_IDR_15_45",0.310713139786172
"Q9C0A6_IDR_406_1442",0.425884124313874
"Q9C0B0_IDR_150_208",0.293322690165689
"Q9C0B0_IDR_222_293",0.305363625388016
"Q9C0B0_IDR_295_654",0.401313684446295
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.226138525219162
"Q9C0B2_IDR_1_79",0.243805010099159
"Q9C0B2_IDR_359_488",0.285809005274513
"Q9C0B2_IDR_662_730",0.244247459407166
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.252059480901901
"Q9C0D4_IDR_368_670",0.282773242052436
"Q9C0D4_IDR_676_912",0.232996936479722
"Q9C0D5_IDR_1_358",0.356216933186983
"Q9C0D5_IDR_1422_1861",0.430955983740574
"Q9C0D5_IDR_434_488",0.212827083072442
"Q9C0D6_IDR_1_94",0.653578138986185
"Q9C0D6_IDR_470_1143",0.346421861013815
"Q9C0D7_IDR_204_236",0.233233770508935
"Q9C0D7_IDR_404_774",0.350867443820249
"Q9C0D7_IDR_51_160",0.415898785670816
"Q9C0E4_IDR_1_38",0.344626243905734
"Q9C0E4_IDR_339_444",0.371131648039498
"Q9C0E4_IDR_740_932",0.284242108054768
"Q9C0E8_IDR_142_248",0.505427789519287
"Q9C0E8_IDR_308_428",0.494572210480713
"Q9C0F0_IDR_1_35",0.186691555875831
"Q9C0F0_IDR_320_2208",0.53007764599155
"Q9C0F0_IDR_74_318",0.283230798132619
"Q9C0F1_IDR_124_237",0.593128353368527
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.547002023079399
"Q9C0K7_IDR_298_335",0.452997976920601
"Q9GZM5_IDR_305_350",0.450062905787049
"Q9GZM5_IDR_40_106",0.549937094212951
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.515708164498873
"Q9GZN6_IDR_689_736",0.484291835501127
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.232702822240736
"Q9GZR1_IDR_37_438",0.20890981712627
"Q9GZR1_IDR_599_644",0.235300685516071
"Q9GZR1_IDR_779_966",0.323086675116924
"Q9GZR2_IDR_1_69",0.49089468424711
"Q9GZV5_IDR_153_357",0.613975500306639
"Q9GZV5_IDR_57_121",0.386024499693361
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.462086977510075
"Q9GZY6_IDR_145_243",0.537913022489925
"Q9GZY8_IDR_1_84",0.436527935292176
"Q9GZY8_IDR_87_301",0.563472064707824
"Q9GZZ0_IDR_1_275",0.503533307622186
"Q9GZZ0_IDR_279_328",0.496466692377814
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.478828765058566
"Q9H000_IDR_46_169",0.521171234941434
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.236411169705
"Q9H089_IDR_247_358",0.25091649243855
"Q9H089_IDR_565_596",0.256909338467766
"Q9H089_IDR_599_658",0.255762999388684
"Q9H091_IDR_112_198",0.491962526552769
"Q9H091_IDR_701_742",0.508037473447231
"Q9H093_IDR_1_49",0.636350672862971
"Q9H093_IDR_308_559",0.36364932713703
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.487775058819453
"Q9H095_IDR_84_144",0.512224941180547
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.490458863191295
"Q9H0B6_IDR_590_622",0.509541136808705
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.455659071730356
"Q9H0C3_IDR_471_514",0.544340928269644
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.213900985236728
"Q9H0D2_IDR_1_216",0.297506268340451
"Q9H0D2_IDR_1300_1346",0.258787794829359
"Q9H0D2_IDR_221_975",0.229804951593462
"Q9H0D6_IDR_414_507",0.349805949594467
"Q9H0D6_IDR_859_950",0.650194050405533
"Q9H0F6_IDR_305_350",0.48553367834423
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.444446785856223
"Q9H0H5_IDR_548_623",0.555553214143777
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.540556990350318
"Q9H0I3_IDR_52_100",0.459443009649682
"Q9H0J4_IDR_1_59",0.311428329038631
"Q9H0J4_IDR_1608_1663",0.346036923581848
"Q9H0J4_IDR_61_1217",0.342534747379521
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.402304266311753
"Q9H0K4_IDR_365_420",0.310626834977117
"Q9H0K4_IDR_561_594",0.28706889871113
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.421569896958851
"Q9H0M0_IDR_415_454",0.578430103041149
"Q9H0M4_IDR_1_248",0.530985520113648
"Q9H0M4_IDR_431_637",0.469014479886352
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.330635166499777
"Q9H116_IDR_131_316",0.429284164532868
"Q9H116_IDR_611_681",0.570715835467132
"Q9H147_IDR_134_183",0.445380677313993
"Q9H147_IDR_1_60",0.554619322686007
"Q9H156_IDR_266_320",0.489653069473706
"Q9H156_IDR_647_743",0.510346930526294
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.487009189529623
"Q9H1B7_IDR_511_708",0.673166545527965
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.488996685268845
"Q9H1C4_IDR_521_597",0.511003314731155
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.481263767193331
"Q9H1D0_IDR_692_760",0.518736232806669
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.631638011723577
"Q9H1H9_IDR_547_577",0.368361988276423
"Q9H1I8_IDR_408_465",0.551540121228011
"Q9H1I8_IDR_509_757",0.448459878771989
"Q9H1J1_IDR_1_65",0.547576918396112
"Q9H1J1_IDR_225_476",0.452423081603888
"Q9H1K0_IDR_206_246",0.288343424088895
"Q9H1K0_IDR_379_468",0.423508519047863
"Q9H211_IDR_1_170",0.339636699762427
"Q9H211_IDR_369_432",0.660363300237573
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.480526446729795
"Q9H252_IDR_717_960",0.519473553270205
"Q9H254_IDR_2119_2153",0.33478059709951
"Q9H254_IDR_2174_2437",0.389957487061431
"Q9H254_IDR_2529_2564",0.275261915839059
"Q9H257_IDR_166_283",0.55284152280995
"Q9H257_IDR_341_536",0.44715847719005
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.385941869113011
"Q9H2A3_IDR_175_272",0.614058130886989
"Q9H2A7_IDR_103_238",0.535789141164852
"Q9H2A7_IDR_1_33",0.464210858835148
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.490055009493188
"Q9H2K0_IDR_245_278",0.496477136043586
"Q9H2K0_IDR_27_77",0.503522863956414
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.558314553402092
"Q9H2K8_IDR_558_595",0.441685446597908
"Q9H2P0_IDR_132_163",0.21321321969956
"Q9H2P0_IDR_194_449",0.327136859498214
"Q9H2P0_IDR_690_745",0.224991062700035
"Q9H2P0_IDR_841_1102",0.23465885810219
"Q9H2S1_IDR_1_67",0.32673034556152
"Q9H2S1_IDR_535_579",0.342585653602359
"Q9H2S1_IDR_69_118",0.330684000836121
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.529892574486703
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.422653007643022
"Q9H329_IDR_369_900",0.577346992356978
"Q9H330_IDR_1_45",0.317035477619843
"Q9H330_IDR_236_354",0.34986676247657
"Q9H330_IDR_846_879",0.333097759903587
"Q9H334_IDR_1_297",0.346311768607762
"Q9H334_IDR_357_442",0.295146639790346
"Q9H334_IDR_543_677",0.358541591601892
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.534270231238699
"Q9H347_IDR_94_172",0.465729768761301
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.353211876001325
"Q9H3D4_IDR_351_399",0.300721225077361
"Q9H3D4_IDR_428_542",0.346066898921314
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.329791692997698
"Q9H3S1_IDR_645_678",0.337252129100822
"Q9H3S1_IDR_709_761",0.33295617790148
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.145501632896032
"Q9H3S7_IDR_1589_1620",0.145753571752718
"Q9H3S7_IDR_705_784",0.112114950009349
"Q9H3S7_IDR_851_926",0.277629249297935
"Q9H3S7_IDR_928_1158",0.319000596043966
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.537937934529705
"Q9H3Y8_IDR_61_114",0.462062065470295
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.183704678000293
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.582397281705038
"Q9H4D0_IDR_888_945",0.417602718294962
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.568629731888359
"Q9H4G0_IDR_391_881",0.431370268111642
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.516672622893013
"Q9H4I0_IDR_98_298",0.483327377106987
"Q9H4I2_IDR_1_139",0.18345379225715
"Q9H4I2_IDR_154_350",0.196642177687222
"Q9H4I2_IDR_354_541",0.153347415898492
"Q9H4I2_IDR_543_622",0.229486275835775
"Q9H4I2_IDR_664_771",0.106342967851829
"Q9H4I2_IDR_888_956",0.130727370469531
"Q9H4Z2_IDR_171_244",0.289236347842406
"Q9H4Z2_IDR_248_459",0.19956174441651
"Q9H4Z2_IDR_681_924",0.319413339228511
"Q9H4Z3_IDR_1_33",0.366309806947877
"Q9H4Z3_IDR_669_704",0.297023957673617
"Q9H4Z3_IDR_82_158",0.336666235378507
"Q9H501_IDR_538_602",0.247847580949863
"Q9H501_IDR_610_748",0.226815937952589
"Q9H501_IDR_75_343",0.249677257915261
"Q9H501_IDR_792_825",0.275659223182287
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.358365451599533
"Q9H582_IDR_1_1037",0.641634548400467
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.117277674562852
"Q9H5I5_IDR_360_416",0.139255422176182
"Q9H5I5_IDR_421_490",0.141869266472883
"Q9H5I5_IDR_608_675",0.13853734141696
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.46422880202702
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.53577119797298
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.29377354429504
"Q9H665_IDR_40_88",0.366445830708575
"Q9H665_IDR_94_240",0.339780624996385
"Q9H693_IDR_1_64",0.463043286212119
"Q9H693_IDR_84_158",0.536956713787881
"Q9H694_IDR_416_757",0.438709979895878
"Q9H694_IDR_777_848",0.297313048721977
"Q9H694_IDR_941_973",0.263976971382144
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.505024322420449
"Q9H6A9_IDR_94_643",0.494975677579551
"Q9H6B1_IDR_52_82",0.200646840747167
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.539684729994893
"Q9H6L5_IDR_256_497",0.460315270005107
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.343652287600589
"Q9H6R7_IDR_435_552",0.305726958156924
"Q9H6R7_IDR_678_721",0.350620754242487
"Q9H6S0_IDR_1182_1284",0.479959943673796
"Q9H6S0_IDR_1_38",0.520040056326204
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.335964699589085
"Q9H6S3_IDR_175_249",0.210797192378811
"Q9H6S3_IDR_437_490",0.238020324513096
"Q9H6S3_IDR_578_620",0.215217783519009
"Q9H6T3_IDR_251_281",0.301602102462298
"Q9H6T3_IDR_34_87",0.27205073124374
"Q9H6T3_IDR_401_539",0.426347166293962
"Q9H6U6_IDR_781_814",0.49853502341124
"Q9H6U6_IDR_842_928",0.50146497658876
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.344040460265669
"Q9H707_IDR_173_211",0.340522439031285
"Q9H707_IDR_59_103",0.315437100703047
"Q68CR7_IDR_334_376",0.443050612399207
"Q68CR7_IDR_407_880",0.556949387600793
"Q68CZ1_IDR_1_219",0.56183690836143
"Q68CZ1_IDR_929_1145",0.43816309163857
"Q68CZ2_IDR_338_600",0.544311643622602
"Q68CZ2_IDR_606_1158",0.455688356377398
"Q68CZ6_IDR_224_305",0.487238048044514
"Q68CZ6_IDR_418_449",0.512761951955486
"Q68D10_IDR_1_610",0.481943313026971
"Q68D10_IDR_644_685",0.518056686973029
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.388332093877057
"Q68DA7_IDR_1384_1419",0.285399346173329
"Q68DA7_IDR_35_85",0.326268559949613
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.263257987078742
"Q68DE3_IDR_152_2172",0.477239999467958
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.478511415572628
"Q68G74_IDR_278_356",0.521488584427372
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.492474299966831
"Q69YN4_IDR_579_616",0.243066369732126
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.216263603352844
"Q69YZ2_IDR_250_282",0.249585565973615
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.264459330301043
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.24734671254655
"Q69YZ2_IDR_79_112",0.28680411812699
"Q6AWC2_IDR_1019_1071",0.186521674082981
"Q6AWC2_IDR_828_997",0.162002303603181
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.19490906868572
"Q6BDS2_IDR_268_306",0.20040787366882
"Q6BDS2_IDR_413_450",0.202723168581669
"Q6BDS2_IDR_743_809",0.200251740576253
"Q6BDS2_IDR_889_1129",0.201708148487538
"Q6BEB4_IDR_1_274",0.696521614552446
"Q6BEB4_IDR_367_398",0.303478385447554
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.331182764388802
"Q6GPH6_IDR_1_31",0.337666741240711
"Q6GPH6_IDR_33_87",0.331150494370487
"Q6GQQ9_IDR_49_98",0.283115583361391
"Q6GQQ9_IDR_437_587",0.321017380239316
"Q6GQQ9_IDR_636_794",0.395867036399293
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.204593220903247
"Q6GYQ0_IDR_1715_1757",0.224904198860955
"Q6GYQ0_IDR_321_387",0.218446343001143
"Q6GYQ0_IDR_450_512",0.225053902159145
"Q6GYQ0_IDR_688_1036",0.127002335075511
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.390297769205764
"Q6H8Q1_IDR_309_506",0.609702230794236
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.484898670727581
"Q6HA08_IDR_284_431",0.515101329272419
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.250005155865424
"Q6IEE7_IDR_817_872",0.239113079865625
"Q6IEE7_IDR_940_1043",0.510881764268951
"Q6IEG0_IDR_214_244",0.455472844977878
"Q6IEG0_IDR_254_339",0.544527155022122
"Q6IMN6_IDR_318_831",0.275896948111108
"Q6IMN6_IDR_65_115",0.266935259134127
"Q6IMN6_IDR_911_977",0.457167792754765
"Q6IN84_IDR_1_46",0.451010701364261
"Q6IN84_IDR_309_353",0.548989298635739
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.270557526316928
"Q6IQ21_IDR_276_325",0.27645590260424
"Q6IQ21_IDR_327_385",0.452986571078832
"Q6IQ23_IDR_103_157",0.483925863224177
"Q6IQ23_IDR_285_1121",0.516074136775823
"Q6IQ55_IDR_557_1244",0.526423411398256
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.403302907504854
"Q6ISB3_IDR_421_467",0.281388242120863
"Q6ISB3_IDR_80_110",0.315308850374283
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.484942234798162
"Q6IWH7_IDR_901_933",0.515057765201838
"Q6J272_IDR_46_86",0.412341356016061
"Q6J272_IDR_91_200",0.587658643983939
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.507865545032407
"Q6K0P9_IDR_91_208",0.492134454967593
"Q6KB66_IDR_1_40",0.52124579489898
"Q6KB66_IDR_408_452",0.47875420510102
"Q6KC79_IDR_108_1189",0.315122008766461
"Q6KC79_IDR_1_49",0.239789513137973
"Q6KC79_IDR_2474_2521",0.202791582691202
"Q6KC79_IDR_2630_2705",0.242296895404363
"Q6KF10_IDR_20_90",0.460695546320103
"Q6KF10_IDR_293_351",0.539304453679897
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.508009560009621
"Q6MZT1_IDR_154_206",0.491990439990379
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.510709347100308
"Q6N021_IDR_1459_1560",0.182784850485959
"Q6N021_IDR_1806_1842",0.134174822657498
"Q6N021_IDR_1931_1968",0.172330979756235
"Q6N022_IDR_1_281",0.555328117032046
"Q6N022_IDR_293_331",0.444671882967954
"Q6N043_IDR_1_405",0.443013115864577
"Q6N043_IDR_468_979",0.556986884135423
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.499602312136753
"Q6NSI4_IDR_566_675",0.500397687863247
"Q6NSI8_IDR_526_621",0.491496130678313
"Q6NSI8_IDR_63_143",0.508503869321687
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.488156303071914
"Q6NSJ2_IDR_186_506",0.511843696928086
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.499901779514006
"Q6NSW7_IDR_1_98",0.500098220485994
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.371196413535397
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.519975838532282
"Q6NUN9_IDR_464_507",0.480024161467718
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.384171850765861
"Q6NW40_IDR_1_45",0.376809856486795
"Q6NV75_IDR_319_609",0.615828149234139
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.291292623395861
"Q6NW34_IDR_386_419",0.369070296983933
"Q6NW34_IDR_431_536",0.339637079620207
"Q6NW40_IDR_118_155",0.623190143513205
"Q6NWY9_IDR_178_269",0.402738519736407
"Q6NWY9_IDR_1_94",0.279200281728211
"Q6NWY9_IDR_688_871",0.318061198535383
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.453332705286378
"Q9H714_IDR_223_335",0.546667294713622
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.476072495053573
"Q9H756_IDR_304_341",0.523927504946427
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.601899231675052
"Q9H792_IDR_1407_1453",0.398100768324948
"Q9H799_IDR_1485_1531",0.273425685086713
"Q9H799_IDR_1625_1745",0.250926725278795
"Q9H799_IDR_1798_3169",0.475647589634492
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.475887650828764
"Q9H7C4_IDR_62_166",0.524112349171236
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.432013830093192
"Q9H7E2_IDR_76_549",0.567986169906808
"Q9H7E9_IDR_1_104",0.49594450350776
"Q9H7E9_IDR_166_222",0.50405549649224
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.4540500063405
"Q9H7L9_IDR_1_80",0.5459499936595
"Q9H7U1_IDR_687_834",0.518557560655132
"Q9H7V2_IDR_1_89",0.541081436209621
