"","GO0008283_cell_population_proliferation"
"P80404_IDR_1_36",1
"P80723_IDR_1_227",1
"P81133_IDR_345_688",1
"P81172_IDR_1_61",1
"P81274_IDR_431_494",0.249485140248165
"P81274_IDR_498_551",0.250737088266323
"P81274_IDR_553_592",0.249339981419538
"P81274_IDR_638_684",0.250437790065973
"P81277_IDR_1_41",0.520721950536729
"P81277_IDR_44_87",0.479278049463271
"P81408_IDR_1_36",0.326078343989579
"P81408_IDR_142_173",0.337851834933025
"P81408_IDR_205_668",0.336069821077396
"P81877_IDR_77_361",1
"P82094_IDR_31_503",0.472628087122709
"P84157_IDR_1_169",1
"P84243_IDR_1_41",1
"P84550_IDR_272_861",0.496110207327651
"P84550_IDR_37_73",0.503889792672349
"P85037_IDR_1_101",0.335983964737484
"P85299_IDR_1_39",0.500801503761552
"P85037_IDR_208_303",0.338360997487205
"P85037_IDR_395_733",0.325655037775312
"P85298_IDR_416_464",1
"P85299_IDR_232_358",0.499198496238448
"P86452_IDR_1_130",0.250212043483051
"P86452_IDR_187_263",0.253111435850105
"P86452_IDR_323_403",0.249971736025037
"P86452_IDR_806_858",0.246704784641807
"P86478_IDR_1_174",1
"P86479_IDR_1_174",1
"P86480_IDR_1_174",1
"P86481_IDR_1_174",1
"P86496_IDR_1_174",1
"P98073_IDR_1_38",1
"P98088_IDR_3325_3514",0.125768881107338
"P98088_IDR_4739_4776",0.125162828188746
"P98088_IDR_5101_5140",0.127539000361781
"P98088_IDR_5621_5654",0.129564765584005
"P98095_IDR_180_436",1
"P98153_IDR_453_550",1
"P98160_IDR_45_76",1
"P98161_IDR_3349_3547",0.525540280180294
"P98161_IDR_4145_4303",0.474459719819706
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.245639028673052
"P98171_IDR_398_448",0.253153837784596
"P98171_IDR_715_774",0.251738884658748
"P98171_IDR_804_946",0.249468248883603
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.498696457743987
"P98174_IDR_923_961",0.501303542256013
"P98175_IDR_1_126",0.168375744301655
"P98175_IDR_249_297",0.169541588427524
"P98175_IDR_512_560",0.163370154983177
"P98175_IDR_618_762",0.161139398267448
"P98175_IDR_766_870",0.170899983109732
"P98177_IDR_1_100",0.476494429555753
"P98175_IDR_872_907",0.166673130910464
"P98177_IDR_184_474",0.523505570444247
"Q00577_IDR_284_322",0.49583453391865
"Q00587_IDR_1_48",0.349557082049108
"Q00587_IDR_215_377",0.313576898244389
"Q00587_IDR_53_209",0.336866019706504
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.337116499776878
"Q00653_IDR_697_729",0.316665979930054
"Q00653_IDR_851_900",0.346217520293068
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.253827755340207
"Q00722_IDR_1153_1185",0.250253591172217
"Q00722_IDR_461_537",0.232883843237055
"Q00722_IDR_825_1003",0.26303481025052
"Q00839_IDR_41_281",0.523828869171504
"Q00839_IDR_678_708",0.476171130828496
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.501681712250035
"Q008S8_IDR_518_561",0.498318287749965
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.342262227354989
"Q00975_IDR_1869_2335",0.345226133723428
"Q00975_IDR_772_1120",0.312511638921583
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.328015739982651
"Q00987_IDR_209_275",0.335166047491864
"Q00987_IDR_334_431",0.336818212525485
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.345515029813082
"Q00G26_IDR_384_463",0.322168613237288
"Q00G26_IDR_50_200",0.332316356949629
"Q01101_IDR_306_366",0.328226752714669
"Q01101_IDR_374_431",0.324891816318804
"Q01105_IDR_1_39",0.517642851380692
"Q01105_IDR_238_290",0.482357148619308
"Q01113_IDR_13_47",0.521004672132212
"Q01113_IDR_338_382",0.478995327867788
"Q01118_IDR_1644_1682",0.330367002155324
"Q01118_IDR_418_462",0.336893632611906
"Q01118_IDR_776_878",0.332739365232771
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.344961054394439
"Q01167_IDR_162_257",0.334821864305093
"Q01167_IDR_346_660",0.320217081300469
"Q01196_IDR_1_47",0.509063382343438
"Q01196_IDR_330_445",0.490936617656562
"Q01201_IDR_1_52",0.325476514178728
"Q01201_IDR_403_579",0.352851491271242
"Q01201_IDR_65_121",0.32167199455003
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.542879734271684
"Q01780_IDR_135_184",0.335489757632787
"Q01780_IDR_580_659",0.343120850137946
"Q01780_IDR_662_885",0.321389392229267
"Q01804_IDR_194_241",0.237881747548855
"Q01804_IDR_319_701",0.239130118453426
"Q01804_IDR_705_862",0.270169921775481
"Q01804_IDR_864_1114",0.252818212222238
"Q01814_IDR_1151_1243",0.529128051322148
"Q01814_IDR_292_382",0.470871948677852
"Q01826_IDR_1_70",0.197488776733436
"Q01826_IDR_202_234",0.201876987125602
"Q01826_IDR_245_515",0.206921858291042
"Q01826_IDR_562_648",0.199489792361611
"Q01826_IDR_698_763",0.194222585488309
"Q01831_IDR_1_158",0.331159153544003
"Q01831_IDR_325_523",0.320211262707151
"Q01831_IDR_868_940",0.348629583748845
"Q01844_IDR_1_359",0.50162748460047
"Q01844_IDR_448_656",0.49837251539953
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.198825366177628
"Q02086_IDR_1_72",0.208695128316942
"Q02086_IDR_218_298",0.19335781461465
"Q02086_IDR_301_343",0.200475635830412
"Q02086_IDR_362_415",0.198646055060368
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.201354825891336
"Q02224_IDR_2502_2545",0.195511774225864
"Q02224_IDR_2569_2639",0.19213199755115
"Q02224_IDR_2665_2701",0.195649168531779
"Q02224_IDR_360_548",0.215352233799871
"Q02241_IDR_443_498",0.357592801778549
"Q02241_IDR_657_769",0.313862959260302
"Q02241_IDR_783_815",0.328544238961149
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.32577470390079
"Q02297_IDR_215_247",0.345793400779827
"Q02509_IDR_193_255",0.505014189094458
"Q02509_IDR_411_477",0.494985810905542
"Q02535_IDR_1_37",0.488993626393864
"Q02535_IDR_87_119",0.511006373606136
"Q02539_IDR_111_215",0.485380460503919
"Q02539_IDR_1_40",0.514619539496081
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.327589749336487
"Q02641_IDR_1_78",0.350378017660926
"Q02641_IDR_415_598",0.322032233002587
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.526595574114963
"Q03164_IDR_1_1392",0.185081392773454
"Q03164_IDR_1665_1704",0.206571043202611
"Q03164_IDR_1809_1860",0.20681278781237
"Q03164_IDR_2100_2174",0.212384690861017
"Q03164_IDR_2180_3663",0.189150085350548
"Q03167_IDR_757_807",0.529397008462674
"Q03167_IDR_811_851",0.470602991537326
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.514915123874399
"Q03181_IDR_1_69",0.485084876125601
"Q03188_IDR_323_742",0.314214142074211
"Q03188_IDR_47_304",0.338141773299897
"Q03188_IDR_778_815",0.347644084625892
"Q03252_IDR_1_45",0.345180704367614
"Q03252_IDR_404_469",0.312258225952703
"Q03252_IDR_583_616",0.342561069679682
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.207492002343757
"Q03468_IDR_1_91",0.20764644651505
"Q03989_IDR_147_496",0.496679151023245
"Q03989_IDR_1_56",0.503320848976755
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.497987260191628
"Q04323_IDR_43_95",0.502012739808371
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.499540220885501
"Q04637_IDR_993_1236",0.500459779114499
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.48746961963533
"Q04671_IDR_130_199",0.51253038036467
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.496418526290226
"Q04721_IDR_2426_2469",0.503581473709774
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.503697180950949
"Q04725_IDR_97_345",0.496302819049051
"Q04726_IDR_113_361",0.495518910538578
"Q04726_IDR_45_87",0.504481089461422
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.533827685952906
"Q05066_IDR_1_59",0.466172314047094
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.32431721735232
"Q05086_IDR_389_423",0.340605624000663
"Q05086_IDR_81_123",0.335077158647017
"Q05193_IDR_498_651",0.509227905871805
"Q05193_IDR_748_864",0.490772094128195
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.534770127090643
"Q05215_IDR_545_589",0.465229872909357
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.33288105105956
"Q05397_IDR_689_730",0.328291465637711
"Q05397_IDR_763_920",0.338827483302729
"Q05469_IDR_1_297",0.486472213615321
"Q05469_IDR_822_934",0.513527786384679
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.518792195645322
"Q05940_IDR_53_125",0.481207804354678
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.339204351538937
"Q05BQ5_IDR_562_628",0.330039047721063
"Q05BQ5_IDR_77_135",0.33075660074
"Q05BV3_IDR_1277_1357",0.503542224928059
"Q05BV3_IDR_600_671",0.496457775071941
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.328875990017041
"Q05D60_IDR_39_252",0.329349983132663
"Q05D60_IDR_397_564",0.341774026850296
"Q05DH4_IDR_527_846",0.483936282347461
"Q05DH4_IDR_948_995",0.516063717652539
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.501900280598383
"Q06190_IDR_258_706",0.498099719401617
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.517807394728107
"Q06418_IDR_856_890",0.482192605271893
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.498404304030826
"Q06710_IDR_383_450",0.501595695969174
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.502833526871022
"Q06787_IDR_409_632",0.497166473128977
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.322312174377247
"Q06945_IDR_1_65",0.331307728176033
"Q06945_IDR_72_114",0.34638009744672
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.493462006475385
"Q07065_IDR_372_483",0.506537993524615
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.325764304407641
"Q07157_IDR_271_396",0.335885721254758
"Q07157_IDR_806_1627",0.338349974337601
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.521125511643967
"Q07864_IDR_1935_1971",0.478874488356033
"Q07869_IDR_166_207",0.488243154919481
"Q07869_IDR_1_96",0.511756845080519
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.33764405630885
"Q07912_IDR_573_957",0.334691957653534
"Q07912_IDR_73_113",0.327663986037616
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.240518771625661
"Q08050_IDR_1_54",0.253507131562933
"Q08050_IDR_315_621",0.257876962634785
"Q08050_IDR_684_715",0.248097134176621
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.547007368684318
"Q08397_IDR_232_307",0.512254998533761
"Q08397_IDR_78_177",0.487745001466239
"Q08462_IDR_1_33",0.503322856921585
"Q08462_IDR_468_548",0.496677143078415
"Q08493_IDR_1_304",0.527395238625071
"Q08493_IDR_663_712",0.472604761374929
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.518001221501456
"Q08499_IDR_739_809",0.481998778498544
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.33652385850226
"Q08828_IDR_1_32",0.327642072611576
"Q08828_IDR_482_561",0.335834068886164
"Q08945_IDR_427_547",0.504733997535164
"Q08945_IDR_616_709",0.495266002464836
"Q08999_IDR_1_41",0.325376253939135
"Q08999_IDR_627_714",0.348167138524314
"Q08999_IDR_936_1006",0.326456607536551
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.239487168176529
"Q08AE8_IDR_348_553",0.26920018341014
"Q08AE8_IDR_647_687",0.246566275110388
"Q08AE8_IDR_718_756",0.244746373302942
"Q08AG5_IDR_48_142",0.501464373715562
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.505374711923727
"Q09428_IDR_933_989",0.494625288076273
"Q09470_IDR_1_33",0.498121640624418
"Q09470_IDR_420_495",0.501878359375582
"Q09472_IDR_1_1047",0.32931648506287
"Q09472_IDR_1523_1575",0.349197520773817
"Q09472_IDR_1811_2414",0.321485994163312
"Q09666_IDR_1_32",0.202974673088628
"Q09666_IDR_350_403",0.200964136098478
"Q09666_IDR_4718_4843",0.202943268563561
"Q09666_IDR_4845_5871",0.200501332510558
"Q09666_IDR_75_348",0.192616589738774
"Q09MP3_IDR_1052_1089",0.200304256043127
"Q09MP3_IDR_1_248",0.204517428741505
"Q09MP3_IDR_727_781",0.201066345070334
"Q09MP3_IDR_798_946",0.200564940122505
"Q09MP3_IDR_985_1049",0.193547030022528
"Q0D2I5_IDR_1_188",0.378693935770799
"Q0D2I5_IDR_359_398",0.30581836038475
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.497087391463946
"Q0VF96_IDR_64_627",0.502912608536054
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.495679644715876
"Q0VG99_IDR_19_130",0.504320355284124
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.336089877678752
"Q0ZGT2_IDR_1_270",0.237283363054225
"Q0WX57_IDR_379_464",0.334634576143671
"Q0WX57_IDR_469_528",0.329275546177577
"Q0ZGT2_IDR_273_327",0.263309886918585
"Q0ZGT2_IDR_340_394",0.25665581836545
"Q0ZGT2_IDR_406_579",0.24275093166174
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.332481300365639
"Q10570_IDR_715_776",0.336954896884751
"Q12772_IDR_1_342",0.497093001807216
"Q12772_IDR_389_475",0.502906998192784
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.488766600524439
"Q12778_IDR_243_570",0.511233399475561
"Q12789_IDR_1059_1100",0.149195562962442
"Q12789_IDR_1139_1246",0.141891041454394
"Q12789_IDR_1606_1638",0.142102797375185
"Q12789_IDR_1823_1972",0.140048621891483
"Q12789_IDR_437_608",0.140800919459969
"Q12789_IDR_716_777",0.141483610401862
"Q12789_IDR_818_870",0.144477446454665
"Q12791_IDR_1181_1236",0.323791280472275
"Q12791_IDR_1_69",0.339026609033754
"Q12791_IDR_717_804",0.33718211049397
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.536138941181537
"Q12797_IDR_85_336",0.463861058818463
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.494287081945225
"Q12840_IDR_779_1032",0.505712918054775
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.505586189827408
"Q12852_IDR_421_859",0.494413810172592
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.515709270362697
"Q12872_IDR_510_927",0.484290729637303
"Q12873_IDR_1324_1393",0.262031011764126
"Q12873_IDR_1517_1703",0.238251088201058
"Q12873_IDR_199_377",0.249989897054396
"Q12873_IDR_31_132",0.249728002980419
"Q12874_IDR_290_331",0.50508685784316
"Q12874_IDR_333_377",0.49491314215684
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.135138609913013
"Q12923_IDR_1456_1487",0.136152915414399
"Q12923_IDR_1599_1777",0.147638867852313
"Q12923_IDR_1971_2172",0.138723792928939
"Q12923_IDR_937_1050",0.149263652635859
"Q12929_IDR_1_61",0.206729477020316
"Q12929_IDR_186_264",0.194186818429134
"Q12929_IDR_462_493",0.208320508296118
"Q12929_IDR_495_530",0.201005304555076
"Q12929_IDR_592_715",0.189757891699356
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.264744199562661
"Q12934_IDR_318_427",0.248969285492762
"Q12934_IDR_508_616",0.236799703552059
"Q12934_IDR_634_665",0.249486811392518
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.489761303193994
"Q12947_IDR_255_408",0.510238696806006
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.468775802796105
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.500489694927934
"Q12996_IDR_650_717",0.499510305072066
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.248140229414235
"Q13009_IDR_1_429",0.249697370599644
"Q13009_IDR_675_711",0.245346410508469
"Q13009_IDR_931_1033",0.256815989477652
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.487037967244905
"Q13017_IDR_946_1109",0.512962032755095
"Q13023_IDR_1194_1284",0.163340109265608
"Q13023_IDR_1300_1638",0.165200387973192
"Q13023_IDR_1_57",0.158829062510975
"Q13023_IDR_1640_2109",0.153923540920735
"Q13023_IDR_171_760",0.20016065152079
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.507311478329947
"Q13099_IDR_733_833",0.492688521670053
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.333106041230977
"Q13107_IDR_637_699",0.329819407502685
"Q13107_IDR_925_963",0.337074551266338
"Q13111_IDR_1_117",0.19960765326405
"Q13111_IDR_120_464",0.18136308521935
"Q13111_IDR_516_551",0.219146255262103
"Q13111_IDR_605_656",0.207653044833179
"Q13111_IDR_831_956",0.192229961421318
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.529801327932244
"Q13113_IDR_56_114",0.470198672067757
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.504950427168372
"Q13117_IDR_453_538",0.495049572831628
"Q13118_IDR_1_365",0.481586262201238
"Q13118_IDR_450_480",0.518413737798762
"Q13123_IDR_1_135",0.493450388280584
"Q13123_IDR_293_479",0.506549611719416
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.320609026741794
"Q13144_IDR_455_490",0.333406363898752
"Q13144_IDR_501_548",0.345984609359454
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.501020330883656
"Q13148_IDR_338_414",0.498979669116344
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.49234140906475
"Q13153_IDR_1_72",0.50765859093525
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.494649150739442
"Q13164_IDR_393_725",0.505350849260558
"Q13177_IDR_133_226",0.491927292828784
"Q13177_IDR_1_72",0.508072707171216
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.490063158769213
"Q13190_IDR_180_269",0.509936841230787
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.491048714079094
"Q13200_IDR_620_666",0.508951285920907
"Q13201_IDR_15_207",0.332235166760901
"Q13201_IDR_276_386",0.334937828442188
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.504289945908175
"Q13224_IDR_873_1330",0.495710054091825
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.236896765862599
"Q13233_IDR_397_442",0.243110611450137
"Q13233_IDR_497_545",0.253311582312348
"Q13233_IDR_872_1236",0.266681040374917
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.484998373953147
"Q13263_IDR_416_624",0.515001626046854
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.327080546435687
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.507902040358294
"Q13342_IDR_145_586",0.492097959641706
"Q13351_IDR_33_77",0.474268336020402
"Q13351_IDR_81_274",0.525731663979598
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.514853516254841
"Q13356_IDR_449_482",0.485146483745159
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.478862318237893
"Q13361_IDR_1_81",0.521137681762107
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.389697090018154
"Q13367_IDR_255_295",0.320699290972816
"Q13367_IDR_649_845",0.28960361900903
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.327222428149223
"Q13370_IDR_271_657",0.347733581237543
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.335187755218221
"Q13433_IDR_444_589",0.33583040892478
"Q13433_IDR_93_260",0.328981835856999
"Q13435_IDR_1_54",0.207519252516679
"Q13435_IDR_398_455",0.192817690019482
"Q13435_IDR_59_366",0.184878344533304
"Q13435_IDR_690_780",0.207392894216803
"Q13435_IDR_832_895",0.207391818713732
"Q13438_IDR_262_368",0.335325278448302
"Q13438_IDR_370_500",0.323621633978698
"Q13438_IDR_503_540",0.341053087573
"Q13439_IDR_1_292",0.249100079082018
"Q13439_IDR_1683_1728",0.234452937013731
"Q13439_IDR_1875_1912",0.240656453120391
"Q13439_IDR_2067_2187",0.27579053078386
"Q13442_IDR_1_118",0.497516625048788
"Q13442_IDR_135_181",0.502483374951212
"Q13443_IDR_1_36",0.540292995692255
"Q13443_IDR_728_819",0.459707004307745
"Q13474_IDR_1_73",0.321080323286394
"Q13474_IDR_733_842",0.345685863686843
"Q13474_IDR_873_957",0.333233813026763
"Q13477_IDR_156_203",0.477013604580092
"Q13477_IDR_211_332",0.522986395419908
"Q13480_IDR_120_286",0.515940422112184
"Q13480_IDR_288_621",0.484059577887816
"Q13487_IDR_130_200",0.503623719996643
"Q13487_IDR_264_304",0.496376280003357
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.512589242466462
"Q13489_IDR_340_377",0.487410757533537
"Q13490_IDR_118_178",0.347014085218457
"Q13490_IDR_1_39",0.318695944890007
"Q13490_IDR_351_392",0.334289969891536
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.499150590156417
"Q13496_IDR_571_603",0.500849409843583
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.480994538749842
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.31952878808249
"Q13563_IDR_785_832",0.345875800923088
"Q13563_IDR_869_968",0.334595410994422
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.477268841265644
"Q13569_IDR_319_410",0.522731158734356
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.520312794806044
"Q13573_IDR_307_402",0.479687205193956
"Q13574_IDR_1_235",0.478190916897124
"Q13574_IDR_945_1011",0.521809083102876
"Q13585_IDR_326_438",0.494633575196082
"Q13585_IDR_456_585",0.505366424803918
"Q13586_IDR_1_45",0.512331164060075
"Q13586_IDR_462_685",0.487668835939925
"Q13595_IDR_1_116",0.483771129255768
"Q13595_IDR_198_282",0.516228870744232
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.24406356397655
"Q13621_IDR_1_57",0.251061140183896
"Q13621_IDR_64_94",0.251036710589702
"Q13621_IDR_833_901",0.253838585249853
"Q13627_IDR_1_89",0.515971097745527
"Q13627_IDR_482_746",0.484028902254473
"Q13634_IDR_1_46",0.518824678936497
"Q13634_IDR_678_708",0.481175321063503
"Q13635_IDR_1186_1248",0.2564901690813
"Q13635_IDR_1266_1360",0.242080236563758
"Q13635_IDR_1_47",0.247809366581122
"Q13635_IDR_679_721",0.253620227773821
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.264457867104331
"Q13671_IDR_188_219",0.252133038289997
"Q13671_IDR_231_351",0.24865937616353
"Q13671_IDR_708_783",0.234749718442143
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.346719512246656
"Q13698_IDR_1836_1873",0.323683159615358
"Q13698_IDR_669_758",0.329597328137986
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.339232308883676
"Q13761_IDR_283_332",0.339995616862195
"Q13761_IDR_347_408",0.320772074254129
"Q86U44_IDR_164_243",0.489592941186497
"Q86U44_IDR_1_73",0.510407058813503
"Q86U70_IDR_1_61",0.528651221892613
"Q86U70_IDR_260_411",0.471348778107387
"Q86U86_IDR_1100_1133",0.125893255252694
"Q86U86_IDR_1264_1397",0.127206667679434
"Q86U86_IDR_1400_1461",0.131086141097028
"Q86U86_IDR_1_43",0.119163425403643
"Q86U86_IDR_1509_1589",0.123419575815793
"Q86U86_IDR_294_379",0.129260188238089
"Q86U86_IDR_487_517",0.126394690176202
"Q86U86_IDR_904_941",0.117576056337117
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.491186070752852
"Q86UA1_IDR_602_634",0.508813929247148
"Q86UB2_IDR_1_33",0.248238441507506
"Q86UB2_IDR_150_181",0.244084545255072
"Q86UB2_IDR_433_503",0.252913109003689
"Q86UB2_IDR_85_134",0.254763904233734
"Q86UK5_IDR_1161_1260",0.140947806947765
"Q86UK5_IDR_966_1098",0.150339355520623
"Q86UL3_IDR_1_33",0.531342626719522
"Q86UL3_IDR_62_106",0.468657373280478
"Q86UL8_IDR_1013_1128",0.165110382082003
"Q86UL8_IDR_1231_1455",0.158248439216916
"Q86UL8_IDR_206_301",0.157290339752639
"Q86UL8_IDR_554_598",0.173811624231795
"Q86UL8_IDR_688_763",0.178532571286109
"Q86UL8_IDR_869_906",0.167006643430537
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
