"","GO0042277_peptide_binding"
"Q2VWP7_IDR_1040_1075",0.320752079349863
"Q2VWP7_IDR_1089_1150",0.356385028217402
"Q2VWP7_IDR_974_1029",0.322862892432735
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.489114549962115
"Q2VYF4_IDR_40_119",0.510885450037885
"Q2WGJ9_IDR_1094_1134",0.207054902319879
"Q2WGJ9_IDR_1161_1270",0.190847272023179
"Q2WGJ9_IDR_1_77",0.195364976494656
"Q2WGJ9_IDR_417_457",0.200610428163312
"Q2WGJ9_IDR_516_550",0.206122420998974
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.346927865449736
"Q32P44_IDR_47_210",0.515779551449637
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.355472592886202
"Q33E94_IDR_486_599",0.316795788507176
"Q33E94_IDR_638_671",0.327731618606621
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.249216720343082
"Q3B7T1_IDR_213_299",0.261868846610209
"Q3B7T1_IDR_517_584",0.252797220181554
"Q3B7T1_IDR_620_672",0.236117212865155
"Q3B7T3_IDR_1_45",0.527639856231623
"Q3B7T3_IDR_58_259",0.472360143768377
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.505270400305541
"Q3C1V8_IDR_67_128",0.494729599694459
"Q3L8U1_IDR_1715_1770",0.259008385455751
"Q3L8U1_IDR_2003_2897",0.245428665224543
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.482254596312164
"Q3MII6_IDR_454_604",0.517745403687836
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.485685695486642
"Q3MJ13_IDR_700_785",0.514314304513358
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.507499168103236
"Q3SY00_IDR_492_556",0.492500831896764
"Q3V6T2_IDR_1209_1871",0.323555776230147
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.347780807817228
"Q3YBR2_IDR_355_411",0.339710132507412
"Q3YBR2_IDR_83_166",0.31250905967536
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.486709152365685
"Q3ZCQ8_IDR_321_353",0.513290847634315
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.491549167431319
"Q3ZCX4_IDR_93_157",0.508450832568681
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.508581808923688
"Q401N2_IDR_377_412",0.491418191076312
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.475546544403312
"Q460N5_IDR_98_140",0.524453455596688
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.335968661859938
"Q496Y0_IDR_1_65",0.347606594486105
"Q496Y0_IDR_361_454",0.316424743653957
"Q499Z3_IDR_140_198",0.504506101606021
"Q499Z3_IDR_1_42",0.495493898393979
"Q499Z4_IDR_1_256",0.498907816697363
"Q499Z4_IDR_258_310",0.501092183302637
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.514808401760357
"Q49A92_IDR_133_489",0.485191598239643
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.512136384486129
"Q4G0M1_IDR_89_189",0.487863615513871
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.163776161228034
"Q4G0P3_IDR_2102_2188",0.169826304198161
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.151328839152253
"Q4G0P3_IDR_2485_2561",0.160924492761203
"Q4G0P3_IDR_2649_2734",0.178126037657335
"Q4G0P3_IDR_3215_3252",0.176018165003014
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.382694761215634
"Q4LE39_IDR_268_303",0.340451484382783
"Q4LE39_IDR_405_1306",0.318529318977649
"Q4LEZ3_IDR_111_155",0.500162373227969
"Q4LEZ3_IDR_1_53",0.499837626772031
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.634978010872095
"Q4V328_IDR_517_792",0.365021989127905
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.517984840863165
"Q4VC44_IDR_73_108",0.482015159136835
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.247289766465116
"Q4ZG55_IDR_279_342",0.244033299414643
"Q4ZG55_IDR_44_74",0.25099287742335
"Q4ZG55_IDR_625_655",0.257684056696891
"Q4ZHG4_IDR_1_36",0.346501784617923
"Q4ZHG4_IDR_1532_1587",0.336448583318598
"Q4ZHG4_IDR_372_1527",0.317049632063479
"Q4ZIN3_IDR_1_34",0.446889419736508
"Q4ZIN3_IDR_467_620",0.553110580263492
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.25441261820284
"Q502W6_IDR_1191_1294",0.240076312042202
"Q502W6_IDR_1_31",0.259333356051885
"Q502W6_IDR_711_805",0.246177713703072
"Q502W7_IDR_1_219",0.25435902303867
"Q502W7_IDR_228_335",0.260641525044697
"Q502W7_IDR_353_395",0.24853028247108
"Q502W7_IDR_502_554",0.236469169445553
"Q504T8_IDR_103_313",0.502659805764453
"Q52WX2_IDR_1_39",0.502232753223136
"Q52WX2_IDR_320_410",0.497767246776864
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.329328054776997
"Q53EQ6_IDR_189_220",0.339177046083561
"Q53EQ6_IDR_538_583",0.331494899139443
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.344025287888544
"Q53EZ4_IDR_247_302",0.326101757665752
"Q53EZ4_IDR_384_432",0.329872954445704
"Q53F19_IDR_1_74",0.35846220247951
"Q53F19_IDR_183_256",0.335262725490766
"Q53F19_IDR_282_574",0.306275072029724
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.529365141577673
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.502786046041639
"Q53LP3_IDR_85_261",0.497213953958361
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.44958615887977
"Q53QZ3_IDR_194_248",0.55041384112023
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.466875713816184
"Q53SZ7_IDR_314_412",0.533124286183816
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.330552887492705
"Q53TS8_IDR_250_345",0.355316375210881
"Q53TS8_IDR_354_587",0.314130737296414
"Q562E7_IDR_1017_1219",0.23430587537823
"Q562E7_IDR_1522_1555",0.248311232748197
"Q562E7_IDR_607_715",0.252927053114721
"Q587J7_IDR_1096_1166",0.507042383020863
"Q587J7_IDR_214_381",0.492957616979137
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.318848673070247
"Q58A45_IDR_278_390",0.301159685953072
"Q58A45_IDR_72_274",0.379991640976681
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.337572313887209
"Q58EX7_IDR_33_177",0.328696130154947
"Q58EX7_IDR_631_730",0.333731555957844
"Q58F21_IDR_136_267",0.34407771607313
"Q58F21_IDR_379_521",0.316025495485846
"Q58F21_IDR_578_917",0.339896788441024
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.055475752028932
"Q5CZC0_IDR_2938_2968",0.0535877655237753
"Q5CZC0_IDR_3135_3189",0.054966894173935
"Q5CZC0_IDR_3193_3263",0.0539725260409503
"Q5CZC0_IDR_3626_3656",0.0606202851745739
"Q5CZC0_IDR_3871_3956",0.0585192008835254
"Q5CZC0_IDR_5399_5673",0.0584703839808841
"Q5CZC0_IDR_5692_5777",0.0539834411361022
"Q5CZC0_IDR_5850_5904",0.0539813398188901
"Q5CZC0_IDR_6548_6794",0.0522608139288707
"Q5CZC0_IDR_6796_6835",0.0544073605169516
"Q5CZC0_IDR_6849_6907",0.0566288926433425
"Q5D1E8_IDR_1_45",0.252565870603374
"Q5D1E8_IDR_296_435",0.23769807272288
"Q5D1E8_IDR_512_542",0.238538657346371
"Q5D1E8_IDR_91_131",0.271197399327376
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.341544160497671
"Q5GH73_IDR_197_229",0.325266214445907
"Q5GH73_IDR_515_558",0.333189625056421
"Q5GH76_IDR_1_104",0.28997550845235
"Q5GH76_IDR_175_245",0.408950496074205
"Q5GH76_IDR_521_565",0.301073995473445
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.335139588042898
"Q5HYW2_IDR_251_1225",0.316470835807776
"Q5HYW2_IDR_60_249",0.348389576149326
"Q5HYW3_IDR_1_150",0.520654096348985
"Q5HYW3_IDR_315_493",0.479345903651015
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.509347339912859
"Q5JSL3_IDR_1189_1272",0.25932699034566
"Q5JSL3_IDR_1_31",0.244204696705255
"Q5JSL3_IDR_1337_1386",0.250243807476566
"Q5JSL3_IDR_277_308",0.24622450547252
"Q5JSP0_IDR_1_154",0.494564419194202
"Q5JSP0_IDR_482_527",0.505435580805798
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.528176172567832
"Q5JT82_IDR_350_389",0.471823827432168
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.312854754067866
"Q5JWR5_IDR_1992_2027",0.235338694602193
"Q5JWR5_IDR_695_728",0.226771771521716
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.479062577885327
"Q5JX71_IDR_51_109",0.520937422114673
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.341738939865946
"Q5PRF9_IDR_390_469",0.338425624892165
"Q5PRF9_IDR_536_694",0.31983543524189
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.33912708074597
"Q5QGS0_IDR_1_541",0.303285514986334
"Q5QGS0_IDR_579_1282",0.357587404267696
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.52626608488969
"Q5SSJ5_IDR_417_553",0.47373391511031
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.48004837170132
"Q5SV97_IDR_668_702",0.51995162829868
"Q5SVQ8_IDR_1_347",0.491144309512639
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.479472588046217
"Q5SZB4_IDR_293_393",0.520527411953783
"Q5SZD1_IDR_102_152",0.502550083851669
"Q5SZD1_IDR_1_80",0.497449916148331
"Q5SZJ8_IDR_1_71",0.46353316677538
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.53646683322462
"Q5SZL2_IDR_1_499",0.498557489501431
"Q5SZL2_IDR_662_706",0.501442510498569
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.107841133149446
"Q5T011_IDR_1358_1414",0.108551697057283
"Q5T011_IDR_1466_1556",0.119023275706499
"Q5T011_IDR_1632_1667",0.12151974600683
"Q5T011_IDR_1803_1907",0.108707742872675
"Q5T011_IDR_2109_2151",0.108721671780942
"Q5T011_IDR_2400_2513",0.103153868726855
"Q5T011_IDR_2864_2903",0.116344773751102
"Q5T011_IDR_698_731",0.106136090948369
"Q5T124_IDR_1_71",0.479736970106543
"Q5T124_IDR_474_520",0.520263029893457
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.260345232847449
"Q5T1B0_IDR_1_55",0.248070343358489
"Q5T1B0_IDR_819_884",0.251896327301955
"Q5T1B0_IDR_887_1012",0.239688096492107
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.498063230242905
"Q5T1M5_IDR_818_1219",0.501936769757095
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.485669175561235
"Q5T1Q4_IDR_360_408",0.514330824438765
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.49490508741187
"Q5T1V6_IDR_580_619",0.50509491258813
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.520107275701092
"Q5T4F4_IDR_1_31",0.522133840413857
"Q5T4F4_IDR_235_346",0.477866159586143
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.140518214924003
"Q5T4S7_IDR_1731_1783",0.14184142806508
"Q5T4S7_IDR_2437_2470",0.149901077553204
"Q5T4S7_IDR_429_465",0.142419736436267
"Q5T4S7_IDR_598_635",0.146963174527735
"Q5T5X7_IDR_484_531",0.275194101900455
"Q5T5X7_IDR_647_705",0.221512310844588
"Q5T5Y3_IDR_347_701",0.525726552119876
"Q5T5Y3_IDR_705_1460",0.474273447880124
"Q5T601_IDR_1_40",0.494883058185078
"Q5T601_IDR_855_890",0.505116941814922
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.226320989001853
"Q5T681_IDR_41_77",0.262331341980456
"Q5T7P8_IDR_141_227",0.492434662021566
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.251526295602151
"Q5T7W0_IDR_1_99",0.242119905808338
"Q5T7W0_IDR_211_255",0.24989385278256
"Q5T7W0_IDR_282_460",0.256459945806951
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.365585331474234
"Q5T848_IDR_1_73",0.317967256884012
"Q5T848_IDR_669_1168",0.316447411641754
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.255280022905336
"Q5TAP6_IDR_285_594",0.237088866971944
"Q5TAP6_IDR_51_83",0.257383679080599
"Q5TAP6_IDR_735_766",0.250247431042122
"Q5TAQ9_IDR_1_135",0.487787914165934
"Q5TAQ9_IDR_553_597",0.512212085834066
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.16027911574428
"Q5TCQ9_IDR_815_847",0.215312900922621
"Q5TCQ9_IDR_941_1002",0.154922396828513
"Q5TCS8_IDR_1039_1079",0.169667199652445
"Q5TCS8_IDR_1191_1255",0.164093242163681
"Q5TCS8_IDR_186_226",0.168452485259773
"Q5TCS8_IDR_488_576",0.164839655227551
"Q5TCS8_IDR_697_810",0.161999554048532
"Q5TCS8_IDR_893_925",0.170947863648017
"Q5TCX8_IDR_1_38",0.511732870522027
"Q5TF39_IDR_410_518",0.463565742854964
"Q5TF58_IDR_1_183",0.275794782302307
"Q5TF58_IDR_312_362",0.439299039274272
"Q5TF58_IDR_481_517",0.284906178423421
"Q5TFG8_IDR_143_222",0.531757427608771
"Q5TFG8_IDR_42_127",0.468242572391229
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.505342321664
"Q5TGY1_IDR_524_634",0.494657678336
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.188496874490992
"Q5TH69_IDR_1413_1443",0.196801041833161
"Q5TH69_IDR_179_212",0.199511552058838
"Q5TH69_IDR_1944_2105",0.176091108083152
"Q5TH69_IDR_464_660",0.239099423533857
"Q5TH74_IDR_1_75",0.416764643439761
"Q5TH74_IDR_96_267",0.583235356560239
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.508039858472181
"Q5U4P2_IDR_1_49",0.491960141527819
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.449071664731799
"Q5U5X8_IDR_65_452",0.550928335268201
"Q5U5Z8_IDR_108_140",0.328899414046147
"Q5U5Z8_IDR_36_77",0.344469974210401
"Q5U5Z8_IDR_696_889",0.326630611743452
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.418252670439561
"Q5U651_IDR_257_369",0.581747329560439
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.497266171111939
"Q5UCC4_IDR_193_224",0.502733828888061
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.210482814650967
"Q5VT52_IDR_147_252",0.491158810528971
"Q5VT52_IDR_294_1443",0.508841189471029
"Q5VT97_IDR_1032_1082",0.508248234598919
"Q5VT97_IDR_1_652",0.491751765401081
"Q5VTB9_IDR_31_71",0.51782317026707
"Q5VTB9_IDR_75_492",0.48217682973293
"Q5VTD9_IDR_1_104",0.495786894254305
"Q5VTD9_IDR_113_148",0.504213105745695
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.271618614487797
"Q5VTH9_IDR_165_217",0.253183593580805
"Q5VTH9_IDR_333_387",0.23634786531942
"Q5VTH9_IDR_430_465",0.238849926611978
"Q5VTJ3_IDR_300_375",0.492396504734827
"Q5VTJ3_IDR_45_255",0.507603495265172
"Q86VV4_IDR_411_465",0.338594358394704
"Q86VV4_IDR_46_283",0.338712790308149
"Q86VV8_IDR_120_165",0.267073166449478
"Q86VV8_IDR_1531_1565",0.33426293994156
"Q86VV8_IDR_279_360",0.398663893608962
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.438836747962846
"Q86VW2_IDR_485_580",0.561163252037154
"Q86VY4_IDR_1_200",0.491844371894621
"Q86VY4_IDR_387_417",0.508155628105379
"Q86VY9_IDR_1_51",0.264067081074494
"Q86VY9_IDR_60_104",0.340849516443847
"Q86WG3_IDR_1_150",0.524378213061812
"Q86WG3_IDR_330_371",0.475621786938188
"Q86WG5_IDR_1027_1103",0.248067730661627
"Q86WG5_IDR_1269_1305",0.245316120761867
"Q86WG5_IDR_1670_1731",0.261473847715963
"Q86WG5_IDR_770_807",0.245142300860544
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.519466440059639
"Q86WK6_IDR_448_485",0.480533559940361
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.499491356334228
"Q86WN1_IDR_609_690",0.500508643665772
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.501446097367675
"Q86WR6_IDR_1_42",0.498553902632325
"Q86WR7_IDR_1_50",0.428788702116026
"Q86WR7_IDR_73_399",0.571211297883974
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.495853496088906
"Q86XD5_IDR_146_332",0.504146503911094
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.489854391018287
"Q86XF7_IDR_184_214",0.510145608981713
"Q86XH1_IDR_344_382",0.504674441871161
"Q86XH1_IDR_459_491",0.495325558128839
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.47429199521792
"Q86XK3_IDR_75_146",0.52570800478208
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.529148495492579
"Q86XZ4_IDR_84_244",0.470851504507421
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.266771230888606
"Q86Y13_IDR_1_85",0.248959218070158
"Q86Y13_IDR_587_752",0.2314273975576
"Q86Y13_IDR_953_1029",0.252842153483636
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.194166733764178
"Q86Y26_IDR_1_55",0.217359444946658
"Q86Y26_IDR_287_377",0.206239062312624
"Q86Y26_IDR_379_868",0.196546552969508
"Q86Y26_IDR_870_1132",0.185688206007032
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.502763773756197
"Q86YF9_IDR_609_849",0.275332944371345
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.489140487893616
"Q86YJ5_IDR_267_306",0.510859512106384
"Q86YJ7_IDR_440_475",0.331148641659271
"Q86YJ7_IDR_491_525",0.342390875621651
"Q86YJ7_IDR_535_582",0.326460482719077
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.516489073893438
"Q86YN6_IDR_98_897",0.483510926106562
"Q86YP4_IDR_1_436",0.506003263610067
"Q86YP4_IDR_465_633",0.493996736389933
"Q86YR6_IDR_1_94",0.492282997129874
"Q86YR6_IDR_363_536",0.507717002870126
"Q86YR7_IDR_530_616",0.469976359167568
"Q86YR7_IDR_963_1114",0.530023640832432
"Q86YS3_IDR_495_564",0.49554765355439
"Q86YS3_IDR_84_347",0.50445234644561
"Q86Z02_IDR_661_906",0.259293641705758
"Q86Z02_IDR_909_1104",0.273858544834025
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.521236896190083
"Q86Z23_IDR_34_105",0.478763103809917
"Q8HWS3_IDR_1_117",0.252228358750418
"Q8HWS3_IDR_557_645",0.282697906188423
"Q8HWS3_IDR_647_680",0.23548208358159
"D6RA61_IDR_470_528",0.337247293576396
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.320578969955799
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.33423292395504
"A1A519_IDR_147_214",0.341631126689769
"A2RU30_IDR_1_236",0.530363255044993
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.339833741388079
"A1A519_IDR_270_310",0.337789903354432
"A2RU30_IDR_239_521",0.469636744955007
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.325933334656881
"A7E2F4_IDR_1_180",0.35542791984095
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.328324358959338
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.325973837563489
"A6NMS7_IDR_1547_1623",0.198197942430382
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.318068734838458
"D6RCP7_IDR_379_451",0.334214582034375
"A1A5C7_IDR_1_74",0.500894324685481
"A7E2F4_IDR_267_605",0.318598242595561
"A6NMS7_IDR_1658_1700",0.186789330517652
"A2RUB1_IDR_1_666",0.602226716023742
"F5H4B4_IDR_304_403",0.338134627290347
"D6RCP7_IDR_470_528",0.337461059006287
"A1A5D9_IDR_1_54",0.250931538033529
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.211642730572976
"A2RUB1_IDR_915_952",0.397773283976257
"A0A1B0GTS1_IDR_1_76",0.516628805215588
"F5H4B4_IDR_517_570",0.343796637871195
"D6RGH6_IDR_1_58",0.333365094542755
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.32794824946588
"A6NMT0_IDR_1_40",0.334716749940187
"A2RUB6_IDR_27_902",0.502136045310791
"A0A1B0GTS1_IDR_181_278",0.483371194784412
"D6RGH6_IDR_61_125",0.340233607507753
"Q8NEM0_IDR_98_151",0.473570213790154
"Q8NEM2_IDR_1_62",0.510386148854883
"Q8NEM2_IDR_556_639",0.489613851145117
"Q8NEM7_IDR_1_32",0.320835836703611
"Q8NEM7_IDR_226_327",0.338332622814088
"Q8NEM7_IDR_360_779",0.340831540482301
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.463051446337879
"Q8NEV4_IDR_879_921",0.536948553662121
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.527535987519751
"Q8NEY1_IDR_1821_1877",0.472464012480249
"Q8NEY3_IDR_1_48",0.485825457063059
"Q8NEY3_IDR_159_280",0.514174542936941
"Q8NEY8_IDR_1_319",0.490861454023453
"Q8NEY8_IDR_344_405",0.509138545976547
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.107585850687716
"Q8NEZ4_IDR_1140_1172",0.109975234924845
"Q8NEZ4_IDR_1191_3892",0.100557410355003
"Q8NEZ4_IDR_165_218",0.113999165203592
"Q8NEZ4_IDR_3930_4003",0.110766882034796
"Q8NEZ4_IDR_4026_4058",0.111029638370066
"Q8NEZ4_IDR_522_937",0.104223595989427
"Q8NF91_IDR_6103_6169",0.170845999359539
"Q8NF91_IDR_6172_6346",0.163639337463697
"Q8NF91_IDR_8212_8335",0.165836700806787
"Q8NF91_IDR_8663_8736",0.163846243186604
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.577883396627096
"Q8NFA0_IDR_433_478",0.422116603372904
"Q8NFA2_IDR_297_376",1
