"","GO0034470_ncRNA_processing"
"Q5JWR5_IDR_695_728",0.255300010524919
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.501230671360603
"Q5JX71_IDR_51_109",0.498769328639397
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.325989955399512
"Q5PRF9_IDR_390_469",0.345371765181227
"Q5PRF9_IDR_536_694",0.328638279419261
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.323540688238943
"Q5QGS0_IDR_1_541",0.389533008654028
"Q5QGS0_IDR_579_1282",0.286926303107029
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.430327516567232
"Q5SSJ5_IDR_417_553",0.569672483432768
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.487043401143358
"Q5SV97_IDR_668_702",0.512956598856642
"Q5SVQ8_IDR_1_347",0.516453730247011
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.50234803331903
"Q5SZB4_IDR_293_393",0.49765196668097
"Q5SZD1_IDR_102_152",0.520711205301117
"Q5SZD1_IDR_1_80",0.479288794698883
"Q5SZJ8_IDR_1_71",0.524328334085624
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.475671665914376
"Q5SZL2_IDR_1_499",0.480910770377126
"Q5SZL2_IDR_662_706",0.519089229622874
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.109236538085316
"Q5T011_IDR_1358_1414",0.114082758050156
"Q5T011_IDR_1466_1556",0.125415299788748
"Q5T011_IDR_1632_1667",0.106591489593635
"Q5T011_IDR_1803_1907",0.104620495136155
"Q5T011_IDR_2109_2151",0.106684311516529
"Q5T011_IDR_2400_2513",0.11157099537474
"Q5T011_IDR_2864_2903",0.109476688274152
"Q5T011_IDR_698_731",0.112321424180568
"Q5T124_IDR_1_71",0.512826111524832
"Q5T124_IDR_474_520",0.487173888475168
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.218446858506386
"Q5T1B0_IDR_1_55",0.209047551756224
"Q5T1B0_IDR_819_884",0.265675860850524
"Q5T1B0_IDR_887_1012",0.306829728886866
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.388330280726803
"Q5T1M5_IDR_818_1219",0.611669719273197
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.483169550265932
"Q5T1Q4_IDR_360_408",0.516830449734068
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.525374799474527
"Q5T1V6_IDR_580_619",0.474625200525473
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.33760967235948
"Q5T4F4_IDR_1_31",0.441747215985655
"Q5T4F4_IDR_235_346",0.558252784014345
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.155251181341084
"Q5T4S7_IDR_1731_1783",0.141149527894466
"Q5T4S7_IDR_2437_2470",0.136327720089005
"Q5T4S7_IDR_429_465",0.144215453634479
"Q5T4S7_IDR_598_635",0.141427912171995
"Q5T5X7_IDR_484_531",0.263063834921759
"Q5T5X7_IDR_647_705",0.256355119273238
"Q5T5Y3_IDR_347_701",0.400716581352558
"Q5T5Y3_IDR_705_1460",0.599283418647442
"Q5T601_IDR_1_40",0.516304893574587
"Q5T601_IDR_855_890",0.483695106425413
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.285559756534477
"Q5T681_IDR_41_77",0.239291596795253
"Q5T7P8_IDR_141_227",0.511956988595681
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.238943525003703
"Q5T7W0_IDR_1_99",0.270768211766994
"Q5T7W0_IDR_211_255",0.26281361391611
"Q5T7W0_IDR_282_460",0.227474649313193
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.32135065758884
"Q5T848_IDR_1_73",0.307606584601208
"Q5T848_IDR_669_1168",0.371042757809952
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.240884909135874
"Q5TAP6_IDR_285_594",0.353908573385687
"Q5TAP6_IDR_51_83",0.21387348446407
"Q5TAP6_IDR_735_766",0.19133303301437
"Q5TAQ9_IDR_1_135",0.591116071795164
"Q5TAQ9_IDR_553_597",0.408883928204836
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.219133802881133
"Q5TCQ9_IDR_815_847",0.155313761318035
"Q5TCQ9_IDR_941_1002",0.149616112217585
"Q5TCS8_IDR_1039_1079",0.147284374915009
"Q5TCS8_IDR_1191_1255",0.179656771059722
"Q5TCS8_IDR_186_226",0.180410246840451
"Q5TCS8_IDR_488_576",0.145852896047363
"Q5TCS8_IDR_697_810",0.167457829587348
"Q5TCS8_IDR_893_925",0.179337881550106
"Q5TCX8_IDR_1_38",0.448216808509004
"Q5TF39_IDR_410_518",0.567075115158927
"Q5TF58_IDR_1_183",0.318021726908288
"Q5TF58_IDR_312_362",0.357006587796905
"Q5TF58_IDR_481_517",0.324971685294807
"Q5TFG8_IDR_143_222",0.48419548974696
"Q5TFG8_IDR_42_127",0.51580451025304
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.526915001273283
"Q5TGY1_IDR_524_634",0.473084998726717
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.198231997610087
"Q5TH69_IDR_1413_1443",0.202238321567452
"Q5TH69_IDR_179_212",0.197549705962517
"Q5TH69_IDR_1944_2105",0.199151231520722
"Q5TH69_IDR_464_660",0.202828743339222
"Q5TH74_IDR_1_75",0.512749386715911
"Q5TH74_IDR_96_267",0.487250613284089
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.490450449222349
"Q5U4P2_IDR_1_49",0.509549550777651
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.512118377800769
"Q5U5X8_IDR_65_452",0.487881622199232
"Q5U5Z8_IDR_108_140",0.307403661622558
"Q5U5Z8_IDR_36_77",0.326726605560125
"Q5U5Z8_IDR_696_889",0.365869732817317
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.442190579943767
"Q5U651_IDR_257_369",0.557809420056233
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.483685350318026
"Q5UCC4_IDR_193_224",0.516314649681974
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.178607399339779
"Q5VT52_IDR_147_252",0.604129164063182
"Q5VT52_IDR_294_1443",0.395870835936818
"Q5VT97_IDR_1032_1082",0.536099677399918
"Q5VT97_IDR_1_652",0.463900322600082
"Q5VTB9_IDR_31_71",0.486313815878394
"Q5VTB9_IDR_75_492",0.513686184121606
"Q5VTD9_IDR_1_104",0.510284608373243
"Q5VTD9_IDR_113_148",0.489715391626757
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.214324404439486
"Q5VTH9_IDR_165_217",0.217960139564339
"Q5VTH9_IDR_333_387",0.227986993690712
"Q5VTH9_IDR_430_465",0.339728462305463
"Q5VTJ3_IDR_300_375",0.467312357790258
"Q5VTJ3_IDR_45_255",0.532687642209742
"Q86VV4_IDR_411_465",0.36193406639086
"Q86VV4_IDR_46_283",0.313880993451143
"Q86VV8_IDR_120_165",0.333906595131266
"Q86VV8_IDR_1531_1565",0.325604633087689
"Q86VV8_IDR_279_360",0.340488771781046
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.51615494690584
"Q86VW2_IDR_485_580",0.48384505309416
"Q86VY4_IDR_1_200",0.522004115649709
"Q86VY4_IDR_387_417",0.477995884350291
"Q86VY9_IDR_1_51",0.367172572080622
"Q86VY9_IDR_60_104",0.316462955852965
"Q86WG3_IDR_1_150",0.50097511395856
"Q86WG3_IDR_330_371",0.499024886041439
"Q86WG5_IDR_1027_1103",0.269445225430652
"Q86WG5_IDR_1269_1305",0.242407529002171
"Q86WG5_IDR_1670_1731",0.241915064996959
"Q86WG5_IDR_770_807",0.246232180570218
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.450890889698246
"Q86WK6_IDR_448_485",0.549109110301754
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.551318217339633
"Q86WN1_IDR_609_690",0.448681782660367
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.516823797090766
"Q86WR6_IDR_1_42",0.483176202909234
"Q86WR7_IDR_1_50",0.516596201526497
"Q86WR7_IDR_73_399",0.483403798473503
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.532222258365927
"Q86XD5_IDR_146_332",0.467777741634073
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.502527138950684
"Q86XF7_IDR_184_214",0.497472861049316
"Q86XH1_IDR_344_382",0.510261248477078
"Q86XH1_IDR_459_491",0.489738751522922
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.469336995762821
"Q86XK3_IDR_75_146",0.530663004237179
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.458174180163943
"Q86XZ4_IDR_84_244",0.541825819836057
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.241721964211021
"Q86Y13_IDR_1_85",0.245801861854752
"Q86Y13_IDR_587_752",0.280606383368749
"Q86Y13_IDR_953_1029",0.231869790565478
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.183399125600888
"Q86Y26_IDR_1_55",0.185290883667973
"Q86Y26_IDR_287_377",0.20902224692365
"Q86Y26_IDR_379_868",0.19558140444096
"Q86Y26_IDR_870_1132",0.22670633936653
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.48234231983841
"Q86YF9_IDR_609_849",0.252374717748313
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.482414021291616
"Q86YJ5_IDR_267_306",0.517585978708384
"Q86YJ7_IDR_440_475",0.329263820008187
"Q86YJ7_IDR_491_525",0.343495423510853
"Q86YJ7_IDR_535_582",0.32724075648096
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.459189248591511
"Q86YN6_IDR_98_897",0.540810751408489
"Q86YP4_IDR_1_436",0.50845971938054
"Q86YP4_IDR_465_633",0.49154028061946
"Q86YR6_IDR_1_94",0.493039003919447
"Q86YR6_IDR_363_536",0.506960996080553
"Q86YR7_IDR_530_616",0.492424674042335
"Q86YR7_IDR_963_1114",0.507575325957665
"Q86YS3_IDR_495_564",0.538424442890514
"Q86YS3_IDR_84_347",0.461575557109486
"Q86Z02_IDR_661_906",0.24610514954005
"Q86Z02_IDR_909_1104",0.246704553636373
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.502800212031921
"Q86Z23_IDR_34_105",0.497199787968079
"Q8HWS3_IDR_1_117",0.280906755647319
"Q8HWS3_IDR_557_645",0.239174087157798
"Q8HWS3_IDR_647_680",0.241794371179933
"D6RA61_IDR_470_528",0.346595698218827
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.28060306144097
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.315464116251601
"A1A519_IDR_147_214",0.308677902417528
"A2RU30_IDR_1_236",0.475573743561591
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.337800039615378
"A1A519_IDR_270_310",0.410719036141502
"A2RU30_IDR_239_521",0.524426256438409
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.346735844133021
"A7E2F4_IDR_1_180",0.307789210484866
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.314948289064682
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.316192338444358
"A6NMS7_IDR_1547_1623",0.180319164966583
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.338483875243967
"D6RCP7_IDR_379_451",0.338225670554278
"A1A5C7_IDR_1_74",0.49936184456157
"A7E2F4_IDR_267_605",0.376018451070776
"A6NMS7_IDR_1658_1700",0.229049667196108
"A2RUB1_IDR_1_666",0.459142120237465
"F5H4B4_IDR_304_403",0.33278527232197
"D6RCP7_IDR_470_528",0.34682604038104
"A1A5D9_IDR_1_54",0.227919476227668
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.170973185167832
"A2RUB1_IDR_915_952",0.540857879762535
"A0A1B0GTS1_IDR_1_76",0.492917307563858
"F5H4B4_IDR_517_570",0.328730852434063
"D6RGH6_IDR_1_58",0.355009569789569
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.313403425717427
"A6NMT0_IDR_1_40",0.298663867986152
"A2RUB6_IDR_27_902",0.593767639695291
"A0A1B0GTS1_IDR_181_278",0.507082692436142
"D6RGH6_IDR_61_125",0.331918045184032
"Q8NEM0_IDR_98_151",0.542384538523428
"Q8NEM2_IDR_1_62",0.47208037763301
"Q8NEM2_IDR_556_639",0.52791962236699
"Q8NEM7_IDR_1_32",0.349582108227655
"Q8NEM7_IDR_226_327",0.343640431733782
"Q8NEM7_IDR_360_779",0.306777460038564
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.623251372326041
"Q8NEV4_IDR_879_921",0.376748627673959
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.47882736763043
"Q8NEY1_IDR_1821_1877",0.52117263236957
"Q8NEY3_IDR_1_48",0.500187464820254
"Q8NEY3_IDR_159_280",0.499812535179746
"Q8NEY8_IDR_1_319",0.537518592205024
"Q8NEY8_IDR_344_405",0.462481407794976
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.115724721074231
"Q8NEZ4_IDR_1140_1172",0.110227831316761
"Q8NEZ4_IDR_1191_3892",0.105930751155515
"Q8NEZ4_IDR_165_218",0.115985854145726
"Q8NEZ4_IDR_3930_4003",0.11493432489644
"Q8NEZ4_IDR_4026_4058",0.109721846329519
"Q8NEZ4_IDR_522_937",0.115849481484824
"Q8NF91_IDR_6103_6169",0.180235671555996
"Q8NF91_IDR_6172_6346",0.169506378293762
"Q8NF91_IDR_8212_8335",0.163790553555387
"Q8NF91_IDR_8663_8736",0.15216177879004
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.504383520687153
"Q8NFA0_IDR_433_478",0.495616479312847
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.443760839966499
"Q8NFC6_IDR_159_3051",0.556239160033501
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.202097262470212
"Q8NFD5_IDR_1267_1591",0.207221629950348
"Q8NFD5_IDR_1694_1775",0.339636558051162
"Q8NFD5_IDR_1808_1912",0.251044549528279
"Q8NFF2_IDR_1_78",0.500848175056409
"Q8NFF2_IDR_261_425",0.499151824943591
"Q8NFT6_IDR_260_335",0.27811015431119
"Q8NFT6_IDR_339_501",0.230970019448123
"Q8NFT6_IDR_96_165",0.255183284326971
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.510528422384078
"Q8NFU5_IDR_262_363",0.489471577615922
"Q8NFU7_IDR_1_1332",0.222281419356463
"Q8NFU7_IDR_1743_1840",0.267097163810432
"Q8NFU7_IDR_1916_1989",0.219359823821908
"Q8NFU7_IDR_2070_2109",0.291261593011198
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.341836453585147
"Q8NFW1_IDR_274_311",0.345503754797514
"Q8NFW1_IDR_317_1626",0.312659791617338
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.209231696665725
"Q8NHM5_IDR_378_508",0.20601625486707
"Q8NHM5_IDR_565_652",0.188653981663336
"Q8NHM5_IDR_724_1040",0.396098066803869
"Q8NHP7_IDR_18_67",0.463674196780835
"Q8NHP7_IDR_284_470",0.536325803219165
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.454435066793137
"Q8NHQ8_IDR_82_200",0.545564933206863
"Q8NHQ9_IDR_486_555",0.603588934253493
"Q8NHQ9_IDR_570_600",0.396411065746507
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.521730972645737
"Q8NHY3_IDR_173_216",0.506320189292972
"Q8NHY3_IDR_269_880",0.493679810707028
"Q8NHY6_IDR_154_371",0.524754707945058
"Q8NHY6_IDR_1_97",0.475245292054942
"Q8NHZ7_IDR_1_158",0.461863973512121
"Q8NHZ7_IDR_178_208",0.538136026487879
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.371983307890396
"Q8NI08_IDR_162_215",0.278562418309693
"Q8NI08_IDR_307_652",0.349454273799911
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.118793630051111
"Q8NI35_IDR_1164_1219",0.111613701926597
"Q8NI35_IDR_455_515",0.113901045217929
"Q8NI35_IDR_641_675",0.129889612584815
"Q8NI35_IDR_777_807",0.110721655498627
"Q8NI35_IDR_839_985",0.110375922108324
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.531322260547447
"Q8TAD2_IDR_49_87",0.468677739452553
"Q8TAD4_IDR_1_32",0.50494582619275
"Q8TAD4_IDR_545_588",0.495054173807251
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.389591631187125
"Q8TAE8_IDR_182_222",0.610408368812875
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.53392895472964
"Q8TAK6_IDR_183_271",0.46607104527036
"Q8TAL5_IDR_145_182",0.349867045976491
"Q8TAL5_IDR_272_431",0.345389305793842
"Q8TAL5_IDR_82_123",0.304743648229668
"Q8TAW3_IDR_99_172",0.5071465495335
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.513693245055532
"Q8TAZ6_IDR_205_248",0.486306754944468
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.355200680558376
"Q8TB24_IDR_181_218",0.309644317318959
"Q8TB24_IDR_242_581",0.335155002122665
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.234569430526039
"Q8TBA6_IDR_306_350",0.256721921600305
"Q8TBA6_IDR_445_475",0.260339631539703
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.47833288057962
"Q8TBK6_IDR_61_192",0.52166711942038
"Q8TBM8_IDR_220_262",0.495058158377195
"Q8TBM8_IDR_54_90",0.504941841622805
"Q8TBN0_IDR_1_90",0.561844154641135
"Q8TBN0_IDR_92_218",0.438155845358865
"Q8TBP0_IDR_1_31",0.338874149923811
"Q8TBP0_IDR_712_767",0.333758543095339
"Q8TBP0_IDR_91_286",0.32736730698085
"Q8TBP5_IDR_1_118",0.463323051202181
"Q8TBP5_IDR_144_190",0.536676948797819
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.489681295208132
"Q8TBX8_IDR_294_346",0.510318704791868
"Q8TBY8_IDR_191_246",0.317515278975526
"Q8TBY8_IDR_848_894",0.321037952751792
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.520666123518988
"Q8TC41_IDR_175_255",0.479333876481012
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.341593575291703
"Q8TC71_IDR_493_538",0.305514269963029
"Q8TC71_IDR_90_135",0.352892154745268
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.524035696532738
"Q8TCU5_IDR_986_1075",0.475964303467262
"Q8TCU6_IDR_1109_1142",0.505768201704267
"Q8TCU6_IDR_1_44",0.494231798295733
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.519543829674522
"Q8TCY9_IDR_1_65",0.480456170325478
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.485065502551356
"Q8TD94_IDR_266_323",0.514934497448644
"Q8TDB4_IDR_1_43",0.458962625362385
"Q8TDB4_IDR_70_240",0.541037374637615
"Q8TDB6_IDR_196_232",0.351955188168938
"Q8TDB6_IDR_510_556",0.321718806890927
"Q8TDB6_IDR_91_122",0.326326004940135
"Q8TDC0_IDR_1_161",0.507930426549876
"Q8TDC0_IDR_164_218",0.492069573450124
"Q8TDC3_IDR_363_589",0.493987899735089
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.110691866481324
"Q8TDJ6_IDR_1913_2032",0.126337718368328
"Q8TDJ6_IDR_2095_2129",0.118584602975958
"Q8TDJ6_IDR_2393_2442",0.109036558981676
"Q8TDJ6_IDR_2468_2500",0.115739745902703
"Q8TDJ6_IDR_284_332",0.102417188222265
"Q8TDJ6_IDR_416_482",0.117737935430069
"Q8TDJ6_IDR_570_602",0.100856163096331
"Q8TDJ6_IDR_921_963",0.0985982205413464
"Q8TDM0_IDR_1_32",0.500638801858102
"Q8TDM0_IDR_178_211",0.499361198141898
"Q8TDM6_IDR_1435_1496",0.185817647374547
"Q8TDM6_IDR_1665_1714",0.223816484299165
"Q8TDM6_IDR_560_612",0.217730491959734
"Q8TDM6_IDR_804_1342",0.179059764226566
"Q8TDM6_IDR_92_187",0.193575612139988
"Q8TDN1_IDR_1_56",0.488607834223206
"Q8TDN1_IDR_476_519",0.511392165776794
"Q8TDN2_IDR_1_40",0.420516096929347
"Q8TDW7_IDR_4177_4353",0.497605471159451
"Q8TDW7_IDR_4355_4541",0.502394528840548
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.20388030142268
"Q8TDX9_IDR_1024_1112",0.202133150558461
"Q8TDX9_IDR_2019_2129",0.195952973582453
"Q8TDX9_IDR_2810_2849",0.203879957248581
"Q8TDX9_IDR_965_1010",0.194153617187824
"Q8TDY2_IDR_1264_1317",0.264895866733597
"Q8TDY2_IDR_1383_1494",0.250400578800803
"Q8TDY2_IDR_221_300",0.254061888293951
"Q8TDY2_IDR_600_806",0.230641666171649
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.497701529337663
"Q8TDY8_IDR_982_1124",0.502298470662337
"Q8TDZ2_IDR_616_705",0.445424850920998
"Q8TDZ2_IDR_752_922",0.554575149079002
"Q8TE12_IDR_157_198",0.556221550968517
"Q8TE12_IDR_246_368",0.443778449031483
"Q8TE49_IDR_77_113",0.512881453074982
"Q8TE85_IDR_405_437",0.386481512649236
"Q8TE85_IDR_467_511",0.327395528273615
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.48070835830787
"Q8TEB1_IDR_515_546",0.51929164169213
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.327898658843428
"Q8TEC5_IDR_442_729",0.322769121764882
"Q8TEC5_IDR_77_121",0.34933221939169
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.236594095132502
"Q8TED9_IDR_317_393",0.242053270686762
"Q8TED9_IDR_514_768",0.301679357440302
"Q8TED9_IDR_76_157",0.219673276740434
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.475702040776644
"Q8TEF2_IDR_94_133",0.524297959223356
"Q8TER5_IDR_1430_1519",0.295049261397784
"Q8TER5_IDR_942_1034",0.302982372334451
"Q8TES7_IDR_1016_1100",0.412987827602483
"Q8TES7_IDR_1_590",0.587012172397517
"Q8TEU7_IDR_1065_1475",0.158385361255526
"Q8TEU7_IDR_121_209",0.158443345528257
"Q8TEU7_IDR_1495_1535",0.165912469213941
"Q8TEU7_IDR_1540_1601",0.163741448229834
"Q8TEU7_IDR_213_247",0.176931788726776
"Q8TEU7_IDR_625_744",0.176585587045667
"Q8TEV9_IDR_212_252",0.313545712730237
"Q8TEV9_IDR_254_369",0.381352143198861
"Q8TEV9_IDR_374_707",0.305102144070903
"Q8TEW0_IDR_145_212",0.218645059707461
"Q8TEW0_IDR_215_260",0.23793994789997
"Q8TEW0_IDR_368_453",0.199370028013565
"Q8TEW0_IDR_686_1334",0.344044964379004
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.258222384720283
"Q8TEW8_IDR_306_377",0.270690474464937
"Q8TF39_IDR_223_389",0.607520661582992
"Q8TF40_IDR_173_204",0.189580505202441
"Q8TF40_IDR_245_325",0.188713501924329
"Q8TF40_IDR_593_748",0.210609179048741
"Q8TF40_IDR_68_114",0.189375705123851
"Q8TF40_IDR_758_969",0.221721108700638
"Q8TF42_IDR_1_34",0.52012052166685
"Q8TF42_IDR_349_380",0.47987947833315
"Q8TF44_IDR_15_50",0.520785931887414
"Q8TF44_IDR_56_298",0.479214068112586
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.494868951239549
"Q8TF50_IDR_160_471",0.505131048760451
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
