"","GO0000398_mRNA_splicing._via_spliceosome"
"Q15021_IDR_953_988",0.326475585280037
"Q15022_IDR_1_78",0.344013249785675
"Q15022_IDR_366_423",0.316160407521441
"Q15022_IDR_689_739",0.339826342692884
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.467815507725805
"Q15027_IDR_524_568",0.532184492274195
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.337029135765612
"Q15032_IDR_259_640",0.370377844245882
"Q15032_IDR_761_979",0.292593019988506
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.244922500448056
"Q15059_IDR_417_570",0.267061322163323
"Q15059_IDR_641_726",0.255536755678346
"Q15061_IDR_409_458",0.402427833504717
"Q15061_IDR_600_677",0.597572166495283
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.334840071887762
"Q15111_IDR_1_103",0.322955109230981
"Q15111_IDR_545_575",0.342204818881258
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.352014974640193
"Q15139_IDR_196_252",0.322893296038826
"Q15139_IDR_329_419",0.325091729320981
"Q15147_IDR_456_556",0.48528431075992
"Q15147_IDR_839_1103",0.51471568924008
"Q15291_IDR_408_538",0.48821454529129
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.510922484082431
"Q15303_IDR_990_1150",0.489077515917569
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.572398527478981
"Q15311_IDR_378_655",0.427601472521018
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.552089000502748
"Q15329_IDR_233_311",0.447910999497252
"Q15334_IDR_645_719",0.51332397176512
"Q15334_IDR_955_1064",0.48667602823488
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.324416608873668
"Q15361_IDR_129_499",0.350727446797082
"Q15361_IDR_868_905",0.32485594432925
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.493514692162099
"Q15431_IDR_706_946",0.506485307837901
"Q15434_IDR_1_53",0.504353105061754
"Q15434_IDR_370_407",0.495646894938246
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.234731571771347
"Q15459_IDR_1_37",0.24682966139338
"Q15459_IDR_316_406",0.280870512538699
"Q15459_IDR_532_689",0.237568254296574
"Q15464_IDR_1_187",0.503736751460393
"Q15464_IDR_189_387",0.496263248539607
"Q15465_IDR_1_41",0.488495326277621
"Q15465_IDR_395_427",0.511504673722379
"Q15468_IDR_1074_1270",0.509825633922655
"Q15468_IDR_372_1067",0.490174366077345
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.518281034084017
"Q15596_IDR_376_1433",0.481718965915983
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.464155327367317
"Q155Q3_IDR_460_598",0.535844672632683
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.494439395341463
"Q15633_IDR_230_260",0.505560604658537
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.463897748687476
"Q15642_IDR_472_538",0.536102251312524
"Q15643_IDR_1175_1215",0.126230731350768
"Q15643_IDR_1224_1360",0.117901640219119
"Q15643_IDR_1_422",0.118773978830391
"Q15643_IDR_1814_1950",0.115687592977516
"Q15643_IDR_437_468",0.12688914052725
"Q15643_IDR_590_642",0.134993814931731
"Q15643_IDR_836_899",0.129536078608005
"Q15643_IDR_970_1011",0.129987022555219
"Q15699_IDR_153_225",0.338132739539142
"Q15699_IDR_228_326",0.335239233907722
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.526628963449274
"Q15723_IDR_302_434",0.473371036550726
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.457855666862623
"Q15735_IDR_842_1006",0.542144333137377
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.326406663438097
"Q15742_IDR_1_35",0.343960560212578
"Q15742_IDR_354_525",0.329632776349325
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.199214317852898
"Q15746_IDR_1767_1803",0.194758166983692
"Q15746_IDR_257_333",0.206849877542879
"Q15746_IDR_367_408",0.195259559069011
"Q15746_IDR_920_1094",0.20391807855152
"Q15784_IDR_194_382",0.437469170169362
"Q15788_IDR_1_33",0.521352368956906
"Q15788_IDR_368_1392",0.478647631043094
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.232677294545151
"Q15811_IDR_312_380",0.266170919018091
"Q15811_IDR_660_737",0.272514041809124
"Q15811_IDR_808_910",0.228637744627633
"Q15814_IDR_138_177",0.46716477757186
"Q15814_IDR_1_55",0.53283522242814
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.517163589886879
"Q15842_IDR_361_424",0.482836410113121
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.489850345513516
"Q15849_IDR_443_550",0.510149654486484
"Q15911_IDR_1046_1087",0.0945120167342922
"Q15911_IDR_1107_1958",0.0831325894702304
"Q15911_IDR_1961_2643",0.0928384423677964
"Q15911_IDR_2690_2728",0.0977502243550671
"Q15911_IDR_2741_2948",0.0946809947980249
"Q15911_IDR_2998_3465",0.0876637320369826
"Q15911_IDR_345_949",0.0845335186777737
"Q15911_IDR_3468_3703",0.0901650563941368
"Q15911_IDR_951_1039",0.090931620369738
"Q15915_IDR_1_165",0.492935610627321
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.48409721282473
"Q16322_IDR_469_511",0.51590278717527
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.511553290045524
"Q16352_IDR_413_499",0.488446709954476
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.253693416804872
"Q16512_IDR_345_386",0.260968021940647
"Q16512_IDR_525_608",0.2453253184193
"Q16512_IDR_96_167",0.240013242835182
"Q16513_IDR_109_169",0.326135076983037
"Q16513_IDR_486_516",0.34882126619474
"Q16513_IDR_523_649",0.325043656822223
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.51726907083136
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.511599867953647
"Q16572_IDR_68_118",0.488400132046353
"Q16584_IDR_1_40",0.48174357168506
"Q16584_IDR_414_847",0.51825642831494
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.480772331642572
"Q16587_IDR_96_245",0.519227668357428
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.504787247563314
"Q16665_IDR_412_768",0.487592688526101
"Q16666_IDR_391_574",0.488002405978058
"Q16666_IDR_87_199",0.511997594021942
"Q16670_IDR_133_278",0.343392988106503
"Q16670_IDR_1_74",0.338109533944284
"Q16670_IDR_82_125",0.318497477949214
"Q16671_IDR_126_192",0.485201767646285
"Q16671_IDR_512_573",0.514798232353715
"Q16676_IDR_1_123",0.541991202787067
"Q16676_IDR_211_465",0.458008797212933
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.497933924887359
"Q16720_IDR_295_356",0.502066075112641
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.348235209481809
"Q16760_IDR_1_39",0.333945906009023
"Q16760_IDR_552_714",0.317818884509168
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.352125361197292
"Q16849_IDR_369_466",0.319303447270969
"Q16849_IDR_610_686",0.328571191531739
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.497396751513113
"Q16891_IDR_91_228",0.502603248486887
"Q17R60_IDR_189_227",0.331645811930735
"Q17R60_IDR_31_62",0.35171506870026
"Q17R60_IDR_382_562",0.316639119369005
"Q17R89_IDR_28_66",0.333466029764215
"Q17R89_IDR_460_781",0.339885310236345
"Q17R89_IDR_786_818",0.32664865999944
"Q17R98_IDR_1_898",0.486045662964347
"Q17R98_IDR_901_1015",0.513954337035653
"Q17RB8_IDR_1_43",0.53627334792485
"Q17RB8_IDR_335_461",0.46372665207515
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.50462427305973
"Q1KMD3_IDR_635_665",0.49537572694027
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.35069740852675
"Q1X8D7_IDR_545_581",0.319018126475709
"Q1X8D7_IDR_698_754",0.33028446499754
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.520028013398081
"Q24JP5_IDR_901_983",0.479971986601919
"Q27J81_IDR_346_523",0.470565141590817
"Q27J81_IDR_933_1244",0.529434858409183
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.273947222958958
"Q2I0M5_IDR_152_189",0.326202197395471
"Q2LD37_IDR_1779_1814",0.0560715726203819
"Q2LD37_IDR_1915_1993",0.0570430833560858
"Q2LD37_IDR_2161_2427",0.0543788691739296
"Q2LD37_IDR_2596_2696",0.0679312922690133
"Q2LD37_IDR_2725_2769",0.0595949493982506
"Q2LD37_IDR_2929_2963",0.0585155354022064
"Q2LD37_IDR_3482_3548",0.0570647003424524
"Q2LD37_IDR_3563_3787",0.0699102933572637
"Q2LD37_IDR_3816_3865",0.0561867632006865
"Q2LD37_IDR_3893_3956",0.0563368056908627
"Q2LD37_IDR_3998_4030",0.0543850225661872
"Q2LD37_IDR_4094_4145",0.0565133957191352
"Q2LD37_IDR_4288_4396",0.059345115617145
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.500697030509025
"Q2M1P5_IDR_345_1039",0.499302969490975
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.494915849761648
"Q2M3C7_IDR_1139_1293",0.147134847600467
"Q2M3C7_IDR_1327_1603",0.150414509608937
"Q2M3C7_IDR_456_674",0.136473064490147
"Q2M3C7_IDR_677_717",0.143854272774288
"Q2M3C7_IDR_723_1136",0.13696331449203
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.495453747367731
"Q2MJR0_IDR_243_292",0.504546252632269
"Q2MKA7_IDR_1_31",0.277993927224763
"Q2MKA7_IDR_146_177",0.291891900249768
"Q2MKA7_IDR_207_263",0.430114172525469
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.34362941825523
"Q2NKQ1_IDR_473_531",0.334325775683281
"Q2NKQ1_IDR_671_923",0.32204480606149
"Q2PPJ7_IDR_1486_1523",0.246812192505742
"Q2Q1W2_IDR_122_192",0.49596595874553
"Q2Q1W2_IDR_21_53",0.50403404125447
"Q2QGD7_IDR_1_78",0.2175225310474
"Q2QGD7_IDR_460_537",0.182151060921206
"Q2QGD7_IDR_595_710",0.18262175944147
"Q2QGD7_IDR_713_751",0.210625406214094
"Q2QGD7_IDR_82_174",0.20707924237583
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.499533736112756
"Q2T9K0_IDR_443_475",0.500466263887244
"Q2T9L4_IDR_200_293",0.482967185511351
"Q2T9L4_IDR_58_196",0.517032814488649
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.513311025983941
"Q2TAC6_IDR_642_998",0.486688974016059
"Q2TAK8_IDR_102_405",0.521661138763196
"Q2TAK8_IDR_527_563",0.478338861236804
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.336057667196995
"Q2TAL8_IDR_194_241",0.339437966905748
"Q2TBE0_IDR_509_542",0.34734775534014
"Q2UY09_IDR_1002_1069",0.477038991343151
"Q2UY09_IDR_204_782",0.522961008656849
"Q2V2M9_IDR_1265_1364",0.456437934960001
"Q2V2M9_IDR_325_784",0.543562065039999
"Q2VIQ3_IDR_438_557",0.240110091665779
"Q2VIQ3_IDR_564_602",0.258686425992713
"Q2VIQ3_IDR_604_817",0.2575134382729
"Q2VIQ3_IDR_893_1234",0.243690044068609
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.359696207462429
"Q2VWP7_IDR_1089_1150",0.324893301000786
"Q2VWP7_IDR_974_1029",0.315410491536785
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.485988383510456
"Q2VYF4_IDR_40_119",0.514011616489544
"Q2WGJ9_IDR_1094_1134",0.184741758836927
"Q2WGJ9_IDR_1161_1270",0.227611884692027
"Q2WGJ9_IDR_1_77",0.182625838473713
"Q2WGJ9_IDR_417_457",0.216093994044854
"Q2WGJ9_IDR_516_550",0.18892652395248
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.294295195421109
"Q32P44_IDR_47_210",0.512489329145608
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.344149381591443
"Q33E94_IDR_486_599",0.327809672868302
"Q33E94_IDR_638_671",0.328040945540255
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.241882080169297
"Q3B7T1_IDR_213_299",0.241777800015489
"Q3B7T1_IDR_517_584",0.2733606427982
"Q3B7T1_IDR_620_672",0.242979477017014
"Q3B7T3_IDR_1_45",0.497103417544961
"Q3B7T3_IDR_58_259",0.502896582455039
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.508513946806141
"Q3C1V8_IDR_67_128",0.491486053193859
"Q3L8U1_IDR_1715_1770",0.237685528485524
"Q3L8U1_IDR_2003_2897",0.263979269227737
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.487100609549688
"Q3MII6_IDR_454_604",0.512899390450313
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.482652448220208
"Q3MJ13_IDR_700_785",0.517347551779792
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.535745632952032
"Q3SY00_IDR_492_556",0.464254367047968
"Q3V6T2_IDR_1209_1871",0.23565932876796
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.34351044067021
"Q3YBR2_IDR_355_411",0.31925465725775
"Q3YBR2_IDR_83_166",0.33723490207204
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.485801813317875
"Q3ZCQ8_IDR_321_353",0.514198186682125
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.494293880314446
"Q3ZCX4_IDR_93_157",0.505706119685554
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.511117828044482
"Q401N2_IDR_377_412",0.488882171955518
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.469147503524952
"Q460N5_IDR_98_140",0.530852496475048
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.341321058839716
"Q496Y0_IDR_1_65",0.307774323989588
"Q496Y0_IDR_361_454",0.350904617170696
"Q499Z3_IDR_140_198",0.54021895374471
"Q499Z3_IDR_1_42",0.459781046255291
"Q499Z4_IDR_1_256",0.503745173862577
"Q499Z4_IDR_258_310",0.496254826137423
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.506530374483862
"Q49A92_IDR_133_489",0.493469625516138
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.474225396146948
"Q4G0M1_IDR_89_189",0.525774603853052
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.152812897185611
"Q4G0P3_IDR_2102_2188",0.145181370068316
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.163781093912858
"Q4G0P3_IDR_2485_2561",0.201077501233159
"Q4G0P3_IDR_2649_2734",0.171665623694121
"Q4G0P3_IDR_3215_3252",0.165481513905936
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.320395904893148
"Q4LE39_IDR_268_303",0.304774386339146
"Q4LE39_IDR_405_1306",0.398768603059427
"Q4LEZ3_IDR_111_155",0.48823475400426
"Q4LEZ3_IDR_1_53",0.511765245995741
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.460292797889483
"Q4V328_IDR_517_792",0.539707202110517
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.489642118635466
"Q4VC44_IDR_73_108",0.510357881364534
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.248994307243097
"Q4ZG55_IDR_279_342",0.232811205339437
"Q4ZG55_IDR_44_74",0.282101859022112
"Q4ZG55_IDR_625_655",0.236092628395354
"Q4ZHG4_IDR_1_36",0.27384083829566
"Q4ZHG4_IDR_1532_1587",0.28236346024494
"Q4ZHG4_IDR_372_1527",0.443795701459399
"Q4ZIN3_IDR_1_34",0.530108699225041
"Q4ZIN3_IDR_467_620",0.469891300774959
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.248747279251808
"Q502W6_IDR_1191_1294",0.272783366833458
"Q502W6_IDR_1_31",0.243450373876075
"Q502W6_IDR_711_805",0.23501898003866
"Q502W7_IDR_1_219",0.247612237055435
"Q502W7_IDR_228_335",0.238400608269388
"Q502W7_IDR_353_395",0.240490394719918
"Q502W7_IDR_502_554",0.273496759955259
"Q504T8_IDR_103_313",0.481438736948418
"Q52WX2_IDR_1_39",0.475225827557396
"Q52WX2_IDR_320_410",0.524774172442604
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.350711297521499
"Q53EQ6_IDR_189_220",0.321713327859506
"Q53EQ6_IDR_538_583",0.327575374618995
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.324452237627639
"Q53EZ4_IDR_247_302",0.346005934826977
"Q53EZ4_IDR_384_432",0.329541827545384
"Q53F19_IDR_1_74",0.266891375994055
"Q53F19_IDR_183_256",0.295894724095148
"Q53F19_IDR_282_574",0.437213899910796
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.503575774326629
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.435215042786134
"Q53LP3_IDR_85_261",0.564784957213866
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.480217114442233
"Q53QZ3_IDR_194_248",0.519782885557767
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.492426585738977
"Q53SZ7_IDR_314_412",0.507573414261023
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.329767402562196
"Q53TS8_IDR_250_345",0.332370512648611
"Q53TS8_IDR_354_587",0.337862084789193
"Q562E7_IDR_1017_1219",0.248289538074591
"Q562E7_IDR_1522_1555",0.260700869404908
"Q562E7_IDR_607_715",0.244194542851778
"Q587J7_IDR_1096_1166",0.515464691335283
"Q587J7_IDR_214_381",0.484535308664717
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.344825358730516
"Q58A45_IDR_278_390",0.338119604835955
"Q58A45_IDR_72_274",0.317055036433529
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.324421601917447
"Q58EX7_IDR_33_177",0.330225919714849
"Q58EX7_IDR_631_730",0.345352478367705
"Q58F21_IDR_136_267",0.309718788278717
"Q58F21_IDR_379_521",0.355384684446225
"Q58F21_IDR_578_917",0.334896527275059
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0543843829277616
"Q5CZC0_IDR_2938_2968",0.0562458941908983
"Q5CZC0_IDR_3135_3189",0.0516087461182211
"Q5CZC0_IDR_3193_3263",0.0609561742659109
"Q5CZC0_IDR_3626_3656",0.0561906480762104
"Q5CZC0_IDR_3871_3956",0.0540417598707626
"Q5CZC0_IDR_5399_5673",0.0536397470314658
"Q5CZC0_IDR_5692_5777",0.0569852082334761
"Q5CZC0_IDR_5850_5904",0.0551018554282807
"Q5CZC0_IDR_6548_6794",0.0519738016371325
"Q5CZC0_IDR_6796_6835",0.0588593631485649
"Q5CZC0_IDR_6849_6907",0.0546182536827913
"Q5D1E8_IDR_1_45",0.229604677317421
"Q5D1E8_IDR_296_435",0.259097611010058
"Q5D1E8_IDR_512_542",0.253516555053081
"Q5D1E8_IDR_91_131",0.257781156619441
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.317797709659095
"Q5GH73_IDR_197_229",0.356578869415259
"Q5GH73_IDR_515_558",0.325623420925646
"Q5GH76_IDR_1_104",0.337148781017852
"Q5GH76_IDR_175_245",0.334556602610246
"Q5GH76_IDR_521_565",0.328294616371903
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.347716202310399
"Q5HYW2_IDR_251_1225",0.320748889305104
"Q5HYW2_IDR_60_249",0.331534908384497
"Q5HYW3_IDR_1_150",0.392226517884076
"Q5HYW3_IDR_315_493",0.607773482115925
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.496719514085961
"Q5JSL3_IDR_1189_1272",0.245235685751595
"Q5JSL3_IDR_1_31",0.245857284866457
"Q5JSL3_IDR_1337_1386",0.245610876296576
"Q5JSL3_IDR_277_308",0.263296153085372
"Q5JSP0_IDR_1_154",0.491652122461344
"Q5JSP0_IDR_482_527",0.508347877538656
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.449441504411284
"Q5JT82_IDR_350_389",0.550558495588716
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.235828646120075
"Q5JWR5_IDR_1992_2027",0.256300232632562
"Q5JWR5_IDR_695_728",0.257944554144847
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.500790725455633
"Q5JX71_IDR_51_109",0.499209274544368
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.322200301592838
"Q5PRF9_IDR_390_469",0.362242469209847
"Q5PRF9_IDR_536_694",0.315557229197315
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.363756516801217
"Q5QGS0_IDR_1_541",0.329850086170193
"Q5QGS0_IDR_579_1282",0.306393397028589
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.402667417780522
"Q5SSJ5_IDR_417_553",0.597332582219478
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.496985550870265
"Q5SV97_IDR_668_702",0.503014449129735
"Q5SVQ8_IDR_1_347",0.478395090450007
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.530668274113971
"Q5SZB4_IDR_293_393",0.469331725886029
"Q5SZD1_IDR_102_152",0.482509611936766
"Q5SZD1_IDR_1_80",0.517490388063234
"Q5SZJ8_IDR_1_71",0.496568675846243
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.503431324153757
"Q5SZL2_IDR_1_499",0.495767147773875
"Q5SZL2_IDR_662_706",0.504232852226125
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.109447169933576
"Q5T011_IDR_1358_1414",0.106616844427126
"Q5T011_IDR_1466_1556",0.114935886121701
"Q5T011_IDR_1632_1667",0.115194142272373
"Q5T011_IDR_1803_1907",0.101982335117322
"Q5T011_IDR_2109_2151",0.110850899727215
"Q5T011_IDR_2400_2513",0.113328973222674
"Q5T011_IDR_2864_2903",0.114663640952147
"Q5T011_IDR_698_731",0.112980108225865
"Q5T124_IDR_1_71",0.485625125550351
"Q5T124_IDR_474_520",0.514374874449649
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.243632149786175
"Q5T1B0_IDR_1_55",0.239263226225084
"Q5T1B0_IDR_819_884",0.242440234273773
"Q5T1B0_IDR_887_1012",0.274664389714968
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.480436024908429
"Q5T1M5_IDR_818_1219",0.519563975091571
