"","GO0022613_ribonucleoprotein_complex_biogenesis"
"Q05D60_IDR_39_252",0.32559299106013
"Q05D60_IDR_397_564",0.325573342163588
"Q05DH4_IDR_527_846",0.530991101716908
"Q05DH4_IDR_948_995",0.469008898283092
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.513505814998569
"Q06190_IDR_258_706",0.486494185001431
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.463046363559621
"Q06418_IDR_856_890",0.536953636440379
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.493411297176299
"Q06710_IDR_383_450",0.506588702823701
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.460709950108209
"Q06787_IDR_409_632",0.539290049891791
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.323515601728766
"Q06945_IDR_1_65",0.324990157283393
"Q06945_IDR_72_114",0.351494240987841
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.469597128907578
"Q07065_IDR_372_483",0.530402871092422
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.321605931042135
"Q07157_IDR_271_396",0.310048289584696
"Q07157_IDR_806_1627",0.368345779373169
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.402409310259623
"Q07864_IDR_1935_1971",0.597590689740377
"Q07869_IDR_166_207",0.542563934756403
"Q07869_IDR_1_96",0.457436065243597
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.358869063714948
"Q07912_IDR_573_957",0.305301646014214
"Q07912_IDR_73_113",0.335829290270838
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.235580431533712
"Q08050_IDR_1_54",0.268889409905541
"Q08050_IDR_315_621",0.25788460469724
"Q08050_IDR_684_715",0.237645553863508
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.436739676544099
"Q08397_IDR_232_307",0.517833279600536
"Q08397_IDR_78_177",0.482166720399464
"Q08462_IDR_1_33",0.533877777518308
"Q08462_IDR_468_548",0.466122222481692
"Q08493_IDR_1_304",0.44362301607146
"Q08493_IDR_663_712",0.55637698392854
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.383548524567808
"Q08499_IDR_739_809",0.616451475432192
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.308159194619527
"Q08828_IDR_1_32",0.352745464457429
"Q08828_IDR_482_561",0.339095340923044
"Q08945_IDR_427_547",0.520767347639934
"Q08945_IDR_616_709",0.479232652360066
"Q08999_IDR_1_41",0.386945150408109
"Q08999_IDR_627_714",0.305507737146403
"Q08999_IDR_936_1006",0.307547112445488
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.257832673680973
"Q08AE8_IDR_348_553",0.24045017932614
"Q08AE8_IDR_647_687",0.245591603630242
"Q08AE8_IDR_718_756",0.256125543362644
"Q08AG5_IDR_48_142",0.514338581701265
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.440210814022051
"Q09428_IDR_933_989",0.559789185977949
"Q09470_IDR_1_33",0.512755958771828
"Q09470_IDR_420_495",0.487244041228172
"Q09472_IDR_1_1047",0.324973847472713
"Q09472_IDR_1523_1575",0.351039589010488
"Q09472_IDR_1811_2414",0.323986563516799
"Q09666_IDR_1_32",0.179176531974384
"Q09666_IDR_350_403",0.173014647375512
"Q09666_IDR_4718_4843",0.216906740311295
"Q09666_IDR_4845_5871",0.245100169527621
"Q09666_IDR_75_348",0.185801910811187
"Q09MP3_IDR_1052_1089",0.202212017228078
"Q09MP3_IDR_1_248",0.208850155168546
"Q09MP3_IDR_727_781",0.190039191741971
"Q09MP3_IDR_798_946",0.198719320975376
"Q09MP3_IDR_985_1049",0.200179314886029
"Q0D2I5_IDR_1_188",0.310228444058495
"Q0D2I5_IDR_359_398",0.356298549310594
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.563384732502103
"Q0VF96_IDR_64_627",0.436615267497897
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.48601414135808
"Q0VG99_IDR_19_130",0.51398585864192
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.313089600588042
"Q0ZGT2_IDR_1_270",0.255559405314067
"Q0WX57_IDR_379_464",0.338096541481036
"Q0WX57_IDR_469_528",0.348813857930921
"Q0ZGT2_IDR_273_327",0.243971632182251
"Q0ZGT2_IDR_340_394",0.223849005964971
"Q0ZGT2_IDR_406_579",0.276619956538712
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.376000950490602
"Q10570_IDR_715_776",0.302158443747396
"Q12772_IDR_1_342",0.490618700975969
"Q12772_IDR_389_475",0.509381299024031
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.506006646303384
"Q12778_IDR_243_570",0.493993353696617
"Q12789_IDR_1059_1100",0.10212946256066
"Q12789_IDR_1139_1246",0.27483357350987
"Q12789_IDR_1606_1638",0.16444879411684
"Q12789_IDR_1823_1972",0.108424384510147
"Q12789_IDR_437_608",0.135447205168432
"Q12789_IDR_716_777",0.108255596691416
"Q12789_IDR_818_870",0.106460983442635
"Q12791_IDR_1181_1236",0.327408254346542
"Q12791_IDR_1_69",0.326526264364045
"Q12791_IDR_717_804",0.346065481289413
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.274315689633901
"Q12797_IDR_85_336",0.725684310366099
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.468762595646056
"Q12840_IDR_779_1032",0.531237404353944
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.494962868976974
"Q12852_IDR_421_859",0.505037131023026
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.326978575659947
"Q12872_IDR_510_927",0.673021424340053
"Q12873_IDR_1324_1393",0.190330397333486
"Q12873_IDR_1517_1703",0.228209204074318
"Q12873_IDR_199_377",0.234326884765199
"Q12873_IDR_31_132",0.347133513826996
"Q12874_IDR_290_331",0.497868052039326
"Q12874_IDR_333_377",0.502131947960675
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.137298233643769
"Q12923_IDR_1456_1487",0.136577572013778
"Q12923_IDR_1599_1777",0.134633469114109
"Q12923_IDR_1971_2172",0.166206241939069
"Q12923_IDR_937_1050",0.132191639058137
"Q12929_IDR_1_61",0.188336549851515
"Q12929_IDR_186_264",0.208849211271678
"Q12929_IDR_462_493",0.204648808536743
"Q12929_IDR_495_530",0.205175655680516
"Q12929_IDR_592_715",0.192989774659548
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.236423796457818
"Q12934_IDR_318_427",0.243907342093807
"Q12934_IDR_508_616",0.253399656744454
"Q12934_IDR_634_665",0.266269204703921
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.480002486480537
"Q12947_IDR_255_408",0.519997513519463
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.564486460548802
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.487696376929826
"Q12996_IDR_650_717",0.512303623070174
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.322519128785777
"Q13009_IDR_1_429",0.228937184908693
"Q13009_IDR_675_711",0.232189911793524
"Q13009_IDR_931_1033",0.216353774512006
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.589049882612822
"Q13017_IDR_946_1109",0.410950117387178
"Q13023_IDR_1194_1284",0.168714021353489
"Q13023_IDR_1300_1638",0.165326964225782
"Q13023_IDR_1_57",0.159314002425779
"Q13023_IDR_1640_2109",0.175545807915186
"Q13023_IDR_171_760",0.151607095186689
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.475772681969076
"Q13099_IDR_733_833",0.524227318030924
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.296564832032064
"Q13107_IDR_637_699",0.370254549449794
"Q13107_IDR_925_963",0.333180618518142
"Q13111_IDR_1_117",0.174082523513626
"Q13111_IDR_120_464",0.247332946046109
"Q13111_IDR_516_551",0.178349637941179
"Q13111_IDR_605_656",0.20905875528021
"Q13111_IDR_831_956",0.191176137218876
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.477302242410198
"Q13113_IDR_56_114",0.522697757589802
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.498470132537853
"Q13117_IDR_453_538",0.501529867462147
"Q13118_IDR_1_365",0.484292078650468
"Q13118_IDR_450_480",0.515707921349532
"Q13123_IDR_1_135",0.460738216464267
"Q13123_IDR_293_479",0.539261783535733
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.326436034174891
"Q13144_IDR_455_490",0.353344927462955
"Q13144_IDR_501_548",0.320219038362153
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.519371902251231
"Q13148_IDR_338_414",0.480628097748769
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.478033353467954
"Q13153_IDR_1_72",0.521966646532046
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.531876982053605
"Q13164_IDR_393_725",0.468123017946394
"Q13177_IDR_133_226",0.552344464403445
"Q13177_IDR_1_72",0.447655535596555
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.495585458409401
"Q13190_IDR_180_269",0.5044145415906
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.586061158016911
"Q13200_IDR_620_666",0.413938841983089
"Q13201_IDR_15_207",0.316753345963709
"Q13201_IDR_276_386",0.346310396930512
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.485590228280189
"Q13224_IDR_873_1330",0.514409771719811
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.270396243304902
"Q13233_IDR_397_442",0.247950303042258
"Q13233_IDR_497_545",0.237282872138472
"Q13233_IDR_872_1236",0.244370581514368
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.50761039671318
"Q13263_IDR_416_624",0.49238960328682
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.342733099819336
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.408787043806905
"Q13342_IDR_145_586",0.591212956193095
"Q13351_IDR_33_77",0.531615040730153
"Q13351_IDR_81_274",0.468384959269847
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.45376927779286
"Q13356_IDR_449_482",0.54623072220714
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.525302218196871
"Q13361_IDR_1_81",0.474697781803129
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.218646462179492
"Q13367_IDR_255_295",0.30082363480852
"Q13367_IDR_649_845",0.480529903011989
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.530363483177637
"Q13370_IDR_271_657",0.209547590406543
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.343541724976357
"Q13433_IDR_444_589",0.338545163637456
"Q13433_IDR_93_260",0.317913111386187
"Q13435_IDR_1_54",0.141258380808492
"Q13435_IDR_398_455",0.237023574560604
"Q13435_IDR_59_366",0.323989690971254
"Q13435_IDR_690_780",0.150099185269431
"Q13435_IDR_832_895",0.147629168390218
"Q13438_IDR_262_368",0.338245902912145
"Q13438_IDR_370_500",0.395515666114617
"Q13438_IDR_503_540",0.266238430973238
"Q13439_IDR_1_292",0.228949124545166
"Q13439_IDR_1683_1728",0.252825604268156
"Q13439_IDR_1875_1912",0.251655866483757
"Q13439_IDR_2067_2187",0.266569404702922
"Q13442_IDR_1_118",0.521030073428148
"Q13442_IDR_135_181",0.478969926571852
"Q13443_IDR_1_36",0.48816765619032
"Q13443_IDR_728_819",0.51183234380968
"Q13474_IDR_1_73",0.312972973691734
"Q13474_IDR_733_842",0.360760732993732
"Q13474_IDR_873_957",0.326266293314534
"Q13477_IDR_156_203",0.547714017941261
"Q13477_IDR_211_332",0.452285982058739
"Q13480_IDR_120_286",0.497867391676325
"Q13480_IDR_288_621",0.502132608323674
"Q13487_IDR_130_200",0.483882646002809
"Q13487_IDR_264_304",0.516117353997191
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.471286234534026
"Q13489_IDR_340_377",0.528713765465974
"Q13490_IDR_118_178",0.315382125241315
"Q13490_IDR_1_39",0.338240003475309
"Q13490_IDR_351_392",0.346377871283376
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.501729130615491
"Q13496_IDR_571_603",0.498270869384509
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.503660382441475
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.304160219874925
"Q13563_IDR_785_832",0.333603079555546
"Q13563_IDR_869_968",0.362236700569528
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.538859963961982
"Q13569_IDR_319_410",0.461140036038018
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.449696511634352
"Q13573_IDR_307_402",0.550303488365647
"Q13574_IDR_1_235",0.517726348058576
"Q13574_IDR_945_1011",0.482273651941424
"Q13585_IDR_326_438",0.51825016643507
"Q13585_IDR_456_585",0.48174983356493
"Q13586_IDR_1_45",0.502635229918393
"Q13586_IDR_462_685",0.497364770081607
"Q13595_IDR_1_116",0.490069439686108
"Q13595_IDR_198_282",0.509930560313892
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.267042041755501
"Q13621_IDR_1_57",0.242207159270583
"Q13621_IDR_64_94",0.24953644231518
"Q13621_IDR_833_901",0.241214356658737
"Q13627_IDR_1_89",0.509065752974708
"Q13627_IDR_482_746",0.490934247025292
"Q13634_IDR_1_46",0.469047618418782
"Q13634_IDR_678_708",0.530952381581218
"Q13635_IDR_1186_1248",0.242735849544603
"Q13635_IDR_1266_1360",0.245620687453414
"Q13635_IDR_1_47",0.27437518331678
"Q13635_IDR_679_721",0.237268279685204
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.233103530734421
"Q13671_IDR_188_219",0.227104080055828
"Q13671_IDR_231_351",0.242936365799169
"Q13671_IDR_708_783",0.296856023410583
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.330668573948068
"Q13698_IDR_1836_1873",0.300749779427598
"Q13698_IDR_669_758",0.368581646624335
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.338670783721728
"Q13761_IDR_283_332",0.326191943905275
"Q13761_IDR_347_408",0.335137272372996
"Q86U44_IDR_164_243",0.492333389511828
"Q86U44_IDR_1_73",0.507666610488172
"Q86U70_IDR_1_61",0.493152303446515
"Q86U70_IDR_260_411",0.506847696553485
"Q86U86_IDR_1100_1133",0.126296583852739
"Q86U86_IDR_1264_1397",0.127856779732582
"Q86U86_IDR_1400_1461",0.129984630563634
"Q86U86_IDR_1_43",0.124451439468489
"Q86U86_IDR_1509_1589",0.100636951918038
"Q86U86_IDR_294_379",0.103928258751385
"Q86U86_IDR_487_517",0.12017486811953
"Q86U86_IDR_904_941",0.166670487593602
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.461827407607041
"Q86UA1_IDR_602_634",0.538172592392959
"Q86UB2_IDR_1_33",0.240430817429471
"Q86UB2_IDR_150_181",0.275827803656205
"Q86UB2_IDR_433_503",0.256096653424663
"Q86UB2_IDR_85_134",0.227644725489661
"Q86UK5_IDR_1161_1260",0.14459016715232
"Q86UK5_IDR_966_1098",0.145122323515418
"Q86UL3_IDR_1_33",0.484519738523333
"Q86UL3_IDR_62_106",0.515480261476667
"Q86UL8_IDR_1013_1128",0.160369198089203
"Q86UL8_IDR_1231_1455",0.167138454546584
"Q86UL8_IDR_206_301",0.195250043935253
"Q86UL8_IDR_554_598",0.159630726347826
"Q86UL8_IDR_688_763",0.161785632283998
"Q86UL8_IDR_869_906",0.155825944797135
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.244091096847113
"Q86UP2_IDR_1_639",0.475266508823218
"Q86UP2_IDR_836_1001",0.280642394329668
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.451279251017689
"Q86UU1_IDR_726_1194",0.548720748982311
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.530227758264479
"Q86UV5_IDR_874_942",0.469772241735521
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.159685659808564
"Q86UW6_IDR_1437_1490",0.160240354228814
"Q86UW6_IDR_1_44",0.166776511520838
"Q86UW6_IDR_1574_1613",0.171340724252992
"Q86UW6_IDR_586_1012",0.194499001938981
"Q86UW6_IDR_95_311",0.14745774824981
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.318240508195808
"Q86UX6_IDR_391_435",0.357630178386508
"Q86UX6_IDR_438_486",0.324129313417683
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.393548601788569
"Q86UZ6_IDR_506_584",0.606451398211431
"Q86V15_IDR_127_339",0.144171118606421
"Q86V15_IDR_380_456",0.128287282528649
"Q86V15_IDR_47_89",0.156568587462963
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.279663441188824
"Q86V59_IDR_212_374",0.435713937376415
"Q86V59_IDR_379_439",0.284622621434761
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.478338080753522
"Q86V87_IDR_487_536",0.521661919246478
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.485169138302693
"Q86VD1_IDR_516_812",0.514830861697307
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.277490169041234
"Q86VH2_IDR_1186_1401",0.295901285764953
"Q86VH2_IDR_342_1012",0.426608545193814
"Q86VH4_IDR_341_481",0.500523874686311
"Q86VH4_IDR_540_590",0.499476125313689
"Q86VH5_IDR_342_477",0.490662581066239
"Q86VH5_IDR_543_581",0.509337418933761
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.323480510879088
"Q86VR2_IDR_232_466",0.502860014032086
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.345204669215286
"Q86VS8_IDR_388_489",0.337171980604793
"Q86VS8_IDR_643_718",0.317623350179921
"Q86VV4_IDR_1_38",0.321752262586697
"Q13769_IDR_1_47",0.523434109589524
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.334760470258876
"Q13887_IDR_1_82",0.348357375116929
"Q13887_IDR_211_368",0.316882154624194
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.554685126687281
"Q13905_IDR_211_671",0.445314873312719
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.501979568167807
"Q13950_IDR_459_514",0.498020431832193
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.325138820374377
"Q14003_IDR_203_265",0.330483106756344
"Q14003_IDR_554_702",0.344378072869279
"Q14004_IDR_1000_1399",0.405935738910982
"Q14004_IDR_1_694",0.594064261089018
"Q14005_IDR_1_207",0.338874937764864
"Q14005_IDR_306_346",0.333529841727853
"Q14005_IDR_444_1080",0.327595220507283
"Q14008_IDR_1078_1157",0.148317120297579
"Q14008_IDR_225_263",0.1480113209528
"Q14008_IDR_496_592",0.176089078528139
"Q14008_IDR_815_847",0.143382469878228
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.503994085597274
"Q14094_IDR_344_377",0.496005914402727
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.518210308781555
"Q14114_IDR_739_819",0.481789691218445
"Q14118_IDR_305_493",0.319289035224632
"Q14118_IDR_719_749",0.33814135905586
"Q14118_IDR_806_895",0.342569605719508
"Q14119_IDR_1_231",0.486588244132788
"Q14119_IDR_267_373",0.513411755867212
"Q14123_IDR_456_512",0.432817007288024
"Q14123_IDR_523_709",0.567182992711976
"Q14126_IDR_1056_1118",0.491107033228021
"Q14126_IDR_848_900",0.508892966771979
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.480834750555766
"Q14159_IDR_103_258",0.532546076851294
"Q14159_IDR_1_100",0.467453923148706
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.458753391795636
"Q14186_IDR_349_410",0.541246608204364
"Q14188_IDR_355_446",0.517654866904304
"Q14188_IDR_39_129",0.482345133095696
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.393678592026655
"Q14191_IDR_303_528",0.606321407973346
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.417272834016742
"Q14320_IDR_62_167",0.582727165983258
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.50138437638144
"Q14332_IDR_152_196",0.49861562361856
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.410758445180156
"Q14432_IDR_1092_1141",0.352939350065687
"Q14432_IDR_262_664",0.236302204754158
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.499867942751058
"Q14444_IDR_247_709",0.500132057248942
"Q14449_IDR_1_104",0.498716506395828
"Q14449_IDR_355_432",0.501283493604172
"Q14451_IDR_1_98",0.482505396645956
"Q14451_IDR_354_427",0.517494603354044
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.521026852078259
"Q14527_IDR_1_53",0.22325206474284
"Q14527_IDR_172_204",0.213121051743473
"Q14527_IDR_321_394",0.283069620657846
"Q14527_IDR_397_473",0.280557262855842
"Q14532_IDR_1_51",0.495393129123507
"Q14532_IDR_405_448",0.504606870876493
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.482470384158658
"Q14541_IDR_86_131",0.517529615841342
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.214104332738131
"Q14562_IDR_151_260",0.282720228820712
"Q14562_IDR_328_405",0.237382356044728
"Q14562_IDR_95_148",0.26579308239643
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.328444142722612
"Q14571_IDR_926_964",0.312300124995259
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.211845619964348
"Q14643_IDR_1707_1737",0.183920882663859
"Q14643_IDR_1756_1796",0.171854707897752
"Q14643_IDR_1886_1966",0.247836285116302
"Q14643_IDR_911_975",0.184542504357739
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.316433155198708
"Q14667_IDR_2035_2109",0.359952169338854
"Q14667_IDR_2183_2235",0.323614675462438
"Q14669_IDR_1_408",0.511115550068658
"Q14669_IDR_938_1083",0.488884449931342
"Q14671_IDR_17_558",0.199172861518898
"Q14671_IDR_570_646",0.19828060128132
"Q14671_IDR_663_727",0.196354724958189
"Q14671_IDR_740_779",0.203050563219471
"Q14690_IDR_1401_1585",0.524792353512302
"Q14690_IDR_1_68",0.475207646487698
"Q14692_IDR_1222_1282",0.2105368453545
"Q14692_IDR_1_47",0.152137616163127
"Q14692_IDR_397_744",0.290745293948614
"Q14692_IDR_762_844",0.346580244533759
"Q14693_IDR_105_457",0.509579559350921
"Q14693_IDR_559_621",0.490420440649079
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.407105454887782
"Q14696_IDR_193_234",0.592894545112218
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.371556045477407
"Q14699_IDR_435_578",0.628443954522593
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.483039476887262
"Q14738_IDR_518_574",0.516960523112738
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.391615404839468
"Q14761_IDR_92_188",0.608384595160532
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.327873722927205
"Q14766_IDR_212_328",0.328858780844538
"Q14766_IDR_758_817",0.343267496228257
"Q14767_IDR_233_296",0.492549919325148
"Q14767_IDR_45_165",0.507450080674852
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.542453480792832
"Q14774_IDR_53_173",0.457546519207168
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.130046254972824
"Q14789_IDR_1442_1474",0.113077273553485
"Q14789_IDR_1584_1873",0.149627695295735
"Q14789_IDR_205_718",0.122730683508256
"Q14789_IDR_2763_2798",0.0994841702281933
"Q14789_IDR_871_1329",0.187086988368585
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.316745157311732
"Q14865_IDR_243_323",0.346117935546669
"Q14865_IDR_410_1030",0.337136907141599
"Q14872_IDR_1_169",0.401043394724577
"Q14872_IDR_232_558",0.29388902226292
"Q14872_IDR_639_714",0.305067583012503
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
