"","GO0015630_microtubule_cytoskeleton"
"Q6IEE7_IDR_817_872",0.314415358512168
"Q6IEE7_IDR_940_1043",0.327197991187904
"Q6IEG0_IDR_214_244",0.425819374572184
"Q6IEG0_IDR_254_339",0.574180625427816
"Q6IMN6_IDR_318_831",0.490179349292574
"Q6IMN6_IDR_65_115",0.272090677944488
"Q6IMN6_IDR_911_977",0.237729972762938
"Q6IN84_IDR_1_46",0.531943288305315
"Q6IN84_IDR_309_353",0.468056711694685
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.35322385925737
"Q6IQ21_IDR_276_325",0.308419664693519
"Q6IQ21_IDR_327_385",0.338356476049112
"Q6IQ23_IDR_103_157",0.213177517752206
"Q6IQ23_IDR_285_1121",0.786822482247794
"Q6IQ55_IDR_557_1244",0.609594233341642
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.307883945817435
"Q6ISB3_IDR_421_467",0.358216262231039
"Q6ISB3_IDR_80_110",0.333899791951526
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.505895978671196
"Q6IWH7_IDR_901_933",0.494104021328804
"Q6J272_IDR_46_86",0.55492025624259
"Q6J272_IDR_91_200",0.44507974375741
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.482852296521921
"Q6K0P9_IDR_91_208",0.517147703478079
"Q6KB66_IDR_1_40",0.460367832005633
"Q6KB66_IDR_408_452",0.539632167994367
"Q6KC79_IDR_108_1189",0.296136328223723
"Q6KC79_IDR_1_49",0.211478649122753
"Q6KC79_IDR_2474_2521",0.277741692330284
"Q6KC79_IDR_2630_2705",0.214643330323241
"Q6KF10_IDR_20_90",0.503339907068913
"Q6KF10_IDR_293_351",0.496660092931087
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.497091636358567
"Q6MZT1_IDR_154_206",0.502908363641433
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.297128151185726
"Q6N021_IDR_1459_1560",0.268637636100143
"Q6N021_IDR_1806_1842",0.215312953846609
"Q6N021_IDR_1931_1968",0.218921258867522
"Q6N022_IDR_1_281",0.50153372407042
"Q6N022_IDR_293_331",0.49846627592958
"Q6N043_IDR_1_405",0.476258088986574
"Q6N043_IDR_468_979",0.523741911013426
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.424736172602695
"Q6NSI4_IDR_566_675",0.575263827397305
"Q6NSI8_IDR_526_621",0.568509387097103
"Q6NSI8_IDR_63_143",0.431490612902897
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.389670001010999
"Q6NSJ2_IDR_186_506",0.610329998989001
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.467877060391527
"Q6NSW7_IDR_1_98",0.532122939608473
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.31230434034824
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.500779728788992
"Q6NUN9_IDR_464_507",0.499220271211008
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.517254157586109
"Q6NW40_IDR_1_45",0.535405210251426
"Q6NV75_IDR_319_609",0.482745842413891
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.360383060506298
"Q6NW34_IDR_386_419",0.297778367327869
"Q6NW34_IDR_431_536",0.341838572165833
"Q6NW40_IDR_118_155",0.464594789748574
"Q6NWY9_IDR_178_269",0.32621762313522
"Q6NWY9_IDR_1_94",0.302903169680899
"Q6NWY9_IDR_688_871",0.370879207183881
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.510722054346736
"Q9H714_IDR_223_335",0.489277945653264
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.508893386751514
"Q9H756_IDR_304_341",0.491106613248486
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.491933068540559
"Q9H792_IDR_1407_1453",0.50806693145944
"Q9H799_IDR_1485_1531",0.300435628524484
"Q9H799_IDR_1625_1745",0.254899479266035
"Q9H799_IDR_1798_3169",0.444664892209481
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.465824537341109
"Q9H7C4_IDR_62_166",0.534175462658891
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.521275697947574
"Q9H7E2_IDR_76_549",0.478724302052426
"Q9H7E9_IDR_1_104",0.449452299043773
"Q9H7E9_IDR_166_222",0.550547700956227
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.489299968598378
"Q9H7L9_IDR_1_80",0.510700031401622
"Q9H7U1_IDR_687_834",0.644095941996085
"Q9H7V2_IDR_1_89",0.473617885730146
"Q9H7V2_IDR_96_175",0.526382114269854
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.385607285457776
"Q9H7Z3_IDR_28_146",0.614392714542224
"Q9H7Z6_IDR_111_165",0.543809600345607
"Q9H7Z6_IDR_1_51",0.456190399654393
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.496184943089468
"Q9H814_IDR_312_394",0.503815056910532
"Q9H816_IDR_321_352",0.347270739894563
"Q9H816_IDR_356_401",0.340711859339316
"Q9H816_IDR_439_490",0.312017400766121
"Q9H819_IDR_195_247",0.533024409123548
"Q9H819_IDR_22_63",0.466975590876452
"Q9H8L6_IDR_250_287",0.194161248844857
"Q9H8L6_IDR_296_393",0.259663607089743
"Q9H8L6_IDR_651_695",0.165565454755872
"Q9H8L6_IDR_760_809",0.206965359637153
"Q9H8M2_IDR_245_310",0.301093467562637
"Q9H8M2_IDR_38_137",0.421309803758261
"Q9H8M2_IDR_451_575",0.277596728679102
"Q9H8M5_IDR_736_783",0.33609847497182
"Q9H8M5_IDR_822_875",0.338445078605571
"Q9H8M5_IDR_9_69",0.325456446422609
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.437284922418807
"Q9H8N7_IDR_306_485",0.562715077581193
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.494104290824367
"Q9H8V3_IDR_832_914",0.505895709175633
"Q9H8W3_IDR_1_124",0.529591068062134
"Q9H8W3_IDR_184_233",0.470408931937866
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.451095274342108
"Q9H9A5_IDR_711_744",0.548904725657892
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.336025463966529
"Q9H9B1_IDR_1_513",0.371518325681209
"Q9H9B1_IDR_653_705",0.292456210352262
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.510969212837215
"Q9H9L4_IDR_347_492",0.489030787162785
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.485837091381922
"Q9HAP2_IDR_234_731",0.514162908618078
"Q9HAQ2_IDR_437_576",0.473842923589841
"Q9HAQ2_IDR_718_790",0.526157076410159
"Q9HAS0_IDR_1_33",1
"Q9HAS3_IDR_1_82",1
"Q9HAT1_IDR_254_461",1
"Q9HAU0_IDR_106_163",0.183540990825695
"Q9HAU0_IDR_271_728",0.451941401342851
"Q9HAU0_IDR_730_1114",0.364517607831453
"Q9HAU4_IDR_138_250",1
"Q9HAU5_IDR_1012_1108",0.154168861937703
"Q9HAU5_IDR_1110_1165",0.183757110475716
"Q9HAU5_IDR_1_135",0.304518558578837
"Q9HAU5_IDR_1203_1272",0.176721548130566
"Q9HAU5_IDR_485_562",0.180833920877177
"Q9HB21_IDR_116_188",0.459149242945947
"Q9HB21_IDR_292_404",0.540850757054053
"Q9HB29_IDR_542_575",1
"Q9HB58_IDR_116_458",1
"Q9HB65_IDR_118_282",1
"Q9HB89_IDR_377_426",1
"Q9HB90_IDR_1_59",1
"Q9HB96_IDR_174_279",1
"Q9HBA0_IDR_1_144",0.465172208310272
"Q9HBA0_IDR_790_871",0.534827791689728
"Q9HBB8_IDR_476_660",0.298804322100657
"Q9HBB8_IDR_702_773",0.36938897714977
"Q9HBB8_IDR_810_845",0.331806700749573
"Q9HBD1_IDR_396_1140",1
"Q9HBE1_IDR_129_412",0.298345190841001
"Q9HBE1_IDR_417_687",0.310929774443707
"Q9HBE1_IDR_73_127",0.390725034715291
"Q9HBG4_IDR_667_711",1
"Q9HBG7_IDR_466_508",0.478645157446413
"Q9HBG7_IDR_512_579",0.521354842553587
"Q9HBM6_IDR_134_251",1
"Q9HBR0_IDR_402_1063",1
"Q9HBT8_IDR_1_36",0.504345485319947
"Q9HBT8_IDR_91_197",0.495654514680053
"Q9HBU1_IDR_1_254",1
"Q9HBU6_IDR_1_83",1
"Q9HBU9_IDR_272_364",1
"Q9HBV2_IDR_253_294",0.512874270801157
"Q9HBV2_IDR_29_72",0.487125729198843
"Q9HBW0_IDR_317_351",1
"Q9HBW1_IDR_1_41",0.516072831347972
"Q9HBW1_IDR_509_546",0.483927168652028
"Q9HBX8_IDR_498_538",0.560586841125686
"Q9HBX8_IDR_907_967",0.439413158874314
"Q9HBZ2_IDR_1_70",0.301511731931785
"Q9HBZ2_IDR_439_659",0.321160000524194
"Q9HBZ2_IDR_661_700",0.37732826754402
"Q9HC07_IDR_1_89",1
"Q9HC10_IDR_1286_1402",0.399978381775585
"Q9HC10_IDR_135_248",0.309754910623671
"Q9HC10_IDR_646_687",0.290266707600743
"Q9HC35_IDR_56_214",0.574247807531549
"Q9HC35_IDR_868_981",0.425752192468451
"Q9HC36_IDR_45_84",1
"Q9HC44_IDR_1_380",0.45957882539667
"Q9HC84_IDR_3673_4118",0.200769073840328
"Q9HC98_IDR_1_36",1
"Q9HCB6_IDR_1_35",1
"Q9HCC6_IDR_1_43",0.56222924325325
"Q9HCC6_IDR_151_215",0.437770756746751
"Q9HCC9_IDR_293_401",0.297028996433994
"Q9HCC9_IDR_404_514",0.215924504143365
"Q9HCC9_IDR_523_707",0.228853157560961
"Q9HCC9_IDR_764_806",0.25819334186168
"Q9HCD5_IDR_1_181",0.395660689779566
"Q9HCD5_IDR_376_438",0.33883363038833
"Q9HCD5_IDR_440_532",0.265505679832105
"Q9HCD6_IDR_101_317",0.266314780372529
"Q9HCD6_IDR_1375_1990",0.236166591231336
"Q9HCD6_IDR_1_96",0.2618954791632
"Q9HCD6_IDR_396_436",0.235623149232935
"Q9HCE0_IDR_1_242",1
"Q9HCE3_IDR_1113_1165",0.174750167963741
"Q9HCE3_IDR_1229_1261",0.155288654008285
"Q9HCE3_IDR_1_63",0.15187851920273
"Q9HCE3_IDR_670_720",0.152908778638948
"Q9HCE3_IDR_68_618",0.204108657884442
"Q9HCE3_IDR_960_1022",0.161065222301855
"Q9HCH5_IDR_22_71",0.371444331367274
"Q9HCH5_IDR_75_611",0.628555668632726
"Q9HCI5_IDR_1_488",1
"Q9HCI6_IDR_1_130",1
"Q9HCI7_IDR_137_471",0.49106440371398
"Q9HCI7_IDR_503_545",0.50893559628602
"Q9HCJ0_IDR_1_1395",0.286386628420115
"Q9HCJ0_IDR_1397_1493",0.365408492643268
"Q9HCJ0_IDR_1600_1632",0.348204878936617
"Q9HCJ1_IDR_455_492",1
"Q9HCJ2_IDR_570_616",1
"Q9HCJ3_IDR_1_48",0.487361517558887
"Q9HCJ3_IDR_360_667",0.512638482441113
"Q9HCM2_IDR_1_33",1
"Q9HCM3_IDR_1373_1487",0.239007725330952
"Q9HCM3_IDR_1493_1821",0.228994194613652
"Q9HCM3_IDR_1883_1919",0.21826964331645
"Q9HCM3_IDR_1_949",0.313728436738947
"Q9HCM4_IDR_1_38",0.417518625265124
"Q9HCM4_IDR_349_660",0.582481374734876
"Q9HCM7_IDR_1_1045",1
"Q9HCN3_IDR_1_33",1
"Q9HCN4_IDR_283_374",1
"Q9HCN6_IDR_295_339",1
"Q9HCP0_IDR_1_36",0.512191825274829
"Q9HCP0_IDR_334_422",0.487808174725171
"Q9HCR9_IDR_43_184",1
"Q9HCS4_IDR_1_588",1
"Q9HCS5_IDR_299_686",1
"Q9HCS7_IDR_743_838",1
"Q9HCT0_IDR_1_32",1
"Q9HD90_IDR_148_298",0.422752371157844
"Q9HD90_IDR_1_99",0.577247628842156
"Q9HDC5_IDR_372_404",0.366026044126426
"Q9HDC5_IDR_414_635",0.633973955873574
"Q9HDC9_IDR_1_60",1
"Q9NNX1_IDR_37_75",0.474869416101794
"Q9NNX1_IDR_87_173",0.525130583898206
"Q9NNX6_IDR_1_38",1
"Q9NNX9_IDR_1_186",1
"Q9NNZ3_IDR_133_176",0.315652102410179
"Q9NNZ3_IDR_200_241",0.364638192905144
"Q9NNZ3_IDR_98_131",0.319709704684677
"Q9NP08_IDR_26_207",1
"Q9NP31_IDR_1_67",0.451852586529488
"Q9NP31_IDR_189_381",0.548147413470512
"Q9NP50_IDR_82_155",1
"Q9NP56_IDR_1_91",0.572661954239974
"Q9NP56_IDR_418_450",0.427338045760026
"Q9NP59_IDR_237_282",1
"Q9NP61_IDR_129_420",1
"Q9NP98_IDR_1_176",1
"Q9NP99_IDR_138_234",1
"Q9NPA0_IDR_1_38",0.478677490388618
"Q9NPA0_IDR_177_242",0.521322509611382
"Q9NPA1_IDR_28_84",1
"Q9NPA3_IDR_104_140",0.51536837787792
"Q9NPA3_IDR_27_85",0.48463162212208
"Q9NPB0_IDR_1_117",1
"Q9NPB1_IDR_1_33",1
"Q9NPB3_IDR_1_50",1
"Q9NPB6_IDR_251_346",1
"Q9NPB8_IDR_626_672",1
"Q9NPC1_IDR_311_358",1
"Q9NPC2_IDR_252_301",0.515655495678248
"Q9NPC2_IDR_304_374",0.484344504321752
"Q9NPC3_IDR_167_277",1
"Q9NPC6_IDR_1_143",1
"Q9NPC7_IDR_109_301",1
"Q9NPC8_IDR_160_291",1
"Q9NPD5_IDR_130_165",0.308355803849383
"Q9NPI6_IDR_132_538",1
"Q9NPI7_IDR_1_259",1
"Q9NPI9_IDR_1_32",0.473120960728317
"Q9NPI9_IDR_350_418",0.526879039271683
"Q9NPJ4_IDR_1_92",1
"Q9NPJ6_IDR_159_270",1
"Q9NPL8_IDR_1_40",0.468096210070783
"Q9NPL8_IDR_247_285",0.531903789929217
"Q9NPQ8_IDR_427_472",1
"Q9NPR2_IDR_677_797",1
"Q9NPR9_IDR_147_181",0.537586471911419
"Q9NPR9_IDR_513_543",0.46241352808858
"Q9NPU4_IDR_1_54",1
"Q9NPY3_IDR_470_623",1
"Q9NPZ5_IDR_1_76",1
"Q9NQ03_IDR_11_156",1
"Q9NQ11_IDR_116_156",1
"Q9NQ25_IDR_251_299",1
"Q9NQ29_IDR_232_371",1
"Q9NQ31_IDR_41_77",0.524263085120095
"Q9NQ75_IDR_594_667",0.506972984118406
"Q9NQ76_IDR_1_525",1
"Q9NQ84_IDR_308_364",0.500174925079755
"Q9NQ84_IDR_396_439",0.499825074920245
"Q9NQ86_IDR_66_106",1
"Q9NQ87_IDR_1_55",0.51827724513405
"Q9NQ87_IDR_188_311",0.48172275486595
"Q9NQ90_IDR_111_144",0.307668585192641
"Q9NQ90_IDR_1_86",0.339606608356395
"Q9NQ90_IDR_960_1003",0.352724806450965
"Q9NQ92_IDR_1_93",1
"Q9NQB0_IDR_1_619",1
"Q9NQC1_IDR_1_45",0.488242996291261
"Q9NQC1_IDR_520_790",0.511757003708739
"Q9NQC3_IDR_1_994",1
"Q9NQC7_IDR_324_357",0.51344890091417
"Q9NQC7_IDR_380_465",0.48655109908583
"Q9NQC8_IDR_1_62",1
"Q9NQE7_IDR_1_53",1
"Q9NQE9_IDR_1_43",1
"Q9NQS5_IDR_211_312",1
"Q9NQS7_IDR_40_844",1
"Q9NQT8_IDR_1372_1693",0.251608624787656
"Q9NQT8_IDR_1770_1826",0.248986539727581
"Q9NQT8_IDR_546_596",0.226721653854602
"Q9NQT8_IDR_628_658",0.27268318163016
"Q9NQU5_IDR_48_95",0.495318550708416
"Q9NQU5_IDR_97_382",0.504681449291585
"Q9NQV5_IDR_1_100",0.428080794758926
"Q9NQV5_IDR_271_438",0.571919205241074
"Q9NQV7_IDR_364_472",0.503339575297537
"Q9NQV7_IDR_75_202",0.496660424702463
"Q9NQV8_IDR_142_172",0.524698447424317
"Q9NQV8_IDR_180_581",0.475301552575683
"Q9NQW1_IDR_502_546",0.347101739452164
"Q9NQW1_IDR_787_905",0.326181181077012
"Q9NQW1_IDR_914_1070",0.326717079470824
"Q9NQW5_IDR_369_492",0.471669590045298
"Q9NQW5_IDR_71_198",0.528330409954702
"Q9NQW6_IDR_1_716",0.607472240895754
"Q9NR00_IDR_1_31",1
"Q9NR12_IDR_59_278",1
"Q9NR20_IDR_1_32",0.478499368247968
"Q9NR20_IDR_404_520",0.521500631752033
"Q9NR22_IDR_1_71",1
"Q9NR30_IDR_1_184",0.672231924775221
"Q9NR30_IDR_716_783",0.327768075224779
"Q9NR33_IDR_1_37",1
"Q9NR34_IDR_1_168",1
"Q9NR46_IDR_165_210",0.517520217852529
"Q9NR46_IDR_277_336",0.482479782147471
"Q9NR48_IDR_1_1321",0.278514352212471
"Q9NR48_IDR_1325_2025",0.217078337785252
"Q9NR48_IDR_2287_2437",0.284227987312535
"Q9NR48_IDR_2835_2914",0.220179322689742
"Q9NR55_IDR_1_53",1
"Q9NR56_IDR_344_388",1
"Q9NR61_IDR_617_652",1
"Q9NR63_IDR_1_42",1
"Q9NR64_IDR_23_187",1
"Q9NRJ4_IDR_1274_1456",0.382313432750904
"Q9NRJ4_IDR_629_1070",0.322582973160243
"Q9NRK6_IDR_1_153",1
"Q9NRL2_IDR_1014_1073",0.128376320831098
"Q9NRL2_IDR_1197_1431",0.246589432936774
"Q9NRL2_IDR_144_182",0.124360165930103
"Q9NRL2_IDR_271_351",0.174261842749565
"Q9NRL2_IDR_667_774",0.183332533749992
"Q9NRL2_IDR_834_877",0.143079703802468
"Q9NRL3_IDR_1_62",0.494484320138251
"Q9NRL3_IDR_85_421",0.505515679861749
"Q9NRM0_IDR_1_49",1
"Q9NRM1_IDR_1_32",0.553187209714234
"Q9NRM1_IDR_35_1133",0.446812790285766
"Q9NRM2_IDR_1_32",0.453590996616126
"Q9NRM2_IDR_414_450",0.546409003383874
"Q9NRM7_IDR_1_135",0.508818236365153
"Q9NRM7_IDR_138_631",0.491181763634847
"Q9NRN5_IDR_100_131",1
"Q9NRP7_IDR_264_418",1
"Q9NRZ9_IDR_1_170",1
"Q9NS00_IDR_1_76",1
"Q9NS15_IDR_1_57",0.445458391512839
"Q9NS15_IDR_477_539",0.554541608487161
"Q9NS18_IDR_17_53",1
"Q9NS23_IDR_1_48",1
"Q9NS37_IDR_1_218",0.438326383871984
"Q9NS37_IDR_293_323",0.561673616128016
"Q9NS39_IDR_1_112",0.518594419255927
"Q9NS39_IDR_198_275",0.481405580744073
"Q9NS40_IDR_135_372",0.462033632572756
"Q9NS40_IDR_869_1196",0.537966367427244
"Q9NS56_IDR_1_100",0.22214442712414
"Q9NS56_IDR_395_478",0.207798706035253
"Q9NS56_IDR_500_906",0.346263821016068
"Q9NS56_IDR_912_1045",0.223793045824539
"Q9NSA2_IDR_417_647",1
"Q9NSA3_IDR_50_81",1
"Q9NSB2_IDR_504_600",1
"Q9NSB8_IDR_113_192",1
"Q9NSC2_IDR_1165_1232",0.277573535976899
"Q9NSC2_IDR_1266_1324",0.221055588957989
"Q9NSC2_IDR_1_71",0.238357391434529
"Q9NSC2_IDR_75_1163",0.263013483630582
"Q9NSC5_IDR_117_285",1
"Q9NSC7_IDR_1_258",1
"Q9NSD4_IDR_1_236",1
"Q9NSD5_IDR_1_31",1
"Q9NSD7_IDR_410_442",1
"Q9NSE2_IDR_6_59",1
"Q9NSE4_IDR_1_59",1
"Q9NSI2_IDR_1_184",1
"Q9NSI5_IDR_310_407",1
"Q9NSI6_IDR_1277_1313",0.249116063940148
"Q9NSI6_IDR_1426_2320",0.472020704955117
"Q9NSI6_IDR_609_935",0.278863231104734
"Q9NTG1_IDR_1452_1571",0.610313182095488
"Q9NTG7_IDR_1_121",1
"Q9NTI2_IDR_1120_1154",0.526394766277447
"Q9NTI2_IDR_1_52",0.473605233722553
"Q9NTI5_IDR_1121_1447",1
"Q9NTI7_IDR_1_169",0.435111948783266
"Q9NTI7_IDR_174_286",0.564888051216734
"Q9NTJ3_IDR_1_78",1
"Q9NTK1_IDR_110_212",0.498010850395677
"Q9NTK1_IDR_1_107",0.501989149604323
"Q9NTN3_IDR_1_35",1
"Q9NTN9_IDR_702_784",1
"Q9NTQ9_IDR_219_266",1
"Q9NTU4_IDR_1_130",1
"Q9NTW7_IDR_1_145",1
"Q9NTX7_IDR_1_33",0.496532578092267
"Q9NTX7_IDR_187_353",0.503467421907733
"Q9NTX9_IDR_1_184",0.43360594976084
"Q9NTX9_IDR_196_383",0.56639405023916
"Q9NUJ3_IDR_1_56",1
"Q9NUL3_IDR_376_430",0.353948821955849
"Q9NUL3_IDR_441_494",0.312721830031437
"Q9NUL3_IDR_518_570",0.333329348012714
"Q9NUL5_IDR_189_291",1
"Q9NUM3_IDR_268_307",0.477863338044139
"Q9NUM3_IDR_68_104",0.522136661955861
"Q9NUM4_IDR_1_44",1
"Q9NUP1_IDR_1_56",1
"Q9NUP7_IDR_289_319",0.502882656291091
"Q9NUP7_IDR_376_413",0.497117343708909
"Q9NUQ3_IDR_1_152",0.550548072717915
"Q9NUQ3_IDR_455_528",0.449451927282085
"Q9NUQ6_IDR_244_346",0.344814014009117
"Q9NUQ6_IDR_352_545",0.303751161563048
"Q9NUQ6_IDR_60_235",0.351434824427835
"Q9NUQ8_IDR_95_173",1
"Q9NUR3_IDR_1_139",1
"Q9NUU7_IDR_1_57",1
"Q9NUV7_IDR_1_53",1
"Q9NVC3_IDR_1_49",1
"Q9NVC6_IDR_50_86",1
"Q9NVD7_IDR_1_50",1
"Q9NVE4_IDR_270_307",1
"Q9NVE5_IDR_1179_1222",0.563337073557863
"Q9NVE5_IDR_1_33",0.436662926442137
"Q9NVF7_IDR_1_61",0.450019493017723
"Q9NVF7_IDR_315_368",0.549980506982277
"Q9NVF9_IDR_1_48",1
"Q9NVH0_IDR_297_344",0.477837304315147
"Q9NVH0_IDR_31_66",0.522162695684853
"Q9NVH6_IDR_1_42",1
"Q9NVI7_IDR_1_66",0.432113469702104
"Q9NVI7_IDR_70_133",0.567886530297896
"Q9NVL8_IDR_1_296",1
"Q9NVM1_IDR_1_113",1
"Q9NVM6_IDR_103_169",1
"Q9NVM9_IDR_567_648",1
"Q9NVN3_IDR_460_520",1
"Q9NVN8_IDR_1_85",0.580490087024098
"Q9NW07_IDR_1_568",1
"Q9NW13_IDR_196_332",0.499623927881169
"Q9NW13_IDR_591_726",0.500376072118831
"Q9NW64_IDR_171_220",0.518433093295757
"Q9NW64_IDR_306_401",0.481566906704242
"Q9NW68_IDR_211_424",1
"Q9NW75_IDR_1_31",0.58738508968287
"Q9NW75_IDR_38_528",0.412614910317131
"Q9NW82_IDR_1_166",0.453828829883248
"Q9NW82_IDR_541_580",0.546171170116752
"Q9NW97_IDR_34_253",1
"Q9NWA0_IDR_1_61",1
"Q9NWB1_IDR_1_125",1
"Q9NWB6_IDR_1_117",1
"Q9NWB7_IDR_1_33",0.287463804719875
"Q9NWB7_IDR_164_238",0.389372357132278
"Q9NWB7_IDR_396_429",0.323163838147847
"Q9NWD8_IDR_73_103",1
"Q9NWD9_IDR_1_60",1
"Q9NWF4_IDR_221_272",1
"Q9NWT8_IDR_106_138",0.478744717341197
"Q9NWU1_IDR_1_37",1
"Q9NWV8_IDR_1_78",1
"Q9NWW0_IDR_1_67",1
"Q9NWW5_IDR_1_40",1
"Q9NWW7_IDR_285_350",1
"Q9NWY4_IDR_1_32",1
"Q9NWZ3_IDR_103_162",1
"Q9NWZ5_IDR_1_74",1
"Q9NWZ8_IDR_151_197",0.552330963488566
"Q9NWZ8_IDR_60_138",0.447669036511434
"Q9NX00_IDR_1_53",1
"Q9NX09_IDR_1_82",1
"Q9NX14_IDR_1_72",1
"Q9NX18_IDR_1_49",1
"Q9NX31_IDR_1_260",1
"Q9NX40_IDR_108_242",1
"Q9NX45_IDR_142_209",0.500566484286755
"Q9NX45_IDR_260_367",0.499433515713245
"Q9NX52_IDR_1_41",1
"Q9NX95_IDR_510_596",0.214607949154712
"Q9NXB9_IDR_260_296",1
"Q9NXD2_IDR_587_626",1
"Q9NXE8_IDR_1_71",0.339495316977849
"Q9NXE8_IDR_77_425",0.660504683022151
"Q9NXF8_IDR_1_34",1
"Q9NXG2_IDR_1_36",0.480151109096283
"Q9NXG2_IDR_270_353",0.519848890903717
"Q9NXG6_IDR_1_108",1
"Q9NXH3_IDR_1_55",1
"Q9NXH8_IDR_1_72",1
"Q9NXH9_IDR_104_147",0.261887673851086
"Q9NXH9_IDR_15_51",0.257836633814371
"Q9NXH9_IDR_557_613",0.239651555929678
"Q9NXH9_IDR_624_659",0.240624136404865
"Q9NXI6_IDR_111_206",0.529518026572738
"Q9NXI6_IDR_1_36",0.470481973427262
"Q9NXJ0_IDR_1_77",1
"Q9NXL2_IDR_1_88",0.567820745422284
"Q9NXL2_IDR_645_709",0.432179254577716
"Q9NXL6_IDR_1_42",0.482773472096725
"Q9NXL6_IDR_361_416",0.517226527903275
"Q9NXL9_IDR_653_1114",1
"Q9NXN4_IDR_231_317",1
"Q9NXR1_IDR_67_335",1
"Q9NXR5_IDR_265_373",1
"Q9NXR8_IDR_108_352",1
"Q9NXS2_IDR_1_36",1
"Q9NXT0_IDR_1_149",1
"Q9NY26_IDR_136_174",1
"Q9NY28_IDR_1_57",0.442184972721659
"Q9NY28_IDR_62_116",0.557815027278341
"Q9NY30_IDR_123_223",1
"Q9NY37_IDR_1_32",1
"Q9NY43_IDR_1_244",1
"Q9NY47_IDR_1_60",1
"Q9NY57_IDR_321_364",0.532106369222863
"Q9NY57_IDR_367_414",0.467893630777137
"Q9NY59_IDR_192_320",1
"Q9NY61_IDR_1_214",0.316342782088923
"Q9NY61_IDR_307_341",0.322032078676552
