"","GO0140513_nuclear_protein_containing_complex"
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.538896739691997
"Q86UV5_IDR_874_942",0.461103260308003
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.165026604768886
"Q86UW6_IDR_1437_1490",0.162178740631616
"Q86UW6_IDR_1_44",0.195569169975966
"Q86UW6_IDR_1574_1613",0.162498814678926
"Q86UW6_IDR_586_1012",0.161656465524823
"Q86UW6_IDR_95_311",0.153070204419783
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.314947060493829
"Q86UX6_IDR_391_435",0.380816531410315
"Q86UX6_IDR_438_486",0.304236408095856
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.518683562952454
"Q86UZ6_IDR_506_584",0.481316437047546
"Q86V15_IDR_127_339",0.150434081765285
"Q86V15_IDR_380_456",0.138447302760647
"Q86V15_IDR_47_89",0.139793856836901
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.313727710207036
"Q86V59_IDR_212_374",0.396850565201483
"Q86V59_IDR_379_439",0.289421724591481
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.486863057765272
"Q86V87_IDR_487_536",0.513136942234728
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.434716149167585
"Q86VD1_IDR_516_812",0.565283850832415
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.313363406826989
"Q86VH2_IDR_1186_1401",0.364768627141004
"Q86VH2_IDR_342_1012",0.321867966032008
"Q86VH4_IDR_341_481",0.563016637888569
"Q86VH4_IDR_540_590",0.43698336211143
"Q86VH5_IDR_342_477",0.498103882914869
"Q86VH5_IDR_543_581",0.501896117085131
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.293533806942197
"Q86VR2_IDR_232_466",0.515088898836747
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.352776358005783
"Q86VS8_IDR_388_489",0.318727255531873
"Q86VS8_IDR_643_718",0.328496386462345
"Q86VV4_IDR_1_38",0.327596116856849
"Q13769_IDR_1_47",0.532850250229416
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.29217492667876
"Q13887_IDR_1_82",0.324142948743817
"Q13887_IDR_211_368",0.383682124577423
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.558862212226623
"Q13905_IDR_211_671",0.441137787773377
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.500082755566296
"Q13950_IDR_459_514",0.499917244433704
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.311521761935647
"Q14003_IDR_203_265",0.332289104370989
"Q14003_IDR_554_702",0.356189133693364
"Q14004_IDR_1000_1399",0.402716208363898
"Q14004_IDR_1_694",0.597283791636102
"Q14005_IDR_1_207",0.316279795233119
"Q14005_IDR_306_346",0.355242623548843
"Q14005_IDR_444_1080",0.328477581218038
"Q14008_IDR_1078_1157",0.196167584980008
"Q14008_IDR_225_263",0.125300604075245
"Q14008_IDR_496_592",0.17699945697217
"Q14008_IDR_815_847",0.127880263574415
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.503704259559494
"Q14094_IDR_344_377",0.496295740440506
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.456314160705931
"Q14114_IDR_739_819",0.543685839294069
"Q14118_IDR_305_493",0.482064252578957
"Q14118_IDR_719_749",0.26420821737882
"Q14118_IDR_806_895",0.253727530042224
"Q14119_IDR_1_231",0.487887247741576
"Q14119_IDR_267_373",0.512112752258424
"Q14123_IDR_456_512",0.402552091022606
"Q14123_IDR_523_709",0.597447908977394
"Q14126_IDR_1056_1118",0.483875919205761
"Q14126_IDR_848_900",0.516124080794239
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.667017307990432
"Q14159_IDR_103_258",0.533480766606795
"Q14159_IDR_1_100",0.466519233393205
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.504528209654726
"Q14186_IDR_349_410",0.495471790345274
"Q14188_IDR_355_446",0.527799417834573
"Q14188_IDR_39_129",0.472200582165427
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.477294046113229
"Q14191_IDR_303_528",0.522705953886771
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.465532556355156
"Q14320_IDR_62_167",0.534467443644844
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.453721886663171
"Q14332_IDR_152_196",0.546278113336829
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.378086154384801
"Q14432_IDR_1092_1141",0.346922905979679
"Q14432_IDR_262_664",0.27499093963552
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.418375374051688
"Q14444_IDR_247_709",0.581624625948312
"Q14449_IDR_1_104",0.495518143485138
"Q14449_IDR_355_432",0.504481856514862
"Q14451_IDR_1_98",0.513494174410383
"Q14451_IDR_354_427",0.486505825589617
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.481522599390704
"Q14527_IDR_1_53",0.20475697272498
"Q14527_IDR_172_204",0.218263845358019
"Q14527_IDR_321_394",0.246342625141324
"Q14527_IDR_397_473",0.330636556775677
"Q14532_IDR_1_51",0.501507226072672
"Q14532_IDR_405_448",0.498492773927328
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.520967522760773
"Q14541_IDR_86_131",0.479032477239227
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.201892202477878
"Q14562_IDR_151_260",0.361395772504729
"Q14562_IDR_328_405",0.227159437563066
"Q14562_IDR_95_148",0.209552587454327
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.329191907838584
"Q14571_IDR_926_964",0.310009417711533
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.204985867327216
"Q14643_IDR_1707_1737",0.181298826307829
"Q14643_IDR_1756_1796",0.194323364540247
"Q14643_IDR_1886_1966",0.24526462250161
"Q14643_IDR_911_975",0.174127319323098
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.35263626294397
"Q14667_IDR_2035_2109",0.3081080402441
"Q14667_IDR_2183_2235",0.33925569681193
"Q14669_IDR_1_408",0.603973909206145
"Q14669_IDR_938_1083",0.396026090793854
"Q14671_IDR_17_558",0.226011560184772
"Q14671_IDR_570_646",0.201939126608067
"Q14671_IDR_663_727",0.191431615469928
"Q14671_IDR_740_779",0.185571100430003
"Q14690_IDR_1401_1585",0.538475742489179
"Q14690_IDR_1_68",0.461524257510821
"Q14692_IDR_1222_1282",0.260285626058543
"Q14692_IDR_1_47",0.230317286005987
"Q14692_IDR_397_744",0.254445247876759
"Q14692_IDR_762_844",0.254951840058711
"Q14693_IDR_105_457",0.4920431317492
"Q14693_IDR_559_621",0.5079568682508
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.402902837615186
"Q14696_IDR_193_234",0.597097162384814
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.447828225494711
"Q14699_IDR_435_578",0.552171774505289
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.518937452855025
"Q14738_IDR_518_574",0.481062547144975
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.446009636408738
"Q14761_IDR_92_188",0.553990363591263
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.313223822145694
"Q14766_IDR_212_328",0.355051617003085
"Q14766_IDR_758_817",0.331724560851221
"Q14767_IDR_233_296",0.472026108759745
"Q14767_IDR_45_165",0.527973891240255
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.496599829815379
"Q14774_IDR_53_173",0.503400170184621
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.132445772119873
"Q14789_IDR_1442_1474",0.119606717134855
"Q14789_IDR_1584_1873",0.136620698992661
"Q14789_IDR_205_718",0.116781215493669
"Q14789_IDR_2763_2798",0.112383304781057
"Q14789_IDR_871_1329",0.172161517992577
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.31680219682767
"Q14865_IDR_243_323",0.307494882533708
"Q14865_IDR_410_1030",0.375702920638622
"Q14872_IDR_1_169",0.312897417834698
"Q14872_IDR_232_558",0.326432596723445
"Q14872_IDR_639_714",0.360669985441857
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.510612689597057
"Q14934_IDR_691_872",0.489387310402943
"Q14938_IDR_188_221",0.325008825257053
"Q14938_IDR_223_406",0.338547380276207
"Q14938_IDR_410_502",0.33644379446674
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.416801556745821
"Q14966_IDR_1_906",0.257407295938062
"Q14966_IDR_1939_1978",0.168549510342474
"Q14966_IDR_939_1024",0.157241636973643
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.527202819871894
"Q14BN4_IDR_292_527",0.262441711551693
"Q14BN4_IDR_537_567",0.253792393037126
"Q14BN4_IDR_679_734",0.256515219705373
"Q14BN4_IDR_797_828",0.227250675705808
"Q14C86_IDR_445_514",0.574664843527237
"Q14C86_IDR_521_1117",0.425335156472763
"Q14C87_IDR_800_911",0.492289505477426
"Q14C87_IDR_944_1069",0.507710494522574
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.46140383026578
"Q14CN4_IDR_455_511",0.53859616973422
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.543245658440297
"Q14CW9_IDR_51_84",0.456754341559703
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.293566662504305
"Q15020_IDR_583_694",0.469997290036281
"Q15020_IDR_879_950",0.236436047459414
"Q15021_IDR_1296_1401",0.383428141652054
"Q15021_IDR_547_611",0.299748191907115
"Q15021_IDR_953_988",0.316823666440831
"Q15022_IDR_1_78",0.366023451804005
"Q15022_IDR_366_423",0.279320580555414
"Q15022_IDR_689_739",0.354655967640582
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.460402994122563
"Q15027_IDR_524_568",0.539597005877437
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.30747624634247
"Q15032_IDR_259_640",0.388444264385373
"Q15032_IDR_761_979",0.304079489272157
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.286349666366758
"Q15059_IDR_417_570",0.242745750325357
"Q15059_IDR_641_726",0.241459995450879
"Q15061_IDR_409_458",0.466100930568972
"Q15061_IDR_600_677",0.533899069431028
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.327201106554776
"Q15111_IDR_1_103",0.332712680949055
"Q15111_IDR_545_575",0.340086212496169
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.328583423423503
"Q15139_IDR_196_252",0.37295008823747
"Q15139_IDR_329_419",0.298466488339028
"Q15147_IDR_456_556",0.530777159370096
"Q15147_IDR_839_1103",0.469222840629904
"Q15291_IDR_408_538",0.582078079529724
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.521825712048871
"Q15303_IDR_990_1150",0.478174287951129
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.576319289160373
"Q15311_IDR_378_655",0.423680710839627
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.537319058412667
"Q15329_IDR_233_311",0.462680941587333
"Q15334_IDR_645_719",0.531062391335173
"Q15334_IDR_955_1064",0.468937608664827
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.358651157578019
"Q15361_IDR_129_499",0.383202024290754
"Q15361_IDR_868_905",0.258146818131227
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.432031451748836
"Q15431_IDR_706_946",0.567968548251164
"Q15434_IDR_1_53",0.505917114874818
"Q15434_IDR_370_407",0.494082885125182
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.2181086843545
"Q15459_IDR_1_37",0.22618402673534
"Q15459_IDR_316_406",0.251814921397105
"Q15459_IDR_532_689",0.303892367513056
"Q15464_IDR_1_187",0.460411527637382
"Q15464_IDR_189_387",0.539588472362618
"Q15465_IDR_1_41",0.455589722633345
"Q15465_IDR_395_427",0.544410277366655
"Q15468_IDR_1074_1270",0.551559826847759
"Q15468_IDR_372_1067",0.448440173152241
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.354773373684252
"Q15596_IDR_376_1433",0.645226626315748
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.507096819716084
"Q155Q3_IDR_460_598",0.492903180283916
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.519937801108954
"Q15633_IDR_230_260",0.480062198891045
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.489308376946041
"Q15642_IDR_472_538",0.510691623053959
"Q15643_IDR_1175_1215",0.115527815253077
"Q15643_IDR_1224_1360",0.128428262817684
"Q15643_IDR_1_422",0.137913684951697
"Q15643_IDR_1814_1950",0.113146016729186
"Q15643_IDR_437_468",0.121297096848978
"Q15643_IDR_590_642",0.12615253158315
"Q15643_IDR_836_899",0.129136313712433
"Q15643_IDR_970_1011",0.128398278103795
"Q15699_IDR_153_225",0.331042542170789
"Q15699_IDR_228_326",0.313482431741507
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.517060948180631
"Q15723_IDR_302_434",0.482939051819369
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.494842599368985
"Q15735_IDR_842_1006",0.505157400631015
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.311684385123126
"Q15742_IDR_1_35",0.340750207772278
"Q15742_IDR_354_525",0.347565407104596
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.204791754345725
"Q15746_IDR_1767_1803",0.192825404455823
"Q15746_IDR_257_333",0.183393823912552
"Q15746_IDR_367_408",0.186378652153081
"Q15746_IDR_920_1094",0.232610365132819
"Q15784_IDR_194_382",0.385684882058186
"Q15788_IDR_1_33",0.468218639714098
"Q15788_IDR_368_1392",0.531781360285901
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.23345229584213
"Q15811_IDR_312_380",0.244470174105922
"Q15811_IDR_660_737",0.287426807142712
"Q15811_IDR_808_910",0.234650722909236
"Q15814_IDR_138_177",0.450994796126979
"Q15814_IDR_1_55",0.549005203873021
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.516597004348274
"Q15842_IDR_361_424",0.483402995651726
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.49418457829757
"Q15849_IDR_443_550",0.50581542170243
"Q15911_IDR_1046_1087",0.094963465427079
"Q15911_IDR_1107_1958",0.0751646556286916
"Q15911_IDR_1961_2643",0.0968967966545354
"Q15911_IDR_2690_2728",0.0920016823299925
"Q15911_IDR_2741_2948",0.112281160266084
"Q15911_IDR_2998_3465",0.101351489683613
"Q15911_IDR_345_949",0.0732330690733256
"Q15911_IDR_3468_3703",0.0830213309192697
"Q15911_IDR_951_1039",0.0783726903224831
"Q15915_IDR_1_165",0.509131984286591
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.444732200480781
"Q16322_IDR_469_511",0.555267799519219
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.417926087320386
"Q16352_IDR_413_499",0.582073912679614
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.253359691999761
"Q16512_IDR_345_386",0.242323439551327
"Q16512_IDR_525_608",0.256134047768073
"Q16512_IDR_96_167",0.248182820680839
"Q16513_IDR_109_169",0.317193739959951
"Q16513_IDR_486_516",0.331402802191028
"Q16513_IDR_523_649",0.351403457849022
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.49259719635552
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.504229607328947
"Q16572_IDR_68_118",0.495770392671053
"Q16584_IDR_1_40",0.491051240831214
"Q16584_IDR_414_847",0.508948759168786
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.505486551514971
"Q16587_IDR_96_245",0.494513448485029
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.509239232372096
"Q16665_IDR_412_768",0.505109863513283
"Q16666_IDR_391_574",0.433742390032851
"Q16666_IDR_87_199",0.566257609967149
"Q16670_IDR_133_278",0.318823402603332
"Q16670_IDR_1_74",0.344871116348142
"Q16670_IDR_82_125",0.336305481048526
"Q16671_IDR_126_192",0.490642862271831
"Q16671_IDR_512_573",0.509357137728169
"Q16676_IDR_1_123",0.481742935318679
"Q16676_IDR_211_465",0.518257064681321
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.50845799180363
"Q16720_IDR_295_356",0.49154200819637
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.327619736813105
"Q16760_IDR_1_39",0.338123906931693
"Q16760_IDR_552_714",0.334256356255202
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.36329961728813
"Q16849_IDR_369_466",0.345112212507076
"Q16849_IDR_610_686",0.291588170204794
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.428919616289827
"Q16891_IDR_91_228",0.571080383710173
"Q17R60_IDR_189_227",0.322127782616267
"Q17R60_IDR_31_62",0.335552798772987
"Q17R60_IDR_382_562",0.342319418610745
"Q17R89_IDR_28_66",0.327907142905489
"Q17R89_IDR_460_781",0.322019004253116
"Q17R89_IDR_786_818",0.350073852841395
"Q17R98_IDR_1_898",0.485155713457618
"Q17R98_IDR_901_1015",0.514844286542382
"Q17RB8_IDR_1_43",0.56591412370791
"Q17RB8_IDR_335_461",0.43408587629209
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.470521763062012
"Q1KMD3_IDR_635_665",0.529478236937988
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.350706123207931
"Q1X8D7_IDR_545_581",0.334594924455704
"Q1X8D7_IDR_698_754",0.314698952336365
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.567951083032661
"Q24JP5_IDR_901_983",0.432048916967339
"Q27J81_IDR_346_523",0.465525488724078
"Q27J81_IDR_933_1244",0.534474511275922
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.307377425599465
"Q2I0M5_IDR_152_189",0.292166272526812
"Q2LD37_IDR_1779_1814",0.0560842126041979
"Q2LD37_IDR_1915_1993",0.0617700936068802
"Q2LD37_IDR_2161_2427",0.0614377618699088
"Q2LD37_IDR_2596_2696",0.0572788404770249
"Q2LD37_IDR_2725_2769",0.0548386088733992
"Q2LD37_IDR_2929_2963",0.0593697327039254
"Q2LD37_IDR_3482_3548",0.0553239491270873
"Q2LD37_IDR_3563_3787",0.0704345229821861
"Q2LD37_IDR_3816_3865",0.0567934273397549
"Q2LD37_IDR_3893_3956",0.0537967789487334
"Q2LD37_IDR_3998_4030",0.055978087106952
"Q2LD37_IDR_4094_4145",0.0540046837780532
"Q2LD37_IDR_4288_4396",0.0621258425681839
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.473542152678849
"Q2M1P5_IDR_345_1039",0.526457847321151
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.462007674064564
"Q2M3C7_IDR_1139_1293",0.140086038873616
"Q2M3C7_IDR_1327_1603",0.162014473237169
"Q2M3C7_IDR_456_674",0.128709280568711
"Q2M3C7_IDR_677_717",0.159285659234752
"Q2M3C7_IDR_723_1136",0.114626957144062
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.50823659178187
"Q2MJR0_IDR_243_292",0.49176340821813
"Q2MKA7_IDR_1_31",0.305196718872522
"Q2MKA7_IDR_146_177",0.307662756037102
"Q2MKA7_IDR_207_263",0.387140525090376
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.299689433438428
"Q2NKQ1_IDR_473_531",0.286635768280918
"Q2NKQ1_IDR_671_923",0.413674798280654
"Q2PPJ7_IDR_1486_1523",0.255859223647222
"Q2Q1W2_IDR_122_192",0.533615641460294
"Q2Q1W2_IDR_21_53",0.466384358539706
"Q2QGD7_IDR_1_78",0.199368924649355
"Q2QGD7_IDR_460_537",0.182636421289941
"Q2QGD7_IDR_595_710",0.183438857374529
"Q2QGD7_IDR_713_751",0.233730707130542
"Q2QGD7_IDR_82_174",0.200825089555633
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.511555636421695
"Q2T9K0_IDR_443_475",0.488444363578305
"Q2T9L4_IDR_200_293",0.514994953350351
"Q2T9L4_IDR_58_196",0.485005046649649
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.475440893568775
"Q2TAC6_IDR_642_998",0.524559106431225
"Q2TAK8_IDR_102_405",0.48448520720249
"Q2TAK8_IDR_527_563",0.51551479279751
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.360045992472073
"Q2TAL8_IDR_194_241",0.316368100142052
"Q2TBE0_IDR_509_542",0.377375014284671
"Q2UY09_IDR_1002_1069",0.470479142184989
"Q2UY09_IDR_204_782",0.529520857815011
"Q2V2M9_IDR_1265_1364",0.509285637355318
"Q2V2M9_IDR_325_784",0.490714362644682
"Q2VIQ3_IDR_438_557",0.246434548937083
"Q2VIQ3_IDR_564_602",0.249350711370352
"Q2VIQ3_IDR_604_817",0.271576351307504
"Q2VIQ3_IDR_893_1234",0.232638388385061
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.357689840104562
"Q2VWP7_IDR_1089_1150",0.339653867231225
"Q2VWP7_IDR_974_1029",0.302656292664212
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.543110756803927
"Q2VYF4_IDR_40_119",0.456889243196073
"Q2WGJ9_IDR_1094_1134",0.16126180020369
"Q2WGJ9_IDR_1161_1270",0.246605514093537
"Q2WGJ9_IDR_1_77",0.227742178147978
"Q2WGJ9_IDR_417_457",0.182846130467371
"Q2WGJ9_IDR_516_550",0.181544377087425
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.30139403670201
"Q32P44_IDR_47_210",0.490835084171909
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.313449533449951
"Q33E94_IDR_486_599",0.371125733410854
"Q33E94_IDR_638_671",0.315424733139195
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.239464106186452
"Q3B7T1_IDR_213_299",0.26319186519392
"Q3B7T1_IDR_517_584",0.262351169733601
"Q3B7T1_IDR_620_672",0.234992858886027
"Q3B7T3_IDR_1_45",0.541887187888337
"Q3B7T3_IDR_58_259",0.458112812111663
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.479474339834315
"Q3C1V8_IDR_67_128",0.520525660165685
"Q3L8U1_IDR_1715_1770",0.174682581580726
"Q3L8U1_IDR_2003_2897",0.345970869199864
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.488399726704633
"Q3MII6_IDR_454_604",0.511600273295367
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.449658360331946
"Q3MJ13_IDR_700_785",0.550341639668054
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.528517007509243
"Q3SY00_IDR_492_556",0.471482992490757
"Q3V6T2_IDR_1209_1871",0.221994066738944
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.2663635640509
"Q3YBR2_IDR_355_411",0.26966539480991
"Q3YBR2_IDR_83_166",0.46397104113919
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.494244771274753
"Q3ZCQ8_IDR_321_353",0.505755228725247
"Q3ZCT1_IDR_1_135",1
