"","GO0140694_non_membrane_bounded_organelle_assembly"
"Q7Z6Z7_IDR_1902_2061",0.0723251982178383
"Q7Z6Z7_IDR_709_759",0.0703390728383613
"Q7Z6Z7_IDR_973_1037",0.0692564390646322
"Q7Z7A1_IDR_1000_1313",0.144510657400077
"Q7Z7A1_IDR_2170_2325",0.168356367094142
"Q7Z7A1_IDR_256_453",0.179278563632584
"Q7Z7A1_IDR_681_784",0.231850424455711
"Q7Z7A1_IDR_794_843",0.140931408625667
"Q7Z7A3_IDR_277_348",1
"Q7Z7A4_IDR_435_551",1
"Q7Z7B0_IDR_169_199",0.221893641972536
"Q7Z7B0_IDR_1_83",0.22566446174068
"Q7Z7B0_IDR_335_380",0.22514276086063
"Q7Z7B0_IDR_565_1213",0.327299135426153
"Q7Z7B7_IDR_63_95",1
"Q7Z7C7_IDR_205_247",1
"Q7Z7C8_IDR_113_226",0.480239561670329
"Q7Z7C8_IDR_230_310",0.519760438329671
"Q7Z7E8_IDR_1_37",0.49133555565139
"Q7Z7E8_IDR_168_246",0.50866444434861
"Q7Z7F0_IDR_189_225",0.253246607072108
"Q7Z7F0_IDR_1_99",0.250129779059287
"Q7Z7F0_IDR_386_566",0.24858559455545
"Q7Z7M9_IDR_33_437",1
"Q86SE5_IDR_90_291",1
"Q86SE8_IDR_124_214",1
"Q86SF2_IDR_1_148",1
"Q86SG2_IDR_1_31",0.478274961229566
"Q86SG2_IDR_54_109",0.521725038770434
"Q86SG6_IDR_268_306",1
"Q86SH2_IDR_22_86",0.492461329748008
"Q86SH2_IDR_90_318",0.507538670251992
"Q86SJ2_IDR_471_517",1
"Q86SJ6_IDR_1008_1040",0.510398089259667
"Q86SJ6_IDR_857_897",0.489601910740333
"Q86SK9_IDR_1_41",1
"Q86SP6_IDR_1_38",0.332999953386645
"Q86SP6_IDR_226_318",0.327241330758384
"Q86SP6_IDR_459_513",0.339758715854972
"Q86SQ0_IDR_1_598",0.298172891039295
"Q86SQ0_IDR_646_1092",0.701827108960705
"Q86SQ4_IDR_1138_1204",0.521161619034398
"Q86SQ4_IDR_373_404",0.478838380965602
"Q86T90_IDR_34_577",1
"Q86T96_IDR_124_242",0.519698722332
"Q86T96_IDR_248_427",0.480301277668
"Q86TB3_IDR_108_355",0.242659610169767
"Q86TB3_IDR_2134_2170",0.263965887376401
"Q86TB3_IDR_358_431",0.246247819739644
"Q86TB3_IDR_437_1787",0.247126682714188
"Q86TB9_IDR_1_402",0.565350449165984
"Q86TB9_IDR_427_470",0.434649550834016
"Q86TC9_IDR_1_258",0.301952910457166
"Q86TC9_IDR_363_412",0.289604777500525
"Q86TC9_IDR_537_880",0.408442312042309
"Q86TE4_IDR_153_346",0.682863771844077
"Q86TE4_IDR_76_119",0.317136228155923
"Q86TH1_IDR_1_44",0.320986908996158
"Q86TH1_IDR_345_452",0.344869193792873
"Q86TH1_IDR_519_561",0.334143897210969
"Q86TI0_IDR_205_286",0.331345163732395
"Q86TI0_IDR_461_724",0.331070143367984
"Q86TI0_IDR_726_756",0.33758469289962
"P51512_IDR_294_337",0.515104697073341
"P51513_IDR_127_169",0.335941262410456
"P51513_IDR_1_46",0.328503438239206
"P51513_IDR_344_419",0.335555299350338
"P51522_IDR_1_94",1
"P51523_IDR_62_206",1
"P51553_IDR_1_50",1
"P51582_IDR_322_365",1
"P51608_IDR_160_486",0.515639418272121
"P51608_IDR_1_93",0.484360581727879
"P51610_IDR_2005_2035",0.330077872440139
"P51610_IDR_404_633",0.327318284365814
"P51610_IDR_892_1808",0.342603843194048
"P51617_IDR_104_192",0.499784434108909
"P51617_IDR_520_659",0.500215565891091
"P51636_IDR_1_43",1
"P51649_IDR_1_50",1
"P51654_IDR_350_381",0.337024681391729
"P51654_IDR_425_462",0.342195277972251
"P51654_IDR_478_580",0.32078004063602
"P51665_IDR_284_324",1
"P51684_IDR_342_374",1
"P51689_IDR_1_36",1
"P51690_IDR_1_34",1
"P51692_IDR_713_787",1
"P51693_IDR_1_49",0.318112859153993
"P51693_IDR_213_325",0.333642090316732
"P51693_IDR_488_581",0.348245050529275
"P51784_IDR_32_73",0.339430139603975
"P51784_IDR_645_712",0.335872765818428
"P51784_IDR_933_963",0.324697094577597
"P51786_IDR_1_163",1
"P51787_IDR_1_100",0.324265557734417
"P51815_IDR_132_362",0.52718784134952
"P51816_IDR_1_1071",0.51069953817029
"P51816_IDR_1194_1231",0.48930046182971
"P51817_IDR_1_40",1
"P51825_IDR_1084_1130",0.410704444143504
"P51825_IDR_1_972",0.589295555856496
"P51826_IDR_1099_1144",0.327740423399335
"P51826_IDR_1_766",0.336370434176897
"P51826_IDR_771_980",0.335889142423769
"P51828_IDR_458_543",1
"P51841_IDR_522_554",1
"P51858_IDR_94_240",1
"P51861_IDR_1_174",1
"P51888_IDR_1_67",1
"P51946_IDR_285_323",1
"P51948_IDR_201_237",1
"P51955_IDR_322_445",1
"P51956_IDR_274_406",0.50007249217092
"P51956_IDR_421_489",0.49992750782908
"P51957_IDR_272_746",1
"P51965_IDR_1_46",1
"P51970_IDR_123_162",1
"P51991_IDR_203_378",1
"P51993_IDR_1_58",1
"P52179_IDR_1_254",1
"P52198_IDR_185_227",1
"P52272_IDR_1_68",0.510114777141872
"P52272_IDR_551_649",0.489885222858128
"P52701_IDR_179_363",0.493453250775889
"P52732_IDR_876_950",0.525578339959614
"P52732_IDR_954_1056",0.474421660040386
"P52736_IDR_54_204",1
"P52737_IDR_48_106",1
"P52738_IDR_61_141",1
"P52739_IDR_113_242",0.555644252188591
"P52739_IDR_562_623",0.444355747811409
"P52740_IDR_1_141",1
"P52741_IDR_1_175",1
"P52742_IDR_64_211",1
"P52746_IDR_1038_1093",0.322713032325721
"P52746_IDR_1_150",0.330679474498161
"P52746_IDR_576_1026",0.346607493176118
"P52747_IDR_172_215",1
"P52756_IDR_1_95",0.241202555098122
"P52756_IDR_387_448",0.258451097196933
"P52756_IDR_500_755",0.254297422199188
"P52756_IDR_757_790",0.246048925505757
"P52757_IDR_156_213",1
"P52797_IDR_170_238",1
"P52798_IDR_156_201",1
"P52799_IDR_167_283",1
"P52803_IDR_165_228",1
"P52815_IDR_1_59",1
"P52823_IDR_1_38",0.493467590007882
"P52823_IDR_203_247",0.506532409992119
"P52824_IDR_1_57",0.488898870664593
"P52824_IDR_264_295",0.511101129335407
"P52952_IDR_1_143",1
"P52954_IDR_1_169",0.518730193032303
"P53350_IDR_1_37",0.495453985823314
"P52954_IDR_176_281",0.481269806967697
"P53350_IDR_327_368",0.504546014176686
"P53355_IDR_715_770",1
"P53365_IDR_1_96",1
"P53367_IDR_1_113",1
"P53396_IDR_425_488",1
"P53420_IDR_1_1452",1
"P53539_IDR_1_338",1
"P53597_IDR_1_35",1
"P53621_IDR_826_904",1
"P53667_IDR_254_321",1
"P53671_IDR_244_313",1
"P53674_IDR_18_48",1
"P53701_IDR_1_99",1
"P53779_IDR_403_464",1
"P53801_IDR_126_180",0.5041165955766
"P53801_IDR_1_39",0.4958834044234
"P54219_IDR_492_525",0.504561318095517
"P54252_IDR_182_361",1
"P54253_IDR_1_568",0.488939398143476
"P54253_IDR_691_789",0.511060601856524
"P54257_IDR_1_95",0.154308970010258
"P54257_IDR_222_311",0.235247116488371
"P54257_IDR_376_489",0.278229882088149
"P54257_IDR_495_633",0.163320933565415
"P54257_IDR_637_671",0.168893097847807
"P54259_IDR_1_1095",0.472383080073564
"P54259_IDR_1132_1190",0.527616919926436
"P54274_IDR_1_65",0.482300860201118
"P54274_IDR_263_380",0.517699139798882
"P54277_IDR_341_566",0.461002823834156
"P54277_IDR_630_693",0.538997176165844
"P54278_IDR_372_609",1
"P54284_IDR_126_176",0.323343642650912
"P54284_IDR_1_38",0.322163607852242
"P54284_IDR_364_484",0.354492749496846
"P54368_IDR_20_64",1
"P55011_IDR_934_1006",0.517675343074122
"P55017_IDR_790_826",0.524927789539721
"P55017_IDR_96_133",0.475072210460279
"P55036_IDR_223_338",0.516192307543824
"P55036_IDR_341_377",0.483807692456176
"P55040_IDR_1_71",1
"P55042_IDR_1_88",1
"P55055_IDR_153_218",0.514491892280854
"P55055_IDR_1_80",0.485508107719146
"P55056_IDR_1_44",1
"P55072_IDR_767_806",1
"P55075_IDR_1_65",1
"P55081_IDR_1_439",1
"P55082_IDR_322_362",1
"P55083_IDR_1_33",1
"P55084_IDR_1_49",1
"P55089_IDR_1_84",1
"P55107_IDR_1_72",0.475336798664322
"P55107_IDR_268_372",0.524663201335678
"P55160_IDR_639_671",1
"P55285_IDR_1_49",1
"P55286_IDR_1_54",1
"P55287_IDR_1_45",1
"P55289_IDR_1_47",1
"P55316_IDR_1_179",0.517998940043879
"P55316_IDR_346_462",0.482001059956121
"P55317_IDR_1_168",0.494063535656861
"P55317_IDR_263_371",0.505936464343139
"P55318_IDR_1_114",0.491373550477203
"P55318_IDR_203_301",0.508626449522797
"P55327_IDR_131_224",0.512399673467547
"P55327_IDR_1_70",0.487600326532453
"P55347_IDR_1_55",0.333578199666634
"P55347_IDR_231_274",0.336161618049604
"P55347_IDR_319_436",0.330260182283762
"P55771_IDR_129_341",1
"P55786_IDR_1_48",1
"P55789_IDR_23_67",1
"P55808_IDR_1_180",1
"P55884_IDR_1_161",1
"P56693_IDR_1_454",1
"P56696_IDR_1_79",0.249713811209725
"P56696_IDR_377_554",0.251980612139493
"P56696_IDR_567_612",0.248961120941333
"P56696_IDR_646_695",0.249344455709449
"P56715_IDR_1023_1053",0.163718277106589
"P56715_IDR_118_149",0.168710221436219
"P56715_IDR_1189_1536",0.173155155769447
"P56715_IDR_1566_1709",0.163185645756012
"P56715_IDR_230_918",0.16966413995296
"P56715_IDR_922_1020",0.161566559978774
"P56746_IDR_186_228",1
"P56747_IDR_189_220",1
"P56748_IDR_191_225",1
"P56749_IDR_201_244",1
"P56750_IDR_190_224",1
"P56856_IDR_200_261",1
"P56880_IDR_188_219",1
"P56915_IDR_1_178",0.48402533181979
"P56915_IDR_210_257",0.51597466818021
"P57078_IDR_329_367",1
"P57081_IDR_363_412",1
"P57082_IDR_1_62",0.521058367905766
"P57082_IDR_242_515",0.478941632094234
"P57086_IDR_1_101",1
"P57087_IDR_266_298",1
"P57103_IDR_1_47",1
"P57105_IDR_102_145",1
"P57679_IDR_248_299",0.174574541301459
"P57679_IDR_52_191",0.1691471521411
"P57679_IDR_648_696",0.194561693281914
"P57679_IDR_719_992",0.461716613275527
"P57682_IDR_1_256",1
"P57723_IDR_315_403",1
"P57727_IDR_1_69",1
"P57735_IDR_181_213",1
"P57737_IDR_388_468",0.494608944116652
"P57737_IDR_862_923",0.505391055883348
"P57739_IDR_188_228",1
"P57740_IDR_1_147",1
"P58012_IDR_141_376",0.503352242277703
"P58012_IDR_1_52",0.496647757722297
"P58107_IDR_2594_2636",0.502131211189469
"P58107_IDR_3130_3164",0.497868788810531
"P58304_IDR_1_361",1
"P58317_IDR_1_38",1
"P58340_IDR_1_123",0.530679150339351
"P58340_IDR_132_268",0.469320849660649
"P58397_IDR_197_241",0.530520637118952
"P58397_IDR_999_1282",0.469479362881048
"P58417_IDR_1_81",1
"P58499_IDR_1_60",1
"P58505_IDR_1_322",1
"P58658_IDR_355_392",1
"P58743_IDR_577_618",1
"P58753_IDR_31_80",1
"P58872_IDR_1_32",1
"P58876_IDR_1_36",1
"P59025_IDR_169_200",0.506402777790444
"P59025_IDR_202_263",0.493597222209556
"P59046_IDR_90_124",1
"P59047_IDR_150_251",1
"P59190_IDR_178_208",1
"P59773_IDR_1_109",1
"P59780_IDR_149_193",1
"P59923_IDR_138_239",0.489532767160115
"P60331_IDR_1_282",1
"P60368_IDR_1_254",1
"P60369_IDR_1_221",1
"P60409_IDR_1_369",1
"P60410_IDR_1_252",1
"P60411_IDR_1_292",1
"P60412_IDR_1_296",1
"P60413_IDR_1_235",1
"P60468_IDR_1_52",1
"P60484_IDR_352_403",1
"P60606_IDR_1_31",1
"P60827_IDR_25_111",1
"P60852_IDR_185_215",0.496411899161738
"P60852_IDR_583_638",0.503588100838262
"P60880_IDR_1_147",1
"P61006_IDR_176_207",1
"P61011_IDR_436_504",1
"P61018_IDR_181_213",1
"P61020_IDR_184_215",1
"P61106_IDR_184_214",1
"P61129_IDR_1_280",0.490942541830568
"P61129_IDR_365_1171",0.509057458169432
"P61218_IDR_1_53",1
"P61244_IDR_80_160",1
"P61247_IDR_233_264",1
"P61278_IDR_1_31",0.498853978299988
"P61278_IDR_59_103",0.501146021700012
"P61812_IDR_254_312",1
"P61925_IDR_14_76",1
"P61927_IDR_1_97",1
"P61978_IDR_1_39",0.508720332913733
"P61978_IDR_276_306",0.491279667086267
"P62191_IDR_1_75",1
"P62241_IDR_1_39",1
"P62256_IDR_153_183",1
"P62266_IDR_1_39",1
"P62269_IDR_122_152",1
"P62314_IDR_84_119",1
"P62318_IDR_84_126",1
"P62324_IDR_129_171",1
"P62424_IDR_1_44",1
"P62491_IDR_182_216",1
"P62508_IDR_14_119",0.485691266583911
"P62508_IDR_195_230",0.514308733416089
"P62633_IDR_1_53",1
"P62750_IDR_1_70",1
"P78312_IDR_151_1222",1
"P78314_IDR_134_447",1
"P78316_IDR_1_420",1
"P78317_IDR_1_126",1
"P78318_IDR_281_319",1
"P78324_IDR_391_425",0.503246000725999
"P78324_IDR_435_504",0.496753999274001
"P78325_IDR_645_824",1
"P78332_IDR_1_452",0.243082919710807
"P78332_IDR_568_653",0.266278061012548
"P78332_IDR_822_948",0.231529631642682
"P78332_IDR_965_1115",0.259109387633962
"P78333_IDR_347_377",0.517116834058904
"P78333_IDR_474_572",0.482883165941096
"P78334_IDR_1_66",0.500846663905027
"P78334_IDR_369_450",0.499153336094973
"P78337_IDR_1_95",0.516860663729895
"P78337_IDR_210_311",0.483139336270105
"P78344_IDR_1_49",0.490942862113557
"P78344_IDR_332_539",0.509057137886443
"P78368_IDR_331_415",0.493502600821381
"P78369_IDR_186_228",1
"P78380_IDR_1_88",1
"P78381_IDR_1_32",0.51095004139286
"P78381_IDR_343_396",0.48904995860714
"P78396_IDR_1_202",1
"P78411_IDR_1_130",0.467241217724329
"P78411_IDR_168_483",0.532758782275671
"P78412_IDR_1_52",0.326570241547673
"P78412_IDR_207_349",0.340382698288081
"P78412_IDR_354_404",0.333047060164247
"P78413_IDR_14_64",0.507435987983868
"P78413_IDR_203_519",0.492564012016132
"P78414_IDR_1_116",0.457204310809705
"P78414_IDR_180_480",0.542795689190295
"P78415_IDR_1_145",0.501087420597644
"P78415_IDR_186_501",0.498912579402356
"P78423_IDR_94_355",1
"P78424_IDR_1_547",1
"P78426_IDR_1_164",0.496025728057172
"P80192_IDR_492_1098",0.483951153572686
"P80297_IDR_1_43",1
"P80303_IDR_1_49",0.449435329714733
"P80303_IDR_359_420",0.550564670285266
"P80404_IDR_1_36",1
"P80723_IDR_1_227",1
"P81133_IDR_345_688",1
"P81172_IDR_1_61",1
"P81274_IDR_431_494",0.236816940263791
"P81274_IDR_498_551",0.252005119051793
"P81274_IDR_553_592",0.243946530963872
"P81274_IDR_638_684",0.267231409720543
"P81277_IDR_1_41",0.474623417002994
"P81277_IDR_44_87",0.525376582997006
"P81408_IDR_1_36",0.341348333675915
"P81408_IDR_142_173",0.340297107571161
"P81408_IDR_205_668",0.318354558752924
"P81877_IDR_77_361",1
"P82094_IDR_31_503",0.495540983252298
"P84157_IDR_1_169",1
"P84243_IDR_1_41",1
"P84550_IDR_272_861",0.493121374883748
"P84550_IDR_37_73",0.506878625116252
"P85037_IDR_1_101",0.313784931309136
"P85299_IDR_1_39",0.502427353950771
"P85037_IDR_208_303",0.319790339443684
"P85037_IDR_395_733",0.36642472924718
"P85298_IDR_416_464",1
"P85299_IDR_232_358",0.497572646049229
"P86452_IDR_1_130",0.244192340450282
"P86452_IDR_187_263",0.247037603861712
"P86452_IDR_323_403",0.262823874960038
"P86452_IDR_806_858",0.245946180727968
"P86478_IDR_1_174",1
"P86479_IDR_1_174",1
"P86480_IDR_1_174",1
"P86481_IDR_1_174",1
"P86496_IDR_1_174",1
"P98073_IDR_1_38",1
"P98088_IDR_3325_3514",0.124964508309311
"P98088_IDR_4739_4776",0.125251125592266
"P98088_IDR_5101_5140",0.123746123422448
"P98088_IDR_5621_5654",0.130326781058134
"P98095_IDR_180_436",1
"P98153_IDR_453_550",1
"P98160_IDR_45_76",1
"P98161_IDR_3349_3547",0.498830595942009
"P98161_IDR_4145_4303",0.501169404057991
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.256056373955868
"P98171_IDR_398_448",0.249691524565478
"P98171_IDR_715_774",0.259001067537225
"P98171_IDR_804_946",0.235251033941429
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.484380003400693
"P98174_IDR_923_961",0.515619996599307
"P98175_IDR_1_126",0.171802822753064
"P98175_IDR_249_297",0.16359159671422
"P98175_IDR_512_560",0.163176136995021
"P98175_IDR_618_762",0.169266750120492
"P98175_IDR_766_870",0.169787995318703
"P98177_IDR_1_100",0.453702002164222
"P98175_IDR_872_907",0.162374698098501
"P98177_IDR_184_474",0.546297997835778
"Q00577_IDR_284_322",0.503619812730954
"Q00587_IDR_1_48",0.334045244782961
"Q00587_IDR_215_377",0.33852362730797
"Q00587_IDR_53_209",0.327431127909069
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.322664863074686
"Q00653_IDR_697_729",0.328300362250721
"Q00653_IDR_851_900",0.349034774674593
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.235041461613672
"Q00722_IDR_1153_1185",0.200731139110608
"Q00722_IDR_461_537",0.208168153915188
"Q00722_IDR_825_1003",0.356059245360532
"Q00839_IDR_41_281",0.538948840558247
"Q00839_IDR_678_708",0.461051159441753
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.498126277341528
"Q008S8_IDR_518_561",0.501873722658472
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.329153258253236
"Q00975_IDR_1869_2335",0.333773727304852
"Q00975_IDR_772_1120",0.337073014441912
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.334094930949771
"Q00987_IDR_209_275",0.3380796537436
"Q00987_IDR_334_431",0.327825415306629
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.375773895402768
"Q00G26_IDR_384_463",0.297222875976413
"Q00G26_IDR_50_200",0.327003228620819
"Q01101_IDR_306_366",0.330121090494148
"Q01101_IDR_374_431",0.3403933832153
"Q01105_IDR_1_39",0.482552023629655
"Q01105_IDR_238_290",0.517447976370345
"Q01113_IDR_13_47",0.490775609900604
"Q01113_IDR_338_382",0.509224390099396
"Q01118_IDR_1644_1682",0.361098930198692
"Q01118_IDR_418_462",0.322493819103507
"Q01118_IDR_776_878",0.316407250697801
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.315203888591114
"Q01167_IDR_162_257",0.320673769885516
"Q01167_IDR_346_660",0.36412234152337
"Q01196_IDR_1_47",0.507930769042809
"Q01196_IDR_330_445",0.492069230957191
"Q01201_IDR_1_52",0.334973180647641
"Q01201_IDR_403_579",0.338369971682782
"Q01201_IDR_65_121",0.326656847669576
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.440006023299121
"Q01780_IDR_135_184",0.332861087098078
"Q01780_IDR_580_659",0.304458986663148
"Q01780_IDR_662_885",0.362679926238774
"Q01804_IDR_194_241",0.241564914587647
"Q01804_IDR_319_701",0.246994749974831
"Q01804_IDR_705_862",0.242291182156568
"Q01804_IDR_864_1114",0.269149153280954
"Q01814_IDR_1151_1243",0.491659709611968
"Q01814_IDR_292_382",0.508340290388032
"Q01826_IDR_1_70",0.202235661599487
"Q01826_IDR_202_234",0.194977637639568
"Q01826_IDR_245_515",0.1943942858384
"Q01826_IDR_562_648",0.204019687225485
"Q01826_IDR_698_763",0.20437272769706
"Q01831_IDR_1_158",0.327796619266158
"Q01831_IDR_325_523",0.335630009888727
"Q01831_IDR_868_940",0.336573370845115
"Q01844_IDR_1_359",0.541969238062564
"Q01844_IDR_448_656",0.458030761937436
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.197087197226678
"Q02086_IDR_1_72",0.194285251182857
"Q02086_IDR_218_298",0.201375863332357
"Q02086_IDR_301_343",0.21058283320809
"Q02086_IDR_362_415",0.196668855050018
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.166530213629693
"Q02224_IDR_2502_2545",0.158675587732869
"Q02224_IDR_2569_2639",0.160407741355426
"Q02224_IDR_2665_2701",0.157191861459483
"Q02224_IDR_360_548",0.357194595822529
"Q02241_IDR_443_498",0.330985666471995
"Q02241_IDR_657_769",0.331195754500993
"Q02241_IDR_783_815",0.337818579027012
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.332261488287102
"Q02297_IDR_215_247",0.332795161171655
"Q02509_IDR_193_255",0.512601821130289
"Q02509_IDR_411_477",0.487398178869711
"Q02535_IDR_1_37",0.496229821859343
"Q02535_IDR_87_119",0.503770178140657
"Q02539_IDR_111_215",0.50105082430477
"Q02539_IDR_1_40",0.49894917569523
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.316329264868043
"Q02641_IDR_1_78",0.324522600279116
"Q02641_IDR_415_598",0.359148134852841
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.439699645725958
"Q03164_IDR_1_1392",0.192368517783051
"Q03164_IDR_1665_1704",0.190403096952856
"Q03164_IDR_1809_1860",0.190832425507125
"Q03164_IDR_2100_2174",0.187121402329321
"Q03164_IDR_2180_3663",0.239274557427647
"Q03167_IDR_757_807",0.502334649019421
"Q03167_IDR_811_851",0.497665350980579
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.512816891168337
"Q03181_IDR_1_69",0.487183108831663
"Q03188_IDR_323_742",0.335792661823734
"Q03188_IDR_47_304",0.333947651888015
"Q03188_IDR_778_815",0.330259686288251
"Q03252_IDR_1_45",0.331930532657138
"Q03252_IDR_404_469",0.331472036639737
"Q03252_IDR_583_616",0.336597430703124
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.190645598326212
"Q03468_IDR_1_91",0.199369883219842
"Q03989_IDR_147_496",0.480789683144292
"Q03989_IDR_1_56",0.519210316855708
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.493115799981532
"Q04323_IDR_43_95",0.506884200018468
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.641982887279415
"Q04637_IDR_993_1236",0.358017112720585
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.517350879228377
"Q04671_IDR_130_199",0.482649120771623
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.472024377576154
"Q04721_IDR_2426_2469",0.527975622423846
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.490018343521374
"Q04725_IDR_97_345",0.509981656478627
"Q04726_IDR_113_361",0.493284214171418
"Q04726_IDR_45_87",0.506715785828582
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.515797595076299
"Q05066_IDR_1_59",0.484202404923701
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.337327249319368
"Q05086_IDR_389_423",0.334554420328077
"Q05086_IDR_81_123",0.328118330352555
"Q05193_IDR_498_651",0.506255351865374
"Q05193_IDR_748_864",0.493744648134627
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.508833706346999
"Q05215_IDR_545_589",0.491166293653001
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.297925913977799
"Q05397_IDR_689_730",0.38729886885641
"Q05397_IDR_763_920",0.314775217165791
"Q05469_IDR_1_297",0.589047432391629
"Q05469_IDR_822_934",0.410952567608371
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.48647688999564
"Q05940_IDR_53_125",0.51352311000436
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.327519618757423
"Q05BQ5_IDR_562_628",0.336901599117618
"Q05BQ5_IDR_77_135",0.335578782124959
"Q05BV3_IDR_1277_1357",0.490831726988207
"Q05BV3_IDR_600_671",0.509168273011793
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.323519386136045
"Q05D60_IDR_39_252",0.379215378497998
"Q05D60_IDR_397_564",0.297265235365957
"Q05DH4_IDR_527_846",0.517123184219358
"Q05DH4_IDR_948_995",0.482876815780642
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.46902633067326
"Q06190_IDR_258_706",0.53097366932674
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.480652569102807
"Q06418_IDR_856_890",0.519347430897193
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.492496738385311
"Q06710_IDR_383_450",0.507503261614689
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.476779504844181
"Q06787_IDR_409_632",0.523220495155819
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.320819527390386
"Q06945_IDR_1_65",0.329338382535114
"Q06945_IDR_72_114",0.3498420900745
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.418556349522085
"Q07065_IDR_372_483",0.581443650477915
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.310798057335132
"Q07157_IDR_271_396",0.337936244678257
"Q07157_IDR_806_1627",0.351265697986611
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.516194907618485
"Q07864_IDR_1935_1971",0.483805092381515
"Q07869_IDR_166_207",0.535737633076442
"Q07869_IDR_1_96",0.464262366923558
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.3369203360901
"Q07912_IDR_573_957",0.326294809326723
"Q07912_IDR_73_113",0.336784854583177
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.251716020287576
"Q08050_IDR_1_54",0.24977187720343
"Q08050_IDR_315_621",0.255751858565826
"Q08050_IDR_684_715",0.242760243943168
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.48789672183227
"Q08397_IDR_232_307",0.526726623435849
"Q08397_IDR_78_177",0.473273376564151
"Q08462_IDR_1_33",0.51300276528497
"Q08462_IDR_468_548",0.486997234715029
"Q08493_IDR_1_304",0.520844021472294
"Q08493_IDR_663_712",0.479155978527706
"Q08495_IDR_35_327",1
