"","GO0003779_actin_binding"
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.334824231257849
"Q13107_IDR_637_699",0.32546927277642
"Q13107_IDR_925_963",0.339706495965731
"Q13111_IDR_1_117",0.183859951306386
"Q13111_IDR_120_464",0.248542162769598
"Q13111_IDR_516_551",0.182841708450629
"Q13111_IDR_605_656",0.187861009840329
"Q13111_IDR_831_956",0.196895167633059
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.49178332698443
"Q13113_IDR_56_114",0.50821667301557
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.495916030317466
"Q13117_IDR_453_538",0.504083969682534
"Q13118_IDR_1_365",0.559471119943718
"Q13118_IDR_450_480",0.440528880056282
"Q13123_IDR_1_135",0.508818496954084
"Q13123_IDR_293_479",0.491181503045916
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.321433479515718
"Q13144_IDR_455_490",0.328338296028098
"Q13144_IDR_501_548",0.350228224456183
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.500420092948183
"Q13148_IDR_338_414",0.499579907051817
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.519037819394349
"Q13153_IDR_1_72",0.480962180605651
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.520655476553623
"Q13164_IDR_393_725",0.479344523446377
"Q13177_IDR_133_226",0.504816546264833
"Q13177_IDR_1_72",0.495183453735167
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.507729348499481
"Q13190_IDR_180_269",0.492270651500519
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.501795644157741
"Q13200_IDR_620_666",0.498204355842259
"Q13201_IDR_15_207",0.351115720443358
"Q13201_IDR_276_386",0.318241554819003
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.517487733113192
"Q13224_IDR_873_1330",0.482512266886808
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.243231733160637
"Q13233_IDR_397_442",0.248383993437285
"Q13233_IDR_497_545",0.243014567217021
"Q13233_IDR_872_1236",0.265369706185057
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.491791959357688
"Q13263_IDR_416_624",0.508208040642312
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.334177613411697
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.511048274936109
"Q13342_IDR_145_586",0.488951725063891
"Q13351_IDR_33_77",0.500718246338784
"Q13351_IDR_81_274",0.499281753661216
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.462043573030054
"Q13356_IDR_449_482",0.537956426969946
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.502681001870197
"Q13361_IDR_1_81",0.497318998129803
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.32006304981847
"Q13367_IDR_255_295",0.345198624485399
"Q13367_IDR_649_845",0.334738325696131
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.307972430322723
"Q13370_IDR_271_657",0.347322772269027
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.332782462319476
"Q13433_IDR_444_589",0.336719479388501
"Q13433_IDR_93_260",0.330498058292023
"Q13435_IDR_1_54",0.193942531438246
"Q13435_IDR_398_455",0.205690901588338
"Q13435_IDR_59_366",0.205380824266206
"Q13435_IDR_690_780",0.205626521433012
"Q13435_IDR_832_895",0.189359221274198
"Q13438_IDR_262_368",0.328702000826595
"Q13438_IDR_370_500",0.345558834373729
"Q13438_IDR_503_540",0.325739164799676
"Q13439_IDR_1_292",0.268983854338927
"Q13439_IDR_1683_1728",0.247907594740867
"Q13439_IDR_1875_1912",0.249171468350569
"Q13439_IDR_2067_2187",0.233937082569637
"Q13442_IDR_1_118",0.519231852952253
"Q13442_IDR_135_181",0.480768147047747
"Q13443_IDR_1_36",0.457075487370278
"Q13443_IDR_728_819",0.542924512629722
"Q13474_IDR_1_73",0.334192893987192
"Q13474_IDR_733_842",0.337676885861969
"Q13474_IDR_873_957",0.328130220150838
"Q13477_IDR_156_203",0.526043677159179
"Q13477_IDR_211_332",0.473956322840821
"Q13480_IDR_120_286",0.486146442952747
"Q13480_IDR_288_621",0.513853557047253
"Q13487_IDR_130_200",0.498205830636463
"Q13487_IDR_264_304",0.501794169363537
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.490842926949232
"Q13489_IDR_340_377",0.509157073050768
"Q13490_IDR_118_178",0.336816514880089
"Q13490_IDR_1_39",0.326275866403754
"Q13490_IDR_351_392",0.336907618716157
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.496546938423325
"Q13496_IDR_571_603",0.503453061576675
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.4915371510174
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.322097657586939
"Q13563_IDR_785_832",0.331065446700539
"Q13563_IDR_869_968",0.346836895712522
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.535217584887248
"Q13569_IDR_319_410",0.464782415112752
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.509924677306313
"Q13573_IDR_307_402",0.490075322693687
"Q13574_IDR_1_235",0.537812198201564
"Q13574_IDR_945_1011",0.462187801798436
"Q13585_IDR_326_438",0.497836395923807
"Q13585_IDR_456_585",0.502163604076193
"Q13586_IDR_1_45",0.476497425730831
"Q13586_IDR_462_685",0.523502574269169
"Q13595_IDR_1_116",0.527982545787067
"Q13595_IDR_198_282",0.472017454212933
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.246640961093966
"Q13621_IDR_1_57",0.250666482533254
"Q13621_IDR_64_94",0.24063133910114
"Q13621_IDR_833_901",0.26206121727164
"Q13627_IDR_1_89",0.503963011828506
"Q13627_IDR_482_746",0.496036988171494
"Q13634_IDR_1_46",0.47750254637972
"Q13634_IDR_678_708",0.52249745362028
"Q13635_IDR_1186_1248",0.248130142887683
"Q13635_IDR_1266_1360",0.243369500862724
"Q13635_IDR_1_47",0.249054798181686
"Q13635_IDR_679_721",0.259445558067907
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.224403215046459
"Q13671_IDR_188_219",0.241512844140735
"Q13671_IDR_231_351",0.308753299777247
"Q13671_IDR_708_783",0.225330641035559
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.354129581608768
"Q13698_IDR_1836_1873",0.314888722436309
"Q13698_IDR_669_758",0.330981695954923
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.335311430935577
"Q13761_IDR_283_332",0.337265846627567
"Q13761_IDR_347_408",0.327422722436856
"Q86U44_IDR_164_243",0.480321321460876
"Q86U44_IDR_1_73",0.519678678539124
"Q86U70_IDR_1_61",0.466421177828307
"Q86U70_IDR_260_411",0.533578822171693
"Q86U86_IDR_1100_1133",0.120125928400368
"Q86U86_IDR_1264_1397",0.131424766991312
"Q86U86_IDR_1400_1461",0.122359772995794
"Q86U86_IDR_1_43",0.141291336893938
"Q86U86_IDR_1509_1589",0.114820140543749
"Q86U86_IDR_294_379",0.112387966390513
"Q86U86_IDR_487_517",0.129290017659913
"Q86U86_IDR_904_941",0.128300070124414
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.509224505622334
"Q86UA1_IDR_602_634",0.490775494377665
"Q86UB2_IDR_1_33",0.242350030751132
"Q86UB2_IDR_150_181",0.265551717583713
"Q86UB2_IDR_433_503",0.257850627052669
"Q86UB2_IDR_85_134",0.234247624612487
"Q86UK5_IDR_1161_1260",0.146490251456675
"Q86UK5_IDR_966_1098",0.143255526982067
"Q86UL3_IDR_1_33",0.493018127749959
"Q86UL3_IDR_62_106",0.506981872250041
"Q86UL8_IDR_1013_1128",0.197917094447035
"Q86UL8_IDR_1231_1455",0.173028741525441
"Q86UL8_IDR_206_301",0.16875093582839
"Q86UL8_IDR_554_598",0.158076426858057
"Q86UL8_IDR_688_763",0.151297582235081
"Q86UL8_IDR_869_906",0.150929219105997
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.319419545947423
"Q86UP2_IDR_1_639",0.350952950798454
"Q86UP2_IDR_836_1001",0.329627503254123
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.650298666086167
"Q86UU1_IDR_726_1194",0.349701333913833
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.45626316438499
"Q86UV5_IDR_874_942",0.54373683561501
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.163372374160628
"Q86UW6_IDR_1437_1490",0.170829870415854
"Q86UW6_IDR_1_44",0.170433581363397
"Q86UW6_IDR_1574_1613",0.173751516200391
"Q86UW6_IDR_586_1012",0.160963748403308
"Q86UW6_IDR_95_311",0.160648909456423
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.348498195345548
"Q86UX6_IDR_391_435",0.332484671251039
"Q86UX6_IDR_438_486",0.319017133403413
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.497700620267443
"Q86UZ6_IDR_506_584",0.502299379732557
"Q86V15_IDR_127_339",0.153750355109237
"Q86V15_IDR_380_456",0.141895078229206
"Q86V15_IDR_47_89",0.144241408928092
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.337811723225646
"Q86V59_IDR_212_374",0.324874532161509
"Q86V59_IDR_379_439",0.337313744612845
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.512824170870735
"Q86V87_IDR_487_536",0.487175829129265
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.485402867465562
"Q86VD1_IDR_516_812",0.514597132534438
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.331069294892521
"Q86VH2_IDR_1186_1401",0.339077033814469
"Q86VH2_IDR_342_1012",0.329853671293011
"Q86VH4_IDR_341_481",0.504099698810574
"Q86VH4_IDR_540_590",0.495900301189426
"Q86VH5_IDR_342_477",0.499619660774213
"Q86VH5_IDR_543_581",0.500380339225787
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.32932443662621
"Q86VR2_IDR_232_466",0.50171788821371
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.336314762873183
"Q86VS8_IDR_388_489",0.334748374126511
"Q86VS8_IDR_643_718",0.328936863000306
"Q86VV4_IDR_1_38",0.347365256733416
"Q13769_IDR_1_47",0.477957858160189
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.319583505577108
"Q13887_IDR_1_82",0.331155306472762
"Q13887_IDR_211_368",0.34926118795013
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.404688652968447
"Q13905_IDR_211_671",0.595311347031553
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.501188651517552
"Q13950_IDR_459_514",0.498811348482448
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.332034260657618
"Q14003_IDR_203_265",0.327981147551994
"Q14003_IDR_554_702",0.339984591790388
"Q14004_IDR_1000_1399",0.478290482200277
"Q14004_IDR_1_694",0.521709517799723
"Q14005_IDR_1_207",0.309692268068691
"Q14005_IDR_306_346",0.33218242391874
"Q14005_IDR_444_1080",0.358125308012569
"Q14008_IDR_1078_1157",0.137881218745665
"Q14008_IDR_225_263",0.146359130591464
"Q14008_IDR_496_592",0.142611682409397
"Q14008_IDR_815_847",0.14353885069081
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.517929962910914
"Q14094_IDR_344_377",0.482070037089086
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.498460761771821
"Q14114_IDR_739_819",0.501539238228179
"Q14118_IDR_305_493",0.367998715493169
"Q14118_IDR_719_749",0.302069726398614
"Q14118_IDR_806_895",0.329931558108217
"Q14119_IDR_1_231",0.483887587639189
"Q14119_IDR_267_373",0.516112412360811
"Q14123_IDR_456_512",0.451121787532348
"Q14123_IDR_523_709",0.548878212467652
"Q14126_IDR_1056_1118",0.500027057492822
"Q14126_IDR_848_900",0.499972942507178
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.48995726582051
"Q14159_IDR_103_258",0.49269971742107
"Q14159_IDR_1_100",0.50730028257893
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.496276111031279
"Q14186_IDR_349_410",0.503723888968721
"Q14188_IDR_355_446",0.494475786346226
"Q14188_IDR_39_129",0.505524213653774
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.505636653054385
"Q14191_IDR_303_528",0.494363346945615
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.508588840215371
"Q14320_IDR_62_167",0.491411159784629
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.460455312283984
"Q14332_IDR_152_196",0.539544687716016
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.335643313532327
"Q14432_IDR_1092_1141",0.345899879639452
"Q14432_IDR_262_664",0.318456806828221
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.493405636078236
"Q14444_IDR_247_709",0.506594363921764
"Q14449_IDR_1_104",0.477513354214718
"Q14449_IDR_355_432",0.522486645785282
"Q14451_IDR_1_98",0.47008826808594
"Q14451_IDR_354_427",0.52991173191406
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.525838448163197
"Q14527_IDR_1_53",0.242561899764615
"Q14527_IDR_172_204",0.257542385464431
"Q14527_IDR_321_394",0.239355762695617
"Q14527_IDR_397_473",0.260539952075337
"Q14532_IDR_1_51",0.491076668167505
"Q14532_IDR_405_448",0.508923331832495
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.502644765134874
"Q14541_IDR_86_131",0.497355234865126
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.231339887822206
"Q14562_IDR_151_260",0.2875433352201
"Q14562_IDR_328_405",0.24659839335297
"Q14562_IDR_95_148",0.234518383604724
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.338870353360612
"Q14571_IDR_926_964",0.3324597189372
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.203724613406441
"Q14643_IDR_1707_1737",0.20247393187926
"Q14643_IDR_1756_1796",0.215775055359046
"Q14643_IDR_1886_1966",0.190845040224
"Q14643_IDR_911_975",0.187181359131252
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.331187725619519
"Q14667_IDR_2035_2109",0.341270209237656
"Q14667_IDR_2183_2235",0.327542065142825
"Q14669_IDR_1_408",0.52566926753495
"Q14669_IDR_938_1083",0.47433073246505
"Q14671_IDR_17_558",0.198811533080504
"Q14671_IDR_570_646",0.194029463640547
"Q14671_IDR_663_727",0.20422330324569
"Q14671_IDR_740_779",0.201635136889792
"Q14690_IDR_1401_1585",0.55399321262241
"Q14690_IDR_1_68",0.44600678737759
"Q14692_IDR_1222_1282",0.251429008978921
"Q14692_IDR_1_47",0.25563539541606
"Q14692_IDR_397_744",0.246184334976044
"Q14692_IDR_762_844",0.246751260628975
"Q14693_IDR_105_457",0.542503042001472
"Q14693_IDR_559_621",0.457496957998528
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.481035455418107
"Q14696_IDR_193_234",0.518964544581893
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.485963145342854
"Q14699_IDR_435_578",0.514036854657146
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.536018694053421
"Q14738_IDR_518_574",0.463981305946578
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.485648393347949
"Q14761_IDR_92_188",0.514351606652051
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.324823529856894
"Q14766_IDR_212_328",0.328345389202706
"Q14766_IDR_758_817",0.3468310809404
"Q14767_IDR_233_296",0.505408093778662
"Q14767_IDR_45_165",0.494591906221338
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.497643893656794
"Q14774_IDR_53_173",0.502356106343206
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.123110363616132
"Q14789_IDR_1442_1474",0.128131302794967
"Q14789_IDR_1584_1873",0.129434449613165
"Q14789_IDR_205_718",0.118377755192066
"Q14789_IDR_2763_2798",0.123994605925259
"Q14789_IDR_871_1329",0.133174372575388
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.319810222059297
"Q14865_IDR_243_323",0.332353497070127
"Q14865_IDR_410_1030",0.347836280870576
"Q14872_IDR_1_169",0.308169811540778
"Q14872_IDR_232_558",0.312626469603246
"Q14872_IDR_639_714",0.379203718855976
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.5328075629083
"Q14934_IDR_691_872",0.4671924370917
"Q14938_IDR_188_221",0.330485122608747
"Q14938_IDR_223_406",0.348132356672012
"Q14938_IDR_410_502",0.321382520719241
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.234354233717316
"Q14966_IDR_1_906",0.300728060966898
"Q14966_IDR_1939_1978",0.235166230069522
"Q14966_IDR_939_1024",0.229751475246263
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.491513337805178
"Q14BN4_IDR_292_527",0.244345933565372
"Q14BN4_IDR_537_567",0.260233835068212
"Q14BN4_IDR_679_734",0.249103520352071
"Q14BN4_IDR_797_828",0.246316711014344
"Q14C86_IDR_445_514",0.491809597311466
"Q14C86_IDR_521_1117",0.508190402688534
"Q14C87_IDR_800_911",0.493137888735141
"Q14C87_IDR_944_1069",0.506862111264859
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.478869055324578
"Q14CN4_IDR_455_511",0.521130944675422
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.486167902890246
"Q14CW9_IDR_51_84",0.513832097109754
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.323177669733745
"Q15020_IDR_583_694",0.369907285937758
"Q15020_IDR_879_950",0.306915044328496
"Q15021_IDR_1296_1401",0.380983884385429
"Q15021_IDR_547_611",0.299200578949815
"Q15021_IDR_953_988",0.319815536664756
"Q15022_IDR_1_78",0.321241418359386
"Q15022_IDR_366_423",0.362449681939723
"Q15022_IDR_689_739",0.316308899700892
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.476295619321842
"Q15027_IDR_524_568",0.523704380678158
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.321134941911219
"Q15032_IDR_259_640",0.309503917457511
"Q15032_IDR_761_979",0.36936114063127
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.269580026948746
"Q15059_IDR_417_570",0.25965779577301
"Q15059_IDR_641_726",0.228743965093914
"Q15061_IDR_409_458",0.490440191135675
"Q15061_IDR_600_677",0.509559808864325
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.310745072988265
"Q15111_IDR_1_103",0.366546122242427
"Q15111_IDR_545_575",0.322708804769307
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.338181733637529
"Q15139_IDR_196_252",0.322755010199894
"Q15139_IDR_329_419",0.339063256162578
"Q15147_IDR_456_556",0.497547393703275
"Q15147_IDR_839_1103",0.502452606296725
"Q15291_IDR_408_538",0.49808097032842
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.505225607004631
"Q15303_IDR_990_1150",0.494774392995369
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.517324853395471
"Q15311_IDR_378_655",0.482675146604529
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.467807651552811
"Q15329_IDR_233_311",0.532192348447189
"Q15334_IDR_645_719",0.497687909269387
"Q15334_IDR_955_1064",0.502312090730613
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.380038115500155
"Q15361_IDR_129_499",0.316792449965527
"Q15361_IDR_868_905",0.303169434534318
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.488515680493793
"Q15431_IDR_706_946",0.511484319506207
"Q15434_IDR_1_53",0.50835560203627
"Q15434_IDR_370_407",0.49164439796373
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.244478541715398
"Q15459_IDR_1_37",0.249246595556527
"Q15459_IDR_316_406",0.251821229438765
"Q15459_IDR_532_689",0.25445363328931
"Q15464_IDR_1_187",0.530217812782267
"Q15464_IDR_189_387",0.469782187217733
"Q15465_IDR_1_41",0.491657809664911
"Q15465_IDR_395_427",0.508342190335089
"Q15468_IDR_1074_1270",0.496530418662678
"Q15468_IDR_372_1067",0.503469581337322
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.5325840289543
"Q15596_IDR_376_1433",0.4674159710457
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.486092783911337
"Q155Q3_IDR_460_598",0.513907216088663
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.516710650166516
"Q15633_IDR_230_260",0.483289349833484
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.47616995819244
"Q15642_IDR_472_538",0.52383004180756
"Q15643_IDR_1175_1215",0.122845897697191
"Q15643_IDR_1224_1360",0.12803467202286
"Q15643_IDR_1_422",0.121225649386908
"Q15643_IDR_1814_1950",0.123512164814875
"Q15643_IDR_437_468",0.124100547407469
"Q15643_IDR_590_642",0.127036996344622
"Q15643_IDR_836_899",0.128727473215807
"Q15643_IDR_970_1011",0.124516599110269
"Q15699_IDR_153_225",0.332792595072699
"Q15699_IDR_228_326",0.369199355079701
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.506224774684045
"Q15723_IDR_302_434",0.493775225315955
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.508758279101898
"Q15735_IDR_842_1006",0.491241720898102
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.365794115725945
"Q15742_IDR_1_35",0.325363178649524
"Q15742_IDR_354_525",0.308842705624532
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.194459653544147
"Q15746_IDR_1767_1803",0.212221726980235
"Q15746_IDR_257_333",0.184816203041554
"Q15746_IDR_367_408",0.194324259660763
"Q15746_IDR_920_1094",0.214178156773301
"Q15784_IDR_194_382",0.514891801676018
"Q15788_IDR_1_33",0.482931543930498
"Q15788_IDR_368_1392",0.517068456069502
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.264409283143086
"Q15811_IDR_312_380",0.240872283681184
"Q15811_IDR_660_737",0.262625644976816
"Q15811_IDR_808_910",0.232092788198914
"Q15814_IDR_138_177",0.534548780774186
"Q15814_IDR_1_55",0.465451219225814
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.496146649182304
"Q15842_IDR_361_424",0.503853350817696
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.461487544583769
"Q15849_IDR_443_550",0.538512455416231
"Q15911_IDR_1046_1087",0.091403732625264
"Q15911_IDR_1107_1958",0.0838557601763614
"Q15911_IDR_1961_2643",0.114592347641498
"Q15911_IDR_2690_2728",0.0887909598580962
"Q15911_IDR_2741_2948",0.0850750647326202
"Q15911_IDR_2998_3465",0.0908130316879509
"Q15911_IDR_345_949",0.0805198602806574
"Q15911_IDR_3468_3703",0.0966060707693751
"Q15911_IDR_951_1039",0.0923086707109715
"Q15915_IDR_1_165",0.497346674272252
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.4880456480011
"Q16322_IDR_469_511",0.5119543519989
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.491066277702913
"Q16352_IDR_413_499",0.508933722297087
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.249829570849439
"Q16512_IDR_345_386",0.244603529036616
"Q16512_IDR_525_608",0.262274004287011
"Q16512_IDR_96_167",0.243292895826935
"Q16513_IDR_109_169",0.318821665098394
"Q16513_IDR_486_516",0.336072391722053
"Q16513_IDR_523_649",0.345105943179553
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.498721655903573
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.500196317309118
"Q16572_IDR_68_118",0.499803682690882
"Q16584_IDR_1_40",0.43057415203336
"Q16584_IDR_414_847",0.56942584796664
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.503807624245958
"Q16587_IDR_96_245",0.496192375754042
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
