"","GO0006366_transcription_by_RNA_polymerase_II"
"Q9BZC1_IDR_282_354",0.542528102957615
"Q9BZC7_IDR_1324_1424",0.331314011093317
"Q9BZC7_IDR_2367_2417",0.324600571905854
"Q9BZC7_IDR_350_398",0.344085417000829
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.363052651137029
"Q9BZF1_IDR_273_402",0.337051481979705
"Q9BZF1_IDR_771_877",0.299895866883266
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.303803669536185
"Q9BZF3_IDR_184_278",0.256239459985456
"Q9BZF3_IDR_281_381",0.210881519853978
"Q9BZF3_IDR_395_553",0.22907535062438
"Q9BZF9_IDR_257_631",0.496701864530913
"Q9BZF9_IDR_656_706",0.503298135469087
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.479078654913684
"Q9BZG8_IDR_398_443",0.520921345086316
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.558414416876587
"Q9BZI7_IDR_209_483",0.441585583123413
"Q9BZJ0_IDR_152_183",0.485862261246603
"Q9BZJ0_IDR_83_118",0.514137738753397
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.523321506691437
"Q9BZS1_IDR_244_309",0.476678493308563
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.478025295434068
"Q9BZV2_IDR_466_496",0.521974704565932
"Q9BZV3_IDR_169_236",0.371314634123387
"Q9BZV3_IDR_35_74",0.324222360990781
"Q9BZV3_IDR_393_835",0.304463004885832
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.314880917432809
"Q9BZW7_IDR_60_90",0.330407065532947
"Q9BZW7_IDR_625_698",0.354712017034244
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.652177530159983
"Q9C0A1_IDR_1_106",0.0843455327979841
"Q9C0A1_IDR_1645_2065",0.126786105949069
"Q9C0A1_IDR_2122_2338",0.126066096435151
"Q9C0A1_IDR_2395_2439",0.0769160096927024
"Q9C0A1_IDR_2517_2572",0.100164040794634
"Q9C0A1_IDR_295_822",0.180831900107531
"Q9C0A1_IDR_824_869",0.0900534810473955
"Q9C0A1_IDR_878_1639",0.214836833175533
"Q9C0A6_IDR_119_205",0.24873100923203
"Q9C0A6_IDR_15_45",0.302208313862921
"Q9C0A6_IDR_406_1442",0.449060676905049
"Q9C0B0_IDR_150_208",0.283052164864614
"Q9C0B0_IDR_222_293",0.292248290690235
"Q9C0B0_IDR_295_654",0.424699544445151
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.215325216099512
"Q9C0B2_IDR_1_79",0.241972217700123
"Q9C0B2_IDR_359_488",0.295557455095752
"Q9C0B2_IDR_662_730",0.247145111104613
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.248982792962324
"Q9C0D4_IDR_368_670",0.281607264908613
"Q9C0D4_IDR_676_912",0.235287629932594
"Q9C0D5_IDR_1_358",0.368304966703547
"Q9C0D5_IDR_1422_1861",0.425732733639722
"Q9C0D5_IDR_434_488",0.205962299656732
"Q9C0D6_IDR_1_94",0.661291956598044
"Q9C0D6_IDR_470_1143",0.338708043401956
"Q9C0D7_IDR_204_236",0.222105755013469
"Q9C0D7_IDR_404_774",0.361508726972628
"Q9C0D7_IDR_51_160",0.416385518013903
"Q9C0E4_IDR_1_38",0.361515128661755
"Q9C0E4_IDR_339_444",0.354469074920407
"Q9C0E4_IDR_740_932",0.284015796417838
"Q9C0E8_IDR_142_248",0.508500169468746
"Q9C0E8_IDR_308_428",0.491499830531254
"Q9C0F0_IDR_1_35",0.156742514140123
"Q9C0F0_IDR_320_2208",0.589316784940314
"Q9C0F0_IDR_74_318",0.253940700919563
"Q9C0F1_IDR_124_237",0.604716524715624
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.545583954021856
"Q9C0K7_IDR_298_335",0.454416045978145
"Q9GZM5_IDR_305_350",0.441486933222557
"Q9GZM5_IDR_40_106",0.558513066777443
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.521524168020773
"Q9GZN6_IDR_689_736",0.478475831979227
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.229729175925723
"Q9GZR1_IDR_37_438",0.203551051178442
"Q9GZR1_IDR_599_644",0.236219878592303
"Q9GZR1_IDR_779_966",0.330499894303532
"Q9GZR2_IDR_1_69",0.495251559016008
"Q9GZV5_IDR_153_357",0.645598468009088
"Q9GZV5_IDR_57_121",0.354401531990912
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.459864162776898
"Q9GZY6_IDR_145_243",0.540135837223102
"Q9GZY8_IDR_1_84",0.418182954835659
"Q9GZY8_IDR_87_301",0.581817045164341
"Q9GZZ0_IDR_1_275",0.506796637513818
"Q9GZZ0_IDR_279_328",0.493203362486182
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.471426861037326
"Q9H000_IDR_46_169",0.528573138962674
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.239136737552597
"Q9H089_IDR_247_358",0.257432965679875
"Q9H089_IDR_565_596",0.257524058548995
"Q9H089_IDR_599_658",0.245906238218533
"Q9H091_IDR_112_198",0.499229571217578
"Q9H091_IDR_701_742",0.500770428782422
"Q9H093_IDR_1_49",0.634643329353744
"Q9H093_IDR_308_559",0.365356670646256
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.477274510669946
"Q9H095_IDR_84_144",0.522725489330054
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.488376974212613
"Q9H0B6_IDR_590_622",0.511623025787387
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.459010593883931
"Q9H0C3_IDR_471_514",0.540989406116069
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.215107553365461
"Q9H0D2_IDR_1_216",0.293426855811803
"Q9H0D2_IDR_1300_1346",0.264006326968482
"Q9H0D2_IDR_221_975",0.227459263854253
"Q9H0D6_IDR_414_507",0.34164738484415
"Q9H0D6_IDR_859_950",0.65835261515585
"Q9H0F6_IDR_305_350",0.480821377485615
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.428127960011349
"Q9H0H5_IDR_548_623",0.571872039988651
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.55562063011543
"Q9H0I3_IDR_52_100",0.44437936988457
"Q9H0J4_IDR_1_59",0.306970144241638
"Q9H0J4_IDR_1608_1663",0.332575931298019
"Q9H0J4_IDR_61_1217",0.360453924460343
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.417625501591287
"Q9H0K4_IDR_365_420",0.303455337880017
"Q9H0K4_IDR_561_594",0.278919160528696
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.411380699550027
"Q9H0M0_IDR_415_454",0.588619300449973
"Q9H0M4_IDR_1_248",0.527837539677288
"Q9H0M4_IDR_431_637",0.472162460322712
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.320901670430874
"Q9H116_IDR_131_316",0.430330688727123
"Q9H116_IDR_611_681",0.569669311272877
"Q9H147_IDR_134_183",0.453560365894727
"Q9H147_IDR_1_60",0.546439634105273
"Q9H156_IDR_266_320",0.480754632756663
"Q9H156_IDR_647_743",0.519245367243336
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.479890397140391
"Q9H1B7_IDR_511_708",0.70198258617574
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.492594869870691
"Q9H1C4_IDR_521_597",0.507405130129309
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.485511103662828
"Q9H1D0_IDR_692_760",0.514488896337172
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.653789044008932
"Q9H1H9_IDR_547_577",0.346210955991068
"Q9H1I8_IDR_408_465",0.558482834455467
"Q9H1I8_IDR_509_757",0.441517165544533
"Q9H1J1_IDR_1_65",0.556918946433591
"Q9H1J1_IDR_225_476",0.443081053566409
"Q9H1K0_IDR_206_246",0.286750354434705
"Q9H1K0_IDR_379_468",0.416422389207675
"Q9H211_IDR_1_170",0.312133825769902
"Q9H211_IDR_369_432",0.687866174230098
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.469444217610714
"Q9H252_IDR_717_960",0.530555782389286
"Q9H254_IDR_2119_2153",0.34222061889919
"Q9H254_IDR_2174_2437",0.382922180706497
"Q9H254_IDR_2529_2564",0.274857200394314
"Q9H257_IDR_166_283",0.543120626974699
"Q9H257_IDR_341_536",0.456879373025301
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.367622768017144
"Q9H2A3_IDR_175_272",0.632377231982856
"Q9H2A7_IDR_103_238",0.534315388661503
"Q9H2A7_IDR_1_33",0.465684611338497
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.482530831308282
"Q9H2K0_IDR_245_278",0.495918564795525
"Q9H2K0_IDR_27_77",0.504081435204475
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.568968994824195
"Q9H2K8_IDR_558_595",0.431031005175805
"Q9H2P0_IDR_132_163",0.206659436501656
"Q9H2P0_IDR_194_449",0.338150141081895
"Q9H2P0_IDR_690_745",0.222580764652447
"Q9H2P0_IDR_841_1102",0.232609657764001
"Q9H2S1_IDR_1_67",0.317054672396277
"Q9H2S1_IDR_535_579",0.341823370173781
"Q9H2S1_IDR_69_118",0.341121957429942
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.513229499659999
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.416111684921197
"Q9H329_IDR_369_900",0.583888315078803
"Q9H330_IDR_1_45",0.336449507676583
"Q9H330_IDR_236_354",0.3352842969114
"Q9H330_IDR_846_879",0.328266195412016
"Q9H334_IDR_1_297",0.341358571946727
"Q9H334_IDR_357_442",0.287471021003668
"Q9H334_IDR_543_677",0.371170407049605
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.542145484794091
"Q9H347_IDR_94_172",0.45785451520591
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.363346635575155
"Q9H3D4_IDR_351_399",0.287112381991226
"Q9H3D4_IDR_428_542",0.349540982433619
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.333025790068593
"Q9H3S1_IDR_645_678",0.337809698716944
"Q9H3S1_IDR_709_761",0.329164511214463
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.146207588018238
"Q9H3S7_IDR_1589_1620",0.138267094204793
"Q9H3S7_IDR_705_784",0.10371857226184
"Q9H3S7_IDR_851_926",0.283277075974579
"Q9H3S7_IDR_928_1158",0.32852966954055
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.520870425787826
"Q9H3Y8_IDR_61_114",0.479129574212174
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.174676846714486
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.582823390148941
"Q9H4D0_IDR_888_945",0.417176609851059
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.606455970787112
"Q9H4G0_IDR_391_881",0.393544029212888
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.52895697398899
"Q9H4I0_IDR_98_298",0.47104302601101
"Q9H4I2_IDR_1_139",0.174146255474475
"Q9H4I2_IDR_154_350",0.204903090563559
"Q9H4I2_IDR_354_541",0.149000068968067
"Q9H4I2_IDR_543_622",0.236529268679176
"Q9H4I2_IDR_664_771",0.105317927492196
"Q9H4I2_IDR_888_956",0.130103388822527
"Q9H4Z2_IDR_171_244",0.292526845576092
"Q9H4Z2_IDR_248_459",0.195090644239575
"Q9H4Z2_IDR_681_924",0.323391579240667
"Q9H4Z3_IDR_1_33",0.373489215887251
"Q9H4Z3_IDR_669_704",0.285275677390634
"Q9H4Z3_IDR_82_158",0.341235106722115
"Q9H501_IDR_538_602",0.246060896408612
"Q9H501_IDR_610_748",0.226935753943175
"Q9H501_IDR_75_343",0.251082626837986
"Q9H501_IDR_792_825",0.275920722810228
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.3480437891581
"Q9H582_IDR_1_1037",0.6519562108419
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.121223199070841
"Q9H5I5_IDR_360_416",0.139629337734446
"Q9H5I5_IDR_421_490",0.145448623895842
"Q9H5I5_IDR_608_675",0.142148806413877
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.469515737583953
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.530484262416047
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.286480782770415
"Q9H665_IDR_40_88",0.370777939039449
"Q9H665_IDR_94_240",0.342741278190136
"Q9H693_IDR_1_64",0.449108147941455
"Q9H693_IDR_84_158",0.550891852058545
"Q9H694_IDR_416_757",0.463689544712151
"Q9H694_IDR_777_848",0.289982500463082
"Q9H694_IDR_941_973",0.246327954824767
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.505793133355737
"Q9H6A9_IDR_94_643",0.494206866644263
"Q9H6B1_IDR_52_82",0.199666625421533
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.550194890952993
"Q9H6L5_IDR_256_497",0.449805109047007
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.350313504347285
"Q9H6R7_IDR_435_552",0.305720125621308
"Q9H6R7_IDR_678_721",0.343966370031406
"Q9H6S0_IDR_1182_1284",0.473572545403846
"Q9H6S0_IDR_1_38",0.526427454596154
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.347980029730798
"Q9H6S3_IDR_175_249",0.203671654724152
"Q9H6S3_IDR_437_490",0.235017764023401
"Q9H6S3_IDR_578_620",0.213330551521649
"Q9H6T3_IDR_251_281",0.298589662825236
"Q9H6T3_IDR_34_87",0.2660040639845
"Q9H6T3_IDR_401_539",0.435406273190264
"Q9H6U6_IDR_781_814",0.493383241393545
"Q9H6U6_IDR_842_928",0.506616758606455
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.344319638289298
"Q9H707_IDR_173_211",0.341082218936337
"Q9H707_IDR_59_103",0.314598142774365
"Q68CR7_IDR_334_376",0.440033520059731
"Q68CR7_IDR_407_880",0.559966479940269
"Q68CZ1_IDR_1_219",0.551650804779318
"Q68CZ1_IDR_929_1145",0.448349195220682
"Q68CZ2_IDR_338_600",0.510646592580743
"Q68CZ2_IDR_606_1158",0.489353407419257
"Q68CZ6_IDR_224_305",0.491260504172429
"Q68CZ6_IDR_418_449",0.508739495827571
"Q68D10_IDR_1_610",0.464568288374544
"Q68D10_IDR_644_685",0.535431711625456
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.383444649443458
"Q68DA7_IDR_1384_1419",0.28377388841242
"Q68DA7_IDR_35_85",0.332781462144122
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.262094675368714
"Q68DE3_IDR_152_2172",0.474309044720943
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.490186787216208
"Q68G74_IDR_278_356",0.509813212783792
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.518373598772686
"Q69YN4_IDR_579_616",0.236194652229269
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.217797506744682
"Q69YZ2_IDR_250_282",0.249683989807583
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.245431748998045
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.247998135834254
"Q69YZ2_IDR_79_112",0.284520367613482
"Q6AWC2_IDR_1019_1071",0.181950980587399
"Q6AWC2_IDR_828_997",0.158528182826744
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.199928405554044
"Q6BDS2_IDR_268_306",0.193974431947769
"Q6BDS2_IDR_413_450",0.204679142953379
"Q6BDS2_IDR_743_809",0.19610005771039
"Q6BDS2_IDR_889_1129",0.205317961834419
"Q6BEB4_IDR_1_274",0.725888975262697
"Q6BEB4_IDR_367_398",0.274111024737303
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.326640744398332
"Q6GPH6_IDR_1_31",0.340167216794669
"Q6GPH6_IDR_33_87",0.333192038806999
"Q6GQQ9_IDR_49_98",0.275408176282471
"Q6GQQ9_IDR_437_587",0.328044504101697
"Q6GQQ9_IDR_636_794",0.396547319615831
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.204722893468554
"Q6GYQ0_IDR_1715_1757",0.230020545604451
"Q6GYQ0_IDR_321_387",0.224822649094359
"Q6GYQ0_IDR_450_512",0.224936513301671
"Q6GYQ0_IDR_688_1036",0.115497398530965
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.376236047715582
"Q6H8Q1_IDR_309_506",0.623763952284418
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.484269149519348
"Q6HA08_IDR_284_431",0.515730850480652
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.243588166543599
"Q6IEE7_IDR_817_872",0.228749415410891
"Q6IEE7_IDR_940_1043",0.52766241804551
"Q6IEG0_IDR_214_244",0.46895157785122
"Q6IEG0_IDR_254_339",0.531048422148779
"Q6IMN6_IDR_318_831",0.291267022321758
"Q6IMN6_IDR_65_115",0.263361366769553
"Q6IMN6_IDR_911_977",0.445371610908689
"Q6IN84_IDR_1_46",0.447019964891009
"Q6IN84_IDR_309_353",0.552980035108991
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.256449981731231
"Q6IQ21_IDR_276_325",0.276708174746089
"Q6IQ21_IDR_327_385",0.46684184352268
"Q6IQ23_IDR_103_157",0.51111729006057
"Q6IQ23_IDR_285_1121",0.48888270993943
"Q6IQ55_IDR_557_1244",0.508622183126183
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.41422455245563
"Q6ISB3_IDR_421_467",0.275050581061437
"Q6ISB3_IDR_80_110",0.310724866482933
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.491040887582034
"Q6IWH7_IDR_901_933",0.508959112417967
"Q6J272_IDR_46_86",0.397352932793241
"Q6J272_IDR_91_200",0.60264706720676
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.504683604239654
"Q6K0P9_IDR_91_208",0.495316395760346
"Q6KB66_IDR_1_40",0.531634955777153
"Q6KB66_IDR_408_452",0.468365044222847
"Q6KC79_IDR_108_1189",0.323381713597278
"Q6KC79_IDR_1_49",0.248557407454465
"Q6KC79_IDR_2474_2521",0.191697068918336
"Q6KC79_IDR_2630_2705",0.236363810029921
"Q6KF10_IDR_20_90",0.459180514878315
"Q6KF10_IDR_293_351",0.540819485121685
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.504411440372749
"Q6MZT1_IDR_154_206",0.495588559627251
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.550263933692244
"Q6N021_IDR_1459_1560",0.16553629065661
"Q6N021_IDR_1806_1842",0.12133280529625
"Q6N021_IDR_1931_1968",0.162866970354896
"Q6N022_IDR_1_281",0.561882998181046
"Q6N022_IDR_293_331",0.438117001818954
"Q6N043_IDR_1_405",0.458231037045742
"Q6N043_IDR_468_979",0.541768962954258
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.502457551403075
"Q6NSI4_IDR_566_675",0.497542448596925
"Q6NSI8_IDR_526_621",0.486059398037366
"Q6NSI8_IDR_63_143",0.513940601962634
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.499652943809645
"Q6NSJ2_IDR_186_506",0.500347056190355
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.486369030037883
"Q6NSW7_IDR_1_98",0.513630969962117
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.37147872267583
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.523565859294675
"Q6NUN9_IDR_464_507",0.476434140705325
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.374419906878099
"Q6NW40_IDR_1_45",0.382818889377923
"Q6NV75_IDR_319_609",0.625580093121901
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.290653031627402
"Q6NW34_IDR_386_419",0.374695526219484
"Q6NW34_IDR_431_536",0.334651442153114
"Q6NW40_IDR_118_155",0.617181110622077
"Q6NWY9_IDR_178_269",0.414540212902231
"Q6NWY9_IDR_1_94",0.277966901649393
"Q6NWY9_IDR_688_871",0.307492885448377
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.449848659916634
"Q9H714_IDR_223_335",0.550151340083366
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.476335401075656
"Q9H756_IDR_304_341",0.523664598924344
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.62519529552741
"Q9H792_IDR_1407_1453",0.37480470447259
"Q9H799_IDR_1485_1531",0.265534130409826
"Q9H799_IDR_1625_1745",0.246587169684085
"Q9H799_IDR_1798_3169",0.48787869990609
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.467726211631527
"Q9H7C4_IDR_62_166",0.532273788368473
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.43855308893325
"Q9H7E2_IDR_76_549",0.56144691106675
"Q9H7E9_IDR_1_104",0.492028328587502
"Q9H7E9_IDR_166_222",0.507971671412498
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.443950193640828
"Q9H7L9_IDR_1_80",0.556049806359172
"Q9H7U1_IDR_687_834",0.520984880241441
"Q9H7V2_IDR_1_89",0.539513724774893
"Q9H7V2_IDR_96_175",0.460486275225107
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.412241799742956
"Q9H7Z3_IDR_28_146",0.587758200257044
"Q9H7Z6_IDR_111_165",0.507618725862868
"Q9H7Z6_IDR_1_51",0.492381274137132
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.573598351852133
"Q9H814_IDR_312_394",0.426401648147867
"Q9H816_IDR_321_352",0.306117889183051
"Q9H816_IDR_356_401",0.343760629308565
