"","GO0007017_microtubule_based_process"
"Q96MH2_IDR_150_184",0.525811056158018
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.43533251845059
"Q96MT7_IDR_1058_1115",0.195652520217609
"Q96MT7_IDR_1283_1345",0.17664360131094
"Q96MT7_IDR_1494_1538",0.182680273233159
"Q96MT8_IDR_102_144",0.232109973020674
"Q96MT8_IDR_173_224",0.222484024974698
"Q96MT8_IDR_286_367",0.295869665841938
"Q96MT8_IDR_475_660",0.249536336162689
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.569344034049479
"Q96MU7_IDR_508_727",0.430655965950521
"Q96N77_IDR_119_262",0.538184149818811
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.557661360483674
"Q96N95_IDR_1_46",0.442338639516326
"Q96N96_IDR_1_134",0.480396225116108
"Q96N96_IDR_576_652",0.519603774883891
"Q96NA2_IDR_349_401",0.234700628867459
"Q96NA2_IDR_93_347",0.765299371132541
"Q96NA8_IDR_1_40",0.232364804624167
"Q96NA8_IDR_47_133",0.229125898596435
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.494143555577992
"Q96NT1_IDR_1_65",0.505856444422008
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.580225940175003
"Q96NU1_IDR_623_677",0.419774059824997
"Q96NW4_IDR_622_665",0.491752939517431
"Q96NW4_IDR_962_1050",0.508247060482569
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.52621785188211
"Q96P50_IDR_519_658",0.47378214811789
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.487644395020649
"Q96P64_IDR_323_384",0.512355604979351
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.478627125613748
"Q96P66_IDR_477_508",0.521372874386252
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.316749421177913
"Q96P71_IDR_160_224",0.326623207683763
"Q96P71_IDR_234_281",0.356627371138324
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.186060138712243
"Q96PC5_IDR_1083_1412",0.178969845116293
"Q96PC5_IDR_1_56",0.175516978365351
"Q96PC5_IDR_888_937",0.19555360822497
"Q96PC5_IDR_92_600",0.263899429581143
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.313818143502475
"Q96PM9_IDR_272_315",0.348628995906246
"Q96PM9_IDR_84_260",0.337552860591279
"Q96PP4_IDR_134_173",0.518408893700987
"Q96PP4_IDR_182_232",0.481591106299013
"Q96PQ0_IDR_1108_1141",0.539816515752065
"Q96PQ0_IDR_1_131",0.460183484247935
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.515937691367448
"Q96PQ6_IDR_1_53",0.484062308632552
"Q96PR1_IDR_40_94",0.491628975772967
"Q96PR1_IDR_486_638",0.508371024227033
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.331067537196422
"Q96PU4_IDR_624_687",0.337497544729777
"Q96PU4_IDR_77_117",0.3314349180738
"Q96PU5_IDR_155_208",0.248510056649122
"Q96PY6_IDR_1066_1178",0.383970166635074
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.52425582419422
"Q96Q04_IDR_545_1460",0.47574417580578
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.374923411578407
"Q96Q15_IDR_1870_1920",0.297695139337645
"Q96Q15_IDR_3520_3604",0.327381449083948
"Q96Q35_IDR_18_80",0.443524560328425
"Q96Q35_IDR_399_445",0.556475439671575
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.32356362729857
"Q96Q89_IDR_222_262",0.141509090381097
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.183121557697572
"Q96Q89_IDR_593_1061",0.351805724622761
"Q96QE3_IDR_1196_1297",0.11093012699747
"Q96QE3_IDR_1524_1636",0.151223168854123
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.543434515699108
"Q96QS3_IDR_450_560",0.456565484300892
"Q96QS6_IDR_1_45",0.453893091546472
"Q96QS6_IDR_338_385",0.546106908453528
"Q96QT4_IDR_1257_1544",0.281090118339092
"Q96QT4_IDR_543_614",0.316788424483668
"Q96QT4_IDR_782_836",0.40212145717724
"Q96QT6_IDR_1_69",0.221831172811981
"Q96QT6_IDR_72_268",0.259412490591305
"Q96RJ3_IDR_1_31",0.507505526364291
"Q96RJ3_IDR_35_164",0.492494473635709
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.283597944877594
"Q96RL7_IDR_1672_1713",0.373622031455397
"Q96RL7_IDR_799_873",0.342780023667009
"Q96RU7_IDR_321_358",0.500376315765037
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.258573023303835
"Q96RV3_IDR_888_967",0.443193311517611
"Q96RV3_IDR_92_866",0.298233665178555
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.460020700511893
"Q96RY5_IDR_429_1214",0.539979299488107
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.421546655083972
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.550411723654451
"Q96SF7_IDR_289_602",0.449588276345549
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.496985931577193
"Q96SI9_IDR_458_504",0.503014068422806
"Q96SK2_IDR_106_246",0.476033961081982
"Q96SK2_IDR_277_311",0.523966038918018
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.540796702182628
"Q96T21_IDR_785_815",0.459203297817372
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.27690170407892
"Q96T37_IDR_256_369",0.387249007177196
"Q96T37_IDR_548_775",0.335849288743884
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.480472862341697
"Q96T51_IDR_605_635",0.519527137658303
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.754335196124544
"Q96T58_IDR_88_331",0.245664803875456
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.234223031941364
"Q99250_IDR_1926_2005",0.244704976008175
"Q99250_IDR_653_695",0.273478595144976
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.49210532776165
"Q99442_IDR_288_399",0.50789467223835
"Q99453_IDR_1_141",0.490413240028171
"Q99453_IDR_149_314",0.509586759971829
"Q99456_IDR_15_94",0.436368750300322
"Q99456_IDR_437_472",0.563631249699678
"Q99457_IDR_157_307",0.547617338058037
"Q99457_IDR_1_93",0.452382661941963
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.449713414753883
"Q99460_IDR_837_875",0.550286585246117
"Q99466_IDR_1489_1547",0.365208354720369
"Q99466_IDR_1825_1941",0.298369926352215
"Q99466_IDR_1958_2003",0.336421718927416
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.198713403759121
"Q99558_IDR_658_779",0.205405264558291
"Q99558_IDR_788_826",0.200183650575312
"Q99558_IDR_87_209",0.209973284575054
"Q99569_IDR_1016_1129",0.37761580375331
"Q99569_IDR_1_521",0.331866636041635
"Q99569_IDR_761_807",0.290517560205055
"Q99570_IDR_783_818",0.509906357020985
"Q99570_IDR_835_935",0.490093642979015
"Q99572_IDR_418_470",1
"Q99575_IDR_126_199",0.227475501608541
"Q99575_IDR_1_95",0.159555780103383
"Q99575_IDR_362_394",0.21590189724874
"Q99575_IDR_721_799",0.180941780516639
"Q99575_IDR_897_942",0.216125040522697
"Q99578_IDR_186_217",1
"Q99581_IDR_136_238",1
"Q99583_IDR_17_552",1
"Q99590_IDR_103_1377",0.602834226323532
"Q99590_IDR_1_36",0.397165773676468
"Q99626_IDR_1_313",1
"Q99633_IDR_1_85",0.519808646126571
"Q99633_IDR_92_181",0.480191353873429
"Q99638_IDR_267_359",1
"Q99640_IDR_1_96",0.493435621504697
"Q99640_IDR_396_479",0.506564378495303
"Q99645_IDR_35_100",1
"Q99650_IDR_813_908",0.49190946870622
"Q99650_IDR_921_967",0.50809053129378
"Q99661_IDR_590_638",0.454692595297834
"Q99661_IDR_75_224",0.545307404702166
"Q99665_IDR_673_706",0.528726728980844
"Q99665_IDR_712_825",0.471273271019156
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.154211102633665
"Q99698_IDR_1487_1517",0.159453684598856
"Q99698_IDR_2075_2224",0.156954399631999
"Q99700_IDR_1_256",0.452602985467297
"Q99700_IDR_450_1313",0.547397014532704
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.652551487872371
"Q99708_IDR_822_897",0.347448512127629
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.587810651321723
"Q99733_IDR_341_375",0.412189348678277
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.482476729256141
"Q99742_IDR_409_521",0.517523270743858
"Q99747_IDR_277_310",1
"Q99935_IDR_1_212",1
"Q99941_IDR_1_498",0.377672118251856
"Q99941_IDR_522_566",0.328158796594875
"Q99941_IDR_668_703",0.294169085153269
"Q99942_IDR_143_180",1
"Q99944_IDR_1_32",1
"Q99946_IDR_1_160",0.504567877837528
"Q99946_IDR_178_208",0.495432122162472
"Q99952_IDR_304_437",1
"Q99956_IDR_142_199",0.490242458325465
"Q99956_IDR_347_384",0.509757541674535
"Q99958_IDR_159_424",0.480299446301758
"Q99958_IDR_34_69",0.519700553698242
"Q99959_IDR_1_348",1
"Q99961_IDR_248_306",1
"Q99962_IDR_248_289",1
"Q99963_IDR_246_285",1
"Q99966_IDR_1_147",1
"Q9BPX6_IDR_1_110",1
"Q9BPZ2_IDR_1_46",1
"Q9BPZ3_IDR_64_114",1
"Q9BPZ7_IDR_36_115",1
"Q9BQ04_IDR_149_359",1
"Q9BQ15_IDR_104_211",1
"Q9BQ16_IDR_1_39",0.471948579191934
"Q9BQ16_IDR_388_436",0.528051420808066
"Q9BQ31_IDR_450_491",1
"Q9BQ39_IDR_1_136",0.584192226362902
"Q9BQ39_IDR_668_737",0.415807773637098
"Q9BQ48_IDR_1_92",1
"Q9BQ50_IDR_1_46",1
"Q9BQ52_IDR_1_53",0.355140964652916
"Q9BQ52_IDR_189_235",0.281261113406726
"Q9BQ52_IDR_784_826",0.363597921940358
"Q9BQ61_IDR_1_145",1
"Q9BQ65_IDR_1_46",1
"Q9BQ66_IDR_1_199",1
"Q9BQ69_IDR_1_73",1
"Q9BQI3_IDR_1_37",0.437571568518347
"Q9BQI3_IDR_240_374",0.562428431481653
"Q9BQI4_IDR_231_270",1
"Q9BQI5_IDR_150_527",0.49882011963033
"Q9BQI5_IDR_1_68",0.50117988036967
"Q9BQI6_IDR_202_330",0.558297870875548
"Q9BQI6_IDR_716_799",0.441702129124452
"Q9BQI7_IDR_1_308",0.505215205301338
"Q9BQI7_IDR_735_771",0.494784794698662
"Q9BQI9_IDR_1_154",1
"Q9BQK8_IDR_533_589",0.475999891684356
"Q9BQK8_IDR_92_433",0.524000108315644
"Q9BQL6_IDR_141_189",1
"Q9BQM9_IDR_52_153",1
"Q9BQN1_IDR_308_747",1
"Q9BQQ3_IDR_205_440",1
"Q9BQQ7_IDR_164_232",1
"Q9BQS2_IDR_1_119",1
"Q9BQS6_IDR_1_49",1
"Q9BQS8_IDR_181_309",0.359919483262421
"Q9BRD0_IDR_1_50",0.345980116443445
"Q9BRD0_IDR_55_498",0.654019883556555
"Q9BRG2_IDR_119_267",1
"Q9BRH9_IDR_77_206",1
"Q9BRI3_IDR_20_66",1
"Q9BRJ6_IDR_1_97",1
"Q9BRJ9_IDR_146_238",0.496506552156657
"Q9BRJ9_IDR_1_89",0.503493447843343
"Q9BRK0_IDR_145_252",1
"Q9BRK4_IDR_1_586",0.453229119206347
"Q9BRK4_IDR_619_656",0.546770880793653
"Q9BRL6_IDR_94_282",1
"Q9BRN9_IDR_1_61",1
"Q9BRP0_IDR_245_275",0.561799339530633
"Q9BRP0_IDR_9_111",0.438200660469368
"Q9BRP1_IDR_105_179",1
"Q9BRP8_IDR_1_152",1
"Q9BRQ0_IDR_1_324",1
"Q9BRQ5_IDR_1_57",0.532369017903039
"Q9BRQ5_IDR_191_258",0.467630982096961
"Q9BRU9_IDR_180_249",1
"Q9BRV8_IDR_23_80",1
"Q9BRX8_IDR_1_32",1
"Q9BRY0_IDR_112_165",1
"Q9BRZ2_IDR_376_458",1
"Q9BS31_IDR_53_207",1
"Q9BS91_IDR_1_34",0.432870215444327
"Q9BS91_IDR_377_424",0.567129784555673
"Q9BS92_IDR_1_32",1
"Q9BSA4_IDR_441_534",1
"Q9BSA9_IDR_455_504",1
"Q9BSC4_IDR_497_635",0.645176058447055
"Q9BSC4_IDR_649_688",0.354823941552945
"Q9BSD3_IDR_1_194",1
"Q9BSE2_IDR_1_219",1
"Q9BSE4_IDR_214_269",0.312410717022453
"Q9BSE4_IDR_323_375",0.347789873955548
"Q9BSE4_IDR_87_142",0.339799409021999
"Q9BSE5_IDR_1_43",1
"Q9BSJ8_IDR_604_634",0.34064635850422
"Q9BSJ8_IDR_918_971",0.336843164937694
"Q9BSK1_IDR_76_162",1
"Q9BSL1_IDR_235_275",1
"Q9BSM1_IDR_1_31",1
"Q9BSQ5_IDR_1_42",0.33285984235303
"Q9BSQ5_IDR_238_293",0.380358081183847
"Q9BSQ5_IDR_385_417",0.286782076463123
"Q9BSR8_IDR_1_51",1
"Q9BST9_IDR_1_41",0.25946276826713
"Q9BST9_IDR_205_247",0.210658357104559
"Q9BST9_IDR_432_483",0.300864953715944
"Q9BST9_IDR_488_557",0.229013920912367
"Q9BSU3_IDR_163_229",1
"Q9BSV6_IDR_97_178",1
"Q9BSW2_IDR_120_155",0.521759788870812
"Q9BSW2_IDR_1_47",0.478240211129188
"Q9BSW7_IDR_37_119",1
"Q9BSY9_IDR_156_194",1
"Q9BT09_IDR_1_42",0.516107129687462
"Q9BT09_IDR_213_278",0.483892870312538
"Q9BT23_IDR_1_35",1
"Q9BT25_IDR_1_182",0.649060574589522
"Q9BT25_IDR_352_410",0.350939425410478
"Q9BT43_IDR_111_197",1
"Q9BT49_IDR_97_293",1
"Q9BT56_IDR_1_77",1
"Q9BT67_IDR_1_128",1
"Q9BTE3_IDR_147_225",1
"Q9BTE7_IDR_1_44",1
"Q9BTF0_IDR_123_202",1
"Q9BTK6_IDR_134_254",0.521903357796716
"Q9BTK6_IDR_1_86",0.478096642203284
"Q9BTL3_IDR_44_118",1
"Q9BTL4_IDR_1_205",1
"Q9BTN0_IDR_391_425",0.546784894397872
"Q9BTN0_IDR_566_611",0.453215105602128
"Q9BTP6_IDR_1_51",0.47650805362021
"Q9BTP6_IDR_176_218",0.52349194637979
"Q9BTT0_IDR_149_268",1
"Q9BTT6_IDR_462_524",1
"Q9BTU6_IDR_1_102",1
"Q9BTV6_IDR_379_427",1
"Q9BTV7_IDR_1_158",0.455040447811412
"Q9BTV7_IDR_254_296",0.544959552188588
"Q9BTX1_IDR_389_456",1
"Q9BTX3_IDR_143_173",1
"Q9BU19_IDR_124_325",0.512360825129922
"Q9BU19_IDR_459_519",0.487639174870078
"Q9BU23_IDR_657_707",1
"Q9BU61_IDR_1_40",1
"Q9BU68_IDR_1_103",1
"Q9BU70_IDR_168_320",1
"Q9BU76_IDR_1_50",0.457427283125554
"Q9BU76_IDR_53_263",0.542572716874446
"Q9BUI4_IDR_161_227",1
"Q9BUJ2_IDR_36_207",0.59005597430146
"Q9BUJ2_IDR_600_856",0.40994402569854
"Q9BUL5_IDR_1_334",1
"Q9BUL9_IDR_155_199",1
"Q9BUN1_IDR_18_64",0.305916160845424
"Q9BUN1_IDR_264_304",0.328339334403615
"Q9BUN1_IDR_66_112",0.365744504750961
"Q9BUN5_IDR_1_82",1
"Q9BUN8_IDR_215_251",1
"Q9BUP0_IDR_1_80",1
"Q9BUQ8_IDR_1_275",0.657564622093741
"Q9BUQ8_IDR_278_347",0.342435377906259
"Q9BUR4_IDR_1_143",1
"Q9BUT9_IDR_1_90",1
"Q9BUU2_IDR_60_141",1
"Q9BUV0_IDR_1_290",1
"Q9BUY5_IDR_87_145",1
"Q9BV36_IDR_139_600",0.578888529572229
"Q9BV36_IDR_26_86",0.421111470427771
"Q9BV38_IDR_364_395",1
"Q9BV44_IDR_1_33",0.504120650204926
"Q9BV44_IDR_140_222",0.495879349795074
"Q9BV47_IDR_1_39",1
"Q9BV68_IDR_274_311",0.501550115090899
"Q9BV68_IDR_43_142",0.498449884909101
"Q9BVC5_IDR_62_230",1
"Q9BVC6_IDR_1_48",1
"Q9BVG4_IDR_163_233",1
"Q9BVG8_IDR_1_177",0.70849737478948
"Q9BVG8_IDR_773_833",0.29150262521052
"Q9BVG9_IDR_1_49",0.466418819892236
"Q9BVG9_IDR_435_487",0.533581180107764
"Q9BVH7_IDR_1_73",1
"Q9BVI0_IDR_138_648",0.605853496769045
"Q9BVI0_IDR_784_930",0.394146503230955
"Q9BVJ6_IDR_1_83",0.213070484755931
"Q9BVJ6_IDR_286_589",0.566616054989943
"Q9BVJ6_IDR_738_771",0.220313460254126
"Q9BVL2_IDR_1_244",0.473667833096264
"Q9BVL2_IDR_430_599",0.526332166903736
"Q9BVN2_IDR_1_454",0.5367412319484
"Q9BVN2_IDR_670_841",0.4632587680516
"Q9BVP2_IDR_1_125",0.522727012855907
"Q9BVP2_IDR_459_549",0.477272987144093
"Q9BVS4_IDR_303_535",1
"Q9BVS5_IDR_412_443",0.543810090267341
"Q9BVS5_IDR_43_147",0.456189909732659
"Q9BVT8_IDR_176_208",0.487412879786352
"Q9BVT8_IDR_1_99",0.512587120213648
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.129674618078943
"Q9BVV6_IDR_1300_1440",0.120107419459586
"Q9BVV6_IDR_139_195",0.119835073942257
"Q9BVV6_IDR_197_527",0.201484967305051
"Q9BVV6_IDR_537_1297",0.306422274322498
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.47308062538953
"Q9BW71_IDR_470_556",0.52691937461047
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.432856855153619
"Q9BW85_IDR_160_323",0.567143144846381
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.52858033769385
"Q9BWF2_IDR_428_461",0.47141966230615
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.441344824939651
"Q9BWH6_IDR_35_232",0.558655175060349
"Q9BWK5_IDR_19_49",0.525720632363378
"Q9BWK5_IDR_72_142",0.474279367636622
"Q9BWL3_IDR_1_42",0.504157792189615
"Q9BWL3_IDR_194_253",0.495842207810385
"Q9BWN1_IDR_1_473",0.574726994792676
"Q9BWN1_IDR_526_560",0.425273005207324
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.497395404275192
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.586063282051247
"Q9BWW8_IDR_84_139",0.413936717948753
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.455023279828588
"Q9BWX5_IDR_219_397",0.544976720171412
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.353795271175124
"Q9BX40_IDR_83_307",0.646204728824876
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.251199576218336
"Q9BX63_IDR_71_194",0.345597369402686
"Q9BX63_IDR_893_1249",0.403203054378978
"Q9BX66_IDR_1_793",0.513804168340906
"Q9BX66_IDR_929_1236",0.486195831659094
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.434822874046967
"Q9BXB4_IDR_162_366",0.565177125953033
"Q9BXB5_IDR_1_75",0.370329363365773
"Q9BXB5_IDR_178_395",0.629670636634227
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.270848687659963
"Q9BXF3_IDR_288_445",0.522985527845158
"Q9BXF3_IDR_540_1484",0.206165784494879
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.501885015618093
"Q9BXG8_IDR_85_206",0.498114984381907
"Q9BXI6_IDR_1_52",0.453221883626604
"Q9BXI6_IDR_375_508",0.546778116373396
"Q9BXI9_IDR_1_45",0.556500337807274
"Q9BXI9_IDR_68_138",0.443499662192726
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.313545915488155
"Q9BXP2_IDR_683_720",0.320436206597275
"Q9BXP2_IDR_807_863",0.36601787791457
"Q9BXP5_IDR_1_95",0.292768139405375
"Q9BXP5_IDR_258_415",0.340112486996654
"Q9BXP5_IDR_540_598",0.36711937359797
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.509584419024346
"Q9BXQ6_IDR_251_309",0.490415580975654
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.474483315386731
"Q9BXS0_IDR_98_654",0.525516684613269
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.34438984624556
"Q9BXW9_IDR_1_44",0.341899849348933
"Q9BXW9_IDR_849_914",0.313710304405507
"Q9BXX0_IDR_111_255",0.27867212693765
"Q9BXX0_IDR_511_542",0.247511462499396
"Q9BXX0_IDR_77_108",0.2512817551556
"Q9BXX0_IDR_776_899",0.222534655407353
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.446826958559203
"Q9BXX3_IDR_265_1048",0.553173041440797
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.344554691209692
"Q9BY07_IDR_41_91",0.318782600878898
"Q9BY07_IDR_419_482",0.33666270791141
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.393288214539205
"Q9BY12_IDR_38_95",0.298866450473001
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.490127331545806
"Q9BYG3_IDR_187_293",0.509872668454194
"Q9BYG4_IDR_103_142",0.461081363510272
"Q9BYG4_IDR_252_373",0.538918636489728
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.586386848052485
"Q9BYJ9_IDR_196_369",0.413613151947515
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.487152539587757
"Q9BYT3_IDR_405_514",0.512847460412243
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.404670881881461
"Q9BYU1_IDR_62_127",0.595329118118539
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.545649568183905
"Q9BYV6_IDR_447_532",0.454350431816095
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.508175426526774
"Q9BYV8_IDR_82_137",0.491824573473226
"Q9BYV9_IDR_134_611",0.472107870677688
"Q9BYV9_IDR_737_822",0.527892129322312
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.331333181909489
"Q9BZ29_IDR_1_36",0.328049831188028
"Q9BZ29_IDR_287_320",0.340616986902482
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.294300597193688
"Q9BZ71_IDR_490_534",0.227877041347104
"Q9BZ71_IDR_64_123",0.273343555990638
"Q9BZ71_IDR_909_974",0.20447880546857
"Q9BZ72_IDR_1282_1349",0.135354534122881
"Q9BZ72_IDR_256_365",0.141195005929881
"Q9BZ72_IDR_368_419",0.168542021742292
"Q9BZ72_IDR_579_709",0.386120234838574
"Q9BZ72_IDR_840_898",0.168788203366372
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.50373877512832
"Q9BZ81_IDR_243_275",0.49626122487168
"Q9BZ95_IDR_1_262",0.492116324496411
"Q9BZ95_IDR_396_700",0.507883675503589
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.491937676356519
"Q9BZC1_IDR_282_354",0.508062323643481
"Q9BZC7_IDR_1324_1424",0.341778387639233
"Q9BZC7_IDR_2367_2417",0.373234256510936
"Q9BZC7_IDR_350_398",0.284987355849831
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.322782857056611
"Q9BZF1_IDR_273_402",0.368173727907872
"Q9BZF1_IDR_771_877",0.309043415035517
