"","GO0140110_transcription_regulator_activity"
"Q5CZC0_IDR_6796_6835",0.0531963306796732
"Q5CZC0_IDR_6849_6907",0.0559661467288843
"Q5D1E8_IDR_1_45",0.206374584391311
"Q5D1E8_IDR_296_435",0.302107299434444
"Q5D1E8_IDR_512_542",0.314667817979823
"Q5D1E8_IDR_91_131",0.176850298194422
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.385177530793439
"Q5GH73_IDR_197_229",0.334613859244993
"Q5GH73_IDR_515_558",0.280208609961568
"Q5GH76_IDR_1_104",0.336507075302088
"Q5GH76_IDR_175_245",0.341034635107509
"Q5GH76_IDR_521_565",0.322458289590403
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.399495473254343
"Q5HYW2_IDR_251_1225",0.258144766647108
"Q5HYW2_IDR_60_249",0.342359760098549
"Q5HYW3_IDR_1_150",0.568894428026907
"Q5HYW3_IDR_315_493",0.431105571973093
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.464270980855208
"Q5JSL3_IDR_1189_1272",0.331977109017867
"Q5JSL3_IDR_1_31",0.244704793529235
"Q5JSL3_IDR_1337_1386",0.219022085949325
"Q5JSL3_IDR_277_308",0.204296011503574
"Q5JSP0_IDR_1_154",0.454115815084359
"Q5JSP0_IDR_482_527",0.545884184915641
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.512851850615972
"Q5JT82_IDR_350_389",0.487148149384028
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.234205285954086
"Q5JWR5_IDR_1992_2027",0.259438614733621
"Q5JWR5_IDR_695_728",0.251478209411266
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.506252774072709
"Q5JX71_IDR_51_109",0.493747225927291
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.327755798742438
"Q5PRF9_IDR_390_469",0.247823596044145
"Q5PRF9_IDR_536_694",0.424420605213417
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.206919014989106
"Q5QGS0_IDR_1_541",0.223134104098637
"Q5QGS0_IDR_579_1282",0.569946880912257
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.568616137178054
"Q5SSJ5_IDR_417_553",0.431383862821946
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.479117221737623
"Q5SV97_IDR_668_702",0.520882778262377
"Q5SVQ8_IDR_1_347",0.463988795454364
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.485872431076453
"Q5SZB4_IDR_293_393",0.514127568923547
"Q5SZD1_IDR_102_152",0.472106683986874
"Q5SZD1_IDR_1_80",0.527893316013126
"Q5SZJ8_IDR_1_71",0.402477200471585
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.597522799528415
"Q5SZL2_IDR_1_499",0.591259861693085
"Q5SZL2_IDR_662_706",0.408740138306915
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.115033117717335
"Q5T011_IDR_1358_1414",0.106898906227308
"Q5T011_IDR_1466_1556",0.100297715536405
"Q5T011_IDR_1632_1667",0.129642488568891
"Q5T011_IDR_1803_1907",0.124548163207137
"Q5T011_IDR_2109_2151",0.104838786361497
"Q5T011_IDR_2400_2513",0.101249982596108
"Q5T011_IDR_2864_2903",0.112622063512641
"Q5T011_IDR_698_731",0.104868776272679
"Q5T124_IDR_1_71",0.463977635695936
"Q5T124_IDR_474_520",0.536022364304064
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.338369345702702
"Q5T1B0_IDR_1_55",0.250605147971929
"Q5T1B0_IDR_819_884",0.217765472855498
"Q5T1B0_IDR_887_1012",0.193260033469871
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.621071360944042
"Q5T1M5_IDR_818_1219",0.378928639055958
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.687787492701931
"Q5T1Q4_IDR_360_408",0.312212507298069
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.437806419322111
"Q5T1V6_IDR_580_619",0.562193580677889
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.560427690962837
"Q5T4F4_IDR_1_31",0.572408718643253
"Q5T4F4_IDR_235_346",0.427591281356747
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.143404530132783
"Q5T4S7_IDR_1731_1783",0.145266935171494
"Q5T4S7_IDR_2437_2470",0.155899011119783
"Q5T4S7_IDR_429_465",0.140154404712803
"Q5T4S7_IDR_598_635",0.149283708658602
"Q5T5X7_IDR_484_531",0.215998508405721
"Q5T5X7_IDR_647_705",0.176642547437644
"Q5T5Y3_IDR_347_701",0.562945406210035
"Q5T5Y3_IDR_705_1460",0.437054593789965
"Q5T601_IDR_1_40",0.475255305462098
"Q5T601_IDR_855_890",0.524744694537902
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.204870102875168
"Q5T681_IDR_41_77",0.217604406711812
"Q5T7P8_IDR_141_227",0.524522838512156
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.167949948319678
"Q5T7W0_IDR_1_99",0.301063285712245
"Q5T7W0_IDR_211_255",0.286110437765376
"Q5T7W0_IDR_282_460",0.244876328202701
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.319729425577045
"Q5T848_IDR_1_73",0.323526205737915
"Q5T848_IDR_669_1168",0.35674436868504
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.239483790535741
"Q5TAP6_IDR_285_594",0.199873579999439
"Q5TAP6_IDR_51_83",0.263395759025956
"Q5TAP6_IDR_735_766",0.297246870438864
"Q5TAQ9_IDR_1_135",0.548363913284711
"Q5TAQ9_IDR_553_597",0.451636086715289
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.155427180021923
"Q5TCQ9_IDR_815_847",0.152645908234836
"Q5TCQ9_IDR_941_1002",0.156074994952435
"Q5TCS8_IDR_1039_1079",0.197840058570365
"Q5TCS8_IDR_1191_1255",0.175970525994688
"Q5TCS8_IDR_186_226",0.141014386487233
"Q5TCS8_IDR_488_576",0.157774874660061
"Q5TCS8_IDR_697_810",0.18376736464094
"Q5TCS8_IDR_893_925",0.143632789646713
"Q5TCX8_IDR_1_38",0.602230454685976
"Q5TF39_IDR_410_518",0.43140976047732
"Q5TF58_IDR_1_183",0.373258262607992
"Q5TF58_IDR_312_362",0.277258729982508
"Q5TF58_IDR_481_517",0.3494830074095
"Q5TFG8_IDR_143_222",0.520251721027627
"Q5TFG8_IDR_42_127",0.479748278972373
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.440050307835017
"Q5TGY1_IDR_524_634",0.559949692164983
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.159270548571271
"Q5TH69_IDR_1413_1443",0.175403788465768
"Q5TH69_IDR_179_212",0.187204895130697
"Q5TH69_IDR_1944_2105",0.318067077568941
"Q5TH69_IDR_464_660",0.160053690263323
"Q5TH74_IDR_1_75",0.494928413706017
"Q5TH74_IDR_96_267",0.505071586293983
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.467212983000698
"Q5U4P2_IDR_1_49",0.532787016999302
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.151994195946375
"Q5U5X8_IDR_65_452",0.848005804053625
"Q5U5Z8_IDR_108_140",0.338799395912276
"Q5U5Z8_IDR_36_77",0.346416096510454
"Q5U5Z8_IDR_696_889",0.31478450757727
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.585703448442219
"Q5U651_IDR_257_369",0.414296551557781
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.51522525704468
"Q5UCC4_IDR_193_224",0.48477474295532
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.273911023987247
"Q5VT52_IDR_147_252",0.330804111172065
"Q5VT52_IDR_294_1443",0.669195888827935
"Q5VT97_IDR_1032_1082",0.422508672446238
"Q5VT97_IDR_1_652",0.577491327553762
"Q5VTB9_IDR_31_71",0.365087778333552
"Q5VTB9_IDR_75_492",0.634912221666448
"Q5VTD9_IDR_1_104",0.652364755153373
"Q5VTD9_IDR_113_148",0.347635244846627
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.258378615351345
"Q5VTH9_IDR_165_217",0.260608685775688
"Q5VTH9_IDR_333_387",0.233234939209296
"Q5VTH9_IDR_430_465",0.247777759663671
"Q5VTJ3_IDR_300_375",0.478421693838204
"Q5VTJ3_IDR_45_255",0.521578306161796
"Q86VV4_IDR_411_465",0.332476179396104
"Q86VV4_IDR_46_283",0.295108909264502
"Q86VV8_IDR_120_165",0.389805081018199
"Q86VV8_IDR_1531_1565",0.346421819051206
"Q86VV8_IDR_279_360",0.263773099930594
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.415873832885661
"Q86VW2_IDR_485_580",0.584126167114339
"Q86VY4_IDR_1_200",0.43307889381148
"Q86VY4_IDR_387_417",0.56692110618852
"Q86VY9_IDR_1_51",0.265330475107362
"Q86VY9_IDR_60_104",0.309760927433463
"Q86WG3_IDR_1_150",0.548239608245271
"Q86WG3_IDR_330_371",0.451760391754729
"Q86WG5_IDR_1027_1103",0.191542328925449
"Q86WG5_IDR_1269_1305",0.207937090259547
"Q86WG5_IDR_1670_1731",0.360218510864174
"Q86WG5_IDR_770_807",0.24030206995083
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.578113293522216
"Q86WK6_IDR_448_485",0.421886706477784
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.490367948073843
"Q86WN1_IDR_609_690",0.509632051926157
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.451184981639633
"Q86WR6_IDR_1_42",0.548815018360367
"Q86WR7_IDR_1_50",0.42993096680194
"Q86WR7_IDR_73_399",0.57006903319806
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.196454416161198
"Q86XD5_IDR_146_332",0.803545583838802
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.552866223709804
"Q86XF7_IDR_184_214",0.447133776290196
"Q86XH1_IDR_344_382",0.574256304840631
"Q86XH1_IDR_459_491",0.425743695159369
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.513044107156813
"Q86XK3_IDR_75_146",0.486955892843187
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.604362825284595
"Q86XZ4_IDR_84_244",0.395637174715405
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.260029112098782
"Q86Y13_IDR_1_85",0.224293896493184
"Q86Y13_IDR_587_752",0.268933433354563
"Q86Y13_IDR_953_1029",0.246743558053472
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.221832322146468
"Q86Y26_IDR_1_55",0.219124167210118
"Q86Y26_IDR_287_377",0.178635443736355
"Q86Y26_IDR_379_868",0.174854297651065
"Q86Y26_IDR_870_1132",0.205553769255994
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.615475569173387
"Q86YF9_IDR_609_849",0.323789582468149
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.603929741694432
"Q86YJ5_IDR_267_306",0.396070258305568
"Q86YJ7_IDR_440_475",0.316139218485685
"Q86YJ7_IDR_491_525",0.32330595974513
"Q86YJ7_IDR_535_582",0.360554821769186
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.387020869119162
"Q86YN6_IDR_98_897",0.612979130880838
"Q86YP4_IDR_1_436",0.543749509510368
"Q86YP4_IDR_465_633",0.456250490489633
"Q86YR6_IDR_1_94",0.46374893834746
"Q86YR6_IDR_363_536",0.53625106165254
"Q86YR7_IDR_530_616",0.588311497863491
"Q86YR7_IDR_963_1114",0.411688502136509
"Q86YS3_IDR_495_564",0.590050399976014
"Q86YS3_IDR_84_347",0.409949600023986
"Q86Z02_IDR_661_906",0.28515492909923
"Q86Z02_IDR_909_1104",0.272400584367817
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.466918874333882
"Q86Z23_IDR_34_105",0.533081125666118
"Q8HWS3_IDR_1_117",0.209020820839145
"Q8HWS3_IDR_557_645",0.377610121485666
"Q8HWS3_IDR_647_680",0.183651332385227
"D6RA61_IDR_470_528",0.302405088158934
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.402631275425753
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.360788016333595
"A1A519_IDR_147_214",0.305428554874774
"A2RU30_IDR_1_236",0.45247039377045
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.335183197381533
"A1A519_IDR_270_310",0.291940169699472
"A2RU30_IDR_239_521",0.54752960622955
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.304028786284872
"A7E2F4_IDR_1_180",0.371014476854753
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.360796119583376
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.330523452363186
"A6NMS7_IDR_1547_1623",0.177545411666055
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.353811447296628
"D6RCP7_IDR_379_451",0.34099156020638
"A1A5C7_IDR_1_74",0.468897030450731
"A7E2F4_IDR_267_605",0.298462070782061
"A6NMS7_IDR_1658_1700",0.169538866886634
"A2RUB1_IDR_1_666",0.678620052853765
"F5H4B4_IDR_304_403",0.28741620654319
"D6RCP7_IDR_470_528",0.298212320210245
"A1A5D9_IDR_1_54",0.268434173320017
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.280965813557705
"A2RUB1_IDR_915_952",0.321379947146235
"A0A1B0GTS1_IDR_1_76",0.480548079555244
"F5H4B4_IDR_517_570",0.358772346160182
"D6RGH6_IDR_1_58",0.294460192065014
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.520276155118747
"A6NMT0_IDR_1_40",0.366942947898631
"A2RUB6_IDR_27_902",0.564363044252263
"A0A1B0GTS1_IDR_181_278",0.519451920444756
"D6RGH6_IDR_61_125",0.319479020485666
"Q8NEM0_IDR_98_151",0.475417335492179
"Q8NEM2_IDR_1_62",0.515548853569739
"Q8NEM2_IDR_556_639",0.484451146430261
"Q8NEM7_IDR_1_32",0.240338353151294
"Q8NEM7_IDR_226_327",0.244986719672332
"Q8NEM7_IDR_360_779",0.514674927176375
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.412562440861222
"Q8NEV4_IDR_879_921",0.587437559138778
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.607704046854139
"Q8NEY1_IDR_1821_1877",0.392295953145861
"Q8NEY3_IDR_1_48",0.488897561270003
"Q8NEY3_IDR_159_280",0.511102438729997
"Q8NEY8_IDR_1_319",0.483542365715306
"Q8NEY8_IDR_344_405",0.516457634284694
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.0980220777627868
"Q8NEZ4_IDR_1140_1172",0.0691759622307101
"Q8NEZ4_IDR_1191_3892",0.303306682594964
"Q8NEZ4_IDR_165_218",0.07159742980717
"Q8NEZ4_IDR_3930_4003",0.0832612001129488
"Q8NEZ4_IDR_4026_4058",0.0963104453849621
"Q8NEZ4_IDR_522_937",0.0608769109576091
"Q8NF91_IDR_6103_6169",0.126657819400799
"Q8NF91_IDR_6172_6346",0.164735256944001
"Q8NF91_IDR_8212_8335",0.146248543534582
"Q8NF91_IDR_8663_8736",0.284170396840791
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.485253474616226
"Q8NFA0_IDR_433_478",0.514746525383774
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.566438331364084
"Q8NFC6_IDR_159_3051",0.433561668635916
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.203824473088046
"Q8NFD5_IDR_1267_1591",0.428437521794392
"Q8NFD5_IDR_1694_1775",0.145882558627335
"Q8NFD5_IDR_1808_1912",0.221855446490227
"Q8NFF2_IDR_1_78",0.405567698702739
"Q8NFF2_IDR_261_425",0.594432301297261
"Q8NFT6_IDR_260_335",0.263487340046418
"Q8NFT6_IDR_339_501",0.278465322122324
"Q8NFT6_IDR_96_165",0.222270907066774
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.382264980129871
"Q8NFU5_IDR_262_363",0.617735019870129
"Q8NFU7_IDR_1_1332",0.329860940557942
"Q8NFU7_IDR_1743_1840",0.262445598367829
"Q8NFU7_IDR_1916_1989",0.235158857186468
"Q8NFU7_IDR_2070_2109",0.172534603887761
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.31476064522464
"Q8NFW1_IDR_274_311",0.273868059700917
"Q8NFW1_IDR_317_1626",0.411371295074442
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.222342698084059
"Q8NHM5_IDR_378_508",0.212250714574171
"Q8NHM5_IDR_565_652",0.22003025008071
"Q8NHM5_IDR_724_1040",0.34537633726106
"Q8NHP7_IDR_18_67",0.481453047172817
"Q8NHP7_IDR_284_470",0.518546952827183
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.504738367741136
"Q8NHQ8_IDR_82_200",0.495261632258864
"Q8NHQ9_IDR_486_555",0.446828438005446
"Q8NHQ9_IDR_570_600",0.553171561994554
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.341326494125752
"Q8NHY3_IDR_173_216",0.540214065469354
"Q8NHY3_IDR_269_880",0.459785934530646
"Q8NHY6_IDR_154_371",0.496973504401944
"Q8NHY6_IDR_1_97",0.503026495598056
"Q8NHZ7_IDR_1_158",0.502662103741348
"Q8NHZ7_IDR_178_208",0.497337896258652
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.33662435315665
"Q8NI08_IDR_162_215",0.40915126318001
"Q8NI08_IDR_307_652",0.254224383663339
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.0963693778374032
"Q8NI35_IDR_1164_1219",0.12927792250396
"Q8NI35_IDR_455_515",0.105832643752989
"Q8NI35_IDR_641_675",0.0999355188629355
"Q8NI35_IDR_777_807",0.114192889265857
"Q8NI35_IDR_839_985",0.128003433149057
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.446320410301747
"Q8TAD2_IDR_49_87",0.553679589698253
"Q8TAD4_IDR_1_32",0.336325106510082
"Q8TAD4_IDR_545_588",0.663674893489918
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.505727870925481
"Q8TAE8_IDR_182_222",0.494272129074519
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.415131028161602
"Q8TAK6_IDR_183_271",0.584868971838398
"Q8TAL5_IDR_145_182",0.24481324691019
"Q8TAL5_IDR_272_431",0.525522157901804
"Q8TAL5_IDR_82_123",0.229664595188006
"Q8TAW3_IDR_99_172",0.557033121354257
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.606326712286456
"Q8TAZ6_IDR_205_248",0.393673287713544
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.308717605029379
"Q8TB24_IDR_181_218",0.400984528569885
"Q8TB24_IDR_242_581",0.290297866400737
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.290926307775928
"Q8TBA6_IDR_306_350",0.270235945517768
"Q8TBA6_IDR_445_475",0.221880016283155
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.603864745317182
"Q8TBK6_IDR_61_192",0.396135254682818
"Q8TBM8_IDR_220_262",0.484672429055154
"Q8TBM8_IDR_54_90",0.515327570944846
"Q8TBN0_IDR_1_90",0.546459697762551
"Q8TBN0_IDR_92_218",0.453540302237449
"Q8TBP0_IDR_1_31",0.25135939655904
"Q8TBP0_IDR_712_767",0.327256315766546
"Q8TBP0_IDR_91_286",0.421384287674414
"Q8TBP5_IDR_1_118",0.476373353905261
"Q8TBP5_IDR_144_190",0.523626646094739
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.510531058903431
"Q8TBX8_IDR_294_346",0.489468941096569
"Q8TBY8_IDR_191_246",0.31054517405852
"Q8TBY8_IDR_848_894",0.336821324007556
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.503713947335628
"Q8TC41_IDR_175_255",0.496286052664372
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.422757825652746
"Q8TC71_IDR_493_538",0.318773088682758
"Q8TC71_IDR_90_135",0.258469085664496
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.368252508862862
"Q8TCU5_IDR_986_1075",0.631747491137138
"Q8TCU6_IDR_1109_1142",0.487949625320893
"Q8TCU6_IDR_1_44",0.512050374679107
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.464525744928212
"Q8TCY9_IDR_1_65",0.535474255071788
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.466297765056217
"Q8TD94_IDR_266_323",0.533702234943783
"Q8TDB4_IDR_1_43",0.540214919036939
"Q8TDB4_IDR_70_240",0.459785080963061
"Q8TDB6_IDR_196_232",0.353974987297524
"Q8TDB6_IDR_510_556",0.331050059930822
"Q8TDB6_IDR_91_122",0.314974952771654
"Q8TDC0_IDR_1_161",0.48061062208603
"Q8TDC0_IDR_164_218",0.51938937791397
"Q8TDC3_IDR_363_589",0.60194686261858
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.102271633617025
"Q8TDJ6_IDR_1913_2032",0.09151000129292
"Q8TDJ6_IDR_2095_2129",0.125325972017507
"Q8TDJ6_IDR_2393_2442",0.0911809475747141
"Q8TDJ6_IDR_2468_2500",0.10988381283779
"Q8TDJ6_IDR_284_332",0.125877357876061
"Q8TDJ6_IDR_416_482",0.119072969767421
"Q8TDJ6_IDR_570_602",0.117641250896372
"Q8TDJ6_IDR_921_963",0.11723605412019
"Q8TDM0_IDR_1_32",0.46425290914679
"Q8TDM0_IDR_178_211",0.53574709085321
"Q8TDM6_IDR_1435_1496",0.212261856280919
"Q8TDM6_IDR_1665_1714",0.174075880306005
"Q8TDM6_IDR_560_612",0.151626156715682
"Q8TDM6_IDR_804_1342",0.28526518002534
"Q8TDM6_IDR_92_187",0.176770926672053
"Q8TDN1_IDR_1_56",0.497054068544755
"Q8TDN1_IDR_476_519",0.502945931455245
"Q8TDN2_IDR_1_40",0.514190421915837
"Q8TDW7_IDR_4177_4353",0.436951011260346
"Q8TDW7_IDR_4355_4541",0.563048988739654
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.182330937922588
"Q8TDX9_IDR_1024_1112",0.195658058663187
"Q8TDX9_IDR_2019_2129",0.237476471760116
"Q8TDX9_IDR_2810_2849",0.192225284414782
"Q8TDX9_IDR_965_1010",0.192309247239327
"Q8TDY2_IDR_1264_1317",0.207863566027059
"Q8TDY2_IDR_1383_1494",0.3135511908349
"Q8TDY2_IDR_221_300",0.223262460047694
"Q8TDY2_IDR_600_806",0.255322783090347
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.49460927770868
"Q8TDY8_IDR_982_1124",0.50539072229132
"Q8TDZ2_IDR_616_705",0.56984283973614
"Q8TDZ2_IDR_752_922",0.430157160263859
"Q8TE12_IDR_157_198",0.321472876063638
"Q8TE12_IDR_246_368",0.678527123936362
"Q8TE49_IDR_77_113",0.395060727936746
"Q8TE85_IDR_405_437",0.281150745122097
"Q8TE85_IDR_467_511",0.333480209122747
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.472627875408549
"Q8TEB1_IDR_515_546",0.527372124591451
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.301679157437436
"Q8TEC5_IDR_442_729",0.359920473336773
"Q8TEC5_IDR_77_121",0.338400369225791
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.275595893592496
"Q8TED9_IDR_317_393",0.228113776427504
"Q8TED9_IDR_514_768",0.2190616051798
