"","GO0005525_GTP_binding"
"Q96L93_IDR_593_628",0.482312898325712
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.502033826986847
"Q96LC9_IDR_1_97",0.497966173013153
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.498391269531659
"Q96LI6_IDR_194_327",0.501608730468341
"Q96LI9_IDR_1_36",0.500091192700953
"Q96LI9_IDR_260_332",0.499908807299047
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.25522430015475
"Q96LX7_IDR_144_190",0.249493832185974
"Q96LX7_IDR_192_378",0.238307138653851
"Q96LX7_IDR_572_622",0.256974729005426
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.49317184792479
"Q96LY2_IDR_302_350",0.50682815207521
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.326938235557013
"Q96M02_IDR_299_402",0.327447573565567
"Q96M02_IDR_411_651",0.34561419087742
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.475661411923633
"Q96MC2_IDR_559_616",0.524338588076367
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.507552932757013
"Q96MC6_IDR_450_490",0.492447067242987
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.257532780782777
"Q96ME7_IDR_202_271",0.241094526034523
"Q96ME7_IDR_291_377",0.253379784181818
"Q96ME7_IDR_471_567",0.247992909000883
"Q96MF2_IDR_122_245",0.516426273559576
"Q96MF2_IDR_1_97",0.483573726440424
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.491890865098171
"Q96MH2_IDR_150_184",0.508109134901829
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.551003427208202
"Q96MT7_IDR_1058_1115",0.245182493128917
"Q96MT7_IDR_1283_1345",0.189173753865802
"Q96MT7_IDR_1494_1538",0.186517815731412
"Q96MT8_IDR_102_144",0.256394497194571
"Q96MT8_IDR_173_224",0.249362037432317
"Q96MT8_IDR_286_367",0.255271980058945
"Q96MT8_IDR_475_660",0.238971485314168
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.546069124881517
"Q96MU7_IDR_508_727",0.453930875118483
"Q96N77_IDR_119_262",0.515341478654187
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.489724346731837
"Q96N95_IDR_1_46",0.510275653268163
"Q96N96_IDR_1_134",0.529014342659194
"Q96N96_IDR_576_652",0.470985657340806
"Q96NA2_IDR_349_401",0.510193125226031
"Q96NA2_IDR_93_347",0.48980687477397
"Q96NA8_IDR_1_40",0.251573261657194
"Q96NA8_IDR_47_133",0.24681403746907
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.490134254566233
"Q96NT1_IDR_1_65",0.509865745433767
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.496189761629936
"Q96NU1_IDR_623_677",0.503810238370064
"Q96NW4_IDR_622_665",0.510794268961711
"Q96NW4_IDR_962_1050",0.489205731038289
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.393361099347826
"Q96P50_IDR_519_658",0.606638900652174
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.519200152264445
"Q96P64_IDR_323_384",0.480799847735555
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.464812750212272
"Q96P66_IDR_477_508",0.535187249787728
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.328227931912041
"Q96P71_IDR_160_224",0.332539825564207
"Q96P71_IDR_234_281",0.339232242523752
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.202064478298932
"Q96PC5_IDR_1083_1412",0.231135858158108
"Q96PC5_IDR_1_56",0.191155893649329
"Q96PC5_IDR_888_937",0.188174437904888
"Q96PC5_IDR_92_600",0.187469331988743
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.333252723339113
"Q96PM9_IDR_272_315",0.333921039621662
"Q96PM9_IDR_84_260",0.332826237039225
"Q96PP4_IDR_134_173",0.510030083487032
"Q96PP4_IDR_182_232",0.489969916512968
"Q96PQ0_IDR_1108_1141",0.508252947954518
"Q96PQ0_IDR_1_131",0.491747052045482
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.506819781507122
"Q96PQ6_IDR_1_53",0.493180218492878
"Q96PR1_IDR_40_94",0.506159965398329
"Q96PR1_IDR_486_638",0.493840034601671
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.325539740192781
"Q96PU4_IDR_624_687",0.326298406499383
"Q96PU4_IDR_77_117",0.348161853307836
"Q96PU5_IDR_155_208",0.315819820350458
"Q96PY6_IDR_1066_1178",0.512925668539735
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.49438897353127
"Q96Q04_IDR_545_1460",0.50561102646873
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.337602560415034
"Q96Q15_IDR_1870_1920",0.32947405316377
"Q96Q15_IDR_3520_3604",0.332923386421196
"Q96Q35_IDR_18_80",0.490797544368373
"Q96Q35_IDR_399_445",0.509202455631627
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.246238665764992
"Q96Q89_IDR_222_262",0.248623988870443
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.279410640650374
"Q96Q89_IDR_593_1061",0.225726704714192
"Q96QE3_IDR_1196_1297",0.134997701743617
"Q96QE3_IDR_1524_1636",0.146429641289134
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.46108766498738
"Q96QS3_IDR_450_560",0.53891233501262
"Q96QS6_IDR_1_45",0.483781532163301
"Q96QS6_IDR_338_385",0.516218467836699
"Q96QT4_IDR_1257_1544",0.34846319259582
"Q96QT4_IDR_543_614",0.334416906182909
"Q96QT4_IDR_782_836",0.317119901221271
"Q96QT6_IDR_1_69",0.244226794349363
"Q96QT6_IDR_72_268",0.247657837659538
"Q96RJ3_IDR_1_31",0.507491843601332
"Q96RJ3_IDR_35_164",0.492508156398668
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.329397782624617
"Q96RL7_IDR_1672_1713",0.321379095226553
"Q96RL7_IDR_799_873",0.34922312214883
"Q96RU7_IDR_321_358",0.499997229406596
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.386109877423106
"Q96RV3_IDR_888_967",0.255946975282942
"Q96RV3_IDR_92_866",0.357943147293952
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.551994046043018
"Q96RY5_IDR_429_1214",0.448005953956982
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.505763350264726
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.53230974624526
"Q96SF7_IDR_289_602",0.46769025375474
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.493801277689398
"Q96SI9_IDR_458_504",0.506198722310602
"Q96SK2_IDR_106_246",0.537135246482648
"Q96SK2_IDR_277_311",0.462864753517352
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.484277134353844
"Q96T21_IDR_785_815",0.515722865646156
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.337277834295763
"Q96T37_IDR_256_369",0.316830106649029
"Q96T37_IDR_548_775",0.345892059055208
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.480708242698919
"Q96T51_IDR_605_635",0.519291757301081
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.481842980939783
"Q96T58_IDR_88_331",0.518157019060217
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.24315302046768
"Q99250_IDR_1926_2005",0.242700570840697
"Q99250_IDR_653_695",0.249158716648388
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.530829239473567
"Q99442_IDR_288_399",0.469170760526433
"Q99453_IDR_1_141",0.508517285048068
"Q99453_IDR_149_314",0.491482714951932
"Q99456_IDR_15_94",0.496045666340341
"Q99456_IDR_437_472",0.503954333659658
"Q99457_IDR_157_307",0.488376407772157
"Q99457_IDR_1_93",0.511623592227843
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.499276509721047
"Q99460_IDR_837_875",0.500723490278953
"Q99466_IDR_1489_1547",0.32320381171374
"Q99466_IDR_1825_1941",0.350667808078503
"Q99466_IDR_1958_2003",0.326128380207757
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.192253115106332
"Q99558_IDR_658_779",0.212562954629216
"Q99558_IDR_788_826",0.214343955219272
"Q99558_IDR_87_209",0.193960653198242
"Q99569_IDR_1016_1129",0.334283698512437
"Q99569_IDR_1_521",0.366148920868702
"Q99569_IDR_761_807",0.299567380618861
"Q99570_IDR_783_818",0.492205181326718
"Q99570_IDR_835_935",0.507794818673282
"Q99572_IDR_418_470",1
"Q99575_IDR_126_199",0.203835580395318
"Q99575_IDR_1_95",0.195604563613818
"Q99575_IDR_362_394",0.201527327553117
"Q99575_IDR_721_799",0.19673770115315
"Q99575_IDR_897_942",0.202294827284597
"Q99578_IDR_186_217",1
"Q99581_IDR_136_238",1
"Q99583_IDR_17_552",1
"Q99590_IDR_103_1377",0.546114415439267
"Q99590_IDR_1_36",0.453885584560733
"Q99626_IDR_1_313",1
"Q99633_IDR_1_85",0.490112139428816
"Q99633_IDR_92_181",0.509887860571184
"Q99638_IDR_267_359",1
"Q99640_IDR_1_96",0.528824389552538
"Q99640_IDR_396_479",0.471175610447462
"Q99645_IDR_35_100",1
"Q99650_IDR_813_908",0.494978320180106
"Q99650_IDR_921_967",0.505021679819895
"Q99661_IDR_590_638",0.435030855855492
"Q99661_IDR_75_224",0.564969144144508
"Q99665_IDR_673_706",0.518010373140746
"Q99665_IDR_712_825",0.481989626859254
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.144944433733714
"Q99698_IDR_1487_1517",0.164117225404133
"Q99698_IDR_2075_2224",0.166265584355224
"Q99700_IDR_1_256",0.499760312690218
"Q99700_IDR_450_1313",0.500239687309782
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.487896194712321
"Q99708_IDR_822_897",0.512103805287679
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.499766040353664
"Q99733_IDR_341_375",0.500233959646336
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.501696527899014
"Q99742_IDR_409_521",0.498303472100986
"Q99747_IDR_277_310",1
"Q99935_IDR_1_212",1
"Q99941_IDR_1_498",0.307702249419502
"Q99941_IDR_522_566",0.340858609446603
"Q99941_IDR_668_703",0.351439141133896
"Q99942_IDR_143_180",1
"Q99944_IDR_1_32",1
"Q99946_IDR_1_160",0.511767533086673
"Q99946_IDR_178_208",0.488232466913327
"Q99952_IDR_304_437",1
"Q99956_IDR_142_199",0.500340249311773
"Q99956_IDR_347_384",0.499659750688227
"Q99958_IDR_159_424",0.503065358867657
"Q99958_IDR_34_69",0.496934641132343
"Q99959_IDR_1_348",1
"Q99961_IDR_248_306",1
"Q99962_IDR_248_289",1
"Q99963_IDR_246_285",1
"Q99966_IDR_1_147",1
"Q9BPX6_IDR_1_110",1
"Q9BPZ2_IDR_1_46",1
"Q9BPZ3_IDR_64_114",1
"Q9BPZ7_IDR_36_115",1
"Q9BQ04_IDR_149_359",1
"Q9BQ15_IDR_104_211",1
"Q9BQ16_IDR_1_39",0.496971558999487
"Q9BQ16_IDR_388_436",0.503028441000513
"Q9BQ31_IDR_450_491",1
"Q9BQ39_IDR_1_136",0.508261984164871
"Q9BQ39_IDR_668_737",0.491738015835129
"Q9BQ48_IDR_1_92",1
"Q9BQ50_IDR_1_46",1
"Q9BQ52_IDR_1_53",0.345478392672829
"Q9BQ52_IDR_189_235",0.327314468857526
"Q9BQ52_IDR_784_826",0.327207138469645
"Q9BQ61_IDR_1_145",1
"Q9BQ65_IDR_1_46",1
"Q9BQ66_IDR_1_199",1
"Q9BQ69_IDR_1_73",1
"Q9BQI3_IDR_1_37",0.487145491704731
"Q9BQI3_IDR_240_374",0.512854508295269
"Q9BQI4_IDR_231_270",1
"Q9BQI5_IDR_150_527",0.547331028541819
"Q9BQI5_IDR_1_68",0.452668971458181
"Q9BQI6_IDR_202_330",0.518582945224305
"Q9BQI6_IDR_716_799",0.481417054775695
"Q9BQI7_IDR_1_308",0.448551118327479
"Q9BQI7_IDR_735_771",0.551448881672521
"Q9BQI9_IDR_1_154",1
"Q9BQK8_IDR_533_589",0.476632319814829
"Q9BQK8_IDR_92_433",0.523367680185171
"Q9BQL6_IDR_141_189",1
"Q9BQM9_IDR_52_153",1
"Q9BQN1_IDR_308_747",1
"Q9BQQ3_IDR_205_440",1
"Q9BQQ7_IDR_164_232",1
"Q9BQS2_IDR_1_119",1
"Q9BQS6_IDR_1_49",1
"Q9BQS8_IDR_181_309",0.249278848051613
"Q9BRD0_IDR_1_50",0.328775575702501
"Q9BRD0_IDR_55_498",0.671224424297499
"Q9BRG2_IDR_119_267",1
"Q9BRH9_IDR_77_206",1
"Q9BRI3_IDR_20_66",1
"Q9BRJ6_IDR_1_97",1
"Q9BRJ9_IDR_146_238",0.491136555707621
"Q9BRJ9_IDR_1_89",0.508863444292379
"Q9BRK0_IDR_145_252",1
"Q9BRK4_IDR_1_586",0.509107224172747
"Q9BRK4_IDR_619_656",0.490892775827253
"Q9BRL6_IDR_94_282",1
"Q9BRN9_IDR_1_61",1
"Q9BRP0_IDR_245_275",0.503925088537566
"Q9BRP0_IDR_9_111",0.496074911462434
"Q9BRP1_IDR_105_179",1
"Q9BRP8_IDR_1_152",1
"Q9BRQ0_IDR_1_324",1
"Q9BRQ5_IDR_1_57",0.515476524645959
"Q9BRQ5_IDR_191_258",0.484523475354041
"Q9BRU9_IDR_180_249",1
"Q9BRV8_IDR_23_80",1
"Q9BRX8_IDR_1_32",1
"Q9BRY0_IDR_112_165",1
"Q9BRZ2_IDR_376_458",1
"Q9BS31_IDR_53_207",1
"Q9BS91_IDR_1_34",0.523676030615695
"Q9BS91_IDR_377_424",0.476323969384305
"Q9BS92_IDR_1_32",1
"Q9BSA4_IDR_441_534",1
"Q9BSA9_IDR_455_504",1
"Q9BSC4_IDR_497_635",0.494230951151861
"Q9BSC4_IDR_649_688",0.505769048848139
"Q9BSD3_IDR_1_194",1
"Q9BSE2_IDR_1_219",1
"Q9BSE4_IDR_214_269",0.323376681931526
"Q9BSE4_IDR_323_375",0.318146566005754
"Q9BSE4_IDR_87_142",0.35847675206272
"Q9BSE5_IDR_1_43",1
"Q9BSJ8_IDR_604_634",0.336194574371452
"Q9BSJ8_IDR_918_971",0.333001783068066
"Q9BSK1_IDR_76_162",1
"Q9BSL1_IDR_235_275",1
"Q9BSM1_IDR_1_31",1
"Q9BSQ5_IDR_1_42",0.321468465248099
"Q9BSQ5_IDR_238_293",0.361856629487633
"Q9BSQ5_IDR_385_417",0.316674905264268
"Q9BSR8_IDR_1_51",1
"Q9BST9_IDR_1_41",0.230735090691784
"Q9BST9_IDR_205_247",0.225674600539313
"Q9BST9_IDR_432_483",0.220621137775769
"Q9BST9_IDR_488_557",0.322969170993134
"Q9BSU3_IDR_163_229",1
"Q9BSV6_IDR_97_178",1
"Q9BSW2_IDR_120_155",0.511620209724693
"Q9BSW2_IDR_1_47",0.488379790275307
"Q9BSW7_IDR_37_119",1
"Q9BSY9_IDR_156_194",1
"Q9BT09_IDR_1_42",0.507338721965614
"Q9BT09_IDR_213_278",0.492661278034386
"Q9BT23_IDR_1_35",1
"Q9BT25_IDR_1_182",0.491569661645363
"Q9BT25_IDR_352_410",0.508430338354637
"Q9BT43_IDR_111_197",1
"Q9BT49_IDR_97_293",1
"Q9BT56_IDR_1_77",1
"Q9BT67_IDR_1_128",1
"Q9BTE3_IDR_147_225",1
"Q9BTE7_IDR_1_44",1
"Q9BTF0_IDR_123_202",1
"Q9BTK6_IDR_134_254",0.505349114089951
"Q9BTK6_IDR_1_86",0.494650885910049
"Q9BTL3_IDR_44_118",1
"Q9BTL4_IDR_1_205",1
"Q9BTN0_IDR_391_425",0.501851179007748
"Q9BTN0_IDR_566_611",0.498148820992252
"Q9BTP6_IDR_1_51",0.497355799826124
"Q9BTP6_IDR_176_218",0.502644200173876
"Q9BTT0_IDR_149_268",1
"Q9BTT6_IDR_462_524",1
"Q9BTU6_IDR_1_102",1
"Q9BTV6_IDR_379_427",1
"Q9BTV7_IDR_1_158",0.491594560149368
"Q9BTV7_IDR_254_296",0.508405439850632
"Q9BTX1_IDR_389_456",1
"Q9BTX3_IDR_143_173",1
"Q9BU19_IDR_124_325",0.499287376751048
"Q9BU19_IDR_459_519",0.500712623248952
"Q9BU23_IDR_657_707",1
"Q9BU61_IDR_1_40",1
"Q9BU68_IDR_1_103",1
"Q9BU70_IDR_168_320",1
"Q9BU76_IDR_1_50",0.510001477361608
"Q9BU76_IDR_53_263",0.489998522638392
"Q9BUI4_IDR_161_227",1
"Q9BUJ2_IDR_36_207",0.502272883159938
"Q9BUJ2_IDR_600_856",0.497727116840062
"Q9BUL5_IDR_1_334",1
"Q9BUL9_IDR_155_199",1
"Q9BUN1_IDR_18_64",0.338655023854175
"Q9BUN1_IDR_264_304",0.33469206534148
"Q9BUN1_IDR_66_112",0.326652910804345
"Q9BUN5_IDR_1_82",1
"Q9BUN8_IDR_215_251",1
"Q9BUP0_IDR_1_80",1
"Q9BUQ8_IDR_1_275",0.474524189434382
"Q9BUQ8_IDR_278_347",0.525475810565618
"Q9BUR4_IDR_1_143",1
"Q9BUT9_IDR_1_90",1
"Q9BUU2_IDR_60_141",1
"Q9BUV0_IDR_1_290",1
"Q9BUY5_IDR_87_145",1
"Q9BV36_IDR_139_600",0.625787777857792
"Q9BV36_IDR_26_86",0.374212222142208
"Q9BV38_IDR_364_395",1
"Q9BV44_IDR_1_33",0.504852267642069
"Q9BV44_IDR_140_222",0.495147732357931
"Q9BV47_IDR_1_39",1
"Q9BV68_IDR_274_311",0.511948062981113
"Q9BV68_IDR_43_142",0.488051937018887
"Q9BVC5_IDR_62_230",1
"Q9BVC6_IDR_1_48",1
"Q9BVG4_IDR_163_233",1
"Q9BVG8_IDR_1_177",0.454305562919571
"Q9BVG8_IDR_773_833",0.545694437080429
"Q9BVG9_IDR_1_49",0.502855691885195
"Q9BVG9_IDR_435_487",0.497144308114805
"Q9BVH7_IDR_1_73",1
"Q9BVI0_IDR_138_648",0.524643290259493
"Q9BVI0_IDR_784_930",0.475356709740507
"Q9BVJ6_IDR_1_83",0.330252786024489
"Q9BVJ6_IDR_286_589",0.324936111176568
"Q9BVJ6_IDR_738_771",0.344811102798943
"Q9BVL2_IDR_1_244",0.476581494663679
"Q9BVL2_IDR_430_599",0.523418505336321
"Q9BVN2_IDR_1_454",0.493250368730765
"Q9BVN2_IDR_670_841",0.506749631269235
"Q9BVP2_IDR_1_125",0.502576031984526
"Q9BVP2_IDR_459_549",0.497423968015474
"Q9BVS4_IDR_303_535",1
"Q9BVS5_IDR_412_443",0.480510524961157
"Q9BVS5_IDR_43_147",0.519489475038843
"Q9BVT8_IDR_176_208",0.508276347030381
"Q9BVT8_IDR_1_99",0.491723652969619
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.166107035321808
"Q9BVV6_IDR_1300_1440",0.164828688943129
"Q9BVV6_IDR_139_195",0.170100327083142
"Q9BVV6_IDR_197_527",0.163252790640134
"Q9BVV6_IDR_537_1297",0.164412113006528
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.494504222734484
"Q9BW71_IDR_470_556",0.505495777265516
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.512568369692516
"Q9BW85_IDR_160_323",0.487431630307484
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.483481820322296
"Q9BWF2_IDR_428_461",0.516518179677704
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.494335300667617
"Q9BWH6_IDR_35_232",0.505664699332383
"Q9BWK5_IDR_19_49",0.531068676561787
"Q9BWK5_IDR_72_142",0.468931323438213
"Q9BWL3_IDR_1_42",0.50656935276031
"Q9BWL3_IDR_194_253",0.49343064723969
"Q9BWN1_IDR_1_473",0.59992539804332
"Q9BWN1_IDR_526_560",0.40007460195668
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.504575728947834
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.503500333724298
"Q9BWW8_IDR_84_139",0.496499666275702
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.501004402960056
"Q9BWX5_IDR_219_397",0.498995597039944
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.495371371535801
"Q9BX40_IDR_83_307",0.504628628464199
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.333729189482459
"Q9BX63_IDR_71_194",0.330141300626999
"Q9BX63_IDR_893_1249",0.336129509890542
"Q9BX66_IDR_1_793",0.672387595367645
"Q9BX66_IDR_929_1236",0.327612404632354
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.505318868127513
"Q9BXB4_IDR_162_366",0.494681131872487
"Q9BXB5_IDR_1_75",0.482558077068504
"Q9BXB5_IDR_178_395",0.517441922931496
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.334517234850109
"Q9BXF3_IDR_288_445",0.334457978326834
"Q9BXF3_IDR_540_1484",0.331024786823057
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.5028075692543
"Q9BXG8_IDR_85_206",0.4971924307457
"Q9BXI6_IDR_1_52",0.503836847077278
"Q9BXI6_IDR_375_508",0.496163152922722
"Q9BXI9_IDR_1_45",0.508096200856562
"Q9BXI9_IDR_68_138",0.491903799143438
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.368205313225628
"Q9BXP2_IDR_683_720",0.31404057362266
"Q9BXP2_IDR_807_863",0.317754113151712
"Q9BXP5_IDR_1_95",0.332242738278766
"Q9BXP5_IDR_258_415",0.335986729427362
"Q9BXP5_IDR_540_598",0.331770532293872
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.514593714081962
"Q9BXQ6_IDR_251_309",0.485406285918038
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.523371628935469
"Q9BXS0_IDR_98_654",0.476628371064531
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.320891055579146
"Q9BXW9_IDR_1_44",0.361770984768152
"Q9BXW9_IDR_849_914",0.317337959652702
"Q9BXX0_IDR_111_255",0.250972843102033
"Q9BXX0_IDR_511_542",0.242865173306708
"Q9BXX0_IDR_77_108",0.248732746124727
"Q9BXX0_IDR_776_899",0.257429237466532
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.500636595206931
"Q9BXX3_IDR_265_1048",0.499363404793069
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.31875226311414
"Q9BY07_IDR_41_91",0.315561538662935
"Q9BY07_IDR_419_482",0.365686198222925
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.390681663525311
"Q9BY12_IDR_38_95",0.288996878708906
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.478976871801546
"Q9BYG3_IDR_187_293",0.521023128198454
"Q9BYG4_IDR_103_142",0.398759760261478
"Q9BYG4_IDR_252_373",0.601240239738522
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.51266832595102
"Q9BYJ9_IDR_196_369",0.48733167404898
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.556036835894113
"Q9BYT3_IDR_405_514",0.443963164105887
"Q9BYT5_IDR_1_123",1
