"","GO0140640_catalytic_activity._acting_on_a_nucleic_acid"
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.492822405814051
"Q8TD94_IDR_266_323",0.507177594185949
"Q8TDB4_IDR_1_43",0.486628438596964
"Q8TDB4_IDR_70_240",0.513371561403036
"Q8TDB6_IDR_196_232",0.352612705416571
"Q8TDB6_IDR_510_556",0.31907681749416
"Q8TDB6_IDR_91_122",0.328310477089269
"Q8TDC0_IDR_1_161",0.509430956868297
"Q8TDC0_IDR_164_218",0.490569043131703
"Q8TDC3_IDR_363_589",0.504170514600945
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.105569727825797
"Q8TDJ6_IDR_1913_2032",0.12303929019615
"Q8TDJ6_IDR_2095_2129",0.110194100009909
"Q8TDJ6_IDR_2393_2442",0.108046738040389
"Q8TDJ6_IDR_2468_2500",0.116564895172408
"Q8TDJ6_IDR_284_332",0.107237709043433
"Q8TDJ6_IDR_416_482",0.11768326448081
"Q8TDJ6_IDR_570_602",0.108922327160226
"Q8TDJ6_IDR_921_963",0.102741948070878
"Q8TDM0_IDR_1_32",0.504160962966518
"Q8TDM0_IDR_178_211",0.495839037033482
"Q8TDM6_IDR_1435_1496",0.187475328367895
"Q8TDM6_IDR_1665_1714",0.222692738991938
"Q8TDM6_IDR_560_612",0.204755071205076
"Q8TDM6_IDR_804_1342",0.18453808330779
"Q8TDM6_IDR_92_187",0.200538778127301
"Q8TDN1_IDR_1_56",0.491959236675736
"Q8TDN1_IDR_476_519",0.508040763324264
"Q8TDN2_IDR_1_40",0.45495987149638
"Q8TDW7_IDR_4177_4353",0.495065498125264
"Q8TDW7_IDR_4355_4541",0.504934501874736
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.204410106516466
"Q8TDX9_IDR_1024_1112",0.201546595398951
"Q8TDX9_IDR_2019_2129",0.196652085179546
"Q8TDX9_IDR_2810_2849",0.199418105856825
"Q8TDX9_IDR_965_1010",0.197973107048212
"Q8TDY2_IDR_1264_1317",0.263795733983366
"Q8TDY2_IDR_1383_1494",0.247543198780395
"Q8TDY2_IDR_221_300",0.267019332340517
"Q8TDY2_IDR_600_806",0.221641734895723
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.51119268158797
"Q8TDY8_IDR_982_1124",0.488807318412029
"Q8TDZ2_IDR_616_705",0.473300849625996
"Q8TDZ2_IDR_752_922",0.526699150374004
"Q8TE12_IDR_157_198",0.557948652197688
"Q8TE12_IDR_246_368",0.442051347802313
"Q8TE49_IDR_77_113",0.485806027757496
"Q8TE85_IDR_405_437",0.392303923282607
"Q8TE85_IDR_467_511",0.320612318696351
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.481297039589374
"Q8TEB1_IDR_515_546",0.518702960410626
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.311799560565237
"Q8TEC5_IDR_442_729",0.326703497185795
"Q8TEC5_IDR_77_121",0.361496942248968
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.24391796323216
"Q8TED9_IDR_317_393",0.246141825123346
"Q8TED9_IDR_514_768",0.289316076660119
"Q8TED9_IDR_76_157",0.220624134984375
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.466417396737814
"Q8TEF2_IDR_94_133",0.533582603262186
"Q8TER5_IDR_1430_1519",0.305100015374055
"Q8TER5_IDR_942_1034",0.327956227988817
"Q8TES7_IDR_1016_1100",0.434243278570361
"Q8TES7_IDR_1_590",0.565756721429639
"Q8TEU7_IDR_1065_1475",0.184205415256733
"Q8TEU7_IDR_121_209",0.156138212131412
"Q8TEU7_IDR_1495_1535",0.162331278317321
"Q8TEU7_IDR_1540_1601",0.165819881004204
"Q8TEU7_IDR_213_247",0.165226071776236
"Q8TEU7_IDR_625_744",0.166279141514094
"Q8TEV9_IDR_212_252",0.317864042932401
"Q8TEV9_IDR_254_369",0.358898364072395
"Q8TEV9_IDR_374_707",0.323237592995204
"Q8TEW0_IDR_145_212",0.241012871761655
"Q8TEW0_IDR_215_260",0.238234576618298
"Q8TEW0_IDR_368_453",0.219490255498484
"Q8TEW0_IDR_686_1334",0.301262296121562
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.258289090410745
"Q8TEW8_IDR_306_377",0.282069280677851
"Q8TF39_IDR_223_389",0.563977157380035
"Q8TF40_IDR_173_204",0.190034211655613
"Q8TF40_IDR_245_325",0.193650901989666
"Q8TF40_IDR_593_748",0.210298744379864
"Q8TF40_IDR_68_114",0.198557914421437
"Q8TF40_IDR_758_969",0.20745822755342
"Q8TF42_IDR_1_34",0.516153176530971
"Q8TF42_IDR_349_380",0.483846823469029
"Q8TF44_IDR_15_50",0.504994665119182
"Q8TF44_IDR_56_298",0.495005334880818
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.476722680832584
"Q8TF50_IDR_160_471",0.523277319167416
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.494469193183007
"Q8WUB2_IDR_1_63",0.505530806816993
"Q8WUB8_IDR_1_64",0.473053939937017
"Q8WUB8_IDR_281_374",0.526946060062983
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.46975207843792
"Q8WUF8_IDR_219_255",0.530247921562081
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.479878394989702
"Q8WUI4_IDR_911_952",0.520121605010298
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.332635894240594
"Q8WV24_IDR_187_242",0.348262137816739
"Q8WV24_IDR_284_401",0.319101967942667
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.514596644155114
"Q8WV37_IDR_37_202",0.485403355844886
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.504950235664836
"Q8WV44_IDR_52_90",0.495049764335164
"Q8WV48_IDR_162_283",0.34489937359929
"Q8WV48_IDR_1_64",0.318251632148962
"Q8WV48_IDR_87_155",0.336848994251748
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.542505822397253
"Q8WV83_IDR_1_60",0.457494177602747
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.262958833404633
"Q8WVB6_IDR_247_277",0.245081232953027
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.263454040423794
"Q8WW38_IDR_204_250",0.247531751536259
"Q8WW38_IDR_275_352",0.248090906362214
"Q8WW38_IDR_358_1117",0.240923301677733
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.290753799114186
"Q8WWQ0_IDR_1430_1821",0.372778782544337
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.448153875909919
"Q8WWT9_IDR_167_223",0.55184612409008
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.487340443003414
"Q8WWW0_IDR_173_204",0.512659556996586
"Q8WWW8_IDR_120_395",0.475438049555598
"Q8WWW8_IDR_397_526",0.524561950444402
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.49007857546744
"Q8WWY3_IDR_338_448",0.50992142453256
"Q8WWY6_IDR_1_76",0.506683156781168
"Q8WWY6_IDR_82_121",0.493316843218832
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.259914426193116
"Q8WXG6_IDR_106_170",0.272168051977394
"Q8WXG6_IDR_437_472",0.235105867899209
"Q8WXG6_IDR_607_938",0.232811653930281
"Q8WXH0_IDR_1031_1105",0.204705184956358
"Q8WXH0_IDR_2353_2393",0.200163518035628
"Q8WXH0_IDR_3982_4491",0.195912113789194
"Q8WXH0_IDR_6349_6495",0.198537722496321
"Q8WXH0_IDR_6770_6832",0.200681460722499
"Q8WXH2_IDR_357_410",0.473897259815159
"Q8WXH2_IDR_424_723",0.526102740184841
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.313305205555381
"Q8WXI2_IDR_417_560",0.371483520041403
"Q8WXI2_IDR_672_905",0.315211274403216
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.344578061807101
"Q8WXW3_IDR_533_581",0.33860712258251
"Q8WXW3_IDR_669_757",0.31681481561039
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.476354813615223
"Q8WXX7_IDR_655_1259",0.523645186384777
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.464065048430123
"Q8WY21_IDR_1_157",0.535934951569877
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.402871667469434
"Q8WY36_IDR_120_925",0.597128332530566
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.487825116847651
"Q8WY54_IDR_492_716",0.512174883152349
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.416694985825385
"Q8WY91_IDR_88_330",0.583305014174615
"Q8WYQ9_IDR_162_804",0.5131712959666
"Q8WYR1_IDR_313_511",0.528562207583922
"Q8WYR1_IDR_565_598",0.471437792416078
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.48672429588701
"Q8WZ19_IDR_281_329",0.51327570411299
"Q8WZ42_IDR_1386_1452",0.0803694475932713
"Q8WZ42_IDR_194_889",0.0776027177982946
"Q8WZ42_IDR_32818_32928",0.0849709933280759
"Q8WZ42_IDR_32971_33260",0.0927046406315441
"Q8WZ42_IDR_33393_33486",0.0822656709858322
"Q8WZ42_IDR_33581_33644",0.0836311629908458
"Q8WZ42_IDR_33743_33780",0.081849534326774
"Q8WZ42_IDR_33872_33966",0.07953591091244
"Q8WZ42_IDR_34165_34253",0.087433505114746
"Q8WZ42_IDR_3714_4075",0.0784733928190179
"Q8WZ42_IDR_4170_4272",0.0828327619913788
"Q8WZ42_IDR_9853_12031",0.0883302615077794
"Q8WZ55_IDR_65_162",0.313776927495638
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.318495942616582
"Q92481_IDR_1_81",0.338302538932369
"Q92481_IDR_91_169",0.34320151845105
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.262274283169204
"Q92504_IDR_239_313",0.44928059517777
"Q92504_IDR_29_124",0.288445121653026
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.168427748953598
"Q92508_IDR_144_184",0.161315804616861
"Q92508_IDR_1534_1653",0.149184557939932
"Q92508_IDR_1809_1924",0.20752124673865
"Q92508_IDR_336_409",0.154939007315804
"Q92508_IDR_712_778",0.158611634435155
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.388344934627971
"Q92543_IDR_1_71",0.228138981908003
"Q92543_IDR_297_513",0.254014632365674
"Q92543_IDR_669_742",0.253847834006201
"Q92543_IDR_774_816",0.263998551720122
"Q92545_IDR_1158_1705",0.532331721374471
"Q92545_IDR_1_31",0.467668278625529
"Q92547_IDR_286_335",0.237033322699082
"Q92547_IDR_449_546",0.253751418217883
"Q92547_IDR_739_903",0.260013072660606
"Q92547_IDR_993_1263",0.249202186422429
"Q92551_IDR_343_394",0.494044494013267
"Q92551_IDR_98_200",0.505955505986733
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.348393263657079
"Q92560_IDR_566_624",0.335561728737307
"Q92560_IDR_695_729",0.316045007605614
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.465180440185259
"Q92563_IDR_368_423",0.53481955981474
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.223296152514126
"Q92609_IDR_651_717",0.256985538549138
"Q92609_IDR_719_786",0.269171907511421
"Q92610_IDR_1049_1267",0.217647052479694
"Q92610_IDR_1_68",0.196149865495415
"Q92610_IDR_73_800",0.172345072950257
"Q92610_IDR_833_863",0.189692424379962
"Q92610_IDR_914_1042",0.224165584694673
"Q92611_IDR_48_91",0.494153624688646
"Q92611_IDR_601_635",0.505846375311354
"Q92613_IDR_1_38",0.32784913789778
"Q92613_IDR_367_402",0.326600799405517
"Q92613_IDR_524_823",0.345550062696703
"Q92614_IDR_1_273",0.275813797341703
"Q92614_IDR_1938_2054",0.250357290586558
"Q92614_IDR_298_340",0.230706296246872
"Q92614_IDR_985_1018",0.243122615824867
"Q92615_IDR_1_154",0.337264442902916
"Q92615_IDR_310_341",0.321180848638119
"Q92615_IDR_395_738",0.341554708458965
"Q92625_IDR_1072_1118",0.233896345529381
"Q92625_IDR_308_663",0.28425100249737
"Q92625_IDR_832_923",0.252409171924118
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.444951924135516
"Q92628_IDR_142_397",0.555048075864484
"Q92630_IDR_1_150",0.502186026110221
"Q92630_IDR_538_601",0.497813973889779
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.526534593202548
"Q92665_IDR_1_102",0.473465406797452
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.184095513161284
"Q92766_IDR_319_446",0.186032322629151
"Q92766_IDR_476_700",0.170701836898509
"Q92766_IDR_702_770",0.201381047325874
"Q92766_IDR_772_1687",0.257789279985182
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.497036771904385
"Q92777_IDR_421_564",0.502963228095615
"Q92783_IDR_147_212",0.348220967718241
"Q92783_IDR_267_298",0.342215084999392
"Q92783_IDR_378_540",0.309563947282367
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.299155032659416
"Q92793_IDR_1559_1612",0.393163287702488
"Q92793_IDR_1852_2432",0.307681679638096
"Q92794_IDR_313_474",0.500171717265399
"Q92805_IDR_636_689",0.328123669038886
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.500071950256379
"Q92830_IDR_383_453",0.499928049743621
"Q92831_IDR_1_89",0.488562526312133
"Q92831_IDR_366_447",0.511437473687867
"Q92833_IDR_1202_1246",0.223920369019924
"Q92833_IDR_165_549",0.298913476864204
"Q92833_IDR_43_159",0.236850321730183
"Q92833_IDR_719_805",0.240315832385689
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.496464760712415
"Q92835_IDR_869_1189",0.503535239287584
"Q92837_IDR_1_31",0.359622159610192
"Q92886_IDR_153_209",0.402148449225825
"Q92887_IDR_255_304",0.547307104328981
"Q92887_IDR_866_949",0.452692895671019
"Q92888_IDR_234_393",0.539653198765856
"Q92888_IDR_761_867",0.460346801234144
"Q92889_IDR_453_543",0.567916461472997
"Q92889_IDR_646_680",0.432083538527003
"Q92890_IDR_229_262",0.480816751207546
"Q92890_IDR_272_307",0.519183248792454
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.321781547650635
"Q92900_IDR_1_113",0.358119413437197
"Q92900_IDR_962_995",0.320099038912168
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.247223259000039
"Q92908_IDR_133_330",0.229670767640379
"Q92908_IDR_422_464",0.244665512796386
"Q92908_IDR_477_559",0.278440460563196
"Q92945_IDR_582_614",0.33523804557745
"Q92945_IDR_630_681",0.330682780521897
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.459478415128018
"Q92949_IDR_208_308",0.540521584871983
"Q92952_IDR_1_44",0.320177473959191
"Q92952_IDR_49_90",0.36386109367461
"Q92952_IDR_508_543",0.3159614323662
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.453732739647535
"Q92954_IDR_67_1129",0.546267260352465
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.327832178623857
"Q92968_IDR_214_244",0.331854623744056
"Q92968_IDR_337_403",0.340313197632087
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.480072702657738
"Q92974_IDR_671_986",0.519927297342262
"Q93073_IDR_1_57",0.312642079573223
"Q93073_IDR_64_668",0.325396032419125
"Q93073_IDR_827_1101",0.361961888007652
"Q93074_IDR_1441_1474",0.324385951441789
"Q93074_IDR_1741_2177",0.32276332971974
"Q93074_IDR_629_720",0.35285071883847
"Q93075_IDR_1_294",0.38734702638351
"Q93075_IDR_297_343",0.316126620614136
"Q93075_IDR_345_488",0.296526353002354
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.489879126349419
"Q93100_IDR_674_710",0.510120873650581
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.408551496627055
"Q969R2_IDR_406_512",0.591448503372945
"Q969R5_IDR_115_172",0.30248153395809
"Q969R5_IDR_1_84",0.310350464860245
"Q969R5_IDR_606_667",0.387168001181664
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.483533583446315
"Q969X0_IDR_144_195",0.516466416553686
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.50416254225121
"Q96A47_IDR_243_359",0.49583745774879
"Q96A49_IDR_1_54",0.520676324293056
"Q96A49_IDR_219_336",0.479323675706944
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.483903677505788
"Q96A56_IDR_42_95",0.516096322494212
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.506613787781425
"Q96AP0_IDR_324_487",0.493386212218575
"Q96AP4_IDR_205_275",0.517766681159408
"Q96AP4_IDR_54_158",0.482233318840592
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.283116323162924
"Q96AQ6_IDR_215_579",0.354979225562594
"Q96AQ6_IDR_696_731",0.361904451274482
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.277147551843654
"Q96AV8_IDR_372_911",0.219733897914918
"Q96AV8_IDR_7_91",0.237168578031129
"Q96AV8_IDR_93_141",0.265949972210299
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.516909271845202
"Q96BF6_IDR_124_355",0.310892678100078
"Q96BF6_IDR_358_494",0.339020868876811
"Q96BF6_IDR_498_587",0.350086453023111
"Q96BH1_IDR_208_261",0.467526600814721
"Q96BH1_IDR_267_459",0.532473399185279
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.52210971938897
"Q96BN6_IDR_298_582",0.47789028061103
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.508242326053023
"Q96BR6_IDR_1_84",0.491757673946977
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.520466978016432
"Q96C12_IDR_79_120",0.479533021983568
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.26040428062597
"Q96C34_IDR_1_42",0.239152858926194
"Q96C34_IDR_289_335",0.238130691525149
"Q96C34_IDR_44_86",0.262312168922688
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.615554420224626
"Q96C57_IDR_1_75",0.384445579775374
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.552811370820725
"Q96C92_IDR_350_381",0.447188629179275
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.327292175963998
"Q96CP6_IDR_538_631",0.352125955541115
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.517043975337531
"Q96CV9_IDR_505_547",0.482956024662469
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.317862525276824
"Q96CW6_IDR_226_286",0.379718971601158
"Q96CW6_IDR_79_133",0.302418503122018
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.338304786035201
"Q96D31_IDR_202_249",0.318033852155352
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.265500443852284
"Q96DT7_IDR_278_342",0.240653116397127
"Q96DT7_IDR_466_696",0.24435970427002
"Q96DT7_IDR_808_871",0.249486735480568
"Q96DU7_IDR_1_331",0.524608869997315
"Q96DU7_IDR_333_385",0.475391130002684
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.464575202070166
"Q96DX7_IDR_52_175",0.535424797929834
"Q96DX8_IDR_130_160",0.521394792215332
"Q96DX8_IDR_163_246",0.478605207784668
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.481154174508819
"Q96DY7_IDR_681_827",0.518845825491182
"Q96DZ5_IDR_1_40",0.266777401396876
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.503413295915614
"Q96EK2_IDR_494_531",0.496586704084386
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.483866918417566
"Q96EK7_IDR_857_910",0.516133081582434
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.561209910614224
"Q96EP1_IDR_383_453",0.438790089385776
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.466138560859373
"Q96EP9_IDR_391_437",0.533861439140627
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.479285763902851
"Q96F46_IDR_721_795",0.520714236097149
"Q96F63_IDR_1_61",0.486408748412376
"Q96F63_IDR_194_274",0.513591251587624
"Q96F81_IDR_1135_1474",0.520536210352484
"Q96F81_IDR_1_210",0.479463789647516
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.364320079809837
"Q96FC9_IDR_520_558",0.319368231465444
"Q96FC9_IDR_78_113",0.316311688724718
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.496223881333691
"Q96FF7_IDR_39_194",0.503776118666309
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.521060390823793
"Q96GS4_IDR_214_251",0.478939609176207
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.503925019271895
"Q96GV9_IDR_78_148",0.496074980728105
"Q96GW7_IDR_358_638",0.500619816509169
"Q96GW7_IDR_876_911",0.499380183490831
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.478538478712242
"Q96HI0_IDR_1_184",0.322280846472216
"Q96HI0_IDR_189_240",0.354213264078332
"Q96HI0_IDR_249_495",0.323505889449452
"Q96HJ3_IDR_1_140",0.495708724717439
"Q96HJ3_IDR_329_373",0.504291275282561
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.48808456984685
"Q96HM7_IDR_387_432",0.51191543015315
"Q96I76_IDR_225_320",0.543363851451125
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.307345113535399
"Q96II8_IDR_281_312",0.343840999384326
"Q96II8_IDR_314_654",0.348813887080274
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.547553872293075
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.553009452214395
"Q96J92_IDR_521_1243",0.446990547785605
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.320249538106592
"Q96JA1_IDR_821_928",0.326536364294766
"Q96JA1_IDR_936_1093",0.353214097598642
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.524735587965561
