"","GO0019219_regulation_of_nucleobase_containing_compound_metabolic_process"
"Q02818_IDR_1_46",0.554068380182254
"Q03164_IDR_1_1392",0.202464495295006
"Q03164_IDR_1665_1704",0.15896798922434
"Q03164_IDR_1809_1860",0.253402275141006
"Q03164_IDR_2100_2174",0.178298378305003
"Q03164_IDR_2180_3663",0.206866862034646
"Q03167_IDR_757_807",0.426833992980779
"Q03167_IDR_811_851",0.573166007019221
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.491289537476691
"Q03181_IDR_1_69",0.508710462523309
"Q03188_IDR_323_742",0.367889872228198
"Q03188_IDR_47_304",0.302042315664743
"Q03188_IDR_778_815",0.330067812107058
"Q03252_IDR_1_45",0.368408598574099
"Q03252_IDR_404_469",0.334320149239019
"Q03252_IDR_583_616",0.297271252186883
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.18523036960741
"Q03468_IDR_1_91",0.208351449509393
"Q03989_IDR_147_496",0.535501207210308
"Q03989_IDR_1_56",0.464498792789692
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.460662207577498
"Q04323_IDR_43_95",0.539337792422502
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.399041752214458
"Q04637_IDR_993_1236",0.600958247785542
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.569070734196093
"Q04671_IDR_130_199",0.430929265803907
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.588852960084716
"Q04721_IDR_2426_2469",0.411147039915284
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.475073118282322
"Q04725_IDR_97_345",0.524926881717679
"Q04726_IDR_113_361",0.612364943382499
"Q04726_IDR_45_87",0.387635056617501
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.660042163976824
"Q05066_IDR_1_59",0.339957836023176
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.337242020875476
"Q05086_IDR_389_423",0.281449628328286
"Q05086_IDR_81_123",0.381308350796238
"Q05193_IDR_498_651",0.473653361867518
"Q05193_IDR_748_864",0.526346638132482
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.537043675755901
"Q05215_IDR_545_589",0.462956324244099
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.290910843021855
"Q05397_IDR_689_730",0.278152299027698
"Q05397_IDR_763_920",0.430936857950446
"Q05469_IDR_1_297",0.515192868987566
"Q05469_IDR_822_934",0.484807131012434
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.474595443732263
"Q05940_IDR_53_125",0.525404556267737
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.294515484290212
"Q05BQ5_IDR_562_628",0.385429860767644
"Q05BQ5_IDR_77_135",0.320054654942144
"Q05BV3_IDR_1277_1357",0.530044230519289
"Q05BV3_IDR_600_671",0.469955769480711
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.316896905715219
"Q05D60_IDR_39_252",0.284776058021022
"Q05D60_IDR_397_564",0.398327036263759
"Q05DH4_IDR_527_846",0.491185731971465
"Q05DH4_IDR_948_995",0.508814268028535
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.478923958859526
"Q06190_IDR_258_706",0.521076041140474
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.500551123898418
"Q06418_IDR_856_890",0.499448876101582
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.530480867041052
"Q06710_IDR_383_450",0.469519132958948
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.528866207532945
"Q06787_IDR_409_632",0.471133792467055
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.45842305493556
"Q06945_IDR_1_65",0.291566818570611
"Q06945_IDR_72_114",0.250010126493829
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.599118582784276
"Q07065_IDR_372_483",0.400881417215725
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.290161173923155
"Q07157_IDR_271_396",0.334085833100794
"Q07157_IDR_806_1627",0.375752992976051
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.513228697788842
"Q07864_IDR_1935_1971",0.486771302211158
"Q07869_IDR_166_207",0.524907346964787
"Q07869_IDR_1_96",0.475092653035212
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.28438077290838
"Q07912_IDR_573_957",0.419425708473058
"Q07912_IDR_73_113",0.296193518618561
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.341865933654376
"Q08050_IDR_1_54",0.19567525077837
"Q08050_IDR_315_621",0.252215050148123
"Q08050_IDR_684_715",0.210243765419131
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.503275848712717
"Q08397_IDR_232_307",0.499501490735677
"Q08397_IDR_78_177",0.500498509264323
"Q08462_IDR_1_33",0.525188851346977
"Q08462_IDR_468_548",0.474811148653023
"Q08493_IDR_1_304",0.528195324168615
"Q08493_IDR_663_712",0.471804675831385
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.579152243105585
"Q08499_IDR_739_809",0.420847756894415
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.397017895509756
"Q08828_IDR_1_32",0.286457608974428
"Q08828_IDR_482_561",0.316524495515816
"Q08945_IDR_427_547",0.439012808626705
"Q08945_IDR_616_709",0.560987191373295
"Q08999_IDR_1_41",0.329859090069961
"Q08999_IDR_627_714",0.301806589702334
"Q08999_IDR_936_1006",0.368334320227705
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.239193047519478
"Q08AE8_IDR_348_553",0.225853924474646
"Q08AE8_IDR_647_687",0.309320965297604
"Q08AE8_IDR_718_756",0.225632062708272
"Q08AG5_IDR_48_142",0.493660459011052
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.524490379077368
"Q09428_IDR_933_989",0.475509620922632
"Q09470_IDR_1_33",0.538034373111872
"Q09470_IDR_420_495",0.461965626888128
"Q09472_IDR_1_1047",0.497173716462123
"Q09472_IDR_1523_1575",0.142429586135377
"Q09472_IDR_1811_2414",0.3603966974025
"Q09666_IDR_1_32",0.185107394385972
"Q09666_IDR_350_403",0.173603385835483
"Q09666_IDR_4718_4843",0.194957677516847
"Q09666_IDR_4845_5871",0.233981651042139
"Q09666_IDR_75_348",0.212349891219559
"Q09MP3_IDR_1052_1089",0.190342922044602
"Q09MP3_IDR_1_248",0.158354623277074
"Q09MP3_IDR_727_781",0.19870087769421
"Q09MP3_IDR_798_946",0.239755548333613
"Q09MP3_IDR_985_1049",0.212846028650501
"Q0D2I5_IDR_1_188",0.494184580090155
"Q0D2I5_IDR_359_398",0.264422687791811
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.478762547055911
"Q0VF96_IDR_64_627",0.521237452944089
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.537615822953032
"Q0VG99_IDR_19_130",0.462384177046968
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.353840973786562
"Q0ZGT2_IDR_1_270",0.265226352643578
"Q0WX57_IDR_379_464",0.329151752310936
"Q0WX57_IDR_469_528",0.317007273902502
"Q0ZGT2_IDR_273_327",0.269450589268337
"Q0ZGT2_IDR_340_394",0.223146620230853
"Q0ZGT2_IDR_406_579",0.242176437857232
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.302668126061328
"Q10570_IDR_715_776",0.364000271364521
"Q12772_IDR_1_342",0.460962111313867
"Q12772_IDR_389_475",0.539037888686133
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.568638633934512
"Q12778_IDR_243_570",0.431361366065488
"Q12789_IDR_1059_1100",0.154303718807132
"Q12789_IDR_1139_1246",0.129976191156949
"Q12789_IDR_1606_1638",0.135063464840904
"Q12789_IDR_1823_1972",0.119931320514635
"Q12789_IDR_437_608",0.165312232972163
"Q12789_IDR_716_777",0.148348928979177
"Q12789_IDR_818_870",0.147064142729039
"Q12791_IDR_1181_1236",0.34240938106742
"Q12791_IDR_1_69",0.294863861899674
"Q12791_IDR_717_804",0.362726757032907
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.526721446684954
"Q12797_IDR_85_336",0.473278553315046
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.468129542072316
"Q12840_IDR_779_1032",0.531870457927684
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.485499820879047
"Q12852_IDR_421_859",0.514500179120953
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.533549623491684
"Q12872_IDR_510_927",0.466450376508316
"Q12873_IDR_1324_1393",0.224288697450966
"Q12873_IDR_1517_1703",0.264265806413768
"Q12873_IDR_199_377",0.311826073261759
"Q12873_IDR_31_132",0.199619422873507
"Q12874_IDR_290_331",0.511014837920867
"Q12874_IDR_333_377",0.488985162079133
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.154925211349821
"Q12923_IDR_1456_1487",0.132797655143107
"Q12923_IDR_1599_1777",0.13228695094426
"Q12923_IDR_1971_2172",0.128910467164851
"Q12923_IDR_937_1050",0.142097581648766
"Q12929_IDR_1_61",0.197092373921097
"Q12929_IDR_186_264",0.199600198349622
"Q12929_IDR_462_493",0.183480692607143
"Q12929_IDR_495_530",0.233386708542008
"Q12929_IDR_592_715",0.18644002658013
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.225927880888624
"Q12934_IDR_318_427",0.25999964028117
"Q12934_IDR_508_616",0.27472918252393
"Q12934_IDR_634_665",0.239343296306277
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.54575397218912
"Q12947_IDR_255_408",0.45424602781088
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.35754926909426
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.51845154380259
"Q12996_IDR_650_717",0.48154845619741
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.333163703756287
"Q13009_IDR_1_429",0.211810795566308
"Q13009_IDR_675_711",0.207496256688111
"Q13009_IDR_931_1033",0.247529243989293
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.454177709183757
"Q13017_IDR_946_1109",0.545822290816243
"Q13023_IDR_1194_1284",0.167952282948191
"Q13023_IDR_1300_1638",0.160082603468043
"Q13023_IDR_1_57",0.121517217676587
"Q13023_IDR_1640_2109",0.225343203357795
"Q13023_IDR_171_760",0.172676792958712
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.49972160744654
"Q13099_IDR_733_833",0.50027839255346
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.356794352192622
"Q13107_IDR_637_699",0.33049621210544
"Q13107_IDR_925_963",0.312709435701938
"Q13111_IDR_1_117",0.181325269573761
"Q13111_IDR_120_464",0.248963458809903
"Q13111_IDR_516_551",0.181850332884845
"Q13111_IDR_605_656",0.206237442517614
"Q13111_IDR_831_956",0.181623496213877
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.458453211375592
"Q13113_IDR_56_114",0.541546788624408
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.604595436788627
"Q13117_IDR_453_538",0.395404563211373
"Q13118_IDR_1_365",0.583114617610485
"Q13118_IDR_450_480",0.416885382389515
"Q13123_IDR_1_135",0.469277396543155
"Q13123_IDR_293_479",0.530722603456845
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.344533014828561
"Q13144_IDR_455_490",0.333194839848772
"Q13144_IDR_501_548",0.322272145322667
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.533066687229415
"Q13148_IDR_338_414",0.466933312770585
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.526502447384115
"Q13153_IDR_1_72",0.473497552615885
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.421390336907084
"Q13164_IDR_393_725",0.578609663092916
"Q13177_IDR_133_226",0.527390497063975
"Q13177_IDR_1_72",0.472609502936025
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.467551442701803
"Q13190_IDR_180_269",0.532448557298197
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.481725657282643
"Q13200_IDR_620_666",0.518274342717357
"Q13201_IDR_15_207",0.33365238505552
"Q13201_IDR_276_386",0.371596899299926
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.516583473611248
"Q13224_IDR_873_1330",0.483416526388752
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.300511621986253
"Q13233_IDR_397_442",0.220773150043883
"Q13233_IDR_497_545",0.241357623023958
"Q13233_IDR_872_1236",0.237357604945907
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.501770745749274
"Q13263_IDR_416_624",0.498229254250726
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.270389321151437
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.451159376035597
"Q13342_IDR_145_586",0.548840623964403
"Q13351_IDR_33_77",0.39303938209387
"Q13351_IDR_81_274",0.60696061790613
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.505583900788822
"Q13356_IDR_449_482",0.494416099211178
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.532633170931404
"Q13361_IDR_1_81",0.467366829068596
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.371424428541672
"Q13367_IDR_255_295",0.315677753215183
"Q13367_IDR_649_845",0.312897818243144
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.274424480939184
"Q13370_IDR_271_657",0.320848295238222
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.350314975112121
"Q13433_IDR_444_589",0.347235703993716
"Q13433_IDR_93_260",0.302449320894163
"Q13435_IDR_1_54",0.184437429021088
"Q13435_IDR_398_455",0.165757069802123
"Q13435_IDR_59_366",0.216943420752254
"Q13435_IDR_690_780",0.214977491948548
"Q13435_IDR_832_895",0.217884588475987
"Q13438_IDR_262_368",0.282987527328194
"Q13438_IDR_370_500",0.393081955432904
"Q13438_IDR_503_540",0.323930517238902
"Q13439_IDR_1_292",0.213042769770483
"Q13439_IDR_1683_1728",0.253702153557149
"Q13439_IDR_1875_1912",0.250218073642672
"Q13439_IDR_2067_2187",0.283037003029697
"Q13442_IDR_1_118",0.488476765387104
"Q13442_IDR_135_181",0.511523234612896
"Q13443_IDR_1_36",0.490002686184748
"Q13443_IDR_728_819",0.509997313815252
"Q13474_IDR_1_73",0.335688160621012
"Q13474_IDR_733_842",0.315998934077878
"Q13474_IDR_873_957",0.34831290530111
"Q13477_IDR_156_203",0.494381450065562
"Q13477_IDR_211_332",0.505618549934438
"Q13480_IDR_120_286",0.66349362878301
"Q13480_IDR_288_621",0.336506371216991
"Q13487_IDR_130_200",0.509639678630101
"Q13487_IDR_264_304",0.490360321369899
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.531612839195376
"Q13489_IDR_340_377",0.468387160804624
"Q13490_IDR_118_178",0.385553756725541
"Q13490_IDR_1_39",0.319837238843946
"Q13490_IDR_351_392",0.294609004430513
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.496217438703028
"Q13496_IDR_571_603",0.503782561296972
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.512361009054102
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.492993842283815
"Q13563_IDR_785_832",0.251205415752421
"Q13563_IDR_869_968",0.255800741963765
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.375209660114547
"Q13569_IDR_319_410",0.624790339885454
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.518768257145762
"Q13573_IDR_307_402",0.481231742854238
"Q13574_IDR_1_235",0.435158945729349
"Q13574_IDR_945_1011",0.564841054270651
"Q13585_IDR_326_438",0.419957504971088
"Q13585_IDR_456_585",0.580042495028912
"Q13586_IDR_1_45",0.445335626673072
"Q13586_IDR_462_685",0.554664373326928
"Q13595_IDR_1_116",0.53653365292661
"Q13595_IDR_198_282",0.46346634707339
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.21832303515049
"Q13621_IDR_1_57",0.256601988736432
"Q13621_IDR_64_94",0.296175776929879
"Q13621_IDR_833_901",0.228899199183199
"Q13627_IDR_1_89",0.38057443483764
"Q13627_IDR_482_746",0.61942556516236
"Q13634_IDR_1_46",0.503270030669276
"Q13634_IDR_678_708",0.496729969330724
"Q13635_IDR_1186_1248",0.212453804207792
"Q13635_IDR_1266_1360",0.349541321147406
"Q13635_IDR_1_47",0.205711246280146
"Q13635_IDR_679_721",0.232293628364656
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.269300895510322
"Q13671_IDR_188_219",0.256288928753216
"Q13671_IDR_231_351",0.221216809649322
"Q13671_IDR_708_783",0.25319336608714
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.345453927542223
"Q13698_IDR_1836_1873",0.333708278084181
"Q13698_IDR_669_758",0.320837794373596
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.417319292833896
"Q13761_IDR_283_332",0.318613558528652
"Q13761_IDR_347_408",0.264067148637452
"Q86U44_IDR_164_243",0.517091395095107
"Q86U44_IDR_1_73",0.482908604904893
"Q86U70_IDR_1_61",0.46812905766095
"Q86U70_IDR_260_411",0.53187094233905
"Q86U86_IDR_1100_1133",0.106398876001411
"Q86U86_IDR_1264_1397",0.0941043490881589
"Q86U86_IDR_1400_1461",0.171234498992077
"Q86U86_IDR_1_43",0.0919521124344793
"Q86U86_IDR_1509_1589",0.202848409644817
"Q86U86_IDR_294_379",0.11384035834416
"Q86U86_IDR_487_517",0.111656916611918
"Q86U86_IDR_904_941",0.107964478882979
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.482008238230494
"Q86UA1_IDR_602_634",0.517991761769506
"Q86UB2_IDR_1_33",0.234594180101394
"Q86UB2_IDR_150_181",0.220060123965778
"Q86UB2_IDR_433_503",0.305600724036148
"Q86UB2_IDR_85_134",0.23974497189668
"Q86UK5_IDR_1161_1260",0.1393789529783
"Q86UK5_IDR_966_1098",0.139259606795352
"Q86UL3_IDR_1_33",0.466543670115958
"Q86UL3_IDR_62_106",0.533456329884042
"Q86UL8_IDR_1013_1128",0.24776679607046
"Q86UL8_IDR_1231_1455",0.163684811771065
"Q86UL8_IDR_206_301",0.136022794141932
"Q86UL8_IDR_554_598",0.141312759855392
"Q86UL8_IDR_688_763",0.18028685396625
"Q86UL8_IDR_869_906",0.130925984194901
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.251861712182982
"Q86UP2_IDR_1_639",0.433418154055043
"Q86UP2_IDR_836_1001",0.314720133761975
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.512086628803593
"Q86UU1_IDR_726_1194",0.487913371196407
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.534622369326111
"Q86UV5_IDR_874_942",0.465377630673889
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.142096324629861
"Q86UW6_IDR_1437_1490",0.178046078465835
"Q86UW6_IDR_1_44",0.171490084851574
"Q86UW6_IDR_1574_1613",0.161951653773614
"Q86UW6_IDR_586_1012",0.172861406868374
"Q86UW6_IDR_95_311",0.173554451410741
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.317681032025145
"Q86UX6_IDR_391_435",0.344872304650774
"Q86UX6_IDR_438_486",0.337446663324081
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.594694561172235
"Q86UZ6_IDR_506_584",0.405305438827765
"Q86V15_IDR_127_339",0.140753202827236
"Q86V15_IDR_380_456",0.112334058992062
"Q86V15_IDR_47_89",0.103430541920814
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.333972742683157
"Q86V59_IDR_212_374",0.361473241639685
"Q86V59_IDR_379_439",0.304554015677158
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.484794775126104
"Q86V87_IDR_487_536",0.515205224873896
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.430714409766512
"Q86VD1_IDR_516_812",0.569285590233488
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.311524879054555
"Q86VH2_IDR_1186_1401",0.264859870705625
"Q86VH2_IDR_342_1012",0.42361525023982
"Q86VH4_IDR_341_481",0.479829000818006
"Q86VH4_IDR_540_590",0.520170999181994
"Q86VH5_IDR_342_477",0.462612574886118
"Q86VH5_IDR_543_581",0.537387425113882
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.298689336869981
"Q86VR2_IDR_232_466",0.466037354908688
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.32152689559698
"Q86VS8_IDR_388_489",0.329373311865093
"Q86VS8_IDR_643_718",0.349099792537927
"Q86VV4_IDR_1_38",0.357488190759434
"Q13769_IDR_1_47",0.485978178971184
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.270240177147238
"Q13887_IDR_1_82",0.270894487949399
"Q13887_IDR_211_368",0.458865334903363
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.582668497793459
"Q13905_IDR_211_671",0.417331502206541
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.46193828541141
"Q13950_IDR_459_514",0.53806171458859
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.43848436844151
"Q14003_IDR_203_265",0.28302220568141
"Q14003_IDR_554_702",0.27849342587708
"Q14004_IDR_1000_1399",0.383871107452519
"Q14004_IDR_1_694",0.616128892547481
"Q14005_IDR_1_207",0.389707813193153
"Q14005_IDR_306_346",0.335598223684354
"Q14005_IDR_444_1080",0.274693963122493
"Q14008_IDR_1078_1157",0.0981158928400742
"Q14008_IDR_225_263",0.141671091925985
"Q14008_IDR_496_592",0.095466479385091
"Q14008_IDR_815_847",0.111737718457136
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.541100951981267
"Q14094_IDR_344_377",0.458899048018733
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.454929430918023
"Q14114_IDR_739_819",0.545070569081977
"Q14118_IDR_305_493",0.308012571900536
"Q14118_IDR_719_749",0.311404322413643
"Q14118_IDR_806_895",0.380583105685821
"Q14119_IDR_1_231",0.710260004533279
"Q14119_IDR_267_373",0.289739995466721
"Q14123_IDR_456_512",0.405220966165022
"Q14123_IDR_523_709",0.594779033834978
"Q14126_IDR_1056_1118",0.464128158733724
"Q14126_IDR_848_900",0.535871841266276
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.681357218454053
"Q14159_IDR_103_258",0.454415480022776
"Q14159_IDR_1_100",0.545584519977224
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.513495219328573
"Q14186_IDR_349_410",0.486504780671427
"Q14188_IDR_355_446",0.503296529241393
"Q14188_IDR_39_129",0.496703470758607
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.47671105730086
"Q14191_IDR_303_528",0.52328894269914
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.446336205937706
"Q14320_IDR_62_167",0.553663794062294
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.489421245006657
"Q14332_IDR_152_196",0.510578754993343
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.283841244563219
"Q14432_IDR_1092_1141",0.2672372755094
"Q14432_IDR_262_664",0.448921479927381
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.383519408056974
"Q14444_IDR_247_709",0.616480591943026
"Q14449_IDR_1_104",0.467993376706373
"Q14449_IDR_355_432",0.532006623293627
"Q14451_IDR_1_98",0.524557614874385
"Q14451_IDR_354_427",0.475442385125615
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.452164974254278
"Q14527_IDR_1_53",0.23704515648081
"Q14527_IDR_172_204",0.23913041331524
"Q14527_IDR_321_394",0.303334582107277
"Q14527_IDR_397_473",0.220489848096673
"Q14532_IDR_1_51",0.488227349645251
"Q14532_IDR_405_448",0.511772650354749
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.601558404817598
