"","GO0005198_structural_molecule_activity"
"P51693_IDR_488_581",0.33920996111654
"P51784_IDR_32_73",0.352461526718788
"P51784_IDR_645_712",0.323112416619764
"P51784_IDR_933_963",0.324426056661448
"P51786_IDR_1_163",1
"P51787_IDR_1_100",0.342362706158804
"P51815_IDR_132_362",0.516602093431097
"P51816_IDR_1_1071",0.480401656997479
"P51816_IDR_1194_1231",0.519598343002521
"P51817_IDR_1_40",1
"P51825_IDR_1084_1130",0.53770100151765
"P51825_IDR_1_972",0.46229899848235
"P51826_IDR_1099_1144",0.359978379191043
"P51826_IDR_1_766",0.327948718324667
"P51826_IDR_771_980",0.312072902484291
"P51828_IDR_458_543",1
"P51841_IDR_522_554",1
"P51858_IDR_94_240",1
"P51861_IDR_1_174",1
"P51888_IDR_1_67",1
"P51946_IDR_285_323",1
"P51948_IDR_201_237",1
"P51955_IDR_322_445",1
"P51956_IDR_274_406",0.516642900605901
"P51956_IDR_421_489",0.483357099394099
"P51957_IDR_272_746",1
"P51965_IDR_1_46",1
"P51970_IDR_123_162",1
"P51991_IDR_203_378",1
"P51993_IDR_1_58",1
"P52179_IDR_1_254",1
"P52198_IDR_185_227",1
"P52272_IDR_1_68",0.465501315891759
"P52272_IDR_551_649",0.534498684108241
"P52701_IDR_179_363",0.465735086470947
"P52732_IDR_876_950",0.510387719476399
"P52732_IDR_954_1056",0.489612280523601
"P52736_IDR_54_204",1
"P52737_IDR_48_106",1
"P52738_IDR_61_141",1
"P52739_IDR_113_242",0.495278679995654
"P52739_IDR_562_623",0.504721320004346
"P52740_IDR_1_141",1
"P52741_IDR_1_175",1
"P52742_IDR_64_211",1
"P52746_IDR_1038_1093",0.334992301135621
"P52746_IDR_1_150",0.338330274275858
"P52746_IDR_576_1026",0.326677424588522
"P52747_IDR_172_215",1
"P52756_IDR_1_95",0.224774443435522
"P52756_IDR_387_448",0.259690836802198
"P52756_IDR_500_755",0.268111167857147
"P52756_IDR_757_790",0.247423551905133
"P52757_IDR_156_213",1
"P52797_IDR_170_238",1
"P52798_IDR_156_201",1
"P52799_IDR_167_283",1
"P52803_IDR_165_228",1
"P52815_IDR_1_59",1
"P52823_IDR_1_38",0.506147658184234
"P52823_IDR_203_247",0.493852341815766
"P52824_IDR_1_57",0.550659525838985
"P52824_IDR_264_295",0.449340474161015
"P52952_IDR_1_143",1
"P52954_IDR_1_169",0.524831936842395
"P53350_IDR_1_37",0.527802877059911
"P52954_IDR_176_281",0.475168063157605
"P53350_IDR_327_368",0.472197122940089
"P53355_IDR_715_770",1
"P53365_IDR_1_96",1
"P53367_IDR_1_113",1
"P53396_IDR_425_488",1
"P53420_IDR_1_1452",1
"P53539_IDR_1_338",1
"P53597_IDR_1_35",1
"P53621_IDR_826_904",1
"P53667_IDR_254_321",1
"P53671_IDR_244_313",1
"P53674_IDR_18_48",1
"P53701_IDR_1_99",1
"P53779_IDR_403_464",1
"P53801_IDR_126_180",0.488941467337148
"P53801_IDR_1_39",0.511058532662852
"P54219_IDR_492_525",0.498664396718638
"P54252_IDR_182_361",1
"P54253_IDR_1_568",0.507669510623102
"P54253_IDR_691_789",0.492330489376898
"P54257_IDR_1_95",0.203876762302947
"P54257_IDR_222_311",0.188171041966016
"P54257_IDR_376_489",0.199880617710262
"P54257_IDR_495_633",0.192527200114856
"P54257_IDR_637_671",0.215544377905919
"P54259_IDR_1_1095",0.496738386700218
"P54259_IDR_1132_1190",0.503261613299782
"P54274_IDR_1_65",0.503391573523567
"P54274_IDR_263_380",0.496608426476433
"P54277_IDR_341_566",0.465468957022487
"P54277_IDR_630_693",0.534531042977513
"P54278_IDR_372_609",1
"P54284_IDR_126_176",0.341456548469447
"P54284_IDR_1_38",0.35803642987736
"P54284_IDR_364_484",0.300507021653193
"P54368_IDR_20_64",1
"P55011_IDR_934_1006",0.4951550461478
"P55017_IDR_790_826",0.501626662359544
"P55017_IDR_96_133",0.498373337640456
"P55036_IDR_223_338",0.503273787760228
"P55036_IDR_341_377",0.496726212239772
"P55040_IDR_1_71",1
"P55042_IDR_1_88",1
"P55055_IDR_153_218",0.515548708506134
"P55055_IDR_1_80",0.484451291493867
"P55056_IDR_1_44",1
"P55072_IDR_767_806",1
"P55075_IDR_1_65",1
"P55081_IDR_1_439",1
"P55082_IDR_322_362",1
"P55083_IDR_1_33",1
"P55084_IDR_1_49",1
"P55089_IDR_1_84",1
"P55107_IDR_1_72",0.504546076163075
"P55107_IDR_268_372",0.495453923836925
"P55160_IDR_639_671",1
"P55285_IDR_1_49",1
"P55286_IDR_1_54",1
"P55287_IDR_1_45",1
"P55289_IDR_1_47",1
"P55316_IDR_1_179",0.51737138864593
"P55316_IDR_346_462",0.48262861135407
"P55317_IDR_1_168",0.48992591828803
"P55317_IDR_263_371",0.51007408171197
"P55318_IDR_1_114",0.527840023844542
"P55318_IDR_203_301",0.472159976155458
"P55327_IDR_131_224",0.558326970243658
"P55327_IDR_1_70",0.441673029756342
"P55347_IDR_1_55",0.331443111492678
"P55347_IDR_231_274",0.341855904807007
"P55347_IDR_319_436",0.326700983700315
"P55771_IDR_129_341",1
"P55786_IDR_1_48",1
"P55789_IDR_23_67",1
"P55808_IDR_1_180",1
"P55884_IDR_1_161",1
"P56693_IDR_1_454",1
"P56696_IDR_1_79",0.271110670292048
"P56696_IDR_377_554",0.236950961283854
"P56696_IDR_567_612",0.24677322507091
"P56696_IDR_646_695",0.245165143353189
"P56715_IDR_1023_1053",0.16553687173346
"P56715_IDR_118_149",0.193079532071147
"P56715_IDR_1189_1536",0.156635546403902
"P56715_IDR_1566_1709",0.167516494324327
"P56715_IDR_230_918",0.160703692218171
"P56715_IDR_922_1020",0.156527863248993
"P56746_IDR_186_228",1
"P56747_IDR_189_220",1
"P56748_IDR_191_225",1
"P56749_IDR_201_244",1
"P56750_IDR_190_224",1
"P56856_IDR_200_261",1
"P56880_IDR_188_219",1
"P56915_IDR_1_178",0.495233722913165
"P56915_IDR_210_257",0.504766277086835
"P57078_IDR_329_367",1
"P57081_IDR_363_412",1
"P57082_IDR_1_62",0.511399330017025
"P57082_IDR_242_515",0.488600669982975
"P57086_IDR_1_101",1
"P57087_IDR_266_298",1
"P57103_IDR_1_47",1
"P57105_IDR_102_145",1
"P57679_IDR_248_299",0.242181357189697
"P57679_IDR_52_191",0.236355161997383
"P57679_IDR_648_696",0.263315219756622
"P57679_IDR_719_992",0.258148261056299
"P57682_IDR_1_256",1
"P57723_IDR_315_403",1
"P57727_IDR_1_69",1
"P57735_IDR_181_213",1
"P57737_IDR_388_468",0.567078878578064
"P57737_IDR_862_923",0.432921121421936
"P57739_IDR_188_228",1
"P57740_IDR_1_147",1
"P58012_IDR_141_376",0.550093145933995
"P58012_IDR_1_52",0.449906854066005
"P58107_IDR_2594_2636",0.503835349787639
"P58107_IDR_3130_3164",0.496164650212361
"P58304_IDR_1_361",1
"P58317_IDR_1_38",1
"P58340_IDR_1_123",0.637618966069042
"P58340_IDR_132_268",0.362381033930958
"P58397_IDR_197_241",0.516821494457542
"P58397_IDR_999_1282",0.483178505542458
"P58417_IDR_1_81",1
"P58499_IDR_1_60",1
"P58505_IDR_1_322",1
"P58658_IDR_355_392",1
"P58743_IDR_577_618",1
"P58753_IDR_31_80",1
"P58872_IDR_1_32",1
"P58876_IDR_1_36",1
"P59025_IDR_169_200",0.503328078148163
"P59025_IDR_202_263",0.496671921851837
"P59046_IDR_90_124",1
"P59047_IDR_150_251",1
"P59190_IDR_178_208",1
"P59773_IDR_1_109",1
"P59780_IDR_149_193",1
"P59923_IDR_138_239",0.470891145120929
"P60331_IDR_1_282",1
"P60368_IDR_1_254",1
"P60369_IDR_1_221",1
"P60409_IDR_1_369",1
"P60410_IDR_1_252",1
"P60411_IDR_1_292",1
"P60412_IDR_1_296",1
"P60413_IDR_1_235",1
"P60468_IDR_1_52",1
"P60484_IDR_352_403",1
"P60606_IDR_1_31",1
"P60827_IDR_25_111",1
"P60852_IDR_185_215",0.465928175201039
"P60852_IDR_583_638",0.534071824798961
"P60880_IDR_1_147",1
"P61006_IDR_176_207",1
"P61011_IDR_436_504",1
"P61018_IDR_181_213",1
"P61020_IDR_184_215",1
"P61106_IDR_184_214",1
"P61129_IDR_1_280",0.517549124257528
"P61129_IDR_365_1171",0.482450875742472
"P61218_IDR_1_53",1
"P61244_IDR_80_160",1
"P61247_IDR_233_264",1
"P61278_IDR_1_31",0.520540064550197
"P61278_IDR_59_103",0.479459935449803
"P61812_IDR_254_312",1
"P61925_IDR_14_76",1
"P61927_IDR_1_97",1
"P61978_IDR_1_39",0.448017882568198
"P61978_IDR_276_306",0.551982117431802
"P62191_IDR_1_75",1
"P62241_IDR_1_39",1
"P62256_IDR_153_183",1
"P62266_IDR_1_39",1
"P62269_IDR_122_152",1
"P62314_IDR_84_119",1
"P62318_IDR_84_126",1
"P62324_IDR_129_171",1
"P62424_IDR_1_44",1
"P62491_IDR_182_216",1
"P62508_IDR_14_119",0.519755931580428
"P62508_IDR_195_230",0.480244068419572
"P62633_IDR_1_53",1
"P62750_IDR_1_70",1
"P78312_IDR_151_1222",1
"P78314_IDR_134_447",1
"P78316_IDR_1_420",1
"P78317_IDR_1_126",1
"P78318_IDR_281_319",1
"P78324_IDR_391_425",0.485137415642157
"P78324_IDR_435_504",0.514862584357843
"P78325_IDR_645_824",1
"P78332_IDR_1_452",0.243848807019987
"P78332_IDR_568_653",0.25511147498735
"P78332_IDR_822_948",0.246951562175129
"P78332_IDR_965_1115",0.254088155817534
"P78333_IDR_347_377",0.51246841246419
"P78333_IDR_474_572",0.487531587535809
"P78334_IDR_1_66",0.503167939982459
"P78334_IDR_369_450",0.496832060017541
"P78337_IDR_1_95",0.502469028844626
"P78337_IDR_210_311",0.497530971155374
"P78344_IDR_1_49",0.524493622263904
"P78344_IDR_332_539",0.475506377736097
"P78368_IDR_331_415",0.484607476454208
"P78369_IDR_186_228",1
"P78380_IDR_1_88",1
"P78381_IDR_1_32",0.489952170066305
"P78381_IDR_343_396",0.510047829933695
"P78396_IDR_1_202",1
"P78411_IDR_1_130",0.532898358751588
"P78411_IDR_168_483",0.467101641248412
"P78412_IDR_1_52",0.349692814287814
"P78412_IDR_207_349",0.319092062590455
"P78412_IDR_354_404",0.331215123121731
"P78413_IDR_14_64",0.523295713376853
"P78413_IDR_203_519",0.476704286623147
"P78414_IDR_1_116",0.527549049433935
"P78414_IDR_180_480",0.472450950566065
"P78415_IDR_1_145",0.545753560649421
"P78415_IDR_186_501",0.454246439350579
"P78423_IDR_94_355",1
"P78424_IDR_1_547",1
"P78426_IDR_1_164",0.519129571431036
"P80192_IDR_492_1098",0.487826662892013
"P80297_IDR_1_43",1
"P80303_IDR_1_49",0.499377581677384
"P80303_IDR_359_420",0.500622418322616
"P80404_IDR_1_36",1
"P80723_IDR_1_227",1
"P81133_IDR_345_688",1
"P81172_IDR_1_61",1
"P81274_IDR_431_494",0.243531640783602
"P81274_IDR_498_551",0.257696792091406
"P81274_IDR_553_592",0.24028706815901
"P81274_IDR_638_684",0.258484498965983
"P81277_IDR_1_41",0.4355540800371
"P81277_IDR_44_87",0.5644459199629
"P81408_IDR_1_36",0.372034020516402
"P81408_IDR_142_173",0.310750835185944
"P81408_IDR_205_668",0.317215144297654
"P81877_IDR_77_361",1
"P82094_IDR_31_503",0.484963614335327
"P84157_IDR_1_169",1
"P84243_IDR_1_41",1
"P84550_IDR_272_861",0.495080196913927
"P84550_IDR_37_73",0.504919803086073
"P85037_IDR_1_101",0.326793958882538
"P85299_IDR_1_39",0.520602178252179
"P85037_IDR_208_303",0.327294386567112
"P85037_IDR_395_733",0.34591165455035
"P85298_IDR_416_464",1
"P85299_IDR_232_358",0.479397821747821
"P86452_IDR_1_130",0.259522068114751
"P86452_IDR_187_263",0.252202426138017
"P86452_IDR_323_403",0.241736380974179
"P86452_IDR_806_858",0.246539124773054
"P86478_IDR_1_174",1
"P86479_IDR_1_174",1
"P86480_IDR_1_174",1
"P86481_IDR_1_174",1
"P86496_IDR_1_174",1
"P98073_IDR_1_38",1
"P98088_IDR_3325_3514",0.123777014281723
"P98088_IDR_4739_4776",0.130730367274175
"P98088_IDR_5101_5140",0.11078737868346
"P98088_IDR_5621_5654",0.11407346627286
"P98095_IDR_180_436",1
"P98153_IDR_453_550",1
"P98160_IDR_45_76",1
"P98161_IDR_3349_3547",0.476421495632394
"P98161_IDR_4145_4303",0.523578504367605
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.269687468736997
"P98171_IDR_398_448",0.225697216908787
"P98171_IDR_715_774",0.223546821863
"P98171_IDR_804_946",0.281068492491217
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.492097642406877
"P98174_IDR_923_961",0.507902357593123
"P98175_IDR_1_126",0.158329708167715
"P98175_IDR_249_297",0.167156791211123
"P98175_IDR_512_560",0.167596700905043
"P98175_IDR_618_762",0.161406638361976
"P98175_IDR_766_870",0.173969595658414
"P98177_IDR_1_100",0.473243999856882
"P98175_IDR_872_907",0.171540565695729
"P98177_IDR_184_474",0.526756000143118
"Q00577_IDR_284_322",0.49543317601157
"Q00587_IDR_1_48",0.332250688743093
"Q00587_IDR_215_377",0.332826924912418
"Q00587_IDR_53_209",0.334922386344489
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.392685780991668
"Q00653_IDR_697_729",0.297626973924112
"Q00653_IDR_851_900",0.30968724508422
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.257786952500651
"Q00722_IDR_1153_1185",0.24218828824226
"Q00722_IDR_461_537",0.232253922827466
"Q00722_IDR_825_1003",0.267770836429623
"Q00839_IDR_41_281",0.425882582212702
"Q00839_IDR_678_708",0.574117417787298
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.512842460976815
"Q008S8_IDR_518_561",0.487157539023185
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.388146778569272
"Q00975_IDR_1869_2335",0.32491307505081
"Q00975_IDR_772_1120",0.286940146379918
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.337559386262349
"Q00987_IDR_209_275",0.325058827551914
"Q00987_IDR_334_431",0.337381786185737
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.351213460975217
"Q00G26_IDR_384_463",0.319463804345056
"Q00G26_IDR_50_200",0.329322734679727
"Q01101_IDR_306_366",0.324819996165525
"Q01101_IDR_374_431",0.331964898149376
"Q01105_IDR_1_39",0.519004517553322
"Q01105_IDR_238_290",0.480995482446678
"Q01113_IDR_13_47",0.505321501294392
"Q01113_IDR_338_382",0.494678498705608
"Q01118_IDR_1644_1682",0.323171422199981
"Q01118_IDR_418_462",0.344860845065987
"Q01118_IDR_776_878",0.331967732734033
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.341915708352422
"Q01167_IDR_162_257",0.307515513276128
"Q01167_IDR_346_660",0.35056877837145
"Q01196_IDR_1_47",0.524704388705094
"Q01196_IDR_330_445",0.475295611294906
"Q01201_IDR_1_52",0.338309298021826
"Q01201_IDR_403_579",0.319656655619291
"Q01201_IDR_65_121",0.342034046358883
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.481335507659533
"Q01780_IDR_135_184",0.361949762881929
"Q01780_IDR_580_659",0.318291019345927
"Q01780_IDR_662_885",0.319759217772144
"Q01804_IDR_194_241",0.238519189007859
"Q01804_IDR_319_701",0.256574109348394
"Q01804_IDR_705_862",0.250346041820884
"Q01804_IDR_864_1114",0.254560659822863
"Q01814_IDR_1151_1243",0.493204344329122
"Q01814_IDR_292_382",0.506795655670878
"Q01826_IDR_1_70",0.204935867244886
"Q01826_IDR_202_234",0.208100316874428
"Q01826_IDR_245_515",0.196024479730613
"Q01826_IDR_562_648",0.196560276045609
"Q01826_IDR_698_763",0.194379060104464
"Q01831_IDR_1_158",0.291805702933613
"Q01831_IDR_325_523",0.345758112050261
"Q01831_IDR_868_940",0.362436185016126
"Q01844_IDR_1_359",0.52154195859812
"Q01844_IDR_448_656",0.47845804140188
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.193802172789545
"Q02086_IDR_1_72",0.203001967315956
"Q02086_IDR_218_298",0.17165358455738
"Q02086_IDR_301_343",0.180112548631317
"Q02086_IDR_362_415",0.251429726705801
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.197927357728457
"Q02224_IDR_2502_2545",0.209844787042611
"Q02224_IDR_2569_2639",0.206450540773236
"Q02224_IDR_2665_2701",0.196354288800988
"Q02224_IDR_360_548",0.189423025654707
"Q02241_IDR_443_498",0.311598977800875
"Q02241_IDR_657_769",0.338385357971356
"Q02241_IDR_783_815",0.350015664227769
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.340519893336089
"Q02297_IDR_215_247",0.338412233558484
"Q02509_IDR_193_255",0.498923297231441
"Q02509_IDR_411_477",0.501076702768559
"Q02535_IDR_1_37",0.499787109902432
"Q02535_IDR_87_119",0.500212890097568
"Q02539_IDR_111_215",0.509155004375319
"Q02539_IDR_1_40",0.490844995624681
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.348926298877849
"Q02641_IDR_1_78",0.33177545286317
"Q02641_IDR_415_598",0.319298248258981
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.500182366528706
"Q03164_IDR_1_1392",0.207111828245753
"Q03164_IDR_1665_1704",0.19986883239691
"Q03164_IDR_1809_1860",0.188242194289929
"Q03164_IDR_2100_2174",0.206992171145072
"Q03164_IDR_2180_3663",0.197784973922337
"Q03167_IDR_757_807",0.487433620872614
"Q03167_IDR_811_851",0.512566379127386
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.505449655094821
"Q03181_IDR_1_69",0.494550344905179
"Q03188_IDR_323_742",0.313994891185974
"Q03188_IDR_47_304",0.347845823336483
"Q03188_IDR_778_815",0.338159285477542
"Q03252_IDR_1_45",0.344142243546325
"Q03252_IDR_404_469",0.347418888355992
"Q03252_IDR_583_616",0.308438868097683
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.199011155524504
"Q03468_IDR_1_91",0.190049785736306
"Q03989_IDR_147_496",0.548037191102736
"Q03989_IDR_1_56",0.451962808897264
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.558443043273343
"Q04323_IDR_43_95",0.441556956726657
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.396098664022977
"Q04637_IDR_993_1236",0.603901335977023
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.497893115320023
"Q04671_IDR_130_199",0.502106884679977
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.53985989800029
"Q04721_IDR_2426_2469",0.46014010199971
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.517333767507278
"Q04725_IDR_97_345",0.482666232492722
"Q04726_IDR_113_361",0.471294347781156
"Q04726_IDR_45_87",0.528705652218844
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.53227781514031
"Q05066_IDR_1_59",0.46772218485969
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.334435726130333
"Q05086_IDR_389_423",0.335497259124912
"Q05086_IDR_81_123",0.330067014744755
"Q05193_IDR_498_651",0.446975758377601
"Q05193_IDR_748_864",0.553024241622398
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.522606310830711
"Q05215_IDR_545_589",0.477393689169289
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.343944187930119
"Q05397_IDR_689_730",0.343789849405612
"Q05397_IDR_763_920",0.312265962664269
"Q05469_IDR_1_297",0.534142535692298
"Q05469_IDR_822_934",0.465857464307702
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.504146847790632
"Q05940_IDR_53_125",0.495853152209368
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.290904972250092
"Q05BQ5_IDR_562_628",0.354252208088704
"Q05BQ5_IDR_77_135",0.354842819661203
"Q05BV3_IDR_1277_1357",0.499860852530605
"Q05BV3_IDR_600_671",0.500139147469395
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.360547579876216
"Q05D60_IDR_39_252",0.323604190199162
"Q05D60_IDR_397_564",0.315848229924622
"Q05DH4_IDR_527_846",0.478300886020559
"Q05DH4_IDR_948_995",0.521699113979441
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.508288670894965
"Q06190_IDR_258_706",0.491711329105035
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.504089870519883
"Q06418_IDR_856_890",0.495910129480118
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.447076727639785
"Q06710_IDR_383_450",0.552923272360215
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.475858356532352
"Q06787_IDR_409_632",0.524141643467648
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.366332778285652
"Q06945_IDR_1_65",0.312816308276903
"Q06945_IDR_72_114",0.320850913437445
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.5582482279715
"Q07065_IDR_372_483",0.4417517720285
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.35211998576974
"Q07157_IDR_271_396",0.328784720967459
"Q07157_IDR_806_1627",0.319095293262801
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.507379204674892
"Q07864_IDR_1935_1971",0.492620795325108
"Q07869_IDR_166_207",0.520737309924692
"Q07869_IDR_1_96",0.479262690075308
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.334394928161854
"Q07912_IDR_573_957",0.345595309639287
"Q07912_IDR_73_113",0.32000976219886
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.240181174405087
"Q08050_IDR_1_54",0.263966123314779
"Q08050_IDR_315_621",0.245788976881828
"Q08050_IDR_684_715",0.250063725398306
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.507466231235427
"Q08397_IDR_232_307",0.199573687255996
"Q08397_IDR_78_177",0.800426312744004
"Q08462_IDR_1_33",0.526513402514605
"Q08462_IDR_468_548",0.473486597485395
"Q08493_IDR_1_304",0.507559154078063
"Q08493_IDR_663_712",0.492440845921937
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.50163990503794
"Q08499_IDR_739_809",0.49836009496206
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.368892627175179
"Q08828_IDR_1_32",0.33138246198902
"Q08828_IDR_482_561",0.299724910835801
"Q08945_IDR_427_547",0.470245777417911
"Q08945_IDR_616_709",0.529754222582089
"Q08999_IDR_1_41",0.325830472736458
"Q08999_IDR_627_714",0.342363413991999
"Q08999_IDR_936_1006",0.331806113271544
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.237018187122262
"Q08AE8_IDR_348_553",0.267759877571267
"Q08AE8_IDR_647_687",0.245538885097427
"Q08AE8_IDR_718_756",0.249683050209044
"Q08AG5_IDR_48_142",0.490837789242335
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.503727837523131
"Q09428_IDR_933_989",0.496272162476869
"Q09470_IDR_1_33",0.50725789761682
"Q09470_IDR_420_495",0.49274210238318
"Q09472_IDR_1_1047",0.342432411387404
"Q09472_IDR_1523_1575",0.317944730342062
"Q09472_IDR_1811_2414",0.339622858270534
"Q09666_IDR_1_32",0.169112795772386
"Q09666_IDR_350_403",0.176692919313028
"Q09666_IDR_4718_4843",0.165509097470137
"Q09666_IDR_4845_5871",0.279761848713187
"Q09666_IDR_75_348",0.208923338731262
"Q09MP3_IDR_1052_1089",0.202459483858627
"Q09MP3_IDR_1_248",0.201549999200004
"Q09MP3_IDR_727_781",0.208455519859793
"Q09MP3_IDR_798_946",0.192689396842431
"Q09MP3_IDR_985_1049",0.194845600239144
"Q0D2I5_IDR_1_188",0.342950910004984
"Q0D2I5_IDR_359_398",0.327410465189741
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.492995596736645
"Q0VF96_IDR_64_627",0.507004403263355
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.449412016127501
"Q0VG99_IDR_19_130",0.550587983872499
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.337053612112014
"Q0ZGT2_IDR_1_270",0.251246334096072
"Q0WX57_IDR_379_464",0.330565193406174
"Q0WX57_IDR_469_528",0.332381194481812
"Q0ZGT2_IDR_273_327",0.250519808085681
"Q0ZGT2_IDR_340_394",0.250607844246138
"Q0ZGT2_IDR_406_579",0.247626013572109
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.330526876510213
"Q10570_IDR_715_776",0.328413313673076
"Q12772_IDR_1_342",0.538372405626308
"Q12772_IDR_389_475",0.461627594373692
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.4581078853303
"Q12778_IDR_243_570",0.5418921146697
"Q12789_IDR_1059_1100",0.139686233322921
"Q12789_IDR_1139_1246",0.16107413984307
"Q12789_IDR_1606_1638",0.134894174114562
"Q12789_IDR_1823_1972",0.138094775454735
"Q12789_IDR_437_608",0.146772823297295
"Q12789_IDR_716_777",0.137890457840461
"Q12789_IDR_818_870",0.141587396126955
"Q12791_IDR_1181_1236",0.359333864413
"Q12791_IDR_1_69",0.314877103686234
"Q12791_IDR_717_804",0.325789031900765
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.512472999069685
"Q12797_IDR_85_336",0.487527000930315
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.497865525147725
"Q12840_IDR_779_1032",0.502134474852275
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.539915051215311
"Q12852_IDR_421_859",0.460084948784689
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.489503830941892
"Q12872_IDR_510_927",0.510496169058108
"Q12873_IDR_1324_1393",0.255877365561504
"Q12873_IDR_1517_1703",0.253395824876077
"Q12873_IDR_199_377",0.246032814894599
"Q12873_IDR_31_132",0.244693994667819
"Q12874_IDR_290_331",0.502389544710691
