"","GO0031981_nuclear_lumen"
"Q9H6S0_IDR_1_38",0.497859061558085
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.197649482055535
"Q9H6S3_IDR_175_249",0.359343987720881
"Q9H6S3_IDR_437_490",0.209001776554507
"Q9H6S3_IDR_578_620",0.234004753669076
"Q9H6T3_IDR_251_281",0.307293775684625
"Q9H6T3_IDR_34_87",0.461309867255321
"Q9H6T3_IDR_401_539",0.231396357060054
"Q9H6U6_IDR_781_814",0.514829217567831
"Q9H6U6_IDR_842_928",0.485170782432169
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.342203654637983
"Q9H707_IDR_173_211",0.331923613010833
"Q9H707_IDR_59_103",0.325872732351185
"Q68CR7_IDR_334_376",0.519362394180361
"Q68CR7_IDR_407_880",0.480637605819639
"Q68CZ1_IDR_1_219",0.446789848833
"Q68CZ1_IDR_929_1145",0.553210151167
"Q68CZ2_IDR_338_600",0.563939282381835
"Q68CZ2_IDR_606_1158",0.436060717618165
"Q68CZ6_IDR_224_305",0.48520214671957
"Q68CZ6_IDR_418_449",0.51479785328043
"Q68D10_IDR_1_610",0.619936330654196
"Q68D10_IDR_644_685",0.380063669345804
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.422973668544959
"Q68DA7_IDR_1384_1419",0.29883723997136
"Q68DA7_IDR_35_85",0.278189091483681
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.374579179458436
"Q68DE3_IDR_152_2172",0.281506048163227
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.503674268981068
"Q68G74_IDR_278_356",0.496325731018932
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.398274079078423
"Q69YN4_IDR_579_616",0.321974958356151
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.283693091203379
"Q69YZ2_IDR_250_282",0.246081179404616
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.279750962565425
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.211325317982728
"Q69YZ2_IDR_79_112",0.258900411409276
"Q6AWC2_IDR_1019_1071",0.195390521828418
"Q6AWC2_IDR_828_997",0.213352243367888
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.192955355439091
"Q6BDS2_IDR_268_306",0.211280031722759
"Q6BDS2_IDR_413_450",0.209355719766885
"Q6BDS2_IDR_743_809",0.198384199203094
"Q6BDS2_IDR_889_1129",0.188024693868171
"Q6BEB4_IDR_1_274",0.460943904690669
"Q6BEB4_IDR_367_398",0.539056095309331
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.359309617701264
"Q6GPH6_IDR_1_31",0.276834622070498
"Q6GPH6_IDR_33_87",0.363855760228238
"Q6GQQ9_IDR_49_98",0.30993026407999
"Q6GQQ9_IDR_437_587",0.404627102627917
"Q6GQQ9_IDR_636_794",0.285442633292094
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.198121736115612
"Q6GYQ0_IDR_1715_1757",0.200227877292109
"Q6GYQ0_IDR_321_387",0.201665068679057
"Q6GYQ0_IDR_450_512",0.211219063995142
"Q6GYQ0_IDR_688_1036",0.18876625391808
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.520185433176073
"Q6H8Q1_IDR_309_506",0.479814566823927
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.470865339770602
"Q6HA08_IDR_284_431",0.529134660229398
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.299787996524289
"Q6IEE7_IDR_817_872",0.347708981734636
"Q6IEE7_IDR_940_1043",0.352503021741075
"Q6IEG0_IDR_214_244",0.298382727609745
"Q6IEG0_IDR_254_339",0.701617272390255
"Q6IMN6_IDR_318_831",0.350406400142899
"Q6IMN6_IDR_65_115",0.317823676592668
"Q6IMN6_IDR_911_977",0.331769923264433
"Q6IN84_IDR_1_46",0.484883282870628
"Q6IN84_IDR_309_353",0.515116717129372
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.327401849626105
"Q6IQ21_IDR_276_325",0.313740317514619
"Q6IQ21_IDR_327_385",0.358857832859276
"Q6IQ23_IDR_103_157",0.460147056723383
"Q6IQ23_IDR_285_1121",0.539852943276617
"Q6IQ55_IDR_557_1244",0.432883872543071
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.300439172904945
"Q6ISB3_IDR_421_467",0.430392484425454
"Q6ISB3_IDR_80_110",0.269168342669601
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.50495449813169
"Q6IWH7_IDR_901_933",0.49504550186831
"Q6J272_IDR_46_86",0.521740887572256
"Q6J272_IDR_91_200",0.478259112427744
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.400906458912065
"Q6K0P9_IDR_91_208",0.599093541087936
"Q6KB66_IDR_1_40",0.441439373893838
"Q6KB66_IDR_408_452",0.558560626106162
"Q6KC79_IDR_108_1189",0.394481329126027
"Q6KC79_IDR_1_49",0.115127646749448
"Q6KC79_IDR_2474_2521",0.345362732371643
"Q6KC79_IDR_2630_2705",0.145028291752883
"Q6KF10_IDR_20_90",0.475823664409817
"Q6KF10_IDR_293_351",0.524176335590183
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.609535030982076
"Q6MZT1_IDR_154_206",0.390464969017924
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.235021657730258
"Q6N021_IDR_1459_1560",0.241506625153471
"Q6N021_IDR_1806_1842",0.249503090730197
"Q6N021_IDR_1931_1968",0.273968626386073
"Q6N022_IDR_1_281",0.504267624804998
"Q6N022_IDR_293_331",0.495732375195002
"Q6N043_IDR_1_405",0.491475700042173
"Q6N043_IDR_468_979",0.508524299957827
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.422068875420289
"Q6NSI4_IDR_566_675",0.577931124579711
"Q6NSI8_IDR_526_621",0.538673859140925
"Q6NSI8_IDR_63_143",0.461326140859075
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.527055659005993
"Q6NSJ2_IDR_186_506",0.472944340994007
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.412868269280792
"Q6NSW7_IDR_1_98",0.587131730719208
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.300547092827842
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.495067402208288
"Q6NUN9_IDR_464_507",0.504932597791712
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.473580304206638
"Q6NW40_IDR_1_45",0.472304636886652
"Q6NV75_IDR_319_609",0.526419695793362
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.38216494900866
"Q6NW34_IDR_386_419",0.279930063171857
"Q6NW34_IDR_431_536",0.337904987819483
"Q6NW40_IDR_118_155",0.527695363113348
"Q6NWY9_IDR_178_269",0.264458378997683
"Q6NWY9_IDR_1_94",0.229270609716598
"Q6NWY9_IDR_688_871",0.506271011285719
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.479185765297965
"Q9H714_IDR_223_335",0.520814234702035
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.491716512739169
"Q9H756_IDR_304_341",0.508283487260831
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.42808722657143
"Q9H792_IDR_1407_1453",0.57191277342857
"Q9H799_IDR_1485_1531",0.420721877144356
"Q9H799_IDR_1625_1745",0.304583522568658
"Q9H799_IDR_1798_3169",0.274694600286986
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.466311888943005
"Q9H7C4_IDR_62_166",0.533688111056995
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.357479411092814
"Q9H7E2_IDR_76_549",0.642520588907186
"Q9H7E9_IDR_1_104",0.644639221881248
"Q9H7E9_IDR_166_222",0.355360778118752
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.474836318393437
"Q9H7L9_IDR_1_80",0.525163681606563
"Q9H7U1_IDR_687_834",0.495065875045891
"Q9H7V2_IDR_1_89",0.508157732660812
"Q9H7V2_IDR_96_175",0.491842267339188
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.264874864794624
"Q9H7Z3_IDR_28_146",0.735125135205376
"Q9H7Z6_IDR_111_165",0.48696131578273
"Q9H7Z6_IDR_1_51",0.51303868421727
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.617920116008388
"Q9H814_IDR_312_394",0.382079883991612
"Q9H816_IDR_321_352",0.332152115565783
"Q9H816_IDR_356_401",0.372661247357135
"Q9H816_IDR_439_490",0.295186637077082
"Q9H819_IDR_195_247",0.487142750320524
"Q9H819_IDR_22_63",0.512857249679476
"Q9H8L6_IDR_250_287",0.189568560423161
"Q9H8L6_IDR_296_393",0.189600060654659
"Q9H8L6_IDR_651_695",0.190141617840619
"Q9H8L6_IDR_760_809",0.250366361482121
"Q9H8M2_IDR_245_310",0.304683665933276
"Q9H8M2_IDR_38_137",0.407837007005614
"Q9H8M2_IDR_451_575",0.28747932706111
"Q9H8M5_IDR_736_783",0.368047877047672
"Q9H8M5_IDR_822_875",0.324204476447101
"Q9H8M5_IDR_9_69",0.307747646505227
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.5024719514441
"Q9H8N7_IDR_306_485",0.4975280485559
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.661847209675774
"Q9H8V3_IDR_832_914",0.338152790324226
"Q9H8W3_IDR_1_124",0.667781319699776
"Q9H8W3_IDR_184_233",0.332218680300224
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.425554384995103
"Q9H9A5_IDR_711_744",0.574445615004897
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.221622971343719
"Q9H9B1_IDR_1_513",0.563902959181372
"Q9H9B1_IDR_653_705",0.214474069474909
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.54692127149155
"Q9H9L4_IDR_347_492",0.45307872850845
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.56226847851785
"Q9HAP2_IDR_234_731",0.43773152148215
"Q9HAQ2_IDR_437_576",0.609601967298155
"Q9HAQ2_IDR_718_790",0.390398032701845
"Q9HAS0_IDR_1_33",1
"Q9HAS3_IDR_1_82",1
"Q9HAT1_IDR_254_461",1
"Q9HAU0_IDR_106_163",0.375279816020293
"Q9HAU0_IDR_271_728",0.293625868023857
"Q9HAU0_IDR_730_1114",0.33109431595585
"Q9HAU4_IDR_138_250",1
"Q9HAU5_IDR_1012_1108",0.195686380807408
"Q9HAU5_IDR_1110_1165",0.165793004312245
"Q9HAU5_IDR_1_135",0.263122050915566
"Q9HAU5_IDR_1203_1272",0.173303775813582
"Q9HAU5_IDR_485_562",0.202094788151199
"Q9HB21_IDR_116_188",0.518425037093503
"Q9HB21_IDR_292_404",0.481574962906497
"Q9HB29_IDR_542_575",1
"Q9HB58_IDR_116_458",1
"Q9HB65_IDR_118_282",1
"Q9HB89_IDR_377_426",1
"Q9HB90_IDR_1_59",1
"Q9HB96_IDR_174_279",1
"Q9HBA0_IDR_1_144",0.636216745054339
"Q9HBA0_IDR_790_871",0.363783254945661
"Q9HBB8_IDR_476_660",0.332510296399899
"Q9HBB8_IDR_702_773",0.330314740326443
"Q9HBB8_IDR_810_845",0.337174963273658
"Q9HBD1_IDR_396_1140",1
"Q9HBE1_IDR_129_412",0.333283102948587
"Q9HBE1_IDR_417_687",0.314888724021469
"Q9HBE1_IDR_73_127",0.351828173029944
"Q9HBG4_IDR_667_711",1
"Q9HBG7_IDR_466_508",0.470225118754382
"Q9HBG7_IDR_512_579",0.529774881245618
"Q9HBM6_IDR_134_251",1
"Q9HBR0_IDR_402_1063",1
"Q9HBT8_IDR_1_36",0.516016689552078
"Q9HBT8_IDR_91_197",0.483983310447922
"Q9HBU1_IDR_1_254",1
"Q9HBU6_IDR_1_83",1
"Q9HBU9_IDR_272_364",1
"Q9HBV2_IDR_253_294",0.469072023794903
"Q9HBV2_IDR_29_72",0.530927976205097
"Q9HBW0_IDR_317_351",1
"Q9HBW1_IDR_1_41",0.493076368396617
"Q9HBW1_IDR_509_546",0.506923631603383
"Q9HBX8_IDR_498_538",0.52541891416109
"Q9HBX8_IDR_907_967",0.47458108583891
"Q9HBZ2_IDR_1_70",0.384383354762052
"Q9HBZ2_IDR_439_659",0.302069010976215
"Q9HBZ2_IDR_661_700",0.313547634261733
"Q9HC07_IDR_1_89",1
"Q9HC10_IDR_1286_1402",0.510551040125637
"Q9HC10_IDR_135_248",0.214768299508863
"Q9HC10_IDR_646_687",0.2746806603655
"Q9HC35_IDR_56_214",0.505662699531555
"Q9HC35_IDR_868_981",0.494337300468445
"Q9HC36_IDR_45_84",1
"Q9HC44_IDR_1_380",0.513442631955352
"Q9HC84_IDR_3673_4118",0.198347627468065
"Q9HC98_IDR_1_36",1
"Q9HCB6_IDR_1_35",1
"Q9HCC6_IDR_1_43",0.542714157463018
"Q9HCC6_IDR_151_215",0.457285842536982
"Q9HCC9_IDR_293_401",0.262548434483438
"Q9HCC9_IDR_404_514",0.251003424027892
"Q9HCC9_IDR_523_707",0.224836118218971
"Q9HCC9_IDR_764_806",0.261612023269699
"Q9HCD5_IDR_1_181",0.434920402098984
"Q9HCD5_IDR_376_438",0.275614334146548
"Q9HCD5_IDR_440_532",0.289465263754469
"Q9HCD6_IDR_101_317",0.238354562827347
"Q9HCD6_IDR_1375_1990",0.243640701981517
"Q9HCD6_IDR_1_96",0.254829213406883
"Q9HCD6_IDR_396_436",0.263175521784253
"Q9HCE0_IDR_1_242",1
"Q9HCE3_IDR_1113_1165",0.200991929491402
"Q9HCE3_IDR_1229_1261",0.183842495015274
"Q9HCE3_IDR_1_63",0.162036114525479
"Q9HCE3_IDR_670_720",0.137531638928996
"Q9HCE3_IDR_68_618",0.135953377584263
"Q9HCE3_IDR_960_1022",0.179644444454586
"Q9HCH5_IDR_22_71",0.471718221400336
"Q9HCH5_IDR_75_611",0.528281778599664
"Q9HCI5_IDR_1_488",1
"Q9HCI6_IDR_1_130",1
"Q9HCI7_IDR_137_471",0.533850189460925
"Q9HCI7_IDR_503_545",0.466149810539075
"Q9HCJ0_IDR_1_1395",0.372571890634598
"Q9HCJ0_IDR_1397_1493",0.30795059518002
"Q9HCJ0_IDR_1600_1632",0.319477514185382
"Q9HCJ1_IDR_455_492",1
"Q9HCJ2_IDR_570_616",1
"Q9HCJ3_IDR_1_48",0.54714461803087
"Q9HCJ3_IDR_360_667",0.45285538196913
"Q9HCM2_IDR_1_33",1
"Q9HCM3_IDR_1373_1487",0.251632787576204
"Q9HCM3_IDR_1493_1821",0.274591050060765
"Q9HCM3_IDR_1883_1919",0.2378518591567
"Q9HCM3_IDR_1_949",0.23592430320633
"Q9HCM4_IDR_1_38",0.52769464500003
"Q9HCM4_IDR_349_660",0.47230535499997
"Q9HCM7_IDR_1_1045",1
"Q9HCN3_IDR_1_33",1
"Q9HCN4_IDR_283_374",1
"Q9HCN6_IDR_295_339",1
"Q9HCP0_IDR_1_36",0.570513815874492
"Q9HCP0_IDR_334_422",0.429486184125508
"Q9HCR9_IDR_43_184",1
"Q9HCS4_IDR_1_588",1
"Q9HCS5_IDR_299_686",1
"Q9HCS7_IDR_743_838",1
"Q9HCT0_IDR_1_32",1
"Q9HD90_IDR_148_298",0.255034246479029
"Q9HD90_IDR_1_99",0.744965753520971
"Q9HDC5_IDR_372_404",0.404712841610004
"Q9HDC5_IDR_414_635",0.595287158389996
"Q9HDC9_IDR_1_60",1
"Q9NNX1_IDR_37_75",0.484484553829551
"Q9NNX1_IDR_87_173",0.515515446170449
"Q9NNX6_IDR_1_38",1
"Q9NNX9_IDR_1_186",1
"Q9NNZ3_IDR_133_176",0.360423447130396
"Q9NNZ3_IDR_200_241",0.321810648453136
"Q9NNZ3_IDR_98_131",0.317765904416468
"Q9NP08_IDR_26_207",1
"Q9NP31_IDR_1_67",0.429416388321294
"Q9NP31_IDR_189_381",0.570583611678706
"Q9NP50_IDR_82_155",1
"Q9NP56_IDR_1_91",0.514835759632896
"Q9NP56_IDR_418_450",0.485164240367104
"Q9NP59_IDR_237_282",1
"Q9NP61_IDR_129_420",1
"Q9NP98_IDR_1_176",1
"Q9NP99_IDR_138_234",1
"Q9NPA0_IDR_1_38",0.458883131500362
"Q9NPA0_IDR_177_242",0.541116868499638
"Q9NPA1_IDR_28_84",1
"Q9NPA3_IDR_104_140",0.519877680225651
"Q9NPA3_IDR_27_85",0.480122319774349
"Q9NPB0_IDR_1_117",1
"Q9NPB1_IDR_1_33",1
"Q9NPB3_IDR_1_50",1
"Q9NPB6_IDR_251_346",1
"Q9NPB8_IDR_626_672",1
"Q9NPC1_IDR_311_358",1
"Q9NPC2_IDR_252_301",0.508398044740432
"Q9NPC2_IDR_304_374",0.491601955259568
"Q9NPC3_IDR_167_277",1
"Q9NPC6_IDR_1_143",1
"Q9NPC7_IDR_109_301",1
"Q9NPC8_IDR_160_291",1
"Q9NPD5_IDR_130_165",0.284465094952828
"Q9NPI6_IDR_132_538",1
"Q9NPI7_IDR_1_259",1
"Q9NPI9_IDR_1_32",0.510630706312867
"Q9NPI9_IDR_350_418",0.489369293687133
"Q9NPJ4_IDR_1_92",1
"Q9NPJ6_IDR_159_270",1
"Q9NPL8_IDR_1_40",0.460137866131288
"Q9NPL8_IDR_247_285",0.539862133868712
"Q9NPQ8_IDR_427_472",1
"Q9NPR2_IDR_677_797",1
"Q9NPR9_IDR_147_181",0.506123781555108
"Q9NPR9_IDR_513_543",0.493876218444892
"Q9NPU4_IDR_1_54",1
"Q9NPY3_IDR_470_623",1
"Q9NPZ5_IDR_1_76",1
"Q9NQ03_IDR_11_156",1
"Q9NQ11_IDR_116_156",1
"Q9NQ25_IDR_251_299",1
"Q9NQ29_IDR_232_371",1
"Q9NQ31_IDR_41_77",0.532259100116152
"Q9NQ75_IDR_594_667",0.537300783774337
"Q9NQ76_IDR_1_525",1
"Q9NQ84_IDR_308_364",0.511648023124293
"Q9NQ84_IDR_396_439",0.488351976875707
"Q9NQ86_IDR_66_106",1
"Q9NQ87_IDR_1_55",0.551327473231087
"Q9NQ87_IDR_188_311",0.448672526768913
"Q9NQ90_IDR_111_144",0.324944971793597
"Q9NQ90_IDR_1_86",0.321061311627369
"Q9NQ90_IDR_960_1003",0.353993716579033
"Q9NQ92_IDR_1_93",1
"Q9NQB0_IDR_1_619",1
"Q9NQC1_IDR_1_45",0.430207446773742
"Q9NQC1_IDR_520_790",0.569792553226258
"Q9NQC3_IDR_1_994",1
"Q9NQC7_IDR_324_357",0.50923078674681
"Q9NQC7_IDR_380_465",0.49076921325319
"Q9NQC8_IDR_1_62",1
"Q9NQE7_IDR_1_53",1
"Q9NQE9_IDR_1_43",1
"Q9NQS5_IDR_211_312",1
"Q9NQS7_IDR_40_844",1
"Q9NQT8_IDR_1372_1693",0.219363561517479
"Q9NQT8_IDR_1770_1826",0.28515554405335
"Q9NQT8_IDR_546_596",0.248144224477546
"Q9NQT8_IDR_628_658",0.247336669951624
"Q9NQU5_IDR_48_95",0.464747078917588
"Q9NQU5_IDR_97_382",0.535252921082412
"Q9NQV5_IDR_1_100",0.460422103613456
"Q9NQV5_IDR_271_438",0.539577896386544
"Q9NQV7_IDR_364_472",0.486252946180668
"Q9NQV7_IDR_75_202",0.513747053819332
"Q9NQV8_IDR_142_172",0.407805042397528
"Q9NQV8_IDR_180_581",0.592194957602472
"Q9NQW1_IDR_502_546",0.330637615111151
"Q9NQW1_IDR_787_905",0.309898081553185
"Q9NQW1_IDR_914_1070",0.359464303335664
"Q9NQW5_IDR_369_492",0.443576070676535
"Q9NQW5_IDR_71_198",0.556423929323465
"Q9NQW6_IDR_1_716",0.451841937893833
"Q9NR00_IDR_1_31",1
"Q9NR12_IDR_59_278",1
"Q9NR20_IDR_1_32",0.494170677009216
"Q9NR20_IDR_404_520",0.505829322990784
"Q9NR22_IDR_1_71",1
"Q9NR30_IDR_1_184",0.727655371664579
"Q9NR30_IDR_716_783",0.272344628335421
"Q9NR33_IDR_1_37",1
"Q9NR34_IDR_1_168",1
"Q9NR46_IDR_165_210",0.533080205665566
"Q9NR46_IDR_277_336",0.466919794334434
"Q9NR48_IDR_1_1321",0.337287560864622
"Q9NR48_IDR_1325_2025",0.319906428484345
"Q9NR48_IDR_2287_2437",0.178985456021989
"Q9NR48_IDR_2835_2914",0.163820554629044
"Q9NR55_IDR_1_53",1
"Q9NR56_IDR_344_388",1
"Q9NR61_IDR_617_652",1
"Q9NR63_IDR_1_42",1
"Q9NR64_IDR_23_187",1
"Q9NRJ4_IDR_1274_1456",0.533887622982843
"Q9NRJ4_IDR_629_1070",0.223731123122171
"Q9NRK6_IDR_1_153",1
"Q9NRL2_IDR_1014_1073",0.111467621225809
"Q9NRL2_IDR_1197_1431",0.337049551528584
"Q9NRL2_IDR_144_182",0.124397071865239
"Q9NRL2_IDR_271_351",0.141968764332906
"Q9NRL2_IDR_667_774",0.170548635324726
"Q9NRL2_IDR_834_877",0.114568355722736
"Q9NRL3_IDR_1_62",0.390667778080291
"Q9NRL3_IDR_85_421",0.609332221919709
"Q9NRM0_IDR_1_49",1
"Q9NRM1_IDR_1_32",0.386991643328928
"Q9NRM1_IDR_35_1133",0.613008356671072
"Q9NRM2_IDR_1_32",0.507705877374622
"Q9NRM2_IDR_414_450",0.492294122625378
"Q9NRM7_IDR_1_135",0.491163870148376
"Q9NRM7_IDR_138_631",0.508836129851624
"Q9NRN5_IDR_100_131",1
"Q9NRP7_IDR_264_418",1
"Q9NRZ9_IDR_1_170",1
"Q9NS00_IDR_1_76",1
"Q9NS15_IDR_1_57",0.459701817482307
"Q9NS15_IDR_477_539",0.540298182517692
"Q9NS18_IDR_17_53",1
"Q9NS23_IDR_1_48",1
"Q9NS37_IDR_1_218",0.492271613046548
"Q9NS37_IDR_293_323",0.507728386953452
"Q9NS39_IDR_1_112",0.601765411412079
"Q9NS39_IDR_198_275",0.398234588587921
"Q9NS40_IDR_135_372",0.513207952348837
"Q9NS40_IDR_869_1196",0.486792047651163
"Q9NS56_IDR_1_100",0.186985586672424
"Q9NS56_IDR_395_478",0.162294651947959
"Q9NS56_IDR_500_906",0.49460138554013
"Q9NS56_IDR_912_1045",0.156118375839487
"Q9NSA2_IDR_417_647",1
"Q9NSA3_IDR_50_81",1
"Q9NSB2_IDR_504_600",1
"Q9NSB8_IDR_113_192",1
"Q9NSC2_IDR_1165_1232",0.266799788597738
"Q9NSC2_IDR_1266_1324",0.277335886439389
"Q9NSC2_IDR_1_71",0.23967612569458
"Q9NSC2_IDR_75_1163",0.216188199268293
"Q9NSC5_IDR_117_285",1
"Q9NSC7_IDR_1_258",1
"Q9NSD4_IDR_1_236",1
"Q9NSD5_IDR_1_31",1
"Q9NSD7_IDR_410_442",1
"Q9NSE2_IDR_6_59",1
"Q9NSE4_IDR_1_59",1
"Q9NSI2_IDR_1_184",1
"Q9NSI5_IDR_310_407",1
"Q9NSI6_IDR_1277_1313",0.210011081524619
"Q9NSI6_IDR_1426_2320",0.497216772427165
"Q9NSI6_IDR_609_935",0.292772146048216
"Q9NTG1_IDR_1452_1571",0.621582103823407
"Q9NTG7_IDR_1_121",1
"Q9NTI2_IDR_1120_1154",0.48776247818825
"Q9NTI2_IDR_1_52",0.51223752181175
"Q9NTI5_IDR_1121_1447",1
"Q9NTI7_IDR_1_169",0.400238450051905
"Q9NTI7_IDR_174_286",0.599761549948095
"Q9NTJ3_IDR_1_78",1
"Q9NTK1_IDR_110_212",0.521310187707807
"Q9NTK1_IDR_1_107",0.478689812292193
"Q9NTN3_IDR_1_35",1
"Q9NTN9_IDR_702_784",1
"Q9NTQ9_IDR_219_266",1
"Q9NTU4_IDR_1_130",1
"Q9NTW7_IDR_1_145",1
"Q9NTX7_IDR_1_33",0.448067027575314
"Q9NTX7_IDR_187_353",0.551932972424686
"Q9NTX9_IDR_1_184",0.39842386551406
"Q9NTX9_IDR_196_383",0.60157613448594
"Q9NUJ3_IDR_1_56",1
"Q9NUL3_IDR_376_430",0.343606883319211
"Q9NUL3_IDR_441_494",0.31049722388075
"Q9NUL3_IDR_518_570",0.345895892800039
"Q9NUL5_IDR_189_291",1
"Q9NUM3_IDR_268_307",0.46258120912321
"Q9NUM3_IDR_68_104",0.53741879087679
"Q9NUM4_IDR_1_44",1
"Q9NUP1_IDR_1_56",1
"Q9NUP7_IDR_289_319",0.632738847066078
"Q9NUP7_IDR_376_413",0.367261152933922
"Q9NUQ3_IDR_1_152",0.492453093226483
"Q9NUQ3_IDR_455_528",0.507546906773517
"Q9NUQ6_IDR_244_346",0.287385000847743
"Q9NUQ6_IDR_352_545",0.345335102293487
