"","GO0018130_heterocycle_biosynthetic_process"
"Q2I0M5_IDR_1_31",0.329451279155887
"Q2I0M5_IDR_152_189",0.333167959729908
"Q2LD37_IDR_1779_1814",0.0518641955478539
"Q2LD37_IDR_1915_1993",0.056572327942655
"Q2LD37_IDR_2161_2427",0.0706986432923789
"Q2LD37_IDR_2596_2696",0.0516539899536183
"Q2LD37_IDR_2725_2769",0.0529761584181038
"Q2LD37_IDR_2929_2963",0.0530998906825625
"Q2LD37_IDR_3482_3548",0.0519969917158511
"Q2LD37_IDR_3563_3787",0.0521846095315213
"Q2LD37_IDR_3816_3865",0.0559142027825967
"Q2LD37_IDR_3893_3956",0.0522063354597867
"Q2LD37_IDR_3998_4030",0.0514302927409882
"Q2LD37_IDR_4094_4145",0.0631595087648353
"Q2LD37_IDR_4288_4396",0.0693127801316816
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.449839807317095
"Q2M1P5_IDR_345_1039",0.550160192682905
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.456366733537902
"Q2M3C7_IDR_1139_1293",0.117038406358983
"Q2M3C7_IDR_1327_1603",0.152842778523997
"Q2M3C7_IDR_456_674",0.140488083610854
"Q2M3C7_IDR_677_717",0.140411306261007
"Q2M3C7_IDR_723_1136",0.124409359993596
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.531382301360068
"Q2MJR0_IDR_243_292",0.468617698639932
"Q2MKA7_IDR_1_31",0.330842534020059
"Q2MKA7_IDR_146_177",0.332015349425921
"Q2MKA7_IDR_207_263",0.33714211655402
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.320718197100381
"Q2NKQ1_IDR_473_531",0.355621410851144
"Q2NKQ1_IDR_671_923",0.323660392048474
"Q2PPJ7_IDR_1486_1523",0.273472446985235
"Q2Q1W2_IDR_122_192",0.679433478570083
"Q2Q1W2_IDR_21_53",0.320566521429917
"Q2QGD7_IDR_1_78",0.254000688862956
"Q2QGD7_IDR_460_537",0.207811647215125
"Q2QGD7_IDR_595_710",0.209458365768505
"Q2QGD7_IDR_713_751",0.175219035580385
"Q2QGD7_IDR_82_174",0.15351026257303
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.503915417694762
"Q2T9K0_IDR_443_475",0.496084582305238
"Q2T9L4_IDR_200_293",0.439286058398145
"Q2T9L4_IDR_58_196",0.560713941601855
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.545658876179472
"Q2TAC6_IDR_642_998",0.454341123820528
"Q2TAK8_IDR_102_405",0.500342891196163
"Q2TAK8_IDR_527_563",0.499657108803837
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.433649735779723
"Q2TAL8_IDR_194_241",0.237976363830666
"Q2TBE0_IDR_509_542",0.405568675591454
"Q2UY09_IDR_1002_1069",0.448338145175752
"Q2UY09_IDR_204_782",0.551661854824248
"Q2V2M9_IDR_1265_1364",0.503829597909894
"Q2V2M9_IDR_325_784",0.496170402090106
"Q2VIQ3_IDR_438_557",0.249517446435469
"Q2VIQ3_IDR_564_602",0.231278042556153
"Q2VIQ3_IDR_604_817",0.247782991838183
"Q2VIQ3_IDR_893_1234",0.271421519170195
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.355925156956053
"Q2VWP7_IDR_1089_1150",0.331155418395086
"Q2VWP7_IDR_974_1029",0.312919424648862
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.453959039125504
"Q2VYF4_IDR_40_119",0.546040960874496
"Q2WGJ9_IDR_1094_1134",0.207362873108841
"Q2WGJ9_IDR_1161_1270",0.194721128912362
"Q2WGJ9_IDR_1_77",0.195208759812225
"Q2WGJ9_IDR_417_457",0.193923844233136
"Q2WGJ9_IDR_516_550",0.208783393933436
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.279702124465191
"Q32P44_IDR_47_210",0.484878025468494
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.32132789904552
"Q33E94_IDR_486_599",0.368926504866841
"Q33E94_IDR_638_671",0.309745596087639
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.243175067572284
"Q3B7T1_IDR_213_299",0.243153809128698
"Q3B7T1_IDR_517_584",0.236137821938815
"Q3B7T1_IDR_620_672",0.277533301360204
"Q3B7T3_IDR_1_45",0.47099550317473
"Q3B7T3_IDR_58_259",0.52900449682527
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.504226562811039
"Q3C1V8_IDR_67_128",0.495773437188961
"Q3L8U1_IDR_1715_1770",0.160432262986029
"Q3L8U1_IDR_2003_2897",0.270473144328249
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.519058873496343
"Q3MII6_IDR_454_604",0.480941126503657
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.561943579717668
"Q3MJ13_IDR_700_785",0.438056420282332
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.419239132566825
"Q3SY00_IDR_492_556",0.580760867433175
"Q3V6T2_IDR_1209_1871",0.284585849133657
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.288610743551306
"Q3YBR2_IDR_355_411",0.382510148935106
"Q3YBR2_IDR_83_166",0.328879107513588
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.565857529071853
"Q3ZCQ8_IDR_321_353",0.434142470928147
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.495704802956767
"Q3ZCX4_IDR_93_157",0.504295197043233
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.480067801922646
"Q401N2_IDR_377_412",0.519932198077354
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.493776133751515
"Q460N5_IDR_98_140",0.506223866248485
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.433868535570053
"Q496Y0_IDR_1_65",0.278982975131699
"Q496Y0_IDR_361_454",0.287148489298248
"Q499Z3_IDR_140_198",0.507690536275269
"Q499Z3_IDR_1_42",0.492309463724731
"Q499Z4_IDR_1_256",0.608828690303419
"Q499Z4_IDR_258_310",0.391171309696581
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.406600883122343
"Q49A92_IDR_133_489",0.593399116877657
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.52338076123042
"Q4G0M1_IDR_89_189",0.47661923876958
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.151101271250805
"Q4G0P3_IDR_2102_2188",0.162203739338273
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.163447316029846
"Q4G0P3_IDR_2485_2561",0.236324023094556
"Q4G0P3_IDR_2649_2734",0.136613540845513
"Q4G0P3_IDR_3215_3252",0.150310109441008
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.356886716072355
"Q4LE39_IDR_268_303",0.333601615909079
"Q4LE39_IDR_405_1306",0.398302235349638
"Q4LEZ3_IDR_111_155",0.50146265780453
"Q4LEZ3_IDR_1_53",0.49853734219547
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.507815552606951
"Q4V328_IDR_517_792",0.492184447393049
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.492153903542055
"Q4VC44_IDR_73_108",0.507846096457945
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.285544950925733
"Q4ZG55_IDR_279_342",0.269844651050936
"Q4ZG55_IDR_44_74",0.220430432434472
"Q4ZG55_IDR_625_655",0.224179965588859
"Q4ZHG4_IDR_1_36",0.303226803669506
"Q4ZHG4_IDR_1532_1587",0.296313909238538
"Q4ZHG4_IDR_372_1527",0.400459287091955
"Q4ZIN3_IDR_1_34",0.532830178793707
"Q4ZIN3_IDR_467_620",0.467169821206293
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.258973345834891
"Q502W6_IDR_1191_1294",0.252660735716839
"Q502W6_IDR_1_31",0.228069317066572
"Q502W6_IDR_711_805",0.260296601381698
"Q502W7_IDR_1_219",0.332611563073968
"Q502W7_IDR_228_335",0.20409205881989
"Q502W7_IDR_353_395",0.239967395310636
"Q502W7_IDR_502_554",0.223328982795505
"Q504T8_IDR_103_313",0.484656553742028
"Q52WX2_IDR_1_39",0.475791661535438
"Q52WX2_IDR_320_410",0.524208338464562
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.323130742838681
"Q53EQ6_IDR_189_220",0.387273366006506
"Q53EQ6_IDR_538_583",0.289595891154813
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.324383947564583
"Q53EZ4_IDR_247_302",0.344025434583324
"Q53EZ4_IDR_384_432",0.331590617852093
"Q53F19_IDR_1_74",0.310767830425884
"Q53F19_IDR_183_256",0.240244366019956
"Q53F19_IDR_282_574",0.44898780355416
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.569244810549874
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.527104230833212
"Q53LP3_IDR_85_261",0.472895769166788
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.514965033503754
"Q53QZ3_IDR_194_248",0.485034966496246
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.606485874392588
"Q53SZ7_IDR_314_412",0.393514125607412
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.320622689212387
"Q53TS8_IDR_250_345",0.353767818412871
"Q53TS8_IDR_354_587",0.325609492374742
"Q562E7_IDR_1017_1219",0.196612036724538
"Q562E7_IDR_1522_1555",0.239892921747507
"Q562E7_IDR_607_715",0.225805857044318
"Q587J7_IDR_1096_1166",0.490757907110869
"Q587J7_IDR_214_381",0.509242092889131
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.310345571348057
"Q58A45_IDR_278_390",0.311540080156293
"Q58A45_IDR_72_274",0.37811434849565
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.378865510038624
"Q58EX7_IDR_33_177",0.307819129563684
"Q58EX7_IDR_631_730",0.313315360397692
"Q58F21_IDR_136_267",0.277042473662819
"Q58F21_IDR_379_521",0.337401155894585
"Q58F21_IDR_578_917",0.385556370442596
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0501311125760584
"Q5CZC0_IDR_2938_2968",0.0543195500489928
"Q5CZC0_IDR_3135_3189",0.0547086308449739
"Q5CZC0_IDR_3193_3263",0.0560168909952556
"Q5CZC0_IDR_3626_3656",0.0534375652573323
"Q5CZC0_IDR_3871_3956",0.0508394559084544
"Q5CZC0_IDR_5399_5673",0.0640161897969173
"Q5CZC0_IDR_5692_5777",0.0616753917473905
"Q5CZC0_IDR_5850_5904",0.0577348433108153
"Q5CZC0_IDR_6548_6794",0.0566836534558387
"Q5CZC0_IDR_6796_6835",0.0507504515175647
"Q5CZC0_IDR_6849_6907",0.0565410840081414
"Q5D1E8_IDR_1_45",0.218997406572271
"Q5D1E8_IDR_296_435",0.283578291590778
"Q5D1E8_IDR_512_542",0.285220625235983
"Q5D1E8_IDR_91_131",0.212203676600968
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.399531802164657
"Q5GH73_IDR_197_229",0.319850707010985
"Q5GH73_IDR_515_558",0.280617490824358
"Q5GH76_IDR_1_104",0.329452204807661
"Q5GH76_IDR_175_245",0.358751035697215
"Q5GH76_IDR_521_565",0.311796759495123
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.393291414711622
"Q5HYW2_IDR_251_1225",0.280951720630358
"Q5HYW2_IDR_60_249",0.32575686465802
"Q5HYW3_IDR_1_150",0.539036239752596
"Q5HYW3_IDR_315_493",0.460963760247404
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.463250645929314
"Q5JSL3_IDR_1189_1272",0.301653383437122
"Q5JSL3_IDR_1_31",0.24465335968318
"Q5JSL3_IDR_1337_1386",0.232179451069775
"Q5JSL3_IDR_277_308",0.221513805809923
"Q5JSP0_IDR_1_154",0.469382914818948
"Q5JSP0_IDR_482_527",0.530617085181052
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.472387519666641
"Q5JT82_IDR_350_389",0.527612480333359
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.243602518214579
"Q5JWR5_IDR_1992_2027",0.251518703465573
"Q5JWR5_IDR_695_728",0.250715209080219
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.503091248329141
"Q5JX71_IDR_51_109",0.49690875167086
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.319195535672005
"Q5PRF9_IDR_390_469",0.294573717531124
"Q5PRF9_IDR_536_694",0.386230746796871
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.250377447458928
"Q5QGS0_IDR_1_541",0.258646168885339
"Q5QGS0_IDR_579_1282",0.490976383655733
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.546868313404266
"Q5SSJ5_IDR_417_553",0.453131686595734
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.500529045840238
"Q5SV97_IDR_668_702",0.499470954159762
"Q5SVQ8_IDR_1_347",0.481603108788556
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.50421960301575
"Q5SZB4_IDR_293_393",0.49578039698425
"Q5SZD1_IDR_102_152",0.462585817205751
"Q5SZD1_IDR_1_80",0.537414182794249
"Q5SZJ8_IDR_1_71",0.438874713797686
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.561125286202314
"Q5SZL2_IDR_1_499",0.558187306842204
"Q5SZL2_IDR_662_706",0.441812693157796
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.1144994081305
"Q5T011_IDR_1358_1414",0.10909656485814
"Q5T011_IDR_1466_1556",0.103290240094125
"Q5T011_IDR_1632_1667",0.119283255834268
"Q5T011_IDR_1803_1907",0.118191473207686
"Q5T011_IDR_2109_2151",0.106090635019167
"Q5T011_IDR_2400_2513",0.108851748748829
"Q5T011_IDR_2864_2903",0.113290318231046
"Q5T011_IDR_698_731",0.107406355876239
"Q5T124_IDR_1_71",0.473762587467715
"Q5T124_IDR_474_520",0.526237412532285
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.306226058724791
"Q5T1B0_IDR_1_55",0.2498208058459
"Q5T1B0_IDR_819_884",0.225512423682741
"Q5T1B0_IDR_887_1012",0.218440711746568
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.567241506522208
"Q5T1M5_IDR_818_1219",0.432758493477792
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.6660389849887
"Q5T1Q4_IDR_360_408",0.333961015011301
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.456941343880605
"Q5T1V6_IDR_580_619",0.543058656119395
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.512516969839621
"Q5T4F4_IDR_1_31",0.550942412060372
"Q5T4F4_IDR_235_346",0.449057587939629
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.142274474529208
"Q5T4S7_IDR_1731_1783",0.147527892729869
"Q5T4S7_IDR_2437_2470",0.148112321149154
"Q5T4S7_IDR_429_465",0.141693859762288
"Q5T4S7_IDR_598_635",0.147699634558913
"Q5T5X7_IDR_484_531",0.226211798391107
"Q5T5X7_IDR_647_705",0.197371271076402
"Q5T5Y3_IDR_347_701",0.526541876225394
"Q5T5Y3_IDR_705_1460",0.473458123774606
"Q5T601_IDR_1_40",0.480373745614124
"Q5T601_IDR_855_890",0.519626254385876
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.231979860283706
"Q5T681_IDR_41_77",0.23330890321994
"Q5T7P8_IDR_141_227",0.52265915909916
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.202303890841833
"Q5T7W0_IDR_1_99",0.268922316099921
"Q5T7W0_IDR_211_255",0.277237667994616
"Q5T7W0_IDR_282_460",0.251536125063629
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.314585452167712
"Q5T848_IDR_1_73",0.309154064134602
"Q5T848_IDR_669_1168",0.376260483697686
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.234942915389838
"Q5TAP6_IDR_285_594",0.236071043318975
"Q5TAP6_IDR_51_83",0.250254261901972
"Q5TAP6_IDR_735_766",0.278731779389215
"Q5TAQ9_IDR_1_135",0.559459336828035
"Q5TAQ9_IDR_553_597",0.440540663171965
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.182566284055007
"Q5TCQ9_IDR_815_847",0.151699350816014
"Q5TCQ9_IDR_941_1002",0.15369730384607
"Q5TCS8_IDR_1039_1079",0.182084957102699
"Q5TCS8_IDR_1191_1255",0.175367846471471
"Q5TCS8_IDR_186_226",0.15072378389736
"Q5TCS8_IDR_488_576",0.161441722846822
"Q5TCS8_IDR_697_810",0.182244410424676
"Q5TCS8_IDR_893_925",0.148137279256973
"Q5TCX8_IDR_1_38",0.548918337125186
"Q5TF39_IDR_410_518",0.472345356581382
"Q5TF58_IDR_1_183",0.392426413595701
"Q5TF58_IDR_312_362",0.28448477566557
"Q5TF58_IDR_481_517",0.323088810738729
"Q5TFG8_IDR_143_222",0.52253518235167
"Q5TFG8_IDR_42_127",0.47746481764833
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.46733062522119
"Q5TGY1_IDR_524_634",0.53266937477881
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.166484164974903
"Q5TH69_IDR_1413_1443",0.175449565447308
"Q5TH69_IDR_179_212",0.183185669093562
"Q5TH69_IDR_1944_2105",0.309653356104997
"Q5TH69_IDR_464_660",0.16522724437923
"Q5TH74_IDR_1_75",0.490819132324363
"Q5TH74_IDR_96_267",0.509180867675637
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.472166886866152
"Q5U4P2_IDR_1_49",0.527833113133848
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.219291234784997
"Q5U5X8_IDR_65_452",0.780708765215003
"Q5U5Z8_IDR_108_140",0.321088251004899
"Q5U5Z8_IDR_36_77",0.333760648330794
"Q5U5Z8_IDR_696_889",0.345151100664308
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.546603141838419
"Q5U651_IDR_257_369",0.453396858161581
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.511476369855038
"Q5UCC4_IDR_193_224",0.488523630144962
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.23338175738718
"Q5VT52_IDR_147_252",0.379420908949029
"Q5VT52_IDR_294_1443",0.620579091050971
"Q5VT97_IDR_1032_1082",0.451015389734346
"Q5VT97_IDR_1_652",0.548984610265654
"Q5VTB9_IDR_31_71",0.373377764312669
"Q5VTB9_IDR_75_492",0.626622235687331
"Q5VTD9_IDR_1_104",0.583581328905894
"Q5VTD9_IDR_113_148",0.416418671094106
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.261868761873611
"Q5VTH9_IDR_165_217",0.246849631145129
"Q5VTH9_IDR_333_387",0.240941315628797
"Q5VTH9_IDR_430_465",0.250340291352464
"Q5VTJ3_IDR_300_375",0.482552960065668
"Q5VTJ3_IDR_45_255",0.517447039934332
"Q86VV4_IDR_411_465",0.333767649788971
"Q86VV4_IDR_46_283",0.306524254192205
"Q86VV8_IDR_120_165",0.357900383606935
"Q86VV8_IDR_1531_1565",0.35392885208978
"Q86VV8_IDR_279_360",0.288170764303286
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.449941173084188
"Q86VW2_IDR_485_580",0.550058826915812
"Q86VY4_IDR_1_200",0.467034634326668
"Q86VY4_IDR_387_417",0.532965365673332
"Q86VY9_IDR_1_51",0.282562401277874
"Q86VY9_IDR_60_104",0.288997432388391
"Q86WG3_IDR_1_150",0.5271846656194
"Q86WG3_IDR_330_371",0.4728153343806
"Q86WG5_IDR_1027_1103",0.22191802577155
"Q86WG5_IDR_1269_1305",0.223030787728399
"Q86WG5_IDR_1670_1731",0.303695324855268
"Q86WG5_IDR_770_807",0.251355861644783
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.543619586778931
"Q86WK6_IDR_448_485",0.456380413221069
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.497396455874843
"Q86WN1_IDR_609_690",0.502603544125157
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.473468323379322
"Q86WR6_IDR_1_42",0.526531676620678
"Q86WR7_IDR_1_50",0.446759694149395
"Q86WR7_IDR_73_399",0.553240305850605
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.284854585631418
"Q86XD5_IDR_146_332",0.715145414368582
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.519160299994707
"Q86XF7_IDR_184_214",0.480839700005293
"Q86XH1_IDR_344_382",0.564236597314573
"Q86XH1_IDR_459_491",0.435763402685427
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.508117718198452
"Q86XK3_IDR_75_146",0.491882281801548
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.555628665406476
"Q86XZ4_IDR_84_244",0.444371334593524
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.260607160986134
"Q86Y13_IDR_1_85",0.234641264199484
"Q86Y13_IDR_587_752",0.266697096705676
"Q86Y13_IDR_953_1029",0.238054478108707
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.206011048453512
"Q86Y26_IDR_1_55",0.207710970795983
"Q86Y26_IDR_287_377",0.18878236929741
"Q86Y26_IDR_379_868",0.181720266273221
"Q86Y26_IDR_870_1132",0.215775345179875
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.620429051873999
"Q86YF9_IDR_609_849",0.300329427174949
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.574647726510027
"Q86YJ5_IDR_267_306",0.425352273489973
"Q86YJ7_IDR_440_475",0.329579008999028
"Q86YJ7_IDR_491_525",0.314747860361908
"Q86YJ7_IDR_535_582",0.355673130639064
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.387144705950042
"Q86YN6_IDR_98_897",0.612855294049958
"Q86YP4_IDR_1_436",0.549517168586457
"Q86YP4_IDR_465_633",0.450482831413543
"Q86YR6_IDR_1_94",0.490674648305632
"Q86YR6_IDR_363_536",0.509325351694368
"Q86YR7_IDR_530_616",0.569679565936972
"Q86YR7_IDR_963_1114",0.430320434063028
"Q86YS3_IDR_495_564",0.606153660952356
"Q86YS3_IDR_84_347",0.393846339047644
"Q86Z02_IDR_661_906",0.258910138951493
"Q86Z02_IDR_909_1104",0.262674037066195
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.47747487172912
"Q86Z23_IDR_34_105",0.52252512827088
"Q8HWS3_IDR_1_117",0.2443214963075
"Q8HWS3_IDR_557_645",0.313914095480271
"Q8HWS3_IDR_647_680",0.214464654183511
