"","GO0031326_regulation_of_cellular_biosynthetic_process"
"Q9BXX0_IDR_776_899",0.21181355275338
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.471121893809273
"Q9BXX3_IDR_265_1048",0.528878106190727
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.360068914575777
"Q9BY07_IDR_41_91",0.317189573012808
"Q9BY07_IDR_419_482",0.322741512411415
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.311412133679927
"Q9BY12_IDR_38_95",0.315407984497231
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.50964168921226
"Q9BYG3_IDR_187_293",0.49035831078774
"Q9BYG4_IDR_103_142",0.35607945946022
"Q9BYG4_IDR_252_373",0.64392054053978
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.318575845861417
"Q9BYJ9_IDR_196_369",0.681424154138583
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.444940510908699
"Q9BYT3_IDR_405_514",0.555059489091301
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.49891125564746
"Q9BYU1_IDR_62_127",0.50108874435254
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.483462872994618
"Q9BYV6_IDR_447_532",0.516537127005382
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.458999017606783
"Q9BYV8_IDR_82_137",0.541000982393217
"Q9BYV9_IDR_134_611",0.562982262574956
"Q9BYV9_IDR_737_822",0.437017737425044
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.398691098252635
"Q9BZ29_IDR_1_36",0.276139201546515
"Q9BZ29_IDR_287_320",0.32516970020085
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.24514629152352
"Q9BZ71_IDR_490_534",0.235837768201129
"Q9BZ71_IDR_64_123",0.242211760200822
"Q9BZ71_IDR_909_974",0.276804180074529
"Q9BZ72_IDR_1282_1349",0.223796509537116
"Q9BZ72_IDR_256_365",0.158201092244232
"Q9BZ72_IDR_368_419",0.185323891802768
"Q9BZ72_IDR_579_709",0.181449861013301
"Q9BZ72_IDR_840_898",0.251228645402583
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.496230251137594
"Q9BZ81_IDR_243_275",0.503769748862406
"Q9BZ95_IDR_1_262",0.707530670768815
"Q9BZ95_IDR_396_700",0.292469329231185
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.464436881323701
"Q9BZC1_IDR_282_354",0.535563118676299
"Q9BZC7_IDR_1324_1424",0.338053282144437
"Q9BZC7_IDR_2367_2417",0.32458593552556
"Q9BZC7_IDR_350_398",0.337360782330003
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.354939346023548
"Q9BZF1_IDR_273_402",0.334000446155068
"Q9BZF1_IDR_771_877",0.311060207821383
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.311047639162685
"Q9BZF3_IDR_184_278",0.251513170393091
"Q9BZF3_IDR_281_381",0.212132481985857
"Q9BZF3_IDR_395_553",0.225306708458368
"Q9BZF9_IDR_257_631",0.492104399344745
"Q9BZF9_IDR_656_706",0.507895600655255
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.479102410665362
"Q9BZG8_IDR_398_443",0.520897589334638
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.547739376594476
"Q9BZI7_IDR_209_483",0.452260623405524
"Q9BZJ0_IDR_152_183",0.481881322557514
"Q9BZJ0_IDR_83_118",0.518118677442486
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.527404715283338
"Q9BZS1_IDR_244_309",0.472595284716662
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.477176203512524
"Q9BZV2_IDR_466_496",0.522823796487476
"Q9BZV3_IDR_169_236",0.367633343276205
"Q9BZV3_IDR_35_74",0.334965654272618
"Q9BZV3_IDR_393_835",0.297401002451177
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.308325736816216
"Q9BZW7_IDR_60_90",0.329133218158915
"Q9BZW7_IDR_625_698",0.362541045024869
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.613529511788034
"Q9C0A1_IDR_1_106",0.0883375386855907
"Q9C0A1_IDR_1645_2065",0.128419074053956
"Q9C0A1_IDR_2122_2338",0.12580894994435
"Q9C0A1_IDR_2395_2439",0.0815675450510195
"Q9C0A1_IDR_2517_2572",0.103004473640738
"Q9C0A1_IDR_295_822",0.186983120566401
"Q9C0A1_IDR_824_869",0.0976325072065646
"Q9C0A1_IDR_878_1639",0.188246790851379
"Q9C0A6_IDR_119_205",0.277547693260545
"Q9C0A6_IDR_15_45",0.320580465229245
"Q9C0A6_IDR_406_1442",0.40187184151021
"Q9C0B0_IDR_150_208",0.293970824132106
"Q9C0B0_IDR_222_293",0.308328594774523
"Q9C0B0_IDR_295_654",0.397700581093371
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.227164444530664
"Q9C0B2_IDR_1_79",0.245798201839022
"Q9C0B2_IDR_359_488",0.275848147979611
"Q9C0B2_IDR_662_730",0.251189205650703
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.241461612918592
"Q9C0D4_IDR_368_670",0.291852189141415
"Q9C0D4_IDR_676_912",0.237518878545429
"Q9C0D5_IDR_1_358",0.353389573635981
"Q9C0D5_IDR_1422_1861",0.438088812212571
"Q9C0D5_IDR_434_488",0.208521614151448
"Q9C0D6_IDR_1_94",0.662053693461324
"Q9C0D6_IDR_470_1143",0.337946306538676
"Q9C0D7_IDR_204_236",0.241393643640605
"Q9C0D7_IDR_404_774",0.34436944329083
"Q9C0D7_IDR_51_160",0.414236913068566
"Q9C0E4_IDR_1_38",0.361690121000531
"Q9C0E4_IDR_339_444",0.363209039816845
"Q9C0E4_IDR_740_932",0.275100839182624
"Q9C0E8_IDR_142_248",0.501735374510578
"Q9C0E8_IDR_308_428",0.498264625489422
"Q9C0F0_IDR_1_35",0.204077623802056
"Q9C0F0_IDR_320_2208",0.492118857661926
"Q9C0F0_IDR_74_318",0.303803518536018
"Q9C0F1_IDR_124_237",0.584013657224039
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.545862826955723
"Q9C0K7_IDR_298_335",0.454137173044277
"Q9GZM5_IDR_305_350",0.454325111340968
"Q9GZM5_IDR_40_106",0.545674888659032
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.501707105144049
"Q9GZN6_IDR_689_736",0.498292894855951
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.234329528323092
"Q9GZR1_IDR_37_438",0.21413559481159
"Q9GZR1_IDR_599_644",0.233556489698548
"Q9GZR1_IDR_779_966",0.31797838716677
"Q9GZR2_IDR_1_69",0.491505345514862
"Q9GZV5_IDR_153_357",0.628319265832088
"Q9GZV5_IDR_57_121",0.371680734167912
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.46928283125841
"Q9GZY6_IDR_145_243",0.53071716874159
"Q9GZY8_IDR_1_84",0.430190772174267
"Q9GZY8_IDR_87_301",0.569809227825733
"Q9GZZ0_IDR_1_275",0.505645198643468
"Q9GZZ0_IDR_279_328",0.494354801356532
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.484068155822596
"Q9H000_IDR_46_169",0.515931844177404
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.242225485136011
"Q9H089_IDR_247_358",0.251329136482687
"Q9H089_IDR_565_596",0.255335552914304
"Q9H089_IDR_599_658",0.251109825466998
"Q9H091_IDR_112_198",0.493908899228911
"Q9H091_IDR_701_742",0.506091100771089
"Q9H093_IDR_1_49",0.640927936681465
"Q9H093_IDR_308_559",0.359072063318535
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.491826278932013
"Q9H095_IDR_84_144",0.508173721067987
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.490266788787044
"Q9H0B6_IDR_590_622",0.509733211212956
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.458904728098961
"Q9H0C3_IDR_471_514",0.541095271901039
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.216012373446355
"Q9H0D2_IDR_1_216",0.297473467888784
"Q9H0D2_IDR_1300_1346",0.249535433166442
"Q9H0D2_IDR_221_975",0.236978725498419
"Q9H0D6_IDR_414_507",0.333299075905234
"Q9H0D6_IDR_859_950",0.666700924094766
"Q9H0F6_IDR_305_350",0.48218898648167
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.445429184018784
"Q9H0H5_IDR_548_623",0.554570815981216
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.53723481199216
"Q9H0I3_IDR_52_100",0.46276518800784
"Q9H0J4_IDR_1_59",0.299710138913513
"Q9H0J4_IDR_1608_1663",0.344225810109085
"Q9H0J4_IDR_61_1217",0.356064050977402
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.411061502034504
"Q9H0K4_IDR_365_420",0.302842511405727
"Q9H0K4_IDR_561_594",0.286095986559769
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.425016236868245
"Q9H0M0_IDR_415_454",0.574983763131755
"Q9H0M4_IDR_1_248",0.533616542448413
"Q9H0M4_IDR_431_637",0.466383457551587
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.346397088163401
"Q9H116_IDR_131_316",0.424754792925044
"Q9H116_IDR_611_681",0.575245207074956
"Q9H147_IDR_134_183",0.452579214048391
"Q9H147_IDR_1_60",0.547420785951609
"Q9H156_IDR_266_320",0.488562974127663
"Q9H156_IDR_647_743",0.511437025872337
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.486047719060631
"Q9H1B7_IDR_511_708",0.657532743407139
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.480400098064359
"Q9H1C4_IDR_521_597",0.519599901935641
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.485775890728189
"Q9H1D0_IDR_692_760",0.514224109271811
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.622789673992909
"Q9H1H9_IDR_547_577",0.377210326007091
"Q9H1I8_IDR_408_465",0.549959536486539
"Q9H1I8_IDR_509_757",0.450040463513461
"Q9H1J1_IDR_1_65",0.54347476822335
"Q9H1J1_IDR_225_476",0.45652523177665
"Q9H1K0_IDR_206_246",0.284225951852187
"Q9H1K0_IDR_379_468",0.426854981528038
"Q9H211_IDR_1_170",0.363782124196214
"Q9H211_IDR_369_432",0.636217875803786
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.485236345479804
"Q9H252_IDR_717_960",0.514763654520196
"Q9H254_IDR_2119_2153",0.347181902710342
"Q9H254_IDR_2174_2437",0.374390072980761
"Q9H254_IDR_2529_2564",0.278428024308897
"Q9H257_IDR_166_283",0.527540038761306
"Q9H257_IDR_341_536",0.472459961238694
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.384414935792461
"Q9H2A3_IDR_175_272",0.615585064207539
"Q9H2A7_IDR_103_238",0.537123439214027
"Q9H2A7_IDR_1_33",0.462876560785973
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.50844966837243
"Q9H2K0_IDR_245_278",0.497768796041954
"Q9H2K0_IDR_27_77",0.502231203958046
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.564660167163403
"Q9H2K8_IDR_558_595",0.435339832836597
"Q9H2P0_IDR_132_163",0.213813878967114
"Q9H2P0_IDR_194_449",0.333233380889698
"Q9H2P0_IDR_690_745",0.221787560072186
"Q9H2P0_IDR_841_1102",0.231165180071001
"Q9H2S1_IDR_1_67",0.324673161361206
"Q9H2S1_IDR_535_579",0.337438429264345
"Q9H2S1_IDR_69_118",0.337888409374449
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.531741944946562
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.430984450424216
"Q9H329_IDR_369_900",0.569015549575784
"Q9H330_IDR_1_45",0.300575839087919
"Q9H330_IDR_236_354",0.3653255390551
"Q9H330_IDR_846_879",0.334098621856981
"Q9H334_IDR_1_297",0.341939240302918
"Q9H334_IDR_357_442",0.305499241211253
"Q9H334_IDR_543_677",0.35256151848583
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.53282110895656
"Q9H347_IDR_94_172",0.46717889104344
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.364284184674232
"Q9H3D4_IDR_351_399",0.29644357917611
"Q9H3D4_IDR_428_542",0.339272236149658
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.324410447693136
"Q9H3S1_IDR_645_678",0.337927771171858
"Q9H3S1_IDR_709_761",0.337661781135006
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.152100219156171
"Q9H3S7_IDR_1589_1620",0.14577348013498
"Q9H3S7_IDR_705_784",0.106311007728972
"Q9H3S7_IDR_851_926",0.274052054466726
"Q9H3S7_IDR_928_1158",0.32176323851315
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.539062598093322
"Q9H3Y8_IDR_61_114",0.460937401906678
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.18105249809429
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.560734360823481
"Q9H4D0_IDR_888_945",0.439265639176518
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.587195839348492
"Q9H4G0_IDR_391_881",0.412804160651508
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.525500246349885
"Q9H4I0_IDR_98_298",0.474499753650115
"Q9H4I2_IDR_1_139",0.170381339442755
"Q9H4I2_IDR_154_350",0.209893701918265
"Q9H4I2_IDR_354_541",0.169403350565129
"Q9H4I2_IDR_543_622",0.217396302059874
"Q9H4I2_IDR_664_771",0.103874047908881
"Q9H4I2_IDR_888_956",0.129051258105096
"Q9H4Z2_IDR_171_244",0.28267960776914
"Q9H4Z2_IDR_248_459",0.210242521640377
"Q9H4Z2_IDR_681_924",0.314932587114851
"Q9H4Z3_IDR_1_33",0.367467685324552
"Q9H4Z3_IDR_669_704",0.315494512799835
"Q9H4Z3_IDR_82_158",0.317037801875613
"Q9H501_IDR_538_602",0.244453232965422
"Q9H501_IDR_610_748",0.232204248823576
"Q9H501_IDR_75_343",0.246468241614078
"Q9H501_IDR_792_825",0.276874276596924
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.360677418901989
"Q9H582_IDR_1_1037",0.639322581098011
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.116366993220903
"Q9H5I5_IDR_360_416",0.137802791721549
"Q9H5I5_IDR_421_490",0.142492399836727
"Q9H5I5_IDR_608_675",0.138773226535897
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.467097151572115
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.532902848427885
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.293350257832067
"Q9H665_IDR_40_88",0.360560131357557
"Q9H665_IDR_94_240",0.346089610810376
"Q9H693_IDR_1_64",0.444081490002842
"Q9H693_IDR_84_158",0.555918509997158
"Q9H694_IDR_416_757",0.448397704052914
"Q9H694_IDR_777_848",0.298286170726423
"Q9H694_IDR_941_973",0.253316125220664
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.509308821055036
"Q9H6A9_IDR_94_643",0.490691178944964
"Q9H6B1_IDR_52_82",0.202243738203739
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.516225459932044
"Q9H6L5_IDR_256_497",0.483774540067956
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.344554423920291
"Q9H6R7_IDR_435_552",0.30625041791042
"Q9H6R7_IDR_678_721",0.34919515816929
"Q9H6S0_IDR_1182_1284",0.500320342455778
"Q9H6S0_IDR_1_38",0.499679657544222
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.344176878708385
"Q9H6S3_IDR_175_249",0.202504760388827
"Q9H6S3_IDR_437_490",0.23756545696669
"Q9H6S3_IDR_578_620",0.215752903936098
"Q9H6T3_IDR_251_281",0.311049394712194
"Q9H6T3_IDR_34_87",0.28289179067032
"Q9H6T3_IDR_401_539",0.406058814617486
"Q9H6U6_IDR_781_814",0.492512761377329
"Q9H6U6_IDR_842_928",0.507487238622671
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.343130580098085
"Q9H707_IDR_173_211",0.33999675422704
"Q9H707_IDR_59_103",0.316872665674875
"Q68CR7_IDR_334_376",0.439024872133165
"Q68CR7_IDR_407_880",0.560975127866835
"Q68CZ1_IDR_1_219",0.574097407371442
"Q68CZ1_IDR_929_1145",0.425902592628558
"Q68CZ2_IDR_338_600",0.545914135641912
"Q68CZ2_IDR_606_1158",0.454085864358087
"Q68CZ6_IDR_224_305",0.488441097389673
"Q68CZ6_IDR_418_449",0.511558902610327
"Q68D10_IDR_1_610",0.497930877119173
"Q68D10_IDR_644_685",0.502069122880827
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.370663317376824
"Q68DA7_IDR_1384_1419",0.29492311546417
"Q68DA7_IDR_35_85",0.334413567159005
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.256421520719446
"Q68DE3_IDR_152_2172",0.49033628469174
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.469804208026831
"Q68G74_IDR_278_356",0.530195791973169
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.478600301059453
"Q69YN4_IDR_579_616",0.249196048851873
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.217997424610057
"Q69YZ2_IDR_250_282",0.251565654277927
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.272203650088674
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.250062656227257
"Q69YZ2_IDR_79_112",0.280374264884759
"Q6AWC2_IDR_1019_1071",0.189950537059258
"Q6AWC2_IDR_828_997",0.162143204472926
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.194414531087501
"Q6BDS2_IDR_268_306",0.201335013826536
"Q6BDS2_IDR_413_450",0.205480615837765
"Q6BDS2_IDR_743_809",0.203265178070251
"Q6BDS2_IDR_889_1129",0.195504661177947
"Q6BEB4_IDR_1_274",0.707653995230858
"Q6BEB4_IDR_367_398",0.292346004769142
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.335883203540242
"Q6GPH6_IDR_1_31",0.33222813311245
"Q6GPH6_IDR_33_87",0.331888663347308
"Q6GQQ9_IDR_49_98",0.271354188046302
"Q6GQQ9_IDR_437_587",0.354426053673171
"Q6GQQ9_IDR_636_794",0.374219758280527
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.199153802467282
"Q6GYQ0_IDR_1715_1757",0.223059175290425
"Q6GYQ0_IDR_321_387",0.221753366285573
"Q6GYQ0_IDR_450_512",0.222246795098354
"Q6GYQ0_IDR_688_1036",0.133786860858366
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.390004051453476
"Q6H8Q1_IDR_309_506",0.609995948546524
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.480278025741573
"Q6HA08_IDR_284_431",0.519721974258427
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.244718300185894
"Q6IEE7_IDR_817_872",0.234825780015181
"Q6IEE7_IDR_940_1043",0.520455919798925
"Q6IEG0_IDR_214_244",0.470120978064078
"Q6IEG0_IDR_254_339",0.529879021935922
"Q6IMN6_IDR_318_831",0.265264330585439
"Q6IMN6_IDR_65_115",0.2718122842584
"Q6IMN6_IDR_911_977",0.462923385156161
"Q6IN84_IDR_1_46",0.452092866048425
"Q6IN84_IDR_309_353",0.547907133951575
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.271972017656492
"Q6IQ21_IDR_276_325",0.269754356383788
"Q6IQ21_IDR_327_385",0.45827362595972
"Q6IQ23_IDR_103_157",0.488703192686643
"Q6IQ23_IDR_285_1121",0.511296807313357
"Q6IQ55_IDR_557_1244",0.515485153837228
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.394267451356953
"Q6ISB3_IDR_421_467",0.2877060502211
"Q6ISB3_IDR_80_110",0.318026498421947
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.497300158529666
"Q6IWH7_IDR_901_933",0.502699841470334
"Q6J272_IDR_46_86",0.403087551598776
"Q6J272_IDR_91_200",0.596912448401224
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.502072246598567
"Q6K0P9_IDR_91_208",0.497927753401433
"Q6KB66_IDR_1_40",0.521915845735502
"Q6KB66_IDR_408_452",0.478084154264498
"Q6KC79_IDR_108_1189",0.303633592178994
"Q6KC79_IDR_1_49",0.229724042770684
"Q6KC79_IDR_2474_2521",0.216254986741445
"Q6KC79_IDR_2630_2705",0.250387378308876
"Q6KF10_IDR_20_90",0.472551395062892
"Q6KF10_IDR_293_351",0.527448604937108
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.514005870817397
"Q6MZT1_IDR_154_206",0.485994129182603
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.493961777974992
"Q6N021_IDR_1459_1560",0.1968058291606
"Q6N021_IDR_1806_1842",0.136607036834603
"Q6N021_IDR_1931_1968",0.172625356029806
"Q6N022_IDR_1_281",0.56220049831159
