"","GO0006974_cellular_response_to_DNA_damage_stimulus"
"Q15811_IDR_808_910",0.234656488207213
"Q15814_IDR_138_177",0.44501488978426
"Q15814_IDR_1_55",0.55498511021574
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.501734862918889
"Q15842_IDR_361_424",0.498265137081111
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.499424947437729
"Q15849_IDR_443_550",0.500575052562271
"Q15911_IDR_1046_1087",0.0900598761791792
"Q15911_IDR_1107_1958",0.0897628858812274
"Q15911_IDR_1961_2643",0.0858612767179123
"Q15911_IDR_2690_2728",0.0909265072644039
"Q15911_IDR_2741_2948",0.0981018125366076
"Q15911_IDR_2998_3465",0.0916503782170524
"Q15911_IDR_345_949",0.0855866350530208
"Q15911_IDR_3468_3703",0.0922028173462097
"Q15911_IDR_951_1039",0.0893244043330555
"Q15915_IDR_1_165",0.497311412549335
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.491781127441113
"Q16322_IDR_469_511",0.508218872558887
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.491039778101539
"Q16352_IDR_413_499",0.508960221898461
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.252652321344072
"Q16512_IDR_345_386",0.248072860547183
"Q16512_IDR_525_608",0.252992906370249
"Q16512_IDR_96_167",0.246281911738496
"Q16513_IDR_109_169",0.32197984151991
"Q16513_IDR_486_516",0.324913288551528
"Q16513_IDR_523_649",0.353106869928562
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.50636395824552
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.51249721898585
"Q16572_IDR_68_118",0.48750278101415
"Q16584_IDR_1_40",0.505949437821188
"Q16584_IDR_414_847",0.494050562178812
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.505938056149343
"Q16587_IDR_96_245",0.494061943850657
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.483372232355289
"Q16665_IDR_412_768",0.530522660937082
"Q16666_IDR_391_574",0.420853125472103
"Q16666_IDR_87_199",0.579146874527897
"Q16670_IDR_133_278",0.332794751639668
"Q16670_IDR_1_74",0.336203723795241
"Q16670_IDR_82_125",0.331001524565091
"Q16671_IDR_126_192",0.497362250571781
"Q16671_IDR_512_573",0.502637749428219
"Q16676_IDR_1_123",0.478601792855877
"Q16676_IDR_211_465",0.521398207144123
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.506643737817906
"Q16720_IDR_295_356",0.493356262182094
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.331595810214823
"Q16760_IDR_1_39",0.337358948628274
"Q16760_IDR_552_714",0.331045241156903
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.328243867020214
"Q16849_IDR_369_466",0.336264498246012
"Q16849_IDR_610_686",0.335491634733773
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.494207192574822
"Q16891_IDR_91_228",0.505792807425178
"Q17R60_IDR_189_227",0.335470786346956
"Q17R60_IDR_31_62",0.33646976946837
"Q17R60_IDR_382_562",0.328059444184674
"Q17R89_IDR_28_66",0.34445551020377
"Q17R89_IDR_460_781",0.308448054698439
"Q17R89_IDR_786_818",0.347096435097791
"Q17R98_IDR_1_898",0.500244797725007
"Q17R98_IDR_901_1015",0.499755202274993
"Q17RB8_IDR_1_43",0.515814412243574
"Q17RB8_IDR_335_461",0.484185587756426
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.430749663461115
"Q1KMD3_IDR_635_665",0.569250336538885
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.339835918381075
"Q1X8D7_IDR_545_581",0.32675236529542
"Q1X8D7_IDR_698_754",0.333411716323506
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.51975676953913
"Q24JP5_IDR_901_983",0.48024323046087
"Q27J81_IDR_346_523",0.406685220602871
"Q27J81_IDR_933_1244",0.593314779397129
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.299248178010304
"Q2I0M5_IDR_152_189",0.288221106263177
"Q2LD37_IDR_1779_1814",0.056148180186089
"Q2LD37_IDR_1915_1993",0.0589995634232786
"Q2LD37_IDR_2161_2427",0.0597805218677703
"Q2LD37_IDR_2596_2696",0.0544763850056691
"Q2LD37_IDR_2725_2769",0.0641546067676535
"Q2LD37_IDR_2929_2963",0.0577199770265094
"Q2LD37_IDR_3482_3548",0.056039045683244
"Q2LD37_IDR_3563_3787",0.0692580738178157
"Q2LD37_IDR_3816_3865",0.0659099902359222
"Q2LD37_IDR_3893_3956",0.0569498666213369
"Q2LD37_IDR_3998_4030",0.0578161130714057
"Q2LD37_IDR_4094_4145",0.0552018782806488
"Q2LD37_IDR_4288_4396",0.0550103570067251
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.469015341307872
"Q2M1P5_IDR_345_1039",0.530984658692128
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.522550103956468
"Q2M3C7_IDR_1139_1293",0.138466658750836
"Q2M3C7_IDR_1327_1603",0.1431622756658
"Q2M3C7_IDR_456_674",0.136951502120284
"Q2M3C7_IDR_677_717",0.153727655062366
"Q2M3C7_IDR_723_1136",0.136290995833435
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.485415143536407
"Q2MJR0_IDR_243_292",0.514584856463593
"Q2MKA7_IDR_1_31",0.307730606319406
"Q2MKA7_IDR_146_177",0.369877259705033
"Q2MKA7_IDR_207_263",0.322392133975562
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.32176433879966
"Q2NKQ1_IDR_473_531",0.325142024406616
"Q2NKQ1_IDR_671_923",0.353093636793724
"Q2PPJ7_IDR_1486_1523",0.255174173028487
"Q2Q1W2_IDR_122_192",0.494222612099618
"Q2Q1W2_IDR_21_53",0.505777387900382
"Q2QGD7_IDR_1_78",0.183049887355634
"Q2QGD7_IDR_460_537",0.184521493850751
"Q2QGD7_IDR_595_710",0.189573368738252
"Q2QGD7_IDR_713_751",0.257503379527506
"Q2QGD7_IDR_82_174",0.185351870527857
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.50287257311353
"Q2T9K0_IDR_443_475",0.49712742688647
"Q2T9L4_IDR_200_293",0.555443461561895
"Q2T9L4_IDR_58_196",0.444556538438105
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.474815262099554
"Q2TAC6_IDR_642_998",0.525184737900447
"Q2TAK8_IDR_102_405",0.547828181582478
"Q2TAK8_IDR_527_563",0.452171818417522
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.339887860970558
"Q2TAL8_IDR_194_241",0.32567622620497
"Q2TBE0_IDR_509_542",0.35323439406338
"Q2UY09_IDR_1002_1069",0.502763329811363
"Q2UY09_IDR_204_782",0.497236670188637
"Q2V2M9_IDR_1265_1364",0.502166311043107
"Q2V2M9_IDR_325_784",0.497833688956893
"Q2VIQ3_IDR_438_557",0.246108896052542
"Q2VIQ3_IDR_564_602",0.249408714257801
"Q2VIQ3_IDR_604_817",0.241049596609931
"Q2VIQ3_IDR_893_1234",0.263432793079727
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.375508359232782
"Q2VWP7_IDR_1089_1150",0.313868651383115
"Q2VWP7_IDR_974_1029",0.310622989384104
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.509706337738499
"Q2VYF4_IDR_40_119",0.490293662261501
"Q2WGJ9_IDR_1094_1134",0.15884890554524
"Q2WGJ9_IDR_1161_1270",0.251463237409808
"Q2WGJ9_IDR_1_77",0.265079440462018
"Q2WGJ9_IDR_417_457",0.152981788054163
"Q2WGJ9_IDR_516_550",0.171626628528772
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.346144693287402
"Q32P44_IDR_47_210",0.49530209327184
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.336579629478352
"Q33E94_IDR_486_599",0.328804402380144
"Q33E94_IDR_638_671",0.334615968141504
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.247374071360865
"Q3B7T1_IDR_213_299",0.25511628671977
"Q3B7T1_IDR_517_584",0.256320534072201
"Q3B7T1_IDR_620_672",0.241189107847164
"Q3B7T3_IDR_1_45",0.514304027638523
"Q3B7T3_IDR_58_259",0.485695972361477
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.461342162362026
"Q3C1V8_IDR_67_128",0.538657837637974
"Q3L8U1_IDR_1715_1770",0.202322960026242
"Q3L8U1_IDR_2003_2897",0.323076343265982
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.490369970918014
"Q3MII6_IDR_454_604",0.509630029081986
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.399314634330516
"Q3MJ13_IDR_700_785",0.600685365669484
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.521553661351737
"Q3SY00_IDR_492_556",0.478446338648263
"Q3V6T2_IDR_1209_1871",0.240977975659866
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.260188470558712
"Q3YBR2_IDR_355_411",0.261594929550171
"Q3YBR2_IDR_83_166",0.478216599891117
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.484629821137159
"Q3ZCQ8_IDR_321_353",0.515370178862841
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.496688813134925
"Q3ZCX4_IDR_93_157",0.503311186865075
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.507628614345108
"Q401N2_IDR_377_412",0.492371385654892
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.525305996347997
"Q460N5_IDR_98_140",0.474694003652003
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.24935070011735
"Q496Y0_IDR_1_65",0.24919998972253
"Q496Y0_IDR_361_454",0.501449310160121
"Q499Z3_IDR_140_198",0.455509282295858
"Q499Z3_IDR_1_42",0.544490717704142
"Q499Z4_IDR_1_256",0.48975457751614
"Q499Z4_IDR_258_310",0.51024542248386
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.487031365731839
"Q49A92_IDR_133_489",0.512968634268161
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.458760812531861
"Q4G0M1_IDR_89_189",0.541239187468139
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.144629541502536
"Q4G0P3_IDR_2102_2188",0.138459236327191
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.280842153997094
"Q4G0P3_IDR_2485_2561",0.148560186206925
"Q4G0P3_IDR_2649_2734",0.147021002381762
"Q4G0P3_IDR_3215_3252",0.140487879584491
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.409790259604094
"Q4LE39_IDR_268_303",0.24761511322247
"Q4LE39_IDR_405_1306",0.486325648993547
"Q4LEZ3_IDR_111_155",0.506257221618415
"Q4LEZ3_IDR_1_53",0.493742778381585
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.517323550520125
"Q4V328_IDR_517_792",0.482676449479875
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.47199092992381
"Q4VC44_IDR_73_108",0.52800907007619
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.231105786181052
"Q4ZG55_IDR_279_342",0.327846830792084
"Q4ZG55_IDR_44_74",0.22884841143064
"Q4ZG55_IDR_625_655",0.212198971596224
"Q4ZHG4_IDR_1_36",0.33364382342817
"Q4ZHG4_IDR_1532_1587",0.347558794073552
"Q4ZHG4_IDR_372_1527",0.318797382498278
"Q4ZIN3_IDR_1_34",0.497350040629531
"Q4ZIN3_IDR_467_620",0.502649959370469
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.225722008692378
"Q502W6_IDR_1191_1294",0.302205369692715
"Q502W6_IDR_1_31",0.200249550096733
"Q502W6_IDR_711_805",0.271823071518174
"Q502W7_IDR_1_219",0.229983591378518
"Q502W7_IDR_228_335",0.255539714555552
"Q502W7_IDR_353_395",0.237640424932289
"Q502W7_IDR_502_554",0.276836269133641
"Q504T8_IDR_103_313",0.439814221519627
"Q52WX2_IDR_1_39",0.506355551544823
"Q52WX2_IDR_320_410",0.493644448455177
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.323275664297489
"Q53EQ6_IDR_189_220",0.332476432636984
"Q53EQ6_IDR_538_583",0.344247903065528
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.327643021600869
"Q53EZ4_IDR_247_302",0.340828033913894
"Q53EZ4_IDR_384_432",0.331528944485237
"Q53F19_IDR_1_74",0.306138426012236
"Q53F19_IDR_183_256",0.333718288105762
"Q53F19_IDR_282_574",0.360143285882002
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.547448650282486
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.495370298450277
"Q53LP3_IDR_85_261",0.504629701549723
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.489578159613041
"Q53QZ3_IDR_194_248",0.510421840386959
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.490104725406552
"Q53SZ7_IDR_314_412",0.509895274593448
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.31876638162313
"Q53TS8_IDR_250_345",0.328594369147674
"Q53TS8_IDR_354_587",0.352639249229196
"Q562E7_IDR_1017_1219",0.267770167329123
"Q562E7_IDR_1522_1555",0.249401883492371
"Q562E7_IDR_607_715",0.240309194293872
"Q587J7_IDR_1096_1166",0.495645117499976
"Q587J7_IDR_214_381",0.504354882500024
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.326587607166143
"Q58A45_IDR_278_390",0.306626302310778
"Q58A45_IDR_72_274",0.366786090523079
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.328750524203123
"Q58EX7_IDR_33_177",0.346639173656464
"Q58EX7_IDR_631_730",0.324610302140413
"Q58F21_IDR_136_267",0.270846510280635
"Q58F21_IDR_379_521",0.469366043192106
"Q58F21_IDR_578_917",0.259787446527259
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0520269167569282
"Q5CZC0_IDR_2938_2968",0.0527857690220146
"Q5CZC0_IDR_3135_3189",0.0528714931349189
"Q5CZC0_IDR_3193_3263",0.0631077379436887
"Q5CZC0_IDR_3626_3656",0.0543172902690392
"Q5CZC0_IDR_3871_3956",0.0542332855541868
"Q5CZC0_IDR_5399_5673",0.0572345120186421
"Q5CZC0_IDR_5692_5777",0.0584952845912445
"Q5CZC0_IDR_5850_5904",0.0535271079926552
"Q5CZC0_IDR_6548_6794",0.0543608847977011
"Q5CZC0_IDR_6796_6835",0.0546666991404319
"Q5CZC0_IDR_6849_6907",0.0526729316947444
"Q5D1E8_IDR_1_45",0.251855391702276
"Q5D1E8_IDR_296_435",0.241482993314054
"Q5D1E8_IDR_512_542",0.243264953340392
"Q5D1E8_IDR_91_131",0.263396661643277
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.327622871285706
"Q5GH73_IDR_197_229",0.33380417012775
"Q5GH73_IDR_515_558",0.338572958586544
"Q5GH76_IDR_1_104",0.340778596475257
"Q5GH76_IDR_175_245",0.33407541243627
"Q5GH76_IDR_521_565",0.325145991088472
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.298334248709535
"Q5HYW2_IDR_251_1225",0.421460736246865
"Q5HYW2_IDR_60_249",0.2802050150436
"Q5HYW3_IDR_1_150",0.494660687616486
"Q5HYW3_IDR_315_493",0.505339312383514
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.490208249591353
"Q5JSL3_IDR_1189_1272",0.246532539288901
"Q5JSL3_IDR_1_31",0.247760267583934
"Q5JSL3_IDR_1337_1386",0.24411171312045
"Q5JSL3_IDR_277_308",0.261595480006715
"Q5JSP0_IDR_1_154",0.512127288187653
"Q5JSP0_IDR_482_527",0.487872711812347
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.502906161404759
"Q5JT82_IDR_350_389",0.497093838595241
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.290301012166988
"Q5JWR5_IDR_1992_2027",0.234200512575503
"Q5JWR5_IDR_695_728",0.238324588438529
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.50080145497593
"Q5JX71_IDR_51_109",0.49919854502407
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.331809289367297
"Q5PRF9_IDR_390_469",0.348348352055831
"Q5PRF9_IDR_536_694",0.319842358576872
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.212539358578671
"Q5QGS0_IDR_1_541",0.339638850614337
"Q5QGS0_IDR_579_1282",0.447821790806992
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.340554505349894
"Q5SSJ5_IDR_417_553",0.659445494650106
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.62960722498639
"Q5SV97_IDR_668_702",0.37039277501361
"Q5SVQ8_IDR_1_347",0.563990879432766
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.490871273833662
"Q5SZB4_IDR_293_393",0.509128726166339
"Q5SZD1_IDR_102_152",0.511329361476235
"Q5SZD1_IDR_1_80",0.488670638523765
"Q5SZJ8_IDR_1_71",0.529595754399369
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.470404245600631
"Q5SZL2_IDR_1_499",0.479926171400783
"Q5SZL2_IDR_662_706",0.520073828599217
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.110491481952484
"Q5T011_IDR_1358_1414",0.109805037677581
"Q5T011_IDR_1466_1556",0.119220809930813
"Q5T011_IDR_1632_1667",0.107752160356212
"Q5T011_IDR_1803_1907",0.109487905602113
"Q5T011_IDR_2109_2151",0.108100509667005
"Q5T011_IDR_2400_2513",0.0992057147152396
"Q5T011_IDR_2864_2903",0.110755590987636
"Q5T011_IDR_698_731",0.125180789110915
"Q5T124_IDR_1_71",0.493768593227568
"Q5T124_IDR_474_520",0.506231406772432
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.248997033527474
"Q5T1B0_IDR_1_55",0.242057130635505
"Q5T1B0_IDR_819_884",0.25167980093496
"Q5T1B0_IDR_887_1012",0.257266034902062
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.484836938033376
"Q5T1M5_IDR_818_1219",0.515163061966624
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.496123948127126
"Q5T1Q4_IDR_360_408",0.503876051872874
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.518430292311584
"Q5T1V6_IDR_580_619",0.481569707688416
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.471426995602985
"Q5T4F4_IDR_1_31",0.356942057640095
"Q5T4F4_IDR_235_346",0.643057942359906
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.156558296600268
"Q5T4S7_IDR_1731_1783",0.137590322058636
"Q5T4S7_IDR_2437_2470",0.140695722547979
"Q5T4S7_IDR_429_465",0.136364397363046
"Q5T4S7_IDR_598_635",0.138650186690336
"Q5T5X7_IDR_484_531",0.263305689640275
"Q5T5X7_IDR_647_705",0.225660254669411
"Q5T5Y3_IDR_347_701",0.482360797124679
"Q5T5Y3_IDR_705_1460",0.517639202875321
"Q5T601_IDR_1_40",0.498186145985651
"Q5T601_IDR_855_890",0.501813854014349
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.309422678080609
"Q5T681_IDR_41_77",0.234852160304435
"Q5T7P8_IDR_141_227",0.523637865443389
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.248299705605909
"Q5T7W0_IDR_1_99",0.25637676985604
"Q5T7W0_IDR_211_255",0.247508458830361
"Q5T7W0_IDR_282_460",0.24781506570769
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.332759628702787
"Q5T848_IDR_1_73",0.300248699087487
"Q5T848_IDR_669_1168",0.366991672209726
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.264386801248027
"Q5TAP6_IDR_285_594",0.248608467316447
"Q5TAP6_IDR_51_83",0.27730508241314
"Q5TAP6_IDR_735_766",0.209699649022386
"Q5TAQ9_IDR_1_135",0.590532916225472
"Q5TAQ9_IDR_553_597",0.409467083774528
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.190100905488229
"Q5TCQ9_IDR_815_847",0.166007119741684
"Q5TCQ9_IDR_941_1002",0.160522247366116
"Q5TCS8_IDR_1039_1079",0.171892040277851
"Q5TCS8_IDR_1191_1255",0.160795811894786
"Q5TCS8_IDR_186_226",0.162900141484548
"Q5TCS8_IDR_488_576",0.171217579044243
"Q5TCS8_IDR_697_810",0.165590302550923
"Q5TCS8_IDR_893_925",0.167604124747648
"Q5TCX8_IDR_1_38",0.372870509347503
"Q5TF39_IDR_410_518",0.530834891669507
"Q5TF58_IDR_1_183",0.321416696217242
"Q5TF58_IDR_312_362",0.349421906663944
"Q5TF58_IDR_481_517",0.329161397118814
"Q5TFG8_IDR_143_222",0.473270919176234
"Q5TFG8_IDR_42_127",0.526729080823766
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.497915649163451
"Q5TGY1_IDR_524_634",0.502084350836549
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.207368861962336
"Q5TH69_IDR_1413_1443",0.19532250433407
"Q5TH69_IDR_179_212",0.200802401757051
"Q5TH69_IDR_1944_2105",0.197644420708902
"Q5TH69_IDR_464_660",0.19886181123764
"Q5TH74_IDR_1_75",0.504524803301953
"Q5TH74_IDR_96_267",0.495475196698047
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.497612224198794
"Q5U4P2_IDR_1_49",0.502387775801206
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.522902582709929
"Q5U5X8_IDR_65_452",0.477097417290071
"Q5U5Z8_IDR_108_140",0.297653092933356
"Q5U5Z8_IDR_36_77",0.297303179942646
"Q5U5Z8_IDR_696_889",0.405043727123998
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.479246501617058
"Q5U651_IDR_257_369",0.520753498382942
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.493000660218303
"Q5UCC4_IDR_193_224",0.506999339781697
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.188127329677619
"Q5VT52_IDR_147_252",0.497468956538387
"Q5VT52_IDR_294_1443",0.502531043461613
"Q5VT97_IDR_1032_1082",0.560602617374442
"Q5VT97_IDR_1_652",0.439397382625558
"Q5VTB9_IDR_31_71",0.438130545757128
