"","GO1990904_ribonucleoprotein_complex"
"Q86VK4_IDR_1_183",0.288721433588127
"Q86VR2_IDR_232_466",0.477016867641687
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.352826031326608
"Q86VS8_IDR_388_489",0.333478604644732
"Q86VS8_IDR_643_718",0.31369536402866
"Q86VV4_IDR_1_38",0.334736436617326
"Q13769_IDR_1_47",0.485943965065357
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.338809064339445
"Q13887_IDR_1_82",0.346525378376087
"Q13887_IDR_211_368",0.314665557284468
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.595776058614041
"Q13905_IDR_211_671",0.404223941385959
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.516508215439876
"Q13950_IDR_459_514",0.483491784560124
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.337400800461856
"Q14003_IDR_203_265",0.330900339295812
"Q14003_IDR_554_702",0.331698860242331
"Q14004_IDR_1000_1399",0.321308983668551
"Q14004_IDR_1_694",0.678691016331449
"Q14005_IDR_1_207",0.330054569799597
"Q14005_IDR_306_346",0.321209803715029
"Q14005_IDR_444_1080",0.348735626485374
"Q14008_IDR_1078_1157",0.168457010279007
"Q14008_IDR_225_263",0.133625155227998
"Q14008_IDR_496_592",0.200750278920735
"Q14008_IDR_815_847",0.154393966555654
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.518082503338592
"Q14094_IDR_344_377",0.481917496661408
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.526888347998336
"Q14114_IDR_739_819",0.473111652001664
"Q14118_IDR_305_493",0.334502043379373
"Q14118_IDR_719_749",0.328862217653498
"Q14118_IDR_806_895",0.336635738967128
"Q14119_IDR_1_231",0.525389749438416
"Q14119_IDR_267_373",0.474610250561584
"Q14123_IDR_456_512",0.37121255109059
"Q14123_IDR_523_709",0.62878744890941
"Q14126_IDR_1056_1118",0.484426676333055
"Q14126_IDR_848_900",0.515573323666945
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.462069682893428
"Q14159_IDR_103_258",0.5163528787196
"Q14159_IDR_1_100",0.4836471212804
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.471888925055962
"Q14186_IDR_349_410",0.528111074944038
"Q14188_IDR_355_446",0.517708523768107
"Q14188_IDR_39_129",0.482291476231892
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.478920021320788
"Q14191_IDR_303_528",0.521079978679212
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.473474429926978
"Q14320_IDR_62_167",0.526525570073022
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.484666342368364
"Q14332_IDR_152_196",0.515333657631636
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.40200896115409
"Q14432_IDR_1092_1141",0.349229821952529
"Q14432_IDR_262_664",0.248761216893381
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.495297540493328
"Q14444_IDR_247_709",0.504702459506672
"Q14449_IDR_1_104",0.491659842428119
"Q14449_IDR_355_432",0.508340157571881
"Q14451_IDR_1_98",0.465846436705178
"Q14451_IDR_354_427",0.534153563294822
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.541350710659412
"Q14527_IDR_1_53",0.213132615921306
"Q14527_IDR_172_204",0.214090436441968
"Q14527_IDR_321_394",0.295647669080391
"Q14527_IDR_397_473",0.277129278556334
"Q14532_IDR_1_51",0.488760866226572
"Q14532_IDR_405_448",0.511239133773428
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.471139060548007
"Q14541_IDR_86_131",0.528860939451993
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.180214642973108
"Q14562_IDR_151_260",0.409565204251747
"Q14562_IDR_328_405",0.203009572421644
"Q14562_IDR_95_148",0.2072105803535
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.32577955692717
"Q14571_IDR_926_964",0.310602995873966
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.226022467717412
"Q14643_IDR_1707_1737",0.178235670699254
"Q14643_IDR_1756_1796",0.184477967217195
"Q14643_IDR_1886_1966",0.233320157361642
"Q14643_IDR_911_975",0.177943737004497
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.32180877865389
"Q14667_IDR_2035_2109",0.333142622108108
"Q14667_IDR_2183_2235",0.345048599238002
"Q14669_IDR_1_408",0.563659143231597
"Q14669_IDR_938_1083",0.436340856768403
"Q14671_IDR_17_558",0.185596724284637
"Q14671_IDR_570_646",0.209284498491421
"Q14671_IDR_663_727",0.200156306757372
"Q14671_IDR_740_779",0.202313929225787
"Q14690_IDR_1401_1585",0.545475816867491
"Q14690_IDR_1_68",0.454524183132509
"Q14692_IDR_1222_1282",0.265836131505409
"Q14692_IDR_1_47",0.223707838441073
"Q14692_IDR_397_744",0.266130780422659
"Q14692_IDR_762_844",0.244325249630859
"Q14693_IDR_105_457",0.494720472172991
"Q14693_IDR_559_621",0.505279527827009
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.342723885206389
"Q14696_IDR_193_234",0.657276114793611
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.390424136683382
"Q14699_IDR_435_578",0.609575863316618
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.519790210883877
"Q14738_IDR_518_574",0.480209789116123
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.419588106686545
"Q14761_IDR_92_188",0.580411893313455
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.334734363762956
"Q14766_IDR_212_328",0.32470869233489
"Q14766_IDR_758_817",0.340556943902153
"Q14767_IDR_233_296",0.468547813047724
"Q14767_IDR_45_165",0.531452186952276
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.558338799469416
"Q14774_IDR_53_173",0.441661200530584
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.114880797252272
"Q14789_IDR_1442_1474",0.129199329324731
"Q14789_IDR_1584_1873",0.155324021432004
"Q14789_IDR_205_718",0.107159094537648
"Q14789_IDR_2763_2798",0.110185145528188
"Q14789_IDR_871_1329",0.170672158691461
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.320011418906408
"Q14865_IDR_243_323",0.358102396506273
"Q14865_IDR_410_1030",0.32188618458732
"Q14872_IDR_1_169",0.360653756093965
"Q14872_IDR_232_558",0.286765705179906
"Q14872_IDR_639_714",0.352580538726129
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.50742805462206
"Q14934_IDR_691_872",0.49257194537794
"Q14938_IDR_188_221",0.350616234056994
"Q14938_IDR_223_406",0.334318691592179
"Q14938_IDR_410_502",0.315065074350827
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.299633324221832
"Q14966_IDR_1_906",0.304903298566989
"Q14966_IDR_1939_1978",0.209974087971576
"Q14966_IDR_939_1024",0.185489289239603
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.50610961157614
"Q14BN4_IDR_292_527",0.254563004102351
"Q14BN4_IDR_537_567",0.268249069742626
"Q14BN4_IDR_679_734",0.250964952288388
"Q14BN4_IDR_797_828",0.226222973866636
"Q14C86_IDR_445_514",0.507124224539959
"Q14C86_IDR_521_1117",0.492875775460041
"Q14C87_IDR_800_911",0.547635646890964
"Q14C87_IDR_944_1069",0.452364353109036
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.503609913695107
"Q14CN4_IDR_455_511",0.496390086304893
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.52671259289418
"Q14CW9_IDR_51_84",0.47328740710582
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.270908050364555
"Q15020_IDR_583_694",0.503246338996
"Q15020_IDR_879_950",0.225845610639444
"Q15021_IDR_1296_1401",0.393267315900654
"Q15021_IDR_547_611",0.279221973019017
"Q15021_IDR_953_988",0.327510711080329
"Q15022_IDR_1_78",0.371187813033448
"Q15022_IDR_366_423",0.306139046908729
"Q15022_IDR_689_739",0.322673140057823
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.486687071920228
"Q15027_IDR_524_568",0.513312928079772
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.410128173647442
"Q15032_IDR_259_640",0.295107861470633
"Q15032_IDR_761_979",0.294763964881925
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.235096947490261
"Q15059_IDR_417_570",0.299306323361832
"Q15059_IDR_641_726",0.245871467440893
"Q15061_IDR_409_458",0.416363520562976
"Q15061_IDR_600_677",0.583636479437024
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.318496708056511
"Q15111_IDR_1_103",0.345536412163313
"Q15111_IDR_545_575",0.335966879780176
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.340655617254618
"Q15139_IDR_196_252",0.330605095293538
"Q15139_IDR_329_419",0.328739287451844
"Q15147_IDR_456_556",0.459549702505867
"Q15147_IDR_839_1103",0.540450297494133
"Q15291_IDR_408_538",0.568276885289735
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.496362900384246
"Q15303_IDR_990_1150",0.503637099615754
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.594944876006899
"Q15311_IDR_378_655",0.405055123993101
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.575306830374772
"Q15329_IDR_233_311",0.424693169625228
"Q15334_IDR_645_719",0.549665231808829
"Q15334_IDR_955_1064",0.450334768191171
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.346661000080652
"Q15361_IDR_129_499",0.400057044537312
"Q15361_IDR_868_905",0.253281955382036
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.459722122112421
"Q15431_IDR_706_946",0.540277877887579
"Q15434_IDR_1_53",0.50931762890224
"Q15434_IDR_370_407",0.49068237109776
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.234049666350547
"Q15459_IDR_1_37",0.24796103555064
"Q15459_IDR_316_406",0.283917320768004
"Q15459_IDR_532_689",0.234071977330808
"Q15464_IDR_1_187",0.527156154065289
"Q15464_IDR_189_387",0.472843845934711
"Q15465_IDR_1_41",0.481513843072963
"Q15465_IDR_395_427",0.518486156927037
"Q15468_IDR_1074_1270",0.533768215666523
"Q15468_IDR_372_1067",0.466231784333477
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.535297838211722
"Q15596_IDR_376_1433",0.464702161788278
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.488327422907852
"Q155Q3_IDR_460_598",0.511672577092148
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.4742927245252
"Q15633_IDR_230_260",0.5257072754748
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.476821798447817
"Q15642_IDR_472_538",0.523178201552183
"Q15643_IDR_1175_1215",0.119595706905726
"Q15643_IDR_1224_1360",0.109240666913122
"Q15643_IDR_1_422",0.13031026057262
"Q15643_IDR_1814_1950",0.106194133399968
"Q15643_IDR_437_468",0.129449463307281
"Q15643_IDR_590_642",0.144697397557971
"Q15643_IDR_836_899",0.13855847361905
"Q15643_IDR_970_1011",0.121953897724262
"Q15699_IDR_153_225",0.343524809143937
"Q15699_IDR_228_326",0.317960842437313
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.598768527507776
"Q15723_IDR_302_434",0.401231472492224
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.469182767050986
"Q15735_IDR_842_1006",0.530817232949014
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.334842060162313
"Q15742_IDR_1_35",0.344324331728975
"Q15742_IDR_354_525",0.320833608108711
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.200446246313046
"Q15746_IDR_1767_1803",0.191941078580699
"Q15746_IDR_257_333",0.182319696256541
"Q15746_IDR_367_408",0.180996817505045
"Q15746_IDR_920_1094",0.24429616134467
"Q15784_IDR_194_382",0.306715949692053
"Q15788_IDR_1_33",0.559714283496854
"Q15788_IDR_368_1392",0.440285716503146
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.202217453701553
"Q15811_IDR_312_380",0.28956682533479
"Q15811_IDR_660_737",0.309486242079154
"Q15811_IDR_808_910",0.198729478884503
"Q15814_IDR_138_177",0.44380209762519
"Q15814_IDR_1_55",0.55619790237481
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.494618938302306
"Q15842_IDR_361_424",0.505381061697694
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.467514000407047
"Q15849_IDR_443_550",0.532485999592953
"Q15911_IDR_1046_1087",0.100504814492773
"Q15911_IDR_1107_1958",0.0804053815996713
"Q15911_IDR_1961_2643",0.0872189849959812
"Q15911_IDR_2690_2728",0.100409339235035
"Q15911_IDR_2741_2948",0.0888977288728772
"Q15911_IDR_2998_3465",0.0882615792223913
"Q15911_IDR_345_949",0.0870951414181576
"Q15911_IDR_3468_3703",0.0799405771716226
"Q15911_IDR_951_1039",0.0938984969239732
"Q15915_IDR_1_165",0.475308911465996
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.464591062068807
"Q16322_IDR_469_511",0.535408937931193
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.441757887797961
"Q16352_IDR_413_499",0.558242112202039
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.266528287657249
"Q16512_IDR_345_386",0.247671197539046
"Q16512_IDR_525_608",0.230796571974433
"Q16512_IDR_96_167",0.255003942829272
"Q16513_IDR_109_169",0.330495148893017
"Q16513_IDR_486_516",0.356288651517798
"Q16513_IDR_523_649",0.313216199589185
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.557711417654327
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.533208308931585
"Q16572_IDR_68_118",0.466791691068415
"Q16584_IDR_1_40",0.496608398592112
"Q16584_IDR_414_847",0.503391601407888
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.466541228360262
"Q16587_IDR_96_245",0.533458771639738
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.500745379045711
"Q16665_IDR_412_768",0.447008398002168
"Q16666_IDR_391_574",0.460641699564017
"Q16666_IDR_87_199",0.539358300435983
"Q16670_IDR_133_278",0.360761957868596
"Q16670_IDR_1_74",0.328171520120713
"Q16670_IDR_82_125",0.311066522010691
"Q16671_IDR_126_192",0.502199793586463
"Q16671_IDR_512_573",0.497800206413537
"Q16676_IDR_1_123",0.576049181613475
"Q16676_IDR_211_465",0.423950818386525
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.459824335296364
"Q16720_IDR_295_356",0.540175664703636
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.360509942729732
"Q16760_IDR_1_39",0.325687776658616
"Q16760_IDR_552_714",0.313802280611652
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.318269228098205
"Q16849_IDR_369_466",0.332769359679839
"Q16849_IDR_610_686",0.348961412221956
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.486046439499902
"Q16891_IDR_91_228",0.513953560500098
"Q17R60_IDR_189_227",0.342208708257155
"Q17R60_IDR_31_62",0.363659176478434
"Q17R60_IDR_382_562",0.294132115264411
"Q17R89_IDR_28_66",0.35887801053071
"Q17R89_IDR_460_781",0.296906240589794
"Q17R89_IDR_786_818",0.344215748879496
"Q17R98_IDR_1_898",0.486765690800988
"Q17R98_IDR_901_1015",0.513234309199012
"Q17RB8_IDR_1_43",0.52552876555053
"Q17RB8_IDR_335_461",0.47447123444947
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.511966890827066
"Q1KMD3_IDR_635_665",0.488033109172933
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.324188251615523
"Q1X8D7_IDR_545_581",0.336749045905503
"Q1X8D7_IDR_698_754",0.339062702478974
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.558823830442472
"Q24JP5_IDR_901_983",0.441176169557528
"Q27J81_IDR_346_523",0.42475778560341
"Q27J81_IDR_933_1244",0.57524221439659
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.246038503659644
"Q2I0M5_IDR_152_189",0.291060401437822
"Q2LD37_IDR_1779_1814",0.0566134548828058
"Q2LD37_IDR_1915_1993",0.0589584634384041
"Q2LD37_IDR_2161_2427",0.0520878976081493
"Q2LD37_IDR_2596_2696",0.0625523288731447
"Q2LD37_IDR_2725_2769",0.0609848969630744
"Q2LD37_IDR_2929_2963",0.0568077764077403
"Q2LD37_IDR_3482_3548",0.0614836172269217
"Q2LD37_IDR_3563_3787",0.0660775885629808
"Q2LD37_IDR_3816_3865",0.0614249224285899
"Q2LD37_IDR_3893_3956",0.0585621467288707
"Q2LD37_IDR_3998_4030",0.0547250579335509
"Q2LD37_IDR_4094_4145",0.0520047158547343
"Q2LD37_IDR_4288_4396",0.0544997028221731
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.434850217596029
"Q2M1P5_IDR_345_1039",0.565149782403971
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.547455751474636
"Q2M3C7_IDR_1139_1293",0.147461258894849
"Q2M3C7_IDR_1327_1603",0.143637765648664
"Q2M3C7_IDR_456_674",0.130688339258847
"Q2M3C7_IDR_677_717",0.155551503788106
"Q2M3C7_IDR_723_1136",0.139167639484161
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.475157906276777
"Q2MJR0_IDR_243_292",0.524842093723223
"Q2MKA7_IDR_1_31",0.249557409154207
"Q2MKA7_IDR_146_177",0.28030020262606
"Q2MKA7_IDR_207_263",0.470142388219733
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.359775630203895
"Q2NKQ1_IDR_473_531",0.320931150653956
"Q2NKQ1_IDR_671_923",0.319293219142148
"Q2PPJ7_IDR_1486_1523",0.244203533635229
"Q2Q1W2_IDR_122_192",0.533981026740359
"Q2Q1W2_IDR_21_53",0.466018973259641
"Q2QGD7_IDR_1_78",0.227483419707647
"Q2QGD7_IDR_460_537",0.171631579895505
"Q2QGD7_IDR_595_710",0.169577798463912
"Q2QGD7_IDR_713_751",0.225614322371435
"Q2QGD7_IDR_82_174",0.2056928795615
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.502731295317448
"Q2T9K0_IDR_443_475",0.497268704682552
"Q2T9L4_IDR_200_293",0.508937304115175
"Q2T9L4_IDR_58_196",0.491062695884825
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.542022134861809
"Q2TAC6_IDR_642_998",0.457977865138191
"Q2TAK8_IDR_102_405",0.513704623505347
"Q2TAK8_IDR_527_563",0.486295376494653
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.325451942327502
"Q2TAL8_IDR_194_241",0.349249806845982
"Q2TBE0_IDR_509_542",0.282294373588007
"Q2UY09_IDR_1002_1069",0.497819395064494
"Q2UY09_IDR_204_782",0.502180604935506
"Q2V2M9_IDR_1265_1364",0.445134703346783
"Q2V2M9_IDR_325_784",0.554865296653217
"Q2VIQ3_IDR_438_557",0.230120445703406
"Q2VIQ3_IDR_564_602",0.26360311255274
"Q2VIQ3_IDR_604_817",0.265319881088414
"Q2VIQ3_IDR_893_1234",0.24095656065544
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.411368055027906
"Q2VWP7_IDR_1089_1150",0.289736116712581
"Q2VWP7_IDR_974_1029",0.298895828259513
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.48095890870636
"Q2VYF4_IDR_40_119",0.51904109129364
"Q2WGJ9_IDR_1094_1134",0.156637803097238
"Q2WGJ9_IDR_1161_1270",0.257099142984848
"Q2WGJ9_IDR_1_77",0.176787044528377
"Q2WGJ9_IDR_417_457",0.230674303191552
"Q2WGJ9_IDR_516_550",0.178801706197984
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.301343749150816
"Q32P44_IDR_47_210",0.509818412460954
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.362842314880992
"Q33E94_IDR_486_599",0.304133010569467
"Q33E94_IDR_638_671",0.33302467454954
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.23767824758233
"Q3B7T1_IDR_213_299",0.232630807969707
"Q3B7T1_IDR_517_584",0.280675435748587
"Q3B7T1_IDR_620_672",0.249015508699376
"Q3B7T3_IDR_1_45",0.51467622611361
"Q3B7T3_IDR_58_259",0.48532377388639
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.519141145391697
"Q3C1V8_IDR_67_128",0.480858854608303
"Q3L8U1_IDR_1715_1770",0.257281215606965
"Q3L8U1_IDR_2003_2897",0.233140731207773
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.508404169870357
"Q3MII6_IDR_454_604",0.491595830129643
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.431864024123855
"Q3MJ13_IDR_700_785",0.568135975876145
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.576625433268601
"Q3SY00_IDR_492_556",0.423374566731398
"Q3V6T2_IDR_1209_1871",0.206050621086491
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.336955933252359
"Q3YBR2_IDR_355_411",0.27608113098786
"Q3YBR2_IDR_83_166",0.386962935759781
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.493423368623501
"Q3ZCQ8_IDR_321_353",0.506576631376499
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.481470979420651
"Q3ZCX4_IDR_93_157",0.518529020579349
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.536480068045957
"Q401N2_IDR_377_412",0.463519931954043
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.491274435161775
"Q460N5_IDR_98_140",0.508725564838225
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.323013565302793
"Q496Y0_IDR_1_65",0.29394781283438
"Q496Y0_IDR_361_454",0.383038621862827
"Q499Z3_IDR_140_198",0.495678744835105
"Q499Z3_IDR_1_42",0.504321255164895
"Q499Z4_IDR_1_256",0.489977944914033
"Q499Z4_IDR_258_310",0.510022055085967
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.508646546658089
"Q49A92_IDR_133_489",0.491353453341911
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.451036932247297
"Q4G0M1_IDR_89_189",0.548963067752703
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.147193872398402
"Q4G0P3_IDR_2102_2188",0.123155219855358
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.213991432706874
"Q4G0P3_IDR_2485_2561",0.187328115552532
"Q4G0P3_IDR_2649_2734",0.167262851604599
"Q4G0P3_IDR_3215_3252",0.161068507882234
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.316845365085235
"Q4LE39_IDR_268_303",0.278130029126905
"Q4LE39_IDR_405_1306",0.458185694855591
