"","GO0140097_catalytic_activity._acting_on_DNA"
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.271654820528417
"Q8WXG6_IDR_106_170",0.24629695661158
"Q8WXG6_IDR_437_472",0.240849879070475
"Q8WXG6_IDR_607_938",0.241198343789528
"Q8WXH0_IDR_1031_1105",0.201108826822211
"Q8WXH0_IDR_2353_2393",0.198877851306759
"Q8WXH0_IDR_3982_4491",0.206508680719482
"Q8WXH0_IDR_6349_6495",0.199720406335309
"Q8WXH0_IDR_6770_6832",0.193784234816239
"Q8WXH2_IDR_357_410",0.505013219337145
"Q8WXH2_IDR_424_723",0.494986780662855
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.333301676563089
"Q8WXI2_IDR_417_560",0.347431521870519
"Q8WXI2_IDR_672_905",0.319266801566392
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.343643278622203
"Q8WXW3_IDR_533_581",0.330558238062757
"Q8WXW3_IDR_669_757",0.32579848331504
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.499407162905674
"Q8WXX7_IDR_655_1259",0.500592837094326
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.500009640589502
"Q8WY21_IDR_1_157",0.499990359410498
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.340761138689854
"Q8WY36_IDR_120_925",0.659238861310146
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.486675138057459
"Q8WY54_IDR_492_716",0.513324861942541
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.412663266625409
"Q8WY91_IDR_88_330",0.587336733374591
"Q8WYQ9_IDR_162_804",0.535689257996881
"Q8WYR1_IDR_313_511",0.500961079464228
"Q8WYR1_IDR_565_598",0.499038920535772
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.500585518028042
"Q8WZ19_IDR_281_329",0.499414481971958
"Q8WZ42_IDR_1386_1452",0.0812523443720117
"Q8WZ42_IDR_194_889",0.0815340178424521
"Q8WZ42_IDR_32818_32928",0.0823196172635595
"Q8WZ42_IDR_32971_33260",0.0834576926524066
"Q8WZ42_IDR_33393_33486",0.0815219863876977
"Q8WZ42_IDR_33581_33644",0.0842498979822213
"Q8WZ42_IDR_33743_33780",0.0832883841583082
"Q8WZ42_IDR_33872_33966",0.084313126946185
"Q8WZ42_IDR_34165_34253",0.0831315010878928
"Q8WZ42_IDR_3714_4075",0.0831263971524597
"Q8WZ42_IDR_4170_4272",0.0862897760539762
"Q8WZ42_IDR_9853_12031",0.0855152581008292
"Q8WZ55_IDR_65_162",0.32770748503279
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.337019372369667
"Q92481_IDR_1_81",0.333239499924822
"Q92481_IDR_91_169",0.32974112770551
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.276347897858307
"Q92504_IDR_239_313",0.437433118216433
"Q92504_IDR_29_124",0.28621898392526
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.170050750205904
"Q92508_IDR_144_184",0.164297630289992
"Q92508_IDR_1534_1653",0.157172095925746
"Q92508_IDR_1809_1924",0.182631850020255
"Q92508_IDR_336_409",0.163485646422201
"Q92508_IDR_712_778",0.162362027135903
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.420568790277512
"Q92543_IDR_1_71",0.240694832764231
"Q92543_IDR_297_513",0.250197012634218
"Q92543_IDR_669_742",0.254490657667423
"Q92543_IDR_774_816",0.254617496934127
"Q92545_IDR_1158_1705",0.538946699207958
"Q92545_IDR_1_31",0.461053300792042
"Q92547_IDR_286_335",0.243172088223031
"Q92547_IDR_449_546",0.259754424126091
"Q92547_IDR_739_903",0.254800153743935
"Q92547_IDR_993_1263",0.242273333906943
"Q92551_IDR_343_394",0.503100139125896
"Q92551_IDR_98_200",0.496899860874104
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.372748097803565
"Q92560_IDR_566_624",0.31512994140412
"Q92560_IDR_695_729",0.312121960792316
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.495938118271111
"Q92563_IDR_368_423",0.504061881728889
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.240217759734201
"Q92609_IDR_651_717",0.258336015746828
"Q92609_IDR_719_786",0.25314798133808
"Q92610_IDR_1049_1267",0.228754147139679
"Q92610_IDR_1_68",0.198975948690229
"Q92610_IDR_73_800",0.184133602046937
"Q92610_IDR_833_863",0.192477966220974
"Q92610_IDR_914_1042",0.195658335902181
"Q92611_IDR_48_91",0.492269744449047
"Q92611_IDR_601_635",0.507730255550953
"Q92613_IDR_1_38",0.335747829923181
"Q92613_IDR_367_402",0.330785661519268
"Q92613_IDR_524_823",0.333466508557552
"Q92614_IDR_1_273",0.251363097481547
"Q92614_IDR_1938_2054",0.255308866775999
"Q92614_IDR_298_340",0.245510217306662
"Q92614_IDR_985_1018",0.247817818435792
"Q92615_IDR_1_154",0.350807619108117
"Q92615_IDR_310_341",0.330670528783153
"Q92615_IDR_395_738",0.31852185210873
"Q92625_IDR_1072_1118",0.246418629887
"Q92625_IDR_308_663",0.254343517649876
"Q92625_IDR_832_923",0.251054256015729
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.488596345717611
"Q92628_IDR_142_397",0.511403654282389
"Q92630_IDR_1_150",0.512183951752226
"Q92630_IDR_538_601",0.487816048247774
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.50287798330566
"Q92665_IDR_1_102",0.49712201669434
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.199672009067153
"Q92766_IDR_319_446",0.177242081439496
"Q92766_IDR_476_700",0.171419734234907
"Q92766_IDR_702_770",0.196771592628588
"Q92766_IDR_772_1687",0.254894582629855
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.491720591437206
"Q92777_IDR_421_564",0.508279408562794
"Q92783_IDR_147_212",0.346207914271716
"Q92783_IDR_267_298",0.323409660872167
"Q92783_IDR_378_540",0.330382424856117
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.323188456550086
"Q92793_IDR_1559_1612",0.372977211753284
"Q92793_IDR_1852_2432",0.30383433169663
"Q92794_IDR_313_474",0.488581106634039
"Q92805_IDR_636_689",0.324625276478973
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.491604866045076
"Q92830_IDR_383_453",0.508395133954924
"Q92831_IDR_1_89",0.492107268712941
"Q92831_IDR_366_447",0.507892731287059
"Q92833_IDR_1202_1246",0.238195947665978
"Q92833_IDR_165_549",0.266890603920767
"Q92833_IDR_43_159",0.275156392669584
"Q92833_IDR_719_805",0.219757055743671
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.495717054571026
"Q92835_IDR_869_1189",0.504282945428974
"Q92837_IDR_1_31",0.348605632813696
"Q92886_IDR_153_209",0.473460512922899
"Q92887_IDR_255_304",0.563390158161126
"Q92887_IDR_866_949",0.436609841838874
"Q92888_IDR_234_393",0.504036391003319
"Q92888_IDR_761_867",0.495963608996681
"Q92889_IDR_453_543",0.576868002100746
"Q92889_IDR_646_680",0.423131997899254
"Q92890_IDR_229_262",0.470043375050085
"Q92890_IDR_272_307",0.529956624949915
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.319337615002294
"Q92900_IDR_1_113",0.359633217257642
"Q92900_IDR_962_995",0.321029167740064
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.235857747378736
"Q92908_IDR_133_330",0.233618990277978
"Q92908_IDR_422_464",0.240152610960903
"Q92908_IDR_477_559",0.290370651382383
"Q92945_IDR_582_614",0.334712616178394
"Q92945_IDR_630_681",0.332152499149221
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.459350465968625
"Q92949_IDR_208_308",0.540649534031375
"Q92952_IDR_1_44",0.329662077103815
"Q92952_IDR_49_90",0.341229921809568
"Q92952_IDR_508_543",0.329108001086618
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.445023982060015
"Q92954_IDR_67_1129",0.554976017939985
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.32991814882747
"Q92968_IDR_214_244",0.338313407070309
"Q92968_IDR_337_403",0.331768444102221
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.500933243477956
"Q92974_IDR_671_986",0.499066756522044
"Q93073_IDR_1_57",0.324220959711488
"Q93073_IDR_64_668",0.343654386904968
"Q93073_IDR_827_1101",0.332124653383544
"Q93074_IDR_1441_1474",0.320866026570886
"Q93074_IDR_1741_2177",0.346720173140277
"Q93074_IDR_629_720",0.332413800288838
"Q93075_IDR_1_294",0.368262458771015
"Q93075_IDR_297_343",0.321403249527137
"Q93075_IDR_345_488",0.310334291701849
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.498315335278622
"Q93100_IDR_674_710",0.501684664721378
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.445183613135504
"Q969R2_IDR_406_512",0.554816386864496
"Q969R5_IDR_115_172",0.297264133276188
"Q969R5_IDR_1_84",0.288936923439625
"Q969R5_IDR_606_667",0.413798943284187
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.49103168097229
"Q969X0_IDR_144_195",0.50896831902771
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.502641054940269
"Q96A47_IDR_243_359",0.497358945059731
"Q96A49_IDR_1_54",0.489859371587614
"Q96A49_IDR_219_336",0.510140628412386
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.488145164517292
"Q96A56_IDR_42_95",0.511854835482708
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.48469202827262
"Q96AP0_IDR_324_487",0.51530797172738
"Q96AP4_IDR_205_275",0.497062655824129
"Q96AP4_IDR_54_158",0.502937344175871
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.315267529426483
"Q96AQ6_IDR_215_579",0.320846499535736
"Q96AQ6_IDR_696_731",0.36388597103778
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.254781457578998
"Q96AV8_IDR_372_911",0.241982208810917
"Q96AV8_IDR_7_91",0.251591571545964
"Q96AV8_IDR_93_141",0.251644762064122
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.503832182922965
"Q96BF6_IDR_124_355",0.329728041548319
"Q96BF6_IDR_358_494",0.344107509402834
"Q96BF6_IDR_498_587",0.326164449048847
"Q96BH1_IDR_208_261",0.512548660581299
"Q96BH1_IDR_267_459",0.487451339418701
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.508057752458606
"Q96BN6_IDR_298_582",0.491942247541394
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.51718301824452
"Q96BR6_IDR_1_84",0.48281698175548
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.501577270143257
"Q96C12_IDR_79_120",0.498422729856743
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.25195555827816
"Q96C34_IDR_1_42",0.249018689821498
"Q96C34_IDR_289_335",0.248221922214788
"Q96C34_IDR_44_86",0.250803829685555
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.62513110498115
"Q96C57_IDR_1_75",0.37486889501885
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.515886006520236
"Q96C92_IDR_350_381",0.484113993479764
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.331022578133671
"Q96CP6_IDR_538_631",0.342991932974468
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.511590063281
"Q96CV9_IDR_505_547",0.488409936719
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.339036041487173
"Q96CW6_IDR_226_286",0.337703815899605
"Q96CW6_IDR_79_133",0.323260142613222
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.331966929557183
"Q96D31_IDR_202_249",0.335877561837407
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.242086393855586
"Q96DT7_IDR_278_342",0.242000578360661
"Q96DT7_IDR_466_696",0.266980774286642
"Q96DT7_IDR_808_871",0.248932253497111
"Q96DU7_IDR_1_331",0.499451764547778
"Q96DU7_IDR_333_385",0.500548235452222
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.495980676572492
"Q96DX7_IDR_52_175",0.504019323427508
"Q96DX8_IDR_130_160",0.502629222175644
"Q96DX8_IDR_163_246",0.497370777824356
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.449973359733546
"Q96DY7_IDR_681_827",0.550026640266454
"Q96DZ5_IDR_1_40",0.246450332400204
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.533091828430938
"Q96EK2_IDR_494_531",0.466908171569062
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.534052059697742
"Q96EK7_IDR_857_910",0.465947940302258
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.602914820259446
"Q96EP1_IDR_383_453",0.397085179740554
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.488655453844663
"Q96EP9_IDR_391_437",0.511344546155337
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.49348863332279
"Q96F46_IDR_721_795",0.50651136667721
"Q96F63_IDR_1_61",0.503085099097906
"Q96F63_IDR_194_274",0.496914900902094
"Q96F81_IDR_1135_1474",0.511079171379892
"Q96F81_IDR_1_210",0.488920828620108
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.342521498871117
"Q96FC9_IDR_520_558",0.328042290944454
"Q96FC9_IDR_78_113",0.329436210184429
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.504871218437405
"Q96FF7_IDR_39_194",0.495128781562595
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.49517800464287
"Q96GS4_IDR_214_251",0.50482199535713
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.50454614833494
"Q96GV9_IDR_78_148",0.49545385166506
"Q96GW7_IDR_358_638",0.496159420635474
"Q96GW7_IDR_876_911",0.503840579364526
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.502037824044996
"Q96HI0_IDR_1_184",0.318677869962481
"Q96HI0_IDR_189_240",0.346885683981398
"Q96HI0_IDR_249_495",0.334436446056121
"Q96HJ3_IDR_1_140",0.487480634981954
"Q96HJ3_IDR_329_373",0.512519365018046
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.495014410897492
"Q96HM7_IDR_387_432",0.504985589102508
"Q96I76_IDR_225_320",0.512327713866354
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.331586051363493
"Q96II8_IDR_281_312",0.337768665705278
"Q96II8_IDR_314_654",0.33064528293123
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.526010821387927
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.507661647709725
"Q96J92_IDR_521_1243",0.492338352290275
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.324421301549667
"Q96JA1_IDR_821_928",0.332685863426486
"Q96JA1_IDR_936_1093",0.342892835023847
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.512024328863603
"Q96JB1_IDR_932_962",0.487975671136397
"Q96JB2_IDR_498_544",0.500006762412322
"Q96JB2_IDR_61_100",0.499993237587678
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.233994938620676
"Q96JM2_IDR_165_1113",0.290062306602426
"Q96JM2_IDR_2138_2186",0.234298758656076
"Q96JM2_IDR_28_163",0.241643996120822
"Q96JM3_IDR_1_63",0.457180050148143
"Q96JM3_IDR_82_691",0.542819949851857
"Q96JM4_IDR_1_200",0.144654332412595
"Q96JM4_IDR_1223_1332",0.142388257032088
"Q96JM4_IDR_1353_1391",0.142542054793396
"Q96JM4_IDR_318_732",0.145918488406324
"Q96JQ2_IDR_294_1002",0.544863953916337
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.491279329039422
"Q96JY0_IDR_64_106",0.508720670960578
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.505040152745106
"Q96K17_IDR_1_34",0.494959847254894
"Q96K21_IDR_131_415",0.509415381875855
"Q96K21_IDR_1_89",0.490584618124145
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.509035275175405
"Q96K49_IDR_523_555",0.490964724824595
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.329489308916489
"Q96KM6_IDR_1_723",0.497844804982631
"Q96KM6_IDR_813_892",0.502155195017369
"Q96KN1_IDR_275_310",0.489128222199348
"Q96KN1_IDR_43_75",0.510871777800652
"Q96KN3_IDR_166_217",0.24176148931427
"Q96KN3_IDR_1_70",0.245524991925856
"Q96KN3_IDR_226_334",0.246421766000664
"Q96KN3_IDR_340_472",0.266291752759209
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.246361724711498
"Q96KN7_IDR_451_528",0.250326294610211
"Q96KN7_IDR_584_616",0.251264875592807
"Q96KN7_IDR_937_1114",0.252047105085484
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.501004483705024
"Q96KP6_IDR_227_325",0.498995516294976
"Q96KQ4_IDR_230_267",0.32624237811315
"Q96KQ4_IDR_86_123",0.330432927236612
"Q96L73_IDR_1_315",0.211109913817091
"Q96L73_IDR_2207_2636",0.206487165076552
"Q96L73_IDR_2653_2696",0.21873009256288
"Q96L73_IDR_435_1542",0.363672828543477
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.50181029909676
"Q96L93_IDR_593_628",0.49818970090324
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.493348484325648
"Q96LC9_IDR_1_97",0.506651515674352
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.510734227242259
"Q96LI6_IDR_194_327",0.489265772757741
"Q96LI9_IDR_1_36",0.506031987419034
"Q96LI9_IDR_260_332",0.493968012580966
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.249167884079926
"Q96LX7_IDR_144_190",0.249760738212232
"Q96LX7_IDR_192_378",0.243746901044428
"Q96LX7_IDR_572_622",0.257324476663415
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.50272290523206
"Q96LY2_IDR_302_350",0.49727709476794
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.327361911847542
"Q96M02_IDR_299_402",0.32517766619754
"Q96M02_IDR_411_651",0.347460421954918
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.492791074768604
"Q96MC2_IDR_559_616",0.507208925231396
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.500001873306689
"Q96MC6_IDR_450_490",0.499998126693311
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.267061841508591
"Q96ME7_IDR_202_271",0.223913520815011
"Q96ME7_IDR_291_377",0.26190507201458
"Q96ME7_IDR_471_567",0.247119565661819
"Q96MF2_IDR_122_245",0.484073126597954
"Q96MF2_IDR_1_97",0.515926873402046
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.571137928144632
"Q96MH2_IDR_150_184",0.428862071855368
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.503764342727983
"Q96MT7_IDR_1058_1115",0.210811477267108
"Q96MT7_IDR_1283_1345",0.185569431694319
"Q96MT7_IDR_1494_1538",0.205029542769692
"Q96MT8_IDR_102_144",0.255227989403951
"Q96MT8_IDR_173_224",0.247023371276547
"Q96MT8_IDR_286_367",0.249010158973184
"Q96MT8_IDR_475_660",0.248738480346319
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.500376840874325
"Q96MU7_IDR_508_727",0.499623159125675
"Q96N77_IDR_119_262",0.498039996487683
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.499985663820304
"Q96N95_IDR_1_46",0.500014336179696
"Q96N96_IDR_1_134",0.480640255639033
"Q96N96_IDR_576_652",0.519359744360967
"Q96NA2_IDR_349_401",0.467199017813383
"Q96NA2_IDR_93_347",0.532800982186617
"Q96NA8_IDR_1_40",0.242035245512095
"Q96NA8_IDR_47_133",0.271727687296885
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.515615255518912
"Q96NT1_IDR_1_65",0.484384744481088
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.493949479779757
"Q96NU1_IDR_623_677",0.506050520220243
"Q96NW4_IDR_622_665",0.498053140600173
"Q96NW4_IDR_962_1050",0.501946859399827
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.480057885944747
"Q96P50_IDR_519_658",0.519942114055253
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.509548390010097
"Q96P64_IDR_323_384",0.490451609989903
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.510602383986805
"Q96P66_IDR_477_508",0.489397616013195
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.330764823816973
"Q96P71_IDR_160_224",0.328729236142789
"Q96P71_IDR_234_281",0.340505940040238
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.197529831186372
"Q96PC5_IDR_1083_1412",0.186682593813927
"Q96PC5_IDR_1_56",0.192026938827057
"Q96PC5_IDR_888_937",0.208628226275251
"Q96PC5_IDR_92_600",0.215132409897392
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.328486884893501
"Q96PM9_IDR_272_315",0.333383706650965
"Q96PM9_IDR_84_260",0.338129408455534
"Q96PP4_IDR_134_173",0.522158213997614
"Q96PP4_IDR_182_232",0.477841786002386
"Q96PQ0_IDR_1108_1141",0.511663023342903
"Q96PQ0_IDR_1_131",0.488336976657097
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.500072951573249
"Q96PQ6_IDR_1_53",0.499927048426751
"Q96PR1_IDR_40_94",0.469990295567935
"Q96PR1_IDR_486_638",0.530009704432065
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.320931022648191
"Q96PU4_IDR_624_687",0.359309268077797
"Q96PU4_IDR_77_117",0.319759709274012
"Q96PU5_IDR_155_208",0.336935868022849
"Q96PY6_IDR_1066_1178",0.505312556632063
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.498726421791992
"Q96Q04_IDR_545_1460",0.501273578208008
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.331344377890836
"Q96Q15_IDR_1870_1920",0.338041762049016
"Q96Q15_IDR_3520_3604",0.330613860060148
"Q96Q35_IDR_18_80",0.503489340424606
