"","GO0008017_microtubule_binding"
"Q8TCU5_IDR_986_1075",0.532424078302205
"Q8TCU6_IDR_1109_1142",0.505110660245454
"Q8TCU6_IDR_1_44",0.494889339754546
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.489836023365239
"Q8TCY9_IDR_1_65",0.510163976634761
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.472458546694236
"Q8TD94_IDR_266_323",0.527541453305764
"Q8TDB4_IDR_1_43",0.518311759446284
"Q8TDB4_IDR_70_240",0.481688240553716
"Q8TDB6_IDR_196_232",0.343529966796406
"Q8TDB6_IDR_510_556",0.322514221267467
"Q8TDB6_IDR_91_122",0.333955811936128
"Q8TDC0_IDR_1_161",0.53415437967673
"Q8TDC0_IDR_164_218",0.46584562032327
"Q8TDC3_IDR_363_589",0.534785262019412
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.106290233841025
"Q8TDJ6_IDR_1913_2032",0.103336574486185
"Q8TDJ6_IDR_2095_2129",0.107038984216258
"Q8TDJ6_IDR_2393_2442",0.118716997715106
"Q8TDJ6_IDR_2468_2500",0.113546429903006
"Q8TDJ6_IDR_284_332",0.116082754154012
"Q8TDJ6_IDR_416_482",0.108071604371516
"Q8TDJ6_IDR_570_602",0.112758461056488
"Q8TDJ6_IDR_921_963",0.114157960256406
"Q8TDM0_IDR_1_32",0.504678177635671
"Q8TDM0_IDR_178_211",0.495321822364329
"Q8TDM6_IDR_1435_1496",0.195491507790259
"Q8TDM6_IDR_1665_1714",0.194097050126254
"Q8TDM6_IDR_560_612",0.206408427761676
"Q8TDM6_IDR_804_1342",0.199335576601721
"Q8TDM6_IDR_92_187",0.20466743772009
"Q8TDN1_IDR_1_56",0.482815764980757
"Q8TDN1_IDR_476_519",0.517184235019243
"Q8TDN2_IDR_1_40",0.505103110063469
"Q8TDW7_IDR_4177_4353",0.531909842435936
"Q8TDW7_IDR_4355_4541",0.468090157564065
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.205066311963617
"Q8TDX9_IDR_1024_1112",0.186028748341645
"Q8TDX9_IDR_2019_2129",0.195110363245665
"Q8TDX9_IDR_2810_2849",0.206818335005745
"Q8TDX9_IDR_965_1010",0.206976241443328
"Q8TDY2_IDR_1264_1317",0.241254532190267
"Q8TDY2_IDR_1383_1494",0.256914664042908
"Q8TDY2_IDR_221_300",0.230536512618428
"Q8TDY2_IDR_600_806",0.271294291148397
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.484702860063344
"Q8TDY8_IDR_982_1124",0.515297139936656
"Q8TDZ2_IDR_616_705",0.489787940747205
"Q8TDZ2_IDR_752_922",0.510212059252795
"Q8TE12_IDR_157_198",0.519862491571026
"Q8TE12_IDR_246_368",0.480137508428974
"Q8TE49_IDR_77_113",0.485770937214977
"Q8TE85_IDR_405_437",0.344668856696502
"Q8TE85_IDR_467_511",0.327827568232212
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.488234527358184
"Q8TEB1_IDR_515_546",0.511765472641816
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.31839898381294
"Q8TEC5_IDR_442_729",0.351655214918484
"Q8TEC5_IDR_77_121",0.329945801268576
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.220399731534224
"Q8TED9_IDR_317_393",0.230988908879718
"Q8TED9_IDR_514_768",0.306705015713032
"Q8TED9_IDR_76_157",0.241906343873025
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.492869846160059
"Q8TEF2_IDR_94_133",0.507130153839941
"Q8TER5_IDR_1430_1519",0.314020657653136
"Q8TER5_IDR_942_1034",0.367527010228123
"Q8TES7_IDR_1016_1100",0.527545653570704
"Q8TES7_IDR_1_590",0.472454346429296
"Q8TEU7_IDR_1065_1475",0.176487149629138
"Q8TEU7_IDR_121_209",0.16328849722183
"Q8TEU7_IDR_1495_1535",0.153208586960156
"Q8TEU7_IDR_1540_1601",0.174352753984601
"Q8TEU7_IDR_213_247",0.164357745527375
"Q8TEU7_IDR_625_744",0.1683052666769
"Q8TEV9_IDR_212_252",0.318580062377503
"Q8TEV9_IDR_254_369",0.397703104000899
"Q8TEV9_IDR_374_707",0.283716833621598
"Q8TEW0_IDR_145_212",0.23687856732612
"Q8TEW0_IDR_215_260",0.263357008693194
"Q8TEW0_IDR_368_453",0.241825498940804
"Q8TEW0_IDR_686_1334",0.257938925039882
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.314436834501756
"Q8TEW8_IDR_306_377",0.346234461923599
"Q8TF39_IDR_223_389",0.534604209779834
"Q8TF40_IDR_173_204",0.192403585063964
"Q8TF40_IDR_245_325",0.186833697407084
"Q8TF40_IDR_593_748",0.233046441622618
"Q8TF40_IDR_68_114",0.193855400933955
"Q8TF40_IDR_758_969",0.193860874972379
"Q8TF42_IDR_1_34",0.518259440047349
"Q8TF42_IDR_349_380",0.481740559952651
"Q8TF44_IDR_15_50",0.514801863839869
"Q8TF44_IDR_56_298",0.485198136160131
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.459989328439785
"Q8TF50_IDR_160_471",0.540010671560215
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.537467486310853
"Q8WUB2_IDR_1_63",0.462532513689147
"Q8WUB8_IDR_1_64",0.502387197409038
"Q8WUB8_IDR_281_374",0.497612802590962
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.489012143898108
"Q8WUF8_IDR_219_255",0.510987856101892
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.562285891308094
"Q8WUI4_IDR_911_952",0.437714108691906
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.323092902319078
"Q8WV24_IDR_187_242",0.339769818052453
"Q8WV24_IDR_284_401",0.337137279628469
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.519252725357302
"Q8WV37_IDR_37_202",0.480747274642698
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.511161354942112
"Q8WV44_IDR_52_90",0.488838645057888
"Q8WV48_IDR_162_283",0.333148259142795
"Q8WV48_IDR_1_64",0.310507979070171
"Q8WV48_IDR_87_155",0.356343761787034
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.516144641788136
"Q8WV83_IDR_1_60",0.483855358211864
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.254610929884192
"Q8WVB6_IDR_247_277",0.239598220847763
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.234544361992996
"Q8WW38_IDR_204_250",0.262509156763406
"Q8WW38_IDR_275_352",0.257381215610722
"Q8WW38_IDR_358_1117",0.245565265632877
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.272413953134874
"Q8WWQ0_IDR_1430_1821",0.445608395250314
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.496337739389201
"Q8WWT9_IDR_167_223",0.503662260610799
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.470758048037238
"Q8WWW0_IDR_173_204",0.529241951962762
"Q8WWW8_IDR_120_395",0.493653403373631
"Q8WWW8_IDR_397_526",0.506346596626369
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.483967179792915
"Q8WWY3_IDR_338_448",0.516032820207085
"Q8WWY6_IDR_1_76",0.528973812984604
"Q8WWY6_IDR_82_121",0.471026187015396
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.24662240370168
"Q8WXG6_IDR_106_170",0.257300819715617
"Q8WXG6_IDR_437_472",0.262284905571671
"Q8WXG6_IDR_607_938",0.233791871011031
"Q8WXH0_IDR_1031_1105",0.195187455844253
"Q8WXH0_IDR_2353_2393",0.193938866672426
"Q8WXH0_IDR_3982_4491",0.246492909328474
"Q8WXH0_IDR_6349_6495",0.173063806918252
"Q8WXH0_IDR_6770_6832",0.191316961236596
"Q8WXH2_IDR_357_410",0.512844989369779
"Q8WXH2_IDR_424_723",0.487155010630221
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.327104271361975
"Q8WXI2_IDR_417_560",0.373279406924652
"Q8WXI2_IDR_672_905",0.299616321713373
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.337431397103148
"Q8WXW3_IDR_533_581",0.307948277844506
"Q8WXW3_IDR_669_757",0.354620325052345
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.492449903339318
"Q8WXX7_IDR_655_1259",0.507550096660682
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.51980603907313
"Q8WY21_IDR_1_157",0.48019396092687
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.35641703242027
"Q8WY36_IDR_120_925",0.64358296757973
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.488948176578426
"Q8WY54_IDR_492_716",0.511051823421574
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.49013261268429
"Q8WY91_IDR_88_330",0.50986738731571
"Q8WYQ9_IDR_162_804",0.481127568466299
"Q8WYR1_IDR_313_511",0.528133671788446
"Q8WYR1_IDR_565_598",0.471866328211554
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.500377972740386
"Q8WZ19_IDR_281_329",0.499622027259614
"Q8WZ42_IDR_1386_1452",0.0773743284816281
"Q8WZ42_IDR_194_889",0.0838227311418724
"Q8WZ42_IDR_32818_32928",0.0815824988725177
"Q8WZ42_IDR_32971_33260",0.0957220825162997
"Q8WZ42_IDR_33393_33486",0.0805722649159622
"Q8WZ42_IDR_33581_33644",0.0815272941988092
"Q8WZ42_IDR_33743_33780",0.0796708913242133
"Q8WZ42_IDR_33872_33966",0.08193575923155
"Q8WZ42_IDR_34165_34253",0.0760023318367066
"Q8WZ42_IDR_3714_4075",0.0805269765987004
"Q8WZ42_IDR_4170_4272",0.0770508633189093
"Q8WZ42_IDR_9853_12031",0.104211977562831
"Q8WZ55_IDR_65_162",0.347585862026214
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.347179360494782
"Q92481_IDR_1_81",0.321937290705215
"Q92481_IDR_91_169",0.330883348800003
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.333360715451019
"Q92504_IDR_239_313",0.345144141601611
"Q92504_IDR_29_124",0.321495142947369
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.165833171956838
"Q92508_IDR_144_184",0.163401246220275
"Q92508_IDR_1534_1653",0.184695336459376
"Q92508_IDR_1809_1924",0.167779979345444
"Q92508_IDR_336_409",0.164181181713084
"Q92508_IDR_712_778",0.154109084304984
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.423055321810837
"Q92543_IDR_1_71",0.236467729317253
"Q92543_IDR_297_513",0.252491541177687
"Q92543_IDR_669_742",0.263120338111099
"Q92543_IDR_774_816",0.24792039139396
"Q92545_IDR_1158_1705",0.539273476610108
"Q92545_IDR_1_31",0.460726523389892
"Q92547_IDR_286_335",0.226556779781391
"Q92547_IDR_449_546",0.235897145077062
"Q92547_IDR_739_903",0.263987615727354
"Q92547_IDR_993_1263",0.273558459414193
"Q92551_IDR_343_394",0.484507338882792
"Q92551_IDR_98_200",0.515492661117208
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.333031846525605
"Q92560_IDR_566_624",0.323184812482088
"Q92560_IDR_695_729",0.343783340992307
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.504893702040164
"Q92563_IDR_368_423",0.495106297959836
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.256072540470706
"Q92609_IDR_651_717",0.271524909618014
"Q92609_IDR_719_786",0.235589446238363
"Q92610_IDR_1049_1267",0.215515089890351
"Q92610_IDR_1_68",0.186145257975458
"Q92610_IDR_73_800",0.202908655028322
"Q92610_IDR_833_863",0.186305675225347
"Q92610_IDR_914_1042",0.209125321880522
"Q92611_IDR_48_91",0.462448315965792
"Q92611_IDR_601_635",0.537551684034208
"Q92613_IDR_1_38",0.323583462551347
"Q92613_IDR_367_402",0.334224885288178
"Q92613_IDR_524_823",0.342191652160476
"Q92614_IDR_1_273",0.316312877743963
"Q92614_IDR_1938_2054",0.220994368219961
"Q92614_IDR_298_340",0.222684118518441
"Q92614_IDR_985_1018",0.240008635517634
"Q92615_IDR_1_154",0.287948583471763
"Q92615_IDR_310_341",0.288164529623237
"Q92615_IDR_395_738",0.423886886905
"Q92625_IDR_1072_1118",0.245727638387864
"Q92625_IDR_308_663",0.280574963775443
"Q92625_IDR_832_923",0.250754451006933
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.478618064243395
"Q92628_IDR_142_397",0.521381935756605
"Q92630_IDR_1_150",0.492773674667233
"Q92630_IDR_538_601",0.507226325332767
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.57381206301114
"Q92665_IDR_1_102",0.42618793698886
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.209355417463761
"Q92766_IDR_319_446",0.193371608221723
"Q92766_IDR_476_700",0.185888269893001
"Q92766_IDR_702_770",0.199669899749749
"Q92766_IDR_772_1687",0.211714804671766
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.492446796188601
"Q92777_IDR_421_564",0.507553203811399
"Q92783_IDR_147_212",0.357004387501317
"Q92783_IDR_267_298",0.340641278582479
"Q92783_IDR_378_540",0.302354333916204
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.307751594198253
"Q92793_IDR_1559_1612",0.373570150351122
"Q92793_IDR_1852_2432",0.318678255450625
"Q92794_IDR_313_474",0.500076768575234
"Q92805_IDR_636_689",0.397904509048535
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.490783431035965
"Q92830_IDR_383_453",0.509216568964035
"Q92831_IDR_1_89",0.495858544625508
"Q92831_IDR_366_447",0.504141455374492
"Q92833_IDR_1202_1246",0.209066864372297
"Q92833_IDR_165_549",0.354840947788927
"Q92833_IDR_43_159",0.219346671939143
"Q92833_IDR_719_805",0.216745515899634
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.479439747662793
"Q92835_IDR_869_1189",0.520560252337207
"Q92837_IDR_1_31",0.339888665879848
"Q92886_IDR_153_209",0.461988963551282
"Q92887_IDR_255_304",0.454089344426388
"Q92887_IDR_866_949",0.545910655573612
"Q92888_IDR_234_393",0.511105383876744
"Q92888_IDR_761_867",0.488894616123256
"Q92889_IDR_453_543",0.532751914507494
"Q92889_IDR_646_680",0.467248085492505
"Q92890_IDR_229_262",0.476085006824475
"Q92890_IDR_272_307",0.523914993175525
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.288822994515788
"Q92900_IDR_1_113",0.413917175366451
"Q92900_IDR_962_995",0.297259830117761
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.239838085055388
"Q92908_IDR_133_330",0.234850813005126
"Q92908_IDR_422_464",0.257724457330198
"Q92908_IDR_477_559",0.267586644609289
"Q92945_IDR_582_614",0.308161553473428
"Q92945_IDR_630_681",0.317568882575508
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.509475717641993
"Q92949_IDR_208_308",0.490524282358007
"Q92952_IDR_1_44",0.335056565965927
"Q92952_IDR_49_90",0.330641710332508
"Q92952_IDR_508_543",0.334301723701565
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.377260986571099
"Q92954_IDR_67_1129",0.622739013428901
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.343222378812991
"Q92968_IDR_214_244",0.320939698052202
"Q92968_IDR_337_403",0.335837923134807
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.529687068779224
"Q92974_IDR_671_986",0.470312931220776
"Q93073_IDR_1_57",0.310737735703673
"Q93073_IDR_64_668",0.33595516934366
"Q93073_IDR_827_1101",0.353307094952667
"Q93074_IDR_1441_1474",0.340623530030425
"Q93074_IDR_1741_2177",0.30421986020992
"Q93074_IDR_629_720",0.355156609759655
"Q93075_IDR_1_294",0.366823153153718
"Q93075_IDR_297_343",0.3074153527104
"Q93075_IDR_345_488",0.325761494135882
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.488185169124114
"Q93100_IDR_674_710",0.511814830875886
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.484669411970611
"Q969R2_IDR_406_512",0.515330588029389
"Q969R5_IDR_115_172",0.34865319354658
"Q969R5_IDR_1_84",0.29348015002077
"Q969R5_IDR_606_667",0.35786665643265
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.525946916806686
"Q969X0_IDR_144_195",0.474053083193313
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.5128110025469
"Q96A47_IDR_243_359",0.4871889974531
"Q96A49_IDR_1_54",0.466656630907249
"Q96A49_IDR_219_336",0.533343369092751
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.553159250780597
"Q96A56_IDR_42_95",0.446840749219403
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.477928605871732
"Q96AP0_IDR_324_487",0.522071394128268
"Q96AP4_IDR_205_275",0.466596772082943
"Q96AP4_IDR_54_158",0.533403227917057
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.315881933771169
"Q96AQ6_IDR_215_579",0.334987824351672
"Q96AQ6_IDR_696_731",0.349130241877159
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.236733095910092
"Q96AV8_IDR_372_911",0.228234148096338
"Q96AV8_IDR_7_91",0.278695384439101
"Q96AV8_IDR_93_141",0.256337371554469
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.51178635355564
"Q96BF6_IDR_124_355",0.316862405160951
"Q96BF6_IDR_358_494",0.360932727703533
"Q96BF6_IDR_498_587",0.322204867135516
"Q96BH1_IDR_208_261",0.51784894585878
"Q96BH1_IDR_267_459",0.482151054141219
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.499393956609582
"Q96BN6_IDR_298_582",0.500606043390418
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.491611163826798
"Q96BR6_IDR_1_84",0.508388836173202
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.501228914123618
"Q96C12_IDR_79_120",0.498771085876382
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.25480579461627
"Q96C34_IDR_1_42",0.25424813531042
"Q96C34_IDR_289_335",0.246230107312708
"Q96C34_IDR_44_86",0.244715962760602
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.560500915246769
"Q96C57_IDR_1_75",0.439499084753231
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.507329736195837
"Q96C92_IDR_350_381",0.492670263804163
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.331575934053316
"Q96CP6_IDR_538_631",0.328796376370297
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.643494859647204
"Q96CV9_IDR_505_547",0.356505140352796
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.357504101183763
"Q96CW6_IDR_226_286",0.308336165417089
"Q96CW6_IDR_79_133",0.334159733399148
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.312680870345406
"Q96D31_IDR_202_249",0.32460835258503
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.236176491667861
"Q96DT7_IDR_278_342",0.255213293075845
"Q96DT7_IDR_466_696",0.266284897679279
"Q96DT7_IDR_808_871",0.242325317577014
"Q96DU7_IDR_1_331",0.493108801751227
"Q96DU7_IDR_333_385",0.506891198248773
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.544298156014519
"Q96DX7_IDR_52_175",0.455701843985481
"Q96DX8_IDR_130_160",0.510285989250501
"Q96DX8_IDR_163_246",0.489714010749499
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.488126680121657
"Q96DY7_IDR_681_827",0.511873319878343
"Q96DZ5_IDR_1_40",0.240155791923984
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.511608874408671
"Q96EK2_IDR_494_531",0.488391125591329
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.537620794414969
"Q96EK7_IDR_857_910",0.462379205585031
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.525678563893586
"Q96EP1_IDR_383_453",0.474321436106414
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.496416600082009
"Q96EP9_IDR_391_437",0.503583399917991
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.505960192404781
"Q96F46_IDR_721_795",0.494039807595219
"Q96F63_IDR_1_61",0.498045054091399
"Q96F63_IDR_194_274",0.501954945908601
"Q96F81_IDR_1135_1474",0.492295832576261
"Q96F81_IDR_1_210",0.507704167423739
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.340008052883451
"Q96FC9_IDR_520_558",0.335766472201457
"Q96FC9_IDR_78_113",0.324225474915092
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.509156094763483
"Q96FF7_IDR_39_194",0.490843905236517
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.462233355032439
"Q96GS4_IDR_214_251",0.537766644967561
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.517811527776288
"Q96GV9_IDR_78_148",0.482188472223712
"Q96GW7_IDR_358_638",0.477242212308711
"Q96GW7_IDR_876_911",0.522757787691289
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.477888192560546
"Q96HI0_IDR_1_184",0.337195183191959
"Q96HI0_IDR_189_240",0.365590452819164
"Q96HI0_IDR_249_495",0.297214363988877
"Q96HJ3_IDR_1_140",0.453648398261761
"Q96HJ3_IDR_329_373",0.546351601738239
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.525926604052639
"Q96HM7_IDR_387_432",0.474073395947361
"Q96I76_IDR_225_320",0.501065007843034
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.295858298599075
"Q96II8_IDR_281_312",0.330711020499605
"Q96II8_IDR_314_654",0.37343068090132
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.506390686535129
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.510300856711581
