"","GO0016071_mRNA_metabolic_process"
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.50808940996941
"Q5U5X8_IDR_65_452",0.49191059003059
"Q5U5Z8_IDR_108_140",0.328228511532386
"Q5U5Z8_IDR_36_77",0.333765869874122
"Q5U5Z8_IDR_696_889",0.338005618593492
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.4245868421459
"Q5U651_IDR_257_369",0.5754131578541
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.482324382442749
"Q5UCC4_IDR_193_224",0.517675617557251
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.201409014476158
"Q5VT52_IDR_147_252",0.383209636988299
"Q5VT52_IDR_294_1443",0.616790363011701
"Q5VT97_IDR_1032_1082",0.52555789219004
"Q5VT97_IDR_1_652",0.474442107809961
"Q5VTB9_IDR_31_71",0.525248092505888
"Q5VTB9_IDR_75_492",0.474751907494112
"Q5VTD9_IDR_1_104",0.49196153875237
"Q5VTD9_IDR_113_148",0.50803846124763
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.241458782597675
"Q5VTH9_IDR_165_217",0.245207385145268
"Q5VTH9_IDR_333_387",0.241587983084137
"Q5VTH9_IDR_430_465",0.27174584917292
"Q5VTJ3_IDR_300_375",0.451761667087357
"Q5VTJ3_IDR_45_255",0.548238332912643
"Q86VV4_IDR_411_465",0.354993776419583
"Q86VV4_IDR_46_283",0.308953630374683
"Q86VV8_IDR_120_165",0.298261386576976
"Q86VV8_IDR_1531_1565",0.314994170077451
"Q86VV8_IDR_279_360",0.386744443345573
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.502658129131049
"Q86VW2_IDR_485_580",0.497341870868951
"Q86VY4_IDR_1_200",0.546011324194713
"Q86VY4_IDR_387_417",0.453988675805287
"Q86VY9_IDR_1_51",0.351588045127723
"Q86VY9_IDR_60_104",0.309023901440804
"Q86WG3_IDR_1_150",0.480592454464161
"Q86WG3_IDR_330_371",0.51940754553584
"Q86WG5_IDR_1027_1103",0.264010777961919
"Q86WG5_IDR_1269_1305",0.243059644991543
"Q86WG5_IDR_1670_1731",0.242353843284457
"Q86WG5_IDR_770_807",0.250575733762081
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.486434289364083
"Q86WK6_IDR_448_485",0.513565710635917
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.525983095343862
"Q86WN1_IDR_609_690",0.474016904656138
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.492459433234569
"Q86WR6_IDR_1_42",0.507540566765431
"Q86WR7_IDR_1_50",0.569932212602013
"Q86WR7_IDR_73_399",0.430067787397987
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.50455718547822
"Q86XD5_IDR_146_332",0.49544281452178
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.497569260092797
"Q86XF7_IDR_184_214",0.502430739907203
"Q86XH1_IDR_344_382",0.542597579049187
"Q86XH1_IDR_459_491",0.457402420950813
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.483285066128713
"Q86XK3_IDR_75_146",0.516714933871287
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.574338567106094
"Q86XZ4_IDR_84_244",0.425661432893906
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.268234031418858
"Q86Y13_IDR_1_85",0.227553976444457
"Q86Y13_IDR_587_752",0.266261612342986
"Q86Y13_IDR_953_1029",0.237950379793699
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.18756014596242
"Q86Y26_IDR_1_55",0.206487236276365
"Q86Y26_IDR_287_377",0.214111002390771
"Q86Y26_IDR_379_868",0.17969129209656
"Q86Y26_IDR_870_1132",0.212150323273885
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.528451442773776
"Q86YF9_IDR_609_849",0.243789219537498
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.472228006147385
"Q86YJ5_IDR_267_306",0.527771993852615
"Q86YJ7_IDR_440_475",0.350812673188198
"Q86YJ7_IDR_491_525",0.313249067829501
"Q86YJ7_IDR_535_582",0.335938258982301
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.474324232278933
"Q86YN6_IDR_98_897",0.525675767721067
"Q86YP4_IDR_1_436",0.470884755131992
"Q86YP4_IDR_465_633",0.529115244868008
"Q86YR6_IDR_1_94",0.501058510661281
"Q86YR6_IDR_363_536",0.498941489338719
"Q86YR7_IDR_530_616",0.520049100085657
"Q86YR7_IDR_963_1114",0.479950899914343
"Q86YS3_IDR_495_564",0.512464757422515
"Q86YS3_IDR_84_347",0.487535242577484
"Q86Z02_IDR_661_906",0.238257197807272
"Q86Z02_IDR_909_1104",0.252900258768335
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.43512523006334
"Q86Z23_IDR_34_105",0.56487476993666
"Q8HWS3_IDR_1_117",0.263729135071099
"Q8HWS3_IDR_557_645",0.234638707327504
"Q8HWS3_IDR_647_680",0.246554898558584
"D6RA61_IDR_470_528",0.353580194760487
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.319772108573956
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.329915052419869
"A1A519_IDR_147_214",0.305325840542255
"A2RU30_IDR_1_236",0.499770341048318
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.317650222041635
"A1A519_IDR_270_310",0.374902050883789
"A2RU30_IDR_239_521",0.500229658951681
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.352434725538496
"A7E2F4_IDR_1_180",0.342848285531546
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.32909747194832
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.32453351629657
"A6NMS7_IDR_1547_1623",0.194152516924645
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.331630438654863
"D6RCP7_IDR_379_451",0.318175476497083
"A1A5C7_IDR_1_74",0.557332329467606
"A7E2F4_IDR_267_605",0.332618198171883
"A6NMS7_IDR_1658_1700",0.237583407362323
"A2RUB1_IDR_1_666",0.490163061086119
"F5H4B4_IDR_304_403",0.322616952298211
"D6RCP7_IDR_470_528",0.352727051554597
"A1A5D9_IDR_1_54",0.246466948100201
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.181635865015627
"A2RUB1_IDR_915_952",0.50983693891388
"A0A1B0GTS1_IDR_1_76",0.516497328599844
"F5H4B4_IDR_517_570",0.345752609046925
"D6RGH6_IDR_1_58",0.364311513877647
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.444717847246993
"A6NMT0_IDR_1_40",0.296528419626437
"A2RUB6_IDR_27_902",0.527865700531021
"A0A1B0GTS1_IDR_181_278",0.483502671400156
"D6RGH6_IDR_61_125",0.321529141032702
"Q8NEM0_IDR_98_151",0.49222285345828
"Q8NEM2_IDR_1_62",0.514453979084668
"Q8NEM2_IDR_556_639",0.485546020915332
"Q8NEM7_IDR_1_32",0.350568055164656
"Q8NEM7_IDR_226_327",0.330113125825037
"Q8NEM7_IDR_360_779",0.319318819010307
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.511896330472091
"Q8NEV4_IDR_879_921",0.488103669527909
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.496028160942547
"Q8NEY1_IDR_1821_1877",0.503971839057453
"Q8NEY3_IDR_1_48",0.542042514811157
"Q8NEY3_IDR_159_280",0.457957485188843
"Q8NEY8_IDR_1_319",0.636441246299034
"Q8NEY8_IDR_344_405",0.363558753700966
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.109761727522598
"Q8NEZ4_IDR_1140_1172",0.100277104335714
"Q8NEZ4_IDR_1191_3892",0.157774464500664
"Q8NEZ4_IDR_165_218",0.104624907596001
"Q8NEZ4_IDR_3930_4003",0.106113159936993
"Q8NEZ4_IDR_4026_4058",0.0996131177229033
"Q8NEZ4_IDR_522_937",0.127301283711893
"Q8NF91_IDR_6103_6169",0.15406304639026
"Q8NF91_IDR_6172_6346",0.165640424623427
"Q8NF91_IDR_8212_8335",0.159527314013146
"Q8NF91_IDR_8663_8736",0.191653924010651
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.501481073630645
"Q8NFA0_IDR_433_478",0.498518926369355
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.397238375707299
"Q8NFC6_IDR_159_3051",0.602761624292701
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.213564157996514
"Q8NFD5_IDR_1267_1591",0.483162427080675
"Q8NFD5_IDR_1694_1775",0.165094492195571
"Q8NFD5_IDR_1808_1912",0.138178922727241
"Q8NFF2_IDR_1_78",0.497733923211708
"Q8NFF2_IDR_261_425",0.502266076788292
"Q8NFT6_IDR_260_335",0.248871156685782
"Q8NFT6_IDR_339_501",0.242614437803459
"Q8NFT6_IDR_96_165",0.268290391348036
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.521032998433448
"Q8NFU5_IDR_262_363",0.478967001566552
"Q8NFU7_IDR_1_1332",0.22059349841476
"Q8NFU7_IDR_1743_1840",0.257090870314033
"Q8NFU7_IDR_1916_1989",0.258295857956607
"Q8NFU7_IDR_2070_2109",0.264019773314599
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.314869320124607
"Q8NFW1_IDR_274_311",0.318037638208083
"Q8NFW1_IDR_317_1626",0.36709304166731
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.228921691809402
"Q8NHM5_IDR_378_508",0.246173597989137
"Q8NHM5_IDR_565_652",0.247050712857375
"Q8NHM5_IDR_724_1040",0.277853997344087
"Q8NHP7_IDR_18_67",0.51792806610634
"Q8NHP7_IDR_284_470",0.48207193389366
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.503319622324159
"Q8NHQ8_IDR_82_200",0.496680377675841
"Q8NHQ9_IDR_486_555",0.541145620604081
"Q8NHQ9_IDR_570_600",0.458854379395919
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.412311940715854
"Q8NHY3_IDR_173_216",0.490193576075485
"Q8NHY3_IDR_269_880",0.509806423924515
"Q8NHY6_IDR_154_371",0.452224145630236
"Q8NHY6_IDR_1_97",0.547775854369764
"Q8NHZ7_IDR_1_158",0.466812199382995
"Q8NHZ7_IDR_178_208",0.533187800617005
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.347051788858402
"Q8NI08_IDR_162_215",0.339880216129276
"Q8NI08_IDR_307_652",0.313067995012322
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.109009573128225
"Q8NI35_IDR_1164_1219",0.116813490259922
"Q8NI35_IDR_455_515",0.110039870551943
"Q8NI35_IDR_641_675",0.112353005417096
"Q8NI35_IDR_777_807",0.111880435083265
"Q8NI35_IDR_839_985",0.121860003083682
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.502505669982115
"Q8TAD2_IDR_49_87",0.497494330017885
"Q8TAD4_IDR_1_32",0.374927286495919
"Q8TAD4_IDR_545_588",0.625072713504081
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.441900299576972
"Q8TAE8_IDR_182_222",0.558099700423028
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.5431458519997
"Q8TAK6_IDR_183_271",0.4568541480003
"Q8TAL5_IDR_145_182",0.331108558662117
"Q8TAL5_IDR_272_431",0.34978793554358
"Q8TAL5_IDR_82_123",0.319103505794302
"Q8TAW3_IDR_99_172",0.504157779594675
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.527372129759907
"Q8TAZ6_IDR_205_248",0.472627870240093
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.313595599373926
"Q8TB24_IDR_181_218",0.351780318806795
"Q8TB24_IDR_242_581",0.334624081819279
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.260904249889984
"Q8TBA6_IDR_306_350",0.26030840964803
"Q8TBA6_IDR_445_475",0.241185388515945
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.263382157584825
"Q8TBK6_IDR_61_192",0.736617842415175
"Q8TBM8_IDR_220_262",0.443529979804895
"Q8TBM8_IDR_54_90",0.556470020195105
"Q8TBN0_IDR_1_90",0.51710272523543
"Q8TBN0_IDR_92_218",0.48289727476457
"Q8TBP0_IDR_1_31",0.3159430178558
"Q8TBP0_IDR_712_767",0.314330318785274
"Q8TBP0_IDR_91_286",0.369726663358927
"Q8TBP5_IDR_1_118",0.500460804888046
"Q8TBP5_IDR_144_190",0.499539195111954
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.481806213240833
"Q8TBX8_IDR_294_346",0.518193786759167
"Q8TBY8_IDR_191_246",0.315640037699082
"Q8TBY8_IDR_848_894",0.329730382314774
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.549065904845524
"Q8TC41_IDR_175_255",0.450934095154476
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.349686932536868
"Q8TC71_IDR_493_538",0.350331654345295
"Q8TC71_IDR_90_135",0.299981413117837
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.537974464358295
"Q8TCU5_IDR_986_1075",0.462025535641705
"Q8TCU6_IDR_1109_1142",0.479589144549882
"Q8TCU6_IDR_1_44",0.520410855450118
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.532778481787562
"Q8TCY9_IDR_1_65",0.467221518212438
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.473457938857606
"Q8TD94_IDR_266_323",0.526542061142394
"Q8TDB4_IDR_1_43",0.496764168943204
"Q8TDB4_IDR_70_240",0.503235831056796
"Q8TDB6_IDR_196_232",0.355924133818706
"Q8TDB6_IDR_510_556",0.327608918280012
"Q8TDB6_IDR_91_122",0.316466947901281
"Q8TDC0_IDR_1_161",0.500755542721909
"Q8TDC0_IDR_164_218",0.499244457278091
"Q8TDC3_IDR_363_589",0.501773440007014
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.105006947251402
"Q8TDJ6_IDR_1913_2032",0.111868944193924
"Q8TDJ6_IDR_2095_2129",0.106467125996527
"Q8TDJ6_IDR_2393_2442",0.11290629567189
"Q8TDJ6_IDR_2468_2500",0.112055489344089
"Q8TDJ6_IDR_284_332",0.110767266537548
"Q8TDJ6_IDR_416_482",0.120643527678722
"Q8TDJ6_IDR_570_602",0.111153408054574
"Q8TDJ6_IDR_921_963",0.109130995271324
"Q8TDM0_IDR_1_32",0.523271229053209
"Q8TDM0_IDR_178_211",0.476728770946791
"Q8TDM6_IDR_1435_1496",0.203277961998829
"Q8TDM6_IDR_1665_1714",0.220368767804071
"Q8TDM6_IDR_560_612",0.196937702996894
"Q8TDM6_IDR_804_1342",0.188140741194054
"Q8TDM6_IDR_92_187",0.191274826006152
"Q8TDN1_IDR_1_56",0.497069363238452
"Q8TDN1_IDR_476_519",0.502930636761548
"Q8TDN2_IDR_1_40",0.46078463976928
"Q8TDW7_IDR_4177_4353",0.476433357754675
"Q8TDW7_IDR_4355_4541",0.523566642245325
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.202719221485475
"Q8TDX9_IDR_1024_1112",0.220890309203305
"Q8TDX9_IDR_2019_2129",0.194999763227145
"Q8TDX9_IDR_2810_2849",0.186794673038763
"Q8TDX9_IDR_965_1010",0.194596033045311
"Q8TDY2_IDR_1264_1317",0.243068420612186
"Q8TDY2_IDR_1383_1494",0.240987207987197
"Q8TDY2_IDR_221_300",0.271995926638647
"Q8TDY2_IDR_600_806",0.24394844476197
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.504451011053461
"Q8TDY8_IDR_982_1124",0.495548988946539
"Q8TDZ2_IDR_616_705",0.486759619340375
"Q8TDZ2_IDR_752_922",0.513240380659625
"Q8TE12_IDR_157_198",0.513382040083072
"Q8TE12_IDR_246_368",0.486617959916928
"Q8TE49_IDR_77_113",0.473032724290793
"Q8TE85_IDR_405_437",0.38876480550063
"Q8TE85_IDR_467_511",0.310764819226002
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.516389490880636
"Q8TEB1_IDR_515_546",0.483610509119365
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.298312220411498
"Q8TEC5_IDR_442_729",0.333630058411654
"Q8TEC5_IDR_77_121",0.368057721176848
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.264000442142004
"Q8TED9_IDR_317_393",0.271420976126967
"Q8TED9_IDR_514_768",0.231306578411481
"Q8TED9_IDR_76_157",0.233272003319547
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.438891028868743
"Q8TEF2_IDR_94_133",0.561108971131257
"Q8TER5_IDR_1430_1519",0.306520814233124
"Q8TER5_IDR_942_1034",0.325689195139471
"Q8TES7_IDR_1016_1100",0.444753835533446
"Q8TES7_IDR_1_590",0.555246164466554
"Q8TEU7_IDR_1065_1475",0.170866012163026
"Q8TEU7_IDR_121_209",0.176293888745175
"Q8TEU7_IDR_1495_1535",0.166553730218668
"Q8TEU7_IDR_1540_1601",0.163221601029312
"Q8TEU7_IDR_213_247",0.15676838720369
"Q8TEU7_IDR_625_744",0.166296380640128
"Q8TEV9_IDR_212_252",0.342822559367387
"Q8TEV9_IDR_254_369",0.33803006400646
"Q8TEV9_IDR_374_707",0.319147376626153
"Q8TEW0_IDR_145_212",0.233148952877685
"Q8TEW0_IDR_215_260",0.246573111925695
"Q8TEW0_IDR_368_453",0.249587065986276
"Q8TEW0_IDR_686_1334",0.270690869210344
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.277722056718061
"Q8TEW8_IDR_306_377",0.289507841310978
"Q8TF39_IDR_223_389",0.509891450454072
"Q8TF40_IDR_173_204",0.194088755227237
"Q8TF40_IDR_245_325",0.203179564460611
"Q8TF40_IDR_593_748",0.18023028283921
"Q8TF40_IDR_68_114",0.205232660647288
"Q8TF40_IDR_758_969",0.217268736825654
"Q8TF42_IDR_1_34",0.514354615063651
"Q8TF42_IDR_349_380",0.485645384936349
"Q8TF44_IDR_15_50",0.499856512918351
"Q8TF44_IDR_56_298",0.500143487081649
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.52222499443988
"Q8TF50_IDR_160_471",0.47777500556012
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.452052938714712
"Q8WUB2_IDR_1_63",0.547947061285288
"Q8WUB8_IDR_1_64",0.508111715176849
"Q8WUB8_IDR_281_374",0.491888284823151
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.446844095675608
"Q8WUF8_IDR_219_255",0.553155904324392
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.476291920284439
"Q8WUI4_IDR_911_952",0.523708079715561
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.335648979218438
"Q8WV24_IDR_187_242",0.313321141959567
"Q8WV24_IDR_284_401",0.351029878821995
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.521293410653249
"Q8WV37_IDR_37_202",0.478706589346751
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.526035629844154
"Q8WV44_IDR_52_90",0.473964370155846
"Q8WV48_IDR_162_283",0.333571024700808
"Q8WV48_IDR_1_64",0.337885602931059
"Q8WV48_IDR_87_155",0.328543372368133
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.509235380187385
"Q8WV83_IDR_1_60",0.490764619812615
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.234681707432044
"Q8WVB6_IDR_247_277",0.254767804086734
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.247222994048364
"Q8WW38_IDR_204_250",0.253798976143493
"Q8WW38_IDR_275_352",0.2530015216304
"Q8WW38_IDR_358_1117",0.245976508177743
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.261883630807417
"Q8WWQ0_IDR_1430_1821",0.404720928496928
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.471771868952678
"Q8WWT9_IDR_167_223",0.528228131047321
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.537343176424274
"Q8WWW0_IDR_173_204",0.462656823575726
"Q8WWW8_IDR_120_395",0.504729213768394
"Q8WWW8_IDR_397_526",0.495270786231606
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.492909507539946
"Q8WWY3_IDR_338_448",0.507090492460054
"Q8WWY6_IDR_1_76",0.504196351142876
"Q8WWY6_IDR_82_121",0.495803648857124
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.235836623526668
"Q8WXG6_IDR_106_170",0.289892839193646
"Q8WXG6_IDR_437_472",0.235825429506011
"Q8WXG6_IDR_607_938",0.238445107773676
"Q8WXH0_IDR_1031_1105",0.20953329082509
"Q8WXH0_IDR_2353_2393",0.203603317951462
"Q8WXH0_IDR_3982_4491",0.174008036890699
"Q8WXH0_IDR_6349_6495",0.203459050344476
"Q8WXH0_IDR_6770_6832",0.209396303988274
"Q8WXH2_IDR_357_410",0.367007742020815
"Q8WXH2_IDR_424_723",0.632992257979185
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.312709005589575
"Q8WXI2_IDR_417_560",0.35361618174402
"Q8WXI2_IDR_672_905",0.333674812666405
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.342567390205279
"Q8WXW3_IDR_533_581",0.333923717838737
"Q8WXW3_IDR_669_757",0.323508891955983
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.448836376457558
"Q8WXX7_IDR_655_1259",0.551163623542442
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.478191953600891
"Q8WY21_IDR_1_157",0.521808046399109
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.511323822372988
"Q8WY36_IDR_120_925",0.488676177627012
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.510085003315133
"Q8WY54_IDR_492_716",0.489914996684867
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.466560325898815
"Q8WY91_IDR_88_330",0.533439674101185
"Q8WYQ9_IDR_162_804",0.50082782483658
"Q8WYR1_IDR_313_511",0.494598519378278
"Q8WYR1_IDR_565_598",0.505401480621722
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.459240346433087
"Q8WZ19_IDR_281_329",0.540759653566913
"Q8WZ42_IDR_1386_1452",0.0917667684964961
"Q8WZ42_IDR_194_889",0.0793055241741157
"Q8WZ42_IDR_32818_32928",0.0792317643613743
"Q8WZ42_IDR_32971_33260",0.0899016232624104
"Q8WZ42_IDR_33393_33486",0.086541725149756
"Q8WZ42_IDR_33581_33644",0.0782298510331386
"Q8WZ42_IDR_33743_33780",0.0847961784663206
"Q8WZ42_IDR_33872_33966",0.0810282823410275
"Q8WZ42_IDR_34165_34253",0.0920661527066262
"Q8WZ42_IDR_3714_4075",0.0697367671650179
"Q8WZ42_IDR_4170_4272",0.0779502054742499
"Q8WZ42_IDR_9853_12031",0.0894451573694668
"Q8WZ55_IDR_65_162",0.299420738409332
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.333296888024011
"Q92481_IDR_1_81",0.334827963763879
"Q92481_IDR_91_169",0.33187514821211
"Q92502_IDR_1_511",1
