"","GO0030546_signaling_receptor_activator_activity"
"Q7Z6J9_IDR_175_292",1
"Q7Z6K1_IDR_211_243",0.351692337074426
"Q7Z6K1_IDR_279_316",0.321250286783039
"Q7Z6K1_IDR_90_197",0.327057376142535
"Q7Z6L0_IDR_1_262",1
"Q7Z6L1_IDR_402_482",1
"Q7Z6M2_IDR_1_65",1
"Q7Z6M3_IDR_250_313",1
"Q7Z6M4_IDR_326_381",1
"Q7Z6P3_IDR_113_144",0.326901191514582
"Q7Z6P3_IDR_1_39",0.34076207519175
"Q7Z6P3_IDR_279_828",0.332336733293668
"Q7Z6R9_IDR_1_184",0.514985330461681
"Q7Z6R9_IDR_414_452",0.485014669538319
"Q7Z6W7_IDR_235_309",1
"Q7Z6Z6_IDR_268_303",0.464685714131181
"Q7Z6Z6_IDR_396_429",0.535314285868819
"Q7Z6Z7_IDR_1357_1427",0.0709474902181628
"Q7Z6Z7_IDR_1688_1739",0.066656126630776
"Q7Z6Z7_IDR_1902_2061",0.0692570034951231
"Q7Z6Z7_IDR_709_759",0.0675250214407451
"Q7Z6Z7_IDR_973_1037",0.0702421326933304
"Q7Z7A1_IDR_1000_1313",0.153482804520557
"Q7Z7A1_IDR_2170_2325",0.184000531208543
"Q7Z7A1_IDR_256_453",0.162850843944151
"Q7Z7A1_IDR_681_784",0.173675235482857
"Q7Z7A1_IDR_794_843",0.172612199826282
"Q7Z7A3_IDR_277_348",1
"Q7Z7A4_IDR_435_551",1
"Q7Z7B0_IDR_169_199",0.262536071531057
"Q7Z7B0_IDR_1_83",0.234131073540494
"Q7Z7B0_IDR_335_380",0.255094651936355
"Q7Z7B0_IDR_565_1213",0.248238202992094
"Q7Z7B7_IDR_63_95",1
"Q7Z7C7_IDR_205_247",1
"Q7Z7C8_IDR_113_226",0.518613386548331
"Q7Z7C8_IDR_230_310",0.481386613451669
"Q7Z7E8_IDR_1_37",0.508162260647469
"Q7Z7E8_IDR_168_246",0.491837739352531
"Q7Z7F0_IDR_189_225",0.251557029781257
"Q7Z7F0_IDR_1_99",0.248752179540251
"Q7Z7F0_IDR_386_566",0.246842024137129
"Q7Z7M9_IDR_33_437",1
"Q86SE5_IDR_90_291",1
"Q86SE8_IDR_124_214",1
"Q86SF2_IDR_1_148",1
"Q86SG2_IDR_1_31",0.473504253612649
"Q86SG2_IDR_54_109",0.526495746387351
"Q86SG6_IDR_268_306",1
"Q86SH2_IDR_22_86",0.532296774580876
"Q86SH2_IDR_90_318",0.467703225419124
"Q86SJ2_IDR_471_517",1
"Q86SJ6_IDR_1008_1040",0.504450942966655
"Q86SJ6_IDR_857_897",0.495549057033345
"Q86SK9_IDR_1_41",1
"Q86SP6_IDR_1_38",0.308859448020042
"Q86SP6_IDR_226_318",0.3969516914377
"Q86SP6_IDR_459_513",0.294188860542257
"Q86SQ0_IDR_1_598",0.496475628584994
"Q86SQ0_IDR_646_1092",0.503524371415006
"Q86SQ4_IDR_1138_1204",0.505361965052303
"Q86SQ4_IDR_373_404",0.494638034947696
"Q86T90_IDR_34_577",1
"Q86T96_IDR_124_242",0.554238313515856
"Q86T96_IDR_248_427",0.445761686484144
"Q86TB3_IDR_108_355",0.23709417843701
"Q86TB3_IDR_2134_2170",0.263259802372249
"Q86TB3_IDR_358_431",0.255170535220122
"Q86TB3_IDR_437_1787",0.24447548397062
"Q86TB9_IDR_1_402",0.527237195118678
"Q86TB9_IDR_427_470",0.472762804881322
"Q86TC9_IDR_1_258",0.327701810574128
"Q86TC9_IDR_363_412",0.320756840667409
"Q86TC9_IDR_537_880",0.351541348758463
"Q86TE4_IDR_153_346",0.52444386077441
"Q86TE4_IDR_76_119",0.47555613922559
"Q86TH1_IDR_1_44",0.347907579209563
"Q86TH1_IDR_345_452",0.325523813731135
"Q86TH1_IDR_519_561",0.326568607059302
"Q86TI0_IDR_205_286",0.309985145107447
"Q86TI0_IDR_461_724",0.381425170185711
"Q86TI0_IDR_726_756",0.308589684706842
"P51512_IDR_294_337",0.432815602880059
"P51513_IDR_127_169",0.33326182375765
"P51513_IDR_1_46",0.326413528083689
"P51513_IDR_344_419",0.34032464815866
"P51522_IDR_1_94",1
"P51523_IDR_62_206",1
"P51553_IDR_1_50",1
"P51582_IDR_322_365",1
"P51608_IDR_160_486",0.521258578635851
"P51608_IDR_1_93",0.478741421364149
"P51610_IDR_2005_2035",0.355968210596143
"P51610_IDR_404_633",0.339550605447872
"P51610_IDR_892_1808",0.304481183955985
"P51617_IDR_104_192",0.504111047959563
"P51617_IDR_520_659",0.495888952040437
"P51636_IDR_1_43",1
"P51649_IDR_1_50",1
"P51654_IDR_350_381",0.319500003056247
"P51654_IDR_425_462",0.30805923426958
"P51654_IDR_478_580",0.372440762674173
"P51665_IDR_284_324",1
"P51684_IDR_342_374",1
"P51689_IDR_1_36",1
"P51690_IDR_1_34",1
"P51692_IDR_713_787",1
"P51693_IDR_1_49",0.393779342860677
"P51693_IDR_213_325",0.276931959140494
"P51693_IDR_488_581",0.329288697998829
"P51784_IDR_32_73",0.350444476347239
"P51784_IDR_645_712",0.306523726730444
"P51784_IDR_933_963",0.343031796922317
"P51786_IDR_1_163",1
"P51787_IDR_1_100",0.331791457243543
"P51815_IDR_132_362",0.507974567048834
"P51816_IDR_1_1071",0.493132880095312
"P51816_IDR_1194_1231",0.506867119904688
"P51817_IDR_1_40",1
"P51825_IDR_1084_1130",0.499933032865534
"P51825_IDR_1_972",0.500066967134466
"P51826_IDR_1099_1144",0.338367298592319
"P51826_IDR_1_766",0.314417292537277
"P51826_IDR_771_980",0.347215408870404
"P51828_IDR_458_543",1
"P51841_IDR_522_554",1
"P51858_IDR_94_240",1
"P51861_IDR_1_174",1
"P51888_IDR_1_67",1
"P51946_IDR_285_323",1
"P51948_IDR_201_237",1
"P51955_IDR_322_445",1
"P51956_IDR_274_406",0.498937510909678
"P51956_IDR_421_489",0.501062489090322
"P51957_IDR_272_746",1
"P51965_IDR_1_46",1
"P51970_IDR_123_162",1
"P51991_IDR_203_378",1
"P51993_IDR_1_58",1
"P52179_IDR_1_254",1
"P52198_IDR_185_227",1
"P52272_IDR_1_68",0.504604417730416
"P52272_IDR_551_649",0.495395582269584
"P52701_IDR_179_363",0.477494040840154
"P52732_IDR_876_950",0.544736669371882
"P52732_IDR_954_1056",0.455263330628118
"P52736_IDR_54_204",1
"P52737_IDR_48_106",1
"P52738_IDR_61_141",1
"P52739_IDR_113_242",0.492374736506053
"P52739_IDR_562_623",0.507625263493947
"P52740_IDR_1_141",1
"P52741_IDR_1_175",1
"P52742_IDR_64_211",1
"P52746_IDR_1038_1093",0.322261515355818
"P52746_IDR_1_150",0.361606896453445
"P52746_IDR_576_1026",0.316131588190737
"P52747_IDR_172_215",1
"P52756_IDR_1_95",0.237781192508391
"P52756_IDR_387_448",0.255363391137902
"P52756_IDR_500_755",0.240529936844031
"P52756_IDR_757_790",0.266325479509675
"P52757_IDR_156_213",1
"P52797_IDR_170_238",1
"P52798_IDR_156_201",1
"P52799_IDR_167_283",1
"P52803_IDR_165_228",1
"P52815_IDR_1_59",1
"P52823_IDR_1_38",0.612254973704929
"P52823_IDR_203_247",0.387745026295071
"P52824_IDR_1_57",0.50597498189728
"P52824_IDR_264_295",0.49402501810272
"P52952_IDR_1_143",1
"P52954_IDR_1_169",0.547632905130175
"P53350_IDR_1_37",0.497912599206087
"P52954_IDR_176_281",0.452367094869825
"P53350_IDR_327_368",0.502087400793913
"P53355_IDR_715_770",1
"P53365_IDR_1_96",1
"P53367_IDR_1_113",1
"P53396_IDR_425_488",1
"P53420_IDR_1_1452",1
"P53539_IDR_1_338",1
"P53597_IDR_1_35",1
"P53621_IDR_826_904",1
"P53667_IDR_254_321",1
"P53671_IDR_244_313",1
"P53674_IDR_18_48",1
"P53701_IDR_1_99",1
"P53779_IDR_403_464",1
"P53801_IDR_126_180",0.391961708841346
"P53801_IDR_1_39",0.608038291158654
"P54219_IDR_492_525",0.486171250932314
"P54252_IDR_182_361",1
"P54253_IDR_1_568",0.50543698619374
"P54253_IDR_691_789",0.49456301380626
"P54257_IDR_1_95",0.199457066383193
"P54257_IDR_222_311",0.183923803939796
"P54257_IDR_376_489",0.214324012171935
"P54257_IDR_495_633",0.191322482121283
"P54257_IDR_637_671",0.210972635383793
"P54259_IDR_1_1095",0.471705505072435
"P54259_IDR_1132_1190",0.528294494927565
"P54274_IDR_1_65",0.497870706463864
"P54274_IDR_263_380",0.502129293536136
"P54277_IDR_341_566",0.473927811772932
"P54277_IDR_630_693",0.526072188227068
"P54278_IDR_372_609",1
"P54284_IDR_126_176",0.327074521630791
"P54284_IDR_1_38",0.368282572807498
"P54284_IDR_364_484",0.304642905561712
"P54368_IDR_20_64",1
"P55011_IDR_934_1006",0.518377317084022
"P55017_IDR_790_826",0.498422216536152
"P55017_IDR_96_133",0.501577783463848
"P55036_IDR_223_338",0.478247452207367
"P55036_IDR_341_377",0.521752547792633
"P55040_IDR_1_71",1
"P55042_IDR_1_88",1
"P55055_IDR_153_218",0.498421467604775
"P55055_IDR_1_80",0.501578532395226
"P55056_IDR_1_44",1
"P55072_IDR_767_806",1
"P55075_IDR_1_65",1
"P55081_IDR_1_439",1
"P55082_IDR_322_362",1
"P55083_IDR_1_33",1
"P55084_IDR_1_49",1
"P55089_IDR_1_84",1
"P55107_IDR_1_72",0.571594879098685
"P55107_IDR_268_372",0.428405120901315
"P55160_IDR_639_671",1
"P55285_IDR_1_49",1
"P55286_IDR_1_54",1
"P55287_IDR_1_45",1
"P55289_IDR_1_47",1
"P55316_IDR_1_179",0.471778629667217
"P55316_IDR_346_462",0.528221370332783
"P55317_IDR_1_168",0.492949126907628
"P55317_IDR_263_371",0.507050873092372
"P55318_IDR_1_114",0.518243475273373
"P55318_IDR_203_301",0.481756524726627
"P55327_IDR_131_224",0.493213329758931
"P55327_IDR_1_70",0.506786670241069
"P55347_IDR_1_55",0.318341511541514
"P55347_IDR_231_274",0.347107810733929
"P55347_IDR_319_436",0.334550677724557
"P55771_IDR_129_341",1
"P55786_IDR_1_48",1
"P55789_IDR_23_67",1
"P55808_IDR_1_180",1
"P55884_IDR_1_161",1
"P56693_IDR_1_454",1
"P56696_IDR_1_79",0.242377994373595
"P56696_IDR_377_554",0.249469091063352
"P56696_IDR_567_612",0.256696846689687
"P56696_IDR_646_695",0.251456067873366
"P56715_IDR_1023_1053",0.176046950927667
"P56715_IDR_118_149",0.18142806784001
"P56715_IDR_1189_1536",0.154696661538516
"P56715_IDR_1566_1709",0.158612121776839
"P56715_IDR_230_918",0.157001905974269
"P56715_IDR_922_1020",0.172214291942699
"P56746_IDR_186_228",1
"P56747_IDR_189_220",1
"P56748_IDR_191_225",1
"P56749_IDR_201_244",1
"P56750_IDR_190_224",1
"P56856_IDR_200_261",1
"P56880_IDR_188_219",1
"P56915_IDR_1_178",0.540854313288159
"P56915_IDR_210_257",0.459145686711841
"P57078_IDR_329_367",1
"P57081_IDR_363_412",1
"P57082_IDR_1_62",0.504312799135097
"P57082_IDR_242_515",0.495687200864903
"P57086_IDR_1_101",1
"P57087_IDR_266_298",1
"P57103_IDR_1_47",1
"P57105_IDR_102_145",1
"P57679_IDR_248_299",0.232766707116573
"P57679_IDR_52_191",0.223763796891764
"P57679_IDR_648_696",0.269989858730968
"P57679_IDR_719_992",0.273479637260696
"P57682_IDR_1_256",1
"P57723_IDR_315_403",1
"P57727_IDR_1_69",1
"P57735_IDR_181_213",1
"P57737_IDR_388_468",0.485023671356805
"P57737_IDR_862_923",0.514976328643195
"P57739_IDR_188_228",1
"P57740_IDR_1_147",1
"P58012_IDR_141_376",0.511654699069743
"P58012_IDR_1_52",0.488345300930257
"P58107_IDR_2594_2636",0.501191647762206
"P58107_IDR_3130_3164",0.498808352237794
"P58304_IDR_1_361",1
"P58317_IDR_1_38",1
"P58340_IDR_1_123",0.514351528376739
"P58340_IDR_132_268",0.485648471623261
"P58397_IDR_197_241",0.516377305533844
"P58397_IDR_999_1282",0.483622694466156
"P58417_IDR_1_81",1
"P58499_IDR_1_60",1
"P58505_IDR_1_322",1
"P58658_IDR_355_392",1
"P58743_IDR_577_618",1
"P58753_IDR_31_80",1
"P58872_IDR_1_32",1
"P58876_IDR_1_36",1
"P59025_IDR_169_200",0.501187621564466
"P59025_IDR_202_263",0.498812378435534
"P59046_IDR_90_124",1
"P59047_IDR_150_251",1
"P59190_IDR_178_208",1
"P59773_IDR_1_109",1
"P59780_IDR_149_193",1
"P59923_IDR_138_239",0.468744828752439
"P60331_IDR_1_282",1
"P60368_IDR_1_254",1
"P60369_IDR_1_221",1
"P60409_IDR_1_369",1
"P60410_IDR_1_252",1
"P60411_IDR_1_292",1
"P60412_IDR_1_296",1
"P60413_IDR_1_235",1
"P60468_IDR_1_52",1
"P60484_IDR_352_403",1
"P60606_IDR_1_31",1
"P60827_IDR_25_111",1
"P60852_IDR_185_215",0.389513279146816
"P60852_IDR_583_638",0.610486720853183
"P60880_IDR_1_147",1
"P61006_IDR_176_207",1
"P61011_IDR_436_504",1
"P61018_IDR_181_213",1
"P61020_IDR_184_215",1
"P61106_IDR_184_214",1
"P61129_IDR_1_280",0.482401542374092
"P61129_IDR_365_1171",0.517598457625908
"P61218_IDR_1_53",1
"P61244_IDR_80_160",1
"P61247_IDR_233_264",1
"P61278_IDR_1_31",0.545523150100144
"P61278_IDR_59_103",0.454476849899856
"P61812_IDR_254_312",1
"P61925_IDR_14_76",1
"P61927_IDR_1_97",1
"P61978_IDR_1_39",0.478732029500847
"P61978_IDR_276_306",0.521267970499153
"P62191_IDR_1_75",1
"P62241_IDR_1_39",1
"P62256_IDR_153_183",1
"P62266_IDR_1_39",1
"P62269_IDR_122_152",1
"P62314_IDR_84_119",1
"P62318_IDR_84_126",1
"P62324_IDR_129_171",1
"P62424_IDR_1_44",1
"P62491_IDR_182_216",1
"P62508_IDR_14_119",0.494642639911261
"P62508_IDR_195_230",0.505357360088739
"P62633_IDR_1_53",1
"P62750_IDR_1_70",1
"P78312_IDR_151_1222",1
"P78314_IDR_134_447",1
"P78316_IDR_1_420",1
"P78317_IDR_1_126",1
"P78318_IDR_281_319",1
"P78324_IDR_391_425",0.481939561365185
"P78324_IDR_435_504",0.518060438634815
"P78325_IDR_645_824",1
"P78332_IDR_1_452",0.258079945708402
"P78332_IDR_568_653",0.245282635310935
"P78332_IDR_822_948",0.231340394286439
"P78332_IDR_965_1115",0.265297024694224
"P78333_IDR_347_377",0.507071339471958
"P78333_IDR_474_572",0.492928660528042
"P78334_IDR_1_66",0.578245397083773
"P78334_IDR_369_450",0.421754602916227
"P78337_IDR_1_95",0.462292638622567
"P78337_IDR_210_311",0.537707361377433
"P78344_IDR_1_49",0.527572982650204
"P78344_IDR_332_539",0.472427017349795
"P78368_IDR_331_415",0.508906205949797
"P78369_IDR_186_228",1
"P78380_IDR_1_88",1
"P78381_IDR_1_32",0.501498173039068
"P78381_IDR_343_396",0.498501826960932
"P78396_IDR_1_202",1
"P78411_IDR_1_130",0.508609729411484
"P78411_IDR_168_483",0.491390270588516
"P78412_IDR_1_52",0.338021314515195
"P78412_IDR_207_349",0.312945572640073
"P78412_IDR_354_404",0.349033112844732
"P78413_IDR_14_64",0.526724606126313
"P78413_IDR_203_519",0.473275393873687
"P78414_IDR_1_116",0.53125759751548
"P78414_IDR_180_480",0.46874240248452
"P78415_IDR_1_145",0.523143185509425
"P78415_IDR_186_501",0.476856814490575
"P78423_IDR_94_355",1
"P78424_IDR_1_547",1
"P78426_IDR_1_164",0.501981286647451
"P80192_IDR_492_1098",0.545718816212224
"P80297_IDR_1_43",1
"P80303_IDR_1_49",0.549716500668811
"P80303_IDR_359_420",0.450283499331189
"P80404_IDR_1_36",1
"P80723_IDR_1_227",1
"P81133_IDR_345_688",1
"P81172_IDR_1_61",1
"P81274_IDR_431_494",0.239526942533816
"P81274_IDR_498_551",0.243640897053114
"P81274_IDR_553_592",0.249502593122156
"P81274_IDR_638_684",0.267329567290914
"P81277_IDR_1_41",0.558321591239197
"P81277_IDR_44_87",0.441678408760803
"P81408_IDR_1_36",0.319192053384472
"P81408_IDR_142_173",0.375494090660809
"P81408_IDR_205_668",0.305313855954719
"P81877_IDR_77_361",1
"P82094_IDR_31_503",0.425797465241453
"P84157_IDR_1_169",1
"P84243_IDR_1_41",1
"P84550_IDR_272_861",0.474601923640959
"P84550_IDR_37_73",0.525398076359041
"P85037_IDR_1_101",0.352084756080385
"P85299_IDR_1_39",0.514928504531274
"P85037_IDR_208_303",0.341651291346872
"P85037_IDR_395_733",0.306263952572743
"P85298_IDR_416_464",1
"P85299_IDR_232_358",0.485071495468726
"P86452_IDR_1_130",0.260383854692798
"P86452_IDR_187_263",0.254521623912735
"P86452_IDR_323_403",0.247932983661406
"P86452_IDR_806_858",0.23716153773306
"P86478_IDR_1_174",1
"P86479_IDR_1_174",1
"P86480_IDR_1_174",1
"P86481_IDR_1_174",1
"P86496_IDR_1_174",1
"P98073_IDR_1_38",1
"P98088_IDR_3325_3514",0.126738747168626
"P98088_IDR_4739_4776",0.124488000454875
"P98088_IDR_5101_5140",0.128440832409499
"P98088_IDR_5621_5654",0.127412432669723
"P98095_IDR_180_436",1
"P98153_IDR_453_550",1
"P98160_IDR_45_76",1
"P98161_IDR_3349_3547",0.54557095642047
"P98161_IDR_4145_4303",0.45442904357953
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.250123348606685
"P98171_IDR_398_448",0.236721325924855
"P98171_IDR_715_774",0.235929744057561
"P98171_IDR_804_946",0.277225581410899
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.506369399616057
"P98174_IDR_923_961",0.493630600383943
"P98175_IDR_1_126",0.158948500079311
"P98175_IDR_249_297",0.18077985745911
"P98175_IDR_512_560",0.165179255223471
"P98175_IDR_618_762",0.152623654745091
"P98175_IDR_766_870",0.17674262341722
"P98177_IDR_1_100",0.474769441884776
"P98175_IDR_872_907",0.165726109075796
"P98177_IDR_184_474",0.525230558115224
"Q00577_IDR_284_322",0.490179295663155
"Q00587_IDR_1_48",0.360528008319922
"Q00587_IDR_215_377",0.298599208588687
"Q00587_IDR_53_209",0.340872783091391
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.341692922537953
"Q00653_IDR_697_729",0.308458623535618
"Q00653_IDR_851_900",0.349848453926429
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.275568497315766
"Q00722_IDR_1153_1185",0.240053918952801
"Q00722_IDR_461_537",0.220700938118501
"Q00722_IDR_825_1003",0.263676645612931
"Q00839_IDR_41_281",0.446652510731281
"Q00839_IDR_678_708",0.553347489268719
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.485863834348897
"Q008S8_IDR_518_561",0.514136165651103
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.340811520422824
"Q00975_IDR_1869_2335",0.34668047672357
"Q00975_IDR_772_1120",0.312508002853606
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.334836175429598
"Q00987_IDR_209_275",0.334024993313618
"Q00987_IDR_334_431",0.331138831256784
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.379195300309651
"Q00G26_IDR_384_463",0.295155608901123
"Q00G26_IDR_50_200",0.325649090789225
"Q01101_IDR_306_366",0.329696434084783
"Q01101_IDR_374_431",0.335834508122944
"Q01105_IDR_1_39",0.540619296932194
"Q01105_IDR_238_290",0.459380703067806
"Q01113_IDR_13_47",0.537348266618959
"Q01113_IDR_338_382",0.462651733381041
"Q01118_IDR_1644_1682",0.326614700247942
"Q01118_IDR_418_462",0.337355523781927
"Q01118_IDR_776_878",0.336029775970131
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.364169810003759
"Q01167_IDR_162_257",0.330587558399233
"Q01167_IDR_346_660",0.305242631597008
"Q01196_IDR_1_47",0.538235730645377
"Q01196_IDR_330_445",0.461764269354624
"Q01201_IDR_1_52",0.322993172761064
"Q01201_IDR_403_579",0.323156091538657
"Q01201_IDR_65_121",0.353850735700279
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.550671047735228
"Q01780_IDR_135_184",0.343540206904167
"Q01780_IDR_580_659",0.351113501587946
"Q01780_IDR_662_885",0.305346291507887
"Q01804_IDR_194_241",0.240155345906266
"Q01804_IDR_319_701",0.248944363681417
"Q01804_IDR_705_862",0.263764906907608
"Q01804_IDR_864_1114",0.247135383504708
"Q01814_IDR_1151_1243",0.548414893951237
"Q01814_IDR_292_382",0.451585106048763
"Q01826_IDR_1_70",0.201847152027657
"Q01826_IDR_202_234",0.207302396638493
"Q01826_IDR_245_515",0.206311291736246
"Q01826_IDR_562_648",0.204876764338476
"Q01826_IDR_698_763",0.179662395259129
"Q01831_IDR_1_158",0.33033633982345
"Q01831_IDR_325_523",0.331231403606109
"Q01831_IDR_868_940",0.33843225657044
"Q01844_IDR_1_359",0.475676116060705
"Q01844_IDR_448_656",0.524323883939295
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.199099780590343
"Q02086_IDR_1_72",0.208826993060213
"Q02086_IDR_218_298",0.195832424991054
"Q02086_IDR_301_343",0.204651519014934
"Q02086_IDR_362_415",0.191589282343455
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.206291504672415
"Q02224_IDR_2502_2545",0.198851603558149
"Q02224_IDR_2569_2639",0.197229240418062
"Q02224_IDR_2665_2701",0.188536742662247
"Q02224_IDR_360_548",0.209090908689127
"Q02241_IDR_443_498",0.377355175302978
"Q02241_IDR_657_769",0.303431576834003
"Q02241_IDR_783_815",0.319213247863019
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.3294118022579
"Q02297_IDR_215_247",0.354375067683565
"Q02509_IDR_193_255",0.512949824338938
"Q02509_IDR_411_477",0.487050175661062
"Q02535_IDR_1_37",0.471894497610578
"Q02535_IDR_87_119",0.528105502389422
"Q02539_IDR_111_215",0.491973857589706
"Q02539_IDR_1_40",0.508026142410294
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.326282078521726
"Q02641_IDR_1_78",0.342655553525607
"Q02641_IDR_415_598",0.331062367952668
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.509919077064854
"Q03164_IDR_1_1392",0.188623379594703
"Q03164_IDR_1665_1704",0.204691739423362
"Q03164_IDR_1809_1860",0.206928138175431
"Q03164_IDR_2100_2174",0.207688611437735
"Q03164_IDR_2180_3663",0.19206813136877
"Q03167_IDR_757_807",0.51556416549585
"Q03167_IDR_811_851",0.48443583450415
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.539560209884027
"Q03181_IDR_1_69",0.460439790115973
"Q03188_IDR_323_742",0.304423881310854
"Q03188_IDR_47_304",0.330703183637866
"Q03188_IDR_778_815",0.36487293505128
"Q03252_IDR_1_45",0.365423512220226
"Q03252_IDR_404_469",0.309455538054437
"Q03252_IDR_583_616",0.325120949725336
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.207190678588577
"Q03468_IDR_1_91",0.192969441905809
"Q03989_IDR_147_496",0.509681413500574
"Q03989_IDR_1_56",0.490318586499426
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.51368518676043
"Q04323_IDR_43_95",0.48631481323957
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.491081710739275
"Q04637_IDR_993_1236",0.508918289260725
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.471833892563176
"Q04671_IDR_130_199",0.528166107436824
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.503141009477967
"Q04721_IDR_2426_2469",0.496858990522033
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.504258614044348
"Q04725_IDR_97_345",0.495741385955652
"Q04726_IDR_113_361",0.568541108412295
"Q04726_IDR_45_87",0.431458891587705
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.525373128800565
"Q05066_IDR_1_59",0.474626871199435
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.319386064530308
"Q05086_IDR_389_423",0.341078560135835
"Q05086_IDR_81_123",0.339535375333857
"Q05193_IDR_498_651",0.471160479552486
"Q05193_IDR_748_864",0.528839520447514
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.518480130291178
"Q05215_IDR_545_589",0.481519869708822
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.346586445671538
"Q05397_IDR_689_730",0.344610274719357
"Q05397_IDR_763_920",0.308803279609104
"Q05469_IDR_1_297",0.493945751319811
"Q05469_IDR_822_934",0.506054248680189
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.517700222610799
"Q05940_IDR_53_125",0.482299777389201
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.329361441117423
"Q05BQ5_IDR_562_628",0.330075095275362
"Q05BQ5_IDR_77_135",0.340563463607215
"Q05BV3_IDR_1277_1357",0.497716554620039
"Q05BV3_IDR_600_671",0.502283445379961
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.344688637289944
"Q05D60_IDR_39_252",0.312559535281773
"Q05D60_IDR_397_564",0.342751827428283
"Q05DH4_IDR_527_846",0.445226095426008
"Q05DH4_IDR_948_995",0.554773904573992
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.495273801099984
"Q06190_IDR_258_706",0.504726198900016
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.588876688726964
"Q06418_IDR_856_890",0.411123311273036
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.500414396021712
"Q06710_IDR_383_450",0.499585603978288
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.471365374504775
"Q06787_IDR_409_632",0.528634625495225
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.317439322668897
"Q06945_IDR_1_65",0.331312193369244
"Q06945_IDR_72_114",0.351248483961859
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.49769906616753
"Q07065_IDR_372_483",0.50230093383247
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.337841167446463
"Q07157_IDR_271_396",0.34339147190935
"Q07157_IDR_806_1627",0.318767360644188
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.546660361200406
"Q07864_IDR_1935_1971",0.453339638799594
"Q07869_IDR_166_207",0.531385808399961
"Q07869_IDR_1_96",0.468614191600039
"Q07889_IDR_1020_1333",1
