"","GO0045944_positive_regulation_of_transcription_by_RNA_polymerase_II"
"Q27J81_IDR_346_523",0.553331985354839
"Q27J81_IDR_933_1244",0.446668014645162
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.353803309007775
"Q2I0M5_IDR_152_189",0.322193651964331
"Q2LD37_IDR_1779_1814",0.0541851290007507
"Q2LD37_IDR_1915_1993",0.0595430583436146
"Q2LD37_IDR_2161_2427",0.0639802416043247
"Q2LD37_IDR_2596_2696",0.0537610876689506
"Q2LD37_IDR_2725_2769",0.0594957776341123
"Q2LD37_IDR_2929_2963",0.0586629594286223
"Q2LD37_IDR_3482_3548",0.0676943362215364
"Q2LD37_IDR_3563_3787",0.0599255746879126
"Q2LD37_IDR_3816_3865",0.0542676602124946
"Q2LD37_IDR_3893_3956",0.0535888991084827
"Q2LD37_IDR_3998_4030",0.0542278574506409
"Q2LD37_IDR_4094_4145",0.0606011323748948
"Q2LD37_IDR_4288_4396",0.0673435586514345
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.491735053674466
"Q2M1P5_IDR_345_1039",0.508264946325534
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.486659704780155
"Q2M3C7_IDR_1139_1293",0.132615711986921
"Q2M3C7_IDR_1327_1603",0.137982127556953
"Q2M3C7_IDR_456_674",0.134206934316739
"Q2M3C7_IDR_677_717",0.147575905925629
"Q2M3C7_IDR_723_1136",0.16150614957191
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.499695921413843
"Q2MJR0_IDR_243_292",0.500304078586157
"Q2MKA7_IDR_1_31",0.352421554377765
"Q2MKA7_IDR_146_177",0.33500968307176
"Q2MKA7_IDR_207_263",0.312568762550475
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.332183942737405
"Q2NKQ1_IDR_473_531",0.337419786327585
"Q2NKQ1_IDR_671_923",0.33039627093501
"Q2PPJ7_IDR_1486_1523",0.266213981285039
"Q2Q1W2_IDR_122_192",0.587470923868919
"Q2Q1W2_IDR_21_53",0.412529076131081
"Q2QGD7_IDR_1_78",0.204950742317044
"Q2QGD7_IDR_460_537",0.22113930640948
"Q2QGD7_IDR_595_710",0.198157944563594
"Q2QGD7_IDR_713_751",0.191052951328892
"Q2QGD7_IDR_82_174",0.18469905538099
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.509962497876237
"Q2T9K0_IDR_443_475",0.490037502123763
"Q2T9L4_IDR_200_293",0.509076583217761
"Q2T9L4_IDR_58_196",0.490923416782239
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.487495186455531
"Q2TAC6_IDR_642_998",0.512504813544469
"Q2TAK8_IDR_102_405",0.485163772944358
"Q2TAK8_IDR_527_563",0.514836227055642
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.384911708674661
"Q2TAL8_IDR_194_241",0.320048538717683
"Q2TBE0_IDR_509_542",0.508630545015109
"Q2UY09_IDR_1002_1069",0.526426520123613
"Q2UY09_IDR_204_782",0.473573479876387
"Q2V2M9_IDR_1265_1364",0.531185484400381
"Q2V2M9_IDR_325_784",0.468814515599618
"Q2VIQ3_IDR_438_557",0.250226666085589
"Q2VIQ3_IDR_564_602",0.238604362867633
"Q2VIQ3_IDR_604_817",0.248904802798663
"Q2VIQ3_IDR_893_1234",0.262264168248115
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.329156968012297
"Q2VWP7_IDR_1089_1150",0.315908780307835
"Q2VWP7_IDR_974_1029",0.354934251679867
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.498130954571661
"Q2VYF4_IDR_40_119",0.501869045428339
"Q2WGJ9_IDR_1094_1134",0.191152423076074
"Q2WGJ9_IDR_1161_1270",0.194170860504014
"Q2WGJ9_IDR_1_77",0.211897690300235
"Q2WGJ9_IDR_417_457",0.191100432102692
"Q2WGJ9_IDR_516_550",0.211678594016985
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.332637201157632
"Q32P44_IDR_47_210",0.501355263922938
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.29804867174818
"Q33E94_IDR_486_599",0.381981920860284
"Q33E94_IDR_638_671",0.319969407391536
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.249443583362401
"Q3B7T1_IDR_213_299",0.244500149716065
"Q3B7T1_IDR_517_584",0.241623051124531
"Q3B7T1_IDR_620_672",0.264433215797003
"Q3B7T3_IDR_1_45",0.466185803163449
"Q3B7T3_IDR_58_259",0.533814196836551
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.544572202630851
"Q3C1V8_IDR_67_128",0.455427797369149
"Q3L8U1_IDR_1715_1770",0.163520016756245
"Q3L8U1_IDR_2003_2897",0.271868791072853
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.489628613569639
"Q3MII6_IDR_454_604",0.510371386430361
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.505016511773995
"Q3MJ13_IDR_700_785",0.494983488226005
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.48736533223507
"Q3SY00_IDR_492_556",0.51263466776493
"Q3V6T2_IDR_1209_1871",0.299740948499889
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.34100089234599
"Q3YBR2_IDR_355_411",0.324863323166682
"Q3YBR2_IDR_83_166",0.334135784487328
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.544631033341607
"Q3ZCQ8_IDR_321_353",0.455368966658393
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.50323086648915
"Q3ZCX4_IDR_93_157",0.49676913351085
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.496616738633286
"Q401N2_IDR_377_412",0.503383261366714
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.51151675444171
"Q460N5_IDR_98_140",0.48848324555829
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.331768648509133
"Q496Y0_IDR_1_65",0.337866245637444
"Q496Y0_IDR_361_454",0.330365105853423
"Q499Z3_IDR_140_198",0.504635472354399
"Q499Z3_IDR_1_42",0.495364527645601
"Q499Z4_IDR_1_256",0.479688347140192
"Q499Z4_IDR_258_310",0.520311652859808
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.417128272804328
"Q49A92_IDR_133_489",0.582871727195672
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.501814489196914
"Q4G0M1_IDR_89_189",0.498185510803086
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.174196190872253
"Q4G0P3_IDR_2102_2188",0.168015774710027
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.165804143985677
"Q4G0P3_IDR_2485_2561",0.161584164358743
"Q4G0P3_IDR_2649_2734",0.168239003940153
"Q4G0P3_IDR_3215_3252",0.162160722133146
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.346547889263571
"Q4LE39_IDR_268_303",0.309112198915389
"Q4LE39_IDR_405_1306",0.365519883672233
"Q4LEZ3_IDR_111_155",0.5478791691768
"Q4LEZ3_IDR_1_53",0.4521208308232
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.510044654800943
"Q4V328_IDR_517_792",0.489955345199057
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.512805702544975
"Q4VC44_IDR_73_108",0.487194297455025
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.273311316626802
"Q4ZG55_IDR_279_342",0.261767591656736
"Q4ZG55_IDR_44_74",0.233450526874794
"Q4ZG55_IDR_625_655",0.231470564841668
"Q4ZHG4_IDR_1_36",0.334114697184068
"Q4ZHG4_IDR_1532_1587",0.347324563625865
"Q4ZHG4_IDR_372_1527",0.318560739190068
"Q4ZIN3_IDR_1_34",0.558650993217635
"Q4ZIN3_IDR_467_620",0.441349006782365
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.246281871916572
"Q502W6_IDR_1191_1294",0.251088380873785
"Q502W6_IDR_1_31",0.244185665309065
"Q502W6_IDR_711_805",0.258444081900577
"Q502W7_IDR_1_219",0.238953575650956
"Q502W7_IDR_228_335",0.283313364901116
"Q502W7_IDR_353_395",0.249604637647226
"Q502W7_IDR_502_554",0.228128421800702
"Q504T8_IDR_103_313",0.517180487560814
"Q52WX2_IDR_1_39",0.527564584814728
"Q52WX2_IDR_320_410",0.472435415185272
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.343653184767206
"Q53EQ6_IDR_189_220",0.33945331990971
"Q53EQ6_IDR_538_583",0.316893495323084
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.336774257653494
"Q53EZ4_IDR_247_302",0.335415950118747
"Q53EZ4_IDR_384_432",0.327809792227759
"Q53F19_IDR_1_74",0.313071927459223
"Q53F19_IDR_183_256",0.280772767962957
"Q53F19_IDR_282_574",0.40615530457782
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.506290003866857
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.496109834049529
"Q53LP3_IDR_85_261",0.503890165950471
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.531072751729579
"Q53QZ3_IDR_194_248",0.468927248270421
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.574823940634125
"Q53SZ7_IDR_314_412",0.425176059365875
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.326833113250026
"Q53TS8_IDR_250_345",0.345105378612063
"Q53TS8_IDR_354_587",0.328061508137911
"Q562E7_IDR_1017_1219",0.227374880056322
"Q562E7_IDR_1522_1555",0.253617147842184
"Q562E7_IDR_607_715",0.253013100582398
"Q587J7_IDR_1096_1166",0.495138920570069
"Q587J7_IDR_214_381",0.504861079429931
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.353442542236581
"Q58A45_IDR_278_390",0.304205495660135
"Q58A45_IDR_72_274",0.342351962103283
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.380176535703689
"Q58EX7_IDR_33_177",0.313913820153199
"Q58EX7_IDR_631_730",0.305909644143113
"Q58F21_IDR_136_267",0.36296824322688
"Q58F21_IDR_379_521",0.324176402660305
"Q58F21_IDR_578_917",0.312855354112815
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0543260315496172
"Q5CZC0_IDR_2938_2968",0.0517789189793767
"Q5CZC0_IDR_3135_3189",0.0598040011338334
"Q5CZC0_IDR_3193_3263",0.0572055504630815
"Q5CZC0_IDR_3626_3656",0.0559427838012785
"Q5CZC0_IDR_3871_3956",0.058565116888778
"Q5CZC0_IDR_5399_5673",0.0586101507251782
"Q5CZC0_IDR_5692_5777",0.0505059136769903
"Q5CZC0_IDR_5850_5904",0.0539620805864322
"Q5CZC0_IDR_6548_6794",0.0534677399779908
"Q5CZC0_IDR_6796_6835",0.0574392875955197
"Q5CZC0_IDR_6849_6907",0.056216230891293
"Q5D1E8_IDR_1_45",0.262598396758706
"Q5D1E8_IDR_296_435",0.244809558933928
"Q5D1E8_IDR_512_542",0.245864649273866
"Q5D1E8_IDR_91_131",0.2467273950335
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.334540599396202
"Q5GH73_IDR_197_229",0.328476724552509
"Q5GH73_IDR_515_558",0.336982676051289
"Q5GH76_IDR_1_104",0.355425201012547
"Q5GH76_IDR_175_245",0.335428109179822
"Q5GH76_IDR_521_565",0.309146689807631
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.308501537625222
"Q5HYW2_IDR_251_1225",0.391134249914941
"Q5HYW2_IDR_60_249",0.300364212459837
"Q5HYW3_IDR_1_150",0.484823181644373
"Q5HYW3_IDR_315_493",0.515176818355627
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.519472652673144
"Q5JSL3_IDR_1189_1272",0.267697249132402
"Q5JSL3_IDR_1_31",0.24019698031264
"Q5JSL3_IDR_1337_1386",0.250486401333344
"Q5JSL3_IDR_277_308",0.241619369221615
"Q5JSP0_IDR_1_154",0.498870887781619
"Q5JSP0_IDR_482_527",0.501129112218381
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.584756499002293
"Q5JT82_IDR_350_389",0.415243500997707
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.260468565031369
"Q5JWR5_IDR_1992_2027",0.255888131072703
"Q5JWR5_IDR_695_728",0.236895163466569
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.483416338137377
"Q5JX71_IDR_51_109",0.516583661862623
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.36014716543781
"Q5PRF9_IDR_390_469",0.272542299966842
"Q5PRF9_IDR_536_694",0.367310534595348
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.250607652991962
"Q5QGS0_IDR_1_541",0.251710570444988
"Q5QGS0_IDR_579_1282",0.49768177656305
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.485855503425494
"Q5SSJ5_IDR_417_553",0.514144496574506
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.543948589857083
"Q5SV97_IDR_668_702",0.456051410142917
"Q5SVQ8_IDR_1_347",0.513802088374402
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.490252062260041
"Q5SZB4_IDR_293_393",0.509747937739959
"Q5SZD1_IDR_102_152",0.47932673328782
"Q5SZD1_IDR_1_80",0.52067326671218
"Q5SZJ8_IDR_1_71",0.4770558491201
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.5229441508799
"Q5SZL2_IDR_1_499",0.501862768401037
"Q5SZL2_IDR_662_706",0.498137231598963
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.110194149074474
"Q5T011_IDR_1358_1414",0.108222154360751
"Q5T011_IDR_1466_1556",0.106271945068185
"Q5T011_IDR_1632_1667",0.113099856559144
"Q5T011_IDR_1803_1907",0.11878872647675
"Q5T011_IDR_2109_2151",0.107244689268789
"Q5T011_IDR_2400_2513",0.114472911777501
"Q5T011_IDR_2864_2903",0.106290790456875
"Q5T011_IDR_698_731",0.115414776957532
"Q5T124_IDR_1_71",0.515911205010514
"Q5T124_IDR_474_520",0.484088794989486
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.255795065785467
"Q5T1B0_IDR_1_55",0.254801754386625
"Q5T1B0_IDR_819_884",0.249449725106249
"Q5T1B0_IDR_887_1012",0.239953454721659
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.52247045256266
"Q5T1M5_IDR_818_1219",0.47752954743734
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.525513295993426
"Q5T1Q4_IDR_360_408",0.474486704006574
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.496353672518375
"Q5T1V6_IDR_580_619",0.503646327481625
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.486709546022055
"Q5T4F4_IDR_1_31",0.497034464951418
"Q5T4F4_IDR_235_346",0.502965535048583
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.142662087208108
"Q5T4S7_IDR_1731_1783",0.138684017023926
"Q5T4S7_IDR_2437_2470",0.153634785160915
"Q5T4S7_IDR_429_465",0.14015451197563
"Q5T4S7_IDR_598_635",0.142774546033306
"Q5T5X7_IDR_484_531",0.247712349046275
"Q5T5X7_IDR_647_705",0.22269302955025
"Q5T5Y3_IDR_347_701",0.477654908455165
"Q5T5Y3_IDR_705_1460",0.522345091544835
"Q5T601_IDR_1_40",0.498820049826632
"Q5T601_IDR_855_890",0.501179950173368
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.262714891339261
"Q5T681_IDR_41_77",0.244204320690013
"Q5T7P8_IDR_141_227",0.507735401900788
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.238135810244915
"Q5T7W0_IDR_1_99",0.245121671123678
"Q5T7W0_IDR_211_255",0.242021584057135
"Q5T7W0_IDR_282_460",0.274720934574272
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.325026805206997
"Q5T848_IDR_1_73",0.304895219429716
"Q5T848_IDR_669_1168",0.370077975363287
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.246307198644724
"Q5TAP6_IDR_285_594",0.304025590889426
"Q5TAP6_IDR_51_83",0.219195654250476
"Q5TAP6_IDR_735_766",0.230471556215374
"Q5TAQ9_IDR_1_135",0.501064261647091
"Q5TAQ9_IDR_553_597",0.498935738352909
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.173712087677187
"Q5TCQ9_IDR_815_847",0.187445429135975
"Q5TCQ9_IDR_941_1002",0.155055480765845
"Q5TCS8_IDR_1039_1079",0.165963635276592
"Q5TCS8_IDR_1191_1255",0.177981879364284
"Q5TCS8_IDR_186_226",0.16994686131733
"Q5TCS8_IDR_488_576",0.160483033689008
"Q5TCS8_IDR_697_810",0.168373936229083
"Q5TCS8_IDR_893_925",0.157250654123703
"Q5TCX8_IDR_1_38",0.487718563770874
"Q5TF39_IDR_410_518",0.513770773964623
"Q5TF58_IDR_1_183",0.329108860076744
"Q5TF58_IDR_312_362",0.363096937482909
"Q5TF58_IDR_481_517",0.307794202440347
"Q5TFG8_IDR_143_222",0.510848438466171
"Q5TFG8_IDR_42_127",0.489151561533829
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.514534874506125
"Q5TGY1_IDR_524_634",0.485465125493875
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.188483711589579
"Q5TH69_IDR_1413_1443",0.191333654047438
"Q5TH69_IDR_179_212",0.198518888618756
"Q5TH69_IDR_1944_2105",0.216146201054119
"Q5TH69_IDR_464_660",0.205517544690109
"Q5TH74_IDR_1_75",0.491267810999926
"Q5TH74_IDR_96_267",0.508732189000074
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.479519573162332
"Q5U4P2_IDR_1_49",0.520480426837668
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.37045811017454
"Q5U5X8_IDR_65_452",0.62954188982546
"Q5U5Z8_IDR_108_140",0.338222862309661
"Q5U5Z8_IDR_36_77",0.327466041984761
"Q5U5Z8_IDR_696_889",0.334311095705578
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.49836169097144
"Q5U651_IDR_257_369",0.50163830902856
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.511403348226179
"Q5UCC4_IDR_193_224",0.488596651773821
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.217785208794029
"Q5VT52_IDR_147_252",0.307758534392205
"Q5VT52_IDR_294_1443",0.692241465607795
"Q5VT97_IDR_1032_1082",0.443282297609329
"Q5VT97_IDR_1_652",0.556717702390671
"Q5VTB9_IDR_31_71",0.466405222608134
"Q5VTB9_IDR_75_492",0.533594777391866
"Q5VTD9_IDR_1_104",0.50888604545377
"Q5VTD9_IDR_113_148",0.49111395454623
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.273461208597918
"Q5VTH9_IDR_165_217",0.256402342043915
"Q5VTH9_IDR_333_387",0.231946904908307
"Q5VTH9_IDR_430_465",0.23818954444986
"Q5VTJ3_IDR_300_375",0.512759154651232
"Q5VTJ3_IDR_45_255",0.487240845348768
"Q86VV4_IDR_411_465",0.331285921711632
"Q86VV4_IDR_46_283",0.331152767681592
"Q86VV8_IDR_120_165",0.327363725292313
"Q86VV8_IDR_1531_1565",0.352431563116379
"Q86VV8_IDR_279_360",0.320204711591308
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.474302741332961
"Q86VW2_IDR_485_580",0.525697258667039
"Q86VY4_IDR_1_200",0.494600508534144
"Q86VY4_IDR_387_417",0.505399491465856
"Q86VY9_IDR_1_51",0.332199223702314
"Q86VY9_IDR_60_104",0.34175890132541
"Q86WG3_IDR_1_150",0.61279911192705
"Q86WG3_IDR_330_371",0.38720088807295
"Q86WG5_IDR_1027_1103",0.247314758193916
"Q86WG5_IDR_1269_1305",0.242967690396264
"Q86WG5_IDR_1670_1731",0.262859284020419
"Q86WG5_IDR_770_807",0.2468582673894
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.48906624631493
"Q86WK6_IDR_448_485",0.51093375368507
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.495258550906608
"Q86WN1_IDR_609_690",0.504741449093392
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.523196391940033
"Q86WR6_IDR_1_42",0.476803608059967
"Q86WR7_IDR_1_50",0.52143072478006
"Q86WR7_IDR_73_399",0.47856927521994
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.352757478635006
"Q86XD5_IDR_146_332",0.647242521364994
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.468891217576053
"Q86XF7_IDR_184_214",0.531108782423947
"Q86XH1_IDR_344_382",0.493830585024238
"Q86XH1_IDR_459_491",0.506169414975762
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.546570521357324
"Q86XK3_IDR_75_146",0.453429478642676
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.477429688582155
"Q86XZ4_IDR_84_244",0.522570311417845
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.240421871362892
"Q86Y13_IDR_1_85",0.229697302089114
"Q86Y13_IDR_587_752",0.279842656101729
"Q86Y13_IDR_953_1029",0.250038170446265
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.187364958631898
"Q86Y26_IDR_1_55",0.212728886559631
"Q86Y26_IDR_287_377",0.206248077441828
"Q86Y26_IDR_379_868",0.202507371904832
"Q86Y26_IDR_870_1132",0.191150705461811
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.607039413571583
"Q86YF9_IDR_609_849",0.262449463167887
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.51542529628536
"Q86YJ5_IDR_267_306",0.48457470371464
"Q86YJ7_IDR_440_475",0.339597144681452
"Q86YJ7_IDR_491_525",0.327143084982544
"Q86YJ7_IDR_535_582",0.333259770336004
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.460158583192543
"Q86YN6_IDR_98_897",0.539841416807457
"Q86YP4_IDR_1_436",0.417986467920795
"Q86YP4_IDR_465_633",0.582013532079205
"Q86YR6_IDR_1_94",0.4706564640616
"Q86YR6_IDR_363_536",0.5293435359384
"Q86YR7_IDR_530_616",0.512582669406039
"Q86YR7_IDR_963_1114",0.487417330593961
"Q86YS3_IDR_495_564",0.536991626896179
"Q86YS3_IDR_84_347",0.463008373103821
"Q86Z02_IDR_661_906",0.292486264928757
"Q86Z02_IDR_909_1104",0.242767546669677
"Q86Z20_IDR_1_511",1
