"","GO0008380_RNA_splicing"
"Q14444_IDR_1_48",0.427219419919793
"Q14444_IDR_247_709",0.572780580080207
"Q14449_IDR_1_104",0.493103558585772
"Q14449_IDR_355_432",0.506896441414228
"Q14451_IDR_1_98",0.498497815090408
"Q14451_IDR_354_427",0.501502184909592
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.518546534913601
"Q14527_IDR_1_53",0.236459275424898
"Q14527_IDR_172_204",0.242754515272241
"Q14527_IDR_321_394",0.264905202886279
"Q14527_IDR_397_473",0.255881006416582
"Q14532_IDR_1_51",0.498825048771709
"Q14532_IDR_405_448",0.501174951228291
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.493520369728809
"Q14541_IDR_86_131",0.506479630271191
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.116894525515859
"Q14562_IDR_151_260",0.644995890867421
"Q14562_IDR_328_405",0.122400805090879
"Q14562_IDR_95_148",0.115708778525841
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.330045331527903
"Q14571_IDR_926_964",0.320125484806097
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.202528442751373
"Q14643_IDR_1707_1737",0.185401465438577
"Q14643_IDR_1756_1796",0.19746969682474
"Q14643_IDR_1886_1966",0.224561507960509
"Q14643_IDR_911_975",0.190038887024801
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.325085571781932
"Q14667_IDR_2035_2109",0.322928314090268
"Q14667_IDR_2183_2235",0.3519861141278
"Q14669_IDR_1_408",0.616196938217645
"Q14669_IDR_938_1083",0.383803061782355
"Q14671_IDR_17_558",0.198410876206991
"Q14671_IDR_570_646",0.200516378222422
"Q14671_IDR_663_727",0.207620138533412
"Q14671_IDR_740_779",0.199017060687415
"Q14690_IDR_1401_1585",0.522058146158749
"Q14690_IDR_1_68",0.477941853841251
"Q14692_IDR_1222_1282",0.238556346293906
"Q14692_IDR_1_47",0.247746582184416
"Q14692_IDR_397_744",0.270548629223418
"Q14692_IDR_762_844",0.24314844229826
"Q14693_IDR_105_457",0.500194652083397
"Q14693_IDR_559_621",0.499805347916603
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.422834286644008
"Q14696_IDR_193_234",0.577165713355992
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.448993443310088
"Q14699_IDR_435_578",0.551006556689912
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.504505697253199
"Q14738_IDR_518_574",0.495494302746801
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.456100140357585
"Q14761_IDR_92_188",0.543899859642415
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.342813101953371
"Q14766_IDR_212_328",0.338264461209623
"Q14766_IDR_758_817",0.318922436837006
"Q14767_IDR_233_296",0.46029568623932
"Q14767_IDR_45_165",0.53970431376068
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.52168310520637
"Q14774_IDR_53_173",0.47831689479363
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.11579023333642
"Q14789_IDR_1442_1474",0.135390942567877
"Q14789_IDR_1584_1873",0.135937995309962
"Q14789_IDR_205_718",0.115818768342478
"Q14789_IDR_2763_2798",0.123289063822163
"Q14789_IDR_871_1329",0.132811584756754
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.327080162036129
"Q14865_IDR_243_323",0.347786588942717
"Q14865_IDR_410_1030",0.325133249021154
"Q14872_IDR_1_169",0.334510011085533
"Q14872_IDR_232_558",0.302051520360686
"Q14872_IDR_639_714",0.363438468553782
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.489325387179129
"Q14934_IDR_691_872",0.510674612820871
"Q14938_IDR_188_221",0.3311607382114
"Q14938_IDR_223_406",0.342473413732542
"Q14938_IDR_410_502",0.326365848056058
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.214189252461015
"Q14966_IDR_1_906",0.418704563230113
"Q14966_IDR_1939_1978",0.193952651333893
"Q14966_IDR_939_1024",0.17315353297498
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.541705964974455
"Q14BN4_IDR_292_527",0.244660378310217
"Q14BN4_IDR_537_567",0.260670497424759
"Q14BN4_IDR_679_734",0.25399547101296
"Q14BN4_IDR_797_828",0.240673653252065
"Q14C86_IDR_445_514",0.527124772582033
"Q14C86_IDR_521_1117",0.472875227417967
"Q14C87_IDR_800_911",0.539607257621034
"Q14C87_IDR_944_1069",0.460392742378966
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.478357599883777
"Q14CN4_IDR_455_511",0.521642400116223
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.518675729162782
"Q14CW9_IDR_51_84",0.481324270837218
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.335073864421186
"Q15020_IDR_583_694",0.390585634633494
"Q15020_IDR_879_950",0.27434050094532
"Q15021_IDR_1296_1401",0.380237231237893
"Q15021_IDR_547_611",0.299210580943502
"Q15021_IDR_953_988",0.320552187818606
"Q15022_IDR_1_78",0.347527895609706
"Q15022_IDR_366_423",0.312041305669697
"Q15022_IDR_689_739",0.340430798720597
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.488773257124282
"Q15027_IDR_524_568",0.511226742875718
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.334656878619396
"Q15032_IDR_259_640",0.382768686487907
"Q15032_IDR_761_979",0.282574434892697
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.243724944002907
"Q15059_IDR_417_570",0.275232961095495
"Q15059_IDR_641_726",0.257179527761715
"Q15061_IDR_409_458",0.392519436293518
"Q15061_IDR_600_677",0.607480563706482
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.332826884651266
"Q15111_IDR_1_103",0.327055065437494
"Q15111_IDR_545_575",0.340118049911241
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.348591019466139
"Q15139_IDR_196_252",0.334220136663007
"Q15139_IDR_329_419",0.317188843870854
"Q15147_IDR_456_556",0.485310586346346
"Q15147_IDR_839_1103",0.514689413653654
"Q15291_IDR_408_538",0.483746693554685
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.513966336852718
"Q15303_IDR_990_1150",0.486033663147282
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.572552036144312
"Q15311_IDR_378_655",0.427447963855688
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.563040246181342
"Q15329_IDR_233_311",0.436959753818658
"Q15334_IDR_645_719",0.512301536075406
"Q15334_IDR_955_1064",0.487698463924594
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.316202530167755
"Q15361_IDR_129_499",0.369374908131225
"Q15361_IDR_868_905",0.31442256170102
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.480157650292569
"Q15431_IDR_706_946",0.519842349707431
"Q15434_IDR_1_53",0.506262697281879
"Q15434_IDR_370_407",0.493737302718121
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.237081930142555
"Q15459_IDR_1_37",0.251842475654159
"Q15459_IDR_316_406",0.279694737327043
"Q15459_IDR_532_689",0.231380856876244
"Q15464_IDR_1_187",0.491895425254558
"Q15464_IDR_189_387",0.508104574745442
"Q15465_IDR_1_41",0.488164105616972
"Q15465_IDR_395_427",0.511835894383028
"Q15468_IDR_1074_1270",0.519931446380625
"Q15468_IDR_372_1067",0.480068553619375
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.520075443183391
"Q15596_IDR_376_1433",0.479924556816609
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.462753826597471
"Q155Q3_IDR_460_598",0.537246173402529
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.495533495338071
"Q15633_IDR_230_260",0.504466504661929
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.458706917476547
"Q15642_IDR_472_538",0.541293082523453
"Q15643_IDR_1175_1215",0.125855823944598
"Q15643_IDR_1224_1360",0.117440480619976
"Q15643_IDR_1_422",0.120267329974998
"Q15643_IDR_1814_1950",0.113830715361984
"Q15643_IDR_437_468",0.127250157468073
"Q15643_IDR_590_642",0.136032610328492
"Q15643_IDR_836_899",0.128787059302067
"Q15643_IDR_970_1011",0.130535822999813
"Q15699_IDR_153_225",0.339078089018435
"Q15699_IDR_228_326",0.328369911885685
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.533286873144519
"Q15723_IDR_302_434",0.466713126855481
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.436725665482227
"Q15735_IDR_842_1006",0.563274334517773
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.324209000552298
"Q15742_IDR_1_35",0.345403796532931
"Q15742_IDR_354_525",0.330387202914771
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.199402010817529
"Q15746_IDR_1767_1803",0.19532332555171
"Q15746_IDR_257_333",0.206154741501655
"Q15746_IDR_367_408",0.194638000617707
"Q15746_IDR_920_1094",0.204481921511399
"Q15784_IDR_194_382",0.436625820143202
"Q15788_IDR_1_33",0.527693794845835
"Q15788_IDR_368_1392",0.472306205154165
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.224311104256805
"Q15811_IDR_312_380",0.273006776822522
"Q15811_IDR_660_737",0.275125508461951
"Q15811_IDR_808_910",0.227556610458723
"Q15814_IDR_138_177",0.453794603535074
"Q15814_IDR_1_55",0.546205396464926
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.515561280374104
"Q15842_IDR_361_424",0.484438719625896
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.495407055379224
"Q15849_IDR_443_550",0.504592944620776
"Q15911_IDR_1046_1087",0.0935430159619753
"Q15911_IDR_1107_1958",0.0813595687640603
"Q15911_IDR_1961_2643",0.0938408649856845
"Q15911_IDR_2690_2728",0.0965086286661272
"Q15911_IDR_2741_2948",0.0996319442166838
"Q15911_IDR_2998_3465",0.0882031068647018
"Q15911_IDR_345_949",0.0840547153394755
"Q15911_IDR_3468_3703",0.088299401859937
"Q15911_IDR_951_1039",0.0898704593097209
"Q15915_IDR_1_165",0.491947303782763
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.477530197751927
"Q16322_IDR_469_511",0.522469802248073
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.499683627614323
"Q16352_IDR_413_499",0.500316372385677
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.252638239016642
"Q16512_IDR_345_386",0.262325679028519
"Q16512_IDR_525_608",0.245705330947969
"Q16512_IDR_96_167",0.23933075100687
"Q16513_IDR_109_169",0.327063019346613
"Q16513_IDR_486_516",0.350742488982204
"Q16513_IDR_523_649",0.322194491671183
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.51724451445581
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.511662047847326
"Q16572_IDR_68_118",0.488337952152674
"Q16584_IDR_1_40",0.484726642912756
"Q16584_IDR_414_847",0.515273357087244
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.474083525033444
"Q16587_IDR_96_245",0.525916474966556
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.479769591525817
"Q16665_IDR_412_768",0.484645508470162
"Q16666_IDR_391_574",0.487772445140978
"Q16666_IDR_87_199",0.512227554859022
"Q16670_IDR_133_278",0.353471857583978
"Q16670_IDR_1_74",0.333010738783473
"Q16670_IDR_82_125",0.313517403632549
"Q16671_IDR_126_192",0.484764412662984
"Q16671_IDR_512_573",0.515235587337016
"Q16676_IDR_1_123",0.543890567819007
"Q16676_IDR_211_465",0.456109432180993
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.495190070853089
"Q16720_IDR_295_356",0.504809929146911
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.348272313455408
"Q16760_IDR_1_39",0.335084417108473
"Q16760_IDR_552_714",0.31664326943612
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.350480823414104
"Q16849_IDR_369_466",0.314857019281917
"Q16849_IDR_610_686",0.334662157303979
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.496057543522002
"Q16891_IDR_91_228",0.503942456477998
"Q17R60_IDR_189_227",0.331330398005811
"Q17R60_IDR_31_62",0.353758919844562
"Q17R60_IDR_382_562",0.314910682149627
"Q17R89_IDR_28_66",0.333015294772829
"Q17R89_IDR_460_781",0.343530869165237
"Q17R89_IDR_786_818",0.323453836061934
"Q17R98_IDR_1_898",0.481632126994583
"Q17R98_IDR_901_1015",0.518367873005417
"Q17RB8_IDR_1_43",0.541876658612503
"Q17RB8_IDR_335_461",0.458123341387497
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.522263827011855
"Q1KMD3_IDR_635_665",0.477736172988145
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.349972904226901
"Q1X8D7_IDR_545_581",0.3167166299712
"Q1X8D7_IDR_698_754",0.333310465801899
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.524221292808637
"Q24JP5_IDR_901_983",0.475778707191363
"Q27J81_IDR_346_523",0.45413164177519
"Q27J81_IDR_933_1244",0.54586835822481
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.266971151457116
"Q2I0M5_IDR_152_189",0.326992993003339
"Q2LD37_IDR_1779_1814",0.0555368692154234
"Q2LD37_IDR_1915_1993",0.0575508062477053
"Q2LD37_IDR_2161_2427",0.054377635702214
"Q2LD37_IDR_2596_2696",0.0663288989747575
"Q2LD37_IDR_2725_2769",0.0580416095139023
"Q2LD37_IDR_2929_2963",0.0583962886758799
"Q2LD37_IDR_3482_3548",0.0581151571768972
"Q2LD37_IDR_3563_3787",0.0676476972068548
"Q2LD37_IDR_3816_3865",0.0554931361406526
"Q2LD37_IDR_3893_3956",0.0557292977725762
"Q2LD37_IDR_3998_4030",0.0541671707463268
"Q2LD37_IDR_4094_4145",0.0570977126307469
"Q2LD37_IDR_4288_4396",0.0625107865342474
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.487660780925151
"Q2M1P5_IDR_345_1039",0.512339219074849
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.497741460336174
"Q2M3C7_IDR_1139_1293",0.144891745692724
"Q2M3C7_IDR_1327_1603",0.156072071425261
"Q2M3C7_IDR_456_674",0.134935367619074
"Q2M3C7_IDR_677_717",0.142962254979705
"Q2M3C7_IDR_723_1136",0.135910964892728
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.502664809087238
"Q2MJR0_IDR_243_292",0.497335190912762
"Q2MKA7_IDR_1_31",0.270811148831155
"Q2MKA7_IDR_146_177",0.286404771263831
"Q2MKA7_IDR_207_263",0.442784079905013
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.336331783045887
"Q2NKQ1_IDR_473_531",0.332250662348472
"Q2NKQ1_IDR_671_923",0.331417554605641
"Q2PPJ7_IDR_1486_1523",0.242560500788846
"Q2Q1W2_IDR_122_192",0.496834914696368
"Q2Q1W2_IDR_21_53",0.503165085303632
"Q2QGD7_IDR_1_78",0.216621691409721
"Q2QGD7_IDR_460_537",0.182350187430599
"Q2QGD7_IDR_595_710",0.183719391725803
"Q2QGD7_IDR_713_751",0.21483124746521
"Q2QGD7_IDR_82_174",0.202477481968667
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.501410243116094
"Q2T9K0_IDR_443_475",0.498589756883906
"Q2T9L4_IDR_200_293",0.485946317818402
"Q2T9L4_IDR_58_196",0.514053682181598
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.51986288095503
"Q2TAC6_IDR_642_998",0.48013711904497
"Q2TAK8_IDR_102_405",0.526253467195523
"Q2TAK8_IDR_527_563",0.473746532804477
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.339331011155799
"Q2TAL8_IDR_194_241",0.335824273025135
"Q2TBE0_IDR_509_542",0.331579810708252
"Q2UY09_IDR_1002_1069",0.481258378804583
"Q2UY09_IDR_204_782",0.518741621195417
"Q2V2M9_IDR_1265_1364",0.440557255500528
"Q2V2M9_IDR_325_784",0.559442744499472
"Q2VIQ3_IDR_438_557",0.236528492734128
"Q2VIQ3_IDR_564_602",0.259713919146992
"Q2VIQ3_IDR_604_817",0.259184918201395
"Q2VIQ3_IDR_893_1234",0.244572669917485
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.36412379314615
"Q2VWP7_IDR_1089_1150",0.326467248582874
"Q2VWP7_IDR_974_1029",0.309408958270976
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.485953229440499
"Q2VYF4_IDR_40_119",0.514046770559501
"Q2WGJ9_IDR_1094_1134",0.180362759713199
"Q2WGJ9_IDR_1161_1270",0.238810646395864
"Q2WGJ9_IDR_1_77",0.176386588505246
"Q2WGJ9_IDR_417_457",0.218554155953253
"Q2WGJ9_IDR_516_550",0.185885849432438
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.292992902419547
"Q32P44_IDR_47_210",0.515509924662314
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.34376490413835
"Q33E94_IDR_486_599",0.328922552952932
"Q33E94_IDR_638_671",0.327312542908718
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.237095473851962
"Q3B7T1_IDR_213_299",0.241621905367102
"Q3B7T1_IDR_517_584",0.282205109517448
"Q3B7T1_IDR_620_672",0.239077511263488
"Q3B7T3_IDR_1_45",0.49845660295801
"Q3B7T3_IDR_58_259",0.50154339704199
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.508822142116374
"Q3C1V8_IDR_67_128",0.491177857883626
"Q3L8U1_IDR_1715_1770",0.230396269676234
"Q3L8U1_IDR_2003_2897",0.270635332929221
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.479528590943631
"Q3MII6_IDR_454_604",0.520471409056369
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.481413684126043
"Q3MJ13_IDR_700_785",0.518586315873957
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.539197200931802
"Q3SY00_IDR_492_556",0.460802799068198
"Q3V6T2_IDR_1209_1871",0.234048328752565
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.338626147163803
"Q3YBR2_IDR_355_411",0.316737269365374
"Q3YBR2_IDR_83_166",0.344636583470823
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.47695381384542
"Q3ZCQ8_IDR_321_353",0.52304618615458
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.48864040976938
"Q3ZCX4_IDR_93_157",0.511359590230619
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.5135016316143
"Q401N2_IDR_377_412",0.4864983683857
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.463558709287236
"Q460N5_IDR_98_140",0.536441290712764
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.341089908441372
"Q496Y0_IDR_1_65",0.303005145628821
"Q496Y0_IDR_361_454",0.355904945929807
"Q499Z3_IDR_140_198",0.541355158108642
"Q499Z3_IDR_1_42",0.458644841891358
"Q499Z4_IDR_1_256",0.507911712263457
"Q499Z4_IDR_258_310",0.492088287736543
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.509508235463376
"Q49A92_IDR_133_489",0.490491764536624
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.473190816157879
"Q4G0M1_IDR_89_189",0.526809183842121
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.151622578433327
"Q4G0P3_IDR_2102_2188",0.143509919748552
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.161062689171269
"Q4G0P3_IDR_2485_2561",0.202521114051456
"Q4G0P3_IDR_2649_2734",0.17684245159404
"Q4G0P3_IDR_3215_3252",0.164441247001356
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.332026090154316
"Q4LE39_IDR_268_303",0.283894117016242
"Q4LE39_IDR_405_1306",0.448787511206035
"Q4LEZ3_IDR_111_155",0.486121196511959
"Q4LEZ3_IDR_1_53",0.513878803488041
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.448700635845945
"Q4V328_IDR_517_792",0.551299364154055
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.490121836041005
"Q4VC44_IDR_73_108",0.509878163958995
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.256865346484826
"Q4ZG55_IDR_279_342",0.229518891349343
"Q4ZG55_IDR_44_74",0.282696709827608
"Q4ZG55_IDR_625_655",0.230919052338224
"Q4ZHG4_IDR_1_36",0.261614428634534
"Q4ZHG4_IDR_1532_1587",0.271716993865591
"Q4ZHG4_IDR_372_1527",0.466668577499875
"Q4ZIN3_IDR_1_34",0.533597890614221
"Q4ZIN3_IDR_467_620",0.466402109385779
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.248093329185563
"Q502W6_IDR_1191_1294",0.276722628514895
"Q502W6_IDR_1_31",0.24073288398499
"Q502W6_IDR_711_805",0.234451158314552
"Q502W7_IDR_1_219",0.245276202973872
"Q502W7_IDR_228_335",0.244420991372723
"Q502W7_IDR_353_395",0.238673445850287
"Q502W7_IDR_502_554",0.271629359803118
"Q504T8_IDR_103_313",0.478532215345974
"Q52WX2_IDR_1_39",0.475696099978452
"Q52WX2_IDR_320_410",0.524303900021548
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.345947263673353
"Q53EQ6_IDR_189_220",0.318530385512974
"Q53EQ6_IDR_538_583",0.335522350813673
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.328933651314818
"Q53EZ4_IDR_247_302",0.346019166275388
"Q53EZ4_IDR_384_432",0.325047182409793
"Q53F19_IDR_1_74",0.256647711554459
"Q53F19_IDR_183_256",0.288706768776964
"Q53F19_IDR_282_574",0.454645519668576
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.523331753917026
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.445737405706172
"Q53LP3_IDR_85_261",0.554262594293828
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.475348570862077
"Q53QZ3_IDR_194_248",0.524651429137923
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.492395644668291
"Q53SZ7_IDR_314_412",0.507604355331709
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.328391067922707
"Q53TS8_IDR_250_345",0.327229522148728
"Q53TS8_IDR_354_587",0.344379409928565
"Q562E7_IDR_1017_1219",0.257955041115583
"Q562E7_IDR_1522_1555",0.257286119611514
"Q562E7_IDR_607_715",0.239826870559572
"Q587J7_IDR_1096_1166",0.513909786289132
"Q587J7_IDR_214_381",0.486090213710868
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.343786374563127
"Q58A45_IDR_278_390",0.333027797539287
"Q58A45_IDR_72_274",0.323185827897586
