"","GO0030545_signaling_receptor_regulator_activity"
"Q9BSE4_IDR_214_269",0.343596143334767
"Q9BSE4_IDR_323_375",0.329185184793645
"Q9BSE4_IDR_87_142",0.327218671871588
"Q9BSE5_IDR_1_43",1
"Q9BSJ8_IDR_604_634",0.321344933631188
"Q9BSJ8_IDR_918_971",0.329687885104715
"Q9BSK1_IDR_76_162",1
"Q9BSL1_IDR_235_275",1
"Q9BSM1_IDR_1_31",1
"Q9BSQ5_IDR_1_42",0.368462634311372
"Q9BSQ5_IDR_238_293",0.308325733014444
"Q9BSQ5_IDR_385_417",0.323211632674184
"Q9BSR8_IDR_1_51",1
"Q9BST9_IDR_1_41",0.241468469115176
"Q9BST9_IDR_205_247",0.243257519087519
"Q9BST9_IDR_432_483",0.236606612855538
"Q9BST9_IDR_488_557",0.278667398941766
"Q9BSU3_IDR_163_229",1
"Q9BSV6_IDR_97_178",1
"Q9BSW2_IDR_120_155",0.491153553026149
"Q9BSW2_IDR_1_47",0.508846446973851
"Q9BSW7_IDR_37_119",1
"Q9BSY9_IDR_156_194",1
"Q9BT09_IDR_1_42",0.585297515979963
"Q9BT09_IDR_213_278",0.414702484020037
"Q9BT23_IDR_1_35",1
"Q9BT25_IDR_1_182",0.543635440036168
"Q9BT25_IDR_352_410",0.456364559963832
"Q9BT43_IDR_111_197",1
"Q9BT49_IDR_97_293",1
"Q9BT56_IDR_1_77",1
"Q9BT67_IDR_1_128",1
"Q9BTE3_IDR_147_225",1
"Q9BTE7_IDR_1_44",1
"Q9BTF0_IDR_123_202",1
"Q9BTK6_IDR_134_254",0.515130187196422
"Q9BTK6_IDR_1_86",0.484869812803578
"Q9BTL3_IDR_44_118",1
"Q9BTL4_IDR_1_205",1
"Q9BTN0_IDR_391_425",0.517749498216677
"Q9BTN0_IDR_566_611",0.482250501783323
"Q9BTP6_IDR_1_51",0.476716742357141
"Q9BTP6_IDR_176_218",0.523283257642859
"Q9BTT0_IDR_149_268",1
"Q9BTT6_IDR_462_524",1
"Q9BTU6_IDR_1_102",1
"Q9BTV6_IDR_379_427",1
"Q9BTV7_IDR_1_158",0.549587944252387
"Q9BTV7_IDR_254_296",0.450412055747613
"Q9BTX1_IDR_389_456",1
"Q9BTX3_IDR_143_173",1
"Q9BU19_IDR_124_325",0.474047806765792
"Q9BU19_IDR_459_519",0.525952193234208
"Q9BU23_IDR_657_707",1
"Q9BU61_IDR_1_40",1
"Q9BU68_IDR_1_103",1
"Q9BU70_IDR_168_320",1
"Q9BU76_IDR_1_50",0.533875735888846
"Q9BU76_IDR_53_263",0.466124264111154
"Q9BUI4_IDR_161_227",1
"Q9BUJ2_IDR_36_207",0.485312678087714
"Q9BUJ2_IDR_600_856",0.514687321912286
"Q9BUL5_IDR_1_334",1
"Q9BUL9_IDR_155_199",1
"Q9BUN1_IDR_18_64",0.32886816819295
"Q9BUN1_IDR_264_304",0.338102124397097
"Q9BUN1_IDR_66_112",0.333029707409953
"Q9BUN5_IDR_1_82",1
"Q9BUN8_IDR_215_251",1
"Q9BUP0_IDR_1_80",1
"Q9BUQ8_IDR_1_275",0.48555192742617
"Q9BUQ8_IDR_278_347",0.51444807257383
"Q9BUR4_IDR_1_143",1
"Q9BUT9_IDR_1_90",1
"Q9BUU2_IDR_60_141",1
"Q9BUV0_IDR_1_290",1
"Q9BUY5_IDR_87_145",1
"Q9BV36_IDR_139_600",0.464353967901359
"Q9BV36_IDR_26_86",0.535646032098641
"Q9BV38_IDR_364_395",1
"Q9BV44_IDR_1_33",0.515635869337677
"Q9BV44_IDR_140_222",0.484364130662323
"Q9BV47_IDR_1_39",1
"Q9BV68_IDR_274_311",0.510144329361983
"Q9BV68_IDR_43_142",0.489855670638017
"Q9BVC5_IDR_62_230",1
"Q9BVC6_IDR_1_48",1
"Q9BVG4_IDR_163_233",1
"Q9BVG8_IDR_1_177",0.583617636685592
"Q9BVG8_IDR_773_833",0.416382363314408
"Q9BVG9_IDR_1_49",0.516882317828024
"Q9BVG9_IDR_435_487",0.483117682171976
"Q9BVH7_IDR_1_73",1
"Q9BVI0_IDR_138_648",0.486567651587111
"Q9BVI0_IDR_784_930",0.513432348412889
"Q9BVJ6_IDR_1_83",0.312168226120578
"Q9BVJ6_IDR_286_589",0.325865677719293
"Q9BVJ6_IDR_738_771",0.361966096160129
"Q9BVL2_IDR_1_244",0.510058864925561
"Q9BVL2_IDR_430_599",0.489941135074439
"Q9BVN2_IDR_1_454",0.514459566837476
"Q9BVN2_IDR_670_841",0.485540433162524
"Q9BVP2_IDR_1_125",0.525619988834563
"Q9BVP2_IDR_459_549",0.474380011165437
"Q9BVS4_IDR_303_535",1
"Q9BVS5_IDR_412_443",0.486376210255383
"Q9BVS5_IDR_43_147",0.513623789744617
"Q9BVT8_IDR_176_208",0.461658882329599
"Q9BVT8_IDR_1_99",0.538341117670401
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.167868297540679
"Q9BVV6_IDR_1300_1440",0.167996786538912
"Q9BVV6_IDR_139_195",0.169256652091437
"Q9BVV6_IDR_197_527",0.172444119275187
"Q9BVV6_IDR_537_1297",0.154987956562194
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.4675526363417
"Q9BW71_IDR_470_556",0.5324473636583
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.529608772021207
"Q9BW85_IDR_160_323",0.470391227978793
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.519198807085607
"Q9BWF2_IDR_428_461",0.480801192914393
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.497012486967809
"Q9BWH6_IDR_35_232",0.502987513032191
"Q9BWK5_IDR_19_49",0.516124585823847
"Q9BWK5_IDR_72_142",0.483875414176153
"Q9BWL3_IDR_1_42",0.530935365036056
"Q9BWL3_IDR_194_253",0.469064634963944
"Q9BWN1_IDR_1_473",0.493863137921301
"Q9BWN1_IDR_526_560",0.506136862078699
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.508111076868078
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.491693688299627
"Q9BWW8_IDR_84_139",0.508306311700373
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.483473776774349
"Q9BWX5_IDR_219_397",0.516526223225651
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.545306626551233
"Q9BX40_IDR_83_307",0.454693373448767
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.334777207575905
"Q9BX63_IDR_71_194",0.346502083500202
"Q9BX63_IDR_893_1249",0.318720708923893
"Q9BX66_IDR_1_793",0.570549935558906
"Q9BX66_IDR_929_1236",0.429450064441094
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.489907658287419
"Q9BXB4_IDR_162_366",0.510092341712581
"Q9BXB5_IDR_1_75",0.466768631596992
"Q9BXB5_IDR_178_395",0.533231368403008
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.352102934998371
"Q9BXF3_IDR_288_445",0.333405028773259
"Q9BXF3_IDR_540_1484",0.31449203622837
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.522753603156108
"Q9BXG8_IDR_85_206",0.477246396843892
"Q9BXI6_IDR_1_52",0.501097739534448
"Q9BXI6_IDR_375_508",0.498902260465552
"Q9BXI9_IDR_1_45",0.544639362970281
"Q9BXI9_IDR_68_138",0.455360637029719
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.342796750886188
"Q9BXP2_IDR_683_720",0.345008529403045
"Q9BXP2_IDR_807_863",0.312194719710767
"Q9BXP5_IDR_1_95",0.352349642856611
"Q9BXP5_IDR_258_415",0.306050940085965
"Q9BXP5_IDR_540_598",0.341599417057424
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.468137871318628
"Q9BXQ6_IDR_251_309",0.531862128681372
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.462626771888125
"Q9BXS0_IDR_98_654",0.537373228111875
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.317234223598528
"Q9BXW9_IDR_1_44",0.346591596669891
"Q9BXW9_IDR_849_914",0.336174179731581
"Q9BXX0_IDR_111_255",0.25812383052038
"Q9BXX0_IDR_511_542",0.242952205693793
"Q9BXX0_IDR_77_108",0.239388440408942
"Q9BXX0_IDR_776_899",0.259535523376885
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.56693171914633
"Q9BXX3_IDR_265_1048",0.43306828085367
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.344069248034093
"Q9BY07_IDR_41_91",0.340370270427728
"Q9BY07_IDR_419_482",0.315560481538178
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.311995721200118
"Q9BY12_IDR_38_95",0.330329953213943
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.542529318498433
"Q9BYG3_IDR_187_293",0.457470681501567
"Q9BYG4_IDR_103_142",0.529963189327222
"Q9BYG4_IDR_252_373",0.470036810672779
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.524621390164845
"Q9BYJ9_IDR_196_369",0.475378609835155
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.50900792228135
"Q9BYT3_IDR_405_514",0.49099207771865
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.498719199893601
"Q9BYU1_IDR_62_127",0.501280800106399
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.485907175855988
"Q9BYV6_IDR_447_532",0.514092824144012
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.502122608867562
"Q9BYV8_IDR_82_137",0.497877391132438
"Q9BYV9_IDR_134_611",0.46750295151709
"Q9BYV9_IDR_737_822",0.53249704848291
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.321100245626068
"Q9BZ29_IDR_1_36",0.35436419681325
"Q9BZ29_IDR_287_320",0.324535557560682
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.24785514943362
"Q9BZ71_IDR_490_534",0.241145266360429
"Q9BZ71_IDR_64_123",0.253635675602399
"Q9BZ71_IDR_909_974",0.257363908603551
"Q9BZ72_IDR_1282_1349",0.195456326915406
"Q9BZ72_IDR_256_365",0.176332948485966
"Q9BZ72_IDR_368_419",0.190660052496654
"Q9BZ72_IDR_579_709",0.220144717232927
"Q9BZ72_IDR_840_898",0.217405954869047
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.493886565527166
"Q9BZ81_IDR_243_275",0.506113434472834
"Q9BZ95_IDR_1_262",0.533257159741665
"Q9BZ95_IDR_396_700",0.466742840258335
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.502252478874523
"Q9BZC1_IDR_282_354",0.497747521125477
"Q9BZC7_IDR_1324_1424",0.353300824200968
"Q9BZC7_IDR_2367_2417",0.342225769210776
"Q9BZC7_IDR_350_398",0.304473406588256
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.338545642316949
"Q9BZF1_IDR_273_402",0.313228250069371
"Q9BZF1_IDR_771_877",0.348226107613681
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.240942412467002
"Q9BZF3_IDR_184_278",0.238151229034853
"Q9BZF3_IDR_281_381",0.283457868412302
"Q9BZF3_IDR_395_553",0.237448490085843
"Q9BZF9_IDR_257_631",0.565106011404943
"Q9BZF9_IDR_656_706",0.434893988595057
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.512350050248036
"Q9BZG8_IDR_398_443",0.487649949751964
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.531786818365211
"Q9BZI7_IDR_209_483",0.468213181634789
"Q9BZJ0_IDR_152_183",0.514662082415736
"Q9BZJ0_IDR_83_118",0.485337917584264
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.472828777315149
"Q9BZS1_IDR_244_309",0.527171222684852
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.497987722905731
"Q9BZV2_IDR_466_496",0.502012277094269
"Q9BZV3_IDR_169_236",0.313387121390649
"Q9BZV3_IDR_35_74",0.330210929817374
"Q9BZV3_IDR_393_835",0.356401948791977
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.320933224771517
"Q9BZW7_IDR_60_90",0.303873225522902
"Q9BZW7_IDR_625_698",0.375193549705581
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.478842726598952
"Q9C0A1_IDR_1_106",0.113913618469279
"Q9C0A1_IDR_1645_2065",0.108992511450052
"Q9C0A1_IDR_2122_2338",0.128545438848089
"Q9C0A1_IDR_2395_2439",0.126749939254511
"Q9C0A1_IDR_2517_2572",0.122228252809331
"Q9C0A1_IDR_295_822",0.125632977856366
"Q9C0A1_IDR_824_869",0.129802730685601
"Q9C0A1_IDR_878_1639",0.144134530626771
"Q9C0A6_IDR_119_205",0.33256652882164
"Q9C0A6_IDR_15_45",0.352900917718204
"Q9C0A6_IDR_406_1442",0.314532553460157
"Q9C0B0_IDR_150_208",0.329367395787107
"Q9C0B0_IDR_222_293",0.327615191510883
"Q9C0B0_IDR_295_654",0.343017412702009
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.272028329418829
"Q9C0B2_IDR_1_79",0.248185451429538
"Q9C0B2_IDR_359_488",0.240268925392978
"Q9C0B2_IDR_662_730",0.239517293758655
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.258629656130695
"Q9C0D4_IDR_368_670",0.259426545606763
"Q9C0D4_IDR_676_912",0.239300076715631
"Q9C0D5_IDR_1_358",0.329730440632373
"Q9C0D5_IDR_1422_1861",0.319266703915868
"Q9C0D5_IDR_434_488",0.35100285545176
"Q9C0D6_IDR_1_94",0.490765070203678
"Q9C0D6_IDR_470_1143",0.509234929796322
"Q9C0D7_IDR_204_236",0.342146614704606
"Q9C0D7_IDR_404_774",0.322095397296729
"Q9C0D7_IDR_51_160",0.335757987998665
"Q9C0E4_IDR_1_38",0.342946052199706
"Q9C0E4_IDR_339_444",0.33132651047078
"Q9C0E4_IDR_740_932",0.325727437329513
"Q9C0E8_IDR_142_248",0.539486336511417
"Q9C0E8_IDR_308_428",0.460513663488583
"Q9C0F0_IDR_1_35",0.346218938273042
"Q9C0F0_IDR_320_2208",0.292953324240701
"Q9C0F0_IDR_74_318",0.360827737486257
"Q9C0F1_IDR_124_237",0.481173236882013
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.488393433039167
"Q9C0K7_IDR_298_335",0.511606566960833
"Q9GZM5_IDR_305_350",0.538121627561812
"Q9GZM5_IDR_40_106",0.461878372438188
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.491168944928754
"Q9GZN6_IDR_689_736",0.508831055071246
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.270223401142941
"Q9GZR1_IDR_37_438",0.244108160191456
"Q9GZR1_IDR_599_644",0.245585149844113
"Q9GZR1_IDR_779_966",0.240083288821489
"Q9GZR2_IDR_1_69",0.514859585299979
"Q9GZV5_IDR_153_357",0.472101845017755
"Q9GZV5_IDR_57_121",0.527898154982245
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.5931290771168
"Q9GZY6_IDR_145_243",0.4068709228832
"Q9GZY8_IDR_1_84",0.495803641900333
"Q9GZY8_IDR_87_301",0.504196358099667
"Q9GZZ0_IDR_1_275",0.501819904314437
"Q9GZZ0_IDR_279_328",0.498180095685563
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.494463611244315
"Q9H000_IDR_46_169",0.505536388755685
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.278550588513981
"Q9H089_IDR_247_358",0.213216529195362
"Q9H089_IDR_565_596",0.24261970606553
"Q9H089_IDR_599_658",0.265613176225126
"Q9H091_IDR_112_198",0.457512884987389
"Q9H091_IDR_701_742",0.542487115012611
"Q9H093_IDR_1_49",0.485477255512407
"Q9H093_IDR_308_559",0.514522744487592
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.490598478043449
"Q9H095_IDR_84_144",0.509401521956551
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.451741848488612
"Q9H0B6_IDR_590_622",0.548258151511388
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.504279410315394
"Q9H0C3_IDR_471_514",0.495720589684606
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.243267502138521
"Q9H0D2_IDR_1_216",0.264791576192213
"Q9H0D2_IDR_1300_1346",0.24068226103887
"Q9H0D2_IDR_221_975",0.251258660630397
"Q9H0D6_IDR_414_507",0.49104577800767
"Q9H0D6_IDR_859_950",0.50895422199233
"Q9H0F6_IDR_305_350",0.525787514965644
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.502065507179046
"Q9H0H5_IDR_548_623",0.497934492820954
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.454677232638634
"Q9H0I3_IDR_52_100",0.545322767361366
"Q9H0J4_IDR_1_59",0.256250917059008
"Q9H0J4_IDR_1608_1663",0.303903080278418
"Q9H0J4_IDR_61_1217",0.439846002662574
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.354105782308829
"Q9H0K4_IDR_365_420",0.31856980080804
"Q9H0K4_IDR_561_594",0.32732441688313
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.470058274045023
"Q9H0M0_IDR_415_454",0.529941725954977
"Q9H0M4_IDR_1_248",0.514919846447681
"Q9H0M4_IDR_431_637",0.485080153552319
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.331321566038086
"Q9H116_IDR_131_316",0.47913789400572
"Q9H116_IDR_611_681",0.52086210599428
"Q9H147_IDR_134_183",0.515840681840133
"Q9H147_IDR_1_60",0.484159318159867
"Q9H156_IDR_266_320",0.506423724836492
"Q9H156_IDR_647_743",0.493576275163508
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.490474925819015
"Q9H1B7_IDR_511_708",0.482981289226954
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.500858944571179
"Q9H1C4_IDR_521_597",0.499141055428821
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.491442060396107
"Q9H1D0_IDR_692_760",0.508557939603893
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.480118682256576
"Q9H1H9_IDR_547_577",0.519881317743424
"Q9H1I8_IDR_408_465",0.520642399132183
"Q9H1I8_IDR_509_757",0.479357600867817
"Q9H1J1_IDR_1_65",0.510060966762667
"Q9H1J1_IDR_225_476",0.489939033237333
"Q9H1K0_IDR_206_246",0.34822654454952
"Q9H1K0_IDR_379_468",0.350979147508701
"Q9H211_IDR_1_170",0.504147695680143
"Q9H211_IDR_369_432",0.495852304319857
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.481839688578878
"Q9H252_IDR_717_960",0.518160311421122
"Q9H254_IDR_2119_2153",0.358554876772076
"Q9H254_IDR_2174_2437",0.32844392160734
"Q9H254_IDR_2529_2564",0.313001201620584
"Q9H257_IDR_166_283",0.529764794974541
"Q9H257_IDR_341_536",0.470235205025459
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.493993001863524
"Q9H2A3_IDR_175_272",0.506006998136476
"Q9H2A7_IDR_103_238",0.506156294113989
"Q9H2A7_IDR_1_33",0.493843705886011
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.49405821146182
"Q9H2K0_IDR_245_278",0.496358740871933
"Q9H2K0_IDR_27_77",0.503641259128067
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.48625017626436
"Q9H2K8_IDR_558_595",0.51374982373564
"Q9H2P0_IDR_132_163",0.266996683129835
"Q9H2P0_IDR_194_449",0.249471301776907
"Q9H2P0_IDR_690_745",0.255891306467407
"Q9H2P0_IDR_841_1102",0.227640708625852
"Q9H2S1_IDR_1_67",0.345954420219132
"Q9H2S1_IDR_535_579",0.341295658389064
"Q9H2S1_IDR_69_118",0.312749921391804
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.442645876957015
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.502067377536662
"Q9H329_IDR_369_900",0.497932622463338
"Q9H330_IDR_1_45",0.329996911334861
"Q9H330_IDR_236_354",0.335739069559841
"Q9H330_IDR_846_879",0.334264019105298
"Q9H334_IDR_1_297",0.346563240451143
"Q9H334_IDR_357_442",0.32395868535934
"Q9H334_IDR_543_677",0.329478074189517
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.536878281336905
"Q9H347_IDR_94_172",0.463121718663095
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.332122650921741
"Q9H3D4_IDR_351_399",0.32494187352316
"Q9H3D4_IDR_428_542",0.342935475555099
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.418286631105548
"Q9H3S1_IDR_645_678",0.290259758842236
"Q9H3S1_IDR_709_761",0.291453610052216
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.189173321982141
"Q9H3S7_IDR_1589_1620",0.200306056490464
"Q9H3S7_IDR_705_784",0.233721991529834
"Q9H3S7_IDR_851_926",0.178082816571799
"Q9H3S7_IDR_928_1158",0.198715813425762
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.505196580752097
"Q9H3Y8_IDR_61_114",0.494803419247903
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.280611367776805
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.538671224481285
"Q9H4D0_IDR_888_945",0.461328775518715
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.508502980511012
"Q9H4G0_IDR_391_881",0.491497019488989
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.484834325899527
"Q9H4I0_IDR_98_298",0.515165674100473
"Q9H4I2_IDR_1_139",0.174818308706597
"Q9H4I2_IDR_154_350",0.170228534590169
"Q9H4I2_IDR_354_541",0.156603277936711
"Q9H4I2_IDR_543_622",0.171422617071547
"Q9H4I2_IDR_664_771",0.163198077622174
"Q9H4I2_IDR_888_956",0.163729184072803
"Q9H4Z2_IDR_171_244",0.259017847441834
"Q9H4Z2_IDR_248_459",0.235030614959275
"Q9H4Z2_IDR_681_924",0.25742869039967
"Q9H4Z3_IDR_1_33",0.339143550183587
"Q9H4Z3_IDR_669_704",0.331772253776733
"Q9H4Z3_IDR_82_158",0.32908419603968
