"","GO0042127_regulation_of_cell_population_proliferation"
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.587422183035814
"Q9H4D0_IDR_888_945",0.412577816964186
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.493842980632849
"Q9H4G0_IDR_391_881",0.506157019367151
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.453914963021128
"Q9H4I0_IDR_98_298",0.546085036978872
"Q9H4I2_IDR_1_139",0.178986007697329
"Q9H4I2_IDR_154_350",0.167229723958677
"Q9H4I2_IDR_354_541",0.160312422701704
"Q9H4I2_IDR_543_622",0.172452440354771
"Q9H4I2_IDR_664_771",0.15397986982897
"Q9H4I2_IDR_888_956",0.167039535458549
"Q9H4Z2_IDR_171_244",0.244935052678579
"Q9H4Z2_IDR_248_459",0.221330331593975
"Q9H4Z2_IDR_681_924",0.300769728837804
"Q9H4Z3_IDR_1_33",0.33906880685332
"Q9H4Z3_IDR_669_704",0.330395919470927
"Q9H4Z3_IDR_82_158",0.330535273675754
"Q9H501_IDR_538_602",0.245387966308383
"Q9H501_IDR_610_748",0.259442033239392
"Q9H501_IDR_75_343",0.238077216789051
"Q9H501_IDR_792_825",0.257092783663174
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.485666544528584
"Q9H582_IDR_1_1037",0.514333455471416
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.139255350922197
"Q9H5I5_IDR_360_416",0.151898121331609
"Q9H5I5_IDR_421_490",0.147672895455213
"Q9H5I5_IDR_608_675",0.135528738742622
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.492340516056476
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.507659483943524
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.332048297342204
"Q9H665_IDR_40_88",0.327778743671898
"Q9H665_IDR_94_240",0.340172958985898
"Q9H693_IDR_1_64",0.448745849255553
"Q9H693_IDR_84_158",0.551254150744448
"Q9H694_IDR_416_757",0.333553899001045
"Q9H694_IDR_777_848",0.333848022929547
"Q9H694_IDR_941_973",0.332598078069408
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.492623798647485
"Q9H6A9_IDR_94_643",0.507376201352515
"Q9H6B1_IDR_52_82",0.207794294802104
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.472135547985947
"Q9H6L5_IDR_256_497",0.527864452014053
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.326925969854331
"Q9H6R7_IDR_435_552",0.337142558087154
"Q9H6R7_IDR_678_721",0.335931472058514
"Q9H6S0_IDR_1182_1284",0.505471569622021
"Q9H6S0_IDR_1_38",0.494528430377979
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.260024778349022
"Q9H6S3_IDR_175_249",0.242897830927956
"Q9H6S3_IDR_437_490",0.249567633361973
"Q9H6S3_IDR_578_620",0.247509757361049
"Q9H6T3_IDR_251_281",0.334482108764881
"Q9H6T3_IDR_34_87",0.327120501789542
"Q9H6T3_IDR_401_539",0.338397389445577
"Q9H6U6_IDR_781_814",0.491028526994299
"Q9H6U6_IDR_842_928",0.508971473005701
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.331132013086004
"Q9H707_IDR_173_211",0.330028392933618
"Q9H707_IDR_59_103",0.338839593980377
"Q68CR7_IDR_334_376",0.483747400437398
"Q68CR7_IDR_407_880",0.516252599562602
"Q68CZ1_IDR_1_219",0.53328959357945
"Q68CZ1_IDR_929_1145",0.46671040642055
"Q68CZ2_IDR_338_600",0.497403690346757
"Q68CZ2_IDR_606_1158",0.502596309653243
"Q68CZ6_IDR_224_305",0.49937911318613
"Q68CZ6_IDR_418_449",0.50062088681387
"Q68D10_IDR_1_610",0.47891155310191
"Q68D10_IDR_644_685",0.52108844689809
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.335977246597153
"Q68DA7_IDR_1384_1419",0.324449528707981
"Q68DA7_IDR_35_85",0.339573224694866
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.354625295941084
"Q68DE3_IDR_152_2172",0.300489635598029
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.457383936406999
"Q68G74_IDR_278_356",0.542616063593001
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.317639180090992
"Q69YN4_IDR_579_616",0.335042521268336
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.235204918420459
"Q69YZ2_IDR_250_282",0.249013874114447
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.347318298640672
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.282900168197153
"Q69YZ2_IDR_79_112",0.232881039267942
"Q6AWC2_IDR_1019_1071",0.198355602772781
"Q6AWC2_IDR_828_997",0.186507140170803
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.201835489852968
"Q6BDS2_IDR_268_306",0.198311778834055
"Q6BDS2_IDR_413_450",0.198269223968992
"Q6BDS2_IDR_743_809",0.205582667913836
"Q6BDS2_IDR_889_1129",0.19600083943015
"Q6BEB4_IDR_1_274",0.543331471095893
"Q6BEB4_IDR_367_398",0.456668528904107
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.317656217789634
"Q6GPH6_IDR_1_31",0.355894671027366
"Q6GPH6_IDR_33_87",0.326449111183001
"Q6GQQ9_IDR_49_98",0.331552195917909
"Q6GQQ9_IDR_437_587",0.294296120693956
"Q6GQQ9_IDR_636_794",0.374151683388135
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.207364416838334
"Q6GYQ0_IDR_1715_1757",0.195429396971688
"Q6GYQ0_IDR_321_387",0.187514014382079
"Q6GYQ0_IDR_450_512",0.186962629722349
"Q6GYQ0_IDR_688_1036",0.22272954208555
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.446986373924706
"Q6H8Q1_IDR_309_506",0.553013626075294
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.521633218497406
"Q6HA08_IDR_284_431",0.478366781502594
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.342553550010947
"Q6IEE7_IDR_817_872",0.329781358699926
"Q6IEE7_IDR_940_1043",0.327665091289127
"Q6IEG0_IDR_214_244",0.537807036627592
"Q6IEG0_IDR_254_339",0.462192963372408
"Q6IMN6_IDR_318_831",0.319327141229895
"Q6IMN6_IDR_65_115",0.332234869203466
"Q6IMN6_IDR_911_977",0.348437989566639
"Q6IN84_IDR_1_46",0.518284107516153
"Q6IN84_IDR_309_353",0.481715892483847
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.334037720240038
"Q6IQ21_IDR_276_325",0.339894242392649
"Q6IQ21_IDR_327_385",0.326068037367313
"Q6IQ23_IDR_103_157",0.448781299571976
"Q6IQ23_IDR_285_1121",0.551218700428024
"Q6IQ55_IDR_557_1244",0.501027235919584
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.349582669842875
"Q6ISB3_IDR_421_467",0.320314042884626
"Q6ISB3_IDR_80_110",0.330103287272498
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.497312261406629
"Q6IWH7_IDR_901_933",0.502687738593371
"Q6J272_IDR_46_86",0.474985987273026
"Q6J272_IDR_91_200",0.525014012726974
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.52536680233236
"Q6K0P9_IDR_91_208",0.47463319766764
"Q6KB66_IDR_1_40",0.498294853051426
"Q6KB66_IDR_408_452",0.501705146948574
"Q6KC79_IDR_108_1189",0.231230749743755
"Q6KC79_IDR_1_49",0.278720209339285
"Q6KC79_IDR_2474_2521",0.236993466342027
"Q6KC79_IDR_2630_2705",0.253055574574933
"Q6KF10_IDR_20_90",0.504575360619487
"Q6KF10_IDR_293_351",0.495424639380513
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.493446453367976
"Q6MZT1_IDR_154_206",0.506553546632024
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.258671479252245
"Q6N021_IDR_1459_1560",0.243078078773208
"Q6N021_IDR_1806_1842",0.247479735672675
"Q6N021_IDR_1931_1968",0.250770706301872
"Q6N022_IDR_1_281",0.506867878239967
"Q6N022_IDR_293_331",0.493132121760033
"Q6N043_IDR_1_405",0.526537159528329
"Q6N043_IDR_468_979",0.473462840471671
"Q6N069_IDR_575_639",1
"Q6N075_IDR_1_33",1
"Q6NS38_IDR_1_54",1
"Q6NSI3_IDR_1_398",1
"Q6NSI4_IDR_1_40",0.508758890013915
"Q6NSI4_IDR_566_675",0.491241109986085
"Q6NSI8_IDR_526_621",0.49990282101078
"Q6NSI8_IDR_63_143",0.50009717898922
"Q6NSJ0_IDR_1_70",1
"Q6NSJ2_IDR_1_180",0.485621745467305
"Q6NSJ2_IDR_186_506",0.514378254532695
"Q6NSJ5_IDR_172_226",1
"Q6NSW7_IDR_147_186",0.528435251554392
"Q6NSW7_IDR_1_98",0.471564748445608
"Q6NSZ9_IDR_126_333",1
"Q6NT46_IDR_1_116",1
"Q6NT52_IDR_120_163",1
"Q6NT76_IDR_52_155",0.320880768152457
"Q6NUK4_IDR_146_255",1
"Q6NUM6_IDR_201_305",1
"Q6NUM9_IDR_1_58",1
"Q6NUN7_IDR_1_778",1
"Q6NUN9_IDR_150_365",0.508036856477931
"Q6NUN9_IDR_464_507",0.491963143522069
"Q6NUP7_IDR_681_873",1
"Q6NUQ1_IDR_1_50",1
"Q6NUQ4_IDR_16_107",1
"Q6NUS6_IDR_18_79",1
"Q6NUT2_IDR_1_79",1
"Q6NV75_IDR_197_264",0.466783764222946
"Q6NW40_IDR_1_45",0.515521242659737
"Q6NV75_IDR_319_609",0.533216235777054
"Q6NVV3_IDR_369_410",1
"Q6NW29_IDR_114_164",1
"Q6NW34_IDR_262_353",0.318079977998597
"Q6NW34_IDR_386_419",0.356836613010941
"Q6NW34_IDR_431_536",0.325083408990462
"Q6NW40_IDR_118_155",0.484478757340263
"Q6NWY9_IDR_178_269",0.32947657077295
"Q6NWY9_IDR_1_94",0.343356140584879
"Q6NWY9_IDR_688_871",0.327167288642171
"Q6NX45_IDR_1_234",1
"Q9H714_IDR_1_216",0.517636227875892
"Q9H714_IDR_223_335",0.482363772124108
"Q9H720_IDR_369_423",1
"Q9H756_IDR_228_264",0.500218663396376
"Q9H756_IDR_304_341",0.499781336603624
"Q9H772_IDR_1_42",1
"Q9H773_IDR_134_170",1
"Q9H788_IDR_102_318",1
"Q9H790_IDR_1_59",1
"Q9H792_IDR_1_1267",0.513106113604482
"Q9H792_IDR_1407_1453",0.486893886395518
"Q9H799_IDR_1485_1531",0.290712783581968
"Q9H799_IDR_1625_1745",0.320599234721498
"Q9H799_IDR_1798_3169",0.388687981696533
"Q9H7B2_IDR_272_306",1
"Q9H7C4_IDR_1_59",0.523311532013537
"Q9H7C4_IDR_62_166",0.476688467986463
"Q9H7D0_IDR_1644_1870",1
"Q9H7D7_IDR_1_122",1
"Q9H7E2_IDR_612_651",0.533650636169859
"Q9H7E2_IDR_76_549",0.466349363830141
"Q9H7E9_IDR_1_104",0.485994666152671
"Q9H7E9_IDR_166_222",0.514005333847329
"Q9H7J1_IDR_1_84",1
"Q9H7L9_IDR_157_207",0.499255157693799
"Q9H7L9_IDR_1_80",0.500744842306201
"Q9H7U1_IDR_687_834",0.478673094358197
"Q9H7V2_IDR_1_89",0.50177667225882
"Q9H7V2_IDR_96_175",0.49822332774118
"Q9H7X2_IDR_1_65",1
"Q9H7X3_IDR_1_124",1
"Q9H7Y0_IDR_1_34",1
"Q9H7Z3_IDR_273_304",0.537770852309896
"Q9H7Z3_IDR_28_146",0.462229147690104
"Q9H7Z6_IDR_111_165",0.509115902245988
"Q9H7Z6_IDR_1_51",0.490884097754012
"Q9H7Z7_IDR_1_97",1
"Q9H808_IDR_1_238",1
"Q9H813_IDR_1_57",1
"Q9H814_IDR_1_216",0.501060374143039
"Q9H814_IDR_312_394",0.498939625856961
"Q9H816_IDR_321_352",0.334024994574863
"Q9H816_IDR_356_401",0.333111016095383
"Q9H816_IDR_439_490",0.332863989329754
"Q9H819_IDR_195_247",0.52934853452032
"Q9H819_IDR_22_63",0.47065146547968
"Q9H8L6_IDR_250_287",0.19781378526186
"Q9H8L6_IDR_296_393",0.199145556962601
"Q9H8L6_IDR_651_695",0.198928902769975
"Q9H8L6_IDR_760_809",0.18464845110025
"Q9H8M2_IDR_245_310",0.334575724640759
"Q9H8M2_IDR_38_137",0.312224124181944
"Q9H8M2_IDR_451_575",0.353200151177298
"Q9H8M5_IDR_736_783",0.328479993290253
"Q9H8M5_IDR_822_875",0.337151493673843
"Q9H8M5_IDR_9_69",0.334368513035904
"Q9H8M9_IDR_62_112",1
"Q9H8N7_IDR_125_304",0.483134036313454
"Q9H8N7_IDR_306_485",0.516865963686546
"Q9H8S5_IDR_1_70",1
"Q9H8T0_IDR_1_69",1
"Q9H8U3_IDR_1_166",1
"Q9H8V3_IDR_349_449",0.499036620130591
"Q9H8V3_IDR_832_914",0.500963379869409
"Q9H8W3_IDR_1_124",0.472686556129116
"Q9H8W3_IDR_184_233",0.527313443870884
"Q9H987_IDR_88_954",1
"Q9H992_IDR_1_479",1
"Q9H9A5_IDR_476_512",0.486898135620903
"Q9H9A5_IDR_711_744",0.513101864379097
"Q9H9A7_IDR_216_476",1
"Q9H9B1_IDR_1267_1298",0.344484171142712
"Q9H9B1_IDR_1_513",0.312833882460058
"Q9H9B1_IDR_653_705",0.34268194639723
"Q9H9C1_IDR_1_140",1
"Q9H9D4_IDR_174_346",1
"Q9H9F9_IDR_377_439",1
"Q9H9H4_IDR_164_285",1
"Q9H9H5_IDR_34_199",1
"Q9H9J2_IDR_1_35",1
"Q9H9L3_IDR_10_174",1
"Q9H9L4_IDR_102_152",0.481109326277341
"Q9H9L4_IDR_347_492",0.518890673722659
"Q9H9L7_IDR_1_129",1
"Q9H9P8_IDR_1_45",1
"Q9HAI6_IDR_17_100",1
"Q9HAJ7_IDR_34_106",1
"Q9HAK2_IDR_387_575",1
"Q9HAN9_IDR_110_145",1
"Q9HAP2_IDR_1_74",0.489994226974152
"Q9HAP2_IDR_234_731",0.510005773025848
"Q9HAQ2_IDR_437_576",0.462884027034612
"Q9HAQ2_IDR_718_790",0.537115972965388
"Q9HAS0_IDR_1_33",1
"Q9HAS3_IDR_1_82",1
"Q9HAT1_IDR_254_461",1
"Q9HAU0_IDR_106_163",0.273114794018742
"Q9HAU0_IDR_271_728",0.433593143413981
"Q9HAU0_IDR_730_1114",0.293292062567278
"Q9HAU4_IDR_138_250",1
"Q9HAU5_IDR_1012_1108",0.195928374055631
"Q9HAU5_IDR_1110_1165",0.207738068090042
"Q9HAU5_IDR_1_135",0.18370827575964
"Q9HAU5_IDR_1203_1272",0.213563610787388
"Q9HAU5_IDR_485_562",0.199061671307298
"Q9HB21_IDR_116_188",0.502279747956231
"Q9HB21_IDR_292_404",0.497720252043769
"Q9HB29_IDR_542_575",1
"Q9HB58_IDR_116_458",1
"Q9HB65_IDR_118_282",1
"Q9HB89_IDR_377_426",1
"Q9HB90_IDR_1_59",1
"Q9HB96_IDR_174_279",1
"Q9HBA0_IDR_1_144",0.506687235291572
"Q9HBA0_IDR_790_871",0.493312764708428
"Q9HBB8_IDR_476_660",0.325155833760443
"Q9HBB8_IDR_702_773",0.341430198308589
"Q9HBB8_IDR_810_845",0.333413967930968
"Q9HBD1_IDR_396_1140",1
"Q9HBE1_IDR_129_412",0.33605145034467
"Q9HBE1_IDR_417_687",0.3297235631716
"Q9HBE1_IDR_73_127",0.33422498648373
"Q9HBG4_IDR_667_711",1
"Q9HBG7_IDR_466_508",0.522966138155016
"Q9HBG7_IDR_512_579",0.477033861844983
"Q9HBM6_IDR_134_251",1
"Q9HBR0_IDR_402_1063",1
"Q9HBT8_IDR_1_36",0.488422545970173
"Q9HBT8_IDR_91_197",0.511577454029827
"Q9HBU1_IDR_1_254",1
"Q9HBU6_IDR_1_83",1
"Q9HBU9_IDR_272_364",1
"Q9HBV2_IDR_253_294",0.51004355757644
"Q9HBV2_IDR_29_72",0.48995644242356
"Q9HBW0_IDR_317_351",1
"Q9HBW1_IDR_1_41",0.498794930492367
"Q9HBW1_IDR_509_546",0.501205069507633
"Q9HBX8_IDR_498_538",0.496747058891937
"Q9HBX8_IDR_907_967",0.503252941108063
"Q9HBZ2_IDR_1_70",0.339519627748531
"Q9HBZ2_IDR_439_659",0.32844020795321
"Q9HBZ2_IDR_661_700",0.332040164298259
"Q9HC07_IDR_1_89",1
"Q9HC10_IDR_1286_1402",0.316695442362082
"Q9HC10_IDR_135_248",0.345555070085449
"Q9HC10_IDR_646_687",0.337749487552469
"Q9HC35_IDR_56_214",0.484787147297973
"Q9HC35_IDR_868_981",0.515212852702027
"Q9HC36_IDR_45_84",1
"Q9HC44_IDR_1_380",0.483606139239755
"Q9HC84_IDR_3673_4118",0.198534343157653
"Q9HC98_IDR_1_36",1
"Q9HCB6_IDR_1_35",1
"Q9HCC6_IDR_1_43",0.478127462302753
"Q9HCC6_IDR_151_215",0.521872537697247
"Q9HCC9_IDR_293_401",0.25836251107503
"Q9HCC9_IDR_404_514",0.255630820660699
"Q9HCC9_IDR_523_707",0.235233199766527
"Q9HCC9_IDR_764_806",0.250773468497743
"Q9HCD5_IDR_1_181",0.323439984360929
"Q9HCD5_IDR_376_438",0.34709536180381
"Q9HCD5_IDR_440_532",0.329464653835261
"Q9HCD6_IDR_101_317",0.249469181531652
"Q9HCD6_IDR_1375_1990",0.22679825544651
"Q9HCD6_IDR_1_96",0.303148387515674
"Q9HCD6_IDR_396_436",0.220584175506164
"Q9HCE0_IDR_1_242",1
"Q9HCE3_IDR_1113_1165",0.163030853011151
"Q9HCE3_IDR_1229_1261",0.169031156217014
"Q9HCE3_IDR_1_63",0.173839705106301
"Q9HCE3_IDR_670_720",0.173521748465086
"Q9HCE3_IDR_68_618",0.156582410634251
"Q9HCE3_IDR_960_1022",0.163994126566196
"Q9HCH5_IDR_22_71",0.519041207690724
"Q9HCH5_IDR_75_611",0.480958792309276
"Q9HCI5_IDR_1_488",1
"Q9HCI6_IDR_1_130",1
"Q9HCI7_IDR_137_471",0.469653540267823
"Q9HCI7_IDR_503_545",0.530346459732177
"Q9HCJ0_IDR_1_1395",0.308073847402132
"Q9HCJ0_IDR_1397_1493",0.351925271500197
"Q9HCJ0_IDR_1600_1632",0.340000881097671
"Q9HCJ1_IDR_455_492",1
"Q9HCJ2_IDR_570_616",1
"Q9HCJ3_IDR_1_48",0.446652205351901
"Q9HCJ3_IDR_360_667",0.553347794648099
"Q9HCM2_IDR_1_33",1
"Q9HCM3_IDR_1373_1487",0.23344138685698
"Q9HCM3_IDR_1493_1821",0.245134237949595
"Q9HCM3_IDR_1883_1919",0.251840300083527
"Q9HCM3_IDR_1_949",0.269584075109899
"Q9HCM4_IDR_1_38",0.501578294636008
"Q9HCM4_IDR_349_660",0.498421705363992
"Q9HCM7_IDR_1_1045",1
"Q9HCN3_IDR_1_33",1
"Q9HCN4_IDR_283_374",1
"Q9HCN6_IDR_295_339",1
"Q9HCP0_IDR_1_36",0.444630269009703
"Q9HCP0_IDR_334_422",0.555369730990297
"Q9HCR9_IDR_43_184",1
"Q9HCS4_IDR_1_588",1
"Q9HCS5_IDR_299_686",1
"Q9HCS7_IDR_743_838",1
"Q9HCT0_IDR_1_32",1
"Q9HD90_IDR_148_298",0.553401493618212
"Q9HD90_IDR_1_99",0.446598506381788
"Q9HDC5_IDR_372_404",0.519005420991084
"Q9HDC5_IDR_414_635",0.480994579008916
"Q9HDC9_IDR_1_60",1
"Q9NNX1_IDR_37_75",0.500123770271221
"Q9NNX1_IDR_87_173",0.499876229728779
"Q9NNX6_IDR_1_38",1
"Q9NNX9_IDR_1_186",1
"Q9NNZ3_IDR_133_176",0.35602326662466
"Q9NNZ3_IDR_200_241",0.313956627070732
"Q9NNZ3_IDR_98_131",0.330020106304608
"Q9NP08_IDR_26_207",1
"Q9NP31_IDR_1_67",0.518616141164502
"Q9NP31_IDR_189_381",0.481383858835498
"Q9NP50_IDR_82_155",1
"Q9NP56_IDR_1_91",0.54101615706732
"Q9NP56_IDR_418_450",0.45898384293268
"Q9NP59_IDR_237_282",1
"Q9NP61_IDR_129_420",1
"Q9NP98_IDR_1_176",1
"Q9NP99_IDR_138_234",1
"Q9NPA0_IDR_1_38",0.514701152358384
"Q9NPA0_IDR_177_242",0.485298847641616
"Q9NPA1_IDR_28_84",1
"Q9NPA3_IDR_104_140",0.491045377554946
"Q9NPA3_IDR_27_85",0.508954622445055
"Q9NPB0_IDR_1_117",1
"Q9NPB1_IDR_1_33",1
"Q9NPB3_IDR_1_50",1
"Q9NPB6_IDR_251_346",1
"Q9NPB8_IDR_626_672",1
"Q9NPC1_IDR_311_358",1
"Q9NPC2_IDR_252_301",0.493004374690393
"Q9NPC2_IDR_304_374",0.506995625309607
"Q9NPC3_IDR_167_277",1
"Q9NPC6_IDR_1_143",1
"Q9NPC7_IDR_109_301",1
"Q9NPC8_IDR_160_291",1
"Q9NPD5_IDR_130_165",0.337200412387201
"Q9NPI6_IDR_132_538",1
"Q9NPI7_IDR_1_259",1
"Q9NPI9_IDR_1_32",0.504714235151579
"Q9NPI9_IDR_350_418",0.495285764848421
"Q9NPJ4_IDR_1_92",1
"Q9NPJ6_IDR_159_270",1
"Q9NPL8_IDR_1_40",0.507031060132634
"Q9NPL8_IDR_247_285",0.492968939867366
"Q9NPQ8_IDR_427_472",1
"Q9NPR2_IDR_677_797",1
"Q9NPR9_IDR_147_181",0.481733346507999
"Q9NPR9_IDR_513_543",0.518266653492001
"Q9NPU4_IDR_1_54",1
"Q9NPY3_IDR_470_623",1
"Q9NPZ5_IDR_1_76",1
"Q9NQ03_IDR_11_156",1
"Q9NQ11_IDR_116_156",1
"Q9NQ25_IDR_251_299",1
"Q9NQ29_IDR_232_371",1
"Q9NQ31_IDR_41_77",0.503094992025318
"Q9NQ75_IDR_594_667",0.482598639583816
"Q9NQ76_IDR_1_525",1
"Q9NQ84_IDR_308_364",0.519587374276568
"Q9NQ84_IDR_396_439",0.480412625723432
"Q9NQ86_IDR_66_106",1
"Q9NQ87_IDR_1_55",0.496569423293359
"Q9NQ87_IDR_188_311",0.503430576706641
"Q9NQ90_IDR_111_144",0.332766430371325
"Q9NQ90_IDR_1_86",0.348394128070457
"Q9NQ90_IDR_960_1003",0.318839441558218
"Q9NQ92_IDR_1_93",1
"Q9NQB0_IDR_1_619",1
"Q9NQC1_IDR_1_45",0.504744762718917
"Q9NQC1_IDR_520_790",0.495255237281083
"Q9NQC3_IDR_1_994",1
"Q9NQC7_IDR_324_357",0.506547503585602
"Q9NQC7_IDR_380_465",0.493452496414398
"Q9NQC8_IDR_1_62",1
"Q9NQE7_IDR_1_53",1
"Q9NQE9_IDR_1_43",1
"Q9NQS5_IDR_211_312",1
"Q9NQS7_IDR_40_844",1
"Q9NQT8_IDR_1372_1693",0.244667985190251
"Q9NQT8_IDR_1770_1826",0.236491600444691
"Q9NQT8_IDR_546_596",0.255475641797826
"Q9NQT8_IDR_628_658",0.263364772567232
"Q9NQU5_IDR_48_95",0.510724204792137
"Q9NQU5_IDR_97_382",0.489275795207863
"Q9NQV5_IDR_1_100",0.466563050377863
"Q9NQV5_IDR_271_438",0.533436949622137
"Q9NQV7_IDR_364_472",0.495191313455553
"Q9NQV7_IDR_75_202",0.504808686544447
"Q9NQV8_IDR_142_172",0.52616606225803
"Q9NQV8_IDR_180_581",0.47383393774197
"Q9NQW1_IDR_502_546",0.334252006148377
"Q9NQW1_IDR_787_905",0.345152954967019
"Q9NQW1_IDR_914_1070",0.320595038884604
"Q9NQW5_IDR_369_492",0.505243574152332
"Q9NQW5_IDR_71_198",0.494756425847668
"Q9NQW6_IDR_1_716",0.474642951553769
"Q9NR00_IDR_1_31",1
"Q9NR12_IDR_59_278",1
"Q9NR20_IDR_1_32",0.515451320181215
"Q9NR20_IDR_404_520",0.484548679818785
"Q9NR22_IDR_1_71",1
"Q9NR30_IDR_1_184",0.485271277209295
"Q9NR30_IDR_716_783",0.514728722790705
"Q9NR33_IDR_1_37",1
"Q9NR34_IDR_1_168",1
"Q9NR46_IDR_165_210",0.510240443498607
"Q9NR46_IDR_277_336",0.489759556501393
"Q9NR48_IDR_1_1321",0.230908222475453
"Q9NR48_IDR_1325_2025",0.261162310326005
"Q9NR48_IDR_2287_2437",0.266214086068869
"Q9NR48_IDR_2835_2914",0.241715381129673
"Q9NR55_IDR_1_53",1
"Q9NR56_IDR_344_388",1
"Q9NR61_IDR_617_652",1
"Q9NR63_IDR_1_42",1
"Q9NR64_IDR_23_187",1
"Q9NRJ4_IDR_1274_1456",0.310137099619296
"Q9NRJ4_IDR_629_1070",0.355626614340491
"Q9NRK6_IDR_1_153",1
"Q9NRL2_IDR_1014_1073",0.179975801418426
"Q9NRL2_IDR_1197_1431",0.155284038165256
"Q9NRL2_IDR_144_182",0.16801903075179
"Q9NRL2_IDR_271_351",0.1609353201317
"Q9NRL2_IDR_667_774",0.161026185852775
"Q9NRL2_IDR_834_877",0.174759623680053
"Q9NRL3_IDR_1_62",0.471113691656891
"Q9NRL3_IDR_85_421",0.528886308343109
"Q9NRM0_IDR_1_49",1
"Q9NRM1_IDR_1_32",0.529224451174402
