"","GO0060089_molecular_transducer_activity"
"Q5D1E8_IDR_296_435",0.235661435135176
"Q5D1E8_IDR_512_542",0.254807644337333
"Q5D1E8_IDR_91_131",0.254810011929179
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.372345513118006
"Q5GH73_IDR_197_229",0.331971577399104
"Q5GH73_IDR_515_558",0.29568290948289
"Q5GH76_IDR_1_104",0.311879825251963
"Q5GH76_IDR_175_245",0.349859861539284
"Q5GH76_IDR_521_565",0.338260313208753
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.333812315492968
"Q5HYW2_IDR_251_1225",0.308243978365768
"Q5HYW2_IDR_60_249",0.357943706141265
"Q5HYW3_IDR_1_150",0.586787823039712
"Q5HYW3_IDR_315_493",0.413212176960288
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.541300484014725
"Q5JSL3_IDR_1189_1272",0.263118214304623
"Q5JSL3_IDR_1_31",0.25559938630939
"Q5JSL3_IDR_1337_1386",0.251613501655323
"Q5JSL3_IDR_277_308",0.229668897730665
"Q5JSP0_IDR_1_154",0.473990104702603
"Q5JSP0_IDR_482_527",0.526009895297397
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.561974816420608
"Q5JT82_IDR_350_389",0.438025183579392
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.270987480819245
"Q5JWR5_IDR_1992_2027",0.262465399485021
"Q5JWR5_IDR_695_728",0.22948466392709
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.485598411898716
"Q5JX71_IDR_51_109",0.514401588101284
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.355693838408744
"Q5PRF9_IDR_390_469",0.313356339593333
"Q5PRF9_IDR_536_694",0.330949821997923
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.30107311659918
"Q5QGS0_IDR_1_541",0.286854206593461
"Q5QGS0_IDR_579_1282",0.412072676807359
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.548310389902362
"Q5SSJ5_IDR_417_553",0.451689610097638
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.48781836017979
"Q5SV97_IDR_668_702",0.51218163982021
"Q5SVQ8_IDR_1_347",0.499183898207976
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.4682479000915
"Q5SZB4_IDR_293_393",0.5317520999085
"Q5SZD1_IDR_102_152",0.505226444565123
"Q5SZD1_IDR_1_80",0.494773555434877
"Q5SZJ8_IDR_1_71",0.474403929609526
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.525596070390474
"Q5SZL2_IDR_1_499",0.511905692908375
"Q5SZL2_IDR_662_706",0.488094307091625
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.116351875223358
"Q5T011_IDR_1358_1414",0.107472137685915
"Q5T011_IDR_1466_1556",0.108039996127218
"Q5T011_IDR_1632_1667",0.112727912370766
"Q5T011_IDR_1803_1907",0.111954992786825
"Q5T011_IDR_2109_2151",0.116308542884863
"Q5T011_IDR_2400_2513",0.0997103822793011
"Q5T011_IDR_2864_2903",0.115960641991992
"Q5T011_IDR_698_731",0.111473518649761
"Q5T124_IDR_1_71",0.502923935083402
"Q5T124_IDR_474_520",0.497076064916597
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.283049545146328
"Q5T1B0_IDR_1_55",0.273282072180896
"Q5T1B0_IDR_819_884",0.235854813771403
"Q5T1B0_IDR_887_1012",0.207813568901372
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.613628585819161
"Q5T1M5_IDR_818_1219",0.386371414180838
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.490609831428565
"Q5T1Q4_IDR_360_408",0.509390168571435
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.459003357217256
"Q5T1V6_IDR_580_619",0.540996642782744
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.588550872050655
"Q5T4F4_IDR_1_31",0.522742861013482
"Q5T4F4_IDR_235_346",0.477257138986518
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.13841860807332
"Q5T4S7_IDR_1731_1783",0.14239462450298
"Q5T4S7_IDR_2437_2470",0.154538567662648
"Q5T4S7_IDR_429_465",0.142820147598937
"Q5T4S7_IDR_598_635",0.150203955385978
"Q5T5X7_IDR_484_531",0.261002375727727
"Q5T5X7_IDR_647_705",0.22757060677857
"Q5T5Y3_IDR_347_701",0.59322558042483
"Q5T5Y3_IDR_705_1460",0.40677441957517
"Q5T601_IDR_1_40",0.501586459086549
"Q5T601_IDR_855_890",0.498413540913451
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.232427292491364
"Q5T681_IDR_41_77",0.261678925056837
"Q5T7P8_IDR_141_227",0.483037829836221
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.257040894259681
"Q5T7W0_IDR_1_99",0.2185634615932
"Q5T7W0_IDR_211_255",0.241856021056981
"Q5T7W0_IDR_282_460",0.282539623090138
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.355050898428064
"Q5T848_IDR_1_73",0.35401672076135
"Q5T848_IDR_669_1168",0.290932380810586
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.241537333688264
"Q5TAP6_IDR_285_594",0.202747924078886
"Q5TAP6_IDR_51_83",0.289876479984778
"Q5TAP6_IDR_735_766",0.265838262248071
"Q5TAQ9_IDR_1_135",0.453077096908076
"Q5TAQ9_IDR_553_597",0.546922903091924
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.134670189467922
"Q5TCQ9_IDR_815_847",0.200882094301868
"Q5TCQ9_IDR_941_1002",0.161130033277258
"Q5TCS8_IDR_1039_1079",0.187232017544683
"Q5TCS8_IDR_1191_1255",0.150950731812738
"Q5TCS8_IDR_186_226",0.154690544895031
"Q5TCS8_IDR_488_576",0.179480177924481
"Q5TCS8_IDR_697_810",0.170271184981075
"Q5TCS8_IDR_893_925",0.157375342841991
"Q5TCX8_IDR_1_38",0.486505713071908
"Q5TF39_IDR_410_518",0.397151184345031
"Q5TF58_IDR_1_183",0.32102496559485
"Q5TF58_IDR_312_362",0.352059972324045
"Q5TF58_IDR_481_517",0.326915062081104
"Q5TFG8_IDR_143_222",0.506975578945526
"Q5TFG8_IDR_42_127",0.493024421054474
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.487422445485073
"Q5TGY1_IDR_524_634",0.512577554514927
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.200950411736933
"Q5TH69_IDR_1413_1443",0.202671915946216
"Q5TH69_IDR_179_212",0.215814620113503
"Q5TH69_IDR_1944_2105",0.171812003365461
"Q5TH69_IDR_464_660",0.208751048837887
"Q5TH74_IDR_1_75",0.414384903672225
"Q5TH74_IDR_96_267",0.585615096327775
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.514856604113998
"Q5U4P2_IDR_1_49",0.485143395886002
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.424321703327427
"Q5U5X8_IDR_65_452",0.575678296672573
"Q5U5Z8_IDR_108_140",0.344918605937796
"Q5U5Z8_IDR_36_77",0.33382589555154
"Q5U5Z8_IDR_696_889",0.321255498510664
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.511251600572864
"Q5U651_IDR_257_369",0.488748399427136
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.537282365559291
"Q5UCC4_IDR_193_224",0.462717634440709
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.225025874289293
"Q5VT52_IDR_147_252",0.479302261405317
"Q5VT52_IDR_294_1443",0.520697738594683
"Q5VT97_IDR_1032_1082",0.456593905718676
"Q5VT97_IDR_1_652",0.543406094281324
"Q5VTB9_IDR_31_71",0.513848611804403
"Q5VTB9_IDR_75_492",0.486151388195597
"Q5VTD9_IDR_1_104",0.494280169219813
"Q5VTD9_IDR_113_148",0.505719830780187
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.287352139281966
"Q5VTH9_IDR_165_217",0.278654790745184
"Q5VTH9_IDR_333_387",0.245838455494325
"Q5VTH9_IDR_430_465",0.188154614478525
"Q5VTJ3_IDR_300_375",0.526380038041555
"Q5VTJ3_IDR_45_255",0.473619961958445
"Q86VV4_IDR_411_465",0.287146791114238
"Q86VV4_IDR_46_283",0.382637187268746
"Q86VV8_IDR_120_165",0.312132303169854
"Q86VV8_IDR_1531_1565",0.354517872028111
"Q86VV8_IDR_279_360",0.333349824802035
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.441823289206543
"Q86VW2_IDR_485_580",0.558176710793457
"Q86VY4_IDR_1_200",0.490771802459482
"Q86VY4_IDR_387_417",0.509228197540518
"Q86VY9_IDR_1_51",0.281413762004808
"Q86VY9_IDR_60_104",0.378344983725528
"Q86WG3_IDR_1_150",0.557945719393403
"Q86WG3_IDR_330_371",0.442054280606597
"Q86WG5_IDR_1027_1103",0.232558668867643
"Q86WG5_IDR_1269_1305",0.251003850809109
"Q86WG5_IDR_1670_1731",0.268403348493195
"Q86WG5_IDR_770_807",0.248034131830053
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.559017318620828
"Q86WK6_IDR_448_485",0.440982681379172
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.491650992462265
"Q86WN1_IDR_609_690",0.508349007537735
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.514218712378982
"Q86WR6_IDR_1_42",0.485781287621018
"Q86WR7_IDR_1_50",0.456914175037582
"Q86WR7_IDR_73_399",0.543085824962418
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.484744385927355
"Q86XD5_IDR_146_332",0.515255614072645
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.490767519395421
"Q86XF7_IDR_184_214",0.509232480604579
"Q86XH1_IDR_344_382",0.463642758473793
"Q86XH1_IDR_459_491",0.536357241526207
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.5242492915808
"Q86XK3_IDR_75_146",0.4757507084192
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.515334219414256
"Q86XZ4_IDR_84_244",0.484665780585744
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.241012338276746
"Q86Y13_IDR_1_85",0.263709820779413
"Q86Y13_IDR_587_752",0.224145907468286
"Q86Y13_IDR_953_1029",0.271131933475555
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.219698596957746
"Q86Y26_IDR_1_55",0.220666075775679
"Q86Y26_IDR_287_377",0.19471164405327
"Q86Y26_IDR_379_868",0.188730075956836
"Q86Y26_IDR_870_1132",0.176193607256469
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.496194691983158
"Q86YF9_IDR_609_849",0.256659635813745
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.503187397341188
"Q86YJ5_IDR_267_306",0.496812602658811
"Q86YJ7_IDR_440_475",0.340916509321828
"Q86YJ7_IDR_491_525",0.313341489117888
"Q86YJ7_IDR_535_582",0.345742001560285
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.574934952331167
"Q86YN6_IDR_98_897",0.425065047668832
"Q86YP4_IDR_1_436",0.531625065076507
"Q86YP4_IDR_465_633",0.468374934923493
"Q86YR6_IDR_1_94",0.494126177918936
"Q86YR6_IDR_363_536",0.505873822081064
"Q86YR7_IDR_530_616",0.486795944201394
"Q86YR7_IDR_963_1114",0.513204055798606
"Q86YS3_IDR_495_564",0.484163711364066
"Q86YS3_IDR_84_347",0.515836288635934
"Q86Z02_IDR_661_906",0.269408656432037
"Q86Z02_IDR_909_1104",0.263727722509245
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.542923473039298
"Q86Z23_IDR_34_105",0.457076526960702
"Q8HWS3_IDR_1_117",0.223836164425014
"Q8HWS3_IDR_557_645",0.283263688206597
"Q8HWS3_IDR_647_680",0.250309525050141
"D6RA61_IDR_470_528",0.325597850129096
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.380824672220682
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.346284455089768
"A1A519_IDR_147_214",0.348283675562588
"A2RU30_IDR_1_236",0.542672615084309
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.335223535943664
"A1A519_IDR_270_310",0.27089165221673
"A2RU30_IDR_239_521",0.457327384915691
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.318492008966567
"A7E2F4_IDR_1_180",0.377497892842169
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.343270335729025
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.348803680978699
"A6NMS7_IDR_1547_1623",0.215890653723945
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.323643332158681
"D6RCP7_IDR_379_451",0.330549369734479
"A1A5C7_IDR_1_74",0.465474163847847
"A7E2F4_IDR_267_605",0.273698426179133
"A6NMS7_IDR_1658_1700",0.165913995648375
"A2RUB1_IDR_1_666",0.58476126252246
"F5H4B4_IDR_304_403",0.331980316951954
"D6RCP7_IDR_470_528",0.326180294536496
"A1A5D9_IDR_1_54",0.264494008278086
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.207577118448381
"A2RUB1_IDR_915_952",0.41523873747754
"A0A1B0GTS1_IDR_1_76",0.477892136155337
"F5H4B4_IDR_517_570",0.344376350889364
"D6RGH6_IDR_1_58",0.3092647146538
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.336299048411351
"A6NMT0_IDR_1_40",0.385843428118712
"A2RUB6_IDR_27_902",0.426410807167285
"A0A1B0GTS1_IDR_181_278",0.522107863844663
"D6RGH6_IDR_61_125",0.338495386667365
"Q8NEM0_IDR_98_151",0.461887896891852
"Q8NEM2_IDR_1_62",0.494741884198054
"Q8NEM2_IDR_556_639",0.505258115801946
"Q8NEM7_IDR_1_32",0.311777778512427
"Q8NEM7_IDR_226_327",0.314102959881768
"Q8NEM7_IDR_360_779",0.374119261605805
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.404363848280833
"Q8NEV4_IDR_879_921",0.595636151719167
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.544574302960232
"Q8NEY1_IDR_1821_1877",0.455425697039768
"Q8NEY3_IDR_1_48",0.471279206379588
"Q8NEY3_IDR_159_280",0.528720793620412
"Q8NEY8_IDR_1_319",0.439714630928628
"Q8NEY8_IDR_344_405",0.560285369071372
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.0974074177951105
"Q8NEZ4_IDR_1140_1172",0.114150553079985
"Q8NEZ4_IDR_1191_3892",0.0931697915890352
"Q8NEZ4_IDR_165_218",0.109799781218997
"Q8NEZ4_IDR_3930_4003",0.107546857236429
"Q8NEZ4_IDR_4026_4058",0.114929692105216
"Q8NEZ4_IDR_522_937",0.10488345013523
"Q8NF91_IDR_6103_6169",0.184236382239551
"Q8NF91_IDR_6172_6346",0.150965988795225
"Q8NF91_IDR_8212_8335",0.158899329911699
"Q8NF91_IDR_8663_8736",0.161648238445897
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.529144943807073
"Q8NFA0_IDR_433_478",0.470855056192927
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.600543126092797
"Q8NFC6_IDR_159_3051",0.399456873907203
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.303203963500737
"Q8NFD5_IDR_1267_1591",0.21774310587224
"Q8NFD5_IDR_1694_1775",0.20262257422754
"Q8NFD5_IDR_1808_1912",0.276430356399483
"Q8NFF2_IDR_1_78",0.544866492906074
"Q8NFF2_IDR_261_425",0.455133507093926
"Q8NFT6_IDR_260_335",0.241345474143641
"Q8NFT6_IDR_339_501",0.266799833966881
"Q8NFT6_IDR_96_165",0.232926952673906
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.470717669595981
"Q8NFU5_IDR_262_363",0.529282330404019
"Q8NFU7_IDR_1_1332",0.312710184008316
"Q8NFU7_IDR_1743_1840",0.238922536830877
"Q8NFU7_IDR_1916_1989",0.234509589110187
"Q8NFU7_IDR_2070_2109",0.21385769005062
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.343454649507756
"Q8NFW1_IDR_274_311",0.33502537022978
"Q8NFW1_IDR_317_1626",0.321519980262463
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.266027626600817
"Q8NHM5_IDR_378_508",0.245485189096687
"Q8NHM5_IDR_565_652",0.277079403819833
"Q8NHM5_IDR_724_1040",0.211407780482662
"Q8NHP7_IDR_18_67",0.512366204189927
"Q8NHP7_IDR_284_470",0.487633795810073
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.547657053954661
"Q8NHQ8_IDR_82_200",0.452342946045339
"Q8NHQ9_IDR_486_555",0.475916183432018
"Q8NHQ9_IDR_570_600",0.524083816567982
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.544447402915663
"Q8NHY3_IDR_173_216",0.542174958343857
"Q8NHY3_IDR_269_880",0.457825041656143
"Q8NHY6_IDR_154_371",0.527989029033077
"Q8NHY6_IDR_1_97",0.472010970966923
"Q8NHZ7_IDR_1_158",0.541154154592404
"Q8NHZ7_IDR_178_208",0.458845845407596
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.325031034664214
"Q8NI08_IDR_162_215",0.346882815481515
"Q8NI08_IDR_307_652",0.328086149854272
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.105765914119786
"Q8NI35_IDR_1164_1219",0.0970182709803817
"Q8NI35_IDR_455_515",0.105022380975753
"Q8NI35_IDR_641_675",0.0904147287999756
"Q8NI35_IDR_777_807",0.108958488693255
"Q8NI35_IDR_839_985",0.105874472425148
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.492804107546983
"Q8TAD2_IDR_49_87",0.507195892453017
"Q8TAD4_IDR_1_32",0.548716819296628
"Q8TAD4_IDR_545_588",0.451283180703372
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.572894375589635
"Q8TAE8_IDR_182_222",0.427105624410365
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.445196878094877
"Q8TAK6_IDR_183_271",0.554803121905123
"Q8TAL5_IDR_145_182",0.342380006717517
"Q8TAL5_IDR_272_431",0.302723690297172
"Q8TAL5_IDR_82_123",0.35489630298531
"Q8TAW3_IDR_99_172",0.491709186942724
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.491113434696925
"Q8TAZ6_IDR_205_248",0.508886565303075
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.316156498947883
"Q8TB24_IDR_181_218",0.369993633452307
"Q8TB24_IDR_242_581",0.31384986759981
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.274834532254509
"Q8TBA6_IDR_306_350",0.22841253715737
"Q8TBA6_IDR_445_475",0.240519440939874
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.561953316985429
"Q8TBK6_IDR_61_192",0.438046683014571
"Q8TBM8_IDR_220_262",0.522261645711964
"Q8TBM8_IDR_54_90",0.477738354288036
"Q8TBN0_IDR_1_90",0.44865652164856
"Q8TBN0_IDR_92_218",0.55134347835144
"Q8TBP0_IDR_1_31",0.351590291432938
"Q8TBP0_IDR_712_767",0.346253395208623
"Q8TBP0_IDR_91_286",0.302156313358439
"Q8TBP5_IDR_1_118",0.569942657941494
"Q8TBP5_IDR_144_190",0.430057342058506
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.562728857068863
"Q8TBX8_IDR_294_346",0.437271142931137
"Q8TBY8_IDR_191_246",0.348500553317662
"Q8TBY8_IDR_848_894",0.337921737033446
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.467512252789492
"Q8TC41_IDR_175_255",0.532487747210508
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.316334388235957
"Q8TC71_IDR_493_538",0.322467836844366
"Q8TC71_IDR_90_135",0.361197774919676
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.479072073744999
"Q8TCU5_IDR_986_1075",0.520927926255001
"Q8TCU6_IDR_1109_1142",0.501415580094893
"Q8TCU6_IDR_1_44",0.498584419905107
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.449149662121044
"Q8TCY9_IDR_1_65",0.550850337878956
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.507625019543668
"Q8TD94_IDR_266_323",0.492374980456332
"Q8TDB4_IDR_1_43",0.556786685816969
"Q8TDB4_IDR_70_240",0.443213314183031
"Q8TDB6_IDR_196_232",0.29420973391291
"Q8TDB6_IDR_510_556",0.379470879043826
"Q8TDB6_IDR_91_122",0.326319387043264
"Q8TDC0_IDR_1_161",0.477858711006585
"Q8TDC0_IDR_164_218",0.522141288993415
"Q8TDC3_IDR_363_589",0.46714392795716
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.118392661288679
"Q8TDJ6_IDR_1913_2032",0.0986736141391059
"Q8TDJ6_IDR_2095_2129",0.110517227162227
"Q8TDJ6_IDR_2393_2442",0.110405188747171
"Q8TDJ6_IDR_2468_2500",0.100251841251177
"Q8TDJ6_IDR_284_332",0.122827018802333
"Q8TDJ6_IDR_416_482",0.0979820694669398
"Q8TDJ6_IDR_570_602",0.118189771896674
"Q8TDJ6_IDR_921_963",0.122760607245693
"Q8TDM0_IDR_1_32",0.493062217378475
"Q8TDM0_IDR_178_211",0.506937782621525
"Q8TDM6_IDR_1435_1496",0.237127895566814
"Q8TDM6_IDR_1665_1714",0.192822262948659
"Q8TDM6_IDR_560_612",0.185733616343271
"Q8TDM6_IDR_804_1342",0.198115572520953
"Q8TDM6_IDR_92_187",0.186200652620304
"Q8TDN1_IDR_1_56",0.50369363112799
"Q8TDN1_IDR_476_519",0.49630636887201
"Q8TDN2_IDR_1_40",0.571824834970946
"Q8TDW7_IDR_4177_4353",0.514509607847178
"Q8TDW7_IDR_4355_4541",0.485490392152822
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.196683137501112
"Q8TDX9_IDR_1024_1112",0.191113918247253
"Q8TDX9_IDR_2019_2129",0.197321424914993
"Q8TDX9_IDR_2810_2849",0.210620970291961
"Q8TDX9_IDR_965_1010",0.20426054904468
"Q8TDY2_IDR_1264_1317",0.238316023743758
"Q8TDY2_IDR_1383_1494",0.239502181912707
"Q8TDY2_IDR_221_300",0.237071435691966
"Q8TDY2_IDR_600_806",0.285110358651568
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.481129470940511
"Q8TDY8_IDR_982_1124",0.518870529059489
"Q8TDZ2_IDR_616_705",0.558295902158832
"Q8TDZ2_IDR_752_922",0.441704097841168
"Q8TE12_IDR_157_198",0.453293431563323
"Q8TE12_IDR_246_368",0.546706568436677
"Q8TE49_IDR_77_113",0.500365285607946
"Q8TE85_IDR_405_437",0.293491239726071
"Q8TE85_IDR_467_511",0.316853588010788
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.513122744784302
"Q8TEB1_IDR_515_546",0.486877255215698
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.33684151580204
"Q8TEC5_IDR_442_729",0.386058097132932
"Q8TEC5_IDR_77_121",0.277100387065028
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.256557731523129
"Q8TED9_IDR_317_393",0.250859031862474
"Q8TED9_IDR_514_768",0.242398282173991
"Q8TED9_IDR_76_157",0.250184954440406
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.587929831267246
