"","GO0045892_negative_regulation_of_transcription._DNA_templated"
"Q0ZGT2_IDR_340_394",0.243998812301975
"Q0ZGT2_IDR_406_579",0.242804720821336
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.323467250584973
"Q10570_IDR_715_776",0.347334060021861
"Q12772_IDR_1_342",0.450951442115166
"Q12772_IDR_389_475",0.549048557884834
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.497676953524776
"Q12778_IDR_243_570",0.502323046475224
"Q12789_IDR_1059_1100",0.141586302944102
"Q12789_IDR_1139_1246",0.132649549913487
"Q12789_IDR_1606_1638",0.148101694443142
"Q12789_IDR_1823_1972",0.136785130649055
"Q12789_IDR_437_608",0.166826668094312
"Q12789_IDR_716_777",0.142971270895621
"Q12789_IDR_818_870",0.131079383060281
"Q12791_IDR_1181_1236",0.327440515014871
"Q12791_IDR_1_69",0.325810241572864
"Q12791_IDR_717_804",0.346749243412266
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.486746525553265
"Q12797_IDR_85_336",0.513253474446735
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.479600470967425
"Q12840_IDR_779_1032",0.520399529032575
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.508872803719361
"Q12852_IDR_421_859",0.491127196280639
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.478941371891342
"Q12872_IDR_510_927",0.521058628108658
"Q12873_IDR_1324_1393",0.23921393089831
"Q12873_IDR_1517_1703",0.261789511855818
"Q12873_IDR_199_377",0.256206484826256
"Q12873_IDR_31_132",0.242790072419616
"Q12874_IDR_290_331",0.504642588523721
"Q12874_IDR_333_377",0.495357411476279
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.161384285748426
"Q12923_IDR_1456_1487",0.139889602075259
"Q12923_IDR_1599_1777",0.14005879164363
"Q12923_IDR_1971_2172",0.136028872529577
"Q12923_IDR_937_1050",0.140406746383077
"Q12929_IDR_1_61",0.200398249501162
"Q12929_IDR_186_264",0.201842328707983
"Q12929_IDR_462_493",0.194954818065561
"Q12929_IDR_495_530",0.202129881590522
"Q12929_IDR_592_715",0.200674722134772
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.237684617948543
"Q12934_IDR_318_427",0.251409417293217
"Q12934_IDR_508_616",0.270769482088543
"Q12934_IDR_634_665",0.240136482669697
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.48168131378868
"Q12947_IDR_255_408",0.51831868621132
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.489121966606743
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.510310123736297
"Q12996_IDR_650_717",0.489689876263703
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.25537020291649
"Q13009_IDR_1_429",0.235193561649442
"Q13009_IDR_675_711",0.228308010170768
"Q13009_IDR_931_1033",0.2811282252633
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.491809180699069
"Q13017_IDR_946_1109",0.508190819300931
"Q13023_IDR_1194_1284",0.167606919964851
"Q13023_IDR_1300_1638",0.164489086668648
"Q13023_IDR_1_57",0.159259098957896
"Q13023_IDR_1640_2109",0.18394466951806
"Q13023_IDR_171_760",0.17841387048211
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.475862953201783
"Q13099_IDR_733_833",0.524137046798217
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.333887470871025
"Q13107_IDR_637_699",0.332318346361209
"Q13107_IDR_925_963",0.333794182767766
"Q13111_IDR_1_117",0.194872420607948
"Q13111_IDR_120_464",0.209595310868726
"Q13111_IDR_516_551",0.197374733115663
"Q13111_IDR_605_656",0.192921990963527
"Q13111_IDR_831_956",0.205235544444136
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.491637600434065
"Q13113_IDR_56_114",0.508362399565935
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.517120780326373
"Q13117_IDR_453_538",0.482879219673627
"Q13118_IDR_1_365",0.532795018891983
"Q13118_IDR_450_480",0.467204981108017
"Q13123_IDR_1_135",0.46375607455633
"Q13123_IDR_293_479",0.53624392544367
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.316828099965089
"Q13144_IDR_455_490",0.364935865302384
"Q13144_IDR_501_548",0.318236034732527
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.543874245123841
"Q13148_IDR_338_414",0.456125754876159
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.532484463242379
"Q13153_IDR_1_72",0.46751553675762
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.529374133262577
"Q13164_IDR_393_725",0.470625866737422
"Q13177_IDR_133_226",0.494078896538356
"Q13177_IDR_1_72",0.505921103461644
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.509662496707686
"Q13190_IDR_180_269",0.490337503292314
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.482948809353744
"Q13200_IDR_620_666",0.517051190646256
"Q13201_IDR_15_207",0.358380122397579
"Q13201_IDR_276_386",0.322773718741639
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.505558167100639
"Q13224_IDR_873_1330",0.494441832899361
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.278900344488571
"Q13233_IDR_397_442",0.216890421904333
"Q13233_IDR_497_545",0.240268796914466
"Q13233_IDR_872_1236",0.26394043669263
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.474601874733056
"Q13263_IDR_416_624",0.525398125266944
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.337703276155844
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.486452720830899
"Q13342_IDR_145_586",0.513547279169101
"Q13351_IDR_33_77",0.497283190336294
"Q13351_IDR_81_274",0.502716809663706
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.48167854277405
"Q13356_IDR_449_482",0.51832145722595
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.511272206830032
"Q13361_IDR_1_81",0.488727793169968
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.33345041220491
"Q13367_IDR_255_295",0.313085224532663
"Q13367_IDR_649_845",0.353464363262427
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.345187491334588
"Q13370_IDR_271_657",0.318132881507909
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.342573668553516
"Q13433_IDR_444_589",0.347069288644204
"Q13433_IDR_93_260",0.310357042802281
"Q13435_IDR_1_54",0.195948740885481
"Q13435_IDR_398_455",0.191763513918153
"Q13435_IDR_59_366",0.184302183009843
"Q13435_IDR_690_780",0.206530081232362
"Q13435_IDR_832_895",0.221455480954162
"Q13438_IDR_262_368",0.292822074402614
"Q13438_IDR_370_500",0.404100948708951
"Q13438_IDR_503_540",0.303076976888435
"Q13439_IDR_1_292",0.244952068526619
"Q13439_IDR_1683_1728",0.244887542013019
"Q13439_IDR_1875_1912",0.257104110366229
"Q13439_IDR_2067_2187",0.253056279094132
"Q13442_IDR_1_118",0.491465940734656
"Q13442_IDR_135_181",0.508534059265344
"Q13443_IDR_1_36",0.479331574261371
"Q13443_IDR_728_819",0.520668425738629
"Q13474_IDR_1_73",0.340280689524279
"Q13474_IDR_733_842",0.311110552390008
"Q13474_IDR_873_957",0.348608758085713
"Q13477_IDR_156_203",0.51730238373843
"Q13477_IDR_211_332",0.48269761626157
"Q13480_IDR_120_286",0.54498317952758
"Q13480_IDR_288_621",0.45501682047242
"Q13487_IDR_130_200",0.502707199513542
"Q13487_IDR_264_304",0.497292800486458
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.502285714507092
"Q13489_IDR_340_377",0.497714285492908
"Q13490_IDR_118_178",0.340154566067129
"Q13490_IDR_1_39",0.338967563370604
"Q13490_IDR_351_392",0.320877870562267
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.507372859208019
"Q13496_IDR_571_603",0.492627140791981
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.503110167006559
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.356044509383051
"Q13563_IDR_785_832",0.319484876579527
"Q13563_IDR_869_968",0.324470614037422
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.441272591197889
"Q13569_IDR_319_410",0.558727408802111
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.514863537297734
"Q13573_IDR_307_402",0.485136462702266
"Q13574_IDR_1_235",0.486721440482078
"Q13574_IDR_945_1011",0.513278559517922
"Q13585_IDR_326_438",0.479383565344561
"Q13585_IDR_456_585",0.520616434655439
"Q13586_IDR_1_45",0.489995352164003
"Q13586_IDR_462_685",0.510004647835998
"Q13595_IDR_1_116",0.501544636808963
"Q13595_IDR_198_282",0.498455363191037
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.242930027607859
"Q13621_IDR_1_57",0.25027676275583
"Q13621_IDR_64_94",0.264789210951048
"Q13621_IDR_833_901",0.242003998685264
"Q13627_IDR_1_89",0.518036774113611
"Q13627_IDR_482_746",0.481963225886389
"Q13634_IDR_1_46",0.479190320547294
"Q13634_IDR_678_708",0.520809679452707
"Q13635_IDR_1186_1248",0.24148922764309
"Q13635_IDR_1266_1360",0.279152876116338
"Q13635_IDR_1_47",0.237199044205084
"Q13635_IDR_679_721",0.242158852035489
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.249380780752489
"Q13671_IDR_188_219",0.242842091296974
"Q13671_IDR_231_351",0.257355364447212
"Q13671_IDR_708_783",0.250421763503325
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.330292664440373
"Q13698_IDR_1836_1873",0.34037327141868
"Q13698_IDR_669_758",0.329334064140946
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.314479397237211
"Q13761_IDR_283_332",0.359602307833533
"Q13761_IDR_347_408",0.325918294929256
"Q86U44_IDR_164_243",0.522752432536484
"Q86U44_IDR_1_73",0.477247567463516
"Q86U70_IDR_1_61",0.4548600241612
"Q86U70_IDR_260_411",0.5451399758388
"Q86U86_IDR_1100_1133",0.11999782708869
"Q86U86_IDR_1264_1397",0.116999777565665
"Q86U86_IDR_1400_1461",0.117544844071533
"Q86U86_IDR_1_43",0.114559292576177
"Q86U86_IDR_1509_1589",0.148532087597366
"Q86U86_IDR_294_379",0.119870937916259
"Q86U86_IDR_487_517",0.126325769611166
"Q86U86_IDR_904_941",0.136169463573144
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.49457864734781
"Q86UA1_IDR_602_634",0.50542135265219
"Q86UB2_IDR_1_33",0.249531717659356
"Q86UB2_IDR_150_181",0.243248376887718
"Q86UB2_IDR_433_503",0.260062267295317
"Q86UB2_IDR_85_134",0.247157638157609
"Q86UK5_IDR_1161_1260",0.138205695766931
"Q86UK5_IDR_966_1098",0.13973287864117
"Q86UL3_IDR_1_33",0.499036442648736
"Q86UL3_IDR_62_106",0.500963557351264
"Q86UL8_IDR_1013_1128",0.163863955384389
"Q86UL8_IDR_1231_1455",0.161334585597307
"Q86UL8_IDR_206_301",0.181160486333693
"Q86UL8_IDR_554_598",0.156184007960611
"Q86UL8_IDR_688_763",0.172069286943247
"Q86UL8_IDR_869_906",0.165387677780753
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.311314949339845
"Q86UP2_IDR_1_639",0.335648286546709
"Q86UP2_IDR_836_1001",0.353036764113446
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.470592127603352
"Q86UU1_IDR_726_1194",0.529407872396648
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.534355621225162
"Q86UV5_IDR_874_942",0.465644378774838
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.160524902061349
"Q86UW6_IDR_1437_1490",0.17693646295092
"Q86UW6_IDR_1_44",0.169615664949973
"Q86UW6_IDR_1574_1613",0.164698954216939
"Q86UW6_IDR_586_1012",0.163002964881435
"Q86UW6_IDR_95_311",0.165221050939384
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.322208366327546
"Q86UX6_IDR_391_435",0.332807875286624
"Q86UX6_IDR_438_486",0.34498375838583
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.490949024162134
"Q86UZ6_IDR_506_584",0.509050975837866
"Q86V15_IDR_127_339",0.132009732839628
"Q86V15_IDR_380_456",0.128808326108454
"Q86V15_IDR_47_89",0.126933528900159
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.336667236655541
"Q86V59_IDR_212_374",0.339224962249394
"Q86V59_IDR_379_439",0.324107801095065
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.478492527597454
"Q86V87_IDR_487_536",0.521507472402546
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.455983146014425
"Q86VD1_IDR_516_812",0.544016853985575
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.305721701856984
"Q86VH2_IDR_1186_1401",0.303713253802479
"Q86VH2_IDR_342_1012",0.390565044340537
"Q86VH4_IDR_341_481",0.481593644564804
"Q86VH4_IDR_540_590",0.518406355435196
"Q86VH5_IDR_342_477",0.472676034268663
"Q86VH5_IDR_543_581",0.527323965731337
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.318119734674761
"Q86VR2_IDR_232_466",0.470997748751973
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.33815030357268
"Q86VS8_IDR_388_489",0.325694372204673
"Q86VS8_IDR_643_718",0.336155324222648
"Q86VV4_IDR_1_38",0.318360742090193
"Q13769_IDR_1_47",0.49301437652513
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.361004482333542
"Q13887_IDR_1_82",0.307015201646683
"Q13887_IDR_211_368",0.331980316019775
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.474650719766109
"Q13905_IDR_211_671",0.525349280233891
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.496770312676696
"Q13950_IDR_459_514",0.503229687323304
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.341528781187362
"Q14003_IDR_203_265",0.331275756268483
"Q14003_IDR_554_702",0.327195462544155
"Q14004_IDR_1000_1399",0.460598704655063
"Q14004_IDR_1_694",0.539401295344937
"Q14005_IDR_1_207",0.352211977104615
"Q14005_IDR_306_346",0.327310291079992
"Q14005_IDR_444_1080",0.320477731815393
"Q14008_IDR_1078_1157",0.130008599105103
"Q14008_IDR_225_263",0.156818714150648
"Q14008_IDR_496_592",0.130504162671579
"Q14008_IDR_815_847",0.146535911835378
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.515201338789575
"Q14094_IDR_344_377",0.484798661210425
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.491827482135567
"Q14114_IDR_739_819",0.508172517864433
"Q14118_IDR_305_493",0.31663723515761
"Q14118_IDR_719_749",0.335656140911304
"Q14118_IDR_806_895",0.347706623931086
"Q14119_IDR_1_231",0.497025802722835
"Q14119_IDR_267_373",0.502974197277165
"Q14123_IDR_456_512",0.435083419053729
"Q14123_IDR_523_709",0.56491658094627
"Q14126_IDR_1056_1118",0.49238729878936
"Q14126_IDR_848_900",0.50761270121064
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.625750682830751
"Q14159_IDR_103_258",0.483446683597879
"Q14159_IDR_1_100",0.516553316402121
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.509183216985222
"Q14186_IDR_349_410",0.490816783014778
"Q14188_IDR_355_446",0.503885404525459
"Q14188_IDR_39_129",0.496114595474541
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.473293428056963
"Q14191_IDR_303_528",0.526706571943037
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.488677623253901
"Q14320_IDR_62_167",0.511322376746099
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.498245726106284
"Q14332_IDR_152_196",0.501754273893716
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.322050825220333
"Q14432_IDR_1092_1141",0.322345439470904
"Q14432_IDR_262_664",0.355603735308762
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.416031511018276
"Q14444_IDR_247_709",0.583968488981724
"Q14449_IDR_1_104",0.508974036950038
"Q14449_IDR_355_432",0.491025963049962
"Q14451_IDR_1_98",0.532760208840749
"Q14451_IDR_354_427",0.467239791159251
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.480693502315782
"Q14527_IDR_1_53",0.248627090035903
"Q14527_IDR_172_204",0.244599461172643
"Q14527_IDR_321_394",0.265112127656597
"Q14527_IDR_397_473",0.241661321134857
"Q14532_IDR_1_51",0.496310352887863
"Q14532_IDR_405_448",0.503689647112138
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.51693634244691
"Q14541_IDR_86_131",0.48306365755309
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.257243859718553
"Q14562_IDR_151_260",0.242086616718036
"Q14562_IDR_328_405",0.243260885549071
"Q14562_IDR_95_148",0.25740863801434
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.318966604195354
"Q14571_IDR_926_964",0.348688202213415
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.19453831107612
"Q14643_IDR_1707_1737",0.200040386537215
"Q14643_IDR_1756_1796",0.188506893261122
"Q14643_IDR_1886_1966",0.185163673487335
"Q14643_IDR_911_975",0.231750735638209
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.34477608635601
"Q14667_IDR_2035_2109",0.331063071827342
"Q14667_IDR_2183_2235",0.324160841816648
"Q14669_IDR_1_408",0.525459473057952
"Q14669_IDR_938_1083",0.474540526942048
"Q14671_IDR_17_558",0.210624620269672
"Q14671_IDR_570_646",0.196515245842845
"Q14671_IDR_663_727",0.19638850314122
"Q14671_IDR_740_779",0.186144410177307
"Q14690_IDR_1401_1585",0.507573259312181
"Q14690_IDR_1_68",0.492426740687819
"Q14692_IDR_1222_1282",0.225417674617816
"Q14692_IDR_1_47",0.258424602059056
"Q14692_IDR_397_744",0.266050621259255
"Q14692_IDR_762_844",0.250107102063873
"Q14693_IDR_105_457",0.455066288156017
"Q14693_IDR_559_621",0.544933711843983
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.500026847711898
"Q14696_IDR_193_234",0.499973152288102
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.505181249391994
"Q14699_IDR_435_578",0.494818750608006
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.522225122362066
"Q14738_IDR_518_574",0.477774877637934
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.458329662549051
"Q14761_IDR_92_188",0.541670337450949
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.349737438742331
"Q14766_IDR_212_328",0.336594456647243
"Q14766_IDR_758_817",0.313668104610426
"Q14767_IDR_233_296",0.513845260148337
"Q14767_IDR_45_165",0.486154739851663
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.437416451777587
"Q14774_IDR_53_173",0.562583548222413
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.120693373786278
"Q14789_IDR_1442_1474",0.128330011239801
"Q14789_IDR_1584_1873",0.120457230785484
"Q14789_IDR_205_718",0.146022319214682
"Q14789_IDR_2763_2798",0.119608519591464
"Q14789_IDR_871_1329",0.117494401905363
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.312362607229682
"Q14865_IDR_243_323",0.319123808189369
"Q14865_IDR_410_1030",0.368513584580949
"Q14872_IDR_1_169",0.301947104797573
"Q14872_IDR_232_558",0.394478980545307
"Q14872_IDR_639_714",0.30357391465712
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.462135805427391
"Q14934_IDR_691_872",0.537864194572609
"Q14938_IDR_188_221",0.327736299108666
"Q14938_IDR_223_406",0.35101450878138
"Q14938_IDR_410_502",0.321249192109954
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.263462544996999
"Q14966_IDR_1_906",0.256424887564881
"Q14966_IDR_1939_1978",0.246160597049359
"Q14966_IDR_939_1024",0.233951970388761
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.521547227200011
"Q14BN4_IDR_292_527",0.243313691836621
"Q14BN4_IDR_537_567",0.24338780619517
"Q14BN4_IDR_679_734",0.255611984697214
"Q14BN4_IDR_797_828",0.257686517270995
"Q14C86_IDR_445_514",0.468430065346074
"Q14C86_IDR_521_1117",0.531569934653926
"Q14C87_IDR_800_911",0.50956683970148
"Q14C87_IDR_944_1069",0.49043316029852
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.498537123178454
"Q14CN4_IDR_455_511",0.501462876821546
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.535876611197767
"Q14CW9_IDR_51_84",0.464123388802233
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.36057837081053
"Q15020_IDR_583_694",0.325180974976711
"Q15020_IDR_879_950",0.314240654212758
"Q15021_IDR_1296_1401",0.339122863267325
"Q15021_IDR_547_611",0.331135258071356
"Q15021_IDR_953_988",0.329741878661319
"Q15022_IDR_1_78",0.352837519352145
"Q15022_IDR_366_423",0.295664769302784
"Q15022_IDR_689_739",0.351497711345071
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.500688028786594
"Q15027_IDR_524_568",0.499311971213406
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.325818590992069
"Q15032_IDR_259_640",0.377693689912917
"Q15032_IDR_761_979",0.296487719095014
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.236766696797133
"Q15059_IDR_417_570",0.249377951876365
"Q15059_IDR_641_726",0.281520940465506
"Q15061_IDR_409_458",0.475644747983305
"Q15061_IDR_600_677",0.524355252016695
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.340283568557569
"Q15111_IDR_1_103",0.338032479705735
"Q15111_IDR_545_575",0.321683951736696
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.345343383930745
"Q15139_IDR_196_252",0.334133475776453
"Q15139_IDR_329_419",0.320523140292802
"Q15147_IDR_456_556",0.481989575048922
"Q15147_IDR_839_1103",0.518010424951078
"Q15291_IDR_408_538",0.491899722232338
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.534278890906629
"Q15303_IDR_990_1150",0.465721109093371
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.500963650326965
"Q15311_IDR_378_655",0.499036349673035
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.52955495640892
"Q15329_IDR_233_311",0.47044504359108
"Q15334_IDR_645_719",0.489821148492214
"Q15334_IDR_955_1064",0.510178851507786
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.35015983026196
"Q15361_IDR_129_499",0.321966547551649
"Q15361_IDR_868_905",0.32787362218639
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.4870697037433
"Q15431_IDR_706_946",0.5129302962567
"Q15434_IDR_1_53",0.549929914253458
"Q15434_IDR_370_407",0.450070085746542
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.241903911182426
"Q15459_IDR_1_37",0.256281730970686
"Q15459_IDR_316_406",0.24585824510274
"Q15459_IDR_532_689",0.255956112744148
"Q15464_IDR_1_187",0.493652515898983
"Q15464_IDR_189_387",0.506347484101017
"Q15465_IDR_1_41",0.485648379787739
"Q15465_IDR_395_427",0.514351620212261
"Q15468_IDR_1074_1270",0.473995817239817
"Q15468_IDR_372_1067",0.526004182760183
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.349869805876343
"Q15596_IDR_376_1433",0.650130194123657
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.498175512607989
"Q155Q3_IDR_460_598",0.501824487392011
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.50395585153068
"Q15633_IDR_230_260",0.49604414846932
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.451881096625217
"Q15642_IDR_472_538",0.548118903374783
"Q15643_IDR_1175_1215",0.119028539514305
