"","GO2000112_regulation_of_cellular_macromolecule_biosynthetic_process"
"Q92766_IDR_772_1687",0.29884987213541
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.640337641121454
"Q92777_IDR_421_564",0.359662358878547
"Q92783_IDR_147_212",0.391804684007346
"Q92783_IDR_267_298",0.305504576128481
"Q92783_IDR_378_540",0.302690739864173
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.569582414439773
"Q92793_IDR_1559_1612",0.139323760678547
"Q92793_IDR_1852_2432",0.291093824881679
"Q92794_IDR_313_474",0.297113804923039
"Q92805_IDR_636_689",0.348809316143282
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.500126365950076
"Q92830_IDR_383_453",0.499873634049924
"Q92831_IDR_1_89",0.607397679983881
"Q92831_IDR_366_447",0.392602320016119
"Q92833_IDR_1202_1246",0.197750892682653
"Q92833_IDR_165_549",0.345082989571436
"Q92833_IDR_43_159",0.267618430158052
"Q92833_IDR_719_805",0.189547687587859
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.506767710213451
"Q92835_IDR_869_1189",0.493232289786549
"Q92837_IDR_1_31",0.315632670611501
"Q92886_IDR_153_209",0.600436557724691
"Q92887_IDR_255_304",0.409513542840624
"Q92887_IDR_866_949",0.590486457159376
"Q92888_IDR_234_393",0.440196652887581
"Q92888_IDR_761_867",0.559803347112419
"Q92889_IDR_453_543",0.529552032795647
"Q92889_IDR_646_680",0.470447967204353
"Q92890_IDR_229_262",0.521901469395533
"Q92890_IDR_272_307",0.478098530604467
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.347550309657823
"Q92900_IDR_1_113",0.336030568309942
"Q92900_IDR_962_995",0.316419122032235
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.364995917290481
"Q92908_IDR_133_330",0.298696954354127
"Q92908_IDR_422_464",0.135803771984549
"Q92908_IDR_477_559",0.200503356370843
"Q92945_IDR_582_614",0.350406147185198
"Q92945_IDR_630_681",0.338556825063463
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.54084516319214
"Q92949_IDR_208_308",0.45915483680786
"Q92952_IDR_1_44",0.322544189805779
"Q92952_IDR_49_90",0.317115335339381
"Q92952_IDR_508_543",0.360340474854839
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.49190169608917
"Q92954_IDR_67_1129",0.50809830391083
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.340497747784816
"Q92968_IDR_214_244",0.336185781479454
"Q92968_IDR_337_403",0.32331647073573
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.456598180279252
"Q92974_IDR_671_986",0.543401819720749
"Q93073_IDR_1_57",0.307623697781742
"Q93073_IDR_64_668",0.38160664565045
"Q93073_IDR_827_1101",0.310769656567808
"Q93074_IDR_1441_1474",0.214453711817518
"Q93074_IDR_1741_2177",0.508174460670557
"Q93074_IDR_629_720",0.277371827511925
"Q93075_IDR_1_294",0.310572086210163
"Q93075_IDR_297_343",0.319956057192822
"Q93075_IDR_345_488",0.369471856597015
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.494642535772701
"Q93100_IDR_674_710",0.505357464227299
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.481926140393154
"Q969R2_IDR_406_512",0.518073859606846
"Q969R5_IDR_115_172",0.26222087371571
"Q969R5_IDR_1_84",0.43717471867391
"Q969R5_IDR_606_667",0.30060440761038
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.441852356831086
"Q969X0_IDR_144_195",0.558147643168914
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.531706974260774
"Q96A47_IDR_243_359",0.468293025739226
"Q96A49_IDR_1_54",0.386475366281431
"Q96A49_IDR_219_336",0.613524633718569
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.596409734640116
"Q96A56_IDR_42_95",0.403590265359884
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.452303469687472
"Q96AP0_IDR_324_487",0.547696530312528
"Q96AP4_IDR_205_275",0.46847156858114
"Q96AP4_IDR_54_158",0.53152843141886
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.305294453701981
"Q96AQ6_IDR_215_579",0.357044510108006
"Q96AQ6_IDR_696_731",0.337661036190012
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.253559075411037
"Q96AV8_IDR_372_911",0.277526721511384
"Q96AV8_IDR_7_91",0.26985650991966
"Q96AV8_IDR_93_141",0.199057693157919
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.515679434453604
"Q96BF6_IDR_124_355",0.531594796940419
"Q96BF6_IDR_358_494",0.240787689457279
"Q96BF6_IDR_498_587",0.227617513602302
"Q96BH1_IDR_208_261",0.472030860032804
"Q96BH1_IDR_267_459",0.527969139967196
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.47263137137059
"Q96BN6_IDR_298_582",0.52736862862941
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.543737469946157
"Q96BR6_IDR_1_84",0.456262530053843
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.567795301277606
"Q96C12_IDR_79_120",0.432204698722394
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.257266649534617
"Q96C34_IDR_1_42",0.242171791824398
"Q96C34_IDR_289_335",0.276586767526588
"Q96C34_IDR_44_86",0.223974791114397
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.511144373478353
"Q96C57_IDR_1_75",0.488855626521647
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.524645415739027
"Q96C92_IDR_350_381",0.475354584260973
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.332383128505856
"Q96CP6_IDR_538_631",0.31666520652814
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.31087084183748
"Q96CV9_IDR_505_547",0.68912915816252
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.364865819659407
"Q96CW6_IDR_226_286",0.314203641427066
"Q96CW6_IDR_79_133",0.320930538913527
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.354072770449789
"Q96D31_IDR_202_249",0.331046324835948
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.231182273873573
"Q96DT7_IDR_278_342",0.230903889249158
"Q96DT7_IDR_466_696",0.307965333355112
"Q96DT7_IDR_808_871",0.229948503522157
"Q96DU7_IDR_1_331",0.44257462796198
"Q96DU7_IDR_333_385",0.55742537203802
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.486832582379631
"Q96DX7_IDR_52_175",0.513167417620369
"Q96DX8_IDR_130_160",0.512760636834564
"Q96DX8_IDR_163_246",0.487239363165436
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.426163004004858
"Q96DY7_IDR_681_827",0.573836995995142
"Q96DZ5_IDR_1_40",0.227525616104372
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.434993022934666
"Q96EK2_IDR_494_531",0.565006977065334
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.513573020898694
"Q96EK7_IDR_857_910",0.486426979101306
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.469296849118801
"Q96EP1_IDR_383_453",0.530703150881199
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.485388364078673
"Q96EP9_IDR_391_437",0.514611635921327
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.481923678245224
"Q96F46_IDR_721_795",0.518076321754776
"Q96F63_IDR_1_61",0.532180178013519
"Q96F63_IDR_194_274",0.467819821986481
"Q96F81_IDR_1135_1474",0.447744479725215
"Q96F81_IDR_1_210",0.552255520274785
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.298599484948293
"Q96FC9_IDR_520_558",0.347957463870553
"Q96FC9_IDR_78_113",0.353443051181154
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.520117807271483
"Q96FF7_IDR_39_194",0.479882192728517
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.530079704288684
"Q96GS4_IDR_214_251",0.469920295711316
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.470055321820203
"Q96GV9_IDR_78_148",0.529944678179798
"Q96GW7_IDR_358_638",0.447572456086806
"Q96GW7_IDR_876_911",0.552427543913194
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.555442256311119
"Q96HI0_IDR_1_184",0.284440897504595
"Q96HI0_IDR_189_240",0.265903310496611
"Q96HI0_IDR_249_495",0.449655791998793
"Q96HJ3_IDR_1_140",0.482022710705612
"Q96HJ3_IDR_329_373",0.517977289294388
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.314368199705624
"Q96HM7_IDR_387_432",0.685631800294376
"Q96I76_IDR_225_320",0.549688128113422
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.362570552801814
"Q96II8_IDR_281_312",0.344111069314181
"Q96II8_IDR_314_654",0.293318377884006
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.450855598502625
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.394861955260019
"Q96J92_IDR_521_1243",0.605138044739981
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.306877506925025
"Q96JA1_IDR_821_928",0.29678927198587
"Q96JA1_IDR_936_1093",0.396333221089105
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.471136035105883
"Q96JB1_IDR_932_962",0.528863964894117
"Q96JB2_IDR_498_544",0.582498760508754
"Q96JB2_IDR_61_100",0.417501239491246
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.178775057600123
"Q96JM2_IDR_165_1113",0.401706788034284
"Q96JM2_IDR_2138_2186",0.179548963878896
"Q96JM2_IDR_28_163",0.239969190486696
"Q96JM3_IDR_1_63",0.572864986546832
"Q96JM3_IDR_82_691",0.427135013453168
"Q96JM4_IDR_1_200",0.117074969261318
"Q96JM4_IDR_1223_1332",0.158974194241162
"Q96JM4_IDR_1353_1391",0.168386251540183
"Q96JM4_IDR_318_732",0.146127075714661
"Q96JQ2_IDR_294_1002",0.45265836960456
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.565074689085363
"Q96JY0_IDR_64_106",0.434925310914637
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.517200201351111
"Q96K17_IDR_1_34",0.482799798648889
"Q96K21_IDR_131_415",0.43682742407378
"Q96K21_IDR_1_89",0.56317257592622
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.490490494295746
"Q96K49_IDR_523_555",0.509509505704254
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.274117619638118
"Q96KM6_IDR_1_723",0.733158023253591
"Q96KM6_IDR_813_892",0.266841976746409
"Q96KN1_IDR_275_310",0.48074182097318
"Q96KN1_IDR_43_75",0.51925817902682
"Q96KN3_IDR_166_217",0.251809501296665
"Q96KN3_IDR_1_70",0.249312071124008
"Q96KN3_IDR_226_334",0.277363891729553
"Q96KN3_IDR_340_472",0.221514535849773
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.252790675271038
"Q96KN7_IDR_451_528",0.240110873967748
"Q96KN7_IDR_584_616",0.239952389621808
"Q96KN7_IDR_937_1114",0.267146061139405
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.574508516354731
"Q96KP6_IDR_227_325",0.425491483645269
"Q96KQ4_IDR_230_267",0.387288855883233
"Q96KQ4_IDR_86_123",0.335559668160394
"Q96L73_IDR_1_315",0.29879813372183
"Q96L73_IDR_2207_2636",0.194842344173738
"Q96L73_IDR_2653_2696",0.225169628892539
"Q96L73_IDR_435_1542",0.281189893211893
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.56635561424776
"Q96L93_IDR_593_628",0.43364438575224
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.45761427782034
"Q96LC9_IDR_1_97",0.54238572217966
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.431247262218503
"Q96LI6_IDR_194_327",0.568752737781497
"Q96LI9_IDR_1_36",0.475848904937579
"Q96LI9_IDR_260_332",0.524151095062421
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.239235904631143
"Q96LX7_IDR_144_190",0.239271013795013
"Q96LX7_IDR_192_378",0.228036365957828
"Q96LX7_IDR_572_622",0.293456715616016
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.707827253381735
"Q96LY2_IDR_302_350",0.292172746618265
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.303332445400018
"Q96M02_IDR_299_402",0.388919284363421
"Q96M02_IDR_411_651",0.307748270236561
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.486898532316203
"Q96MC2_IDR_559_616",0.513101467683797
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.459056551055523
"Q96MC6_IDR_450_490",0.540943448944477
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.199329865706704
"Q96ME7_IDR_202_271",0.180919240637721
"Q96ME7_IDR_291_377",0.243819478942369
"Q96ME7_IDR_471_567",0.375931414713207
"Q96MF2_IDR_122_245",0.484683753646441
"Q96MF2_IDR_1_97",0.515316246353559
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.542055121634042
"Q96MH2_IDR_150_184",0.457944878365958
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.532482683313786
"Q96MT7_IDR_1058_1115",0.185738925463618
"Q96MT7_IDR_1283_1345",0.201843533609356
"Q96MT7_IDR_1494_1538",0.206022846846948
"Q96MT8_IDR_102_144",0.204249120628737
"Q96MT8_IDR_173_224",0.238140971550112
"Q96MT8_IDR_286_367",0.24003391876672
"Q96MT8_IDR_475_660",0.317575989054431
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.325765848857294
"Q96MU7_IDR_508_727",0.674234151142706
"Q96N77_IDR_119_262",0.555349038916423
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.434408957709787
"Q96N95_IDR_1_46",0.565591042290213
"Q96N96_IDR_1_134",0.526960967913685
"Q96N96_IDR_576_652",0.473039032086315
"Q96NA2_IDR_349_401",0.564812777606952
"Q96NA2_IDR_93_347",0.435187222393048
"Q96NA8_IDR_1_40",0.237247761253126
"Q96NA8_IDR_47_133",0.210671877330906
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.51643811798812
"Q96NT1_IDR_1_65",0.48356188201188
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.640725338334715
"Q96NU1_IDR_623_677",0.359274661665285
"Q96NW4_IDR_622_665",0.524394004290166
"Q96NW4_IDR_962_1050",0.475605995709834
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.400236636504251
"Q96P50_IDR_519_658",0.599763363495749
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.506575506376932
"Q96P64_IDR_323_384",0.493424493623068
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.581110610613663
"Q96P66_IDR_477_508",0.418889389386337
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.448977401987284
"Q96P71_IDR_160_224",0.280648388601149
"Q96P71_IDR_234_281",0.270374209411568
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.17751492704716
"Q96PC5_IDR_1083_1412",0.237822473801519
"Q96PC5_IDR_1_56",0.173491061962358
"Q96PC5_IDR_888_937",0.237374159743901
"Q96PC5_IDR_92_600",0.173797377445063
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.33429120278693
"Q96PM9_IDR_272_315",0.320835583856715
"Q96PM9_IDR_84_260",0.344873213356356
"Q96PP4_IDR_134_173",0.476633976289908
"Q96PP4_IDR_182_232",0.523366023710091
"Q96PQ0_IDR_1108_1141",0.501521883547234
"Q96PQ0_IDR_1_131",0.498478116452766
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.545032780663796
"Q96PQ6_IDR_1_53",0.454967219336204
"Q96PR1_IDR_40_94",0.498838838795006
"Q96PR1_IDR_486_638",0.501161161204994
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.373804613345767
"Q96PU4_IDR_624_687",0.314955156095699
"Q96PU4_IDR_77_117",0.311240230558535
"Q96PU5_IDR_155_208",0.268084793652753
"Q96PY6_IDR_1066_1178",0.549318077595427
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.490927812447697
"Q96Q04_IDR_545_1460",0.509072187552303
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.390409954382315
"Q96Q15_IDR_1870_1920",0.320354032825201
"Q96Q15_IDR_3520_3604",0.289236012792484
"Q96Q35_IDR_18_80",0.43083167014978
"Q96Q35_IDR_399_445",0.56916832985022
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.308013282624762
"Q96Q89_IDR_222_262",0.244281401551249
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.197670608285674
"Q96Q89_IDR_593_1061",0.250034707538315
"Q96QE3_IDR_1196_1297",0.144285246122152
"Q96QE3_IDR_1524_1636",0.144951326121774
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.549757095206233
"Q96QS3_IDR_450_560",0.450242904793767
"Q96QS6_IDR_1_45",0.493700327122095
"Q96QS6_IDR_338_385",0.506299672877905
"Q96QT4_IDR_1257_1544",0.292781631031146
"Q96QT4_IDR_543_614",0.338892438452676
"Q96QT4_IDR_782_836",0.368325930516178
"Q96QT6_IDR_1_69",0.218227984414622
"Q96QT6_IDR_72_268",0.161119576078248
"Q96RJ3_IDR_1_31",0.505414571249564
"Q96RJ3_IDR_35_164",0.494585428750436
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.388002424485925
"Q96RL7_IDR_1672_1713",0.297388102523114
"Q96RL7_IDR_799_873",0.314609472990961
"Q96RU7_IDR_321_358",0.549849657358657
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.501131273409814
"Q96RV3_IDR_888_967",0.263497302792217
"Q96RV3_IDR_92_866",0.235371423797969
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.568257490258923
"Q96RY5_IDR_429_1214",0.431742509741077
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.482420262390716
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.512913113393567
"Q96SF7_IDR_289_602",0.487086886606433
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.511271830142989
"Q96SI9_IDR_458_504",0.488728169857011
"Q96SK2_IDR_106_246",0.515558168915691
"Q96SK2_IDR_277_311",0.484441831084309
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.511909468420289
"Q96T21_IDR_785_815",0.488090531579711
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.363947134438801
"Q96T37_IDR_256_369",0.33521994380188
"Q96T37_IDR_548_775",0.300832921759319
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.321287743472352
"Q96T51_IDR_605_635",0.678712256527648
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.56509437236327
"Q96T58_IDR_88_331",0.43490562763673
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.255879570882019
"Q99250_IDR_1926_2005",0.26464921861493
"Q99250_IDR_653_695",0.234637643321874
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.517727271887266
"Q99442_IDR_288_399",0.482272728112735
"Q99453_IDR_1_141",0.38842699506171
"Q99453_IDR_149_314",0.611573004938289
"Q99456_IDR_15_94",0.477652777898692
"Q99456_IDR_437_472",0.522347222101308
"Q99457_IDR_157_307",0.548323468790203
"Q99457_IDR_1_93",0.451676531209797
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.578288668167552
"Q99460_IDR_837_875",0.421711331832448
"Q99466_IDR_1489_1547",0.345541747324371
"Q99466_IDR_1825_1941",0.334317204843929
"Q99466_IDR_1958_2003",0.320141047831701
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.189028338729415
"Q99558_IDR_658_779",0.166568043034815
"Q99558_IDR_788_826",0.17399498497738
"Q99558_IDR_87_209",0.187437068965716
"Q99569_IDR_1016_1129",0.301068158440041
"Q99569_IDR_1_521",0.480603695415953
"Q99569_IDR_761_807",0.218328146144005
"Q99570_IDR_783_818",0.434196526984746
"Q99570_IDR_835_935",0.565803473015254
"Q99572_IDR_418_470",1
"Q99575_IDR_126_199",0.192276260261998
"Q99575_IDR_1_95",0.236695650815444
"Q99575_IDR_362_394",0.180759583370778
"Q99575_IDR_721_799",0.194383373147486
"Q99575_IDR_897_942",0.195885132404294
"Q99578_IDR_186_217",1
"Q99581_IDR_136_238",1
"Q99583_IDR_17_552",1
"Q99590_IDR_103_1377",0.55405346532026
"Q99590_IDR_1_36",0.445946534679739
"Q99626_IDR_1_313",1
"Q99633_IDR_1_85",0.492870083208151
"Q99633_IDR_92_181",0.507129916791849
"Q99638_IDR_267_359",1
"Q99640_IDR_1_96",0.493661753293902
"Q99640_IDR_396_479",0.506338246706098
"Q99645_IDR_35_100",1
"Q99650_IDR_813_908",0.522677163240036
"Q99650_IDR_921_967",0.477322836759964
"Q99661_IDR_590_638",0.60750771160658
"Q99661_IDR_75_224",0.39249228839342
"Q99665_IDR_673_706",0.429613225438241
"Q99665_IDR_712_825",0.570386774561759
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.191953350014854
"Q99698_IDR_1487_1517",0.15766292865611
"Q99698_IDR_2075_2224",0.157792359581459
"Q99700_IDR_1_256",0.231509577447121
"Q99700_IDR_450_1313",0.768490422552878
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.515967797361048
"Q99708_IDR_822_897",0.484032202638952
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.532028136891302
"Q99733_IDR_341_375",0.467971863108698
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.386330179692745
