"","GO0003729_mRNA_binding"
"Q14541_IDR_329_408",0.495711078158427
"Q14541_IDR_86_131",0.504288921841573
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.197292728631226
"Q14562_IDR_151_260",0.402661815615347
"Q14562_IDR_328_405",0.200240315339701
"Q14562_IDR_95_148",0.199805140413726
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.328773660380687
"Q14571_IDR_926_964",0.330054143536704
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.195734850891663
"Q14643_IDR_1707_1737",0.183694149837023
"Q14643_IDR_1756_1796",0.21311854941785
"Q14643_IDR_1886_1966",0.202656698196375
"Q14643_IDR_911_975",0.204795751657089
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.33011318982859
"Q14667_IDR_2035_2109",0.328604800207654
"Q14667_IDR_2183_2235",0.341282009963755
"Q14669_IDR_1_408",0.570427367749688
"Q14669_IDR_938_1083",0.429572632250312
"Q14671_IDR_17_558",0.201837055179241
"Q14671_IDR_570_646",0.206595465975752
"Q14671_IDR_663_727",0.209774995142563
"Q14671_IDR_740_779",0.186103128870295
"Q14690_IDR_1401_1585",0.460856365563619
"Q14690_IDR_1_68",0.539143634436381
"Q14692_IDR_1222_1282",0.259279146647935
"Q14692_IDR_1_47",0.283878628856678
"Q14692_IDR_397_744",0.23226367285166
"Q14692_IDR_762_844",0.224578551643728
"Q14693_IDR_105_457",0.496658136059964
"Q14693_IDR_559_621",0.503341863940036
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.453793752395564
"Q14696_IDR_193_234",0.546206247604436
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.462096152879742
"Q14699_IDR_435_578",0.537903847120258
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.509845113819843
"Q14738_IDR_518_574",0.490154886180157
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.491389598771743
"Q14761_IDR_92_188",0.508610401228257
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.346858266351261
"Q14766_IDR_212_328",0.338866583286424
"Q14766_IDR_758_817",0.314275150362315
"Q14767_IDR_233_296",0.475856289345047
"Q14767_IDR_45_165",0.524143710654953
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.472760772904157
"Q14774_IDR_53_173",0.527239227095843
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.120444399588514
"Q14789_IDR_1442_1474",0.130891084027379
"Q14789_IDR_1584_1873",0.122487890515176
"Q14789_IDR_205_718",0.118143304752768
"Q14789_IDR_2763_2798",0.129204691806439
"Q14789_IDR_871_1329",0.119918858927844
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.33119326077634
"Q14865_IDR_243_323",0.340335103510684
"Q14865_IDR_410_1030",0.328471635712976
"Q14872_IDR_1_169",0.318748045721041
"Q14872_IDR_232_558",0.316624256340323
"Q14872_IDR_639_714",0.364627697938636
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.488273602688622
"Q14934_IDR_691_872",0.511726397311378
"Q14938_IDR_188_221",0.330791094001826
"Q14938_IDR_223_406",0.323650173331478
"Q14938_IDR_410_502",0.345558732666696
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.239634919366825
"Q14966_IDR_1_906",0.343673207914755
"Q14966_IDR_1939_1978",0.214346880402656
"Q14966_IDR_939_1024",0.202344992315764
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.528941365252514
"Q14BN4_IDR_292_527",0.237427767876714
"Q14BN4_IDR_537_567",0.257681072663701
"Q14BN4_IDR_679_734",0.248928334618634
"Q14BN4_IDR_797_828",0.255962824840951
"Q14C86_IDR_445_514",0.507357291116297
"Q14C86_IDR_521_1117",0.492642708883703
"Q14C87_IDR_800_911",0.525881119416338
"Q14C87_IDR_944_1069",0.474118880583662
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.499642491013644
"Q14CN4_IDR_455_511",0.500357508986356
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.537152775936859
"Q14CW9_IDR_51_84",0.462847224063141
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.317827539216482
"Q15020_IDR_583_694",0.344288972088002
"Q15020_IDR_879_950",0.337883488695516
"Q15021_IDR_1296_1401",0.355827967312514
"Q15021_IDR_547_611",0.317335122881517
"Q15021_IDR_953_988",0.326836909805969
"Q15022_IDR_1_78",0.387712678291221
"Q15022_IDR_366_423",0.306523189968225
"Q15022_IDR_689_739",0.305764131740554
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.515755155227351
"Q15027_IDR_524_568",0.484244844772649
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.342451161567911
"Q15032_IDR_259_640",0.349004416761265
"Q15032_IDR_761_979",0.308544421670824
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.273780576990213
"Q15059_IDR_417_570",0.249234438006196
"Q15059_IDR_641_726",0.241099153787895
"Q15061_IDR_409_458",0.479766808797854
"Q15061_IDR_600_677",0.520233191202146
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.326863426565096
"Q15111_IDR_1_103",0.358304861459604
"Q15111_IDR_545_575",0.314831711975299
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.388523275024664
"Q15139_IDR_196_252",0.306126765111206
"Q15139_IDR_329_419",0.30534995986413
"Q15147_IDR_456_556",0.480184135852535
"Q15147_IDR_839_1103",0.519815864147465
"Q15291_IDR_408_538",0.572239693310882
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.500804250851221
"Q15303_IDR_990_1150",0.499195749148779
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.548179383517505
"Q15311_IDR_378_655",0.451820616482495
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.591108352321928
"Q15329_IDR_233_311",0.408891647678072
"Q15334_IDR_645_719",0.51559186093816
"Q15334_IDR_955_1064",0.48440813906184
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.340500450783455
"Q15361_IDR_129_499",0.335094421518892
"Q15361_IDR_868_905",0.324405127697653
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.49939788064233
"Q15431_IDR_706_946",0.50060211935767
"Q15434_IDR_1_53",0.536868230355827
"Q15434_IDR_370_407",0.463131769644173
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.242762632384358
"Q15459_IDR_1_37",0.245050555984266
"Q15459_IDR_316_406",0.255396998997056
"Q15459_IDR_532_689",0.25678981263432
"Q15464_IDR_1_187",0.533471737488694
"Q15464_IDR_189_387",0.466528262511306
"Q15465_IDR_1_41",0.454150589798005
"Q15465_IDR_395_427",0.545849410201995
"Q15468_IDR_1074_1270",0.50026892786711
"Q15468_IDR_372_1067",0.49973107213289
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.46879957166222
"Q15596_IDR_376_1433",0.53120042833778
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.487175826786226
"Q155Q3_IDR_460_598",0.512824173213774
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.505387506707275
"Q15633_IDR_230_260",0.494612493292725
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.489221700658711
"Q15642_IDR_472_538",0.51077829934129
"Q15643_IDR_1175_1215",0.125527415386096
"Q15643_IDR_1224_1360",0.122307350226253
"Q15643_IDR_1_422",0.114964349909003
"Q15643_IDR_1814_1950",0.12417703887286
"Q15643_IDR_437_468",0.133772901788502
"Q15643_IDR_590_642",0.125877313237567
"Q15643_IDR_836_899",0.124677649582592
"Q15643_IDR_970_1011",0.128695980997127
"Q15699_IDR_153_225",0.32579522464783
"Q15699_IDR_228_326",0.342054917907962
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.449816515748285
"Q15723_IDR_302_434",0.550183484251715
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.513952881454307
"Q15735_IDR_842_1006",0.486047118545693
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.313031206453413
"Q15742_IDR_1_35",0.344205061914848
"Q15742_IDR_354_525",0.342763731631739
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.183391287761691
"Q15746_IDR_1767_1803",0.178478538795243
"Q15746_IDR_257_333",0.194244670201441
"Q15746_IDR_367_408",0.183774887186432
"Q15746_IDR_920_1094",0.260110616055193
"Q15784_IDR_194_382",0.510746964584187
"Q15788_IDR_1_33",0.504047716569049
"Q15788_IDR_368_1392",0.495952283430951
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.239116333932271
"Q15811_IDR_312_380",0.250947530010796
"Q15811_IDR_660_737",0.254837419299104
"Q15811_IDR_808_910",0.255098716757829
"Q15814_IDR_138_177",0.50133347888304
"Q15814_IDR_1_55",0.49866652111696
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.477060181693549
"Q15842_IDR_361_424",0.522939818306452
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.496662141121865
"Q15849_IDR_443_550",0.503337858878135
"Q15911_IDR_1046_1087",0.0938666381152054
"Q15911_IDR_1107_1958",0.083713763346838
"Q15911_IDR_1961_2643",0.0899958789075666
"Q15911_IDR_2690_2728",0.0948744942568748
"Q15911_IDR_2741_2948",0.0938097425192706
"Q15911_IDR_2998_3465",0.0930774121237641
"Q15911_IDR_345_949",0.0905029850866177
"Q15911_IDR_3468_3703",0.0853657411971766
"Q15911_IDR_951_1039",0.0902588494950153
"Q15915_IDR_1_165",0.492664952688362
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.480808812908025
"Q16322_IDR_469_511",0.519191187091975
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.500338204666736
"Q16352_IDR_413_499",0.499661795333264
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.257738511044122
"Q16512_IDR_345_386",0.254109970889462
"Q16512_IDR_525_608",0.242089150999232
"Q16512_IDR_96_167",0.246062367067183
"Q16513_IDR_109_169",0.32748214276972
"Q16513_IDR_486_516",0.340506577375644
"Q16513_IDR_523_649",0.332011279854636
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.508261541246443
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.485304140166371
"Q16572_IDR_68_118",0.514695859833629
"Q16584_IDR_1_40",0.508498073518797
"Q16584_IDR_414_847",0.491501926481203
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.475826563772707
"Q16587_IDR_96_245",0.524173436227294
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.565776755954973
"Q16665_IDR_412_768",0.491857960207755
"Q16666_IDR_391_574",0.478890797139787
"Q16666_IDR_87_199",0.521109202860213
"Q16670_IDR_133_278",0.347901612389715
"Q16670_IDR_1_74",0.333257053771922
"Q16670_IDR_82_125",0.318841333838363
"Q16671_IDR_126_192",0.487424684815386
"Q16671_IDR_512_573",0.512575315184615
"Q16676_IDR_1_123",0.503020811225441
"Q16676_IDR_211_465",0.496979188774559
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.498298405654522
"Q16720_IDR_295_356",0.501701594345478
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.341186725778725
"Q16760_IDR_1_39",0.34026669819334
"Q16760_IDR_552_714",0.318546576027935
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.310433879418329
"Q16849_IDR_369_466",0.310016897033188
"Q16849_IDR_610_686",0.379549223548483
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.493062628829587
"Q16891_IDR_91_228",0.506937371170413
"Q17R60_IDR_189_227",0.334617467495486
"Q17R60_IDR_31_62",0.350112094756049
"Q17R60_IDR_382_562",0.315270437748466
"Q17R89_IDR_28_66",0.33443526627635
"Q17R89_IDR_460_781",0.336320439560869
"Q17R89_IDR_786_818",0.329244294162782
"Q17R98_IDR_1_898",0.496305408007799
"Q17R98_IDR_901_1015",0.503694591992201
"Q17RB8_IDR_1_43",0.577336361908406
"Q17RB8_IDR_335_461",0.422663638091594
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.515334647677496
"Q1KMD3_IDR_635_665",0.484665352322504
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.323487702571843
"Q1X8D7_IDR_545_581",0.326073519085635
"Q1X8D7_IDR_698_754",0.350438778342523
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.565907511653319
"Q24JP5_IDR_901_983",0.434092488346681
"Q27J81_IDR_346_523",0.477389984748853
"Q27J81_IDR_933_1244",0.522610015251147
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.294435566605741
"Q2I0M5_IDR_152_189",0.338600045079188
"Q2LD37_IDR_1779_1814",0.0578914149872634
"Q2LD37_IDR_1915_1993",0.0574497703100864
"Q2LD37_IDR_2161_2427",0.057847849725385
"Q2LD37_IDR_2596_2696",0.0720167367826694
"Q2LD37_IDR_2725_2769",0.057821757740067
"Q2LD37_IDR_2929_2963",0.0589347887941431
"Q2LD37_IDR_3482_3548",0.055976343964178
"Q2LD37_IDR_3563_3787",0.061065123850886
"Q2LD37_IDR_3816_3865",0.0545192115695187
"Q2LD37_IDR_3893_3956",0.0574813688966685
"Q2LD37_IDR_3998_4030",0.0549778765711477
"Q2LD37_IDR_4094_4145",0.0552775470625912
"Q2LD37_IDR_4288_4396",0.0641644184350802
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.513474928494075
"Q2M1P5_IDR_345_1039",0.486525071505925
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.480146125009145
"Q2M3C7_IDR_1139_1293",0.145998920722282
"Q2M3C7_IDR_1327_1603",0.146880092361689
"Q2M3C7_IDR_456_674",0.137808772877642
"Q2M3C7_IDR_677_717",0.142696978186435
"Q2M3C7_IDR_723_1136",0.141102412023595
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.453759024320799
"Q2MJR0_IDR_243_292",0.546240975679201
"Q2MKA7_IDR_1_31",0.251857449361102
"Q2MKA7_IDR_146_177",0.263116925412801
"Q2MKA7_IDR_207_263",0.485025625226098
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.324610425106557
"Q2NKQ1_IDR_473_531",0.322757360170493
"Q2NKQ1_IDR_671_923",0.35263221472295
"Q2PPJ7_IDR_1486_1523",0.241080016978215
"Q2Q1W2_IDR_122_192",0.59028528867767
"Q2Q1W2_IDR_21_53",0.40971471132233
"Q2QGD7_IDR_1_78",0.218526661284704
"Q2QGD7_IDR_460_537",0.175706506448339
"Q2QGD7_IDR_595_710",0.177402874542056
"Q2QGD7_IDR_713_751",0.201577095815813
"Q2QGD7_IDR_82_174",0.226786861909089
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.499651267041711
"Q2T9K0_IDR_443_475",0.500348732958289
"Q2T9L4_IDR_200_293",0.511947658691523
"Q2T9L4_IDR_58_196",0.488052341308477
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.483541162030543
"Q2TAC6_IDR_642_998",0.516458837969457
"Q2TAK8_IDR_102_405",0.50449500209381
"Q2TAK8_IDR_527_563",0.49550499790619
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.327091681690177
"Q2TAL8_IDR_194_241",0.333208559049227
"Q2TBE0_IDR_509_542",0.432788779792685
"Q2UY09_IDR_1002_1069",0.446913423298657
"Q2UY09_IDR_204_782",0.553086576701343
"Q2V2M9_IDR_1265_1364",0.51579690809701
"Q2V2M9_IDR_325_784",0.48420309190299
"Q2VIQ3_IDR_438_557",0.246094266901008
"Q2VIQ3_IDR_564_602",0.253374542704183
"Q2VIQ3_IDR_604_817",0.254208746445692
"Q2VIQ3_IDR_893_1234",0.246322443949116
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.349384893629286
"Q2VWP7_IDR_1089_1150",0.323794082441721
"Q2VWP7_IDR_974_1029",0.326821023928993
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.511692916834692
"Q2VYF4_IDR_40_119",0.488307083165308
"Q2WGJ9_IDR_1094_1134",0.177532991065683
"Q2WGJ9_IDR_1161_1270",0.204121410219355
"Q2WGJ9_IDR_1_77",0.178451340185374
"Q2WGJ9_IDR_417_457",0.259179800441304
"Q2WGJ9_IDR_516_550",0.180714458088284
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.320702339880072
"Q32P44_IDR_47_210",0.502072577412179
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.333218463240806
"Q33E94_IDR_486_599",0.354534458782713
"Q33E94_IDR_638_671",0.312247077976481
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.247945200090033
"Q3B7T1_IDR_213_299",0.253752255157619
"Q3B7T1_IDR_517_584",0.255027506956632
"Q3B7T1_IDR_620_672",0.243275037795717
"Q3B7T3_IDR_1_45",0.50885672189043
"Q3B7T3_IDR_58_259",0.49114327810957
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.491199772428676
"Q3C1V8_IDR_67_128",0.508800227571324
"Q3L8U1_IDR_1715_1770",0.24623981300528
"Q3L8U1_IDR_2003_2897",0.243110885025519
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.511826520131213
"Q3MII6_IDR_454_604",0.488173479868787
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.495765799273322
"Q3MJ13_IDR_700_785",0.504234200726678
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.502317492987437
"Q3SY00_IDR_492_556",0.497682507012563
"Q3V6T2_IDR_1209_1871",0.242065731513125
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.336268211215478
"Q3YBR2_IDR_355_411",0.320425244195519
"Q3YBR2_IDR_83_166",0.343306544589003
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.490980557547025
"Q3ZCQ8_IDR_321_353",0.509019442452975
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.498583621585321
"Q3ZCX4_IDR_93_157",0.501416378414679
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.498568865418491
"Q401N2_IDR_377_412",0.501431134581509
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.493144914964294
"Q460N5_IDR_98_140",0.506855085035706
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.351169506895275
"Q496Y0_IDR_1_65",0.303653516318382
"Q496Y0_IDR_361_454",0.345176976786343
"Q499Z3_IDR_140_198",0.531115308063034
"Q499Z3_IDR_1_42",0.468884691936966
"Q499Z4_IDR_1_256",0.508504605299701
"Q499Z4_IDR_258_310",0.491495394700299
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.527737127139347
"Q49A92_IDR_133_489",0.472262872860653
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.476744590047639
"Q4G0M1_IDR_89_189",0.523255409952361
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.162346948475201
"Q4G0P3_IDR_2102_2188",0.157007179468908
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.153972086221625
"Q4G0P3_IDR_2485_2561",0.182222898563422
"Q4G0P3_IDR_2649_2734",0.171415374166076
"Q4G0P3_IDR_3215_3252",0.173035513104767
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.311278761839176
"Q4LE39_IDR_268_303",0.302612907330594
"Q4LE39_IDR_405_1306",0.385704033998116
"Q4LEZ3_IDR_111_155",0.472679880111368
"Q4LEZ3_IDR_1_53",0.527320119888632
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.453209614880318
"Q4V328_IDR_517_792",0.546790385119682
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.491717357152381
"Q4VC44_IDR_73_108",0.508282642847619
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.243230172392633
"Q4ZG55_IDR_279_342",0.259456128605621
"Q4ZG55_IDR_44_74",0.246513064800296
"Q4ZG55_IDR_625_655",0.25080063420145
"Q4ZHG4_IDR_1_36",0.274012415470028
"Q4ZHG4_IDR_1532_1587",0.280267672637881
"Q4ZHG4_IDR_372_1527",0.445719911892091
"Q4ZIN3_IDR_1_34",0.502305571395184
"Q4ZIN3_IDR_467_620",0.497694428604816
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.25126013772727
"Q502W6_IDR_1191_1294",0.269718198339663
"Q502W6_IDR_1_31",0.238597815999829
"Q502W6_IDR_711_805",0.240423847933237
"Q502W7_IDR_1_219",0.246119798362577
"Q502W7_IDR_228_335",0.246955549118751
"Q502W7_IDR_353_395",0.247339628676489
"Q502W7_IDR_502_554",0.259585023842184
"Q504T8_IDR_103_313",0.511810994886849
"Q52WX2_IDR_1_39",0.463647324271295
"Q52WX2_IDR_320_410",0.536352675728705
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.384604730118695
"Q53EQ6_IDR_189_220",0.309537551045224
"Q53EQ6_IDR_538_583",0.305857718836082
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.328959171172597
"Q53EZ4_IDR_247_302",0.330371291311003
"Q53EZ4_IDR_384_432",0.3406695375164
"Q53F19_IDR_1_74",0.261260490299829
"Q53F19_IDR_183_256",0.266336228458225
"Q53F19_IDR_282_574",0.472403281241946
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.485460067150324
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.397915888559848
"Q53LP3_IDR_85_261",0.602084111440152
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.496046245504494
"Q53QZ3_IDR_194_248",0.503953754495506
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.465508283763565
"Q53SZ7_IDR_314_412",0.534491716236434
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.338048673180318
"Q53TS8_IDR_250_345",0.331097372314177
"Q53TS8_IDR_354_587",0.330853954505506
"Q562E7_IDR_1017_1219",0.25345575468926
"Q562E7_IDR_1522_1555",0.255644381109362
"Q562E7_IDR_607_715",0.24575866131404
"Q587J7_IDR_1096_1166",0.523429677911354
"Q587J7_IDR_214_381",0.476570322088646
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.320175458440655
"Q58A45_IDR_278_390",0.331995446613741
"Q58A45_IDR_72_274",0.347829094945603
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.335606391027568
"Q58EX7_IDR_33_177",0.321494858544234
"Q58EX7_IDR_631_730",0.342898750428198
"Q58F21_IDR_136_267",0.356568261870845
"Q58F21_IDR_379_521",0.325242366045728
"Q58F21_IDR_578_917",0.318189372083426
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0567255872619417
"Q5CZC0_IDR_2938_2968",0.0552036025213133
