"","GO0097659_nucleic_acid_templated_transcription"
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.556431633812331
"Q9BXB4_IDR_162_366",0.443568366187669
"Q9BXB5_IDR_1_75",0.601638614630626
"Q9BXB5_IDR_178_395",0.398361385369374
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.201800722174186
"Q9BXF3_IDR_288_445",0.222625543348373
"Q9BXF3_IDR_540_1484",0.575573734477441
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.497306906385784
"Q9BXG8_IDR_85_206",0.502693093614216
"Q9BXI6_IDR_1_52",0.501100032307512
"Q9BXI6_IDR_375_508",0.498899967692489
"Q9BXI9_IDR_1_45",0.475029217827735
"Q9BXI9_IDR_68_138",0.524970782172265
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.346335918692334
"Q9BXP2_IDR_683_720",0.319300647261962
"Q9BXP2_IDR_807_863",0.334363434045704
"Q9BXP5_IDR_1_95",0.358153266324468
"Q9BXP5_IDR_258_415",0.332578192503827
"Q9BXP5_IDR_540_598",0.309268541171705
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.503914390579237
"Q9BXQ6_IDR_251_309",0.496085609420763
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.330531376111619
"Q9BXS0_IDR_98_654",0.669468623888381
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.363225011253928
"Q9BXW9_IDR_1_44",0.3191751348683
"Q9BXW9_IDR_849_914",0.317599853877772
"Q9BXX0_IDR_111_255",0.26122938519937
"Q9BXX0_IDR_511_542",0.273446393117887
"Q9BXX0_IDR_77_108",0.259764255920189
"Q9BXX0_IDR_776_899",0.205559965762554
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.462087236690645
"Q9BXX3_IDR_265_1048",0.537912763309355
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.351860223744672
"Q9BY07_IDR_41_91",0.312953973252088
"Q9BY07_IDR_419_482",0.33518580300324
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.351048102783408
"Q9BY12_IDR_38_95",0.295719045854238
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.509244822530389
"Q9BYG3_IDR_187_293",0.490755177469611
"Q9BYG4_IDR_103_142",0.329274762351305
"Q9BYG4_IDR_252_373",0.670725237648695
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.320850615853984
"Q9BYJ9_IDR_196_369",0.679149384146016
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.445812893603985
"Q9BYT3_IDR_405_514",0.554187106396015
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.476838536568907
"Q9BYU1_IDR_62_127",0.523161463431093
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.505276963204409
"Q9BYV6_IDR_447_532",0.494723036795591
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.462236609241165
"Q9BYV8_IDR_82_137",0.537763390758835
"Q9BYV9_IDR_134_611",0.589359114152426
"Q9BYV9_IDR_737_822",0.410640885847574
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.413980989364457
"Q9BZ29_IDR_1_36",0.283025216841607
"Q9BZ29_IDR_287_320",0.302993793793936
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.244880804322987
"Q9BZ71_IDR_490_534",0.231139955596123
"Q9BZ71_IDR_64_123",0.242194248746884
"Q9BZ71_IDR_909_974",0.281784991334007
"Q9BZ72_IDR_1282_1349",0.211893754745459
"Q9BZ72_IDR_256_365",0.16272491567795
"Q9BZ72_IDR_368_419",0.188627723411324
"Q9BZ72_IDR_579_709",0.191604832362317
"Q9BZ72_IDR_840_898",0.245148773802949
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.476575444212498
"Q9BZ81_IDR_243_275",0.523424555787502
"Q9BZ95_IDR_1_262",0.710820120059536
"Q9BZ95_IDR_396_700",0.289179879940464
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.462481908887
"Q9BZC1_IDR_282_354",0.537518091113
"Q9BZC7_IDR_1324_1424",0.33340064835137
"Q9BZC7_IDR_2367_2417",0.328115815009714
"Q9BZC7_IDR_350_398",0.338483536638916
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.35676155603437
"Q9BZF1_IDR_273_402",0.335047562223919
"Q9BZF1_IDR_771_877",0.308190881741711
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.311576908793557
"Q9BZF3_IDR_184_278",0.248402009617909
"Q9BZF3_IDR_281_381",0.211742630857188
"Q9BZF3_IDR_395_553",0.228278450731347
"Q9BZF9_IDR_257_631",0.489397962762846
"Q9BZF9_IDR_656_706",0.510602037237154
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.478431470241484
"Q9BZG8_IDR_398_443",0.521568529758517
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.561061357699788
"Q9BZI7_IDR_209_483",0.438938642300212
"Q9BZJ0_IDR_152_183",0.479745266159361
"Q9BZJ0_IDR_83_118",0.520254733840639
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.52212182009704
"Q9BZS1_IDR_244_309",0.47787817990296
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.475363854663271
"Q9BZV2_IDR_466_496",0.524636145336729
"Q9BZV3_IDR_169_236",0.363240294935836
"Q9BZV3_IDR_35_74",0.337865894050905
"Q9BZV3_IDR_393_835",0.298893811013259
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.31235587584424
"Q9BZW7_IDR_60_90",0.32538900738196
"Q9BZW7_IDR_625_698",0.3622551167738
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.618094322454028
"Q9C0A1_IDR_1_106",0.0872111816360319
"Q9C0A1_IDR_1645_2065",0.12557249215144
"Q9C0A1_IDR_2122_2338",0.126429299309079
"Q9C0A1_IDR_2395_2439",0.0808328238465027
"Q9C0A1_IDR_2517_2572",0.102902624487561
"Q9C0A1_IDR_295_822",0.178891197485847
"Q9C0A1_IDR_824_869",0.0959446705916448
"Q9C0A1_IDR_878_1639",0.202215710491893
"Q9C0A6_IDR_119_205",0.2620122404179
"Q9C0A6_IDR_15_45",0.310456968135822
"Q9C0A6_IDR_406_1442",0.427530791446277
"Q9C0B0_IDR_150_208",0.293076389083564
"Q9C0B0_IDR_222_293",0.304738443354825
"Q9C0B0_IDR_295_654",0.402185167561611
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.226518835986438
"Q9C0B2_IDR_1_79",0.243427715974364
"Q9C0B2_IDR_359_488",0.285628717141925
"Q9C0B2_IDR_662_730",0.244424730897273
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.252670383678186
"Q9C0D4_IDR_368_670",0.2828584925734
"Q9C0D4_IDR_676_912",0.232356601953544
"Q9C0D5_IDR_1_358",0.355793691010198
"Q9C0D5_IDR_1422_1861",0.432645742387143
"Q9C0D5_IDR_434_488",0.211560566602659
"Q9C0D6_IDR_1_94",0.654467833417915
"Q9C0D6_IDR_470_1143",0.345532166582085
"Q9C0D7_IDR_204_236",0.232282243684819
"Q9C0D7_IDR_404_774",0.351994711244655
"Q9C0D7_IDR_51_160",0.415723045070526
"Q9C0E4_IDR_1_38",0.342653624859405
"Q9C0E4_IDR_339_444",0.372679136079601
"Q9C0E4_IDR_740_932",0.284667239060994
"Q9C0E8_IDR_142_248",0.505031112968223
"Q9C0E8_IDR_308_428",0.494968887031777
"Q9C0F0_IDR_1_35",0.186002215490534
"Q9C0F0_IDR_320_2208",0.531753095652316
"Q9C0F0_IDR_74_318",0.28224468885715
"Q9C0F1_IDR_124_237",0.593920414747533
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.547983016859184
"Q9C0K7_IDR_298_335",0.452016983140816
"Q9GZM5_IDR_305_350",0.449902274137278
"Q9GZM5_IDR_40_106",0.550097725862722
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.516300358406923
"Q9GZN6_IDR_689_736",0.483699641593077
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.232381958606267
"Q9GZR1_IDR_37_438",0.208140852626461
"Q9GZR1_IDR_599_644",0.234914331213471
"Q9GZR1_IDR_779_966",0.3245628575538
"Q9GZR2_IDR_1_69",0.490446937724453
"Q9GZV5_IDR_153_357",0.612609091267082
"Q9GZV5_IDR_57_121",0.387390908732918
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.46153957961354
"Q9GZY6_IDR_145_243",0.53846042038646
"Q9GZY8_IDR_1_84",0.436930422048819
"Q9GZY8_IDR_87_301",0.563069577951181
"Q9GZZ0_IDR_1_275",0.504635245588021
"Q9GZZ0_IDR_279_328",0.495364754411979
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.479087620911141
"Q9H000_IDR_46_169",0.520912379088859
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.235346385820671
"Q9H089_IDR_247_358",0.25198027449362
"Q9H089_IDR_565_596",0.256884495585042
"Q9H089_IDR_599_658",0.255788844100667
"Q9H091_IDR_112_198",0.492222306031725
"Q9H091_IDR_701_742",0.507777693968275
"Q9H093_IDR_1_49",0.636898389135297
"Q9H093_IDR_308_559",0.363101610864703
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.488711052397042
"Q9H095_IDR_84_144",0.511288947602958
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.490052586768381
"Q9H0B6_IDR_590_622",0.509947413231619
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.453756667582067
"Q9H0C3_IDR_471_514",0.546243332417933
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.212797382513159
"Q9H0D2_IDR_1_216",0.298569034172596
"Q9H0D2_IDR_1300_1346",0.258826397371386
"Q9H0D2_IDR_221_975",0.229807185942859
"Q9H0D6_IDR_414_507",0.34712442074726
"Q9H0D6_IDR_859_950",0.65287557925274
"Q9H0F6_IDR_305_350",0.486075369371161
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.444964259601248
"Q9H0H5_IDR_548_623",0.555035740398752
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.540786346960899
"Q9H0I3_IDR_52_100",0.459213653039101
"Q9H0J4_IDR_1_59",0.310692052810427
"Q9H0J4_IDR_1608_1663",0.346510570979325
"Q9H0J4_IDR_61_1217",0.342797376210248
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.403737943094248
"Q9H0K4_IDR_365_420",0.309921228524878
"Q9H0K4_IDR_561_594",0.286340828380873
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.422422200922599
"Q9H0M0_IDR_415_454",0.577577799077401
"Q9H0M4_IDR_1_248",0.530791213559209
"Q9H0M4_IDR_431_637",0.469208786440791
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.330050805071139
"Q9H116_IDR_131_316",0.426966565107647
"Q9H116_IDR_611_681",0.573033434892353
"Q9H147_IDR_134_183",0.443330405590568
"Q9H147_IDR_1_60",0.556669594409432
"Q9H156_IDR_266_320",0.489409904150756
"Q9H156_IDR_647_743",0.510590095849244
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.487016503924147
"Q9H1B7_IDR_511_708",0.675017412566446
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.490550055381735
"Q9H1C4_IDR_521_597",0.509449944618265
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.480268920900512
"Q9H1D0_IDR_692_760",0.519731079099488
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.633251074671806
"Q9H1H9_IDR_547_577",0.366748925328194
"Q9H1I8_IDR_408_465",0.553405738450835
"Q9H1I8_IDR_509_757",0.446594261549165
"Q9H1J1_IDR_1_65",0.54837015001976
"Q9H1J1_IDR_225_476",0.45162984998024
"Q9H1K0_IDR_206_246",0.288936728310817
"Q9H1K0_IDR_379_468",0.423039421083472
"Q9H211_IDR_1_170",0.338636062163115
"Q9H211_IDR_369_432",0.661363937836885
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.479599328961941
"Q9H252_IDR_717_960",0.520400671038059
"Q9H254_IDR_2119_2153",0.334448569094639
"Q9H254_IDR_2174_2437",0.390722733600989
"Q9H254_IDR_2529_2564",0.274828697304371
"Q9H257_IDR_166_283",0.55514620374656
"Q9H257_IDR_341_536",0.44485379625344
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.384045466266651
"Q9H2A3_IDR_175_272",0.615954533733349
"Q9H2A7_IDR_103_238",0.536182048166799
"Q9H2A7_IDR_1_33",0.463817951833201
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.489369062692946
"Q9H2K0_IDR_245_278",0.496236580743582
"Q9H2K0_IDR_27_77",0.503763419256418
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.557950673564033
"Q9H2K8_IDR_558_595",0.442049326435967
"Q9H2P0_IDR_132_163",0.212732168985347
"Q9H2P0_IDR_194_449",0.328106789617457
"Q9H2P0_IDR_690_745",0.224189147566026
"Q9H2P0_IDR_841_1102",0.234971893831171
"Q9H2S1_IDR_1_67",0.326739300525693
"Q9H2S1_IDR_535_579",0.343582729484503
"Q9H2S1_IDR_69_118",0.329677969989803
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.529595450930828
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.422018246556226
"Q9H329_IDR_369_900",0.577981753443774
"Q9H330_IDR_1_45",0.316596255432507
"Q9H330_IDR_236_354",0.350040893000414
"Q9H330_IDR_846_879",0.333362851567079
"Q9H334_IDR_1_297",0.347525520439885
"Q9H334_IDR_357_442",0.294164906886059
"Q9H334_IDR_543_677",0.358309572674056
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.53430793378791
"Q9H347_IDR_94_172",0.46569206621209
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.353143085040394
"Q9H3D4_IDR_351_399",0.300418078724552
"Q9H3D4_IDR_428_542",0.346438836235054
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.329956980060304
"Q9H3S1_IDR_645_678",0.337109696815406
"Q9H3S1_IDR_709_761",0.33293332312429
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.144578242579285
"Q9H3S7_IDR_1589_1620",0.144737660059514
"Q9H3S7_IDR_705_784",0.111574767274055
"Q9H3S7_IDR_851_926",0.27926350640476
"Q9H3S7_IDR_928_1158",0.319845823682385
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.53910747599458
"Q9H3Y8_IDR_61_114",0.46089252400542
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.183124343896386
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.585079208201394
"Q9H4D0_IDR_888_945",0.414920791798606
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.566051399848356
"Q9H4G0_IDR_391_881",0.433948600151644
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.514899173360726
"Q9H4I0_IDR_98_298",0.485100826639274
"Q9H4I2_IDR_1_139",0.185034389151781
"Q9H4I2_IDR_154_350",0.195978158055785
"Q9H4I2_IDR_354_541",0.15284899050191
"Q9H4I2_IDR_543_622",0.229948360531733
"Q9H4I2_IDR_664_771",0.105329193963548
"Q9H4I2_IDR_888_956",0.130860907795243
"Q9H4Z2_IDR_171_244",0.290295914235322
"Q9H4Z2_IDR_248_459",0.196740857807637
"Q9H4Z2_IDR_681_924",0.321153645362367
"Q9H4Z3_IDR_1_33",0.366127316941134
"Q9H4Z3_IDR_669_704",0.296689555657936
"Q9H4Z3_IDR_82_158",0.33718312740093
"Q9H501_IDR_538_602",0.248036464874181
"Q9H501_IDR_610_748",0.22577618663675
"Q9H501_IDR_75_343",0.250225555383079
"Q9H501_IDR_792_825",0.27596179310599
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.357155516857341
"Q9H582_IDR_1_1037",0.642844483142659
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.116853275539811
"Q9H5I5_IDR_360_416",0.139086458686586
"Q9H5I5_IDR_421_490",0.141679170718105
"Q9H5I5_IDR_608_675",0.137983548228612
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.464329166379416
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.535670833620584
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.293474683348408
"Q9H665_IDR_40_88",0.366890088220491
"Q9H665_IDR_94_240",0.339635228431101
"Q9H693_IDR_1_64",0.463673006945269
"Q9H693_IDR_84_158",0.536326993054731
"Q9H694_IDR_416_757",0.438833718567748
"Q9H694_IDR_777_848",0.296641337071556
"Q9H694_IDR_941_973",0.264524944360696
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.50518678802385
"Q9H6A9_IDR_94_643",0.49481321197615
"Q9H6B1_IDR_52_82",0.200523957310079
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.540073166111361
"Q9H6L5_IDR_256_497",0.459926833888639
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.343791884953009
"Q9H6R7_IDR_435_552",0.305157995629997
"Q9H6R7_IDR_678_721",0.351050119416994
"Q9H6S0_IDR_1182_1284",0.479595212309461
"Q9H6S0_IDR_1_38",0.52040478769054
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.336164385762882
"Q9H6S3_IDR_175_249",0.210843175260765
"Q9H6S3_IDR_437_490",0.238654487200011
"Q9H6S3_IDR_578_620",0.214337951776342
"Q9H6T3_IDR_251_281",0.301312435077187
"Q9H6T3_IDR_34_87",0.270088448462438
"Q9H6T3_IDR_401_539",0.428599116460375
"Q9H6U6_IDR_781_814",0.499050729924278
"Q9H6U6_IDR_842_928",0.500949270075722
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.344403007427012
"Q9H707_IDR_173_211",0.340522562275886
"Q9H707_IDR_59_103",0.315074430297102
"Q68CR7_IDR_334_376",0.441147941733552
"Q68CR7_IDR_407_880",0.558852058266448
"Q68CZ1_IDR_1_219",0.561389229546317
"Q68CZ1_IDR_929_1145",0.438610770453683
"Q68CZ2_IDR_338_600",0.545770297411645
"Q68CZ2_IDR_606_1158",0.454229702588355
"Q68CZ6_IDR_224_305",0.486493897883127
"Q68CZ6_IDR_418_449",0.513506102116872
"Q68D10_IDR_1_610",0.48211437635807
"Q68D10_IDR_644_685",0.51788562364193
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.389758861931995
"Q68DA7_IDR_1384_1419",0.284257274865262
"Q68DA7_IDR_35_85",0.325983863202743
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.261404394460023
"Q68DE3_IDR_152_2172",0.480561483776015
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.478177316087291
"Q68G74_IDR_278_356",0.521822683912709
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.494188479305536
"Q69YN4_IDR_579_616",0.242005381811831
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.214902018162887
"Q69YZ2_IDR_250_282",0.249226433552614
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.263806138882633
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.247891276527658
"Q69YZ2_IDR_79_112",0.287980271756842
"Q6AWC2_IDR_1019_1071",0.186094643755326
"Q6AWC2_IDR_828_997",0.162110145722777
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.194771701217244
"Q6BDS2_IDR_268_306",0.200643114821244
"Q6BDS2_IDR_413_450",0.20195522140081
"Q6BDS2_IDR_743_809",0.200252428575209
"Q6BDS2_IDR_889_1129",0.202377533985493
"Q6BEB4_IDR_1_274",0.697299839001778
"Q6BEB4_IDR_367_398",0.302700160998222
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.331528580020388
"Q6GPH6_IDR_1_31",0.338134072944968
"Q6GPH6_IDR_33_87",0.330337347034645
"Q6GQQ9_IDR_49_98",0.283184384828662
"Q6GQQ9_IDR_437_587",0.317708106037596
"Q6GQQ9_IDR_636_794",0.399107509133741
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.204522534688856
"Q6GYQ0_IDR_1715_1757",0.224460195795847
"Q6GYQ0_IDR_321_387",0.218090993221062
"Q6GYQ0_IDR_450_512",0.225264206472331
"Q6GYQ0_IDR_688_1036",0.127662069821904
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.388729993969584
"Q6H8Q1_IDR_309_506",0.611270006030416
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.485083467370071
"Q6HA08_IDR_284_431",0.514916532629929
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.249141385818365
"Q6IEE7_IDR_817_872",0.238523668987903
"Q6IEE7_IDR_940_1043",0.512334945193732
"Q6IEG0_IDR_214_244",0.455553122933188
"Q6IEG0_IDR_254_339",0.544446877066812
"Q6IMN6_IDR_318_831",0.274194838763898
"Q6IMN6_IDR_65_115",0.265898101340151
"Q6IMN6_IDR_911_977",0.459907059895951
"Q6IN84_IDR_1_46",0.449738052761791
"Q6IN84_IDR_309_353",0.550261947238209
