"","GO0006357_regulation_of_transcription_by_RNA_polymerase_II"
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.438284826024791
"Q15311_IDR_378_655",0.561715173975209
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.531777019994676
"Q15329_IDR_233_311",0.468222980005324
"Q15334_IDR_645_719",0.440362238508359
"Q15334_IDR_955_1064",0.559637761491641
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.325548372219361
"Q15361_IDR_129_499",0.293925366847512
"Q15361_IDR_868_905",0.380526260933127
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.428294624338199
"Q15431_IDR_706_946",0.571705375661801
"Q15434_IDR_1_53",0.602751404456224
"Q15434_IDR_370_407",0.397248595543776
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.198048025261867
"Q15459_IDR_1_37",0.288082791364685
"Q15459_IDR_316_406",0.19082315166194
"Q15459_IDR_532_689",0.323046031711508
"Q15464_IDR_1_187",0.499008644467074
"Q15464_IDR_189_387",0.500991355532926
"Q15465_IDR_1_41",0.469859867623223
"Q15465_IDR_395_427",0.530140132376777
"Q15468_IDR_1074_1270",0.404829708584193
"Q15468_IDR_372_1067",0.595170291415807
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.166557552553356
"Q15596_IDR_376_1433",0.833442447446644
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.504395334197102
"Q155Q3_IDR_460_598",0.495604665802898
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.497771728185967
"Q15633_IDR_230_260",0.502228271814033
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.492671745186023
"Q15642_IDR_472_538",0.507328254813978
"Q15643_IDR_1175_1215",0.0993962363285697
"Q15643_IDR_1224_1360",0.101233928900699
"Q15643_IDR_1_422",0.197608296195146
"Q15643_IDR_1814_1950",0.108062150599312
"Q15643_IDR_437_468",0.100324475146501
"Q15643_IDR_590_642",0.118006461328847
"Q15643_IDR_836_899",0.162136576628959
"Q15643_IDR_970_1011",0.113231874871966
"Q15699_IDR_153_225",0.265654855190509
"Q15699_IDR_228_326",0.42036587226269
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.428828920705384
"Q15723_IDR_302_434",0.571171079294617
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.416742455840664
"Q15735_IDR_842_1006",0.583257544159336
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.260082342556658
"Q15742_IDR_1_35",0.246467697057575
"Q15742_IDR_354_525",0.493449960385767
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.195403126499439
"Q15746_IDR_1767_1803",0.21759552744568
"Q15746_IDR_257_333",0.215969825066438
"Q15746_IDR_367_408",0.184320708726511
"Q15746_IDR_920_1094",0.186710812261933
"Q15784_IDR_194_382",0.796753800374985
"Q15788_IDR_1_33",0.227016954277206
"Q15788_IDR_368_1392",0.772983045722794
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.201936767268475
"Q15811_IDR_312_380",0.180651168352156
"Q15811_IDR_660_737",0.284032663093484
"Q15811_IDR_808_910",0.333379401285885
"Q15814_IDR_138_177",0.538960095720115
"Q15814_IDR_1_55",0.461039904279885
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.466362613516372
"Q15842_IDR_361_424",0.533637386483628
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.525454357541908
"Q15849_IDR_443_550",0.474545642458092
"Q15911_IDR_1046_1087",0.0452242274194114
"Q15911_IDR_1107_1958",0.155673543179229
"Q15911_IDR_1961_2643",0.124803041357712
"Q15911_IDR_2690_2728",0.0479085080579077
"Q15911_IDR_2741_2948",0.129996653214648
"Q15911_IDR_2998_3465",0.0884997180040598
"Q15911_IDR_345_949",0.141780005948834
"Q15911_IDR_3468_3703",0.0576726666572201
"Q15911_IDR_951_1039",0.0521003048466558
"Q15915_IDR_1_165",0.578444541914039
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.480408351736943
"Q16322_IDR_469_511",0.519591648263057
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.337274961892063
"Q16352_IDR_413_499",0.662725038107937
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.252258973358097
"Q16512_IDR_345_386",0.244477798562663
"Q16512_IDR_525_608",0.285203657407639
"Q16512_IDR_96_167",0.218059570671602
"Q16513_IDR_109_169",0.340730306820499
"Q16513_IDR_486_516",0.333429185306073
"Q16513_IDR_523_649",0.325840507873428
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.377849690350288
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.60888884687758
"Q16572_IDR_68_118",0.39111115312242
"Q16584_IDR_1_40",0.521328812707243
"Q16584_IDR_414_847",0.478671187292757
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.47074844437236
"Q16587_IDR_96_245",0.52925155562764
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.566494145182895
"Q16665_IDR_412_768",0.553060602863088
"Q16666_IDR_391_574",0.527414479294216
"Q16666_IDR_87_199",0.472585520705784
"Q16670_IDR_133_278",0.361993143062667
"Q16670_IDR_1_74",0.339909184842429
"Q16670_IDR_82_125",0.298097672094904
"Q16671_IDR_126_192",0.424250801870251
"Q16671_IDR_512_573",0.575749198129749
"Q16676_IDR_1_123",0.39199079830966
"Q16676_IDR_211_465",0.60800920169034
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.500674630373671
"Q16720_IDR_295_356",0.499325369626329
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.252995543942218
"Q16760_IDR_1_39",0.452131245686705
"Q16760_IDR_552_714",0.294873210371077
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.543400581945634
"Q16849_IDR_369_466",0.226232174255069
"Q16849_IDR_610_686",0.230367243799297
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.475663155781013
"Q16891_IDR_91_228",0.524336844218987
"Q17R60_IDR_189_227",0.365261592340502
"Q17R60_IDR_31_62",0.315206575167346
"Q17R60_IDR_382_562",0.319531832492153
"Q17R89_IDR_28_66",0.198659355022313
"Q17R89_IDR_460_781",0.601266991275648
"Q17R89_IDR_786_818",0.200073653702039
"Q17R98_IDR_1_898",0.752630626021623
"Q17R98_IDR_901_1015",0.247369373978377
"Q17RB8_IDR_1_43",0.501413675806665
"Q17RB8_IDR_335_461",0.498586324193335
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.557391049045144
"Q1KMD3_IDR_635_665",0.442608950954856
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.335606873837987
"Q1X8D7_IDR_545_581",0.318052478139478
"Q1X8D7_IDR_698_754",0.346340648022535
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.345929765493887
"Q24JP5_IDR_901_983",0.654070234506113
"Q27J81_IDR_346_523",0.482289718716975
"Q27J81_IDR_933_1244",0.517710281283025
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.343976213787564
"Q2I0M5_IDR_152_189",0.334525479915617
"Q2LD37_IDR_1779_1814",0.0499842494007407
"Q2LD37_IDR_1915_1993",0.056786610758785
"Q2LD37_IDR_2161_2427",0.0775684208867813
"Q2LD37_IDR_2596_2696",0.0499305992271443
"Q2LD37_IDR_2725_2769",0.0510634072723211
"Q2LD37_IDR_2929_2963",0.0521935738034962
"Q2LD37_IDR_3482_3548",0.0498768427883169
"Q2LD37_IDR_3563_3787",0.0478044360617101
"Q2LD37_IDR_3816_3865",0.0526042221220119
"Q2LD37_IDR_3893_3956",0.0489016507832062
"Q2LD37_IDR_3998_4030",0.0500228599400522
"Q2LD37_IDR_4094_4145",0.0641991020495716
"Q2LD37_IDR_4288_4396",0.0719565185607036
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.435454230781628
"Q2M1P5_IDR_345_1039",0.564545769218372
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.44202351970645
"Q2M3C7_IDR_1139_1293",0.107505659858309
"Q2M3C7_IDR_1327_1603",0.154907071624088
"Q2M3C7_IDR_456_674",0.145582973790814
"Q2M3C7_IDR_677_717",0.133557234479073
"Q2M3C7_IDR_723_1136",0.113215963627065
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.550110477122611
"Q2MJR0_IDR_243_292",0.449889522877389
"Q2MKA7_IDR_1_31",0.338010291838328
"Q2MKA7_IDR_146_177",0.335538692288028
"Q2MKA7_IDR_207_263",0.326451015873644
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.306989867878767
"Q2NKQ1_IDR_473_531",0.359151677565769
"Q2NKQ1_IDR_671_923",0.333858454555464
"Q2PPJ7_IDR_1486_1523",0.283305922296999
"Q2Q1W2_IDR_122_192",0.71927420969136
"Q2Q1W2_IDR_21_53",0.28072579030864
"Q2QGD7_IDR_1_78",0.249448182758935
"Q2QGD7_IDR_460_537",0.213928728978413
"Q2QGD7_IDR_595_710",0.227517510224047
"Q2QGD7_IDR_713_751",0.163541395050614
"Q2QGD7_IDR_82_174",0.145564182987991
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.502669211947732
"Q2T9K0_IDR_443_475",0.497330788052268
"Q2T9L4_IDR_200_293",0.442700152749611
"Q2T9L4_IDR_58_196",0.557299847250389
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.554459382345442
"Q2TAC6_IDR_642_998",0.445540617654558
"Q2TAK8_IDR_102_405",0.488957061251082
"Q2TAK8_IDR_527_563",0.511042938748918
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.449177633094578
"Q2TAL8_IDR_194_241",0.22207510664605
"Q2TBE0_IDR_509_542",0.387938818641498
"Q2UY09_IDR_1002_1069",0.428631358605377
"Q2UY09_IDR_204_782",0.571368641394623
"Q2V2M9_IDR_1265_1364",0.500922587324903
"Q2V2M9_IDR_325_784",0.499077412675097
"Q2VIQ3_IDR_438_557",0.251894816212509
"Q2VIQ3_IDR_564_602",0.22724635898313
"Q2VIQ3_IDR_604_817",0.245822989373382
"Q2VIQ3_IDR_893_1234",0.27503583543098
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.349822541149486
"Q2VWP7_IDR_1089_1150",0.34594680411831
"Q2VWP7_IDR_974_1029",0.304230654732204
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.451245213018749
"Q2VYF4_IDR_40_119",0.548754786981251
"Q2WGJ9_IDR_1094_1134",0.220902660579241
"Q2WGJ9_IDR_1161_1270",0.182271211692294
"Q2WGJ9_IDR_1_77",0.193203885920231
"Q2WGJ9_IDR_417_457",0.189102865191376
"Q2WGJ9_IDR_516_550",0.214519376616858
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.281623512101448
"Q32P44_IDR_47_210",0.47510374957567
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.30152708382773
"Q33E94_IDR_486_599",0.40110726723955
"Q33E94_IDR_638_671",0.29736564893272
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.241624865950764
"Q3B7T1_IDR_213_299",0.248912778893067
"Q3B7T1_IDR_517_584",0.229848434628867
"Q3B7T1_IDR_620_672",0.279613920527302
"Q3B7T3_IDR_1_45",0.450131798680757
"Q3B7T3_IDR_58_259",0.549868201319243
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.503135183204862
"Q3C1V8_IDR_67_128",0.496864816795138
"Q3L8U1_IDR_1715_1770",0.141444248949711
"Q3L8U1_IDR_2003_2897",0.275543429043789
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.526385606223152
"Q3MII6_IDR_454_604",0.473614393776847
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.607901593429976
"Q3MJ13_IDR_700_785",0.392098406570024
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.375988334864124
"Q3SY00_IDR_492_556",0.624011665135876
"Q3V6T2_IDR_1209_1871",0.295432319781062
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.2734181381108
"Q3YBR2_IDR_355_411",0.408674479503984
"Q3YBR2_IDR_83_166",0.317907382385215
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.567958758607811
"Q3ZCQ8_IDR_321_353",0.432041241392189
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.499348085765083
"Q3ZCX4_IDR_93_157",0.500651914234917
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.463261689216644
"Q401N2_IDR_377_412",0.536738310783357
"Q460N3_IDR_1_75",1
"Q460N5_IDR_1389_1423",0.489639507495577
"Q460N5_IDR_98_140",0.510360492504423
"Q494R4_IDR_1_41",1
"Q496A3_IDR_1_129",1
"Q496F6_IDR_132_193",1
"Q496J9_IDR_1_131",1
"Q496M5_IDR_90_167",1
"Q496Y0_IDR_117_149",0.44730881642614
"Q496Y0_IDR_1_65",0.282708524607034
"Q496Y0_IDR_361_454",0.269982658966827
"Q499Z3_IDR_140_198",0.505882410058908
"Q499Z3_IDR_1_42",0.494117589941091
"Q499Z4_IDR_1_256",0.648941403796273
"Q499Z4_IDR_258_310",0.351058596203727
"Q49A17_IDR_1_56",1
"Q49A26_IDR_95_265",1
"Q49A92_IDR_1_107",0.401199950660774
"Q49A92_IDR_133_489",0.598800049339226
"Q49AA0_IDR_130_269",1
"Q49AG3_IDR_55_106",1
"Q49AH0_IDR_1_32",1
"Q49AJ0_IDR_418_1066",1
"Q4G0A6_IDR_84_403",1
"Q4G0F5_IDR_299_336",1
"Q4G0I0_IDR_1_46",1
"Q4G0J3_IDR_189_446",1
"Q4G0M1_IDR_1_75",0.541172318714904
"Q4G0M1_IDR_89_189",0.458827681285096
"Q4G0N4_IDR_7_63",1
"Q4G0N7_IDR_1_45",1
"Q4G0N8_IDR_1099_1177",1
"Q4G0P3_IDR_1916_2003",0.153016806201586
"Q4G0P3_IDR_2102_2188",0.170809259632908
"Q4G0X9_IDR_1_289",1
"Q4G0P3_IDR_2332_2448",0.157017471900565
"Q4G0P3_IDR_2485_2561",0.239374341331634
"Q4G0P3_IDR_2649_2734",0.132137027845714
"Q4G0P3_IDR_3215_3252",0.147645093087594
"Q4G0U5_IDR_266_310",1
"Q4G148_IDR_1_77",1
"Q4G163_IDR_21_435",0.356933427231057
"Q4LE39_IDR_268_303",0.356853811392512
"Q4LE39_IDR_405_1306",0.390873193619664
"Q4LEZ3_IDR_111_155",0.504101043237103
"Q4LEZ3_IDR_1_53",0.495898956762897
"Q4U2R8_IDR_523_563",1
"Q4UJ75_IDR_221_521",1
"Q4V321_IDR_1_117",1
"Q4V326_IDR_1_110",1
"Q4V328_IDR_1_207",0.509737086333094
"Q4V328_IDR_517_792",0.490262913666906
"Q4V339_IDR_1_38",1
"Q4V9L6_IDR_1_283",1
"Q4VC05_IDR_54_210",1
"Q4VC12_IDR_1_38",1
"Q4VC39_IDR_1_32",1
"Q4VC44_IDR_1_35",0.498385430530604
"Q4VC44_IDR_73_108",0.501614569469396
"Q4VCS5_IDR_1_1084",1
"Q4VX76_IDR_123_285",1
"Q4VXU2_IDR_415_528",1
"Q4W5G0_IDR_437_473",1
"Q4ZG55_IDR_1079_1254",0.30449182259852
"Q4ZG55_IDR_279_342",0.267816216686722
"Q4ZG55_IDR_44_74",0.213206281791948
"Q4ZG55_IDR_625_655",0.214485678922809
"Q4ZHG4_IDR_1_36",0.304039399016447
"Q4ZHG4_IDR_1532_1587",0.306258037012821
"Q4ZHG4_IDR_372_1527",0.389702563970732
"Q4ZIN3_IDR_1_34",0.526229597128852
"Q4ZIN3_IDR_467_620",0.473770402871148
"Q4ZJI4_IDR_1_52",1
"Q502W6_IDR_1003_1034",0.262980871878393
"Q502W6_IDR_1191_1294",0.24684644340135
"Q502W6_IDR_1_31",0.228906003206794
"Q502W6_IDR_711_805",0.261266681513463
"Q502W7_IDR_1_219",0.358656123118862
"Q502W7_IDR_228_335",0.19482938447386
"Q502W7_IDR_353_395",0.239767013509247
"Q502W7_IDR_502_554",0.206747478898032
"Q504T8_IDR_103_313",0.503092721665474
"Q52WX2_IDR_1_39",0.487555552425227
"Q52WX2_IDR_320_410",0.512444447574773
"Q537H7_IDR_1_98",1
"Q53EL6_IDR_1_142",1
"Q53EL9_IDR_1_190",1
"Q53EP0_IDR_164_265",1
"Q53EQ6_IDR_1_52",0.3167475206202
"Q53EQ6_IDR_189_220",0.407059252295496
"Q53EQ6_IDR_538_583",0.276193227084304
"Q53ET0_IDR_1_612",1
"Q53EU6_IDR_53_90",1
"Q53EV4_IDR_1_38",1
"Q53EZ4_IDR_130_245",0.324135798462936
"Q53EZ4_IDR_247_302",0.346872489837241
"Q53EZ4_IDR_384_432",0.328991711699824
"Q53F19_IDR_1_74",0.30487760094147
"Q53F19_IDR_183_256",0.220607189220905
"Q53F19_IDR_282_574",0.474515209837625
"Q53F39_IDR_1_47",1
"Q53FD0_IDR_1_390",0.593715388805272
"Q53HL2_IDR_87_189",1
"Q53LP3_IDR_395_525",0.50931992156055
"Q53LP3_IDR_85_261",0.49068007843945
"Q53QV2_IDR_1_54",1
"Q53QW1_IDR_1_274",1
"Q53QZ3_IDR_1_82",0.5234131169993
"Q53QZ3_IDR_194_248",0.4765868830007
"Q53RY4_IDR_199_240",1
"Q53SZ7_IDR_1_190",0.659781336822392
"Q53SZ7_IDR_314_412",0.340218663177608
"Q53T59_IDR_138_368",1
"Q53T94_IDR_121_205",1
"Q53TN4_IDR_227_286",1
"Q53TS8_IDR_1_96",0.319001374002045
"Q53TS8_IDR_250_345",0.362375969369809
"Q53TS8_IDR_354_587",0.318622656628146
"Q562E7_IDR_1017_1219",0.183344764556716
"Q562E7_IDR_1522_1555",0.228417075287338
"Q562E7_IDR_607_715",0.216556020334292
"Q587J7_IDR_1096_1166",0.485435535258062
"Q587J7_IDR_214_381",0.514564464741938
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.301918054045569
"Q58A45_IDR_278_390",0.296000658518528
"Q58A45_IDR_72_274",0.402081287435903
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.420234733006542
"Q58EX7_IDR_33_177",0.299209106886069
"Q58EX7_IDR_631_730",0.280556160107389
"Q58F21_IDR_136_267",0.275030610829411
"Q58F21_IDR_379_521",0.325775988269058
"Q58F21_IDR_578_917",0.399193400901531
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.048029988788594
"Q5CZC0_IDR_2938_2968",0.0536455862926848
"Q5CZC0_IDR_3135_3189",0.0555599745156716
"Q5CZC0_IDR_3193_3263",0.055827656671461
"Q5CZC0_IDR_3626_3656",0.0535274275263526
"Q5CZC0_IDR_3871_3956",0.0500688813785285
"Q5CZC0_IDR_5399_5673",0.066165246057037
"Q5CZC0_IDR_5692_5777",0.0632975864927065
"Q5CZC0_IDR_5850_5904",0.0573733229825245
"Q5CZC0_IDR_6548_6794",0.0552245315319426
"Q5CZC0_IDR_6796_6835",0.0513443194550713
"Q5CZC0_IDR_6849_6907",0.056403125185392
"Q5D1E8_IDR_1_45",0.211246366096921
"Q5D1E8_IDR_296_435",0.287848750836645
"Q5D1E8_IDR_512_542",0.303040296657847
"Q5D1E8_IDR_91_131",0.197864586408587
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.423220083037937
"Q5GH73_IDR_197_229",0.311901746306757
"Q5GH73_IDR_515_558",0.264878170655307
"Q5GH76_IDR_1_104",0.320177333018663
"Q5GH76_IDR_175_245",0.374577162457385
"Q5GH76_IDR_521_565",0.305245504523952
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.387710257466661
"Q5HYW2_IDR_251_1225",0.277892274207109
"Q5HYW2_IDR_60_249",0.334397468326229
"Q5HYW3_IDR_1_150",0.538441921832359
"Q5HYW3_IDR_315_493",0.461558078167641
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.455234645486072
"Q5JSL3_IDR_1189_1272",0.319817237945453
"Q5JSL3_IDR_1_31",0.240249840492904
"Q5JSL3_IDR_1337_1386",0.225767903605692
"Q5JSL3_IDR_277_308",0.21416501795595
"Q5JSP0_IDR_1_154",0.466731097220369
"Q5JSP0_IDR_482_527",0.533268902779631
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.519923032023116
"Q5JT82_IDR_350_389",0.480076967976884
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.239789283726372
"Q5JWR5_IDR_1992_2027",0.250492806043544
"Q5JWR5_IDR_695_728",0.250522937376133
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.510315367622233
"Q5JX71_IDR_51_109",0.489684632377767
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.330951143836779
"Q5PRF9_IDR_390_469",0.284604778119472
"Q5PRF9_IDR_536_694",0.38444407804375
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.2268651251225
"Q5QGS0_IDR_1_541",0.241832934353697
"Q5QGS0_IDR_579_1282",0.531301940523804
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.560553854150502
"Q5SSJ5_IDR_417_553",0.439446145849498
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.513141814258886
"Q5SV97_IDR_668_702",0.486858185741114
"Q5SVQ8_IDR_1_347",0.481355291443167
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.490793709569016
"Q5SZB4_IDR_293_393",0.509206290430984
"Q5SZD1_IDR_102_152",0.448590528282974
"Q5SZD1_IDR_1_80",0.551409471717026
"Q5SZJ8_IDR_1_71",0.417260877783072
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.582739122216928
"Q5SZL2_IDR_1_499",0.564706746020927
"Q5SZL2_IDR_662_706",0.435293253979073
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.117408651705756
"Q5T011_IDR_1358_1414",0.108103225507779
"Q5T011_IDR_1466_1556",0.103787594730415
"Q5T011_IDR_1632_1667",0.121073403444431
"Q5T011_IDR_1803_1907",0.124190527183443
"Q5T011_IDR_2109_2151",0.104916006621506
"Q5T011_IDR_2400_2513",0.104333839119033
"Q5T011_IDR_2864_2903",0.111215224038468
"Q5T011_IDR_698_731",0.10497152764917
"Q5T124_IDR_1_71",0.464365269625606
"Q5T124_IDR_474_520",0.535634730374394
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.330414079742108
"Q5T1B0_IDR_1_55",0.251523547004402
"Q5T1B0_IDR_819_884",0.218595542865094
"Q5T1B0_IDR_887_1012",0.199466830388396
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.606870523027891
"Q5T1M5_IDR_818_1219",0.393129476972109
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.694863710246415
"Q5T1Q4_IDR_360_408",0.305136289753585
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.460475233917387
"Q5T1V6_IDR_580_619",0.539524766082613
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.54165607122411
"Q5T4F4_IDR_1_31",0.567602974466208
"Q5T4F4_IDR_235_346",0.432397025533792
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.142170834009815
"Q5T4S7_IDR_1731_1783",0.146528621427753
"Q5T4S7_IDR_2437_2470",0.152685551671464
"Q5T4S7_IDR_429_465",0.138955358548258
"Q5T4S7_IDR_598_635",0.147438753410868
"Q5T5X7_IDR_484_531",0.216226345823426
"Q5T5X7_IDR_647_705",0.178706583469765
"Q5T5Y3_IDR_347_701",0.543275366379315
"Q5T5Y3_IDR_705_1460",0.456724633620685
"Q5T601_IDR_1_40",0.475153464727203
"Q5T601_IDR_855_890",0.524846535272798
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.21985342276575
"Q5T681_IDR_41_77",0.2276697136128
"Q5T7P8_IDR_141_227",0.523084840636377
"Q5T7R7_IDR_81_152",1
