"","GO0000981_DNA_binding_transcription_factor_activity._RNA_polymerase_II_specific"
"Q9BXX0_IDR_77_108",0.278784726132839
"Q9BXX0_IDR_776_899",0.209554389404292
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.473718505940624
"Q9BXX3_IDR_265_1048",0.526281494059376
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.356065076460988
"Q9BY07_IDR_41_91",0.310519315218432
"Q9BY07_IDR_419_482",0.33341560832058
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.341692493275677
"Q9BY12_IDR_38_95",0.288403429545654
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.538309808477931
"Q9BYG3_IDR_187_293",0.461690191522069
"Q9BYG4_IDR_103_142",0.401746137854307
"Q9BYG4_IDR_252_373",0.598253862145693
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.37486145844112
"Q9BYJ9_IDR_196_369",0.62513854155888
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
"Q9BYQ4_IDR_1_174",1
"Q9BYQ5_IDR_1_204",1
"Q9BYQ6_IDR_1_181",1
"Q9BYQ7_IDR_1_146",1
"Q9BYQ8_IDR_1_208",1
"Q9BYQ9_IDR_1_171",1
"Q9BYR2_IDR_1_167",1
"Q9BYR3_IDR_1_152",1
"Q9BYR4_IDR_1_193",1
"Q9BYR5_IDR_1_136",1
"Q9BYR9_IDR_1_128",1
"Q9BYS1_IDR_1_160",1
"Q9BYT3_IDR_31_98",0.469917770600848
"Q9BYT3_IDR_405_514",0.530082229399152
"Q9BYT5_IDR_1_123",1
"Q9BYT9_IDR_1_152",1
"Q9BYU1_IDR_259_374",0.540978890996446
"Q9BYU1_IDR_62_127",0.459021109003554
"Q9BYU5_IDR_1_128",1
"Q9BYV1_IDR_1_45",1
"Q9BYV6_IDR_329_441",0.492314979041288
"Q9BYV6_IDR_447_532",0.507685020958712
"Q9BYV7_IDR_1_41",1
"Q9BYV8_IDR_318_373",0.396744566489484
"Q9BYV8_IDR_82_137",0.603255433510516
"Q9BYV9_IDR_134_611",0.727811429502397
"Q9BYV9_IDR_737_822",0.272188570497603
"Q9BYZ6_IDR_302_367",1
"Q9BZ11_IDR_726_813",1
"Q9BZ19_IDR_1_88",1
"Q9BZ23_IDR_1_206",1
"Q9BZ29_IDR_1189_1288",0.401872796558822
"Q9BZ29_IDR_1_36",0.313238518652088
"Q9BZ29_IDR_287_320",0.28488868478909
"Q9BZ67_IDR_376_408",1
"Q9BZ71_IDR_281_384",0.237733663329591
"Q9BZ71_IDR_490_534",0.225645849550444
"Q9BZ71_IDR_64_123",0.253956943688636
"Q9BZ71_IDR_909_974",0.282663543431329
"Q9BZ72_IDR_1282_1349",0.196558777601065
"Q9BZ72_IDR_256_365",0.16306391566111
"Q9BZ72_IDR_368_419",0.202240522099759
"Q9BZ72_IDR_579_709",0.166680492469135
"Q9BZ72_IDR_840_898",0.271456292168931
"Q9BZ76_IDR_1199_1235",1
"Q9BZ81_IDR_1_36",0.531485124678126
"Q9BZ81_IDR_243_275",0.468514875321873
"Q9BZ95_IDR_1_262",0.786503212958231
"Q9BZ95_IDR_396_700",0.213496787041769
"Q9BZA7_IDR_837_1256",1
"Q9BZA8_IDR_869_1250",1
"Q9BZC1_IDR_1_50",0.462304289093613
"Q9BZC1_IDR_282_354",0.537695710906387
"Q9BZC7_IDR_1324_1424",0.347403846603307
"Q9BZC7_IDR_2367_2417",0.321549813215035
"Q9BZC7_IDR_350_398",0.331046340181658
"Q9BZD2_IDR_1_44",1
"Q9BZF1_IDR_1_124",0.365932133717262
"Q9BZF1_IDR_273_402",0.344300791182379
"Q9BZF1_IDR_771_877",0.289767075100359
"Q9BZF2_IDR_144_466",1
"Q9BZF3_IDR_1_66",0.26723091123156
"Q9BZF3_IDR_184_278",0.269892813101607
"Q9BZF3_IDR_281_381",0.23620245660702
"Q9BZF3_IDR_395_553",0.226673819059814
"Q9BZF9_IDR_257_631",0.423409593710076
"Q9BZF9_IDR_656_706",0.576590406289924
"Q9BZG1_IDR_227_259",1
"Q9BZG8_IDR_1_34",0.461434717129245
"Q9BZG8_IDR_398_443",0.538565282870755
"Q9BZI1_IDR_173_459",1
"Q9BZI7_IDR_1_48",0.583413105047419
"Q9BZI7_IDR_209_483",0.416586894952581
"Q9BZJ0_IDR_152_183",0.481190409741354
"Q9BZJ0_IDR_83_118",0.518809590258646
"Q9BZJ3_IDR_1_34",1
"Q9BZJ4_IDR_1_34",1
"Q9BZR6_IDR_289_455",1
"Q9BZR8_IDR_33_157",1
"Q9BZR9_IDR_393_434",1
"Q9BZS1_IDR_1_188",0.495671226477079
"Q9BZS1_IDR_244_309",0.504328773522921
"Q9BZV1_IDR_1_114",1
"Q9BZV2_IDR_202_254",0.460611414799665
"Q9BZV2_IDR_466_496",0.539388585200335
"Q9BZV3_IDR_169_236",0.382408106091525
"Q9BZV3_IDR_35_74",0.321227463322535
"Q9BZV3_IDR_393_835",0.296364430585941
"Q9BZW2_IDR_163_233",1
"Q9BZW7_IDR_1_36",0.324753130497286
"Q9BZW7_IDR_60_90",0.33433239217049
"Q9BZW7_IDR_625_698",0.340914477332224
"Q9BZZ5_IDR_446_524",1
"Q9C000_IDR_77_205",1
"Q9C004_IDR_1_155",1
"Q9C005_IDR_1_47",1
"Q9C009_IDR_1_119",0.650715252984404
"Q9C0A1_IDR_1_106",0.0756360880632646
"Q9C0A1_IDR_1645_2065",0.115883759280931
"Q9C0A1_IDR_2122_2338",0.110098034433522
"Q9C0A1_IDR_2395_2439",0.0738691973933086
"Q9C0A1_IDR_2517_2572",0.0933155397424627
"Q9C0A1_IDR_295_822",0.227413032761311
"Q9C0A1_IDR_824_869",0.0949213304400301
"Q9C0A1_IDR_878_1639",0.208863017885171
"Q9C0A6_IDR_119_205",0.221447656243834
"Q9C0A6_IDR_15_45",0.310424385943825
"Q9C0A6_IDR_406_1442",0.468127957812342
"Q9C0B0_IDR_150_208",0.261637453955009
"Q9C0B0_IDR_222_293",0.275678971403795
"Q9C0B0_IDR_295_654",0.462683574641195
"Q9C0B1_IDR_162_194",1
"Q9C0B2_IDR_1128_1172",0.204677593524753
"Q9C0B2_IDR_1_79",0.238314965458573
"Q9C0B2_IDR_359_488",0.289969734640442
"Q9C0B2_IDR_662_730",0.267037706376233
"Q9C0B5_IDR_286_699",1
"Q9C0D4_IDR_217_320",0.251938055748636
"Q9C0D4_IDR_368_670",0.274443986102457
"Q9C0D4_IDR_676_912",0.221028999716622
"Q9C0D5_IDR_1_358",0.351331699838915
"Q9C0D5_IDR_1422_1861",0.421677977098563
"Q9C0D5_IDR_434_488",0.226990323062522
"Q9C0D6_IDR_1_94",0.645595691524779
"Q9C0D6_IDR_470_1143",0.354404308475221
"Q9C0D7_IDR_204_236",0.214783214672606
"Q9C0D7_IDR_404_774",0.430263308630735
"Q9C0D7_IDR_51_160",0.354953476696659
"Q9C0E4_IDR_1_38",0.308094114392791
"Q9C0E4_IDR_339_444",0.365334464906625
"Q9C0E4_IDR_740_932",0.326571420700584
"Q9C0E8_IDR_142_248",0.51440661020454
"Q9C0E8_IDR_308_428",0.48559338979546
"Q9C0F0_IDR_1_35",0.176693646088739
"Q9C0F0_IDR_320_2208",0.605291775561465
"Q9C0F0_IDR_74_318",0.218014578349796
"Q9C0F1_IDR_124_237",0.583023270922753
"Q9C0K1_IDR_224_298",1
"Q9C0K7_IDR_13_46",0.579191519123822
"Q9C0K7_IDR_298_335",0.420808480876178
"Q9GZM5_IDR_305_350",0.440138600502094
"Q9GZM5_IDR_40_106",0.559861399497906
"Q9GZM8_IDR_74_345",1
"Q9GZN0_IDR_225_285",1
"Q9GZN2_IDR_84_237",1
"Q9GZN4_IDR_1_46",1
"Q9GZN6_IDR_1_99",0.528609605381517
"Q9GZN6_IDR_689_736",0.471390394618483
"Q9GZP1_IDR_144_188",1
"Q9GZP8_IDR_1_106",1
"Q9GZQ4_IDR_350_415",1
"Q9GZQ6_IDR_351_430",1
"Q9GZR1_IDR_1_35",0.23380247753625
"Q9GZR1_IDR_37_438",0.191992871286723
"Q9GZR1_IDR_599_644",0.223169618116108
"Q9GZR1_IDR_779_966",0.351035033060919
"Q9GZR2_IDR_1_69",0.505805948982234
"Q9GZV5_IDR_153_357",0.632339408343607
"Q9GZV5_IDR_57_121",0.367660591656393
"Q9GZV8_IDR_109_191",1
"Q9GZV9_IDR_140_251",1
"Q9GZW8_IDR_1_66",1
"Q9GZX3_IDR_1_37",1
"Q9GZX5_IDR_58_205",1
"Q9GZX6_IDR_1_32",1
"Q9GZY0_IDR_1_119",1
"Q9GZY4_IDR_1_36",1
"Q9GZY6_IDR_1_114",0.491998233777419
"Q9GZY6_IDR_145_243",0.508001766222581
"Q9GZY8_IDR_1_84",0.506991551511794
"Q9GZY8_IDR_87_301",0.493008448488206
"Q9GZZ0_IDR_1_275",0.569290066597123
"Q9GZZ0_IDR_279_328",0.430709933402877
"Q9GZZ7_IDR_258_299",1
"Q9H000_IDR_1_44",0.501898039970105
"Q9H000_IDR_46_169",0.498101960029895
"Q9H079_IDR_1_138",1
"Q9H089_IDR_1_31",0.22047669185477
"Q9H089_IDR_247_358",0.284120062623861
"Q9H089_IDR_565_596",0.262233954104359
"Q9H089_IDR_599_658",0.233169291417011
"Q9H091_IDR_112_198",0.489337819432736
"Q9H091_IDR_701_742",0.510662180567264
"Q9H093_IDR_1_49",0.636410698648869
"Q9H093_IDR_308_559",0.363589301351131
"Q9H094_IDR_16_570",1
"Q9H095_IDR_1_44",0.466092499650363
"Q9H095_IDR_84_144",0.533907500349637
"Q9H098_IDR_59_131",1
"Q9H0A0_IDR_991_1025",1
"Q9H0A6_IDR_32_85",1
"Q9H0A9_IDR_1_191",1
"Q9H0B3_IDR_1_1096",1
"Q9H0B6_IDR_499_535",0.446322190153805
"Q9H0B6_IDR_590_622",0.553677809846195
"Q9H0B8_IDR_238_280",1
"Q9H0C3_IDR_419_466",0.463538860236069
"Q9H0C3_IDR_471_514",0.536461139763931
"Q9H0C5_IDR_1_44",1
"Q9H0C8_IDR_1_99",1
"Q9H0D2_IDR_1213_1285",0.209284922664757
"Q9H0D2_IDR_1_216",0.289959232950102
"Q9H0D2_IDR_1300_1346",0.253819959622822
"Q9H0D2_IDR_221_975",0.24693588476232
"Q9H0D6_IDR_414_507",0.293786004792221
"Q9H0D6_IDR_859_950",0.706213995207779
"Q9H0F6_IDR_305_350",0.49816213155075
"Q9H0G5_IDR_1_558",1
"Q9H0H0_IDR_952_985",1
"Q9H0H5_IDR_129_282",0.373647371255988
"Q9H0H5_IDR_548_623",0.626352628744012
"Q9H0I2_IDR_1_275",1
"Q9H0I3_IDR_1_46",0.590364738075744
"Q9H0I3_IDR_52_100",0.409635261924256
"Q9H0J4_IDR_1_59",0.32715935307167
"Q9H0J4_IDR_1608_1663",0.353971941994049
"Q9H0J4_IDR_61_1217",0.318868704934281
"Q9H0J9_IDR_232_270",1
"Q9H0K1_IDR_341_896",1
"Q9H0K4_IDR_1_181",0.460880403861581
"Q9H0K4_IDR_365_420",0.275173299590833
"Q9H0K4_IDR_561_594",0.263946296547587
"Q9H0K6_IDR_49_125",1
"Q9H0L4_IDR_193_572",1
"Q9H0M0_IDR_148_368",0.382828231247061
"Q9H0M0_IDR_415_454",0.617171768752939
"Q9H0M4_IDR_1_248",0.523326239650704
"Q9H0M4_IDR_431_637",0.476673760349296
"Q9H0M5_IDR_69_163",1
"Q9H0N5_IDR_1_32",1
"Q9H0Q3_IDR_59_95",1
"Q9H0R3_IDR_1_42",1
"Q9H0S4_IDR_415_455",1
"Q9H0U3_IDR_1_34",1
"Q9H0U9_IDR_1_223",1
"Q9H0X9_IDR_728_866",0.312529556898986
"Q9H116_IDR_131_316",0.374225242404092
"Q9H116_IDR_611_681",0.625774757595908
"Q9H147_IDR_134_183",0.442734632818139
"Q9H147_IDR_1_60",0.557265367181861
"Q9H156_IDR_266_320",0.421113107689195
"Q9H156_IDR_647_743",0.578886892310805
"Q9H159_IDR_1_39",1
"Q9H160_IDR_125_206",1
"Q9H161_IDR_1_232",0.485571722610531
"Q9H1B7_IDR_511_708",0.646813679282221
"Q9H1C0_IDR_312_372",1
"Q9H1C3_IDR_1_46",1
"Q9H1C4_IDR_1_54",0.541028974385206
"Q9H1C4_IDR_521_597",0.458971025614794
"Q9H1C7_IDR_1_40",1
"Q9H1D0_IDR_1_42",0.490009477448733
"Q9H1D0_IDR_692_760",0.509990522551267
"Q9H1E3_IDR_1_243",1
"Q9H1E5_IDR_219_349",1
"Q9H1F0_IDR_1_35",1
"Q9H1H1_IDR_65_148",1
"Q9H1H9_IDR_1374_1789",0.705887559923934
"Q9H1H9_IDR_547_577",0.294112440076066
"Q9H1I8_IDR_408_465",0.546930097704752
"Q9H1I8_IDR_509_757",0.453069902295248
"Q9H1J1_IDR_1_65",0.547961124083188
"Q9H1J1_IDR_225_476",0.452038875916812
"Q9H1K0_IDR_206_246",0.30189494577673
"Q9H1K0_IDR_379_468",0.35033639388834
"Q9H211_IDR_1_170",0.316925915760655
"Q9H211_IDR_369_432",0.683074084239345
"Q9H221_IDR_1_35",1
"Q9H222_IDR_1_33",1
"Q9H228_IDR_327_398",1
"Q9H246_IDR_1_91",1
"Q9H251_IDR_3320_3354",1
"Q9H252_IDR_140_203",0.463900055136638
"Q9H252_IDR_717_960",0.536099944863362
"Q9H254_IDR_2119_2153",0.373032910695008
"Q9H254_IDR_2174_2437",0.316734205777633
"Q9H254_IDR_2529_2564",0.310232883527359
"Q9H257_IDR_166_283",0.529191647170513
"Q9H257_IDR_341_536",0.470808352829487
"Q9H293_IDR_1_81",1
"Q9H2A3_IDR_1_121",0.366117325786681
"Q9H2A3_IDR_175_272",0.633882674213319
"Q9H2A7_IDR_103_238",0.543128555556389
"Q9H2A7_IDR_1_33",0.456871444443611
"Q9H2A9_IDR_1_144",1
"Q9H2J7_IDR_658_707",0.504073029992699
"Q9H2K0_IDR_245_278",0.467064776506321
"Q9H2K0_IDR_27_77",0.532935223493679
"Q9H2K2_IDR_805_873",1
"Q9H2L5_IDR_75_170",1
"Q9H2K8_IDR_301_507",0.595584521716803
"Q9H2K8_IDR_558_595",0.404415478283197
"Q9H2P0_IDR_132_163",0.211535143785345
"Q9H2P0_IDR_194_449",0.325353420601348
"Q9H2P0_IDR_690_745",0.231092466834543
"Q9H2P0_IDR_841_1102",0.232018968778765
"Q9H2S1_IDR_1_67",0.339230198563191
"Q9H2S1_IDR_535_579",0.351733204047648
"Q9H2S1_IDR_69_118",0.309036597389162
"Q9H2S6_IDR_196_246",1
"Q9H2S9_IDR_1_513",1
"Q9H2U1_IDR_1_179",1
"Q9H2U2_IDR_1_31",1
"Q9H2U9_IDR_693_754",1
"Q9H2V7_IDR_1_52",1
"Q9H307_IDR_279_717",0.399174644490104
"Q9H320_IDR_1_206",1
"Q9H321_IDR_1_246",1
"Q9H322_IDR_1_139",1
"Q9H329_IDR_1_62",0.357355311936071
"Q9H329_IDR_369_900",0.642644688063929
"Q9H330_IDR_1_45",0.289906460909806
"Q9H330_IDR_236_354",0.337605318587201
"Q9H330_IDR_846_879",0.372488220502993
"Q9H334_IDR_1_297",0.303270128548151
"Q9H334_IDR_357_442",0.261715766079115
"Q9H334_IDR_543_677",0.435014105372733
"Q9H336_IDR_245_287",1
"Q9H347_IDR_174_608",0.519238362557232
"Q9H347_IDR_94_172",0.480761637442768
"Q9H361_IDR_433_538",1
"Q9H3C7_IDR_362_621",1
"Q9H3D4_IDR_119_161",0.378098773485018
"Q9H3D4_IDR_351_399",0.266378837705722
"Q9H3D4_IDR_428_542",0.35552238880926
"Q9H3R1_IDR_1_75",1
"Q9H3R2_IDR_1_176",1
"Q9H3R5_IDR_1_50",1
"Q9H3S1_IDR_1_35",0.340055520399313
"Q9H3S1_IDR_645_678",0.330810139347485
"Q9H3S1_IDR_709_761",0.329134340253202
"Q9H3S3_IDR_1_87",1
"Q9H3S7_IDR_1464_1587",0.149468933438737
"Q9H3S7_IDR_1589_1620",0.145132888160534
"Q9H3S7_IDR_705_784",0.110694825473589
"Q9H3S7_IDR_851_926",0.304487339686504
"Q9H3S7_IDR_928_1158",0.290216013240636
"Q9H3T2_IDR_541_930",1
"Q9H3T3_IDR_629_888",1
"Q9H3Y8_IDR_1_58",0.546289050968352
"Q9H3Y8_IDR_61_114",0.453710949031648
"Q9H3Z4_IDR_133_198",1
"Q9H400_IDR_1_295",1
"Q9H410_IDR_1_109",1
"Q9H422_IDR_53_85",0.170600660895877
"Q9H4B6_IDR_1_196",1
"Q9H4B8_IDR_1_73",1
"Q9H4D0_IDR_793_875",0.650336968620593
"Q9H4D0_IDR_888_945",0.349663031379407
"Q9H4D5_IDR_1_109",1
"Q9H4E7_IDR_472_631",1
"Q9H4F1_IDR_1_49",1
"Q9H4F8_IDR_284_314",1
"Q9H4G0_IDR_1_92",0.536431900792279
"Q9H4G0_IDR_391_881",0.463568099207721
"Q9H4G1_IDR_1_39",1
"Q9H4H8_IDR_299_507",1
"Q9H4I0_IDR_373_479",0.467375506367385
"Q9H4I0_IDR_98_298",0.532624493632615
"Q9H4I2_IDR_1_139",0.241926096829377
"Q9H4I2_IDR_154_350",0.175404964813972
"Q9H4I2_IDR_354_541",0.126876719590144
"Q9H4I2_IDR_543_622",0.224197138485692
"Q9H4I2_IDR_664_771",0.0937944541514493
"Q9H4I2_IDR_888_956",0.137800626129366
"Q9H4Z2_IDR_171_244",0.267402346389644
"Q9H4Z2_IDR_248_459",0.18604601301063
"Q9H4Z2_IDR_681_924",0.356211050122856
"Q9H4Z3_IDR_1_33",0.408260523452514
"Q9H4Z3_IDR_669_704",0.285369883395331
"Q9H4Z3_IDR_82_158",0.306369593152154
"Q9H501_IDR_538_602",0.2632724867922
"Q9H501_IDR_610_748",0.228857854901612
"Q9H501_IDR_75_343",0.227998697623441
"Q9H501_IDR_792_825",0.279870960682747
"Q9H511_IDR_1_48",1
"Q9H582_IDR_1095_1198",0.268439690560693
"Q9H582_IDR_1_1037",0.731560309439307
"Q9H583_IDR_1169_1199",1
"Q9H598_IDR_1_112",1
"Q9H5H4_IDR_1_262",1
"Q9H5I5_IDR_148_198",0.128868654038461
"Q9H5I5_IDR_360_416",0.156078041547438
"Q9H5I5_IDR_421_490",0.180103793452041
"Q9H5I5_IDR_608_675",0.123948354961097
"Q9H5V8_IDR_769_807",1
"Q9H5Y7_IDR_567_605",0.434937008391855
"Q9H607_IDR_1_150",1
"Q9H5Y7_IDR_662_755",0.565062991608145
"Q9H5Z6_IDR_250_455",1
"Q9H609_IDR_1_32",1
"Q9H611_IDR_126_204",1
"Q9H633_IDR_113_154",1
"Q9H665_IDR_1_31",0.292974938858088
"Q9H665_IDR_40_88",0.380638887464237
"Q9H665_IDR_94_240",0.326386173677675
"Q9H693_IDR_1_64",0.39329723289172
"Q9H693_IDR_84_158",0.60670276710828
"Q9H694_IDR_416_757",0.443504902263412
"Q9H694_IDR_777_848",0.307512230288509
"Q9H694_IDR_941_973",0.248982867448079
"Q9H6A0_IDR_1_43",1
"Q9H6A9_IDR_1828_2034",0.526575003022015
"Q9H6A9_IDR_94_643",0.473424996977985
"Q9H6B1_IDR_52_82",0.220361182770533
"Q9H6F2_IDR_255_299",1
"Q9H6F5_IDR_1_360",1
"Q9H6H4_IDR_145_257",1
"Q9H6I2_IDR_1_367",1
"Q9H6J7_IDR_258_331",1
"Q9H6K1_IDR_186_282",1
"Q9H6K5_IDR_1_1324",1
"Q9H6L5_IDR_1_66",0.467508979074099
"Q9H6L5_IDR_256_497",0.532491020925901
"Q9H6P5_IDR_1_38",1
"Q9H6Q3_IDR_1_32",1
"Q9H6R0_IDR_1_64",1
"Q9H6R3_IDR_1_57",1
"Q9H6R4_IDR_1_65",1
"Q9H6R7_IDR_241_279",0.361655979765323
"Q9H6R7_IDR_435_552",0.306264909469536
"Q9H6R7_IDR_678_721",0.332079110765141
"Q9H6S0_IDR_1182_1284",0.541012307676059
"Q9H6S0_IDR_1_38",0.458987692323941
"Q9H6S1_IDR_1_392",1
"Q9H6S3_IDR_1_48",0.35137032343387
"Q9H6S3_IDR_175_249",0.179685607962881
"Q9H6S3_IDR_437_490",0.255378987968903
"Q9H6S3_IDR_578_620",0.213565080634346
"Q9H6T3_IDR_251_281",0.309809186962157
"Q9H6T3_IDR_34_87",0.264695826066089
"Q9H6T3_IDR_401_539",0.425494986971753
"Q9H6U6_IDR_781_814",0.478689773684322
"Q9H6U6_IDR_842_928",0.521310226315678
"Q9H6U8_IDR_1_50",1
"Q9H707_IDR_125_159",0.343894023918528
"Q9H707_IDR_173_211",0.337391230156287
"Q9H707_IDR_59_103",0.318714745925185
"Q68CR7_IDR_334_376",0.372912343004168
"Q68CR7_IDR_407_880",0.627087656995832
"Q68CZ1_IDR_1_219",0.513991628016074
"Q68CZ1_IDR_929_1145",0.486008371983926
"Q68CZ2_IDR_338_600",0.51754975340227
"Q68CZ2_IDR_606_1158",0.48245024659773
"Q68CZ6_IDR_224_305",0.509029188809048
"Q68CZ6_IDR_418_449",0.490970811190952
"Q68D10_IDR_1_610",0.428995666735559
"Q68D10_IDR_644_685",0.571004333264441
"Q68D42_IDR_115_153",1
"Q68D51_IDR_1_481",1
"Q68D85_IDR_394_454",1
"Q68D86_IDR_1_334",1
"Q68DA7_IDR_105_969",0.332581814689287
"Q68DA7_IDR_1384_1419",0.294137275806553
"Q68DA7_IDR_35_85",0.37328090950416
"Q68DC2_IDR_478_779",1
"Q68DE3_IDR_1_37",0.35343888699504
"Q68DE3_IDR_152_2172",0.321655756172302
"Q68EN5_IDR_1_123",1
"Q68G74_IDR_1_67",0.390665711088096
"Q68G74_IDR_278_356",0.609334288911904
"Q68G75_IDR_1_181",1
"Q68J44_IDR_1_32",1
"Q69YG0_IDR_1_59",1
"Q69YI7_IDR_85_257",1
"Q69YN4_IDR_133_300",0.520076464105748
"Q69YN4_IDR_579_616",0.238471875203052
"Q69YU5_IDR_37_71",1
"Q69YZ2_IDR_1_41",0.203438801194018
"Q69YZ2_IDR_250_282",0.25138976639599
"Q695T7_IDR_1_31",1
"Q69YH5_IDR_1_1023",1
"Q69YN2_IDR_268_324",1
"Q69YN4_IDR_1575_1812",0.2414516606912
"Q69YU3_IDR_164_496",1
"Q69YW2_IDR_1_31",1
"Q69YZ2_IDR_144_241",0.28107665128315
"Q69YZ2_IDR_79_112",0.264094781126842
"Q6AWC2_IDR_1019_1071",0.18055271341555
"Q6AWC2_IDR_828_997",0.154042090243025
"Q6AZW8_IDR_1_54",1
"Q6AZY7_IDR_240_606",1
"Q6B0I6_IDR_346_523",1
"Q6BDS2_IDR_1137_1184",0.209032642317516
"Q6BDS2_IDR_268_306",0.184263893103579
"Q6BDS2_IDR_413_450",0.213744357215933
"Q6BDS2_IDR_743_809",0.201436105723735
"Q6BDS2_IDR_889_1129",0.191523001639237
"Q6BEB4_IDR_1_274",0.763728891369749
"Q6BEB4_IDR_367_398",0.236271108630251
"Q6DCA0_IDR_1_100",1
"Q6DD87_IDR_1_121",1
"Q6DHV5_IDR_1_133",1
"Q6DHY5_IDR_354_447",1
"Q6DJT9_IDR_219_500",1
"Q6DKI7_IDR_197_235",1
"Q6DN12_IDR_1_186",1
"Q6DN14_IDR_1_252",1
"Q6EMK4_IDR_352_408",1
"Q6F5E8_IDR_900_1435",1
"Q6FHJ7_IDR_293_346",1
"Q6FI81_IDR_167_270",1
"Q6FIF0_IDR_36_147",1
"Q6GMV2_IDR_385_418",1
"Q6GPH4_IDR_172_260",1
"Q6GPH6_IDR_131_161",0.324088393910889
"Q6GPH6_IDR_1_31",0.363010299819601
"Q6GPH6_IDR_33_87",0.31290130626951
"Q6GQQ9_IDR_49_98",0.255512788903598
"Q6GQQ9_IDR_437_587",0.227418968589007
"Q6GQQ9_IDR_636_794",0.517068242507395
"Q6GTS8_IDR_1_38",1
"Q6GYQ0_IDR_1620_1681",0.2046358973058
"Q6GYQ0_IDR_1715_1757",0.226786133842219
"Q6GYQ0_IDR_321_387",0.207442528802739
"Q6GYQ0_IDR_450_512",0.216006082707218
"Q6GYQ0_IDR_688_1036",0.145129357342024
"Q6H3X3_IDR_208_253",1
"Q6H8Q1_IDR_265_299",0.270271377754187
"Q6H8Q1_IDR_309_506",0.729728622245813
"Q6H9L7_IDR_1_377",1
"Q6HA08_IDR_1_53",0.504357620371264
"Q6HA08_IDR_284_431",0.495642379628736
"Q6IE81_IDR_538_842",1
"Q6IEE7_IDR_1_37",0.259015914464275
"Q6IEE7_IDR_817_872",0.244562901693028
"Q6IEE7_IDR_940_1043",0.496421183842696
"Q6IEG0_IDR_214_244",0.550955866417055
"Q6IEG0_IDR_254_339",0.449044133582945
"Q6IMN6_IDR_318_831",0.273448798355085
"Q6IMN6_IDR_65_115",0.263361671148582
"Q6IMN6_IDR_911_977",0.463189530496333
"Q6IN84_IDR_1_46",0.466081985125254
"Q6IN84_IDR_309_353",0.533918014874746
"Q6IN85_IDR_650_833",1
"Q6IPM2_IDR_1_695",1
"Q6IPR3_IDR_199_249",1
"Q6IPT2_IDR_32_89",1
"Q6IPW1_IDR_1_90",1
"Q6IPX1_IDR_352_449",1
"Q6IQ19_IDR_38_255",1
"Q6IQ20_IDR_1_61",1
"Q6IQ21_IDR_219_274",0.265530957019845
"Q6IQ21_IDR_276_325",0.336116680909253
"Q6IQ21_IDR_327_385",0.398352362070902
"Q6IQ23_IDR_103_157",0.481679781501259
"Q6IQ23_IDR_285_1121",0.518320218498741
"Q6IQ55_IDR_557_1244",0.514683832420025
"Q6IS24_IDR_1_99",1
"Q6ISB3_IDR_192_239",0.494560859700453
"Q6ISB3_IDR_421_467",0.231466758575839
"Q6ISB3_IDR_80_110",0.273972381723709
"Q6ISU1_IDR_176_231",1
"Q6IV72_IDR_62_182",1
"Q6IWH7_IDR_45_104",0.487040984982047
"Q6IWH7_IDR_901_933",0.512959015017953
"Q6J272_IDR_46_86",0.355430744023568
"Q6J272_IDR_91_200",0.644569255976432
"Q6J4K2_IDR_1_35",1
"Q6J9G0_IDR_1_100",1
"Q6JBY9_IDR_1_416",1
"Q6JVE6_IDR_1_31",1
"Q6K0P9_IDR_401_492",0.554400964429142
"Q6K0P9_IDR_91_208",0.445599035570858
"Q6KB66_IDR_1_40",0.56180838146431
"Q6KB66_IDR_408_452",0.43819161853569
"Q6KC79_IDR_108_1189",0.260710847989692
"Q6KC79_IDR_1_49",0.277681893822701
"Q6KC79_IDR_2474_2521",0.195170232531003
"Q6KC79_IDR_2630_2705",0.266437025656603
"Q6KF10_IDR_20_90",0.451009112151045
"Q6KF10_IDR_293_351",0.548990887848955
"Q6L8G9_IDR_1_118",1
"Q6L8H2_IDR_1_238",1
"Q6MZT1_IDR_1_46",0.464004667908864
"Q6MZT1_IDR_154_206",0.535995332091136
"Q6MZW2_IDR_15_61",1
"Q6N021_IDR_1_1105",0.624684342576951
"Q6N021_IDR_1459_1560",0.122038116309269
"Q6N021_IDR_1806_1842",0.107837392740059
