"","GO0007018_microtubule_based_movement"
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.636569135843582
"Q96KP6_IDR_227_325",0.363430864156418
"Q96KQ4_IDR_230_267",0.347476719629609
"Q96KQ4_IDR_86_123",0.335162116812379
"Q96L73_IDR_1_315",0.240967269097292
"Q96L73_IDR_2207_2636",0.238216402809187
"Q96L73_IDR_2653_2696",0.254576519564342
"Q96L73_IDR_435_1542",0.266239808529179
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.571943664688226
"Q96L93_IDR_593_628",0.428056335311774
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.517756849431355
"Q96LC9_IDR_1_97",0.482243150568645
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.534788920651252
"Q96LI6_IDR_194_327",0.465211079348748
"Q96LI9_IDR_1_36",0.49009006207175
"Q96LI9_IDR_260_332",0.50990993792825
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.243100112400717
"Q96LX7_IDR_144_190",0.260316035258734
"Q96LX7_IDR_192_378",0.258203549979857
"Q96LX7_IDR_572_622",0.238380302360692
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.519042436699466
"Q96LY2_IDR_302_350",0.480957563300534
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.333702935351616
"Q96M02_IDR_299_402",0.305241542697475
"Q96M02_IDR_411_651",0.361055521950909
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.516534570857502
"Q96MC2_IDR_559_616",0.483465429142498
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.495415168238982
"Q96MC6_IDR_450_490",0.504584831761018
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.234526142499809
"Q96ME7_IDR_202_271",0.223303940934516
"Q96ME7_IDR_291_377",0.262323427723871
"Q96ME7_IDR_471_567",0.279846488841804
"Q96MF2_IDR_122_245",0.461897156358515
"Q96MF2_IDR_1_97",0.538102843641485
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.488947145713859
"Q96MH2_IDR_150_184",0.511052854286141
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.463166199845733
"Q96MT7_IDR_1058_1115",0.192856426780058
"Q96MT7_IDR_1283_1345",0.178294534431628
"Q96MT7_IDR_1494_1538",0.184180924211945
"Q96MT8_IDR_102_144",0.258688925771873
"Q96MT8_IDR_173_224",0.223078180189067
"Q96MT8_IDR_286_367",0.266210187326362
"Q96MT8_IDR_475_660",0.252022706712698
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.576912264284995
"Q96MU7_IDR_508_727",0.423087735715005
"Q96N77_IDR_119_262",0.509232611540687
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.505197528903618
"Q96N95_IDR_1_46",0.494802471096382
"Q96N96_IDR_1_134",0.514167467427341
"Q96N96_IDR_576_652",0.485832532572659
"Q96NA2_IDR_349_401",0.374664144095755
"Q96NA2_IDR_93_347",0.625335855904245
"Q96NA8_IDR_1_40",0.240072866715248
"Q96NA8_IDR_47_133",0.234053215610037
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.530679321857648
"Q96NT1_IDR_1_65",0.469320678142352
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.533640677956391
"Q96NU1_IDR_623_677",0.466359322043608
"Q96NW4_IDR_622_665",0.487392163137526
"Q96NW4_IDR_962_1050",0.512607836862474
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.497524621953831
"Q96P50_IDR_519_658",0.502475378046169
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.503570029546263
"Q96P64_IDR_323_384",0.496429970453737
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.493251285284502
"Q96P66_IDR_477_508",0.506748714715498
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.316618721097726
"Q96P71_IDR_160_224",0.341930363256718
"Q96P71_IDR_234_281",0.341450915645556
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.176715479642618
"Q96PC5_IDR_1083_1412",0.174887853151308
"Q96PC5_IDR_1_56",0.165428420227769
"Q96PC5_IDR_888_937",0.187371502964883
"Q96PC5_IDR_92_600",0.295596744013423
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.318622086918658
"Q96PM9_IDR_272_315",0.353806690482051
"Q96PM9_IDR_84_260",0.327571222599291
"Q96PP4_IDR_134_173",0.505452702557649
"Q96PP4_IDR_182_232",0.494547297442351
"Q96PQ0_IDR_1108_1141",0.522541544202404
"Q96PQ0_IDR_1_131",0.477458455797596
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.53155164085842
"Q96PQ6_IDR_1_53",0.46844835914158
"Q96PR1_IDR_40_94",0.496009368694921
"Q96PR1_IDR_486_638",0.503990631305079
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.336485345486081
"Q96PU4_IDR_624_687",0.348562924966857
"Q96PU4_IDR_77_117",0.314951729547062
"Q96PU5_IDR_155_208",0.314996133911099
"Q96PY6_IDR_1066_1178",0.519690950209687
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.482825903665916
"Q96Q04_IDR_545_1460",0.517174096334084
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.355228576824304
"Q96Q15_IDR_1870_1920",0.327134260191353
"Q96Q15_IDR_3520_3604",0.317637162984343
"Q96Q35_IDR_18_80",0.438696121707694
"Q96Q35_IDR_399_445",0.561303878292306
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.295511163483423
"Q96Q89_IDR_222_262",0.161874802605801
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.231049272818443
"Q96Q89_IDR_593_1061",0.311564761092332
"Q96QE3_IDR_1196_1297",0.128474976945471
"Q96QE3_IDR_1524_1636",0.142451207749617
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.584242533917389
"Q96QS3_IDR_450_560",0.415757466082611
"Q96QS6_IDR_1_45",0.482899773355414
"Q96QS6_IDR_338_385",0.517100226644586
"Q96QT4_IDR_1257_1544",0.329516768250207
"Q96QT4_IDR_543_614",0.323331471112935
"Q96QT4_IDR_782_836",0.347151760636858
"Q96QT6_IDR_1_69",0.246415023217132
"Q96QT6_IDR_72_268",0.265257738461899
"Q96RJ3_IDR_1_31",0.507775553731547
"Q96RJ3_IDR_35_164",0.492224446268453
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.300949353188957
"Q96RL7_IDR_1672_1713",0.369938703427977
"Q96RL7_IDR_799_873",0.329111943383066
"Q96RU7_IDR_321_358",0.519614340715395
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.302543735059489
"Q96RV3_IDR_888_967",0.36150703270032
"Q96RV3_IDR_92_866",0.335949232240191
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.491809894029222
"Q96RY5_IDR_429_1214",0.508190105970778
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.446976412047246
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.523945272461299
"Q96SF7_IDR_289_602",0.476054727538701
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.502604011776623
"Q96SI9_IDR_458_504",0.497395988223377
"Q96SK2_IDR_106_246",0.475114386554481
"Q96SK2_IDR_277_311",0.524885613445519
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.509032934714641
"Q96T21_IDR_785_815",0.490967065285359
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.290955114813278
"Q96T37_IDR_256_369",0.344912394541781
"Q96T37_IDR_548_775",0.364132490644941
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.494633732488046
"Q96T51_IDR_605_635",0.505366267511954
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.639533346311069
"Q96T58_IDR_88_331",0.360466653688931
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.244315116323793
"Q99250_IDR_1926_2005",0.252880325008966
"Q99250_IDR_653_695",0.242596936991339
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.458808582522284
"Q99442_IDR_288_399",0.541191417477716
"Q99453_IDR_1_141",0.482929671381698
"Q99453_IDR_149_314",0.517070328618302
"Q99456_IDR_15_94",0.472116027587688
"Q99456_IDR_437_472",0.527883972412312
"Q99457_IDR_157_307",0.538644813952725
"Q99457_IDR_1_93",0.461355186047275
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.479689706370981
"Q99460_IDR_837_875",0.520310293629019
"Q99466_IDR_1489_1547",0.350030144005925
"Q99466_IDR_1825_1941",0.321926348653489
"Q99466_IDR_1958_2003",0.328043507340585
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.200152657396124
"Q99558_IDR_658_779",0.209254498179257
"Q99558_IDR_788_826",0.198536025889531
"Q99558_IDR_87_209",0.204154808892587
"Q99569_IDR_1016_1129",0.34042779365709
"Q99569_IDR_1_521",0.340832330799681
"Q99569_IDR_761_807",0.31873987554323
"Q99570_IDR_783_818",0.512750171439796
"Q99570_IDR_835_935",0.487249828560204
"Q99572_IDR_418_470",1
"Q99575_IDR_126_199",0.212016698143165
"Q99575_IDR_1_95",0.180038108590064
"Q99575_IDR_362_394",0.20854014768696
"Q99575_IDR_721_799",0.191709836798178
"Q99575_IDR_897_942",0.207695208781633
"Q99578_IDR_186_217",1
"Q99581_IDR_136_238",1
"Q99583_IDR_17_552",1
"Q99590_IDR_103_1377",0.568545980654534
"Q99590_IDR_1_36",0.431454019345466
"Q99626_IDR_1_313",1
"Q99633_IDR_1_85",0.530632075726848
"Q99633_IDR_92_181",0.469367924273152
"Q99638_IDR_267_359",1
"Q99640_IDR_1_96",0.49114828653966
"Q99640_IDR_396_479",0.50885171346034
"Q99645_IDR_35_100",1
"Q99650_IDR_813_908",0.497141928750161
"Q99650_IDR_921_967",0.502858071249839
"Q99661_IDR_590_638",0.474186006425578
"Q99661_IDR_75_224",0.525813993574422
"Q99665_IDR_673_706",0.506328163418921
"Q99665_IDR_712_825",0.493671836581079
"Q99675_IDR_233_270",1
"Q99676_IDR_81_223",1
"Q99677_IDR_327_370",1
"Q99698_IDR_1174_1257",0.171464116891624
"Q99698_IDR_1487_1517",0.16212352228204
"Q99698_IDR_2075_2224",0.154055465454131
"Q99700_IDR_1_256",0.502647662831124
"Q99700_IDR_450_1313",0.497352337168876
"Q99704_IDR_254_448",1
"Q99708_IDR_1_819",0.59820386092112
"Q99708_IDR_822_897",0.40179613907888
"Q99715_IDR_2716_3063",1
"Q99717_IDR_226_259",1
"Q99719_IDR_318_369",1
"Q99726_IDR_1_68",1
"Q99728_IDR_118_426",1
"Q99732_IDR_1_53",1
"Q99733_IDR_118_155",0.507292063199932
"Q99733_IDR_341_375",0.492707936800068
"Q99741_IDR_1_152",1
"Q99742_IDR_200_240",0.473851268724651
"Q99742_IDR_409_521",0.526148731275348
"Q99747_IDR_277_310",1
"Q99935_IDR_1_212",1
"Q99941_IDR_1_498",0.338138244749258
"Q99941_IDR_522_566",0.345369471891516
"Q99941_IDR_668_703",0.316492283359226
"Q99942_IDR_143_180",1
"Q99944_IDR_1_32",1
"Q99946_IDR_1_160",0.492377476211419
"Q99946_IDR_178_208",0.507622523788581
"Q99952_IDR_304_437",1
"Q99956_IDR_142_199",0.489714521266391
"Q99956_IDR_347_384",0.510285478733609
"Q99958_IDR_159_424",0.496559552508336
"Q99958_IDR_34_69",0.503440447491664
"Q99959_IDR_1_348",1
"Q99961_IDR_248_306",1
"Q99962_IDR_248_289",1
"Q99963_IDR_246_285",1
"Q99966_IDR_1_147",1
"Q9BPX6_IDR_1_110",1
"Q9BPZ2_IDR_1_46",1
"Q9BPZ3_IDR_64_114",1
"Q9BPZ7_IDR_36_115",1
"Q9BQ04_IDR_149_359",1
"Q9BQ15_IDR_104_211",1
"Q9BQ16_IDR_1_39",0.457768347557752
"Q9BQ16_IDR_388_436",0.542231652442248
"Q9BQ31_IDR_450_491",1
"Q9BQ39_IDR_1_136",0.535845504034672
"Q9BQ39_IDR_668_737",0.464154495965328
"Q9BQ48_IDR_1_92",1
"Q9BQ50_IDR_1_46",1
"Q9BQ52_IDR_1_53",0.340819883315312
"Q9BQ52_IDR_189_235",0.312701958591854
"Q9BQ52_IDR_784_826",0.346478158092834
"Q9BQ61_IDR_1_145",1
"Q9BQ65_IDR_1_46",1
"Q9BQ66_IDR_1_199",1
"Q9BQ69_IDR_1_73",1
"Q9BQI3_IDR_1_37",0.447697998615282
"Q9BQI3_IDR_240_374",0.552302001384718
"Q9BQI4_IDR_231_270",1
"Q9BQI5_IDR_150_527",0.448146687836468
"Q9BQI5_IDR_1_68",0.551853312163532
"Q9BQI6_IDR_202_330",0.546598844649532
"Q9BQI6_IDR_716_799",0.453401155350468
"Q9BQI7_IDR_1_308",0.566643357932399
"Q9BQI7_IDR_735_771",0.433356642067601
"Q9BQI9_IDR_1_154",1
"Q9BQK8_IDR_533_589",0.483979502487087
"Q9BQK8_IDR_92_433",0.516020497512913
"Q9BQL6_IDR_141_189",1
"Q9BQM9_IDR_52_153",1
"Q9BQN1_IDR_308_747",1
"Q9BQQ3_IDR_205_440",1
"Q9BQQ7_IDR_164_232",1
"Q9BQS2_IDR_1_119",1
"Q9BQS6_IDR_1_49",1
"Q9BQS8_IDR_181_309",0.279757959818681
"Q9BRD0_IDR_1_50",0.436624020340138
"Q9BRD0_IDR_55_498",0.563375979659862
"Q9BRG2_IDR_119_267",1
"Q9BRH9_IDR_77_206",1
"Q9BRI3_IDR_20_66",1
"Q9BRJ6_IDR_1_97",1
"Q9BRJ9_IDR_146_238",0.497004071041917
"Q9BRJ9_IDR_1_89",0.502995928958083
"Q9BRK0_IDR_145_252",1
"Q9BRK4_IDR_1_586",0.510260096392926
"Q9BRK4_IDR_619_656",0.489739903607074
"Q9BRL6_IDR_94_282",1
"Q9BRN9_IDR_1_61",1
"Q9BRP0_IDR_245_275",0.522220790189409
"Q9BRP0_IDR_9_111",0.477779209810591
"Q9BRP1_IDR_105_179",1
"Q9BRP8_IDR_1_152",1
"Q9BRQ0_IDR_1_324",1
"Q9BRQ5_IDR_1_57",0.528397848032642
"Q9BRQ5_IDR_191_258",0.471602151967358
"Q9BRU9_IDR_180_249",1
"Q9BRV8_IDR_23_80",1
"Q9BRX8_IDR_1_32",1
"Q9BRY0_IDR_112_165",1
"Q9BRZ2_IDR_376_458",1
"Q9BS31_IDR_53_207",1
"Q9BS91_IDR_1_34",0.450199569066202
"Q9BS91_IDR_377_424",0.549800430933798
"Q9BS92_IDR_1_32",1
"Q9BSA4_IDR_441_534",1
"Q9BSA9_IDR_455_504",1
"Q9BSC4_IDR_497_635",0.607153326526555
"Q9BSC4_IDR_649_688",0.392846673473445
"Q9BSD3_IDR_1_194",1
"Q9BSE2_IDR_1_219",1
"Q9BSE4_IDR_214_269",0.304142130039054
"Q9BSE4_IDR_323_375",0.383574220601596
"Q9BSE4_IDR_87_142",0.312283649359351
"Q9BSE5_IDR_1_43",1
"Q9BSJ8_IDR_604_634",0.332640919001752
"Q9BSJ8_IDR_918_971",0.343574264440162
"Q9BSK1_IDR_76_162",1
"Q9BSL1_IDR_235_275",1
"Q9BSM1_IDR_1_31",1
"Q9BSQ5_IDR_1_42",0.332953348137247
"Q9BSQ5_IDR_238_293",0.357018900768465
"Q9BSQ5_IDR_385_417",0.310027751094288
"Q9BSR8_IDR_1_51",1
"Q9BST9_IDR_1_41",0.262256156493139
"Q9BST9_IDR_205_247",0.233935821147701
"Q9BST9_IDR_432_483",0.267546156357328
"Q9BST9_IDR_488_557",0.236261866001832
"Q9BSU3_IDR_163_229",1
"Q9BSV6_IDR_97_178",1
"Q9BSW2_IDR_120_155",0.525377042989218
"Q9BSW2_IDR_1_47",0.474622957010783
"Q9BSW7_IDR_37_119",1
"Q9BSY9_IDR_156_194",1
"Q9BT09_IDR_1_42",0.509725854399997
"Q9BT09_IDR_213_278",0.490274145600003
"Q9BT23_IDR_1_35",1
"Q9BT25_IDR_1_182",0.545702895111867
"Q9BT25_IDR_352_410",0.454297104888133
"Q9BT43_IDR_111_197",1
"Q9BT49_IDR_97_293",1
"Q9BT56_IDR_1_77",1
"Q9BT67_IDR_1_128",1
"Q9BTE3_IDR_147_225",1
"Q9BTE7_IDR_1_44",1
"Q9BTF0_IDR_123_202",1
"Q9BTK6_IDR_134_254",0.511962170525269
"Q9BTK6_IDR_1_86",0.488037829474731
"Q9BTL3_IDR_44_118",1
"Q9BTL4_IDR_1_205",1
"Q9BTN0_IDR_391_425",0.516439213445814
"Q9BTN0_IDR_566_611",0.483560786554186
"Q9BTP6_IDR_1_51",0.497843302754003
"Q9BTP6_IDR_176_218",0.502156697245997
"Q9BTT0_IDR_149_268",1
"Q9BTT6_IDR_462_524",1
"Q9BTU6_IDR_1_102",1
"Q9BTV6_IDR_379_427",1
"Q9BTV7_IDR_1_158",0.472599576449491
"Q9BTV7_IDR_254_296",0.527400423550509
"Q9BTX1_IDR_389_456",1
"Q9BTX3_IDR_143_173",1
"Q9BU19_IDR_124_325",0.536785110036722
"Q9BU19_IDR_459_519",0.463214889963278
"Q9BU23_IDR_657_707",1
"Q9BU61_IDR_1_40",1
"Q9BU68_IDR_1_103",1
"Q9BU70_IDR_168_320",1
"Q9BU76_IDR_1_50",0.484678314911822
"Q9BU76_IDR_53_263",0.515321685088178
"Q9BUI4_IDR_161_227",1
"Q9BUJ2_IDR_36_207",0.55991199888905
"Q9BUJ2_IDR_600_856",0.44008800111095
"Q9BUL5_IDR_1_334",1
"Q9BUL9_IDR_155_199",1
"Q9BUN1_IDR_18_64",0.324141506838343
"Q9BUN1_IDR_264_304",0.319940684320307
"Q9BUN1_IDR_66_112",0.355917808841351
"Q9BUN5_IDR_1_82",1
"Q9BUN8_IDR_215_251",1
"Q9BUP0_IDR_1_80",1
"Q9BUQ8_IDR_1_275",0.592572906099257
"Q9BUQ8_IDR_278_347",0.407427093900743
"Q9BUR4_IDR_1_143",1
"Q9BUT9_IDR_1_90",1
"Q9BUU2_IDR_60_141",1
"Q9BUV0_IDR_1_290",1
"Q9BUY5_IDR_87_145",1
"Q9BV36_IDR_139_600",0.531189888015313
"Q9BV36_IDR_26_86",0.468810111984687
"Q9BV38_IDR_364_395",1
"Q9BV44_IDR_1_33",0.497597265594534
"Q9BV44_IDR_140_222",0.502402734405466
"Q9BV47_IDR_1_39",1
"Q9BV68_IDR_274_311",0.462332908313287
"Q9BV68_IDR_43_142",0.537667091686713
"Q9BVC5_IDR_62_230",1
"Q9BVC6_IDR_1_48",1
"Q9BVG4_IDR_163_233",1
"Q9BVG8_IDR_1_177",0.587107270917196
"Q9BVG8_IDR_773_833",0.412892729082804
"Q9BVG9_IDR_1_49",0.466438066581338
"Q9BVG9_IDR_435_487",0.533561933418662
"Q9BVH7_IDR_1_73",1
"Q9BVI0_IDR_138_648",0.542141913576973
"Q9BVI0_IDR_784_930",0.457858086423027
"Q9BVJ6_IDR_1_83",0.286077010660117
"Q9BVJ6_IDR_286_589",0.462207144629644
"Q9BVJ6_IDR_738_771",0.251715844710238
"Q9BVL2_IDR_1_244",0.485916608689336
"Q9BVL2_IDR_430_599",0.514083391310664
"Q9BVN2_IDR_1_454",0.498735517056678
"Q9BVN2_IDR_670_841",0.501264482943322
"Q9BVP2_IDR_1_125",0.450209255732971
"Q9BVP2_IDR_459_549",0.549790744267029
"Q9BVS4_IDR_303_535",1
"Q9BVS5_IDR_412_443",0.542229670569025
"Q9BVS5_IDR_43_147",0.457770329430975
"Q9BVT8_IDR_176_208",0.482265125151574
"Q9BVT8_IDR_1_99",0.517734874848426
"Q9BVV2_IDR_1_34",1
"Q9BVV6_IDR_1_106",0.156418231712684
"Q9BVV6_IDR_1300_1440",0.157428079555333
"Q9BVV6_IDR_139_195",0.143884421122156
"Q9BVV6_IDR_197_527",0.199791498719
"Q9BVV6_IDR_537_1297",0.18002941768415
"Q9BW19_IDR_1_150",1
"Q9BW61_IDR_65_102",1
"Q9BW62_IDR_77_180",1
"Q9BW71_IDR_38_422",0.497511827719536
"Q9BW71_IDR_470_556",0.502488172280464
"Q9BW72_IDR_1_32",1
"Q9BW85_IDR_104_148",0.456759185009257
"Q9BW85_IDR_160_323",0.543240814990743
"Q9BWC9_IDR_25_175",1
"Q9BWE0_IDR_1_373",1
"Q9BWF2_IDR_279_412",0.51852760067016
"Q9BWF2_IDR_428_461",0.48147239932984
"Q9BWF3_IDR_149_364",1
"Q9BWG4_IDR_77_385",1
"Q9BWG6_IDR_66_186",1
"Q9BWH2_IDR_1_50",1
"Q9BWH6_IDR_264_321",0.486420016524626
"Q9BWH6_IDR_35_232",0.513579983475374
"Q9BWK5_IDR_19_49",0.49584408641396
"Q9BWK5_IDR_72_142",0.50415591358604
"Q9BWL3_IDR_1_42",0.50456910190846
"Q9BWL3_IDR_194_253",0.49543089809154
"Q9BWN1_IDR_1_473",0.499803771334494
"Q9BWN1_IDR_526_560",0.500196228665506
"Q9BWP8_IDR_1_122",1
"Q9BWQ6_IDR_1_72",1
"Q9BWQ8_IDR_1_85",1
"Q9BWS9_IDR_1_43",1
"Q9BWT1_IDR_1_234",1
"Q9BWT3_IDR_498_736",1
"Q9BWV7_IDR_423_546",0.490509721238047
"Q9BWW4_IDR_76_388",1
"Q9BWW8_IDR_1_36",0.557976275820474
"Q9BWW8_IDR_84_139",0.442023724179526
"Q9BWW9_IDR_353_433",1
"Q9BWX1_IDR_303_381",1
"Q9BWX5_IDR_1_207",0.484169411574295
"Q9BWX5_IDR_219_397",0.515830588425705
"Q9BX10_IDR_1_67",1
"Q9BX26_IDR_390_1339",1
"Q9BX40_IDR_351_385",0.457200567581433
"Q9BX40_IDR_83_307",0.542799432418567
"Q9BX46_IDR_203_236",1
"Q9BX59_IDR_430_468",1
"Q9BX63_IDR_197_239",0.288720930452449
"Q9BX63_IDR_71_194",0.330853750288815
"Q9BX63_IDR_893_1249",0.380425319258736
"Q9BX66_IDR_1_793",0.545471217434479
"Q9BX66_IDR_929_1236",0.454528782565521
"Q9BX67_IDR_273_310",1
"Q9BXB4_IDR_1_57",0.471481002320555
"Q9BXB4_IDR_162_366",0.528518997679445
"Q9BXB5_IDR_1_75",0.459310752668933
"Q9BXB5_IDR_178_395",0.540689247331067
"Q9BXB7_IDR_1_106",1
"Q9BXC0_IDR_294_346",1
"Q9BXF3_IDR_171_239",0.285457537847203
"Q9BXF3_IDR_288_445",0.47947503303221
"Q9BXF3_IDR_540_1484",0.235067429120587
"Q9BXF6_IDR_174_595",1
"Q9BXF9_IDR_1_48",1
"Q9BXG8_IDR_319_430",0.504804071922212
"Q9BXG8_IDR_85_206",0.495195928077788
"Q9BXI6_IDR_1_52",0.508260116021419
"Q9BXI6_IDR_375_508",0.491739883978581
"Q9BXI9_IDR_1_45",0.518372077321851
"Q9BXI9_IDR_68_138",0.481627922678149
"Q9BXJ0_IDR_1_100",1
"Q9BXJ1_IDR_1_140",1
"Q9BXJ2_IDR_15_141",1
"Q9BXN1_IDR_1_62",1
"Q9BXN2_IDR_1_114",1
"Q9BXP2_IDR_1_60",0.327034258997945
"Q9BXP2_IDR_683_720",0.326620875819635
"Q9BXP2_IDR_807_863",0.34634486518242
"Q9BXP5_IDR_1_95",0.311819027875371
"Q9BXP5_IDR_258_415",0.331442461239636
"Q9BXP5_IDR_540_598",0.356738510884993
"Q9BXP8_IDR_94_253",1
"Q9BXQ6_IDR_1_189",0.500286353466759
"Q9BXQ6_IDR_251_309",0.499713646533241
"Q9BXR5_IDR_781_811",1
"Q9BXS0_IDR_1_39",0.470663563612993
"Q9BXS0_IDR_98_654",0.529336436387007
"Q9BXS4_IDR_190_265",1
"Q9BXS6_IDR_45_441",1
"Q9BXS9_IDR_593_660",1
"Q9BXT2_IDR_1_35",1
"Q9BXV9_IDR_54_100",1
"Q9BXW6_IDR_429_539",1
"Q9BXW7_IDR_1_42",1
"Q9BXW9_IDR_1400_1451",0.346341449132175
"Q9BXW9_IDR_1_44",0.33522149011066
"Q9BXW9_IDR_849_914",0.318437060757165
"Q9BXX0_IDR_111_255",0.269154576037505
"Q9BXX0_IDR_511_542",0.250067013133484
"Q9BXX0_IDR_77_108",0.254540725439976
"Q9BXX0_IDR_776_899",0.226237685389035
"Q9BXX2_IDR_265_1024",1
"Q9BXX3_IDR_1062_1107",0.434372425228416
"Q9BXX3_IDR_265_1048",0.565627574771584
"Q9BXY0_IDR_194_279",1
"Q9BXY4_IDR_202_272",1
"Q9BXY8_IDR_1_57",1
"Q9BY07_IDR_217_293",0.318998937924593
"Q9BY07_IDR_41_91",0.336605301956777
"Q9BY07_IDR_419_482",0.34439576011863
"Q9BY08_IDR_1_33",1
"Q9BY11_IDR_307_384",1
"Q9BY12_IDR_157_545",0.357947963747621
"Q9BY12_IDR_38_95",0.326458671052246
"Q9BYC5_IDR_1_34",1
"Q9BYD3_IDR_1_42",1
"Q9BYD6_IDR_1_74",1
"Q9BYE0_IDR_127_218",1
"Q9BYE2_IDR_1_197",1
"Q9BYE3_IDR_1_92",1
"Q9BYE7_IDR_1_119",1
"Q9BYE9_IDR_1228_1276",1
"Q9BYF1_IDR_765_805",1
"Q9BYG3_IDR_139_184",0.49019678164038
"Q9BYG3_IDR_187_293",0.50980321835962
"Q9BYG4_IDR_103_142",0.483716597919861
"Q9BYG4_IDR_252_373",0.516283402080139
"Q9BYG5_IDR_251_368",1
"Q9BYH1_IDR_24_236",1
"Q9BYH8_IDR_1_400",1
"Q9BYI3_IDR_307_510",1
"Q9BYJ0_IDR_132_196",1
"Q9BYJ9_IDR_1_46",0.549887812967568
"Q9BYJ9_IDR_196_369",0.450112187032432
"Q9BYQ0_IDR_1_159",1
"Q9BYQ2_IDR_1_153",1
"Q9BYQ3_IDR_1_157",1
