"","GO0010562_positive_regulation_of_phosphorus_metabolic_process"
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.329310735343056
"Q92560_IDR_566_624",0.329995113982612
"Q92560_IDR_695_729",0.340694150674332
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.504008025488888
"Q92563_IDR_368_423",0.495991974511112
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.225314300123491
"Q92609_IDR_651_717",0.2748772677031
"Q92609_IDR_719_786",0.244062764419326
"Q92610_IDR_1049_1267",0.189822918844824
"Q92610_IDR_1_68",0.196072378511833
"Q92610_IDR_73_800",0.228482079120676
"Q92610_IDR_833_863",0.19679360943261
"Q92610_IDR_914_1042",0.188829014090057
"Q92611_IDR_48_91",0.497719667629636
"Q92611_IDR_601_635",0.502280332370364
"Q92613_IDR_1_38",0.346184949442725
"Q92613_IDR_367_402",0.344344426588573
"Q92613_IDR_524_823",0.309470623968702
"Q92614_IDR_1_273",0.224152085653944
"Q92614_IDR_1938_2054",0.249526544080951
"Q92614_IDR_298_340",0.266674997757434
"Q92614_IDR_985_1018",0.259646372507671
"Q92615_IDR_1_154",0.330094320249795
"Q92615_IDR_310_341",0.352234785743064
"Q92615_IDR_395_738",0.317670894007141
"Q92625_IDR_1072_1118",0.260205427608612
"Q92625_IDR_308_663",0.22236201024797
"Q92625_IDR_832_923",0.28745359313602
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.518153643037662
"Q92628_IDR_142_397",0.481846356962338
"Q92630_IDR_1_150",0.482064902807812
"Q92630_IDR_538_601",0.517935097192188
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.484598766552149
"Q92665_IDR_1_102",0.515401233447851
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.183735221958399
"Q92766_IDR_319_446",0.206701646852364
"Q92766_IDR_476_700",0.202474862172007
"Q92766_IDR_702_770",0.218395718608393
"Q92766_IDR_772_1687",0.188692550408838
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.510745354790643
"Q92777_IDR_421_564",0.489254645209357
"Q92783_IDR_147_212",0.316793760534397
"Q92783_IDR_267_298",0.324782023920561
"Q92783_IDR_378_540",0.358424215545042
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.320320174460789
"Q92793_IDR_1559_1612",0.343324165284505
"Q92793_IDR_1852_2432",0.336355660254706
"Q92794_IDR_313_474",0.51081320735059
"Q92805_IDR_636_689",0.322956830264676
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.505864840545486
"Q92830_IDR_383_453",0.494135159454514
"Q92831_IDR_1_89",0.501511117259505
"Q92831_IDR_366_447",0.498488882740495
"Q92833_IDR_1202_1246",0.267745952208485
"Q92833_IDR_165_549",0.243363864975904
"Q92833_IDR_43_159",0.243468130301766
"Q92833_IDR_719_805",0.245422052513845
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.519177535930634
"Q92835_IDR_869_1189",0.480822464069367
"Q92837_IDR_1_31",0.326146366349984
"Q92886_IDR_153_209",0.5168902531713
"Q92887_IDR_255_304",0.502693226046494
"Q92887_IDR_866_949",0.497306773953506
"Q92888_IDR_234_393",0.484265020530292
"Q92888_IDR_761_867",0.515734979469707
"Q92889_IDR_453_543",0.485190396280324
"Q92889_IDR_646_680",0.514809603719676
"Q92890_IDR_229_262",0.505029356793081
"Q92890_IDR_272_307",0.494970643206919
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.35533529984194
"Q92900_IDR_1_113",0.312283597457516
"Q92900_IDR_962_995",0.332381102700545
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.216618835663546
"Q92908_IDR_133_330",0.318550558508243
"Q92908_IDR_422_464",0.240936754311505
"Q92908_IDR_477_559",0.223893851516707
"Q92945_IDR_582_614",0.334434074859485
"Q92945_IDR_630_681",0.335524535880291
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.495028165583821
"Q92949_IDR_208_308",0.504971834416179
"Q92952_IDR_1_44",0.33546517147901
"Q92952_IDR_49_90",0.325151059454939
"Q92952_IDR_508_543",0.339383769066051
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.538235062218622
"Q92954_IDR_67_1129",0.461764937781378
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.320122476213452
"Q92968_IDR_214_244",0.357212981159846
"Q92968_IDR_337_403",0.322664542626703
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.487308702686078
"Q92974_IDR_671_986",0.512691297313922
"Q93073_IDR_1_57",0.351211473942269
"Q93073_IDR_64_668",0.344416180837409
"Q93073_IDR_827_1101",0.304372345220322
"Q93074_IDR_1441_1474",0.34163457601767
"Q93074_IDR_1741_2177",0.340172004694341
"Q93074_IDR_629_720",0.318193419287989
"Q93075_IDR_1_294",0.319409046002467
"Q93075_IDR_297_343",0.333154123738217
"Q93075_IDR_345_488",0.347436830259315
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.500798991394617
"Q93100_IDR_674_710",0.499201008605384
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.48494148012799
"Q969R2_IDR_406_512",0.51505851987201
"Q969R5_IDR_115_172",0.327542348501783
"Q969R5_IDR_1_84",0.360217586714313
"Q969R5_IDR_606_667",0.312240064783903
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.506648634287555
"Q969X0_IDR_144_195",0.493351365712445
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.494115102985267
"Q96A47_IDR_243_359",0.505884897014733
"Q96A49_IDR_1_54",0.505997615098174
"Q96A49_IDR_219_336",0.494002384901826
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.503173889107126
"Q96A56_IDR_42_95",0.496826110892874
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.489572025205887
"Q96AP0_IDR_324_487",0.510427974794113
"Q96AP4_IDR_205_275",0.505552526964471
"Q96AP4_IDR_54_158",0.494447473035529
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.346749145896455
"Q96AQ6_IDR_215_579",0.315200589866707
"Q96AQ6_IDR_696_731",0.338050264236838
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.24834089916925
"Q96AV8_IDR_372_911",0.256203628077251
"Q96AV8_IDR_7_91",0.244089777589814
"Q96AV8_IDR_93_141",0.251365695163685
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.482509922258715
"Q96BF6_IDR_124_355",0.339298495957905
"Q96BF6_IDR_358_494",0.322392990628974
"Q96BF6_IDR_498_587",0.338308513413121
"Q96BH1_IDR_208_261",0.489944279322141
"Q96BH1_IDR_267_459",0.510055720677859
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.52364557925753
"Q96BN6_IDR_298_582",0.47635442074247
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.491201593217852
"Q96BR6_IDR_1_84",0.508798406782148
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.505754720854563
"Q96C12_IDR_79_120",0.494245279145436
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.248804293690287
"Q96C34_IDR_1_42",0.251314735181874
"Q96C34_IDR_289_335",0.244692970190131
"Q96C34_IDR_44_86",0.255188000937708
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.465603641622906
"Q96C57_IDR_1_75",0.534396358377094
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.474998025864
"Q96C92_IDR_350_381",0.525001974136
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.349611765855844
"Q96CP6_IDR_538_631",0.323703273156313
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.473148161007442
"Q96CV9_IDR_505_547",0.526851838992558
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.336169785561457
"Q96CW6_IDR_226_286",0.337023091276008
"Q96CW6_IDR_79_133",0.326807123162535
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.340421623854802
"Q96D31_IDR_202_249",0.325441022964159
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.248044686578635
"Q96DT7_IDR_278_342",0.254694744357996
"Q96DT7_IDR_466_696",0.232972840618634
"Q96DT7_IDR_808_871",0.264287728444735
"Q96DU7_IDR_1_331",0.494739676588379
"Q96DU7_IDR_333_385",0.505260323411621
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.495470317086457
"Q96DX7_IDR_52_175",0.504529682913543
"Q96DX8_IDR_130_160",0.478103631330291
"Q96DX8_IDR_163_246",0.521896368669709
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.531485580275641
"Q96DY7_IDR_681_827",0.468514419724359
"Q96DZ5_IDR_1_40",0.253346534764596
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.498694528289814
"Q96EK2_IDR_494_531",0.501305471710186
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.453565198845169
"Q96EK7_IDR_857_910",0.546434801154831
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.487462745950926
"Q96EP1_IDR_383_453",0.512537254049074
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.51916573730636
"Q96EP9_IDR_391_437",0.48083426269364
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.523658441017427
"Q96F46_IDR_721_795",0.476341558982574
"Q96F63_IDR_1_61",0.507736716749459
"Q96F63_IDR_194_274",0.492263283250541
"Q96F81_IDR_1135_1474",0.525427802181657
"Q96F81_IDR_1_210",0.474572197818343
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.326328798974454
"Q96FC9_IDR_520_558",0.33479873465923
"Q96FC9_IDR_78_113",0.338872466366316
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.502512843924194
"Q96FF7_IDR_39_194",0.497487156075805
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.507376808180029
"Q96GS4_IDR_214_251",0.492623191819971
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.49571976463364
"Q96GV9_IDR_78_148",0.50428023536636
"Q96GW7_IDR_358_638",0.515997247258636
"Q96GW7_IDR_876_911",0.484002752741364
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.511919492976232
"Q96HI0_IDR_1_184",0.341562288347653
"Q96HI0_IDR_189_240",0.326176718514301
"Q96HI0_IDR_249_495",0.332260993138047
"Q96HJ3_IDR_1_140",0.507727871670512
"Q96HJ3_IDR_329_373",0.492272128329488
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.530523925148198
"Q96HM7_IDR_387_432",0.469476074851802
"Q96I76_IDR_225_320",0.503332859917439
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.329276280822791
"Q96II8_IDR_281_312",0.325129378257004
"Q96II8_IDR_314_654",0.345594340920204
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.472754658788116
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.525969689605254
"Q96J92_IDR_521_1243",0.474030310394746
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.346669577221338
"Q96JA1_IDR_821_928",0.351051526841243
"Q96JA1_IDR_936_1093",0.30227889593742
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.501099381235962
"Q96JB1_IDR_932_962",0.498900618764038
"Q96JB2_IDR_498_544",0.490892684675314
"Q96JB2_IDR_61_100",0.509107315324686
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.242860009303798
"Q96JM2_IDR_165_1113",0.275873329191687
"Q96JM2_IDR_2138_2186",0.245755029396177
"Q96JM2_IDR_28_163",0.235511632108339
"Q96JM3_IDR_1_63",0.52464120382331
"Q96JM3_IDR_82_691",0.47535879617669
"Q96JM4_IDR_1_200",0.146518248032093
"Q96JM4_IDR_1223_1332",0.140058151263038
"Q96JM4_IDR_1353_1391",0.143232115769132
"Q96JM4_IDR_318_732",0.133999918404683
"Q96JQ2_IDR_294_1002",0.50379710906197
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.502157855010084
"Q96JY0_IDR_64_106",0.497842144989916
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.504609728015641
"Q96K17_IDR_1_34",0.495390271984359
"Q96K21_IDR_131_415",0.47052354633285
"Q96K21_IDR_1_89",0.52947645366715
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.490572799613446
"Q96K49_IDR_523_555",0.509427200386554
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.339316648118211
"Q96KM6_IDR_1_723",0.480919919102614
"Q96KM6_IDR_813_892",0.519080080897386
"Q96KN1_IDR_275_310",0.505261422015674
"Q96KN1_IDR_43_75",0.494738577984326
"Q96KN3_IDR_166_217",0.258124190174607
"Q96KN3_IDR_1_70",0.256059684886525
"Q96KN3_IDR_226_334",0.228493282847359
"Q96KN3_IDR_340_472",0.257322842091509
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.25357587158433
"Q96KN7_IDR_451_528",0.245020901043073
"Q96KN7_IDR_584_616",0.25361203873339
"Q96KN7_IDR_937_1114",0.247791188639207
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.468116677850588
"Q96KP6_IDR_227_325",0.531883322149412
"Q96KQ4_IDR_230_267",0.321177226716078
"Q96KQ4_IDR_86_123",0.326309635131748
"Q96L73_IDR_1_315",0.258735251618566
"Q96L73_IDR_2207_2636",0.263361519497328
"Q96L73_IDR_2653_2696",0.252510292650724
"Q96L73_IDR_435_1542",0.225392936233383
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.505985167603962
"Q96L93_IDR_593_628",0.494014832396039
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.499354249286074
"Q96LC9_IDR_1_97",0.500645750713926
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.497373091208012
"Q96LI6_IDR_194_327",0.502626908791988
"Q96LI9_IDR_1_36",0.508016904868022
"Q96LI9_IDR_260_332",0.491983095131978
"Q96LJ8_IDR_1_195",1
"Q96LK8_IDR_1_309",1
"Q96LW4_IDR_476_546",1
"Q96LW9_IDR_122_238",1
"Q96LX7_IDR_1_142",0.257159159865331
"Q96LX7_IDR_144_190",0.257411981030985
"Q96LX7_IDR_192_378",0.232482058844614
"Q96LX7_IDR_572_622",0.252946800259071
"Q96LX8_IDR_56_164",1
"Q96LY2_IDR_1_268",0.487343813021219
"Q96LY2_IDR_302_350",0.512656186978781
"Q96LZ2_IDR_1_106",1
"Q96LZ7_IDR_111_173",1
"Q96M02_IDR_1_129",0.336402626767877
"Q96M02_IDR_299_402",0.33452906800505
"Q96M02_IDR_411_651",0.329068305227073
"Q96M11_IDR_1_191",1
"Q96M20_IDR_354_393",1
"Q96M27_IDR_1_210",1
"Q96M29_IDR_1_35",1
"Q96M34_IDR_1_486",1
"Q96M43_IDR_1_638",1
"Q96MC2_IDR_1_94",0.490165190429587
"Q96MC2_IDR_559_616",0.509834809570413
"Q96MC4_IDR_14_593",1
"Q96MC5_IDR_1_48",1
"Q96MC6_IDR_1_34",0.501209102707447
"Q96MC6_IDR_450_490",0.498790897292553
"Q96MD7_IDR_1_35",1
"Q96ME7_IDR_1_196",0.252278766716034
"Q96ME7_IDR_202_271",0.266944769180839
"Q96ME7_IDR_291_377",0.253758858499011
"Q96ME7_IDR_471_567",0.227017605604115
"Q96MF2_IDR_122_245",0.484730585962084
"Q96MF2_IDR_1_97",0.515269414037916
"Q96MF6_IDR_1_45",1
"Q96MG2_IDR_1_331",1
"Q96MG7_IDR_1_81",1
"Q96MH2_IDR_1_105",0.470417211748985
"Q96MH2_IDR_150_184",0.529582788251015
"Q96MI9_IDR_290_488",1
"Q96MK2_IDR_23_65",0.470977300134594
"Q96MT7_IDR_1058_1115",0.193175223981964
"Q96MT7_IDR_1283_1345",0.196152893430454
"Q96MT7_IDR_1494_1538",0.194422978513576
"Q96MT8_IDR_102_144",0.243569107652921
"Q96MT8_IDR_173_224",0.254835759397042
"Q96MT8_IDR_286_367",0.251468255901351
"Q96MT8_IDR_475_660",0.250126877048685
"Q96MU6_IDR_1_188",1
"Q96MU7_IDR_1_347",0.514062179139147
"Q96MU7_IDR_508_727",0.485937820860854
"Q96N77_IDR_119_262",0.479429595583391
"Q96N87_IDR_595_628",1
"Q96N95_IDR_135_247",0.503466416154998
"Q96N95_IDR_1_46",0.496533583845002
"Q96N96_IDR_1_134",0.550589117013004
"Q96N96_IDR_576_652",0.449410882986996
"Q96NA2_IDR_349_401",0.509769717424248
"Q96NA2_IDR_93_347",0.490230282575752
"Q96NA8_IDR_1_40",0.248538433997746
"Q96NA8_IDR_47_133",0.249636407769532
"Q96NR3_IDR_852_888",1
"Q96NS5_IDR_11_54",1
"Q96NT0_IDR_89_121",1
"Q96NT1_IDR_127_182",0.523694412076638
"Q96NT1_IDR_1_65",0.476305587923362
"Q96NU0_IDR_1199_1235",1
"Q96NU1_IDR_1_508",0.510201650549573
"Q96NU1_IDR_623_677",0.489798349450427
"Q96NW4_IDR_622_665",0.500396449555418
"Q96NW4_IDR_962_1050",0.499603550444582
"Q96P48_IDR_52_324",1
"Q96P50_IDR_369_401",0.517869550186662
"Q96P50_IDR_519_658",0.482130449813338
"Q96P56_IDR_357_466",1
"Q96P64_IDR_146_254",0.49516566375304
"Q96P64_IDR_323_384",0.50483433624696
"Q96P65_IDR_354_431",1
"Q96P66_IDR_227_395",0.482652791738648
"Q96P66_IDR_477_508",0.517347208261352
"Q96P69_IDR_315_363",1
"Q96P70_IDR_931_997",1
"Q96P71_IDR_1_35",0.331517542825116
"Q96P71_IDR_160_224",0.333629020647994
"Q96P71_IDR_234_281",0.33485343652689
"Q96PC2_IDR_85_151",1
"Q96PC5_IDR_1042_1078",0.194746705310314
"Q96PC5_IDR_1083_1412",0.206386228131134
"Q96PC5_IDR_1_56",0.217076923733994
"Q96PC5_IDR_888_937",0.182991856827857
"Q96PC5_IDR_92_600",0.1987982859967
"Q96PI1_IDR_1_79",1
"Q96PK6_IDR_148_669",1
"Q96PM9_IDR_1_82",0.332728539106936
"Q96PM9_IDR_272_315",0.335230194763929
"Q96PM9_IDR_84_260",0.332041266129135
"Q96PP4_IDR_134_173",0.496390581368929
"Q96PP4_IDR_182_232",0.503609418631071
"Q96PQ0_IDR_1108_1141",0.498499246441854
"Q96PQ0_IDR_1_131",0.501500753558146
"Q96PQ1_IDR_506_560",1
"Q96PQ6_IDR_107_220",0.481803482041475
"Q96PQ6_IDR_1_53",0.518196517958525
"Q96PR1_IDR_40_94",0.465840372152889
"Q96PR1_IDR_486_638",0.534159627847111
"Q96PS8_IDR_270_301",1
"Q96PU4_IDR_156_202",0.327489835689215
"Q96PU4_IDR_624_687",0.346907960483376
"Q96PU4_IDR_77_117",0.325602203827409
"Q96PU5_IDR_155_208",0.323743939844587
"Q96PY6_IDR_1066_1178",0.528825532179692
"Q96PZ0_IDR_1_101",1
"Q96PZ2_IDR_1_73",1
"Q96Q04_IDR_415_523",0.459811650090363
"Q96Q04_IDR_545_1460",0.540188349909636
"Q96Q05_IDR_267_297",1
"Q96Q07_IDR_559_612",1
"Q96Q15_IDR_1_143",0.332675349314969
"Q96Q15_IDR_1870_1920",0.334931117283325
"Q96Q15_IDR_3520_3604",0.332393533401706
"Q96Q35_IDR_18_80",0.501150048045316
"Q96Q35_IDR_399_445",0.498849951954684
"Q96Q40_IDR_1_89",1
"Q96Q42_IDR_265_489",1
"Q96Q45_IDR_1_173",1
"Q96Q83_IDR_1_48",1
"Q96Q89_IDR_1376_1820",0.238996337512216
"Q96Q89_IDR_222_262",0.259821242689407
"Q96QE4_IDR_1_947",1
"Q96Q89_IDR_482_580",0.256839747925471
"Q96Q89_IDR_593_1061",0.244342671872905
"Q96QE3_IDR_1196_1297",0.138999974673324
"Q96QE3_IDR_1524_1636",0.138332566858444
"Q96QF0_IDR_1_314",1
"Q96QF7_IDR_53_494",1
"Q96QH2_IDR_1_575",1
"Q96QI5_IDR_1_85",1
"Q96QK8_IDR_34_99",1
"Q96QP1_IDR_496_960",1
"Q96QR8_IDR_1_31",1
"Q96QS1_IDR_239_320",1
"Q96QS3_IDR_1_340",0.528412754316387
"Q96QS3_IDR_450_560",0.471587245683613
"Q96QS6_IDR_1_45",0.504833449726159
"Q96QS6_IDR_338_385",0.495166550273841
"Q96QT4_IDR_1257_1544",0.331669834045604
"Q96QT4_IDR_543_614",0.325879537204305
"Q96QT4_IDR_782_836",0.342450628750091
"Q96QT6_IDR_1_69",0.2543729581565
"Q96QT6_IDR_72_268",0.25174763859019
"Q96RJ3_IDR_1_31",0.496867691092182
"Q96RJ3_IDR_35_164",0.503132308907818
"Q96RJ6_IDR_1_104",1
"Q96RK0_IDR_47_1608",1
"Q96RK1_IDR_1_134",1
"Q96RL1_IDR_1_719",1
"Q96RL6_IDR_586_638",1
"Q96RL7_IDR_1343_1378",0.333310830953373
"Q96RL7_IDR_1672_1713",0.330181726887737
"Q96RL7_IDR_799_873",0.336507442158889
"Q96RU7_IDR_321_358",0.503405684968579
"Q96RU8_IDR_1_87",1
"Q96RV3_IDR_2043_2239",0.300686046343135
"Q96RV3_IDR_888_967",0.337036550484815
"Q96RV3_IDR_92_866",0.362277403172051
"Q96RW7_IDR_1_32",1
"Q96RY5_IDR_1_160",0.496946851985436
"Q96RY5_IDR_429_1214",0.503053148014564
"Q96S06_IDR_1_41",1
"Q96S15_IDR_361_394",0.474131801496817
"Q96SE7_IDR_61_206",1
"Q96SF2_IDR_526_557",1
"Q96SF7_IDR_1_106",0.498374629002882
"Q96SF7_IDR_289_602",0.501625370997118
"Q96SI1_IDR_1_46",1
"Q96SI9_IDR_344_386",0.500105697135411
"Q96SI9_IDR_458_504",0.499894302864589
"Q96SK2_IDR_106_246",0.49107932336151
"Q96SK2_IDR_277_311",0.50892067663849
"Q96SK3_IDR_1_113",1
"Q96SW2_IDR_1_44",1
"Q96SU4_IDR_183_371",1
"Q96SZ4_IDR_69_293",1
"Q96SZ5_IDR_1_44",1
"Q96SZ6_IDR_1_53",1
"Q96T17_IDR_1_731",1
"Q96T21_IDR_1_627",0.466940405283103
"Q96T21_IDR_785_815",0.533059594716897
"Q96T23_IDR_208_1425",1
"Q96T37_IDR_25_166",0.325144448393999
"Q96T37_IDR_256_369",0.338853347128477
"Q96T37_IDR_548_775",0.336002204477524
"Q96T49_IDR_318_534",1
"Q96T51_IDR_1_106",0.479140151384404
"Q96T51_IDR_605_635",0.520859848615596
"Q96T54_IDR_278_332",1
"Q96T55_IDR_269_309",1
"Q96T58_IDR_603_3493",0.449375982766701
"Q96T58_IDR_88_331",0.550624017233299
"Q96T59_IDR_1_157",1
"Q99250_IDR_1033_1096",0.261897987436186
"Q99250_IDR_1926_2005",0.241387215047726
"Q99250_IDR_653_695",0.250434637151628
"Q99259_IDR_1_92",1
"Q99442_IDR_101_167",0.492342155518958
"Q99442_IDR_288_399",0.507657844481042
"Q99453_IDR_1_141",0.519256266295168
"Q99453_IDR_149_314",0.480743733704832
"Q99456_IDR_15_94",0.514236764479611
"Q99456_IDR_437_472",0.485763235520389
"Q99457_IDR_157_307",0.486655113257245
"Q99457_IDR_1_93",0.513344886742755
"Q99459_IDR_109_476",1
"Q99460_IDR_272_317",0.506038156084952
"Q99460_IDR_837_875",0.493961843915048
"Q99466_IDR_1489_1547",0.332569320543933
"Q99466_IDR_1825_1941",0.323107166526246
"Q99466_IDR_1958_2003",0.344323512929821
"Q99469_IDR_1_283",1
"Q99558_IDR_277_342",0.215548614494279
