"","GO0030695_GTPase_regulator_activity"
"Q5T7W0_IDR_211_255",0.244077551033014
"Q5T7W0_IDR_282_460",0.259047561040283
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.301908260710611
"Q5T848_IDR_1_73",0.300112528348595
"Q5T848_IDR_669_1168",0.397979210940793
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.265568385878782
"Q5TAP6_IDR_285_594",0.228642087397842
"Q5TAP6_IDR_51_83",0.241438973139288
"Q5TAP6_IDR_735_766",0.264350553584088
"Q5TAQ9_IDR_1_135",0.48346384241732
"Q5TAQ9_IDR_553_597",0.51653615758268
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.166191182074447
"Q5TCQ9_IDR_815_847",0.145723903184186
"Q5TCQ9_IDR_941_1002",0.16094188649312
"Q5TCS8_IDR_1039_1079",0.164857854421367
"Q5TCS8_IDR_1191_1255",0.158030461085263
"Q5TCS8_IDR_186_226",0.162791738889089
"Q5TCS8_IDR_488_576",0.187564213522451
"Q5TCS8_IDR_697_810",0.165086236966093
"Q5TCS8_IDR_893_925",0.161669495115737
"Q5TCX8_IDR_1_38",0.464973070776207
"Q5TF39_IDR_410_518",0.523806267233194
"Q5TF58_IDR_1_183",0.302732717047402
"Q5TF58_IDR_312_362",0.360345481197688
"Q5TF58_IDR_481_517",0.33692180175491
"Q5TFG8_IDR_143_222",0.522625876489566
"Q5TFG8_IDR_42_127",0.477374123510434
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.502220134422896
"Q5TGY1_IDR_524_634",0.497779865577104
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.172572091470809
"Q5TH69_IDR_1413_1443",0.227884714451651
"Q5TH69_IDR_179_212",0.182524601794612
"Q5TH69_IDR_1944_2105",0.180203780352763
"Q5TH69_IDR_464_660",0.236814811930165
"Q5TH74_IDR_1_75",0.500390053074271
"Q5TH74_IDR_96_267",0.499609946925729
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.538034132490701
"Q5U4P2_IDR_1_49",0.461965867509299
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.525741452175115
"Q5U5X8_IDR_65_452",0.474258547824885
"Q5U5Z8_IDR_108_140",0.343673136938553
"Q5U5Z8_IDR_36_77",0.33252443384874
"Q5U5Z8_IDR_696_889",0.323802429212707
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.544262348378942
"Q5U651_IDR_257_369",0.455737651621058
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.492786041378679
"Q5UCC4_IDR_193_224",0.507213958621321
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.279413455150528
"Q5VT52_IDR_147_252",0.462284171527136
"Q5VT52_IDR_294_1443",0.537715828472864
"Q5VT97_IDR_1032_1082",0.293279043272755
"Q5VT97_IDR_1_652",0.706720956727245
"Q5VTB9_IDR_31_71",0.506132679153197
"Q5VTB9_IDR_75_492",0.493867320846803
"Q5VTD9_IDR_1_104",0.474066970639229
"Q5VTD9_IDR_113_148",0.525933029360771
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.261012623054159
"Q5VTH9_IDR_165_217",0.286525960112896
"Q5VTH9_IDR_333_387",0.244778952072503
"Q5VTH9_IDR_430_465",0.207682464760442
"Q5VTJ3_IDR_300_375",0.572908791833869
"Q5VTJ3_IDR_45_255",0.427091208166131
"Q86VV4_IDR_411_465",0.306528219729991
"Q86VV4_IDR_46_283",0.385635922287788
"Q86VV8_IDR_120_165",0.28249890463959
"Q86VV8_IDR_1531_1565",0.402215265832876
"Q86VV8_IDR_279_360",0.315285829527534
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.471390910288641
"Q86VW2_IDR_485_580",0.528609089711359
"Q86VY4_IDR_1_200",0.510621618200517
"Q86VY4_IDR_387_417",0.489378381799483
"Q86VY9_IDR_1_51",0.26545063226621
"Q86VY9_IDR_60_104",0.27232861663493
"Q86WG3_IDR_1_150",0.53863378809266
"Q86WG3_IDR_330_371",0.46136621190734
"Q86WG5_IDR_1027_1103",0.249763693781798
"Q86WG5_IDR_1269_1305",0.257756791896978
"Q86WG5_IDR_1670_1731",0.246126533918772
"Q86WG5_IDR_770_807",0.246352980402452
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.458807798033122
"Q86WK6_IDR_448_485",0.541192201966878
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.518882722661819
"Q86WN1_IDR_609_690",0.481117277338181
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.466138399261359
"Q86WR6_IDR_1_42",0.533861600738641
"Q86WR7_IDR_1_50",0.512362721503869
"Q86WR7_IDR_73_399",0.487637278496131
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.481980051024085
"Q86XD5_IDR_146_332",0.518019948975915
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.504821116309816
"Q86XF7_IDR_184_214",0.495178883690184
"Q86XH1_IDR_344_382",0.501514194493177
"Q86XH1_IDR_459_491",0.498485805506822
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.529443973602402
"Q86XK3_IDR_75_146",0.470556026397598
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.554176761507151
"Q86XZ4_IDR_84_244",0.445823238492849
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.284296773610811
"Q86Y13_IDR_1_85",0.229821782825273
"Q86Y13_IDR_587_752",0.230539245659532
"Q86Y13_IDR_953_1029",0.255342197904384
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.198196301073241
"Q86Y26_IDR_1_55",0.201623216758019
"Q86Y26_IDR_287_377",0.19836871147302
"Q86Y26_IDR_379_868",0.205313593638786
"Q86Y26_IDR_870_1132",0.196498177056933
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.507942392952187
"Q86YF9_IDR_609_849",0.332619359111955
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.538973619557016
"Q86YJ5_IDR_267_306",0.461026380442984
"Q86YJ7_IDR_440_475",0.347185035796957
"Q86YJ7_IDR_491_525",0.32953622789597
"Q86YJ7_IDR_535_582",0.323278736307074
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.511097353916605
"Q86YN6_IDR_98_897",0.488902646083395
"Q86YP4_IDR_1_436",0.432146779510526
"Q86YP4_IDR_465_633",0.567853220489474
"Q86YR6_IDR_1_94",0.512947926856708
"Q86YR6_IDR_363_536",0.487052073143292
"Q86YR7_IDR_530_616",0.418670383964445
"Q86YR7_IDR_963_1114",0.581329616035555
"Q86YS3_IDR_495_564",0.436944181652893
"Q86YS3_IDR_84_347",0.563055818347107
"Q86Z02_IDR_661_906",0.213202257528094
"Q86Z02_IDR_909_1104",0.278361921745294
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.493323948063231
"Q86Z23_IDR_34_105",0.506676051936769
"Q8HWS3_IDR_1_117",0.235025820085212
"Q8HWS3_IDR_557_645",0.255122242835522
"Q8HWS3_IDR_647_680",0.250061706426781
"D6RA61_IDR_470_528",0.318228446130063
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.321415288207118
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.346481948510835
"A1A519_IDR_147_214",0.351693619929441
"A2RU30_IDR_1_236",0.5005481909442
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.338510575779896
"A1A519_IDR_270_310",0.326891091863441
"A2RU30_IDR_239_521",0.4994518090558
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.315007475709268
"A7E2F4_IDR_1_180",0.334433741483392
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.345165163518955
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.361903936696942
"A6NMS7_IDR_1547_1623",0.19201002436223
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.323276348754603
"D6RCP7_IDR_379_451",0.336506358949967
"A1A5C7_IDR_1_74",0.483537718890282
"A7E2F4_IDR_267_605",0.303662321819665
"A6NMS7_IDR_1658_1700",0.198190247068754
"A2RUB1_IDR_1_666",0.504515902335339
"F5H4B4_IDR_304_403",0.362384482563295
"D6RCP7_IDR_470_528",0.318328477531078
"A1A5D9_IDR_1_54",0.268431651161025
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.179786865388043
"A2RUB1_IDR_915_952",0.495484097664661
"A0A1B0GTS1_IDR_1_76",0.508482096004781
"F5H4B4_IDR_517_570",0.314339168682102
"D6RGH6_IDR_1_58",0.331298518160326
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.340209659684971
"A6NMT0_IDR_1_40",0.291175051970782
"A2RUB6_IDR_27_902",0.477001137728239
"A0A1B0GTS1_IDR_181_278",0.491517903995219
"D6RGH6_IDR_61_125",0.328538784510951
"Q8NEM0_IDR_98_151",0.454732930179043
"Q8NEM2_IDR_1_62",0.489943390464121
"Q8NEM2_IDR_556_639",0.510056609535879
"Q8NEM7_IDR_1_32",0.33412388533875
"Q8NEM7_IDR_226_327",0.317037943965128
"Q8NEM7_IDR_360_779",0.348838170696122
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.490202100406153
"Q8NEV4_IDR_879_921",0.509797899593847
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.776902072446805
"Q8NEY1_IDR_1821_1877",0.223097927553195
"Q8NEY3_IDR_1_48",0.473158751304574
"Q8NEY3_IDR_159_280",0.526841248695426
"Q8NEY8_IDR_1_319",0.517551575882015
"Q8NEY8_IDR_344_405",0.482448424117985
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.113735601389114
"Q8NEZ4_IDR_1140_1172",0.110855199630756
"Q8NEZ4_IDR_1191_3892",0.0962260275448242
"Q8NEZ4_IDR_165_218",0.125713796564289
"Q8NEZ4_IDR_3930_4003",0.108782496378729
"Q8NEZ4_IDR_4026_4058",0.112660319622524
"Q8NEZ4_IDR_522_937",0.100424214678607
"Q8NF91_IDR_6103_6169",0.161122127207663
"Q8NF91_IDR_6172_6346",0.148916743363875
"Q8NF91_IDR_8212_8335",0.172338337399762
"Q8NF91_IDR_8663_8736",0.204044381812782
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.496274903761941
"Q8NFA0_IDR_433_478",0.503725096238059
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.518737083115241
"Q8NFC6_IDR_159_3051",0.481262916884759
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.309957351596083
"Q8NFD5_IDR_1267_1591",0.228468685105417
"Q8NFD5_IDR_1694_1775",0.227141688953168
"Q8NFD5_IDR_1808_1912",0.234432274345332
"Q8NFF2_IDR_1_78",0.48245449951669
"Q8NFF2_IDR_261_425",0.51754550048331
"Q8NFT6_IDR_260_335",0.241419597764687
"Q8NFT6_IDR_339_501",0.257224075141099
"Q8NFT6_IDR_96_165",0.236505470113806
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.502339148021638
"Q8NFU5_IDR_262_363",0.497660851978362
"Q8NFU7_IDR_1_1332",0.248618283005671
"Q8NFU7_IDR_1743_1840",0.247671012485798
"Q8NFU7_IDR_1916_1989",0.265563844124344
"Q8NFU7_IDR_2070_2109",0.238146860384186
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.344012817525605
"Q8NFW1_IDR_274_311",0.358175558815034
"Q8NFW1_IDR_317_1626",0.297811623659361
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.247866543175818
"Q8NHM5_IDR_378_508",0.258991187379139
"Q8NHM5_IDR_565_652",0.262133582042895
"Q8NHM5_IDR_724_1040",0.231008687402148
"Q8NHP7_IDR_18_67",0.515658980409979
"Q8NHP7_IDR_284_470",0.484341019590021
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.437265738617653
"Q8NHQ8_IDR_82_200",0.562734261382347
"Q8NHQ9_IDR_486_555",0.450975253253569
"Q8NHQ9_IDR_570_600",0.549024746746431
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.503926844839297
"Q8NHY3_IDR_173_216",0.499691339759648
"Q8NHY3_IDR_269_880",0.500308660240351
"Q8NHY6_IDR_154_371",0.494251664515583
"Q8NHY6_IDR_1_97",0.505748335484417
"Q8NHZ7_IDR_1_158",0.506567954153663
"Q8NHZ7_IDR_178_208",0.493432045846337
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.311160467027648
"Q8NI08_IDR_162_215",0.355194192814909
"Q8NI08_IDR_307_652",0.333645340157443
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.103159255277991
"Q8NI35_IDR_1164_1219",0.108863538253972
"Q8NI35_IDR_455_515",0.102299309304917
"Q8NI35_IDR_641_675",0.101256417710882
"Q8NI35_IDR_777_807",0.10405599843474
"Q8NI35_IDR_839_985",0.107262268777253
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.476067469778242
"Q8TAD2_IDR_49_87",0.523932530221758
"Q8TAD4_IDR_1_32",0.511095803364177
"Q8TAD4_IDR_545_588",0.488904196635823
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.545852332292939
"Q8TAE8_IDR_182_222",0.454147667707061
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.487099420687213
"Q8TAK6_IDR_183_271",0.512900579312787
"Q8TAL5_IDR_145_182",0.33509500630979
"Q8TAL5_IDR_272_431",0.313841828006705
"Q8TAL5_IDR_82_123",0.351063165683506
"Q8TAW3_IDR_99_172",0.493069927968843
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.493207619652514
"Q8TAZ6_IDR_205_248",0.506792380347486
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.262577850041413
"Q8TB24_IDR_181_218",0.305776704341574
"Q8TB24_IDR_242_581",0.431645445617013
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.349762328152673
"Q8TBA6_IDR_306_350",0.220604462313045
"Q8TBA6_IDR_445_475",0.217254575252969
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.441369583206133
"Q8TBK6_IDR_61_192",0.558630416793867
"Q8TBM8_IDR_220_262",0.499883629332661
"Q8TBM8_IDR_54_90",0.500116370667339
"Q8TBN0_IDR_1_90",0.516200296742027
"Q8TBN0_IDR_92_218",0.483799703257973
"Q8TBP0_IDR_1_31",0.355631548443786
"Q8TBP0_IDR_712_767",0.295408504380355
"Q8TBP0_IDR_91_286",0.348959947175859
"Q8TBP5_IDR_1_118",0.51729635543017
"Q8TBP5_IDR_144_190",0.48270364456983
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.495743540650485
"Q8TBX8_IDR_294_346",0.504256459349515
"Q8TBY8_IDR_191_246",0.343746474387572
"Q8TBY8_IDR_848_894",0.338350050072923
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.479845303858991
"Q8TC41_IDR_175_255",0.520154696141009
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.289114817354941
"Q8TC71_IDR_493_538",0.471361007268641
"Q8TC71_IDR_90_135",0.239524175376418
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.503831806493313
"Q8TCU5_IDR_986_1075",0.496168193506687
"Q8TCU6_IDR_1109_1142",0.499656684416784
"Q8TCU6_IDR_1_44",0.500343315583216
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.517916337060531
"Q8TCY9_IDR_1_65",0.482083662939469
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.483763845123708
"Q8TD94_IDR_266_323",0.516236154876292
"Q8TDB4_IDR_1_43",0.570848415217171
"Q8TDB4_IDR_70_240",0.429151584782829
"Q8TDB6_IDR_196_232",0.318505421235894
"Q8TDB6_IDR_510_556",0.327951223557987
"Q8TDB6_IDR_91_122",0.353543355206119
"Q8TDC0_IDR_1_161",0.509406098737269
"Q8TDC0_IDR_164_218",0.490593901262731
"Q8TDC3_IDR_363_589",0.500240515041216
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.119395312337203
"Q8TDJ6_IDR_1913_2032",0.10573022308808
"Q8TDJ6_IDR_2095_2129",0.101547298648913
"Q8TDJ6_IDR_2393_2442",0.101713318005294
"Q8TDJ6_IDR_2468_2500",0.11179530872688
"Q8TDJ6_IDR_284_332",0.118651028630992
"Q8TDJ6_IDR_416_482",0.108332928147526
"Q8TDJ6_IDR_570_602",0.118985036931397
"Q8TDJ6_IDR_921_963",0.113849545483714
"Q8TDM0_IDR_1_32",0.503187661162078
"Q8TDM0_IDR_178_211",0.496812338837922
"Q8TDM6_IDR_1435_1496",0.175821777594453
"Q8TDM6_IDR_1665_1714",0.15040674470845
"Q8TDM6_IDR_560_612",0.13132521537951
"Q8TDM6_IDR_804_1342",0.378688085962127
"Q8TDM6_IDR_92_187",0.16375817635546
"Q8TDN1_IDR_1_56",0.489388532644076
"Q8TDN1_IDR_476_519",0.510611467355924
"Q8TDN2_IDR_1_40",0.566313359131768
"Q8TDW7_IDR_4177_4353",0.525143894195366
"Q8TDW7_IDR_4355_4541",0.474856105804634
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.202939956044923
"Q8TDX9_IDR_1024_1112",0.197242606536064
"Q8TDX9_IDR_2019_2129",0.193375969328073
"Q8TDX9_IDR_2810_2849",0.195433892345078
"Q8TDX9_IDR_965_1010",0.211007575745862
"Q8TDY2_IDR_1264_1317",0.244572569560385
"Q8TDY2_IDR_1383_1494",0.271051443754796
"Q8TDY2_IDR_221_300",0.251035158304249
"Q8TDY2_IDR_600_806",0.23334082838057
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.501157310015285
"Q8TDY8_IDR_982_1124",0.498842689984715
"Q8TDZ2_IDR_616_705",0.461642283322273
"Q8TDZ2_IDR_752_922",0.538357716677727
"Q8TE12_IDR_157_198",0.502775679421147
"Q8TE12_IDR_246_368",0.497224320578853
"Q8TE49_IDR_77_113",0.476849610499726
"Q8TE85_IDR_405_437",0.311233666774898
"Q8TE85_IDR_467_511",0.356714321155693
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.522836775347003
"Q8TEB1_IDR_515_546",0.477163224652997
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.26631025994399
"Q8TEC5_IDR_442_729",0.472976710874436
"Q8TEC5_IDR_77_121",0.260713029181574
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.257985134367797
"Q8TED9_IDR_317_393",0.272552361570546
"Q8TED9_IDR_514_768",0.219690954772942
"Q8TED9_IDR_76_157",0.249771549288714
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.424924747940878
"Q8TEF2_IDR_94_133",0.575075252059122
"Q8TER5_IDR_1430_1519",0.341916218808424
"Q8TER5_IDR_942_1034",0.346343589457214
"Q8TES7_IDR_1016_1100",0.464604379955818
"Q8TES7_IDR_1_590",0.535395620044182
"Q8TEU7_IDR_1065_1475",0.331272059591551
"Q8TEU7_IDR_121_209",0.13331368823515
"Q8TEU7_IDR_1495_1535",0.119900057663591
"Q8TEU7_IDR_1540_1601",0.150915796785572
"Q8TEU7_IDR_213_247",0.14562413312948
"Q8TEU7_IDR_625_744",0.118974264594656
"Q8TEV9_IDR_212_252",0.336278215582804
"Q8TEV9_IDR_254_369",0.31706213573334
"Q8TEV9_IDR_374_707",0.346659648683856
"Q8TEW0_IDR_145_212",0.247645651937966
"Q8TEW0_IDR_215_260",0.234799129689523
"Q8TEW0_IDR_368_453",0.255710587659995
"Q8TEW0_IDR_686_1334",0.261844630712515
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.395406513161601
"Q8TEW8_IDR_306_377",0.348458955574862
"Q8TF39_IDR_223_389",0.492451367902187
"Q8TF40_IDR_173_204",0.196281384997154
"Q8TF40_IDR_245_325",0.256859270281468
"Q8TF40_IDR_593_748",0.171743822587349
"Q8TF40_IDR_68_114",0.200618808233582
"Q8TF40_IDR_758_969",0.174496713900448
"Q8TF42_IDR_1_34",0.474176785519427
"Q8TF42_IDR_349_380",0.525823214480573
"Q8TF44_IDR_15_50",0.361811768826074
"Q8TF44_IDR_56_298",0.638188231173926
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.475573112972822
"Q8TF50_IDR_160_471",0.524426887027178
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.504172404334611
"Q8WUB2_IDR_1_63",0.495827595665389
"Q8WUB8_IDR_1_64",0.481692312371435
"Q8WUB8_IDR_281_374",0.518307687628565
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.506924364337457
"Q8WUF8_IDR_219_255",0.493075635662543
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.510267434532652
"Q8WUI4_IDR_911_952",0.489732565467348
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.353485289942448
"Q8WV24_IDR_187_242",0.330101760689237
"Q8WV24_IDR_284_401",0.316412949368315
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.526750540294854
"Q8WV37_IDR_37_202",0.473249459705146
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.481847503755726
"Q8WV44_IDR_52_90",0.518152496244274
"Q8WV48_IDR_162_283",0.319070751448854
"Q8WV48_IDR_1_64",0.329775119964441
"Q8WV48_IDR_87_155",0.351154128586705
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.485383139558914
"Q8WV83_IDR_1_60",0.514616860441086
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.242141089787737
"Q8WVB6_IDR_247_277",0.264954768652998
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.240080532680372
"Q8WW38_IDR_204_250",0.264861985347198
"Q8WW38_IDR_275_352",0.259005551790149
"Q8WW38_IDR_358_1117",0.236051930182281
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.297489683498818
"Q8WWQ0_IDR_1430_1821",0.404200867002312
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.509847492682139
"Q8WWT9_IDR_167_223",0.490152507317861
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.524934090942781
"Q8WWW0_IDR_173_204",0.475065909057219
"Q8WWW8_IDR_120_395",0.69351827238426
"Q8WWW8_IDR_397_526",0.30648172761574
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.497494341669634
"Q8WWY3_IDR_338_448",0.502505658330366
"Q8WWY6_IDR_1_76",0.516972152513894
"Q8WWY6_IDR_82_121",0.483027847486106
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.245000120068278
"Q8WXG6_IDR_106_170",0.220035628511031
"Q8WXG6_IDR_437_472",0.220350510938376
"Q8WXG6_IDR_607_938",0.314613740482315
"Q8WXH0_IDR_1031_1105",0.199668668235332
"Q8WXH0_IDR_2353_2393",0.200029149143656
"Q8WXH0_IDR_3982_4491",0.182436215186166
"Q8WXH0_IDR_6349_6495",0.195011263234575
"Q8WXH0_IDR_6770_6832",0.222854704200271
"Q8WXH2_IDR_357_410",0.442794933452474
"Q8WXH2_IDR_424_723",0.557205066547526
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.258329691386263
