"","GO0061630_ubiquitin_protein_ligase_activity"
"Q86UW6_IDR_1437_1490",0.163598202198128
"Q86UW6_IDR_1_44",0.169163846528503
"Q86UW6_IDR_1574_1613",0.163749199730133
"Q86UW6_IDR_586_1012",0.160818656093304
"Q86UW6_IDR_95_311",0.179460033973748
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.373584839394182
"Q86UX6_IDR_391_435",0.305807203788027
"Q86UX6_IDR_438_486",0.320607956817791
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.521529959373182
"Q86UZ6_IDR_506_584",0.478470040626818
"Q86V15_IDR_127_339",0.128797125587058
"Q86V15_IDR_380_456",0.137155675008143
"Q86V15_IDR_47_89",0.142743407779319
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.34984897858605
"Q86V59_IDR_212_374",0.317712817865702
"Q86V59_IDR_379_439",0.332438203548247
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.495012953129655
"Q86V87_IDR_487_536",0.504987046870345
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.513509964075733
"Q86VD1_IDR_516_812",0.486490035924267
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.353143424013767
"Q86VH2_IDR_1186_1401",0.329598723945822
"Q86VH2_IDR_342_1012",0.31725785204041
"Q86VH4_IDR_341_481",0.464990557315745
"Q86VH4_IDR_540_590",0.535009442684255
"Q86VH5_IDR_342_477",0.487822520245759
"Q86VH5_IDR_543_581",0.512177479754241
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.341617276955615
"Q86VR2_IDR_232_466",0.537278402679997
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.339109915921526
"Q86VS8_IDR_388_489",0.333059881581701
"Q86VS8_IDR_643_718",0.327830202496773
"Q86VV4_IDR_1_38",0.337504287394076
"Q13769_IDR_1_47",0.497195031064839
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.325477491394072
"Q13887_IDR_1_82",0.328573017458997
"Q13887_IDR_211_368",0.345949491146931
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.46492662369845
"Q13905_IDR_211_671",0.53507337630155
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.477125137733933
"Q13950_IDR_459_514",0.522874862266067
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.354004622810473
"Q14003_IDR_203_265",0.325438452605917
"Q14003_IDR_554_702",0.32055692458361
"Q14004_IDR_1000_1399",0.523703979994579
"Q14004_IDR_1_694",0.476296020005421
"Q14005_IDR_1_207",0.330104651308993
"Q14005_IDR_306_346",0.337421536154931
"Q14005_IDR_444_1080",0.332473812536077
"Q14008_IDR_1078_1157",0.134276528848561
"Q14008_IDR_225_263",0.140177774794854
"Q14008_IDR_496_592",0.135373513714312
"Q14008_IDR_815_847",0.149689820328549
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.48928942019836
"Q14094_IDR_344_377",0.51071057980164
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.473171421860937
"Q14114_IDR_739_819",0.526828578139063
"Q14118_IDR_305_493",0.335239754271456
"Q14118_IDR_719_749",0.333793987788852
"Q14118_IDR_806_895",0.330966257939692
"Q14119_IDR_1_231",0.501895689067035
"Q14119_IDR_267_373",0.498104310932965
"Q14123_IDR_456_512",0.515418644380898
"Q14123_IDR_523_709",0.484581355619102
"Q14126_IDR_1056_1118",0.502676696235183
"Q14126_IDR_848_900",0.497323303764817
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.524821483784757
"Q14159_IDR_103_258",0.505383813161241
"Q14159_IDR_1_100",0.494616186838759
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.479049193317086
"Q14186_IDR_349_410",0.520950806682914
"Q14188_IDR_355_446",0.511108688169312
"Q14188_IDR_39_129",0.488891311830688
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.493344931936976
"Q14191_IDR_303_528",0.506655068063024
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.508305686800197
"Q14320_IDR_62_167",0.491694313199803
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.482365600369179
"Q14332_IDR_152_196",0.517634399630821
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.310241947729289
"Q14432_IDR_1092_1141",0.313109930284332
"Q14432_IDR_262_664",0.37664812198638
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.470163913725119
"Q14444_IDR_247_709",0.529836086274881
"Q14449_IDR_1_104",0.483535844704486
"Q14449_IDR_355_432",0.516464155295514
"Q14451_IDR_1_98",0.497518787174082
"Q14451_IDR_354_427",0.502481212825918
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.503708115719443
"Q14527_IDR_1_53",0.261959836096091
"Q14527_IDR_172_204",0.256374442912296
"Q14527_IDR_321_394",0.240417640177738
"Q14527_IDR_397_473",0.241248080813875
"Q14532_IDR_1_51",0.498247483057895
"Q14532_IDR_405_448",0.501752516942105
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.501940302891831
"Q14541_IDR_86_131",0.498059697108169
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.255265950916545
"Q14562_IDR_151_260",0.258279557909014
"Q14562_IDR_328_405",0.248745044600949
"Q14562_IDR_95_148",0.237709446573492
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.331745411425314
"Q14571_IDR_926_964",0.346603157056025
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.191375341264267
"Q14643_IDR_1707_1737",0.197143955372989
"Q14643_IDR_1756_1796",0.206652390605672
"Q14643_IDR_1886_1966",0.192784998934694
"Q14643_IDR_911_975",0.212043313822378
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.335515350481164
"Q14667_IDR_2035_2109",0.335162543274111
"Q14667_IDR_2183_2235",0.329322106244724
"Q14669_IDR_1_408",0.492811569762363
"Q14669_IDR_938_1083",0.507188430237637
"Q14671_IDR_17_558",0.199557237082458
"Q14671_IDR_570_646",0.205186163579967
"Q14671_IDR_663_727",0.203186492795073
"Q14671_IDR_740_779",0.195299127756807
"Q14690_IDR_1401_1585",0.498207097798823
"Q14690_IDR_1_68",0.501792902201177
"Q14692_IDR_1222_1282",0.243156830201331
"Q14692_IDR_1_47",0.246873762608774
"Q14692_IDR_397_744",0.263559621631725
"Q14692_IDR_762_844",0.24640978555817
"Q14693_IDR_105_457",0.506510805235627
"Q14693_IDR_559_621",0.493489194764373
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.508862898397449
"Q14696_IDR_193_234",0.491137101602551
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.55699586897511
"Q14699_IDR_435_578",0.44300413102489
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.507634831806688
"Q14738_IDR_518_574",0.492365168193312
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.473354771090723
"Q14761_IDR_92_188",0.526645228909277
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.369938635640071
"Q14766_IDR_212_328",0.309604110056087
"Q14766_IDR_758_817",0.320457254303842
"Q14767_IDR_233_296",0.49035807103775
"Q14767_IDR_45_165",0.50964192896225
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.471936210998708
"Q14774_IDR_53_173",0.528063789001292
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.120788120323158
"Q14789_IDR_1442_1474",0.125351997044309
"Q14789_IDR_1584_1873",0.117630703092338
"Q14789_IDR_205_718",0.126353172021763
"Q14789_IDR_2763_2798",0.127929346119776
"Q14789_IDR_871_1329",0.116062521196799
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.34124074501045
"Q14865_IDR_243_323",0.338170740245632
"Q14865_IDR_410_1030",0.320588514743919
"Q14872_IDR_1_169",0.336291085090641
"Q14872_IDR_232_558",0.33692163737757
"Q14872_IDR_639_714",0.326787277531789
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.478590943717895
"Q14934_IDR_691_872",0.521409056282105
"Q14938_IDR_188_221",0.320508769684664
"Q14938_IDR_223_406",0.328669103860631
"Q14938_IDR_410_502",0.350822126454706
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.242947749768894
"Q14966_IDR_1_906",0.255734953815989
"Q14966_IDR_1939_1978",0.251542074151551
"Q14966_IDR_939_1024",0.249775222263566
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.47196586166845
"Q14BN4_IDR_292_527",0.25865411726764
"Q14BN4_IDR_537_567",0.246564403789172
"Q14BN4_IDR_679_734",0.249526923333109
"Q14BN4_IDR_797_828",0.24525455561008
"Q14C86_IDR_445_514",0.484060950762131
"Q14C86_IDR_521_1117",0.515939049237869
"Q14C87_IDR_800_911",0.511047786145295
"Q14C87_IDR_944_1069",0.488952213854705
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.524148357864971
"Q14CN4_IDR_455_511",0.475851642135029
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.506781300167962
"Q14CW9_IDR_51_84",0.493218699832038
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.358708265559781
"Q15020_IDR_583_694",0.297261601268945
"Q15020_IDR_879_950",0.344030133171274
"Q15021_IDR_1296_1401",0.345638037721147
"Q15021_IDR_547_611",0.325620475880085
"Q15021_IDR_953_988",0.328741486398768
"Q15022_IDR_1_78",0.317411320531364
"Q15022_IDR_366_423",0.349452141102385
"Q15022_IDR_689_739",0.333136538366251
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.51442364967189
"Q15027_IDR_524_568",0.48557635032811
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.28778384114411
"Q15032_IDR_259_640",0.387828264795536
"Q15032_IDR_761_979",0.324387894060354
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.246984064445037
"Q15059_IDR_417_570",0.251779749396967
"Q15059_IDR_641_726",0.245293680147873
"Q15061_IDR_409_458",0.47895133480286
"Q15061_IDR_600_677",0.52104866519714
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.334954116644483
"Q15111_IDR_1_103",0.321124505439004
"Q15111_IDR_545_575",0.343921377916512
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.32847365736355
"Q15139_IDR_196_252",0.325990429739102
"Q15139_IDR_329_419",0.345535912897348
"Q15147_IDR_456_556",0.511930065887145
"Q15147_IDR_839_1103",0.488069934112855
"Q15291_IDR_408_538",0.483454310461683
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.484269230589379
"Q15303_IDR_990_1150",0.515730769410621
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.472896067801335
"Q15311_IDR_378_655",0.527103932198665
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.492350969153875
"Q15329_IDR_233_311",0.507649030846125
"Q15334_IDR_645_719",0.480844744862017
"Q15334_IDR_955_1064",0.519155255137983
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.315747479954309
"Q15361_IDR_129_499",0.323173287783649
"Q15361_IDR_868_905",0.361079232262042
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.508555455664601
"Q15431_IDR_706_946",0.491444544335399
"Q15434_IDR_1_53",0.492873312638862
"Q15434_IDR_370_407",0.507126687361138
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.240834861372775
"Q15459_IDR_1_37",0.239683690777771
"Q15459_IDR_316_406",0.255750649690178
"Q15459_IDR_532_689",0.263730798159276
"Q15464_IDR_1_187",0.5088232325431
"Q15464_IDR_189_387",0.4911767674569
"Q15465_IDR_1_41",0.490794653091793
"Q15465_IDR_395_427",0.509205346908207
"Q15468_IDR_1074_1270",0.491160504502852
"Q15468_IDR_372_1067",0.508839495497148
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.438519993791151
"Q15596_IDR_376_1433",0.561480006208849
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.482731191670076
"Q155Q3_IDR_460_598",0.517268808329924
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.505037713142864
"Q15633_IDR_230_260",0.494962286857136
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.468374383001662
"Q15642_IDR_472_538",0.531625616998338
"Q15643_IDR_1175_1215",0.129192229194364
"Q15643_IDR_1224_1360",0.121815368919335
"Q15643_IDR_1_422",0.124612403114374
"Q15643_IDR_1814_1950",0.128029405348682
"Q15643_IDR_437_468",0.123627970911627
"Q15643_IDR_590_642",0.121816805446788
"Q15643_IDR_836_899",0.124606457637213
"Q15643_IDR_970_1011",0.126299359427616
"Q15699_IDR_153_225",0.33461340275451
"Q15699_IDR_228_326",0.34273516736227
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.470302601503377
"Q15723_IDR_302_434",0.529697398496623
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.571141992379963
"Q15735_IDR_842_1006",0.428858007620037
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.322550773614828
"Q15742_IDR_1_35",0.31518988528244
"Q15742_IDR_354_525",0.362259341102732
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.1935482297325
"Q15746_IDR_1767_1803",0.200542991779288
"Q15746_IDR_257_333",0.206422833416531
"Q15746_IDR_367_408",0.211868820828226
"Q15746_IDR_920_1094",0.187617124243455
"Q15784_IDR_194_382",0.536175159718702
"Q15788_IDR_1_33",0.39753808338775
"Q15788_IDR_368_1392",0.60246191661225
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.259736465877602
"Q15811_IDR_312_380",0.240808554216943
"Q15811_IDR_660_737",0.231857583807554
"Q15811_IDR_808_910",0.267597396097901
"Q15814_IDR_138_177",0.491644940577068
"Q15814_IDR_1_55",0.508355059422932
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.502623737550792
"Q15842_IDR_361_424",0.497376262449208
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.507907788015198
"Q15849_IDR_443_550",0.492092211984802
"Q15911_IDR_1046_1087",0.0875966508010708
"Q15911_IDR_1107_1958",0.0829135036839732
"Q15911_IDR_1961_2643",0.0882581764030597
"Q15911_IDR_2690_2728",0.0916927798269873
"Q15911_IDR_2741_2948",0.0912505470409158
"Q15911_IDR_2998_3465",0.0825366772002589
"Q15911_IDR_345_949",0.0949546035345549
"Q15911_IDR_3468_3703",0.0937552453056655
"Q15911_IDR_951_1039",0.091108762949942
"Q15915_IDR_1_165",0.517388625101249
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.51139320868396
"Q16322_IDR_469_511",0.48860679131604
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.542823680015057
"Q16352_IDR_413_499",0.457176319984943
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.245783317356073
"Q16512_IDR_345_386",0.254857666490729
"Q16512_IDR_525_608",0.258865685272047
"Q16512_IDR_96_167",0.240493330881151
"Q16513_IDR_109_169",0.324064192066474
"Q16513_IDR_486_516",0.325616925559871
"Q16513_IDR_523_649",0.350318882373655
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.486308106419468
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.487015150024547
"Q16572_IDR_68_118",0.512984849975453
"Q16584_IDR_1_40",0.485114068829315
"Q16584_IDR_414_847",0.514885931170685
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.492233771104789
"Q16587_IDR_96_245",0.507766228895211
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.520441940204044
"Q16665_IDR_412_768",0.500617155593918
"Q16666_IDR_391_574",0.505935113087552
"Q16666_IDR_87_199",0.494064886912447
"Q16670_IDR_133_278",0.325639515838408
"Q16670_IDR_1_74",0.340460344111175
"Q16670_IDR_82_125",0.333900140050417
"Q16671_IDR_126_192",0.479505253225898
"Q16671_IDR_512_573",0.520494746774101
"Q16676_IDR_1_123",0.512464173745218
"Q16676_IDR_211_465",0.487535826254782
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.507454408332637
"Q16720_IDR_295_356",0.492545591667363
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.310665958223009
"Q16760_IDR_1_39",0.345061415293185
"Q16760_IDR_552_714",0.344272626483806
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.368929353752767
"Q16849_IDR_369_466",0.307657310842906
"Q16849_IDR_610_686",0.323413335404327
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.508280644816727
"Q16891_IDR_91_228",0.491719355183273
"Q17R60_IDR_189_227",0.314591365921793
"Q17R60_IDR_31_62",0.317916543972531
"Q17R60_IDR_382_562",0.367492090105676
"Q17R89_IDR_28_66",0.313815105954838
"Q17R89_IDR_460_781",0.354487035276302
"Q17R89_IDR_786_818",0.331697858768861
"Q17R98_IDR_1_898",0.486254433244654
"Q17R98_IDR_901_1015",0.513745566755346
"Q17RB8_IDR_1_43",0.518969766027097
"Q17RB8_IDR_335_461",0.481030233972903
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.524134504113457
"Q1KMD3_IDR_635_665",0.475865495886543
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.34000145185836
"Q1X8D7_IDR_545_581",0.327668765002077
"Q1X8D7_IDR_698_754",0.332329783139562
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.493496351346373
"Q24JP5_IDR_901_983",0.506503648653627
"Q27J81_IDR_346_523",0.506365938885731
"Q27J81_IDR_933_1244",0.493634061114269
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.331562320694575
"Q2I0M5_IDR_152_189",0.345615409307425
"Q2LD37_IDR_1779_1814",0.0561443525791111
"Q2LD37_IDR_1915_1993",0.0566383183670272
"Q2LD37_IDR_2161_2427",0.0586239167744344
"Q2LD37_IDR_2596_2696",0.0613107818350682
"Q2LD37_IDR_2725_2769",0.0616749606447083
"Q2LD37_IDR_2929_2963",0.0594653851250229
"Q2LD37_IDR_3482_3548",0.0588762246996481
"Q2LD37_IDR_3563_3787",0.0650590271642042
"Q2LD37_IDR_3816_3865",0.0550918591585607
"Q2LD37_IDR_3893_3956",0.0560574856808934
"Q2LD37_IDR_3998_4030",0.0587434296658769
"Q2LD37_IDR_4094_4145",0.0611121130302751
"Q2LD37_IDR_4288_4396",0.06066294820204
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.533631605935485
"Q2M1P5_IDR_345_1039",0.466368394064515
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.499314128108961
"Q2M3C7_IDR_1139_1293",0.135700912996
"Q2M3C7_IDR_1327_1603",0.150894859932033
"Q2M3C7_IDR_456_674",0.161665036432428
"Q2M3C7_IDR_677_717",0.134563447813377
"Q2M3C7_IDR_723_1136",0.133356205739201
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.519543785926935
"Q2MJR0_IDR_243_292",0.480456214073065
"Q2MKA7_IDR_1_31",0.339157771617797
"Q2MKA7_IDR_146_177",0.326192788285491
"Q2MKA7_IDR_207_263",0.334649440096712
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.329613105043601
"Q2NKQ1_IDR_473_531",0.343349637625724
"Q2NKQ1_IDR_671_923",0.327037257330675
"Q2PPJ7_IDR_1486_1523",0.245365720276488
"Q2Q1W2_IDR_122_192",0.510419919206798
"Q2Q1W2_IDR_21_53",0.489580080793202
"Q2QGD7_IDR_1_78",0.208849918130807
"Q2QGD7_IDR_460_537",0.175219762061842
"Q2QGD7_IDR_595_710",0.186150176201866
"Q2QGD7_IDR_713_751",0.172975054578695
"Q2QGD7_IDR_82_174",0.256805089026789
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.495718072868136
"Q2T9K0_IDR_443_475",0.504281927131864
"Q2T9L4_IDR_200_293",0.475721908527355
"Q2T9L4_IDR_58_196",0.524278091472645
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.490030177248785
"Q2TAC6_IDR_642_998",0.509969822751215
"Q2TAK8_IDR_102_405",0.548927751193274
"Q2TAK8_IDR_527_563",0.451072248806726
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.333804445567301
"Q2TAL8_IDR_194_241",0.352851681563203
"Q2TBE0_IDR_509_542",0.517904086573134
"Q2UY09_IDR_1002_1069",0.520338490032946
"Q2UY09_IDR_204_782",0.479661509967054
"Q2V2M9_IDR_1265_1364",0.481841193284843
"Q2V2M9_IDR_325_784",0.518158806715157
"Q2VIQ3_IDR_438_557",0.250280646046834
"Q2VIQ3_IDR_564_602",0.254097427332615
"Q2VIQ3_IDR_604_817",0.249660269653109
"Q2VIQ3_IDR_893_1234",0.245961656967442
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.296468886389852
"Q2VWP7_IDR_1089_1150",0.382481184101675
"Q2VWP7_IDR_974_1029",0.321049929508473
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.496216523824806
"Q2VYF4_IDR_40_119",0.503783476175194
"Q2WGJ9_IDR_1094_1134",0.216310411765935
"Q2WGJ9_IDR_1161_1270",0.186618485318466
"Q2WGJ9_IDR_1_77",0.204894344720873
"Q2WGJ9_IDR_417_457",0.189849770181732
"Q2WGJ9_IDR_516_550",0.202326988012994
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.343291373289556
"Q32P44_IDR_47_210",0.537570963901181
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.30262929147531
"Q33E94_IDR_486_599",0.373108019923902
"Q33E94_IDR_638_671",0.324262688600787
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.256367594553003
"Q3B7T1_IDR_213_299",0.252734038495428
"Q3B7T1_IDR_517_584",0.252453215145671
"Q3B7T1_IDR_620_672",0.238445151805897
"Q3B7T3_IDR_1_45",0.470605100226829
"Q3B7T3_IDR_58_259",0.529394899773171
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.497560773435176
"Q3C1V8_IDR_67_128",0.502439226564824
"Q3L8U1_IDR_1715_1770",0.247106029107788
"Q3L8U1_IDR_2003_2897",0.2745946476588
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.472985769224566
"Q3MII6_IDR_454_604",0.527014230775435
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.509389214696981
"Q3MJ13_IDR_700_785",0.490610785303019
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.512459325901329
"Q3SY00_IDR_492_556",0.487540674098671
"Q3V6T2_IDR_1209_1871",0.246509650485836
"Q3YBM2_IDR_236_270",1
"Q3YBR2_IDR_1_31",0.331796223553711
"Q3YBR2_IDR_355_411",0.349468238694091
"Q3YBR2_IDR_83_166",0.318735537752198
"Q3YEC7_IDR_253_729",1
"Q3ZCQ2_IDR_72_153",1
"Q3ZCQ3_IDR_1_159",1
"Q3ZCQ8_IDR_1_85",0.512300018217115
"Q3ZCQ8_IDR_321_353",0.487699981782885
"Q3ZCT1_IDR_1_135",1
"Q3ZCX4_IDR_1_47",0.513612805979684
"Q3ZCX4_IDR_93_157",0.486387194020316
"Q400G9_IDR_341_394",1
"Q401N2_IDR_322_374",0.500981333710208
"Q401N2_IDR_377_412",0.499018666289792
"Q460N3_IDR_1_75",1
