"","GO0003690_double_stranded_DNA_binding"
"Q8NEM0_IDR_98_151",0.483962648403949
"Q8NEM2_IDR_1_62",0.519582935602968
"Q8NEM2_IDR_556_639",0.480417064397032
"Q8NEM7_IDR_1_32",0.269117182787163
"Q8NEM7_IDR_226_327",0.294197782098262
"Q8NEM7_IDR_360_779",0.436685035114575
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.471466410337646
"Q8NEV4_IDR_879_921",0.528533589662354
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.545225049260813
"Q8NEY1_IDR_1821_1877",0.454774950739187
"Q8NEY3_IDR_1_48",0.506241782580695
"Q8NEY3_IDR_159_280",0.493758217419305
"Q8NEY8_IDR_1_319",0.524200958806723
"Q8NEY8_IDR_344_405",0.475799041193277
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.0985203957610103
"Q8NEZ4_IDR_1140_1172",0.079092931663546
"Q8NEZ4_IDR_1191_3892",0.248266942545944
"Q8NEZ4_IDR_165_218",0.0811121269197339
"Q8NEZ4_IDR_3930_4003",0.0926492818284994
"Q8NEZ4_IDR_4026_4058",0.10377052313891
"Q8NEZ4_IDR_522_937",0.0711020971494245
"Q8NF91_IDR_6103_6169",0.133012649845758
"Q8NF91_IDR_6172_6346",0.160796611752599
"Q8NF91_IDR_8212_8335",0.151481456184095
"Q8NF91_IDR_8663_8736",0.269602717790489
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.487434516043137
"Q8NFA0_IDR_433_478",0.512565483956863
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.563615237680575
"Q8NFC6_IDR_159_3051",0.436384762319425
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.202853333159276
"Q8NFD5_IDR_1267_1591",0.363517596379553
"Q8NFD5_IDR_1694_1775",0.181848632595207
"Q8NFD5_IDR_1808_1912",0.251780437865964
"Q8NFF2_IDR_1_78",0.415469132258122
"Q8NFF2_IDR_261_425",0.584530867741878
"Q8NFT6_IDR_260_335",0.30177830092932
"Q8NFT6_IDR_339_501",0.258059183927197
"Q8NFT6_IDR_96_165",0.219926088629321
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.389641496915288
"Q8NFU5_IDR_262_363",0.610358503084712
"Q8NFU7_IDR_1_1332",0.329246259852602
"Q8NFU7_IDR_1743_1840",0.264272425349281
"Q8NFU7_IDR_1916_1989",0.220619276409783
"Q8NFU7_IDR_2070_2109",0.185862038388334
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.333665552628567
"Q8NFW1_IDR_274_311",0.295108867070883
"Q8NFW1_IDR_317_1626",0.37122558030055
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.226194693017994
"Q8NHM5_IDR_378_508",0.213557344061794
"Q8NHM5_IDR_565_652",0.216346786896343
"Q8NHM5_IDR_724_1040",0.34390117602387
"Q8NHP7_IDR_18_67",0.452711179651371
"Q8NHP7_IDR_284_470",0.547288820348629
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.498680935724007
"Q8NHQ8_IDR_82_200",0.501319064275993
"Q8NHQ9_IDR_486_555",0.486528583722483
"Q8NHQ9_IDR_570_600",0.513471416277517
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.422812936130167
"Q8NHY3_IDR_173_216",0.52167487595546
"Q8NHY3_IDR_269_880",0.47832512404454
"Q8NHY6_IDR_154_371",0.509032856250567
"Q8NHY6_IDR_1_97",0.490967143749433
"Q8NHZ7_IDR_1_158",0.506036771841583
"Q8NHZ7_IDR_178_208",0.493963228158417
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.355032375820258
"Q8NI08_IDR_162_215",0.391314539860673
"Q8NI08_IDR_307_652",0.253653084319069
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.100768344024215
"Q8NI35_IDR_1164_1219",0.143267481317638
"Q8NI35_IDR_455_515",0.105481646842479
"Q8NI35_IDR_641_675",0.0998658141432697
"Q8NI35_IDR_777_807",0.111919786846532
"Q8NI35_IDR_839_985",0.125266562079281
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.470367747960596
"Q8TAD2_IDR_49_87",0.529632252039404
"Q8TAD4_IDR_1_32",0.42761755417165
"Q8TAD4_IDR_545_588",0.57238244582835
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.518959301580673
"Q8TAE8_IDR_182_222",0.481040698419327
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.393702032712686
"Q8TAK6_IDR_183_271",0.606297967287314
"Q8TAL5_IDR_145_182",0.262168111582006
"Q8TAL5_IDR_272_431",0.511103219368716
"Q8TAL5_IDR_82_123",0.226728669049278
"Q8TAW3_IDR_99_172",0.552055434387208
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.57252870941401
"Q8TAZ6_IDR_205_248",0.42747129058599
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.336708287930063
"Q8TB24_IDR_181_218",0.370863449277909
"Q8TB24_IDR_242_581",0.292428262792027
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.252737104737025
"Q8TBA6_IDR_306_350",0.28039258579829
"Q8TBA6_IDR_445_475",0.236722536498072
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.626825131759991
"Q8TBK6_IDR_61_192",0.373174868240009
"Q8TBM8_IDR_220_262",0.491734966087632
"Q8TBM8_IDR_54_90",0.508265033912368
"Q8TBN0_IDR_1_90",0.545960627427886
"Q8TBN0_IDR_92_218",0.454039372572114
"Q8TBP0_IDR_1_31",0.25246956170699
"Q8TBP0_IDR_712_767",0.374288259827643
"Q8TBP0_IDR_91_286",0.373242178465368
"Q8TBP5_IDR_1_118",0.467716403433699
"Q8TBP5_IDR_144_190",0.532283596566301
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.507027706366099
"Q8TBX8_IDR_294_346",0.492972293633901
"Q8TBY8_IDR_191_246",0.306651191946922
"Q8TBY8_IDR_848_894",0.332285686274733
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.491541769684111
"Q8TC41_IDR_175_255",0.508458230315889
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.418202611295486
"Q8TC71_IDR_493_538",0.31758576741513
"Q8TC71_IDR_90_135",0.264211621289384
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.352527573662419
"Q8TCU5_IDR_986_1075",0.647472426337581
"Q8TCU6_IDR_1109_1142",0.511100279127717
"Q8TCU6_IDR_1_44",0.488899720872283
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.45854755992541
"Q8TCY9_IDR_1_65",0.54145244007459
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.504611697951487
"Q8TD94_IDR_266_323",0.495388302048513
"Q8TDB4_IDR_1_43",0.553260056085298
"Q8TDB4_IDR_70_240",0.446739943914702
"Q8TDB6_IDR_196_232",0.36145522074479
"Q8TDB6_IDR_510_556",0.327552714959227
"Q8TDB6_IDR_91_122",0.310992064295983
"Q8TDC0_IDR_1_161",0.46345538120492
"Q8TDC0_IDR_164_218",0.53654461879508
"Q8TDC3_IDR_363_589",0.602520804562353
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.103504857035179
"Q8TDJ6_IDR_1913_2032",0.0925938725766356
"Q8TDJ6_IDR_2095_2129",0.127305971200848
"Q8TDJ6_IDR_2393_2442",0.0992973509791492
"Q8TDJ6_IDR_2468_2500",0.111664309757666
"Q8TDJ6_IDR_284_332",0.122135626900058
"Q8TDJ6_IDR_416_482",0.115498338819366
"Q8TDJ6_IDR_570_602",0.116419460662746
"Q8TDJ6_IDR_921_963",0.111580212068353
"Q8TDM0_IDR_1_32",0.445673923660863
"Q8TDM0_IDR_178_211",0.554326076339137
"Q8TDM6_IDR_1435_1496",0.193749827336874
"Q8TDM6_IDR_1665_1714",0.173792391740015
"Q8TDM6_IDR_560_612",0.168772424288067
"Q8TDM6_IDR_804_1342",0.280475896733258
"Q8TDM6_IDR_92_187",0.183209459901786
"Q8TDN1_IDR_1_56",0.523847661256679
"Q8TDN1_IDR_476_519",0.476152338743321
"Q8TDN2_IDR_1_40",0.507777862678418
"Q8TDW7_IDR_4177_4353",0.497173329494747
"Q8TDW7_IDR_4355_4541",0.502826670505253
"Q8TDX6_IDR_1_54",1
"Q8TDX9_IDR_100_130",0.183075154772128
"Q8TDX9_IDR_1024_1112",0.192672956427535
"Q8TDX9_IDR_2019_2129",0.237668761057379
"Q8TDX9_IDR_2810_2849",0.198569785100489
"Q8TDX9_IDR_965_1010",0.188013342642468
"Q8TDY2_IDR_1264_1317",0.2135366833004
"Q8TDY2_IDR_1383_1494",0.298008813983136
"Q8TDY2_IDR_221_300",0.229299933531116
"Q8TDY2_IDR_600_806",0.259154569185348
"Q8TDY4_IDR_695_870",1
"Q8TDY8_IDR_1140_1250",0.486965153784199
"Q8TDY8_IDR_982_1124",0.513034846215801
"Q8TDZ2_IDR_616_705",0.580169086753317
"Q8TDZ2_IDR_752_922",0.419830913246683
"Q8TE12_IDR_157_198",0.361747514419635
"Q8TE12_IDR_246_368",0.638252485580365
"Q8TE49_IDR_77_113",0.406282013984897
"Q8TE85_IDR_405_437",0.28418430916232
"Q8TE85_IDR_467_511",0.351193464749809
"Q8TE99_IDR_1_55",1
"Q8TEA7_IDR_714_746",1
"Q8TEA8_IDR_149_209",1
"Q8TEB1_IDR_1_130",0.443543748983191
"Q8TEB1_IDR_515_546",0.556456251016809
"Q8TEB7_IDR_328_428",1
"Q8TEB9_IDR_279_315",1
"Q8TEC5_IDR_231_408",0.313232205604423
"Q8TEC5_IDR_442_729",0.329573196186863
"Q8TEC5_IDR_77_121",0.357194598208714
"Q8TED4_IDR_239_282",1
"Q8TED9_IDR_162_204",0.263220660940701
"Q8TED9_IDR_317_393",0.219540056089853
"Q8TED9_IDR_514_768",0.243955822246505
"Q8TED9_IDR_76_157",0.273283460722942
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.577996725675804
"Q8TEF2_IDR_94_133",0.422003274324196
"Q8TER5_IDR_1430_1519",0.328497348255098
"Q8TER5_IDR_942_1034",0.355299528723115
"Q8TES7_IDR_1016_1100",0.60949946217286
"Q8TES7_IDR_1_590",0.39050053782714
"Q8TEU7_IDR_1065_1475",0.135757562766248
"Q8TEU7_IDR_121_209",0.212866747615236
"Q8TEU7_IDR_1495_1535",0.187783296131472
"Q8TEU7_IDR_1540_1601",0.175326146455402
"Q8TEU7_IDR_213_247",0.146030703773498
"Q8TEU7_IDR_625_744",0.142235543258144
"Q8TEV9_IDR_212_252",0.275578199817832
"Q8TEV9_IDR_254_369",0.307417673595391
"Q8TEV9_IDR_374_707",0.417004126586777
"Q8TEW0_IDR_145_212",0.200087543336292
"Q8TEW0_IDR_215_260",0.198028754208169
"Q8TEW0_IDR_368_453",0.313430996410836
"Q8TEW0_IDR_686_1334",0.288452706044703
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.285718893178998
"Q8TEW8_IDR_306_377",0.245480940206798
"Q8TF39_IDR_223_389",0.557537726371352
"Q8TF40_IDR_173_204",0.18248094536018
"Q8TF40_IDR_245_325",0.173010183330662
"Q8TF40_IDR_593_748",0.161761168306913
"Q8TF40_IDR_68_114",0.175173289532013
"Q8TF40_IDR_758_969",0.307574413470232
"Q8TF42_IDR_1_34",0.560664078717999
"Q8TF42_IDR_349_380",0.439335921282001
"Q8TF44_IDR_15_50",0.346381580080761
"Q8TF44_IDR_56_298",0.653618419919239
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.305969181971831
"Q8TF50_IDR_160_471",0.694030818028169
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.519702522226899
"Q8WUB2_IDR_1_63",0.480297477773101
"Q8WUB8_IDR_1_64",0.51863429879949
"Q8WUB8_IDR_281_374",0.48136570120051
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.526753441480385
"Q8WUF8_IDR_219_255",0.473246558519615
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.649113058006766
"Q8WUI4_IDR_911_952",0.350886941993234
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.331711601527203
"Q8WV24_IDR_187_242",0.295651883038118
"Q8WV24_IDR_284_401",0.37263651543468
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.494183860505177
"Q8WV37_IDR_37_202",0.505816139494823
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.487567855245171
"Q8WV44_IDR_52_90",0.512432144754829
"Q8WV48_IDR_162_283",0.34900726822675
"Q8WV48_IDR_1_64",0.344613445897346
"Q8WV48_IDR_87_155",0.306379285875905
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.470850297620286
"Q8WV83_IDR_1_60",0.529149702379714
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.244712555126481
"Q8WVB6_IDR_247_277",0.254316313500961
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.141312749858848
"Q8WW38_IDR_204_250",0.124589791195686
"Q8WW38_IDR_275_352",0.165272124358929
"Q8WW38_IDR_358_1117",0.568825334586537
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.353952064586232
"Q8WWQ0_IDR_1430_1821",0.282743434418702
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.485729323790025
"Q8WWT9_IDR_167_223",0.514270676209975
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.597061905842579
"Q8WWW0_IDR_173_204",0.402938094157421
"Q8WWW8_IDR_120_395",0.475994779923942
"Q8WWW8_IDR_397_526",0.524005220076058
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.482564421675813
"Q8WWY3_IDR_338_448",0.517435578324187
"Q8WWY6_IDR_1_76",0.495818763974038
"Q8WWY6_IDR_82_121",0.504181236025962
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.263201222746454
"Q8WXG6_IDR_106_170",0.197444988476867
"Q8WXG6_IDR_437_472",0.226955209785984
"Q8WXG6_IDR_607_938",0.312398578990695
"Q8WXH0_IDR_1031_1105",0.183904086534643
"Q8WXH0_IDR_2353_2393",0.195506407502704
"Q8WXH0_IDR_3982_4491",0.215373803640062
"Q8WXH0_IDR_6349_6495",0.237012173622325
"Q8WXH0_IDR_6770_6832",0.168203528700266
"Q8WXH2_IDR_357_410",0.435966555981228
"Q8WXH2_IDR_424_723",0.564033444018772
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.232491611187834
"Q8WXI2_IDR_417_560",0.23220173410694
"Q8WXI2_IDR_672_905",0.535306654705225
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.343935232476211
"Q8WXW3_IDR_533_581",0.349739999155379
"Q8WXW3_IDR_669_757",0.30632476836841
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.537385716622132
"Q8WXX7_IDR_655_1259",0.462614283377868
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.554291564573472
"Q8WY21_IDR_1_157",0.445708435426528
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.438931528118465
"Q8WY36_IDR_120_925",0.561068471881535
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.422071364168619
"Q8WY54_IDR_492_716",0.577928635831381
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.478135207796294
"Q8WY91_IDR_88_330",0.521864792203706
"Q8WYQ9_IDR_162_804",0.727521235666828
"Q8WYR1_IDR_313_511",0.481556350382448
"Q8WYR1_IDR_565_598",0.518443649617552
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.472789462923295
"Q8WZ19_IDR_281_329",0.527210537076706
"Q8WZ42_IDR_1386_1452",0.0917053095219751
"Q8WZ42_IDR_194_889",0.0892113168509877
"Q8WZ42_IDR_32818_32928",0.111528338611058
"Q8WZ42_IDR_32971_33260",0.0709838262943609
"Q8WZ42_IDR_33393_33486",0.0916078562811424
"Q8WZ42_IDR_33581_33644",0.0740277629711953
"Q8WZ42_IDR_33743_33780",0.0754729463751413
"Q8WZ42_IDR_33872_33966",0.0815751023438071
"Q8WZ42_IDR_34165_34253",0.0852947790533775
"Q8WZ42_IDR_3714_4075",0.085524964389217
"Q8WZ42_IDR_4170_4272",0.083553034456
"Q8WZ42_IDR_9853_12031",0.0595147628517377
"Q8WZ55_IDR_65_162",0.363428243685594
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.220571031630113
"Q92481_IDR_1_81",0.401950369886637
"Q92481_IDR_91_169",0.37747859848325
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.372318207425195
"Q92504_IDR_239_313",0.30798478323132
"Q92504_IDR_29_124",0.319697009343486
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.206173677564604
"Q92508_IDR_144_184",0.149542221355572
"Q92508_IDR_1534_1653",0.173395152640337
"Q92508_IDR_1809_1924",0.118419423242156
"Q92508_IDR_336_409",0.18726700680581
"Q92508_IDR_712_778",0.16520251839152
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.516376656489128
"Q92543_IDR_1_71",0.267734432517211
"Q92543_IDR_297_513",0.223059426242527
"Q92543_IDR_669_742",0.243061320497225
"Q92543_IDR_774_816",0.266144820743037
"Q92545_IDR_1158_1705",0.589299197567663
"Q92545_IDR_1_31",0.410700802432337
"Q92547_IDR_286_335",0.281994183753089
"Q92547_IDR_449_546",0.256723369311537
"Q92547_IDR_739_903",0.281455102257066
"Q92547_IDR_993_1263",0.179827344678308
"Q92551_IDR_343_394",0.487637557525636
"Q92551_IDR_98_200",0.512362442474364
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.3436517608561
"Q92560_IDR_566_624",0.333394769038423
"Q92560_IDR_695_729",0.322953470105477
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.483791868780054
"Q92563_IDR_368_423",0.516208131219946
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.376227435342125
"Q92609_IDR_651_717",0.234808835558847
"Q92609_IDR_719_786",0.181661496719731
"Q92610_IDR_1049_1267",0.197372429994758
"Q92610_IDR_1_68",0.135949803555699
"Q92610_IDR_73_800",0.318466503536879
"Q92610_IDR_833_863",0.150911018285799
"Q92610_IDR_914_1042",0.197300244626865
"Q92611_IDR_48_91",0.596359627347781
"Q92611_IDR_601_635",0.403640372652219
"Q92613_IDR_1_38",0.327018813917432
"Q92613_IDR_367_402",0.313178179085909
"Q92613_IDR_524_823",0.359803006996659
"Q92614_IDR_1_273",0.182414153174823
"Q92614_IDR_1938_2054",0.207756576381473
"Q92614_IDR_298_340",0.371189751981842
"Q92614_IDR_985_1018",0.238639518461863
"Q92615_IDR_1_154",0.357165220730616
"Q92615_IDR_310_341",0.369436076138476
"Q92615_IDR_395_738",0.273398703130908
"Q92625_IDR_1072_1118",0.271104351531619
"Q92625_IDR_308_663",0.275267236887138
"Q92625_IDR_832_923",0.27473469166455
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.568982124946119
"Q92628_IDR_142_397",0.431017875053881
"Q92630_IDR_1_150",0.569417935557493
"Q92630_IDR_538_601",0.430582064442507
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.532998076043731
"Q92665_IDR_1_102",0.467001923956269
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.278950770286319
"Q92766_IDR_319_446",0.0944226099311757
"Q92766_IDR_476_700",0.22298971736111
"Q92766_IDR_702_770",0.100721546846788
"Q92766_IDR_772_1687",0.302915355574607
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.621030011917251
"Q92777_IDR_421_564",0.378969988082749
"Q92783_IDR_147_212",0.420352191247526
"Q92783_IDR_267_298",0.296426653496143
"Q92783_IDR_378_540",0.283221155256332
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.676012125807814
"Q92793_IDR_1559_1612",0.131449386957147
"Q92793_IDR_1852_2432",0.192538487235039
"Q92794_IDR_313_474",0.265703045124528
"Q92805_IDR_636_689",0.357737390469329
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.478185676724974
"Q92830_IDR_383_453",0.521814323275026
"Q92831_IDR_1_89",0.533349493433538
"Q92831_IDR_366_447",0.466650506566462
"Q92833_IDR_1202_1246",0.209942612312169
"Q92833_IDR_165_549",0.27755133804232
"Q92833_IDR_43_159",0.301797918968246
"Q92833_IDR_719_805",0.210708130677265
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.503118036741734
"Q92835_IDR_869_1189",0.496881963258266
"Q92837_IDR_1_31",0.319526805452437
"Q92886_IDR_153_209",0.614273011523038
"Q92887_IDR_255_304",0.397694503969864
"Q92887_IDR_866_949",0.602305496030136
"Q92888_IDR_234_393",0.426864463600878
"Q92888_IDR_761_867",0.573135536399122
"Q92889_IDR_453_543",0.519314344109795
"Q92889_IDR_646_680",0.480685655890205
"Q92890_IDR_229_262",0.515044134796954
"Q92890_IDR_272_307",0.484955865203046
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.317987530524422
"Q92900_IDR_1_113",0.362348451610255
"Q92900_IDR_962_995",0.319664017865323
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.433015143029405
"Q92908_IDR_133_330",0.280042257458727
"Q92908_IDR_422_464",0.12750316346338
"Q92908_IDR_477_559",0.159439436048488
"Q92945_IDR_582_614",0.340276252113369
"Q92945_IDR_630_681",0.317516483720281
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.570403690679171
"Q92949_IDR_208_308",0.429596309320829
"Q92952_IDR_1_44",0.311192325024256
"Q92952_IDR_49_90",0.29883237219968
"Q92952_IDR_508_543",0.389975302776064
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.553057314924671
"Q92954_IDR_67_1129",0.446942685075329
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.340116112852951
"Q92968_IDR_214_244",0.340687264995561
"Q92968_IDR_337_403",0.319196622151488
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.467903242886284
"Q92974_IDR_671_986",0.532096757113716
"Q93073_IDR_1_57",0.311020549952116
"Q93073_IDR_64_668",0.429270100334512
"Q93073_IDR_827_1101",0.259709349713371
"Q93074_IDR_1441_1474",0.218570937187899
"Q93074_IDR_1741_2177",0.477078071397501
"Q93074_IDR_629_720",0.304350991414599
"Q93075_IDR_1_294",0.261605426439386
"Q93075_IDR_297_343",0.313010074984468
"Q93075_IDR_345_488",0.425384498576146
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.508177047816266
"Q93100_IDR_674_710",0.491822952183734
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.451614186719317
"Q969R2_IDR_406_512",0.548385813280683
"Q969R5_IDR_115_172",0.239337100760155
"Q969R5_IDR_1_84",0.439775290975043
"Q969R5_IDR_606_667",0.320887608264802
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.444772344036683
"Q969X0_IDR_144_195",0.555227655963317
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.516761558432287
