"","GO0035639_purine_ribonucleoside_triphosphate_binding"
"P98164_IDR_4531_4648",1
"P98168_IDR_1_799",1
"P98169_IDR_1_803",1
"P98171_IDR_149_230",0.260911294085441
"P98171_IDR_398_448",0.245833503340816
"P98171_IDR_715_774",0.246922259007041
"P98171_IDR_804_946",0.246332943566702
"P98172_IDR_166_297",1
"P98173_IDR_1_60",1
"P98174_IDR_1_368",0.538058889518142
"P98174_IDR_923_961",0.461941110481858
"P98175_IDR_1_126",0.156372767925125
"P98175_IDR_249_297",0.157234415821541
"P98175_IDR_512_560",0.159632645880859
"P98175_IDR_618_762",0.196618440053804
"P98175_IDR_766_870",0.164073486334453
"P98177_IDR_1_100",0.50137028475184
"P98175_IDR_872_907",0.166068243984217
"P98177_IDR_184_474",0.49862971524816
"Q00577_IDR_284_322",0.5025109822197
"Q00587_IDR_1_48",0.338691693952922
"Q00587_IDR_215_377",0.339323199639153
"Q00587_IDR_53_209",0.321985106407925
"Q00613_IDR_153_529",1
"Q00653_IDR_331_462",0.315031987323101
"Q00653_IDR_697_729",0.346071365635726
"Q00653_IDR_851_900",0.338896647041172
"Q00688_IDR_74_108",1
"Q00722_IDR_1005_1067",0.246736269908816
"Q00722_IDR_1153_1185",0.250466409904161
"Q00722_IDR_461_537",0.255159231199122
"Q00722_IDR_825_1003",0.2476380889879
"Q00839_IDR_41_281",0.484309725244756
"Q00839_IDR_678_708",0.515690274755244
"Q00872_IDR_1_55",1
"Q008S8_IDR_211_271",0.515240757219225
"Q008S8_IDR_518_561",0.484759242780775
"Q00973_IDR_1_55",1
"Q00975_IDR_1_49",0.312390878253356
"Q00975_IDR_1869_2335",0.38060776503481
"Q00975_IDR_772_1120",0.307001356711834
"Q00978_IDR_121_198",1
"Q00987_IDR_113_192",0.404957056124734
"Q00987_IDR_209_275",0.292003503110519
"Q00987_IDR_334_431",0.303039440764748
"Q00994_IDR_1_67",1
"Q00G26_IDR_206_256",0.336223060989927
"Q00G26_IDR_384_463",0.343798420098395
"Q00G26_IDR_50_200",0.319978518911678
"Q01101_IDR_306_366",0.346532352758488
"Q01101_IDR_374_431",0.331509371679201
"Q01105_IDR_1_39",0.517149524152009
"Q01105_IDR_238_290",0.482850475847991
"Q01113_IDR_13_47",0.493794736351639
"Q01113_IDR_338_382",0.50620526364836
"Q01118_IDR_1644_1682",0.304790170624117
"Q01118_IDR_418_462",0.36189365798777
"Q01118_IDR_776_878",0.333316171388112
"Q01130_IDR_93_221",1
"Q01167_IDR_1_32",0.327462700658751
"Q01167_IDR_162_257",0.378522885118746
"Q01167_IDR_346_660",0.294014414222503
"Q01196_IDR_1_47",0.489287743284852
"Q01196_IDR_330_445",0.510712256715148
"Q01201_IDR_1_52",0.33180279469673
"Q01201_IDR_403_579",0.317554167671693
"Q01201_IDR_65_121",0.350643037631576
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.482893484751088
"Q01780_IDR_135_184",0.359990557547997
"Q01780_IDR_580_659",0.321706822729725
"Q01780_IDR_662_885",0.318302619722279
"Q01804_IDR_194_241",0.267934224299285
"Q01804_IDR_319_701",0.24617829538183
"Q01804_IDR_705_862",0.240908158662882
"Q01804_IDR_864_1114",0.244979321656004
"Q01814_IDR_1151_1243",0.53213796043629
"Q01814_IDR_292_382",0.46786203956371
"Q01826_IDR_1_70",0.198796576637263
"Q01826_IDR_202_234",0.205339272454067
"Q01826_IDR_245_515",0.204288295639331
"Q01826_IDR_562_648",0.197728621967687
"Q01826_IDR_698_763",0.193847233301652
"Q01831_IDR_1_158",0.295000712404817
"Q01831_IDR_325_523",0.401674848802402
"Q01831_IDR_868_940",0.303324438792781
"Q01844_IDR_1_359",0.491580235962072
"Q01844_IDR_448_656",0.508419764037928
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.198159892500864
"Q02086_IDR_1_72",0.200261119076487
"Q02086_IDR_218_298",0.197274633658427
"Q02086_IDR_301_343",0.206498547694955
"Q02086_IDR_362_415",0.197805807069267
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.192541006531435
"Q02224_IDR_2502_2545",0.193307920164369
"Q02224_IDR_2569_2639",0.218409078093062
"Q02224_IDR_2665_2701",0.191194372407342
"Q02224_IDR_360_548",0.204547622803793
"Q02241_IDR_443_498",0.310920654819229
"Q02241_IDR_657_769",0.361883396549036
"Q02241_IDR_783_815",0.327195948631734
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.31553949015472
"Q02297_IDR_215_247",0.329654993997515
"Q02509_IDR_193_255",0.510423398004855
"Q02509_IDR_411_477",0.489576601995145
"Q02535_IDR_1_37",0.54573839620699
"Q02535_IDR_87_119",0.45426160379301
"Q02539_IDR_111_215",0.490125625232009
"Q02539_IDR_1_40",0.509874374767991
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.333343756723548
"Q02641_IDR_1_78",0.347604716899253
"Q02641_IDR_415_598",0.319051526377199
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.507936690397734
"Q03164_IDR_1_1392",0.202591035306156
"Q03164_IDR_1665_1704",0.199154754693492
"Q03164_IDR_1809_1860",0.19827471880824
"Q03164_IDR_2100_2174",0.203425653559911
"Q03164_IDR_2180_3663",0.196553837632202
"Q03167_IDR_757_807",0.495486703647948
"Q03167_IDR_811_851",0.504513296352052
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.500540562977559
"Q03181_IDR_1_69",0.499459437022441
"Q03188_IDR_323_742",0.324178286039079
"Q03188_IDR_47_304",0.360186581316506
"Q03188_IDR_778_815",0.315635132644415
"Q03252_IDR_1_45",0.340260001446718
"Q03252_IDR_404_469",0.348356386354468
"Q03252_IDR_583_616",0.311383612198814
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.203042580814988
"Q03468_IDR_1_91",0.198553156000458
"Q03989_IDR_147_496",0.492120331029056
"Q03989_IDR_1_56",0.507879668970944
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.502453209440762
"Q04323_IDR_43_95",0.497546790559238
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.471669439438376
"Q04637_IDR_993_1236",0.528330560561624
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.50445449770202
"Q04671_IDR_130_199",0.49554550229798
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.475976744420838
"Q04721_IDR_2426_2469",0.524023255579162
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.518137081115113
"Q04725_IDR_97_345",0.481862918884887
"Q04726_IDR_113_361",0.498013670866508
"Q04726_IDR_45_87",0.501986329133492
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.48949050803404
"Q05066_IDR_1_59",0.51050949196596
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.327524036282633
"Q05086_IDR_389_423",0.330169701511303
"Q05086_IDR_81_123",0.342306262206064
"Q05193_IDR_498_651",0.445953121868856
"Q05193_IDR_748_864",0.554046878131144
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.485447692098184
"Q05215_IDR_545_589",0.514552307901816
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.329487976233049
"Q05397_IDR_689_730",0.353329109874467
"Q05397_IDR_763_920",0.317182913892484
"Q05469_IDR_1_297",0.482368152308994
"Q05469_IDR_822_934",0.517631847691006
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.502774032163362
"Q05940_IDR_53_125",0.497225967836638
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.301459736503856
"Q05BQ5_IDR_562_628",0.378845816272457
"Q05BQ5_IDR_77_135",0.319694447223687
"Q05BV3_IDR_1277_1357",0.488930761715806
"Q05BV3_IDR_600_671",0.511069238284194
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.319491592525358
"Q05D60_IDR_39_252",0.329328090899047
"Q05D60_IDR_397_564",0.351180316575595
"Q05DH4_IDR_527_846",0.495397792169176
"Q05DH4_IDR_948_995",0.504602207830824
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.515623582369269
"Q06190_IDR_258_706",0.484376417630731
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.508790986140329
"Q06418_IDR_856_890",0.491209013859671
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.499501546443899
"Q06710_IDR_383_450",0.500498453556101
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.524623241771053
"Q06787_IDR_409_632",0.475376758228947
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.339932549000014
"Q06945_IDR_1_65",0.331421921790483
"Q06945_IDR_72_114",0.328645529209503
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.491576690894594
"Q07065_IDR_372_483",0.508423309105406
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.367247611233061
"Q07157_IDR_271_396",0.31091857448241
"Q07157_IDR_806_1627",0.321833814284529
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.498925131129164
"Q07864_IDR_1935_1971",0.501074868870836
"Q07869_IDR_166_207",0.507864958931769
"Q07869_IDR_1_96",0.492135041068231
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.313219609840045
"Q07912_IDR_573_957",0.361170097997569
"Q07912_IDR_73_113",0.325610292162386
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.236344170812449
"Q08050_IDR_1_54",0.246966359517299
"Q08050_IDR_315_621",0.25954765550589
"Q08050_IDR_684_715",0.257141814164362
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.496553471508146
"Q08397_IDR_232_307",0.511946859153866
"Q08397_IDR_78_177",0.488053140846134
"Q08462_IDR_1_33",0.485767483172734
"Q08462_IDR_468_548",0.514232516827266
"Q08493_IDR_1_304",0.54818604975626
"Q08493_IDR_663_712",0.45181395024374
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.502696462325232
"Q08499_IDR_739_809",0.497303537674768
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.337769880544026
"Q08828_IDR_1_32",0.339792841444631
"Q08828_IDR_482_561",0.322437278011342
"Q08945_IDR_427_547",0.489482742995174
"Q08945_IDR_616_709",0.510517257004826
"Q08999_IDR_1_41",0.300876500466219
"Q08999_IDR_627_714",0.350518749278866
"Q08999_IDR_936_1006",0.348604750254914
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.193698727581389
"Q08AE8_IDR_348_553",0.316883769171234
"Q08AE8_IDR_647_687",0.24546476493839
"Q08AE8_IDR_718_756",0.243952738308988
"Q08AG5_IDR_48_142",0.499907297931848
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.480387689059734
"Q09428_IDR_933_989",0.519612310940266
"Q09470_IDR_1_33",0.481473280304488
"Q09470_IDR_420_495",0.518526719695512
"Q09472_IDR_1_1047",0.319240911998004
"Q09472_IDR_1523_1575",0.362652080219964
"Q09472_IDR_1811_2414",0.318107007782032
"Q09666_IDR_1_32",0.209294342166938
"Q09666_IDR_350_403",0.202739950017576
"Q09666_IDR_4718_4843",0.193040996242742
"Q09666_IDR_4845_5871",0.188175194181329
"Q09666_IDR_75_348",0.206749517391415
"Q09MP3_IDR_1052_1089",0.216389563345218
"Q09MP3_IDR_1_248",0.199495907673195
"Q09MP3_IDR_727_781",0.195356715003534
"Q09MP3_IDR_798_946",0.189705778207124
"Q09MP3_IDR_985_1049",0.199052035770928
"Q0D2I5_IDR_1_188",0.302321874177574
"Q0D2I5_IDR_359_398",0.349897734474489
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.470859194139476
"Q0VF96_IDR_64_627",0.529140805860524
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.458703958576798
"Q0VG99_IDR_19_130",0.541296041423202
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.336920869551573
"Q0ZGT2_IDR_1_270",0.251617473344958
"Q0WX57_IDR_379_464",0.333016190927472
"Q0WX57_IDR_469_528",0.330062939520955
"Q0ZGT2_IDR_273_327",0.261644617094655
"Q0ZGT2_IDR_340_394",0.255886334446164
"Q0ZGT2_IDR_406_579",0.230851575114223
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.318132002609842
"Q10570_IDR_715_776",0.356901003876128
"Q12772_IDR_1_342",0.471974401951672
"Q12772_IDR_389_475",0.528025598048328
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.505661549276558
"Q12778_IDR_243_570",0.494338450723442
"Q12789_IDR_1059_1100",0.14239665250845
"Q12789_IDR_1139_1246",0.148673441717288
"Q12789_IDR_1606_1638",0.136504278165219
"Q12789_IDR_1823_1972",0.147085095080881
"Q12789_IDR_437_608",0.136507216279488
"Q12789_IDR_716_777",0.146873961663973
"Q12789_IDR_818_870",0.141959354584701
"Q12791_IDR_1181_1236",0.363130911298897
"Q12791_IDR_1_69",0.315891496033571
"Q12791_IDR_717_804",0.320977592667532
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.506541045509835
"Q12797_IDR_85_336",0.493458954490165
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.502571526784576
"Q12840_IDR_779_1032",0.497428473215424
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.486075213486197
"Q12852_IDR_421_859",0.513924786513803
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.517968306422404
"Q12872_IDR_510_927",0.482031693577596
"Q12873_IDR_1324_1393",0.246025782953435
"Q12873_IDR_1517_1703",0.254625103355488
"Q12873_IDR_199_377",0.260309071726359
"Q12873_IDR_31_132",0.239040041964717
"Q12874_IDR_290_331",0.491669435841123
"Q12874_IDR_333_377",0.508330564158877
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.160906950062021
"Q12923_IDR_1456_1487",0.138256744839011
"Q12923_IDR_1599_1777",0.14409977816756
"Q12923_IDR_1971_2172",0.132275945799285
"Q12923_IDR_937_1050",0.142349225542096
"Q12929_IDR_1_61",0.196334300197007
"Q12929_IDR_186_264",0.185351649166438
"Q12929_IDR_462_493",0.209363495657947
"Q12929_IDR_495_530",0.185836609197893
"Q12929_IDR_592_715",0.223113945780715
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.264544529408701
"Q12934_IDR_318_427",0.247011584198923
"Q12934_IDR_508_616",0.236635541772113
"Q12934_IDR_634_665",0.251808344620262
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.518338284367027
"Q12947_IDR_255_408",0.481661715632973
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.503510446560605
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.499465401461936
"Q12996_IDR_650_717",0.500534598538064
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.215874096877973
"Q13009_IDR_1_429",0.275436272252087
"Q13009_IDR_675_711",0.263995073226762
"Q13009_IDR_931_1033",0.244694557643179
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.526727497254377
"Q13017_IDR_946_1109",0.473272502745623
"Q13023_IDR_1194_1284",0.157227802176849
"Q13023_IDR_1300_1638",0.195495173294904
"Q13023_IDR_1_57",0.157255144916884
"Q13023_IDR_1640_2109",0.167851672064655
"Q13023_IDR_171_760",0.168575489100299
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.474709554125449
"Q13099_IDR_733_833",0.525290445874551
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.345797201839842
"Q13107_IDR_637_699",0.320296910331749
"Q13107_IDR_925_963",0.333905887828409
"Q13111_IDR_1_117",0.201660772773145
"Q13111_IDR_120_464",0.186856829733785
"Q13111_IDR_516_551",0.197636954945262
"Q13111_IDR_605_656",0.207778628996989
"Q13111_IDR_831_956",0.206066813550818
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.478727408455505
"Q13113_IDR_56_114",0.521272591544495
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.496924672709342
"Q13117_IDR_453_538",0.503075327290658
"Q13118_IDR_1_365",0.470296081743892
"Q13118_IDR_450_480",0.529703918256108
"Q13123_IDR_1_135",0.491867913309325
"Q13123_IDR_293_479",0.508132086690675
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.321707294819068
"Q13144_IDR_455_490",0.327257164429133
"Q13144_IDR_501_548",0.351035540751799
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.496188030194508
"Q13148_IDR_338_414",0.503811969805492
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.482014866506254
"Q13153_IDR_1_72",0.517985133493746
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.522687458854097
"Q13164_IDR_393_725",0.477312541145903
"Q13177_IDR_133_226",0.45134489757214
"Q13177_IDR_1_72",0.54865510242786
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.502805985457207
"Q13190_IDR_180_269",0.497194014542793
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.479648736622909
"Q13200_IDR_620_666",0.52035126337709
"Q13201_IDR_15_207",0.35105995352713
"Q13201_IDR_276_386",0.317132940456383
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.497331369558241
"Q13224_IDR_873_1330",0.502668630441759
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.238923063089043
"Q13233_IDR_397_442",0.250946313903172
"Q13233_IDR_497_545",0.269936578164394
"Q13233_IDR_872_1236",0.240194044843391
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.488639769909549
"Q13263_IDR_416_624",0.511360230090451
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.344773180385223
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.520354989625019
"Q13342_IDR_145_586",0.479645010374981
"Q13351_IDR_33_77",0.503119420310875
"Q13351_IDR_81_274",0.496880579689125
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.491031073893122
"Q13356_IDR_449_482",0.508968926106878
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.499796752247062
"Q13361_IDR_1_81",0.500203247752938
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.325027530868192
"Q13367_IDR_255_295",0.331596830488925
"Q13367_IDR_649_845",0.343375638642883
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.214620938790092
"Q13370_IDR_271_657",0.566957925934333
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.33207124072665
"Q13433_IDR_444_589",0.340241511182825
"Q13433_IDR_93_260",0.327687248090525
"Q13435_IDR_1_54",0.207217349779038
"Q13435_IDR_398_455",0.204008904098386
"Q13435_IDR_59_366",0.18630804847004
"Q13435_IDR_690_780",0.203006698284755
"Q13435_IDR_832_895",0.19945899936778
"Q13438_IDR_262_368",0.324392707995411
"Q13438_IDR_370_500",0.336955710466362
"Q13438_IDR_503_540",0.338651581538228
"Q13439_IDR_1_292",0.257188518691974
"Q13439_IDR_1683_1728",0.250886493003571
"Q13439_IDR_1875_1912",0.249121825940648
"Q13439_IDR_2067_2187",0.242803162363807
"Q13442_IDR_1_118",0.54992111214449
"Q13442_IDR_135_181",0.45007888785551
"Q13443_IDR_1_36",0.449716971639114
"Q13443_IDR_728_819",0.550283028360886
"Q13474_IDR_1_73",0.338436202861955
"Q13474_IDR_733_842",0.338790529730977
"Q13474_IDR_873_957",0.322773267407068
"Q13477_IDR_156_203",0.495303671499546
"Q13477_IDR_211_332",0.504696328500454
"Q13480_IDR_120_286",0.493617316851371
"Q13480_IDR_288_621",0.506382683148629
"Q13487_IDR_130_200",0.496627300896199
"Q13487_IDR_264_304",0.503372699103801
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.493350794409449
"Q13489_IDR_340_377",0.506649205590551
"Q13490_IDR_118_178",0.329323065144011
"Q13490_IDR_1_39",0.341516147034404
"Q13490_IDR_351_392",0.329160787821585
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.50339276073909
"Q13496_IDR_571_603",0.49660723926091
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.494728528632978
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.327062174948275
"Q13563_IDR_785_832",0.351063273436032
"Q13563_IDR_869_968",0.321874551615693
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.520342937634717
"Q13569_IDR_319_410",0.479657062365283
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.51883934923152
"Q13573_IDR_307_402",0.48116065076848
"Q13574_IDR_1_235",0.612641750703831
"Q13574_IDR_945_1011",0.387358249296169
"Q13585_IDR_326_438",0.498382541196251
"Q13585_IDR_456_585",0.501617458803749
"Q13586_IDR_1_45",0.463230643390306
"Q13586_IDR_462_685",0.536769356609694
"Q13595_IDR_1_116",0.529499952908214
"Q13595_IDR_198_282",0.470500047091786
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.250247823927688
"Q13621_IDR_1_57",0.242617745817704
"Q13621_IDR_64_94",0.248172141614693
"Q13621_IDR_833_901",0.258962288639915
"Q13627_IDR_1_89",0.506282690645197
"Q13627_IDR_482_746",0.493717309354803
"Q13634_IDR_1_46",0.507456945944586
"Q13634_IDR_678_708",0.492543054055414
"Q13635_IDR_1186_1248",0.244644517801239
"Q13635_IDR_1266_1360",0.279744403330499
"Q13635_IDR_1_47",0.233850337348236
"Q13635_IDR_679_721",0.241760741520026
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.239837245898515
"Q13671_IDR_188_219",0.242980078059475
"Q13671_IDR_231_351",0.286104990564094
"Q13671_IDR_708_783",0.231077685477916
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.321360301582113
"Q13698_IDR_1836_1873",0.359808596440574
"Q13698_IDR_669_758",0.318831101977313
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.317610765274094
"Q13761_IDR_283_332",0.361569430407199
"Q13761_IDR_347_408",0.320819804318707
"Q86U44_IDR_164_243",0.510356457199843
"Q86U44_IDR_1_73",0.489643542800157
"Q86U70_IDR_1_61",0.517354589223689
"Q86U70_IDR_260_411",0.482645410776311
"Q86U86_IDR_1100_1133",0.113996413125988
"Q86U86_IDR_1264_1397",0.122609474559769
"Q86U86_IDR_1400_1461",0.114586266949811
"Q86U86_IDR_1_43",0.164835318864241
"Q86U86_IDR_1509_1589",0.112552371734845
"Q86U86_IDR_294_379",0.133634755279708
"Q86U86_IDR_487_517",0.124322798624555
"Q86U86_IDR_904_941",0.113462600861082
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.498581426563323
"Q86UA1_IDR_602_634",0.501418573436677
"Q86UB2_IDR_1_33",0.241010820932019
"Q86UB2_IDR_150_181",0.242946308835451
"Q86UB2_IDR_433_503",0.271459503948992
"Q86UB2_IDR_85_134",0.244583366283539
"Q86UK5_IDR_1161_1260",0.145850192248773
"Q86UK5_IDR_966_1098",0.14261136377279
"Q86UL3_IDR_1_33",0.497979094615888
"Q86UL3_IDR_62_106",0.502020905384112
"Q86UL8_IDR_1013_1128",0.156387394598402
"Q86UL8_IDR_1231_1455",0.170852048768827
"Q86UL8_IDR_206_301",0.183451047627855
"Q86UL8_IDR_554_598",0.165856046838165
"Q86UL8_IDR_688_763",0.162333836479976
"Q86UL8_IDR_869_906",0.161119625686774
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.344527104198161
"Q86UP2_IDR_1_639",0.321850921512489
"Q86UP2_IDR_836_1001",0.333621974289349
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.645108256468369
"Q86UU1_IDR_726_1194",0.354891743531631
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.431004302060234
"Q86UV5_IDR_874_942",0.568995697939766
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.159714699116163
"Q86UW6_IDR_1437_1490",0.164430201002932
"Q86UW6_IDR_1_44",0.189352124651005
"Q86UW6_IDR_1574_1613",0.163320122179943
"Q86UW6_IDR_586_1012",0.166561056478797
"Q86UW6_IDR_95_311",0.156621796571161
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.343249288420314
"Q86UX6_IDR_391_435",0.331993267779286
"Q86UX6_IDR_438_486",0.3247574438004
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.49912015318003
"Q86UZ6_IDR_506_584",0.50087984681997
"Q86V15_IDR_127_339",0.140085149900363
"Q86V15_IDR_380_456",0.140222387390555
"Q86V15_IDR_47_89",0.141616212113836
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.335649128126247
"Q86V59_IDR_212_374",0.321612521035037
"Q86V59_IDR_379_439",0.342738350838717
"Q86V71_IDR_46_136",1
