"","GO0032553_ribonucleotide_binding"
"Q8TED9_IDR_317_393",0.246567800901429
"Q8TED9_IDR_514_768",0.236555287456367
"Q8TED9_IDR_76_157",0.260364627706261
"Q8TEE9_IDR_153_199",1
"Q8TEF2_IDR_1_89",0.457021441169119
"Q8TEF2_IDR_94_133",0.542978558830881
"Q8TER5_IDR_1430_1519",0.328505568199511
"Q8TER5_IDR_942_1034",0.322197486441156
"Q8TES7_IDR_1016_1100",0.480299115095054
"Q8TES7_IDR_1_590",0.519700884904946
"Q8TEU7_IDR_1065_1475",0.254963050360041
"Q8TEU7_IDR_121_209",0.143426970560901
"Q8TEU7_IDR_1495_1535",0.144284667548417
"Q8TEU7_IDR_1540_1601",0.151953577481407
"Q8TEU7_IDR_213_247",0.167610227135174
"Q8TEU7_IDR_625_744",0.13776150691406
"Q8TEV9_IDR_212_252",0.345254183661701
"Q8TEV9_IDR_254_369",0.335067931385307
"Q8TEV9_IDR_374_707",0.319677884952993
"Q8TEW0_IDR_145_212",0.253597132408284
"Q8TEW0_IDR_215_260",0.238008142701771
"Q8TEW0_IDR_368_453",0.222060869626787
"Q8TEW0_IDR_686_1334",0.286333855263158
"Q8TEW6_IDR_236_326",1
"Q8TEW8_IDR_124_196",0.365847102758882
"Q8TEW8_IDR_306_377",0.34281767605144
"Q8TF39_IDR_223_389",0.515395485057258
"Q8TF40_IDR_173_204",0.193871804045134
"Q8TF40_IDR_245_325",0.239684951780295
"Q8TF40_IDR_593_748",0.193693445431214
"Q8TF40_IDR_68_114",0.194188565420795
"Q8TF40_IDR_758_969",0.178561233322562
"Q8TF42_IDR_1_34",0.490455961255735
"Q8TF42_IDR_349_380",0.509544038744265
"Q8TF44_IDR_15_50",0.426789504872636
"Q8TF44_IDR_56_298",0.573210495127364
"Q8TF45_IDR_21_114",1
"Q8TF47_IDR_67_247",1
"Q8TF50_IDR_1_109",0.475411174371752
"Q8TF50_IDR_160_471",0.524588825628248
"Q8TF61_IDR_1_544",1
"Q8TF62_IDR_1107_1192",1
"Q8TF64_IDR_1_33",1
"Q8TF65_IDR_1_38",1
"Q8TF66_IDR_477_529",1
"Q8WUA7_IDR_12_191",1
"Q8WUB2_IDR_142_273",0.514839952183315
"Q8WUB2_IDR_1_63",0.485160047816685
"Q8WUB8_IDR_1_64",0.489286565366319
"Q8WUB8_IDR_281_374",0.510713434633681
"Q8WUD1_IDR_181_213",1
"Q8WUD4_IDR_1_101",1
"Q8WUE5_IDR_1_31",1
"Q8WUF5_IDR_1_620",1
"Q8WUF8_IDR_1_34",0.504457218804557
"Q8WUF8_IDR_219_255",0.495542781195443
"Q8WUH6_IDR_1_116",1
"Q8WUI4_IDR_1_514",0.495898867130267
"Q8WUI4_IDR_911_952",0.504101132869733
"Q8WUJ0_IDR_184_223",1
"Q8WUM0_IDR_1_66",1
"Q8WUM4_IDR_710_804",1
"Q8WUM9_IDR_250_499",1
"Q8WUN7_IDR_1_31",1
"Q8WV16_IDR_1_62",1
"Q8WV24_IDR_1_147",0.357957237001633
"Q8WV24_IDR_187_242",0.332379325408294
"Q8WV24_IDR_284_401",0.309663437590073
"Q8WV28_IDR_1_339",1
"Q8WV37_IDR_1_31",0.521184656565922
"Q8WV37_IDR_37_202",0.478815343434078
"Q8WV41_IDR_66_182",1
"Q8WV44_IDR_127_169",0.480109365590468
"Q8WV44_IDR_52_90",0.519890634409532
"Q8WV48_IDR_162_283",0.321817852395452
"Q8WV48_IDR_1_64",0.323909406186532
"Q8WV48_IDR_87_155",0.354272741418015
"Q8WV74_IDR_204_236",1
"Q8WV83_IDR_143_204",0.500290402214014
"Q8WV83_IDR_1_60",0.499709597785986
"Q8WV93_IDR_1_70",1
"Q8WV99_IDR_128_256",1
"Q8WVB6_IDR_1_166",0.249847455743913
"Q8WVB6_IDR_247_277",0.253349126657464
"Q8WVT3_IDR_1_305",1
"Q8WVV4_IDR_1_303",1
"Q8WVV9_IDR_1_70",1
"Q8WVX3_IDR_1_66",1
"Q8WVZ1_IDR_263_309",1
"Q8WVZ7_IDR_310_376",1
"Q8WW01_IDR_1_32",1
"Q8WW12_IDR_1_154",1
"Q8WW18_IDR_1_67",1
"Q8WW34_IDR_18_60",1
"Q8WW36_IDR_1_59",1
"Q8WW38_IDR_1_195",0.241139680946125
"Q8WW38_IDR_204_250",0.264448529385186
"Q8WW38_IDR_275_352",0.254244656384555
"Q8WW38_IDR_358_1117",0.240167133284134
"Q8WW52_IDR_1_36",1
"Q8WWA1_IDR_1_147",1
"Q8WWB3_IDR_73_177",1
"Q8WWB5_IDR_166_213",1
"Q8WWQ0_IDR_1280_1315",0.299437914754707
"Q8WWQ0_IDR_1430_1821",0.4061704188838
"Q8WWR9_IDR_1_45",1
"Q8WWT9_IDR_1_31",0.511163982570283
"Q8WWT9_IDR_167_223",0.488836017429717
"Q8WWU5_IDR_1_39",1
"Q8WWW0_IDR_1_119",0.524086806458992
"Q8WWW0_IDR_173_204",0.475913193541008
"Q8WWW8_IDR_120_395",0.498748703023035
"Q8WWW8_IDR_397_526",0.501251296976965
"Q8WWX8_IDR_562_614",1
"Q8WWY3_IDR_1_45",0.48810460691264
"Q8WWY3_IDR_338_448",0.51189539308736
"Q8WWY6_IDR_1_76",0.52160132146757
"Q8WWY6_IDR_82_121",0.47839867853243
"Q8WWY7_IDR_1_111",1
"Q8WWZ3_IDR_1_105",1
"Q8WWZ4_IDR_704_741",1
"Q8WWZ7_IDR_793_830",1
"Q8WX77_IDR_1_34",1
"Q8WXG1_IDR_37_67",1
"Q8WXG6_IDR_1054_1277",0.262726240496585
"Q8WXG6_IDR_106_170",0.243433804278465
"Q8WXG6_IDR_437_472",0.247295301939314
"Q8WXG6_IDR_607_938",0.246544653285636
"Q8WXH0_IDR_1031_1105",0.200278397195668
"Q8WXH0_IDR_2353_2393",0.200889713111829
"Q8WXH0_IDR_3982_4491",0.187676543449375
"Q8WXH0_IDR_6349_6495",0.197273978471976
"Q8WXH0_IDR_6770_6832",0.213881367771153
"Q8WXH2_IDR_357_410",0.477586888276282
"Q8WXH2_IDR_424_723",0.522413111723718
"Q8WXH5_IDR_1_265",1
"Q8WXI2_IDR_299_400",0.289613301895852
"Q8WXI2_IDR_417_560",0.320646548300231
"Q8WXI2_IDR_672_905",0.389740149803916
"Q8WXI3_IDR_6_44",1
"Q8WXI4_IDR_1_40",1
"Q8WXU2_IDR_166_228",1
"Q8WXW3_IDR_1_60",0.311612959548191
"Q8WXW3_IDR_533_581",0.365958752008012
"Q8WXW3_IDR_669_757",0.322428288443797
"Q8WXX0_IDR_1_156",1
"Q8WXX5_IDR_182_212",1
"Q8WXX7_IDR_1_653",0.484210655892842
"Q8WXX7_IDR_655_1259",0.515789344107158
"Q8WY07_IDR_472_503",1
"Q8WY21_IDR_1125_1168",0.494912529541466
"Q8WY21_IDR_1_157",0.505087470458534
"Q8WY22_IDR_1_43",1
"Q8WY36_IDR_1_117",0.525512018392942
"Q8WY36_IDR_120_925",0.474487981607058
"Q8WY41_IDR_58_208",1
"Q8WY54_IDR_25_124",0.509419689769236
"Q8WY54_IDR_492_716",0.490580310230764
"Q8WY64_IDR_335_370",1
"Q8WY91_IDR_6_37",0.496678989598566
"Q8WY91_IDR_88_330",0.503321010401434
"Q8WYQ9_IDR_162_804",0.489022023284933
"Q8WYR1_IDR_313_511",0.502325683501387
"Q8WYR1_IDR_565_598",0.497674316498613
"Q8WYR4_IDR_225_309",1
"Q8WZ19_IDR_1_38",0.503231594940169
"Q8WZ19_IDR_281_329",0.496768405059831
"Q8WZ42_IDR_1386_1452",0.0807300694999699
"Q8WZ42_IDR_194_889",0.0858231220750666
"Q8WZ42_IDR_32818_32928",0.0819188124103379
"Q8WZ42_IDR_32971_33260",0.0937968327694899
"Q8WZ42_IDR_33393_33486",0.0856797261142952
"Q8WZ42_IDR_33581_33644",0.0817042967848611
"Q8WZ42_IDR_33743_33780",0.0836899038047103
"Q8WZ42_IDR_33872_33966",0.0807738755420239
"Q8WZ42_IDR_34165_34253",0.0852912639406988
"Q8WZ42_IDR_3714_4075",0.0792376668411007
"Q8WZ42_IDR_4170_4272",0.081457715813722
"Q8WZ42_IDR_9853_12031",0.0798967144037236
"Q8WZ55_IDR_65_162",0.32319984329953
"Q92186_IDR_1_69",1
"Q92187_IDR_1_55",1
"Q92466_IDR_1_53",1
"Q92481_IDR_176_208",0.321119861518564
"Q92481_IDR_1_81",0.332307413141425
"Q92481_IDR_91_169",0.346572725340011
"Q92502_IDR_1_511",1
"Q92503_IDR_184_236",1
"Q92504_IDR_196_230",0.340907721946108
"Q92504_IDR_239_313",0.335083813742727
"Q92504_IDR_29_124",0.324008464311165
"Q92519_IDR_1_55",1
"Q92508_IDR_1333_1515",0.155273695543941
"Q92508_IDR_144_184",0.159027240023162
"Q92508_IDR_1534_1653",0.212250967978044
"Q92508_IDR_1809_1924",0.165173809455602
"Q92508_IDR_336_409",0.151243108178607
"Q92508_IDR_712_778",0.157031178820644
"Q92520_IDR_1_57",1
"Q92521_IDR_1_60",1
"Q92541_IDR_606_654",0.50786810178887
"Q92543_IDR_1_71",0.243586571548996
"Q92543_IDR_297_513",0.247684711621451
"Q92543_IDR_669_742",0.255975017982919
"Q92543_IDR_774_816",0.252753698846634
"Q92545_IDR_1158_1705",0.500833352416947
"Q92545_IDR_1_31",0.499166647583053
"Q92547_IDR_286_335",0.249512413323853
"Q92547_IDR_449_546",0.25577067289776
"Q92547_IDR_739_903",0.244810640441368
"Q92547_IDR_993_1263",0.249906273337018
"Q92551_IDR_343_394",0.519798984437842
"Q92551_IDR_98_200",0.480201015562157
"Q92558_IDR_169_504",1
"Q92560_IDR_264_542",0.323815054770787
"Q92560_IDR_566_624",0.333329930554246
"Q92560_IDR_695_729",0.342855014674968
"Q92562_IDR_719_792",1
"Q92563_IDR_1_87",0.493267463987925
"Q92563_IDR_368_423",0.506732536012075
"Q92564_IDR_1_100",1
"Q92567_IDR_1_244",1
"Q92609_IDR_415_648",0.276755002990124
"Q92609_IDR_651_717",0.246966638422239
"Q92609_IDR_719_786",0.239930953244993
"Q92610_IDR_1049_1267",0.199308923225045
"Q92610_IDR_1_68",0.202622951877543
"Q92610_IDR_73_800",0.195649663276012
"Q92610_IDR_833_863",0.205158886116198
"Q92610_IDR_914_1042",0.197259575505202
"Q92611_IDR_48_91",0.486190582564097
"Q92611_IDR_601_635",0.513809417435903
"Q92613_IDR_1_38",0.287778977635678
"Q92613_IDR_367_402",0.276739927096084
"Q92613_IDR_524_823",0.435481095268238
"Q92614_IDR_1_273",0.336419004346244
"Q92614_IDR_1938_2054",0.221905255542318
"Q92614_IDR_298_340",0.207815709115561
"Q92614_IDR_985_1018",0.233860030995878
"Q92615_IDR_1_154",0.281816494641363
"Q92615_IDR_310_341",0.292784828091706
"Q92615_IDR_395_738",0.425398677266932
"Q92625_IDR_1072_1118",0.247121520505881
"Q92625_IDR_308_663",0.241706668596864
"Q92625_IDR_832_923",0.269228662224948
"Q92626_IDR_1322_1381",1
"Q92628_IDR_1104_1244",0.536282233564347
"Q92628_IDR_142_397",0.463717766435652
"Q92630_IDR_1_150",0.509611653349061
"Q92630_IDR_538_601",0.490388346650939
"Q92633_IDR_332_364",1
"Q92636_IDR_576_607",1
"Q92664_IDR_301_365",1
"Q92665_IDR_105_252",0.510422781829869
"Q92665_IDR_1_102",0.489577218170131
"Q92667_IDR_30_603",1
"Q92674_IDR_1_61",1
"Q92681_IDR_1_565",1
"Q92686_IDR_1_78",1
"Q92688_IDR_150_251",1
"Q92692_IDR_386_526",1
"Q92698_IDR_1_65",1
"Q92766_IDR_1_317",0.188710507156193
"Q92766_IDR_319_446",0.1931762324381
"Q92766_IDR_476_700",0.20904227622537
"Q92766_IDR_702_770",0.198407001870696
"Q92766_IDR_772_1687",0.210663982309641
"Q92769_IDR_387_488",1
"Q92772_IDR_293_493",1
"Q92777_IDR_1_110",0.488568648035194
"Q92777_IDR_421_564",0.511431351964806
"Q92783_IDR_147_212",0.342962341054317
"Q92783_IDR_267_298",0.342718534309729
"Q92783_IDR_378_540",0.314319124635953
"Q92784_IDR_82_257",1
"Q92785_IDR_81_267",1
"Q92786_IDR_1_582",1
"Q92791_IDR_380_437",1
"Q92793_IDR_1_1082",0.31679875929549
"Q92793_IDR_1559_1612",0.362901452567522
"Q92793_IDR_1852_2432",0.320299788136988
"Q92794_IDR_313_474",0.528064239457064
"Q92805_IDR_636_689",0.337547397931561
"Q92806_IDR_346_393",1
"Q92817_IDR_1_34",1
"Q92819_IDR_1_58",1
"Q92823_IDR_1193_1261",1
"Q92824_IDR_1785_1819",1
"Q92826_IDR_1_220",1
"Q92828_IDR_401_467",1
"Q92830_IDR_1_90",0.506948668880617
"Q92830_IDR_383_453",0.493051331119383
"Q92831_IDR_1_89",0.479242150602087
"Q92831_IDR_366_447",0.520757849397913
"Q92833_IDR_1202_1246",0.277161448869037
"Q92833_IDR_165_549",0.24443438051034
"Q92833_IDR_43_159",0.246034800728328
"Q92833_IDR_719_805",0.232369369892296
"Q92834_IDR_370_1020",1
"Q92835_IDR_105_156",0.505680523427555
"Q92835_IDR_869_1189",0.494319476572445
"Q92837_IDR_1_31",0.320053047995135
"Q92886_IDR_153_209",0.505082926072967
"Q92887_IDR_255_304",0.476137476308414
"Q92887_IDR_866_949",0.523862523691586
"Q92888_IDR_234_393",0.549141076826752
"Q92888_IDR_761_867",0.450858923173248
"Q92889_IDR_453_543",0.505603496084443
"Q92889_IDR_646_680",0.494396503915557
"Q92890_IDR_229_262",0.511393496127472
"Q92890_IDR_272_307",0.488606503872528
"Q92896_IDR_31_107",1
"Q92900_IDR_1010_1129",0.333513650313784
"Q92900_IDR_1_113",0.336290775477174
"Q92900_IDR_962_995",0.330195574209042
"Q92902_IDR_248_322",1
"Q92903_IDR_1_70",1
"Q92904_IDR_229_295",1
"Q92908_IDR_1_115",0.249529251754204
"Q92908_IDR_133_330",0.233129669323357
"Q92908_IDR_422_464",0.265455129356132
"Q92908_IDR_477_559",0.251885949566307
"Q92945_IDR_582_614",0.337119901675515
"Q92945_IDR_630_681",0.339582395747741
"Q92947_IDR_1_45",1
"Q92949_IDR_1_117",0.492789036939665
"Q92949_IDR_208_308",0.507210963060335
"Q92952_IDR_1_44",0.347134688269235
"Q92952_IDR_49_90",0.30910327122395
"Q92952_IDR_508_543",0.343762040506815
"Q92953_IDR_471_911",1
"Q92954_IDR_1_56",0.483504566649318
"Q92954_IDR_67_1129",0.516495433350682
"Q92956_IDR_228_283",1
"Q92959_IDR_132_165",1
"Q92963_IDR_189_219",1
"Q92968_IDR_1_65",0.34316022240475
"Q92968_IDR_214_244",0.329236112308276
"Q92968_IDR_337_403",0.327603665286974
"Q92973_IDR_329_378",1
"Q92974_IDR_1_192",0.575090458608216
"Q92974_IDR_671_986",0.424909541391784
"Q93073_IDR_1_57",0.331745016253194
"Q93073_IDR_64_668",0.350181699158954
"Q93073_IDR_827_1101",0.318073284587852
"Q93074_IDR_1441_1474",0.359741584231079
"Q93074_IDR_1741_2177",0.306121099921425
"Q93074_IDR_629_720",0.334137315847496
"Q93075_IDR_1_294",0.337227467264601
"Q93075_IDR_297_343",0.322791445873203
"Q93075_IDR_345_488",0.339981086862196
"Q93079_IDR_1_36",1
"Q93086_IDR_352_422",1
"Q93097_IDR_1_50",1
"Q93100_IDR_1_34",0.466530703257501
"Q93100_IDR_674_710",0.533469296742499
"Q969E1_IDR_1_38",1
"Q969E3_IDR_1_115",1
"Q969E4_IDR_1_200",1
"Q969E8_IDR_117_181",1
"Q969F0_IDR_1_126",1
"Q969F1_IDR_114_213",1
"Q969P6_IDR_1_40",1
"Q969Q0_IDR_1_63",1
"Q969R2_IDR_35_176",0.506515867219414
"Q969R2_IDR_406_512",0.493484132780586
"Q969R5_IDR_115_172",0.350158982447443
"Q969R5_IDR_1_84",0.323023475800694
"Q969R5_IDR_606_667",0.326817541751863
"Q969S2_IDR_80_115",1
"Q969S3_IDR_89_245",1
"Q969T3_IDR_1_112",1
"Q969T4_IDR_1_60",1
"Q969T9_IDR_189_261",1
"Q969V6_IDR_1_877",1
"Q969W3_IDR_1_160",1
"Q969W8_IDR_60_169",1
"Q969W9_IDR_1_287",1
"Q969X0_IDR_1_129",0.486334347288875
"Q969X0_IDR_144_195",0.513665652711125
"Q969X1_IDR_1_86",1
"Q969X2_IDR_1_50",1
"Q96A47_IDR_150_191",0.496326589766311
"Q96A47_IDR_243_359",0.503673410233689
"Q96A49_IDR_1_54",0.525731260644188
"Q96A49_IDR_219_336",0.474268739355812
"Q96A54_IDR_1_77",1
"Q96A56_IDR_100_240",0.510626663465261
"Q96A56_IDR_42_95",0.489373336534739
"Q96A57_IDR_1_33",1
"Q96A59_IDR_1_196",1
"Q96A61_IDR_52_174",1
"Q96AJ1_IDR_281_413",1
"Q96AM1_IDR_1_37",1
"Q96AP0_IDR_1_89",0.509785249621254
"Q96AP0_IDR_324_487",0.490214750378746
"Q96AP4_IDR_205_275",0.498072171945231
"Q96AP4_IDR_54_158",0.501927828054769
"Q96AP7_IDR_275_364",1
"Q96AQ1_IDR_1_378",1
"Q96AQ6_IDR_14_213",0.332859261873902
"Q96AQ6_IDR_215_579",0.322841987372302
"Q96AQ6_IDR_696_731",0.344298750753797
"Q96AQ8_IDR_1_161",1
"Q96AQ9_IDR_1_280",1
"Q96AT1_IDR_98_154",1
"Q96AV8_IDR_230_284",0.23554913050226
"Q96AV8_IDR_372_911",0.25401298377947
"Q96AV8_IDR_7_91",0.269872924448186
"Q96AV8_IDR_93_141",0.240564961270085
"Q96AW1_IDR_85_150",1
"Q96AY2_IDR_1_241",1
"Q96BF3_IDR_174_282",0.487652309593092
"Q96BF6_IDR_124_355",0.305124907793571
"Q96BF6_IDR_358_494",0.348352730187469
"Q96BF6_IDR_498_587",0.346522362018959
"Q96BH1_IDR_208_261",0.51379913224192
"Q96BH1_IDR_267_459",0.48620086775808
"Q96BI1_IDR_1_36",1
"Q96BJ3_IDR_114_154",1
"Q96BK5_IDR_95_328",1
"Q96BN2_IDR_78_136",1
"Q96BN6_IDR_1_87",0.496772388831057
"Q96BN6_IDR_298_582",0.503227611168943
"Q96BN8_IDR_1_77",1
"Q96BP2_IDR_1_40",1
"Q96BP3_IDR_1_63",1
"Q96BQ1_IDR_1_54",1
"Q96BR1_IDR_115_154",1
"Q96BR6_IDR_134_197",0.500434103550849
"Q96BR6_IDR_1_84",0.499565896449151
"Q96BT1_IDR_1_129",1
"Q96C03_IDR_1_120",1
"Q96C12_IDR_424_516",0.521817344035497
"Q96C12_IDR_79_120",0.478182655964503
"Q96C19_IDR_1_82",1
"Q96C24_IDR_31_340",1
"Q96C28_IDR_61_147",1
"Q96C34_IDR_136_174",0.254831494752577
"Q96C34_IDR_1_42",0.254102778938905
"Q96C34_IDR_289_335",0.244989087162972
"Q96C34_IDR_44_86",0.246076639145547
"Q96C36_IDR_274_320",1
"Q96C45_IDR_285_409",1
"Q96C55_IDR_1_264",1
"Q96C57_IDR_130_262",0.490439022533705
"Q96C57_IDR_1_75",0.509560977466295
"Q96C86_IDR_1_38",1
"Q96C90_IDR_1_55",1
"Q96C92_IDR_1_316",0.534970972108902
"Q96C92_IDR_350_381",0.465029027891098
"Q96CA5_IDR_174_224",1
"Q96CP6_IDR_218_365",0.32883804343903
"Q96CP6_IDR_538_631",0.339224278990713
"Q96CS3_IDR_307_358",1
"Q96CS4_IDR_82_175",1
"Q96CT2_IDR_1_300",1
"Q96CT7_IDR_1_164",1
"Q96CV9_IDR_1_310",0.425777484999965
"Q96CV9_IDR_505_547",0.574222515000035
"Q96CW5_IDR_105_241",1
"Q96CW6_IDR_145_192",0.319844030739009
"Q96CW6_IDR_226_286",0.302652858534832
"Q96CW6_IDR_79_133",0.377503110726159
"Q96CX2_IDR_131_204",1
"Q96CX6_IDR_336_371",1
"Q96D03_IDR_1_45",1
"Q96D05_IDR_1_62",1
"Q96D09_IDR_1_581",1
"Q96D15_IDR_1_51",1
"Q96D31_IDR_1_57",0.337961772018068
"Q96D31_IDR_202_249",0.334849982448304
"Q96DN6_IDR_120_1003",1
"Q96DR7_IDR_1_413",1
"Q96DT5_IDR_1_53",1
"Q96DT7_IDR_1_230",0.240778374071126
"Q96DT7_IDR_278_342",0.256224349637428
"Q96DT7_IDR_466_696",0.261455373851321
"Q96DT7_IDR_808_871",0.241541902440125
"Q96DU7_IDR_1_331",0.480145256447793
"Q96DU7_IDR_333_385",0.519854743552207
"Q96DW6_IDR_1_64",1
"Q96DX4_IDR_49_100",1
"Q96DX7_IDR_308_344",0.502235415516303
"Q96DX7_IDR_52_175",0.497764584483697
"Q96DX8_IDR_130_160",0.504938242776305
"Q96DX8_IDR_163_246",0.495061757223695
"Q96DY2_IDR_1_41",1
"Q96DY7_IDR_526_597",0.492196522217455
"Q96DY7_IDR_681_827",0.507803477782545
"Q96DZ5_IDR_1_40",0.238500319690808
"Q96EF0_IDR_540_704",1
"Q96EF9_IDR_150_222",1
"Q96EG1_IDR_1_32",1
"Q96EG3_IDR_1_390",1
"Q96EH3_IDR_1_89",1
"Q96EI5_IDR_1_215",1
"Q96EK2_IDR_1_378",0.48827401941651
"Q96EK2_IDR_494_531",0.51172598058349
"Q96EK4_IDR_84_314",1
"Q96EK7_IDR_317_567",0.497781396414554
"Q96EK7_IDR_857_910",0.502218603585446
"Q96EK9_IDR_117_199",1
"Q96EP0_IDR_175_489",1
"Q96EP1_IDR_126_296",0.488177148140498
"Q96EP1_IDR_383_453",0.511822851859502
"Q96EP5_IDR_373_407",1
"Q96EP9_IDR_16_84",0.498793122513339
"Q96EP9_IDR_391_437",0.501206877486661
"Q96EQ0_IDR_235_304",1
"Q96ER9_IDR_275_310",1
"Q96F46_IDR_1_35",0.487422536575456
"Q96F46_IDR_721_795",0.512577463424544
"Q96F63_IDR_1_61",0.511812387163845
"Q96F63_IDR_194_274",0.488187612836155
"Q96F81_IDR_1135_1474",0.493204369546464
"Q96F81_IDR_1_210",0.506795630453536
"Q96F83_IDR_1_142",1
"Q96F86_IDR_70_256",1
"Q96FA7_IDR_114_188",1
"Q96FC9_IDR_155_223",0.32687395156332
"Q96FC9_IDR_520_558",0.328155705843123
"Q96FC9_IDR_78_113",0.344970342593556
"Q96FE5_IDR_1_34",1
"Q96FE7_IDR_115_147",1
"Q96FF7_IDR_1_36",0.48763784577555
"Q96FF7_IDR_39_194",0.51236215422445
"Q96FF9_IDR_1_226",1
"Q96FG2_IDR_1_35",1
"Q96FI4_IDR_286_390",1
"Q96FJ0_IDR_162_258",1
"Q96GR2_IDR_1_71",1
"Q96GS4_IDR_1_205",0.521066762576724
"Q96GS4_IDR_214_251",0.478933237423276
"Q96GT9_IDR_1_111",1
"Q96GU1_IDR_1_130",1
"Q96GV9_IDR_1_35",0.500469577383552
"Q96GV9_IDR_78_148",0.499530422616448
"Q96GW7_IDR_358_638",0.490546013432751
"Q96GW7_IDR_876_911",0.509453986567249
"Q96GW9_IDR_1_40",1
"Q96HH9_IDR_219_328",0.350761087742415
"Q96HI0_IDR_1_184",0.348149769248388
"Q96HI0_IDR_189_240",0.343346258445051
"Q96HI0_IDR_249_495",0.30850397230656
"Q96HJ3_IDR_1_140",0.477652075219708
"Q96HJ3_IDR_329_373",0.522347924780292
"Q96HJ5_IDR_1_39",1
"Q96HL8_IDR_216_283",1
"Q96HM7_IDR_261_323",0.509845204593496
"Q96HM7_IDR_387_432",0.490154795406504
"Q96I76_IDR_225_320",0.489799892158882
"Q96I82_IDR_1_33",1
"Q96I99_IDR_1_34",1
"Q96IC2_IDR_1_48",1
"Q96IF1_IDR_1_331",1
"Q96II8_IDR_1_44",0.297997021599488
"Q96II8_IDR_281_312",0.331603713316286
"Q96II8_IDR_314_654",0.370399265084226
"Q96IK1_IDR_1_43",1
"Q96IK5_IDR_1_89",1
"Q96IL0_IDR_1_59",1
"Q96IM9_IDR_50_177",1
"Q96IP4_IDR_25_59",1
"Q96IQ7_IDR_269_327",1
"Q96IQ9_IDR_1_106",0.499062559650867
"Q96J88_IDR_1_315",1
"Q96J92_IDR_1_164",0.51000671570084
"Q96J92_IDR_521_1243",0.48999328429916
"Q96J94_IDR_1_107",1
"Q96JA1_IDR_1_36",0.332372498505232
"Q96JA1_IDR_821_928",0.32689111365771
"Q96JA1_IDR_936_1093",0.340736387837058
"Q96JA3_IDR_177_300",1
"Q96JA4_IDR_213_679",1
"Q96JB1_IDR_788_824",0.505082238295993
"Q96JB1_IDR_932_962",0.494917761704007
"Q96JB2_IDR_498_544",0.508048654763952
"Q96JB2_IDR_61_100",0.491951345236048
"Q96JB3_IDR_143_429",1
"Q96JK4_IDR_608_671",1
"Q96JK9_IDR_1_1090",1
"Q96JL9_IDR_42_311",1
"Q96JM2_IDR_1135_1264",0.267217707283406
"Q96JM2_IDR_165_1113",0.222995347449204
"Q96JM2_IDR_2138_2186",0.270970805550202
"Q96JM2_IDR_28_163",0.238816139717188
"Q96JM3_IDR_1_63",0.510142776784862
"Q96JM3_IDR_82_691",0.489857223215138
"Q96JM4_IDR_1_200",0.150342719606289
"Q96JM4_IDR_1223_1332",0.144389689342559
"Q96JM4_IDR_1353_1391",0.144516059048104
"Q96JM4_IDR_318_732",0.123134107363288
"Q96JQ2_IDR_294_1002",0.48684216386763
"Q96JQ5_IDR_1_48",1
"Q96JS3_IDR_145_386",1
"Q96JW4_IDR_1_168",1
"Q96JY0_IDR_328_434",0.493000503479218
"Q96JY0_IDR_64_106",0.506999496520782
"Q96JY6_IDR_86_281",1
"Q96JZ2_IDR_143_334",1
"Q96K17_IDR_122_158",0.501426038438966
"Q96K17_IDR_1_34",0.498573961561034
"Q96K21_IDR_131_415",0.492771046010452
"Q96K21_IDR_1_89",0.507228953989548
"Q96K30_IDR_1_269",1
"Q96K31_IDR_182_254",1
"Q96K37_IDR_338_410",1
"Q96K49_IDR_466_511",0.491202445555476
"Q96K49_IDR_523_555",0.508797554444524
"Q96K62_IDR_127_398",1
"Q96K75_IDR_54_203",1
"Q96K76_IDR_1_38",0.330225691789859
"Q96KM6_IDR_1_723",0.470209977179308
"Q96KM6_IDR_813_892",0.529790022820692
"Q96KN1_IDR_275_310",0.510837534026052
"Q96KN1_IDR_43_75",0.489162465973948
"Q96KN3_IDR_166_217",0.255008372525854
"Q96KN3_IDR_1_70",0.252123181438488
"Q96KN3_IDR_226_334",0.253648346778059
"Q96KN3_IDR_340_472",0.239220099257599
"Q96KN4_IDR_45_79",1
"Q96KN7_IDR_1_267",0.324359977935075
"Q96KN7_IDR_451_528",0.234118071015928
"Q96KN7_IDR_584_616",0.229610366497752
"Q96KN7_IDR_937_1114",0.211911584551245
"Q96KN8_IDR_1_126",1
"Q96KN9_IDR_227_370",1
"Q96KP1_IDR_398_439",1
"Q96KP6_IDR_1_200",0.500449982315107
"Q96KP6_IDR_227_325",0.499550017684893
"Q96KQ4_IDR_230_267",0.30879269824524
"Q96KQ4_IDR_86_123",0.308285595831668
"Q96L73_IDR_1_315",0.239749259309132
"Q96L73_IDR_2207_2636",0.268734929438439
"Q96L73_IDR_2653_2696",0.25081634311777
"Q96L73_IDR_435_1542",0.240699468134659
"Q96L92_IDR_1_38",1
"Q96L93_IDR_1021_1178",0.520562767604981
"Q96L93_IDR_593_628",0.479437232395019
"Q96LA6_IDR_333_363",1
"Q96LA8_IDR_1_41",1
"Q96LB3_IDR_1_98",1
"Q96LC7_IDR_573_661",1
"Q96LC9_IDR_101_137",0.502791092844215
"Q96LC9_IDR_1_97",0.497208907155785
"Q96LD4_IDR_83_114",1
"Q96LI6_IDR_1_73",0.5157631520031
"Q96LI6_IDR_194_327",0.4842368479969
"Q96LI9_IDR_1_36",0.49986315392466
