"","GO0015291_secondary_active_transmembrane_transporter_activity"
"Q01201_IDR_65_121",0.320400356670573
"Q01432_IDR_46_126",1
"Q01484_IDR_1457_1561",0.540094226548111
"Q01780_IDR_135_184",0.316177293057237
"Q01780_IDR_580_659",0.38016287748982
"Q01780_IDR_662_885",0.303659829452944
"Q01804_IDR_194_241",0.255101276972594
"Q01804_IDR_319_701",0.225455262945254
"Q01804_IDR_705_862",0.277606071043343
"Q01804_IDR_864_1114",0.241837389038809
"Q01814_IDR_1151_1243",0.498043206990686
"Q01814_IDR_292_382",0.501956793009315
"Q01826_IDR_1_70",0.19036677157489
"Q01826_IDR_202_234",0.198036462304334
"Q01826_IDR_245_515",0.202267680404162
"Q01826_IDR_562_648",0.191289532660269
"Q01826_IDR_698_763",0.218039553056346
"Q01831_IDR_1_158",0.353461754726287
"Q01831_IDR_325_523",0.296080344466418
"Q01831_IDR_868_940",0.350457900807295
"Q01844_IDR_1_359",0.496133749876309
"Q01844_IDR_448_656",0.503866250123691
"Q01850_IDR_1_417",1
"Q02086_IDR_171_213",0.199992777314446
"Q02086_IDR_1_72",0.195916077676272
"Q02086_IDR_218_298",0.212451236957208
"Q02086_IDR_301_343",0.198274077438595
"Q02086_IDR_362_415",0.193365830613478
"Q02108_IDR_1_66",1
"Q02156_IDR_309_394",1
"Q02218_IDR_1_48",1
"Q02223_IDR_62_139",1
"Q02224_IDR_2337_2379",0.194846786406533
"Q02224_IDR_2502_2545",0.193219803673367
"Q02224_IDR_2569_2639",0.177557913213013
"Q02224_IDR_2665_2701",0.223417159253591
"Q02224_IDR_360_548",0.210958337453496
"Q02241_IDR_443_498",0.389710338031081
"Q02241_IDR_657_769",0.304736581548917
"Q02241_IDR_783_815",0.305553080420002
"Q02252_IDR_1_36",1
"Q02297_IDR_1_48",0.336095363863334
"Q02297_IDR_215_247",0.33954243652563
"Q02509_IDR_193_255",0.514926971638265
"Q02509_IDR_411_477",0.485073028361735
"Q02535_IDR_1_37",0.487427945862822
"Q02535_IDR_87_119",0.512572054137178
"Q02539_IDR_111_215",0.491205465230067
"Q02539_IDR_1_40",0.508794534769933
"Q02548_IDR_142_317",1
"Q02556_IDR_121_167",1
"Q02575_IDR_1_77",1
"Q02577_IDR_1_83",1
"Q02641_IDR_164_226",0.362457336428966
"Q02641_IDR_1_78",0.317847226646236
"Q02641_IDR_415_598",0.319695436924798
"Q02742_IDR_1_38",1
"Q02750_IDR_1_32",1
"Q02763_IDR_773_812",1
"Q02779_IDR_394_954",1
"Q02790_IDR_422_459",1
"Q02818_IDR_1_46",0.516783281384451
"Q03164_IDR_1_1392",0.182639208027297
"Q03164_IDR_1665_1704",0.227592987908996
"Q03164_IDR_1809_1860",0.209219416691391
"Q03164_IDR_2100_2174",0.194554700610145
"Q03164_IDR_2180_3663",0.185993686762172
"Q03167_IDR_757_807",0.510964148340251
"Q03167_IDR_811_851",0.489035851659749
"Q03169_IDR_1_77",1
"Q03181_IDR_145_175",0.495972606141607
"Q03181_IDR_1_69",0.504027393858393
"Q03188_IDR_323_742",0.333614630565957
"Q03188_IDR_47_304",0.336454607479923
"Q03188_IDR_778_815",0.32993076195412
"Q03252_IDR_1_45",0.32636919999203
"Q03252_IDR_404_469",0.317567269816113
"Q03252_IDR_583_616",0.356063530191857
"Q03395_IDR_11_45",1
"Q03431_IDR_483_593",1
"Q03468_IDR_120_152",0.209222900104321
"Q03468_IDR_1_91",0.228505799371415
"Q03989_IDR_147_496",0.466876082828205
"Q03989_IDR_1_56",0.533123917171795
"Q04206_IDR_315_551",1
"Q04323_IDR_171_209",0.437484319697164
"Q04323_IDR_43_95",0.562515680302836
"Q04609_IDR_1_51",1
"Q04637_IDR_1_755",0.507518105350826
"Q04637_IDR_993_1236",0.492481894649174
"Q04656_IDR_1460_1500",1
"Q04671_IDR_1_126",0.529594646601551
"Q04671_IDR_130_199",0.470405353398449
"Q04695_IDR_1_64",1
"Q04721_IDR_2069_2424",0.485341905971887
"Q04721_IDR_2426_2469",0.514658094028113
"Q04724_IDR_116_356",1
"Q04725_IDR_52_95",0.5031842354133
"Q04725_IDR_97_345",0.4968157645867
"Q04726_IDR_113_361",0.506672423653534
"Q04726_IDR_45_87",0.493327576346466
"Q04727_IDR_122_422",1
"Q04743_IDR_205_252",1
"Q04756_IDR_16_97",1
"Q04759_IDR_297_370",1
"Q04844_IDR_358_394",1
"Q04864_IDR_283_596",1
"Q04900_IDR_26_158",1
"Q04912_IDR_1368_1400",1
"Q05066_IDR_126_204",0.494050630925871
"Q05066_IDR_1_59",0.505949369074129
"Q05084_IDR_267_450",1
"Q05086_IDR_169_226",0.339580078904617
"Q05086_IDR_389_423",0.321122374158201
"Q05086_IDR_81_123",0.339297546937182
"Q05193_IDR_498_651",0.525060291893602
"Q05193_IDR_748_864",0.474939708106398
"Q05195_IDR_1_221",1
"Q05209_IDR_301_761",1
"Q05215_IDR_1_482",0.485950068208017
"Q05215_IDR_545_589",0.514049931791983
"Q05329_IDR_1_92",1
"Q05397_IDR_1_31",0.319237696246414
"Q05397_IDR_689_730",0.322735656208782
"Q05397_IDR_763_920",0.358026647544804
"Q05469_IDR_1_297",0.460000664749558
"Q05469_IDR_822_934",0.539999335250442
"Q05481_IDR_70_122",1
"Q05513_IDR_182_239",1
"Q05516_IDR_127_349",1
"Q05940_IDR_15_46",0.393784503473753
"Q05940_IDR_53_125",0.606215496526247
"Q05952_IDR_1_138",1
"Q05996_IDR_671_705",1
"Q05BQ5_IDR_1_48",0.363339200104261
"Q05BQ5_IDR_562_628",0.315215244295258
"Q05BQ5_IDR_77_135",0.321445555600481
"Q05BV3_IDR_1277_1357",0.509677581893822
"Q05BV3_IDR_600_671",0.490322418106178
"Q05D32_IDR_1_250",1
"Q05D60_IDR_254_345",0.329156792937271
"Q05D60_IDR_39_252",0.302365156497262
"Q05D60_IDR_397_564",0.368478050565466
"Q05DH4_IDR_527_846",0.547934960318479
"Q05DH4_IDR_948_995",0.452065039681521
"Q06033_IDR_1_34",1
"Q06055_IDR_1_58",1
"Q06124_IDR_538_597",1
"Q06141_IDR_1_32",1
"Q06187_IDR_170_215",1
"Q06190_IDR_1102_1150",0.478467383361469
"Q06190_IDR_258_706",0.521532616638531
"Q06265_IDR_279_439",1
"Q06323_IDR_50_99",1
"Q06330_IDR_450_500",1
"Q06413_IDR_72_473",1
"Q06416_IDR_1_137",1
"Q06418_IDR_1_33",0.462441609829569
"Q06418_IDR_856_890",0.537558390170431
"Q06455_IDR_1_604",1
"Q06710_IDR_118_380",0.49224056726995
"Q06710_IDR_383_450",0.50775943273005
"Q06732_IDR_72_246",1
"Q06787_IDR_323_399",0.521151804732206
"Q06787_IDR_409_632",0.478848195267794
"Q06828_IDR_37_70",1
"Q06889_IDR_1_387",1
"Q06945_IDR_124_440",0.293026158810937
"Q06945_IDR_1_65",0.349079931841376
"Q06945_IDR_72_114",0.357893909347687
"Q07001_IDR_365_427",1
"Q07002_IDR_1_93",1
"Q07011_IDR_160_255",1
"Q07021_IDR_1_76",1
"Q07065_IDR_1_123",0.436350254253999
"Q07065_IDR_372_483",0.563649745746001
"Q07075_IDR_1_83",1
"Q07092_IDR_231_1604",1
"Q07108_IDR_1_70",1
"Q07157_IDR_110_186",0.310310559813246
"Q07157_IDR_271_396",0.366600455116662
"Q07157_IDR_806_1627",0.323088985070092
"Q07283_IDR_91_1943",1
"Q07817_IDR_28_79",1
"Q07820_IDR_20_171",1
"Q07837_IDR_1_60",1
"Q07864_IDR_1189_1248",0.538497648700249
"Q07864_IDR_1935_1971",0.461502351299751
"Q07869_IDR_166_207",0.448077976408927
"Q07869_IDR_1_96",0.551922023591072
"Q07889_IDR_1020_1333",1
"Q07890_IDR_1018_1332",1
"Q07912_IDR_483_571",0.342987706421562
"Q07912_IDR_573_957",0.320546279613244
"Q07912_IDR_73_113",0.336466013965193
"Q07955_IDR_196_248",1
"Q07960_IDR_1_57",1
"Q07973_IDR_1_50",1
"Q08043_IDR_1_32",1
"Q08050_IDR_115_233",0.31122372319101
"Q08050_IDR_1_54",0.221094480943328
"Q08050_IDR_315_621",0.2177725685764
"Q08050_IDR_684_715",0.249909227289262
"Q08116_IDR_1_45",1
"Q08117_IDR_103_197",1
"Q08170_IDR_176_494",1
"Q08174_IDR_1_52",0.486199593707343
"Q08397_IDR_232_307",0.532895538246
"Q08397_IDR_78_177",0.467104461754
"Q08462_IDR_1_33",0.480300887652647
"Q08462_IDR_468_548",0.519699112347353
"Q08493_IDR_1_304",0.496411050963409
"Q08493_IDR_663_712",0.503588949036592
"Q08495_IDR_35_327",1
"Q08499_IDR_1_375",0.502830550484046
"Q08499_IDR_739_809",0.497169449515954
"Q08648_IDR_1_81",1
"Q08708_IDR_136_203",1
"Q08828_IDR_1059_1119",0.329173776865605
"Q08828_IDR_1_32",0.319700106948709
"Q08828_IDR_482_561",0.351126116185686
"Q08945_IDR_427_547",0.513758509542148
"Q08945_IDR_616_709",0.486241490457852
"Q08999_IDR_1_41",0.335674468487947
"Q08999_IDR_627_714",0.319229812347189
"Q08999_IDR_936_1006",0.345095719164864
"Q08AD1_IDR_347_1346",1
"Q08AE8_IDR_1_36",0.269897513396284
"Q08AE8_IDR_348_553",0.23431299600589
"Q08AE8_IDR_647_687",0.249387700532549
"Q08AE8_IDR_718_756",0.246401790065277
"Q08AG5_IDR_48_142",0.521304766750388
"Q09328_IDR_1_39",1
"Q09428_IDR_622_673",0.489749217533561
"Q09428_IDR_933_989",0.510250782466439
"Q09470_IDR_1_33",0.431623663135371
"Q09470_IDR_420_495",0.568376336864629
"Q09472_IDR_1_1047",0.324274806905075
"Q09472_IDR_1523_1575",0.355450573543305
"Q09472_IDR_1811_2414",0.32027461955162
"Q09666_IDR_1_32",0.217777503169492
"Q09666_IDR_350_403",0.210940226701871
"Q09666_IDR_4718_4843",0.191614535317502
"Q09666_IDR_4845_5871",0.178297512216859
"Q09666_IDR_75_348",0.201370222594276
"Q09MP3_IDR_1052_1089",0.187474513479186
"Q09MP3_IDR_1_248",0.178396764640041
"Q09MP3_IDR_727_781",0.185197184136094
"Q09MP3_IDR_798_946",0.227631434971965
"Q09MP3_IDR_985_1049",0.221300102772714
"Q0D2I5_IDR_1_188",0.324774510975995
"Q0D2I5_IDR_359_398",0.35553855591002
"Q0VDD8_IDR_151_249",1
"Q0VDE8_IDR_1_80",1
"Q0VF96_IDR_1235_1302",0.543766385254458
"Q0VF96_IDR_64_627",0.456233614745542
"Q0VFZ6_IDR_1_43",1
"Q0VG99_IDR_134_361",0.499297490889224
"Q0VG99_IDR_19_130",0.500702509110776
"Q0VGE8_IDR_59_227",1
"Q0WX57_IDR_1_56",0.339135772574551
"Q0ZGT2_IDR_1_270",0.22631998975431
"Q0WX57_IDR_379_464",0.347397997125892
"Q0WX57_IDR_469_528",0.313466230299556
"Q0ZGT2_IDR_273_327",0.245568218681789
"Q0ZGT2_IDR_340_394",0.283118094675629
"Q0ZGT2_IDR_406_579",0.244993696888272
"Q10469_IDR_1_83",1
"Q10471_IDR_1_75",1
"Q10472_IDR_1_62",1
"Q10570_IDR_406_454",0.341023835084795
"Q10570_IDR_715_776",0.365555746331966
"Q12772_IDR_1_342",0.453228948486919
"Q12772_IDR_389_475",0.546771051513081
"Q12774_IDR_1_1148",1
"Q12778_IDR_1_158",0.51362749608225
"Q12778_IDR_243_570",0.48637250391775
"Q12789_IDR_1059_1100",0.146300681949645
"Q12789_IDR_1139_1246",0.133612036280263
"Q12789_IDR_1606_1638",0.141988419362754
"Q12789_IDR_1823_1972",0.135977326996011
"Q12789_IDR_437_608",0.142982251753247
"Q12789_IDR_716_777",0.149714002507406
"Q12789_IDR_818_870",0.149425281150673
"Q12791_IDR_1181_1236",0.316130023493827
"Q12791_IDR_1_69",0.337828626262379
"Q12791_IDR_717_804",0.346041350243795
"Q12792_IDR_315_350",1
"Q12796_IDR_1_283",1
"Q12797_IDR_1_83",0.504972110680127
"Q12797_IDR_85_336",0.495027889319873
"Q12800_IDR_1_61",1
"Q12840_IDR_371_439",0.498373094729652
"Q12840_IDR_779_1032",0.501626905270348
"Q12851_IDR_292_464",1
"Q12852_IDR_1_71",0.54335941850631
"Q12852_IDR_421_859",0.45664058149369
"Q12857_IDR_188_399",1
"Q12866_IDR_42_72",1
"Q12870_IDR_1_85",1
"Q12872_IDR_266_451",0.529728426346151
"Q12872_IDR_510_927",0.470271573653849
"Q12873_IDR_1324_1393",0.263935722497644
"Q12873_IDR_1517_1703",0.252452868581528
"Q12873_IDR_199_377",0.240842168948842
"Q12873_IDR_31_132",0.242769239971985
"Q12874_IDR_290_331",0.496886523028659
"Q12874_IDR_333_377",0.503113476971341
"Q12879_IDR_875_1379",1
"Q12884_IDR_1_38",1
"Q12923_IDR_1198_1358",0.128673977112222
"Q12923_IDR_1456_1487",0.129084606464898
"Q12923_IDR_1599_1777",0.154357510680796
"Q12923_IDR_1971_2172",0.200467159141827
"Q12923_IDR_937_1050",0.126033699404686
"Q12929_IDR_1_61",0.184536333315439
"Q12929_IDR_186_264",0.21253760164052
"Q12929_IDR_462_493",0.217687409062492
"Q12929_IDR_495_530",0.199405980440152
"Q12929_IDR_592_715",0.185832675541397
"Q12931_IDR_1_87",1
"Q12934_IDR_1_40",0.244356851198674
"Q12934_IDR_318_427",0.254588094797981
"Q12934_IDR_508_616",0.249901316258617
"Q12934_IDR_634_665",0.251153737744728
"Q12946_IDR_1_46",1
"Q12947_IDR_1_98",0.472236029617476
"Q12947_IDR_255_408",0.527763970382524
"Q12948_IDR_165_527",1
"Q12950_IDR_1_102",0.530212365894116
"Q12986_IDR_1_340",1
"Q12988_IDR_27_67",1
"Q12996_IDR_547_604",0.476495568335739
"Q12996_IDR_650_717",0.523504431664261
"Q13002_IDR_873_908",1
"Q13003_IDR_875_919",1
"Q13009_IDR_1399_1570",0.291929680822825
"Q13009_IDR_1_429",0.245146634319508
"Q13009_IDR_675_711",0.2290395746281
"Q13009_IDR_931_1033",0.233884110229566
"Q13015_IDR_29_66",1
"Q13017_IDR_1113_1254",0.452931244995375
"Q13017_IDR_946_1109",0.547068755004625
"Q13023_IDR_1194_1284",0.171321219143814
"Q13023_IDR_1300_1638",0.129186111513897
"Q13023_IDR_1_57",0.147974268089662
"Q13023_IDR_1640_2109",0.20035848930057
"Q13023_IDR_171_760",0.184144655219199
"Q13075_IDR_1_53",1
"Q13077_IDR_1_88",1
"Q13085_IDR_25_75",1
"Q13087_IDR_1_37",1
"Q13094_IDR_76_417",1
"Q13098_IDR_1_31",1
"Q13099_IDR_1_142",0.530973078482505
"Q13099_IDR_733_833",0.469026921517496
"Q13103_IDR_139_211",1
"Q13105_IDR_114_304",1
"Q13106_IDR_29_148",1
"Q13107_IDR_228_295",0.300230844199776
"Q13107_IDR_637_699",0.346590391185848
"Q13107_IDR_925_963",0.353178764614376
"Q13111_IDR_1_117",0.213079638522634
"Q13111_IDR_120_464",0.175187031808047
"Q13111_IDR_516_551",0.197370292106235
"Q13111_IDR_605_656",0.195185056557908
"Q13111_IDR_831_956",0.219177981005175
"Q13112_IDR_385_559",1
"Q13113_IDR_1_53",0.423350417448958
"Q13113_IDR_56_114",0.576649582551042
"Q13114_IDR_1_31",1
"Q13117_IDR_112_177",0.47455001913938
"Q13117_IDR_453_538",0.52544998086062
"Q13118_IDR_1_365",0.492526649705223
"Q13118_IDR_450_480",0.507473350294777
"Q13123_IDR_1_135",0.491495836619522
"Q13123_IDR_293_479",0.508504163380478
"Q13133_IDR_1_93",1
"Q13136_IDR_1_862",1
"Q13137_IDR_333_396",1
"Q13144_IDR_1_39",0.294123326379761
"Q13144_IDR_455_490",0.352571868301994
"Q13144_IDR_501_548",0.353304805318245
"Q13145_IDR_111_217",1
"Q13148_IDR_263_316",0.495767718299741
"Q13148_IDR_338_414",0.504232281700259
"Q13151_IDR_175_305",1
"Q13153_IDR_134_247",0.490052986898016
"Q13153_IDR_1_72",0.509947013101984
"Q13155_IDR_69_113",1
"Q13156_IDR_1_41",1
"Q13162_IDR_1_47",1
"Q13163_IDR_95_149",1
"Q13164_IDR_1_34",0.545144193707881
"Q13164_IDR_393_725",0.454855806292119
"Q13177_IDR_133_226",0.49166024048495
"Q13177_IDR_1_72",0.50833975951505
"Q13183_IDR_162_211",1
"Q13185_IDR_81_116",1
"Q13188_IDR_300_441",1
"Q13190_IDR_1_56",0.464770434587284
"Q13190_IDR_180_269",0.535229565412716
"Q13191_IDR_429_929",1
"Q13200_IDR_1_44",0.49870875400175
"Q13200_IDR_620_666",0.50129124599825
"Q13201_IDR_15_207",0.287746036598959
"Q13201_IDR_276_386",0.381881721632191
"Q13219_IDR_1_91",1
"Q13224_IDR_1394_1438",0.505909780722808
"Q13224_IDR_873_1330",0.494090219277191
"Q13227_IDR_1_327",1
"Q13233_IDR_1_298",0.213947666987806
"Q13233_IDR_397_442",0.249702242119036
"Q13233_IDR_497_545",0.242628384403899
"Q13233_IDR_872_1236",0.293721706489258
"Q13237_IDR_40_121",1
"Q13239_IDR_240_276",1
"Q13241_IDR_26_56",1
"Q13242_IDR_187_221",1
"Q13243_IDR_180_272",1
"Q13247_IDR_183_344",1
"Q13255_IDR_845_1194",1
"Q13258_IDR_233_266",1
"Q13261_IDR_97_267",1
"Q13263_IDR_1_58",0.469541622765345
"Q13263_IDR_416_624",0.530458377234655
"Q13275_IDR_751_785",1
"Q13330_IDR_674_707",0.327098510161101
"Q13332_IDR_1308_1355",1
"Q13342_IDR_1_32",0.513321844486033
"Q13342_IDR_145_586",0.486678155513967
"Q13351_IDR_33_77",0.556137580283352
"Q13351_IDR_81_274",0.443862419716648
"Q13352_IDR_1_81",1
"Q13356_IDR_216_249",0.520752911909257
"Q13356_IDR_449_482",0.479247088090743
"Q13360_IDR_59_146",1
"Q13361_IDR_133_173",0.4841138477048
"Q13361_IDR_1_81",0.5158861522952
"Q13362_IDR_440_524",1
"Q13363_IDR_404_440",1
"Q13367_IDR_1_31",0.346791786004629
"Q13367_IDR_255_295",0.357577235257344
"Q13367_IDR_649_845",0.295630978738027
"Q13368_IDR_300_365",1
"Q13370_IDR_1016_1071",0.344298386476974
"Q13370_IDR_271_657",0.31576180032227
"Q13432_IDR_1_56",1
"Q13433_IDR_383_418",0.353589299113229
"Q13433_IDR_444_589",0.309486855509525
"Q13433_IDR_93_260",0.336923845377247
"Q13435_IDR_1_54",0.21963010408598
"Q13435_IDR_398_455",0.190963165986136
"Q13435_IDR_59_366",0.184356023463841
"Q13435_IDR_690_780",0.199498588239528
"Q13435_IDR_832_895",0.205552118224515
"Q13438_IDR_262_368",0.363599414753051
"Q13438_IDR_370_500",0.308937663637931
"Q13438_IDR_503_540",0.327462921609018
"Q13439_IDR_1_292",0.238367846689406
"Q13439_IDR_1683_1728",0.246623415282026
"Q13439_IDR_1875_1912",0.27422975539529
"Q13439_IDR_2067_2187",0.240778982633278
"Q13442_IDR_1_118",0.537227877317663
"Q13442_IDR_135_181",0.462772122682337
"Q13443_IDR_1_36",0.507766248317822
"Q13443_IDR_728_819",0.492233751682178
"Q13474_IDR_1_73",0.290039997239981
"Q13474_IDR_733_842",0.330325733035712
"Q13474_IDR_873_957",0.379634269724308
"Q13477_IDR_156_203",0.502771488936414
"Q13477_IDR_211_332",0.497228511063586
"Q13480_IDR_120_286",0.528013813120907
"Q13480_IDR_288_621",0.471986186879093
"Q13487_IDR_130_200",0.474467914031393
"Q13487_IDR_264_304",0.525532085968607
"Q13488_IDR_660_705",1
"Q13489_IDR_102_157",0.482169535376576
"Q13489_IDR_340_377",0.517830464623424
"Q13490_IDR_118_178",0.315058356031622
"Q13490_IDR_1_39",0.331031607452699
"Q13490_IDR_351_392",0.353910036515679
"Q13492_IDR_286_652",1
"Q13495_IDR_1_712",1
"Q13496_IDR_1_32",0.461398480930991
"Q13496_IDR_571_603",0.538601519069009
"Q13501_IDR_204_385",1
"Q13561_IDR_112_206",0.510214785278915
"Q13562_IDR_1_111",1
"Q13563_IDR_1_185",0.30509879608196
"Q13563_IDR_785_832",0.342141127691041
"Q13563_IDR_869_968",0.352760076226999
"Q13568_IDR_127_209",1
"Q13569_IDR_1_112",0.406475518433692
"Q13569_IDR_319_410",0.593524481566308
"Q13572_IDR_324_390",1
"Q13573_IDR_1_40",0.510494345076982
"Q13573_IDR_307_402",0.489505654923018
"Q13574_IDR_1_235",0.443226796911372
"Q13574_IDR_945_1011",0.556773203088628
"Q13585_IDR_326_438",0.497271957795519
"Q13585_IDR_456_585",0.502728042204481
"Q13586_IDR_1_45",0.522168704481854
"Q13586_IDR_462_685",0.477831295518145
"Q13595_IDR_1_116",0.485183785259971
"Q13595_IDR_198_282",0.514816214740029
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.254720906182814
"Q13621_IDR_1_57",0.277062594800872
"Q13621_IDR_64_94",0.24609983050848
"Q13621_IDR_833_901",0.222116668507835
"Q13627_IDR_1_89",0.505304935177176
"Q13627_IDR_482_746",0.494695064822823
"Q13634_IDR_1_46",0.514040785814469
"Q13634_IDR_678_708",0.485959214185531
"Q13635_IDR_1186_1248",0.26185857951486
"Q13635_IDR_1266_1360",0.215498408247638
"Q13635_IDR_1_47",0.221534332085161
"Q13635_IDR_679_721",0.301108680152342
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.246019035316078
"Q13671_IDR_188_219",0.271282427791268
"Q13671_IDR_231_351",0.235297481263624
"Q13671_IDR_708_783",0.24740105562903
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.350592549890959
"Q13698_IDR_1836_1873",0.305584995779629
"Q13698_IDR_669_758",0.343822454329412
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.309060148299286
"Q13761_IDR_283_332",0.328434672682732
"Q13761_IDR_347_408",0.362505179017982
"Q86U44_IDR_164_243",0.482531729108929
"Q86U44_IDR_1_73",0.517468270891071
"Q86U70_IDR_1_61",0.482157734677478
"Q86U70_IDR_260_411",0.517842265322522
"Q86U86_IDR_1100_1133",0.138057774131059
"Q86U86_IDR_1264_1397",0.134093138001565
"Q86U86_IDR_1400_1461",0.131916957617025
"Q86U86_IDR_1_43",0.112918488468489
"Q86U86_IDR_1509_1589",0.11046683982077
"Q86U86_IDR_294_379",0.124522493356516
"Q86U86_IDR_487_517",0.127825905755152
"Q86U86_IDR_904_941",0.120198402849424
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.534170363166004
"Q86UA1_IDR_602_634",0.465829636833996
"Q86UB2_IDR_1_33",0.277021455228908
"Q86UB2_IDR_150_181",0.211986397339894
"Q86UB2_IDR_433_503",0.22422277837701
"Q86UB2_IDR_85_134",0.286769369054188
"Q86UK5_IDR_1161_1260",0.143995456598439
"Q86UK5_IDR_966_1098",0.138825311264426
"Q86UL3_IDR_1_33",0.485580477255489
"Q86UL3_IDR_62_106",0.514419522744511
"Q86UL8_IDR_1013_1128",0.148871147787073
"Q86UL8_IDR_1231_1455",0.143778894038172
"Q86UL8_IDR_206_301",0.204648884384827
"Q86UL8_IDR_554_598",0.176704521157866
"Q86UL8_IDR_688_763",0.157613995411638
"Q86UL8_IDR_869_906",0.168382557220423
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.37405830313659
"Q86UP2_IDR_1_639",0.301547117296894
"Q86UP2_IDR_836_1001",0.324394579566516
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.481235050527556
"Q86UU1_IDR_726_1194",0.518764949472444
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.543284874256167
"Q86UV5_IDR_874_942",0.456715125743833
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.210774795233273
"Q86UW6_IDR_1437_1490",0.145491045511643
"Q86UW6_IDR_1_44",0.130503161094269
"Q86UW6_IDR_1574_1613",0.140141202648118
"Q86UW6_IDR_586_1012",0.19573395817248
"Q86UW6_IDR_95_311",0.177355837340217
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.30768758842061
"Q86UX6_IDR_391_435",0.328880314077623
"Q86UX6_IDR_438_486",0.363432097501767
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.552615427609156
"Q86UZ6_IDR_506_584",0.447384572390844
"Q86V15_IDR_127_339",0.152599357739496
"Q86V15_IDR_380_456",0.134398457111934
"Q86V15_IDR_47_89",0.146711442531615
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.347252038682071
"Q86V59_IDR_212_374",0.320540255563175
"Q86V59_IDR_379_439",0.332207705754754
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.456753249498735
"Q86V87_IDR_487_536",0.543246750501265
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.523635298913245
"Q86VD1_IDR_516_812",0.476364701086755
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.352792322448597
"Q86VH2_IDR_1186_1401",0.344591913606703
"Q86VH2_IDR_342_1012",0.3026157639447
"Q86VH4_IDR_341_481",0.485940732703004
"Q86VH4_IDR_540_590",0.514059267296996
"Q86VH5_IDR_342_477",0.483723032883513
"Q86VH5_IDR_543_581",0.516276967116487
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.357344010621672
"Q86VR2_IDR_232_466",0.519767593944435
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.327474056672086
"Q86VS8_IDR_388_489",0.354791058450462
"Q86VS8_IDR_643_718",0.317734884877451
"Q86VV4_IDR_1_38",0.327127761267711
"Q13769_IDR_1_47",0.502110287842306
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.391523362789042
"Q13887_IDR_1_82",0.299977394892145
"Q13887_IDR_211_368",0.308499242318813
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.428009253297262
"Q13905_IDR_211_671",0.571990746702738
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.45603311387895
"Q13950_IDR_459_514",0.54396688612105
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.320458949852955
"Q14003_IDR_203_265",0.346265039098717
"Q14003_IDR_554_702",0.333276011048328
"Q14004_IDR_1000_1399",0.518181804435454
"Q14004_IDR_1_694",0.481818195564546
"Q14005_IDR_1_207",0.349286764665051
"Q14005_IDR_306_346",0.342858461625134
"Q14005_IDR_444_1080",0.307854773709816
"Q14008_IDR_1078_1157",0.127805109064226
"Q14008_IDR_225_263",0.155013315113513
"Q14008_IDR_496_592",0.124199213369974
"Q14008_IDR_815_847",0.147466986745773
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.441266151213295
"Q14094_IDR_344_377",0.558733848786705
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.487318345238609
