"","GO0042073_intraciliary_transport"
"Q53TS8_IDR_250_345",0.315101735882449
"Q53TS8_IDR_354_587",0.347856454455992
"Q562E7_IDR_1017_1219",0.300468076823055
"Q562E7_IDR_1522_1555",0.23406630961289
"Q562E7_IDR_607_715",0.233778884690436
"Q587J7_IDR_1096_1166",0.505825652746957
"Q587J7_IDR_214_381",0.494174347253043
"Q587J8_IDR_111_217",1
"Q58A45_IDR_1_41",0.332786744834569
"Q58A45_IDR_278_390",0.332634432648021
"Q58A45_IDR_72_274",0.33457882251741
"Q58DX5_IDR_1_158",1
"Q58EX2_IDR_1955_2161",1
"Q58EX7_IDR_1039_1191",0.330561131581426
"Q58EX7_IDR_33_177",0.333233038216268
"Q58EX7_IDR_631_730",0.336205830202306
"Q58F21_IDR_136_267",0.285493212335321
"Q58F21_IDR_379_521",0.413516336846849
"Q58F21_IDR_578_917",0.30099045081783
"Q58HT5_IDR_1_37",1
"Q58WW2_IDR_291_705",1
"Q59EK9_IDR_209_446",1
"Q5BIV9_IDR_21_114",1
"Q5BJD5_IDR_1_70",1
"Q5BJE1_IDR_1_167",1
"Q5CZC0_IDR_2651_2712",0.0542094783211287
"Q5CZC0_IDR_2938_2968",0.0537260239918243
"Q5CZC0_IDR_3135_3189",0.0543303135192259
"Q5CZC0_IDR_3193_3263",0.0559907156194915
"Q5CZC0_IDR_3626_3656",0.0535406090545404
"Q5CZC0_IDR_3871_3956",0.052591786281474
"Q5CZC0_IDR_5399_5673",0.0621950952209795
"Q5CZC0_IDR_5692_5777",0.0609038453206999
"Q5CZC0_IDR_5850_5904",0.0561563832304961
"Q5CZC0_IDR_6548_6794",0.0590196376548908
"Q5CZC0_IDR_6796_6835",0.0541330043022465
"Q5CZC0_IDR_6849_6907",0.0545489313232783
"Q5D1E8_IDR_1_45",0.251200796806857
"Q5D1E8_IDR_296_435",0.245114901451566
"Q5D1E8_IDR_512_542",0.252331102260506
"Q5D1E8_IDR_91_131",0.251353199481072
"Q5D862_IDR_90_2391",1
"Q5DID0_IDR_597_701",1
"Q5DJT8_IDR_1_118",1
"Q5DX21_IDR_270_403",1
"Q5GH73_IDR_1_120",0.320310954119757
"Q5GH73_IDR_197_229",0.332702726286821
"Q5GH73_IDR_515_558",0.346986319593422
"Q5GH76_IDR_1_104",0.334379312522216
"Q5GH76_IDR_175_245",0.326222528180828
"Q5GH76_IDR_521_565",0.339398159296956
"Q5GH77_IDR_406_459",1
"Q5GJ75_IDR_1_109",1
"Q5H913_IDR_197_242",1
"Q5H943_IDR_1_55",1
"Q5HYR2_IDR_1_182",1
"Q5HYW2_IDR_1_35",0.320490382020023
"Q5HYW2_IDR_251_1225",0.345791913659256
"Q5HYW2_IDR_60_249",0.333717704320721
"Q5HYW3_IDR_1_150",0.444190724260005
"Q5HYW3_IDR_315_493",0.555809275739995
"Q5I0G3_IDR_468_518",1
"Q5I0X4_IDR_31_101",1
"Q5J8M3_IDR_24_62",1
"Q5JNZ3_IDR_1_59",0.484860183861236
"Q5JSL3_IDR_1189_1272",0.24836113224997
"Q5JSL3_IDR_1_31",0.244889923105394
"Q5JSL3_IDR_1337_1386",0.250592219255205
"Q5JSL3_IDR_277_308",0.256156725389431
"Q5JSP0_IDR_1_154",0.508104376891127
"Q5JSP0_IDR_482_527",0.491895623108874
"Q5JSZ5_IDR_1_2229",1
"Q5JT82_IDR_1_279",0.484621220235759
"Q5JT82_IDR_350_389",0.515378779764241
"Q5JTC6_IDR_1_1135",1
"Q5JWR5_IDR_1055_1323",0.274490762108503
"Q5JWR5_IDR_1992_2027",0.234276430622658
"Q5JWR5_IDR_695_728",0.243932426837186
"Q5JX69_IDR_59_106",1
"Q5JX71_IDR_1_43",0.484341429680082
"Q5JX71_IDR_51_109",0.515658570319918
"Q5JXA9_IDR_1_34",1
"Q5JXC2_IDR_1_388",1
"Q5JXM2_IDR_36_108",1
"Q5JXX7_IDR_1_66",1
"Q5MNZ9_IDR_362_410",1
"Q5NUL3_IDR_240_275",1
"Q5PRF9_IDR_186_299",0.33318016348168
"Q5PRF9_IDR_390_469",0.33870234327163
"Q5PRF9_IDR_536_694",0.32811749324669
"Q5PSV4_IDR_1_59",1
"Q5QGS0_IDR_1371_1414",0.329873781442019
"Q5QGS0_IDR_1_541",0.348492546447334
"Q5QGS0_IDR_579_1282",0.321633672110647
"Q5QGT7_IDR_167_225",1
"Q5SRI9_IDR_1_95",1
"Q5SRN2_IDR_30_563",1
"Q5SSG8_IDR_1_486",1
"Q5SSJ5_IDR_1_156",0.47768740594818
"Q5SSJ5_IDR_417_553",0.52231259405182
"Q5SSQ6_IDR_117_148",1
"Q5ST30_IDR_1_93",1
"Q5SV97_IDR_1_577",0.481507584588697
"Q5SV97_IDR_668_702",0.518492415411303
"Q5SVQ8_IDR_1_347",0.504371315683919
"Q5SYE7_IDR_1_1610",1
"Q5SZB4_IDR_1_266",0.492445587153502
"Q5SZB4_IDR_293_393",0.507554412846498
"Q5SZD1_IDR_102_152",0.506196778082241
"Q5SZD1_IDR_1_80",0.493803221917759
"Q5SZJ8_IDR_1_71",0.512103899368284
"Q5SZI1_IDR_210_245",1
"Q5SZJ8_IDR_121_171",0.487896100631716
"Q5SZL2_IDR_1_499",0.484883406140389
"Q5SZL2_IDR_662_706",0.515116593859611
"Q5SZQ8_IDR_244_288",1
"Q5T011_IDR_1158_1231",0.106854516466989
"Q5T011_IDR_1358_1414",0.115973044434089
"Q5T011_IDR_1466_1556",0.118248290476779
"Q5T011_IDR_1632_1667",0.111135604662494
"Q5T011_IDR_1803_1907",0.106474731568025
"Q5T011_IDR_2109_2151",0.110947551669004
"Q5T011_IDR_2400_2513",0.116192221840452
"Q5T011_IDR_2864_2903",0.105973705854872
"Q5T011_IDR_698_731",0.108200333027296
"Q5T124_IDR_1_71",0.509363073769501
"Q5T124_IDR_474_520",0.490636926230499
"Q5T1A1_IDR_646_773",1
"Q5T1B0_IDR_133_169",0.220632674407894
"Q5T1B0_IDR_1_55",0.219276305946614
"Q5T1B0_IDR_819_884",0.256376336630228
"Q5T1B0_IDR_887_1012",0.303714683015264
"Q5T1C6_IDR_1_45",1
"Q5T1M5_IDR_292_558",0.450066847425962
"Q5T1M5_IDR_818_1219",0.549933152574038
"Q5T1N1_IDR_1_836",1
"Q5T1Q4_IDR_1_45",0.49384884063127
"Q5T1Q4_IDR_360_408",0.50615115936873
"Q5T1R4_IDR_1_2406",1
"Q5T1S8_IDR_1_102",1
"Q5T1V6_IDR_1_102",0.502873243289185
"Q5T1V6_IDR_580_619",0.497126756710815
"Q5T200_IDR_1_1515",1
"Q5T230_IDR_1_274",1
"Q5T280_IDR_1_69",1
"Q5T442_IDR_296_439",0.456975586189946
"Q5T4F4_IDR_1_31",0.472427561764269
"Q5T4F4_IDR_235_346",0.52757243823573
"Q5T4I8_IDR_76_110",1
"Q5T4S7_IDR_1616_1655",0.148856425891276
"Q5T4S7_IDR_1731_1783",0.143076934395916
"Q5T4S7_IDR_2437_2470",0.138284723378917
"Q5T4S7_IDR_429_465",0.141673935574498
"Q5T4S7_IDR_598_635",0.144197165115088
"Q5T5X7_IDR_484_531",0.248049679543862
"Q5T5X7_IDR_647_705",0.255282810250077
"Q5T5Y3_IDR_347_701",0.462125279811777
"Q5T5Y3_IDR_705_1460",0.537874720188223
"Q5T601_IDR_1_40",0.505030623862538
"Q5T601_IDR_855_890",0.494969376137462
"Q5T619_IDR_1_278",1
"Q5T653_IDR_252_305",1
"Q5T681_IDR_1_33",0.260620724614968
"Q5T681_IDR_41_77",0.244091654594091
"Q5T7P8_IDR_141_227",0.515525153616842
"Q5T7R7_IDR_81_152",1
"Q5T7W0_IDR_105_189",0.2365552860421
"Q5T7W0_IDR_1_99",0.263671726417241
"Q5T7W0_IDR_211_255",0.261292481555394
"Q5T7W0_IDR_282_460",0.238480505985265
"Q5T7W7_IDR_463_516",1
"Q5T848_IDR_1177_1215",0.320143076466521
"Q5T848_IDR_1_73",0.334217102780999
"Q5T848_IDR_669_1168",0.34563982075248
"Q5TAH2_IDR_1094_1124",1
"Q5TAP6_IDR_1_41",0.236056806570343
"Q5TAP6_IDR_285_594",0.332690219607116
"Q5TAP6_IDR_51_83",0.213576102714598
"Q5TAP6_IDR_735_766",0.217676871107944
"Q5TAQ9_IDR_1_135",0.551567045365551
"Q5TAQ9_IDR_553_597",0.448432954634449
"Q5TAT6_IDR_1_717",1
"Q5TCQ9_IDR_1110_1464",0.20939406397556
"Q5TCQ9_IDR_815_847",0.155420055529984
"Q5TCQ9_IDR_941_1002",0.153937232243779
"Q5TCS8_IDR_1039_1079",0.155884250756837
"Q5TCS8_IDR_1191_1255",0.169066547051696
"Q5TCS8_IDR_186_226",0.171234442925059
"Q5TCS8_IDR_488_576",0.162401015907272
"Q5TCS8_IDR_697_810",0.172215047865921
"Q5TCS8_IDR_893_925",0.169198695493214
"Q5TCX8_IDR_1_38",0.478544148390967
"Q5TF39_IDR_410_518",0.563405330160638
"Q5TF58_IDR_1_183",0.343103549419837
"Q5TF58_IDR_312_362",0.3340345491428
"Q5TF58_IDR_481_517",0.322861901437363
"Q5TFG8_IDR_143_222",0.509632563207674
"Q5TFG8_IDR_42_127",0.490367436792326
"Q5TGI0_IDR_339_409",1
"Q5TGI4_IDR_67_121",1
"Q5TGJ6_IDR_87_251",1
"Q5TGS1_IDR_85_171",1
"Q5TGY1_IDR_1_31",0.520422586911376
"Q5TGY1_IDR_524_634",0.479577413088624
"Q5TGY3_IDR_1_1603",1
"Q5TH69_IDR_1036_1103",0.19745296314943
"Q5TH69_IDR_1413_1443",0.203016081237143
"Q5TH69_IDR_179_212",0.198532634237873
"Q5TH69_IDR_1944_2105",0.202088856965642
"Q5TH69_IDR_464_660",0.198909464409912
"Q5TH74_IDR_1_75",0.511420891990539
"Q5TH74_IDR_96_267",0.488579108009461
"Q5TZJ5_IDR_1_1347",1
"Q5U4P2_IDR_103_140",0.507294273351199
"Q5U4P2_IDR_1_49",0.492705726648801
"Q5U5Q3_IDR_1_228",1
"Q5U5R9_IDR_1_124",1
"Q5U5X8_IDR_1_62",0.519915732528787
"Q5U5X8_IDR_65_452",0.480084267471212
"Q5U5Z8_IDR_108_140",0.30862168275122
"Q5U5Z8_IDR_36_77",0.326571693171274
"Q5U5Z8_IDR_696_889",0.364806624077506
"Q5U623_IDR_1_572",1
"Q5U651_IDR_1_142",0.484177023676052
"Q5U651_IDR_257_369",0.515822976323948
"Q5UAW9_IDR_298_335",1
"Q5UCC4_IDR_1_47",0.4807682282718
"Q5UCC4_IDR_193_224",0.5192317717282
"Q5UE93_IDR_339_409",1
"Q5UIP0_IDR_958_2414",1
"Q5VIR6_IDR_368_415",1
"Q5VIY5_IDR_50_187",1
"Q5VT25_IDR_1596_1732",0.186338615565845
"Q5VT52_IDR_147_252",0.535978719328715
"Q5VT52_IDR_294_1443",0.464021280671285
"Q5VT97_IDR_1032_1082",0.518068805330787
"Q5VT97_IDR_1_652",0.481931194669213
"Q5VTB9_IDR_31_71",0.498709963804628
"Q5VTB9_IDR_75_492",0.501290036195372
"Q5VTD9_IDR_1_104",0.500732583980525
"Q5VTD9_IDR_113_148",0.499267416019475
"Q5VTH2_IDR_105_177",1
"Q5VTH9_IDR_1_109",0.238563118576208
"Q5VTH9_IDR_165_217",0.238441205240432
"Q5VTH9_IDR_333_387",0.239161427890514
"Q5VTH9_IDR_430_465",0.283834248292846
"Q5VTJ3_IDR_300_375",0.517164713035513
"Q5VTJ3_IDR_45_255",0.482835286964487
"Q86VV4_IDR_411_465",0.340510615998163
"Q86VV4_IDR_46_283",0.336049552337965
"Q86VV8_IDR_120_165",0.336157827808721
"Q86VV8_IDR_1531_1565",0.328563409095311
"Q86VV8_IDR_279_360",0.335278763095968
"Q86VW1_IDR_541_577",1
"Q86VW2_IDR_31_154",0.504275856403938
"Q86VW2_IDR_485_580",0.495724143596062
"Q86VY4_IDR_1_200",0.474442752536
"Q86VY4_IDR_387_417",0.525557247464
"Q86VY9_IDR_1_51",0.325463274455952
"Q86VY9_IDR_60_104",0.330242094855365
"Q86WG3_IDR_1_150",0.479793114732131
"Q86WG3_IDR_330_371",0.520206885267869
"Q86WG5_IDR_1027_1103",0.255378324030641
"Q86WG5_IDR_1269_1305",0.251638342266908
"Q86WG5_IDR_1670_1731",0.248190097771612
"Q86WG5_IDR_770_807",0.244793235930839
"Q86WH2_IDR_1_46",1
"Q86WI3_IDR_98_136",1
"Q86WK6_IDR_403_437",0.481330744546296
"Q86WK6_IDR_448_485",0.518669255453704
"Q86WK7_IDR_411_449",1
"Q86WN1_IDR_414_467",0.54314835089818
"Q86WN1_IDR_609_690",0.45685164910182
"Q86WP2_IDR_1_378",1
"Q86WR0_IDR_168_208",1
"Q86WR6_IDR_137_236",0.502875553722787
"Q86WR6_IDR_1_42",0.497124446277213
"Q86WR7_IDR_1_50",0.489971849685146
"Q86WR7_IDR_73_399",0.510028150314855
"Q86WS3_IDR_123_158",1
"Q86X51_IDR_1_503",1
"Q86X52_IDR_1_68",1
"Q86X53_IDR_1_363",1
"Q86X76_IDR_1_44",1
"Q86X95_IDR_149_450",1
"Q86XD5_IDR_1_134",0.515799128933626
"Q86XD5_IDR_146_332",0.484200871066374
"Q86XD8_IDR_161_663",1
"Q86XE3_IDR_89_131",1
"Q86XF7_IDR_1_148",0.490488850285871
"Q86XF7_IDR_184_214",0.509511149714129
"Q86XH1_IDR_344_382",0.532109903803211
"Q86XH1_IDR_459_491",0.467890096196789
"Q86XI6_IDR_1_58",1
"Q86XJ0_IDR_256_287",1
"Q86XJ1_IDR_289_680",1
"Q86XK2_IDR_1_150",1
"Q86XK3_IDR_1_50",0.490413613502399
"Q86XK3_IDR_75_146",0.509586386497601
"Q86XK7_IDR_261_387",1
"Q86XT2_IDR_172_251",1
"Q86XU0_IDR_64_183",1
"Q86XZ4_IDR_370_545",0.469428508809937
"Q86XZ4_IDR_84_244",0.530571491190063
"Q86Y01_IDR_160_407",1
"Q86Y07_IDR_318_470",1
"Q86Y13_IDR_1087_1144",0.248383828926352
"Q86Y13_IDR_1_85",0.257838589854259
"Q86Y13_IDR_587_752",0.255569227354344
"Q86Y13_IDR_953_1029",0.238208353865045
"Q86Y22_IDR_1_526",1
"Q86Y25_IDR_66_189",1
"Q86Y26_IDR_111_216",0.190043701835012
"Q86Y26_IDR_1_55",0.194174796096308
"Q86Y26_IDR_287_377",0.204380249980218
"Q86Y26_IDR_379_868",0.206560721686557
"Q86Y26_IDR_870_1132",0.204840530401906
"Q86Y33_IDR_1_215",1
"Q86Y34_IDR_1_38",1
"Q86Y37_IDR_1_126",0.492405493567243
"Q86YF9_IDR_609_849",0.243805137201445
"Q86YI8_IDR_1_228",1
"Q86YJ5_IDR_22_105",0.497855420643469
"Q86YJ5_IDR_267_306",0.502144579356531
"Q86YJ7_IDR_440_475",0.329054300247643
"Q86YJ7_IDR_491_525",0.351719565977556
"Q86YJ7_IDR_535_582",0.319226133774801
"Q86YL5_IDR_1_185",1
"Q86YL7_IDR_1_123",1
"Q86YM7_IDR_113_208",1
"Q86YN6_IDR_23_95",0.497454131603858
"Q86YN6_IDR_98_897",0.502545868396142
"Q86YP4_IDR_1_436",0.507704679800106
"Q86YP4_IDR_465_633",0.492295320199894
"Q86YR6_IDR_1_94",0.483509301946775
"Q86YR6_IDR_363_536",0.516490698053224
"Q86YR7_IDR_530_616",0.48816981088421
"Q86YR7_IDR_963_1114",0.51183018911579
"Q86YS3_IDR_495_564",0.561196222631428
"Q86YS3_IDR_84_347",0.438803777368572
"Q86Z02_IDR_661_906",0.248421004693449
"Q86Z02_IDR_909_1104",0.248728790106678
"Q86Z20_IDR_1_511",1
"Q86Z23_IDR_1_32",0.50289160675627
"Q86Z23_IDR_34_105",0.49710839324373
"Q8HWS3_IDR_1_117",0.280462118470227
"Q8HWS3_IDR_557_645",0.239990209992356
"Q8HWS3_IDR_647_680",0.240956384604434
"D6RA61_IDR_470_528",0.351214765054374
"D6RBM5_IDR_1_60",1
"A1A519_IDR_1_122",0.296219184386301
"A2RTX5_IDR_77_125",1
"D6RBQ6_IDR_1_56",0.319594705764126
"A1A519_IDR_147_214",0.329999342073133
"A2RU30_IDR_1_236",0.472940269011682
"A0A1B0GTI1_IDR_1_187",1
"E9PRG8_IDR_1_123",1
"D6RBQ6_IDR_379_452",0.331362355283044
"A1A519_IDR_270_310",0.373781473540565
"A2RU30_IDR_239_521",0.527059730988318
"A0A1B0GTL2_IDR_52_115",1
"F5GYI3_IDR_57_263",1
"D6RBQ6_IDR_470_528",0.349042938952831
"A7E2F4_IDR_1_180",0.259977131230087
"A2RU54_IDR_27_152",1
"A0A1B0GTR0_IDR_1_116",1
"F5H4A9_IDR_1_185",1
"D6RCP7_IDR_1_56",0.317918944175608
"A1A5B4_IDR_746_782",1
"A7E2F4_IDR_185_240",0.32984011279627
"A6NMS7_IDR_1547_1623",0.189450308390517
"A2RU67_IDR_1_122",1
"F5H4B4_IDR_66_129",0.333609921585591
"D6RCP7_IDR_379_451",0.330658800452722
"A1A5C7_IDR_1_74",0.488830388399375
"A7E2F4_IDR_267_605",0.410182755973643
"A6NMS7_IDR_1658_1700",0.193944266762313
"A2RUB1_IDR_1_666",0.4814521402138
"F5H4B4_IDR_304_403",0.342594679888965
"D6RCP7_IDR_470_528",0.351422255371669
"A1A5D9_IDR_1_54",0.227300032854173
"A7E2S9_IDR_215_258",1
"A6NMS7_IDR_1_876",0.196797250934635
"A2RUB1_IDR_915_952",0.5185478597862
"A0A1B0GTS1_IDR_1_76",0.511190015745407
"F5H4B4_IDR_517_570",0.323795398525443
"D6RGH6_IDR_1_58",0.339609082281324
"C9JL84_IDR_219_458",1
"A7E2V4_IDR_1016_1226",0.320869582010141
"A6NMT0_IDR_1_40",0.33513610669793
"A2RUB6_IDR_27_902",0.599655408216693
"A0A1B0GTS1_IDR_181_278",0.488809984254593
"D6RGH6_IDR_61_125",0.333310366864038
"Q8NEM0_IDR_98_151",0.521186041130442
"Q8NEM2_IDR_1_62",0.473826882362596
"Q8NEM2_IDR_556_639",0.526173117637404
"Q8NEM7_IDR_1_32",0.335335253822387
"Q8NEM7_IDR_226_327",0.342304727316956
"Q8NEM7_IDR_360_779",0.322360018860657
"Q8NEN0_IDR_1_263",1
"Q8NEV4_IDR_1102_1616",0.611557951037654
"Q8NEV4_IDR_879_921",0.388442048962346
"Q8NEV9_IDR_163_193",1
"Q8NEW0_IDR_165_231",1
"Q8NEW7_IDR_1_156",1
"Q8NEX6_IDR_1_36",1
"Q8NEY1_IDR_1_1414",0.496887427284371
"Q8NEY1_IDR_1821_1877",0.503112572715629
"Q8NEY3_IDR_1_48",0.437337233798147
"Q8NEY3_IDR_159_280",0.562662766201853
"Q8NEY8_IDR_1_319",0.528744602625132
"Q8NEY8_IDR_344_405",0.471255397374868
"Q8NEZ2_IDR_134_221",1
"Q8NEZ4_IDR_1_127",0.117233516969093
"Q8NEZ4_IDR_1140_1172",0.110651825795466
"Q8NEZ4_IDR_1191_3892",0.116740290017319
"Q8NEZ4_IDR_165_218",0.107357796418364
"Q8NEZ4_IDR_3930_4003",0.110185405367846
"Q8NEZ4_IDR_4026_4058",0.111135398532495
"Q8NEZ4_IDR_522_937",0.110416239170722
"Q8NF91_IDR_6103_6169",0.177299982409397
"Q8NF91_IDR_6172_6346",0.171375338690932
"Q8NF91_IDR_8212_8335",0.1693218690839
"Q8NF91_IDR_8663_8736",0.150890510310989
"Q8NF99_IDR_133_284",1
"Q8NFA0_IDR_1331_1504",0.494073520359236
"Q8NFA0_IDR_433_478",0.505926479640764
"Q8NFA2_IDR_297_376",1
"Q8NFC6_IDR_1_120",0.506785737202673
"Q8NFC6_IDR_159_3051",0.493214262797327
"Q8NFD2_IDR_297_354",1
"Q8NFD5_IDR_1_1236",0.244326039519194
"Q8NFD5_IDR_1267_1591",0.224241987790464
"Q8NFD5_IDR_1694_1775",0.290453674116398
"Q8NFD5_IDR_1808_1912",0.240978298573944
"Q8NFF2_IDR_1_78",0.47837013420942
"Q8NFF2_IDR_261_425",0.52162986579058
"Q8NFT6_IDR_260_335",0.245584031884495
"Q8NFT6_IDR_339_501",0.247970343215238
"Q8NFT6_IDR_96_165",0.253713857272822
"Q8NFU0_IDR_386_473",1
"Q8NFU1_IDR_372_509",1
"Q8NFU4_IDR_1_46",1
"Q8NFU5_IDR_1_37",0.501157576157133
"Q8NFU5_IDR_262_363",0.498842423842867
"Q8NFU7_IDR_1_1332",0.231979344288634
"Q8NFU7_IDR_1743_1840",0.259077474460115
"Q8NFU7_IDR_1916_1989",0.24900318316847
"Q8NFU7_IDR_2070_2109",0.259939998082781
"Q8NFV5_IDR_17_125",1
"Q8NFW1_IDR_215_269",0.3383213401636
"Q8NFW1_IDR_274_311",0.341981201915641
"Q8NFW1_IDR_317_1626",0.319697457920758
"Q8NHG8_IDR_1_147",1
"Q8NHH9_IDR_1_56",1
"Q8NHM5_IDR_1_59",0.238023047931641
"Q8NHM5_IDR_378_508",0.247545878842615
"Q8NHM5_IDR_565_652",0.224971895105139
"Q8NHM5_IDR_724_1040",0.289459178120605
"Q8NHP7_IDR_18_67",0.45998440853585
"Q8NHP7_IDR_284_470",0.54001559146415
"Q8NHP8_IDR_1_39",1
"Q8NHQ1_IDR_228_266",1
"Q8NHQ8_IDR_348_396",0.470226935647073
"Q8NHQ8_IDR_82_200",0.529773064352927
"Q8NHQ9_IDR_486_555",0.501981020703029
"Q8NHQ9_IDR_570_600",0.498018979296971
"Q8NHR7_IDR_111_157",1
"Q8NHY2_IDR_300_357",0.508558027914807
"Q8NHY3_IDR_173_216",0.510255526006438
"Q8NHY3_IDR_269_880",0.489744473993562
"Q8NHY6_IDR_154_371",0.507371079814076
"Q8NHY6_IDR_1_97",0.492628920185924
"Q8NHZ7_IDR_1_158",0.478779132794269
"Q8NHZ7_IDR_178_208",0.521220867205731
"Q8NHZ8_IDR_21_85",1
"Q8NI08_IDR_1_114",0.302279084898247
"Q8NI08_IDR_162_215",0.296925917435732
"Q8NI08_IDR_307_652",0.400794997666021
"Q8NI22_IDR_1_47",1
"Q8NI27_IDR_1177_1593",1
"Q8NI32_IDR_1_32",1
"Q8NI35_IDR_1008_1057",0.111682017327498
"Q8NI35_IDR_1164_1219",0.107737507635248
"Q8NI35_IDR_455_515",0.115167897265132
"Q8NI35_IDR_641_675",0.123347348846818
"Q8NI35_IDR_777_807",0.111924650862071
"Q8NI35_IDR_839_985",0.120242265012832
"Q8TAC9_IDR_203_235",1
"Q8TAD2_IDR_1_33",0.494713261298395
"Q8TAD2_IDR_49_87",0.505286738701605
"Q8TAD4_IDR_1_32",0.517907711947981
"Q8TAD4_IDR_545_588",0.482092288052019
"Q8TAD7_IDR_1_36",1
"Q8TAD8_IDR_1_223",1
"Q8TAE6_IDR_1_70",1
"Q8TAE8_IDR_1_38",0.468559623541992
"Q8TAE8_IDR_182_222",0.531440376458008
"Q8TAF7_IDR_59_200",1
"Q8TAG5_IDR_153_214",1
"Q8TAG6_IDR_21_207",1
"Q8TAG9_IDR_230_276",1
"Q8TAK5_IDR_314_448",1
"Q8TAK6_IDR_1_118",0.525976521307212
"Q8TAK6_IDR_183_271",0.474023478692788
"Q8TAL5_IDR_145_182",0.329987004605399
"Q8TAL5_IDR_272_431",0.34301003241818
"Q8TAL5_IDR_82_123",0.327002962976421
"Q8TAW3_IDR_99_172",0.494629822728583
"Q8TAX0_IDR_1_172",1
"Q8TAX7_IDR_19_353",1
"Q8TAY7_IDR_1_242",1
"Q8TAZ6_IDR_1_67",0.496520971245476
"Q8TAZ6_IDR_205_248",0.503479028754524
"Q8TB03_IDR_288_319",1
"Q8TB05_IDR_21_177",1
"Q8TB22_IDR_1_63",1
"Q8TB24_IDR_1_46",0.336200698862513
"Q8TB24_IDR_181_218",0.33224943680682
"Q8TB24_IDR_242_581",0.331549864330667
"Q8TB37_IDR_12_60",1
"Q8TB45_IDR_1_41",1
"Q8TB52_IDR_143_337",1
"Q8TB68_IDR_32_257",1
"Q8TB69_IDR_51_179",1
"Q8TBA6_IDR_27_304",0.288681034132996
"Q8TBA6_IDR_306_350",0.240845006064166
"Q8TBA6_IDR_445_475",0.237193302438741
"Q8TBG4_IDR_442_499",1
"Q8TBG9_IDR_206_265",1
"Q8TBJ4_IDR_282_325",1
"Q8TBJ5_IDR_1_272",1
"Q8TBK6_IDR_1_46",0.476984392719748
"Q8TBK6_IDR_61_192",0.523015607280252
"Q8TBM8_IDR_220_262",0.51281801714367
"Q8TBM8_IDR_54_90",0.48718198285633
"Q8TBN0_IDR_1_90",0.526980701052678
"Q8TBN0_IDR_92_218",0.473019298947322
"Q8TBP0_IDR_1_31",0.334368046542463
"Q8TBP0_IDR_712_767",0.311436068702185
"Q8TBP0_IDR_91_286",0.354195884755352
"Q8TBP5_IDR_1_118",0.479263470158217
"Q8TBP5_IDR_144_190",0.520736529841783
"Q8TBP6_IDR_1_46",1
"Q8TBX8_IDR_1_35",0.469824040176393
"Q8TBX8_IDR_294_346",0.530175959823607
"Q8TBY8_IDR_191_246",0.339863206576496
"Q8TBY8_IDR_848_894",0.332696517728484
"Q8TC36_IDR_1_130",1
"Q8TC41_IDR_1_142",0.506144647081588
"Q8TC41_IDR_175_255",0.493855352918412
"Q8TC44_IDR_366_423",1
"Q8TC56_IDR_180_532",1
"Q8TC57_IDR_458_530",1
"Q8TC59_IDR_1_212",1
"Q8TC71_IDR_137_294",0.352548692380885
"Q8TC71_IDR_493_538",0.315003087571683
"Q8TC71_IDR_90_135",0.332448220047432
"Q8TCU4_IDR_1_4097",1
"Q8TCU5_IDR_62_119",0.517149736940821
"Q8TCU5_IDR_986_1075",0.482850263059179
"Q8TCU6_IDR_1109_1142",0.507342691024192
"Q8TCU6_IDR_1_44",0.492657308975808
"Q8TCX5_IDR_595_670",1
"Q8TCY5_IDR_48_172",1
"Q8TCY9_IDR_140_176",0.514806071403724
"Q8TCY9_IDR_1_65",0.485193928596276
"Q8TCZ2_IDR_1_262",1
"Q8TD06_IDR_1_32",1
"Q8TD08_IDR_348_520",1
"Q8TD91_IDR_313_449",1
"Q8TD94_IDR_20_196",0.484360953260149
"Q8TD94_IDR_266_323",0.515639046739851
"Q8TDB4_IDR_1_43",0.468988990087641
"Q8TDB4_IDR_70_240",0.531011009912359
"Q8TDB6_IDR_196_232",0.338916657988895
"Q8TDB6_IDR_510_556",0.32660637787586
"Q8TDB6_IDR_91_122",0.334476964135245
"Q8TDC0_IDR_1_161",0.528461869402715
"Q8TDC0_IDR_164_218",0.471538130597285
"Q8TDC3_IDR_363_589",0.518436899948875
"Q8TDI8_IDR_1_106",1
"Q8TDJ6_IDR_1280_1321",0.109906748632013
"Q8TDJ6_IDR_1913_2032",0.118123712739961
"Q8TDJ6_IDR_2095_2129",0.113883421770246
"Q8TDJ6_IDR_2393_2442",0.10511322333861
"Q8TDJ6_IDR_2468_2500",0.112037850375149
"Q8TDJ6_IDR_284_332",0.105849261612425
"Q8TDJ6_IDR_416_482",0.12268558966609
"Q8TDJ6_IDR_570_602",0.105617669329293
"Q8TDJ6_IDR_921_963",0.106782522536214
"Q8TDM0_IDR_1_32",0.498160742461343
"Q8TDM0_IDR_178_211",0.501839257538657
"Q8TDM6_IDR_1435_1496",0.201594385083239
"Q8TDM6_IDR_1665_1714",0.207941826164956
"Q8TDM6_IDR_560_612",0.203422374642379
"Q8TDM6_IDR_804_1342",0.187042691512165
"Q8TDM6_IDR_92_187",0.199998722597261
"Q8TDN1_IDR_1_56",0.479427188377859
"Q8TDN1_IDR_476_519",0.520572811622141
"Q8TDN2_IDR_1_40",0.459034336315596
"Q8TDW7_IDR_4177_4353",0.482714716676699
