"","GO0006355_regulation_of_transcription._DNA_templated"
"Q13585_IDR_456_585",0.589482261358849
"Q13586_IDR_1_45",0.449060375326505
"Q13586_IDR_462_685",0.550939624673495
"Q13595_IDR_1_116",0.54391482093453
"Q13595_IDR_198_282",0.45608517906547
"Q13596_IDR_1_140",1
"Q13621_IDR_141_171",0.218984909076274
"Q13621_IDR_1_57",0.257086689791377
"Q13621_IDR_64_94",0.296352006504991
"Q13621_IDR_833_901",0.227576394627358
"Q13627_IDR_1_89",0.377973336558189
"Q13627_IDR_482_746",0.622026663441811
"Q13634_IDR_1_46",0.514011237711619
"Q13634_IDR_678_708",0.485988762288382
"Q13635_IDR_1186_1248",0.214115747028692
"Q13635_IDR_1266_1360",0.352847439438423
"Q13635_IDR_1_47",0.195565644942643
"Q13635_IDR_679_721",0.237471168590243
"Q13639_IDR_337_388",1
"Q13651_IDR_260_477",1
"Q13671_IDR_1_54",0.27088912869905
"Q13671_IDR_188_219",0.260272803951365
"Q13671_IDR_231_351",0.221367950921346
"Q13671_IDR_708_783",0.24747011642824
"Q13685_IDR_1_79",1
"Q13686_IDR_350_389",1
"Q13698_IDR_1541_1780",0.346349593253155
"Q13698_IDR_1836_1873",0.330196551378327
"Q13698_IDR_669_758",0.323453855368518
"Q13724_IDR_1_65",1
"Q13733_IDR_1_42",1
"Q13740_IDR_552_583",1
"Q13761_IDR_1_51",0.420023647755929
"Q13761_IDR_283_332",0.323247791369423
"Q13761_IDR_347_408",0.256728560874648
"Q86U44_IDR_164_243",0.50819225332947
"Q86U44_IDR_1_73",0.49180774667053
"Q86U70_IDR_1_61",0.482689161537809
"Q86U70_IDR_260_411",0.517310838462191
"Q86U86_IDR_1100_1133",0.10559014687539
"Q86U86_IDR_1264_1397",0.0906137386821508
"Q86U86_IDR_1400_1461",0.16698983364361
"Q86U86_IDR_1_43",0.0888165764327828
"Q86U86_IDR_1509_1589",0.213548189345719
"Q86U86_IDR_294_379",0.117978007151315
"Q86U86_IDR_487_517",0.11013725930272
"Q86U86_IDR_904_941",0.106326248566312
"Q86U90_IDR_1_43",1
"Q86UA1_IDR_1_75",0.503530913148964
"Q86UA1_IDR_602_634",0.496469086851036
"Q86UB2_IDR_1_33",0.233733512557178
"Q86UB2_IDR_150_181",0.208134500313633
"Q86UB2_IDR_433_503",0.317727737420516
"Q86UB2_IDR_85_134",0.240404249708674
"Q86UK5_IDR_1161_1260",0.135542784926152
"Q86UK5_IDR_966_1098",0.138815874329477
"Q86UL3_IDR_1_33",0.472229163957572
"Q86UL3_IDR_62_106",0.527770836042428
"Q86UL8_IDR_1013_1128",0.250656351365992
"Q86UL8_IDR_1231_1455",0.160237361413566
"Q86UL8_IDR_206_301",0.139865875741615
"Q86UL8_IDR_554_598",0.141588574451514
"Q86UL8_IDR_688_763",0.181065141848948
"Q86UL8_IDR_869_906",0.126586695178365
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.250768333570781
"Q86UP2_IDR_1_639",0.41950247549239
"Q86UP2_IDR_836_1001",0.329729190936829
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.495870164641436
"Q86UU1_IDR_726_1194",0.504129835358564
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.532051233599384
"Q86UV5_IDR_874_942",0.467948766400616
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.141941069098973
"Q86UW6_IDR_1437_1490",0.178757755023224
"Q86UW6_IDR_1_44",0.173554478317326
"Q86UW6_IDR_1574_1613",0.159604091781888
"Q86UW6_IDR_586_1012",0.170603418582952
"Q86UW6_IDR_95_311",0.175539187195638
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.322942965771093
"Q86UX6_IDR_391_435",0.343319345247953
"Q86UX6_IDR_438_486",0.333737688980954
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.616912770602107
"Q86UZ6_IDR_506_584",0.383087229397893
"Q86V15_IDR_127_339",0.134731032448201
"Q86V15_IDR_380_456",0.104347137300124
"Q86V15_IDR_47_89",0.0954705084567512
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.340999419014528
"Q86V59_IDR_212_374",0.366964235302799
"Q86V59_IDR_379_439",0.292036345682672
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.480610059211221
"Q86V87_IDR_487_536",0.519389940788779
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.411994719418676
"Q86VD1_IDR_516_812",0.588005280581324
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.305041767323805
"Q86VH2_IDR_1186_1401",0.241982341213429
"Q86VH2_IDR_342_1012",0.452975891462767
"Q86VH4_IDR_341_481",0.476116843607961
"Q86VH4_IDR_540_590",0.523883156392039
"Q86VH5_IDR_342_477",0.459531599382463
"Q86VH5_IDR_543_581",0.540468400617537
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.302317955191942
"Q86VR2_IDR_232_466",0.471971294105473
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.317801269564738
"Q86VS8_IDR_388_489",0.332210449241307
"Q86VS8_IDR_643_718",0.349988281193955
"Q86VV4_IDR_1_38",0.360694969453271
"Q13769_IDR_1_47",0.47997890931121
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.283121612969593
"Q13887_IDR_1_82",0.246811557884281
"Q13887_IDR_211_368",0.470066829146127
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.565850114683831
"Q13905_IDR_211_671",0.434149885316169
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.467104896423772
"Q13950_IDR_459_514",0.532895103576228
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.438890479726472
"Q14003_IDR_203_265",0.284798768884107
"Q14003_IDR_554_702",0.276310751389421
"Q14004_IDR_1000_1399",0.384592766730598
"Q14004_IDR_1_694",0.615407233269402
"Q14005_IDR_1_207",0.38505212273758
"Q14005_IDR_306_346",0.341858657229856
"Q14005_IDR_444_1080",0.273089220032564
"Q14008_IDR_1078_1157",0.0927455703367036
"Q14008_IDR_225_263",0.151129991368122
"Q14008_IDR_496_592",0.0859902091962342
"Q14008_IDR_815_847",0.109061585116145
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.535625707119286
"Q14094_IDR_344_377",0.464374292880714
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.451534376964812
"Q14114_IDR_739_819",0.548465623035188
"Q14118_IDR_305_493",0.300047864323235
"Q14118_IDR_719_749",0.313778667832696
"Q14118_IDR_806_895",0.386173467844069
"Q14119_IDR_1_231",0.728282786169383
"Q14119_IDR_267_373",0.271717213830617
"Q14123_IDR_456_512",0.391015422436913
"Q14123_IDR_523_709",0.608984577563087
"Q14126_IDR_1056_1118",0.455757893001046
"Q14126_IDR_848_900",0.544242106998954
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.658272215309462
"Q14159_IDR_103_258",0.447755004624965
"Q14159_IDR_1_100",0.552244995375035
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.503150029501398
"Q14186_IDR_349_410",0.496849970498602
"Q14188_IDR_355_446",0.514104983619397
"Q14188_IDR_39_129",0.485895016380603
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.442365837371915
"Q14191_IDR_303_528",0.557634162628085
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.429542363957894
"Q14320_IDR_62_167",0.570457636042106
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.485487977480516
"Q14332_IDR_152_196",0.514512022519484
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.270444481063683
"Q14432_IDR_1092_1141",0.274192481792403
"Q14432_IDR_262_664",0.455363037143914
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.378943723872956
"Q14444_IDR_247_709",0.621056276127044
"Q14449_IDR_1_104",0.462201431354708
"Q14449_IDR_355_432",0.537798568645292
"Q14451_IDR_1_98",0.527135895768724
"Q14451_IDR_354_427",0.472864104231276
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.451275090824637
"Q14527_IDR_1_53",0.243059808057755
"Q14527_IDR_172_204",0.237192334809314
"Q14527_IDR_321_394",0.314162396433727
"Q14527_IDR_397_473",0.205585460699204
"Q14532_IDR_1_51",0.486793834704302
"Q14532_IDR_405_448",0.513206165295698
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.612956731911177
"Q14541_IDR_86_131",0.387043268088824
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.252295765808707
"Q14562_IDR_151_260",0.258387580226094
"Q14562_IDR_328_405",0.225250767799399
"Q14562_IDR_95_148",0.2640658861658
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.307616039210392
"Q14571_IDR_926_964",0.350048521117927
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.189183331556723
"Q14643_IDR_1707_1737",0.221604760997
"Q14643_IDR_1756_1796",0.195992340907258
"Q14643_IDR_1886_1966",0.179516979772587
"Q14643_IDR_911_975",0.213702586766433
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.333250490963028
"Q14667_IDR_2035_2109",0.325951916762699
"Q14667_IDR_2183_2235",0.340797592274273
"Q14669_IDR_1_408",0.521716336654017
"Q14669_IDR_938_1083",0.478283663345983
"Q14671_IDR_17_558",0.206798716975499
"Q14671_IDR_570_646",0.175867407091723
"Q14671_IDR_663_727",0.166580964415497
"Q14671_IDR_740_779",0.174175336433294
"Q14690_IDR_1401_1585",0.419008745664208
"Q14690_IDR_1_68",0.580991254335792
"Q14692_IDR_1222_1282",0.205656148156297
"Q14692_IDR_1_47",0.371994277041901
"Q14692_IDR_397_744",0.242388628149244
"Q14692_IDR_762_844",0.179960946652557
"Q14693_IDR_105_457",0.37971849600356
"Q14693_IDR_559_621",0.62028150399644
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.501286526506081
"Q14696_IDR_193_234",0.498713473493919
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.532209653641818
"Q14699_IDR_435_578",0.467790346358182
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.644491001291689
"Q14738_IDR_518_574",0.355508998708311
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.497170482135888
"Q14761_IDR_92_188",0.502829517864112
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.434305727179488
"Q14766_IDR_212_328",0.306271245451695
"Q14766_IDR_758_817",0.259423027368817
"Q14767_IDR_233_296",0.450983069345453
"Q14767_IDR_45_165",0.549016930654547
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.338398633916145
"Q14774_IDR_53_173",0.661601366083855
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.116156126954612
"Q14789_IDR_1442_1474",0.146493986353459
"Q14789_IDR_1584_1873",0.126132186940579
"Q14789_IDR_205_718",0.127772234362898
"Q14789_IDR_2763_2798",0.11873465016583
"Q14789_IDR_871_1329",0.117434519872984
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.272809014071003
"Q14865_IDR_243_323",0.28361788067444
"Q14865_IDR_410_1030",0.443573105254558
"Q14872_IDR_1_169",0.376420652021344
"Q14872_IDR_232_558",0.39861603493948
"Q14872_IDR_639_714",0.224963313039176
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.366272506847543
"Q14934_IDR_691_872",0.633727493152457
"Q14938_IDR_188_221",0.273788327971014
"Q14938_IDR_223_406",0.43263962227466
"Q14938_IDR_410_502",0.293572049754326
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.207164872501725
"Q14966_IDR_1_906",0.244575776701877
"Q14966_IDR_1939_1978",0.295830764983297
"Q14966_IDR_939_1024",0.252428585813102
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.57951651288107
"Q14BN4_IDR_292_527",0.233177944550234
"Q14BN4_IDR_537_567",0.241289860788393
"Q14BN4_IDR_679_734",0.273712158199442
"Q14BN4_IDR_797_828",0.25182003646193
"Q14C86_IDR_445_514",0.537477367848565
"Q14C86_IDR_521_1117",0.462522632151435
"Q14C87_IDR_800_911",0.358205928670646
"Q14C87_IDR_944_1069",0.641794071329354
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.513427363998547
"Q14CN4_IDR_455_511",0.486572636001453
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.655263889203686
"Q14CW9_IDR_51_84",0.344736110796314
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.370865432385995
"Q15020_IDR_583_694",0.297329549902109
"Q15020_IDR_879_950",0.331805017711896
"Q15021_IDR_1296_1401",0.303110729204267
"Q15021_IDR_547_611",0.358266143466488
"Q15021_IDR_953_988",0.338623127329245
"Q15022_IDR_1_78",0.462508644925665
"Q15022_IDR_366_423",0.254156936375245
"Q15022_IDR_689_739",0.28333441869909
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.532830915692659
"Q15027_IDR_524_568",0.467169084307341
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.225401865672246
"Q15032_IDR_259_640",0.428895519647177
"Q15032_IDR_761_979",0.345702614680577
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.192973094122987
"Q15059_IDR_417_570",0.19558524432988
"Q15059_IDR_641_726",0.406157824413077
"Q15061_IDR_409_458",0.487136472439245
"Q15061_IDR_600_677",0.512863527560755
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.348053487459823
"Q15111_IDR_1_103",0.339672457906605
"Q15111_IDR_545_575",0.312274054633572
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.360630735607181
"Q15139_IDR_196_252",0.296304698307188
"Q15139_IDR_329_419",0.343064566085631
"Q15147_IDR_456_556",0.49728010639421
"Q15147_IDR_839_1103",0.502719893605791
"Q15291_IDR_408_538",0.507808000887541
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.6222459929772
"Q15303_IDR_990_1150",0.3777540070228
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.437247180539479
"Q15311_IDR_378_655",0.562752819460521
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.545921683110538
"Q15329_IDR_233_311",0.454078316889462
"Q15334_IDR_645_719",0.45821139166875
"Q15334_IDR_955_1064",0.54178860833125
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.330207807346991
"Q15361_IDR_129_499",0.301694511689264
"Q15361_IDR_868_905",0.368097680963745
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.43723999454942
"Q15431_IDR_706_946",0.56276000545058
"Q15434_IDR_1_53",0.586473291960744
"Q15434_IDR_370_407",0.413526708039256
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.199720593011329
"Q15459_IDR_1_37",0.279319980650445
"Q15459_IDR_316_406",0.190155445609155
"Q15459_IDR_532_689",0.330803980729071
"Q15464_IDR_1_187",0.504702294943928
"Q15464_IDR_189_387",0.495297705056072
"Q15465_IDR_1_41",0.47162647585955
"Q15465_IDR_395_427",0.52837352414045
"Q15468_IDR_1074_1270",0.414841756527889
"Q15468_IDR_372_1067",0.585158243472111
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.198744411269215
"Q15596_IDR_376_1433",0.801255588730785
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.482780622935519
"Q155Q3_IDR_460_598",0.517219377064482
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.486325127994576
"Q15633_IDR_230_260",0.513674872005424
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.485859778963497
"Q15642_IDR_472_538",0.514140221036503
"Q15643_IDR_1175_1215",0.0986414268074053
"Q15643_IDR_1224_1360",0.101854125263534
"Q15643_IDR_1_422",0.2088541625981
"Q15643_IDR_1814_1950",0.102221041116951
"Q15643_IDR_437_468",0.100742519641669
"Q15643_IDR_590_642",0.118298271993781
"Q15643_IDR_836_899",0.156220746645858
"Q15643_IDR_970_1011",0.113167705932702
"Q15699_IDR_153_225",0.270421816408981
"Q15699_IDR_228_326",0.417662011167791
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.446735398997218
"Q15723_IDR_302_434",0.553264601002782
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.428750199177539
"Q15735_IDR_842_1006",0.571249800822461
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.261421585598534
"Q15742_IDR_1_35",0.25918151442838
"Q15742_IDR_354_525",0.479396899973086
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.196986554031548
"Q15746_IDR_1767_1803",0.226513304776275
"Q15746_IDR_257_333",0.215128318952175
"Q15746_IDR_367_408",0.189562509088722
"Q15746_IDR_920_1094",0.17180931315128
"Q15784_IDR_194_382",0.776614237025312
"Q15788_IDR_1_33",0.270622733311828
"Q15788_IDR_368_1392",0.729377266688172
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.200631798455459
"Q15811_IDR_312_380",0.18367611166775
"Q15811_IDR_660_737",0.28984077312761
"Q15811_IDR_808_910",0.32585131674918
"Q15814_IDR_138_177",0.531134244407564
"Q15814_IDR_1_55",0.468865755592436
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.465639682124812
"Q15842_IDR_361_424",0.534360317875188
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.524730104953046
"Q15849_IDR_443_550",0.475269895046954
"Q15911_IDR_1046_1087",0.0483048650900069
"Q15911_IDR_1107_1958",0.156409723138064
"Q15911_IDR_1961_2643",0.119130424718553
"Q15911_IDR_2690_2728",0.0512053738002832
"Q15911_IDR_2741_2948",0.116846648903541
"Q15911_IDR_2998_3465",0.0864417136890433
"Q15911_IDR_345_949",0.146629055928922
"Q15911_IDR_3468_3703",0.0626159456744331
"Q15911_IDR_951_1039",0.0578119950695879
"Q15915_IDR_1_165",0.571597502428502
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.480095965587722
"Q16322_IDR_469_511",0.519904034412278
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.356686193708103
"Q16352_IDR_413_499",0.643313806291897
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.255921213293122
"Q16512_IDR_345_386",0.249424956143985
"Q16512_IDR_525_608",0.27526022053859
"Q16512_IDR_96_167",0.219393610024303
"Q16513_IDR_109_169",0.337183821584807
"Q16513_IDR_486_516",0.333233815080635
"Q16513_IDR_523_649",0.329582363334558
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.376500030155386
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.607174952658134
"Q16572_IDR_68_118",0.392825047341866
"Q16584_IDR_1_40",0.540844366061952
"Q16584_IDR_414_847",0.459155633938048
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.462055555379572
"Q16587_IDR_96_245",0.537944444620428
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.566966908989502
"Q16665_IDR_412_768",0.518276486412045
"Q16666_IDR_391_574",0.53343725459231
"Q16666_IDR_87_199",0.46656274540769
"Q16670_IDR_133_278",0.366545969185217
"Q16670_IDR_1_74",0.334789198120042
"Q16670_IDR_82_125",0.298664832694741
"Q16671_IDR_126_192",0.427262486008728
"Q16671_IDR_512_573",0.572737513991272
"Q16676_IDR_1_123",0.409753476096951
"Q16676_IDR_211_465",0.59024652390305
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.497312291273827
"Q16720_IDR_295_356",0.502687708726173
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.26324966909206
"Q16760_IDR_1_39",0.451753708361645
"Q16760_IDR_552_714",0.284996622546295
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.533582084875906
"Q16849_IDR_369_466",0.224684204167804
"Q16849_IDR_610_686",0.241733710956289
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.482708498551345
"Q16891_IDR_91_228",0.517291501448655
"Q17R60_IDR_189_227",0.363846545444373
"Q17R60_IDR_31_62",0.327768106664174
"Q17R60_IDR_382_562",0.308385347891453
"Q17R89_IDR_28_66",0.217702741386938
"Q17R89_IDR_460_781",0.564502928589157
"Q17R89_IDR_786_818",0.217794330023904
"Q17R98_IDR_1_898",0.706468626044826
"Q17R98_IDR_901_1015",0.293531373955174
"Q17RB8_IDR_1_43",0.483367715818252
"Q17RB8_IDR_335_461",0.516632284181748
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.533540726217508
"Q1KMD3_IDR_635_665",0.466459273782492
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.341131949370461
"Q1X8D7_IDR_545_581",0.317751302226989
"Q1X8D7_IDR_698_754",0.34111674840255
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.348562928035926
"Q24JP5_IDR_901_983",0.651437071964074
"Q27J81_IDR_346_523",0.464491572647371
"Q27J81_IDR_933_1244",0.535508427352628
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.337489826636294
"Q2I0M5_IDR_152_189",0.336533070488726
"Q2LD37_IDR_1779_1814",0.0507730281289146
"Q2LD37_IDR_1915_1993",0.0569482502639587
"Q2LD37_IDR_2161_2427",0.0728562045078412
"Q2LD37_IDR_2596_2696",0.0511438633887434
"Q2LD37_IDR_2725_2769",0.0505407567725396
"Q2LD37_IDR_2929_2963",0.0517175424097232
"Q2LD37_IDR_3482_3548",0.0494157191186087
"Q2LD37_IDR_3563_3787",0.0504698710900274
"Q2LD37_IDR_3816_3865",0.0533486820674209
"Q2LD37_IDR_3893_3956",0.0510498631781731
"Q2LD37_IDR_3998_4030",0.0506621762293596
"Q2LD37_IDR_4094_4145",0.0667286307297673
"Q2LD37_IDR_4288_4396",0.0699884431123451
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.452722904649842
"Q2M1P5_IDR_345_1039",0.547277095350158
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.450149582399417
"Q2M3C7_IDR_1139_1293",0.109490812985889
"Q2M3C7_IDR_1327_1603",0.154703313871377
"Q2M3C7_IDR_456_674",0.141972851049637
"Q2M3C7_IDR_677_717",0.134984715504833
"Q2M3C7_IDR_723_1136",0.115830985460332
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.557198567113461
"Q2MJR0_IDR_243_292",0.442801432886539
"Q2MKA7_IDR_1_31",0.335958459901544
"Q2MKA7_IDR_146_177",0.332347641756837
"Q2MKA7_IDR_207_263",0.331693898341619
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.307476990599219
"Q2NKQ1_IDR_473_531",0.368825286663627
"Q2NKQ1_IDR_671_923",0.323697722737154
"Q2PPJ7_IDR_1486_1523",0.275569010885624
"Q2Q1W2_IDR_122_192",0.693165511715557
"Q2Q1W2_IDR_21_53",0.306834488284443
"Q2QGD7_IDR_1_78",0.255365129766375
"Q2QGD7_IDR_460_537",0.216766966437622
"Q2QGD7_IDR_595_710",0.216548109740576
"Q2QGD7_IDR_713_751",0.167144917997719
"Q2QGD7_IDR_82_174",0.144174876057708
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.500098098491291
"Q2T9K0_IDR_443_475",0.499901901508709
"Q2T9L4_IDR_200_293",0.423916553706695
"Q2T9L4_IDR_58_196",0.576083446293305
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.557792963055274
"Q2TAC6_IDR_642_998",0.442207036944726
"Q2TAK8_IDR_102_405",0.502856686970348
"Q2TAK8_IDR_527_563",0.497143313029652
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.442592212924044
"Q2TAL8_IDR_194_241",0.226174336513183
"Q2TBE0_IDR_509_542",0.385006027108839
"Q2UY09_IDR_1002_1069",0.428957720383263
