"","GO0005694_chromosome"
"Q86UL8_IDR_688_763",0.149367899347579
"Q86UL8_IDR_869_906",0.157893558602616
"Q86UN2_IDR_306_431",1
"Q86UN3_IDR_309_420",1
"Q86UN6_IDR_1_31",1
"Q86UP0_IDR_1_38",1
"Q86UP2_IDR_1282_1357",0.273848297346778
"Q86UP2_IDR_1_639",0.412561408524315
"Q86UP2_IDR_836_1001",0.313590294128907
"Q86UP8_IDR_188_321",1
"Q86UQ0_IDR_78_181",1
"Q86UR1_IDR_220_313",1
"Q86UU1_IDR_135_724",0.477148865493613
"Q86UU1_IDR_726_1194",0.522851134506387
"Q86UU5_IDR_1_652",1
"Q86UU9_IDR_1_113",1
"Q86UV5_IDR_612_643",0.491476317533471
"Q86UV5_IDR_874_942",0.508523682466529
"Q86UW2_IDR_57_100",1
"Q86UW6_IDR_1136_1369",0.159727688415593
"Q86UW6_IDR_1437_1490",0.150772070633813
"Q86UW6_IDR_1_44",0.191400809912139
"Q86UW6_IDR_1574_1613",0.161062403805756
"Q86UW6_IDR_586_1012",0.189758625402995
"Q86UW6_IDR_95_311",0.147278401829703
"Q86UW7_IDR_1_78",1
"Q86UW9_IDR_198_405",1
"Q86UX6_IDR_1_54",0.308725949015917
"Q86UX6_IDR_391_435",0.363413013849825
"Q86UX6_IDR_438_486",0.327861037134258
"Q86UY5_IDR_297_401",1
"Q86UY8_IDR_1_50",1
"Q86UZ6_IDR_132_414",0.470048277664471
"Q86UZ6_IDR_506_584",0.529951722335529
"Q86V15_IDR_127_339",0.14016830629
"Q86V15_IDR_380_456",0.137043642041778
"Q86V15_IDR_47_89",0.164257920981917
"Q86V48_IDR_1_1076",1
"Q86V59_IDR_131_209",0.288769661350148
"Q86V59_IDR_212_374",0.417177917822312
"Q86V59_IDR_379_439",0.294052420827541
"Q86V71_IDR_46_136",1
"Q86V86_IDR_1_31",1
"Q86V87_IDR_178_240",0.493145084870804
"Q86V87_IDR_487_536",0.506854915129196
"Q86V97_IDR_1_38",1
"Q86VB7_IDR_1106_1156",1
"Q86VD1_IDR_444_509",0.437510893427726
"Q86VD1_IDR_516_812",0.562489106572274
"Q86VE0_IDR_86_399",1
"Q86VE3_IDR_1_363",1
"Q86VF2_IDR_400_445",1
"Q86VF7_IDR_1688_1730",1
"Q86VG3_IDR_28_166",1
"Q86VH2_IDR_1141_1179",0.29153945014059
"Q86VH2_IDR_1186_1401",0.363015794698745
"Q86VH2_IDR_342_1012",0.345444755160665
"Q86VH4_IDR_341_481",0.526403184817123
"Q86VH4_IDR_540_590",0.473596815182877
"Q86VH5_IDR_342_477",0.494590502753072
"Q86VH5_IDR_543_581",0.505409497246928
"Q86VI4_IDR_1_89",1
"Q86VK4_IDR_1_183",0.314012199876361
"Q86VR2_IDR_232_466",0.51035369140108
"Q86VR7_IDR_807_867",1
"Q86VR8_IDR_1_114",1
"Q86VS3_IDR_190_260",1
"Q86VS8_IDR_192_251",0.350574204279029
"Q86VS8_IDR_388_489",0.343437088028532
"Q86VS8_IDR_643_718",0.305988707692439
"Q86VV4_IDR_1_38",0.317820012479205
"Q13769_IDR_1_47",0.549068727804513
"Q13829_IDR_271_316",1
"Q13835_IDR_1_241",1
"Q13838_IDR_1_34",1
"Q13873_IDR_512_969",1
"Q13875_IDR_68_183",1
"Q13886_IDR_1_163",1
"Q13887_IDR_155_192",0.341128335326545
"Q13887_IDR_1_82",0.348088002841952
"Q13887_IDR_211_368",0.310783661831503
"Q13895_IDR_1_121",1
"Q13905_IDR_1_87",0.556252306177046
"Q13905_IDR_211_671",0.443747693822955
"Q13946_IDR_1_135",1
"Q13950_IDR_31_97",0.496082223328803
"Q13950_IDR_459_514",0.503917776671197
"Q13951_IDR_149_182",1
"Q13956_IDR_1_49",1
"Q13972_IDR_715_875",1
"Q14003_IDR_1_86",0.316739951501884
"Q14003_IDR_203_265",0.331775385877571
"Q14003_IDR_554_702",0.351484662620545
"Q14004_IDR_1000_1399",0.350131459299199
"Q14004_IDR_1_694",0.649868540700801
"Q14005_IDR_1_207",0.342320038131963
"Q14005_IDR_306_346",0.328346755488603
"Q14005_IDR_444_1080",0.329333206379433
"Q14008_IDR_1078_1157",0.173753602103563
"Q14008_IDR_225_263",0.136624367253414
"Q14008_IDR_496_592",0.18914568576927
"Q14008_IDR_815_847",0.137989722589352
"Q14093_IDR_41_348",1
"Q14094_IDR_273_327",0.506536391643317
"Q14094_IDR_344_377",0.493463608356683
"Q14103_IDR_1_92",1
"Q14106_IDR_117_261",1
"Q14112_IDR_352_418",1
"Q14114_IDR_1_43",0.51537159646227
"Q14114_IDR_739_819",0.48462840353773
"Q14118_IDR_305_493",0.377376002134733
"Q14118_IDR_719_749",0.320771440019872
"Q14118_IDR_806_895",0.301852557845395
"Q14119_IDR_1_231",0.475499471561873
"Q14119_IDR_267_373",0.524500528438127
"Q14123_IDR_456_512",0.454288291767739
"Q14123_IDR_523_709",0.545711708232261
"Q14126_IDR_1056_1118",0.49161127807435
"Q14126_IDR_848_900",0.50838872192565
"Q14134_IDR_1_63",1
"Q14137_IDR_1_134",1
"Q14139_IDR_1_77",1
"Q14157_IDR_90_1087",0.467967265268897
"Q14159_IDR_103_258",0.548170770848134
"Q14159_IDR_1_100",0.451829229151866
"Q14161_IDR_359_635",1
"Q14162_IDR_544_830",1
"Q14165_IDR_216_292",1
"Q14181_IDR_74_165",1
"Q14183_IDR_1_87",1
"Q14184_IDR_1_124",1
"Q14185_IDR_1617_1865",1
"Q14186_IDR_21_113",0.474577494696607
"Q14186_IDR_349_410",0.525422505303393
"Q14188_IDR_355_446",0.52306489327298
"Q14188_IDR_39_129",0.47693510672702
"Q14190_IDR_347_651",1
"Q14191_IDR_1360_1406",0.454717988585382
"Q14191_IDR_303_528",0.545282011414617
"Q14194_IDR_508_572",1
"Q14195_IDR_489_570",1
"Q14201_IDR_121_232",1
"Q14318_IDR_1_89",1
"Q14320_IDR_1_60",0.419724472458944
"Q14320_IDR_62_167",0.580275527541056
"Q14324_IDR_1_49",1
"Q14332_IDR_1_32",0.497387951613704
"Q14332_IDR_152_196",0.502612048386296
"Q14416_IDR_824_872",1
"Q14432_IDR_1029_1078",0.409784362162714
"Q14432_IDR_1092_1141",0.326088686514471
"Q14432_IDR_262_664",0.264126951322814
"Q14435_IDR_1_104",1
"Q14439_IDR_343_433",1
"Q14444_IDR_1_48",0.517882724772906
"Q14444_IDR_247_709",0.482117275227094
"Q14449_IDR_1_104",0.509054052678084
"Q14449_IDR_355_432",0.490945947321916
"Q14451_IDR_1_98",0.49323890290912
"Q14451_IDR_354_427",0.50676109709088
"Q14457_IDR_29_112",1
"Q14469_IDR_1_42",0.529872311870474
"Q14527_IDR_1_53",0.192677768749152
"Q14527_IDR_172_204",0.191118115967408
"Q14527_IDR_321_394",0.281315855000823
"Q14527_IDR_397_473",0.334888260282617
"Q14532_IDR_1_51",0.500296525919818
"Q14532_IDR_405_448",0.499703474080182
"Q14533_IDR_472_505",1
"Q14534_IDR_82_121",1
"Q14541_IDR_329_408",0.461832167693387
"Q14541_IDR_86_131",0.538167832306613
"Q14542_IDR_227_280",1
"Q14549_IDR_1_265",1
"Q14562_IDR_1186_1220",0.216784342869719
"Q14562_IDR_151_260",0.29968027861855
"Q14562_IDR_328_405",0.235852806091264
"Q14562_IDR_95_148",0.247682572420466
"Q14563_IDR_729_771",1
"Q14566_IDR_662_710",1
"Q14571_IDR_1133_1170",0.317789070692184
"Q14571_IDR_926_964",0.306844031189703
"Q14624_IDR_632_664",1
"Q14626_IDR_318_389",1
"Q14641_IDR_47_118",1
"Q14643_IDR_1148_1179",0.210332884288639
"Q14643_IDR_1707_1737",0.190096219015398
"Q14643_IDR_1756_1796",0.178587704766146
"Q14643_IDR_1886_1966",0.241527689965161
"Q14643_IDR_911_975",0.179455501964655
"Q14653_IDR_115_176",1
"Q14657_IDR_1_57",1
"Q14667_IDR_1490_1541",0.339460927760767
"Q14667_IDR_2035_2109",0.337859553107869
"Q14667_IDR_2183_2235",0.322679519131365
"Q14669_IDR_1_408",0.557204051884735
"Q14669_IDR_938_1083",0.442795948115265
"Q14671_IDR_17_558",0.189048905196148
"Q14671_IDR_570_646",0.198462062721854
"Q14671_IDR_663_727",0.200288420811072
"Q14671_IDR_740_779",0.204316333152687
"Q14690_IDR_1401_1585",0.496623219145015
"Q14690_IDR_1_68",0.503376780854985
"Q14692_IDR_1222_1282",0.278476806303279
"Q14692_IDR_1_47",0.204254458299558
"Q14692_IDR_397_744",0.264020404806918
"Q14692_IDR_762_844",0.253248330590245
"Q14693_IDR_105_457",0.50506725698239
"Q14693_IDR_559_621",0.49493274301761
"Q14694_IDR_62_394",1
"Q14696_IDR_1_54",0.435187243246719
"Q14696_IDR_193_234",0.564812756753281
"Q14697_IDR_185_223",1
"Q14699_IDR_168_273",0.413544132595687
"Q14699_IDR_435_578",0.586455867404313
"Q14703_IDR_1_32",1
"Q14714_IDR_1_77",1
"Q14721_IDR_466_858",1
"Q14722_IDR_1_87",1
"Q14728_IDR_1_37",1
"Q14738_IDR_1_99",0.505583210615779
"Q14738_IDR_518_574",0.494416789384221
"Q14739_IDR_56_206",1
"Q14746_IDR_467_503",1
"Q14761_IDR_1_38",0.446974642618686
"Q14761_IDR_92_188",0.553025357381314
"Q14764_IDR_853_893",1
"Q14766_IDR_1_170",0.32086618203926
"Q14766_IDR_212_328",0.314395041896282
"Q14766_IDR_758_817",0.364738776064457
"Q14767_IDR_233_296",0.511148420683917
"Q14767_IDR_45_165",0.488851579316083
"Q14773_IDR_1_38",1
"Q14774_IDR_328_488",0.553293950904484
"Q14774_IDR_53_173",0.446706049095516
"Q14781_IDR_64_490",1
"Q14789_IDR_1_194",0.154044975179778
"Q14789_IDR_1442_1474",0.118518466363554
"Q14789_IDR_1584_1873",0.124717655792372
"Q14789_IDR_205_718",0.12964340118753
"Q14789_IDR_2763_2798",0.1097667965269
"Q14789_IDR_871_1329",0.155513060446085
"Q14849_IDR_1_44",1
"Q14865_IDR_1033_1070",0.318361598039448
"Q14865_IDR_243_323",0.345324222241961
"Q14865_IDR_410_1030",0.336314179718591
"Q14872_IDR_1_169",0.352397860632862
"Q14872_IDR_232_558",0.302953910274497
"Q14872_IDR_639_714",0.344648229092641
"Q14896_IDR_99_150",1
"Q14919_IDR_93_205",1
"Q14929_IDR_68_231",1
"Q14934_IDR_50_373",0.558711952094242
"Q14934_IDR_691_872",0.441288047905758
"Q14938_IDR_188_221",0.354879035101265
"Q14938_IDR_223_406",0.322631543447214
"Q14938_IDR_410_502",0.322489421451521
"Q14940_IDR_543_885",1
"Q14956_IDR_1_42",1
"Q14957_IDR_871_1044",1
"Q14966_IDR_1082_1918",0.48541938611203
"Q14966_IDR_1_906",0.178302328468189
"Q14966_IDR_1939_1978",0.169711220249413
"Q14966_IDR_939_1024",0.166567065170367
"Q14973_IDR_313_349",1
"Q149N8_IDR_513_650",0.432787053025549
"Q14BN4_IDR_292_527",0.274843559728689
"Q14BN4_IDR_537_567",0.253819135359872
"Q14BN4_IDR_679_734",0.252140042128611
"Q14BN4_IDR_797_828",0.219197262782827
"Q14C86_IDR_445_514",0.484607492928123
"Q14C86_IDR_521_1117",0.515392507071877
"Q14C87_IDR_800_911",0.489545455825056
"Q14C87_IDR_944_1069",0.510454544174944
"Q14CB8_IDR_323_494",1
"Q14CM0_IDR_524_1298",1
"Q14CN2_IDR_870_919",1
"Q14CN4_IDR_1_75",0.485483739453294
"Q14CN4_IDR_455_511",0.514516260546706
"Q14CS0_IDR_1_60",1
"Q14CW9_IDR_107_347",0.521653865266226
"Q14CW9_IDR_51_84",0.478346134733774
"Q14CZ0_IDR_152_275",1
"Q14CZ8_IDR_267_416",1
"Q14D04_IDR_368_540",1
"Q15013_IDR_1_48",1
"Q15014_IDR_1_113",1
"Q15018_IDR_252_415",1
"Q15020_IDR_1_91",0.312546172575644
"Q15020_IDR_583_694",0.440007227530739
"Q15020_IDR_879_950",0.247446599893618
"Q15021_IDR_1296_1401",0.446938541945325
"Q15021_IDR_547_611",0.267691417208881
"Q15021_IDR_953_988",0.285370040845794
"Q15022_IDR_1_78",0.29788409565044
"Q15022_IDR_366_423",0.319460675853365
"Q15022_IDR_689_739",0.382655228496195
"Q15025_IDR_12_636",1
"Q15027_IDR_367_402",0.50423900414025
"Q15027_IDR_524_568",0.49576099585975
"Q15029_IDR_1_55",1
"Q15032_IDR_1_144",0.430757249967858
"Q15032_IDR_259_640",0.287322047830696
"Q15032_IDR_761_979",0.281920702201446
"Q15038_IDR_1_132",1
"Q15059_IDR_148_306",0.266974984550637
"Q15059_IDR_417_570",0.264537050019595
"Q15059_IDR_641_726",0.236956024943686
"Q15061_IDR_409_458",0.497645747769646
"Q15061_IDR_600_677",0.502354252230354
"Q15075_IDR_1_147",1
"Q15078_IDR_8_138",1
"Q15109_IDR_368_404",1
"Q15111_IDR_1065_1095",0.317462967624495
"Q15111_IDR_1_103",0.347108494254577
"Q15111_IDR_545_575",0.335428538120928
"Q15113_IDR_281_311",1
"Q15118_IDR_1_40",1
"Q15121_IDR_88_130",1
"Q15139_IDR_1_44",0.298184384133658
"Q15139_IDR_196_252",0.36861043690525
"Q15139_IDR_329_419",0.333205178961092
"Q15147_IDR_456_556",0.53237994157145
"Q15147_IDR_839_1103",0.46762005842855
"Q15291_IDR_408_538",0.570169304111545
"Q15293_IDR_1_58",1
"Q15303_IDR_1152_1206",0.479486711928984
"Q15303_IDR_990_1150",0.520513288071016
"Q15306_IDR_133_191",1
"Q15311_IDR_1_182",0.519368293460466
"Q15311_IDR_378_655",0.480631706539534
"Q15319_IDR_1_186",1
"Q15323_IDR_366_416",1
"Q15326_IDR_360_491",1
"Q15329_IDR_1_53",0.510537812364548
"Q15329_IDR_233_311",0.489462187635452
"Q15334_IDR_645_719",0.523124276197723
"Q15334_IDR_955_1064",0.476875723802277
"Q15345_IDR_257_409",1
"Q15361_IDR_1_105",0.358363277740949
"Q15361_IDR_129_499",0.375205536147937
"Q15361_IDR_868_905",0.266431186111114
"Q15388_IDR_30_61",1
"Q15389_IDR_1_35",1
"Q15428_IDR_216_464",1
"Q15431_IDR_1_117",0.430185317067899
"Q15431_IDR_706_946",0.569814682932101
"Q15434_IDR_1_53",0.493811770599496
"Q15434_IDR_370_407",0.506188229400504
"Q15435_IDR_1_70",1
"Q15459_IDR_106_140",0.236827529853945
"Q15459_IDR_1_37",0.251930410117163
"Q15459_IDR_316_406",0.264401582110689
"Q15459_IDR_532_689",0.246840477918203
"Q15464_IDR_1_187",0.491381648835005
"Q15464_IDR_189_387",0.508618351164995
"Q15465_IDR_1_41",0.49210522533801
"Q15465_IDR_395_427",0.50789477466199
"Q15468_IDR_1074_1270",0.51988695108741
"Q15468_IDR_372_1067",0.48011304891259
"Q15475_IDR_161_284",1
"Q15477_IDR_190_278",1
"Q15506_IDR_56_151",1
"Q15596_IDR_1_37",0.530990724700953
"Q15596_IDR_376_1433",0.469009275299047
"Q15599_IDR_245_326",1
"Q155Q3_IDR_128_335",0.515716429572745
"Q155Q3_IDR_460_598",0.484283570427255
"Q15628_IDR_145_203",1
"Q15629_IDR_326_374",1
"Q15633_IDR_100_156",0.478088282396759
"Q15633_IDR_230_260",0.521911717603241
"Q15637_IDR_294_639",1
"Q15642_IDR_288_386",0.508750660972998
"Q15642_IDR_472_538",0.491249339027002
"Q15643_IDR_1175_1215",0.120419831859286
"Q15643_IDR_1224_1360",0.115604860210346
"Q15643_IDR_1_422",0.123872289092815
"Q15643_IDR_1814_1950",0.10916155452145
"Q15643_IDR_437_468",0.129241522237473
"Q15643_IDR_590_642",0.140403621850274
"Q15643_IDR_836_899",0.138322432533677
"Q15643_IDR_970_1011",0.122973887694678
"Q15699_IDR_153_225",0.316549866334813
"Q15699_IDR_228_326",0.290951147415536
"Q15714_IDR_1_1073",1
"Q15722_IDR_307_352",1
"Q15723_IDR_138_205",0.621389432368287
"Q15723_IDR_302_434",0.378610567631713
"Q15726_IDR_16_138",1
"Q15735_IDR_1_415",0.459312736863721
"Q15735_IDR_842_1006",0.540687263136279
"Q15738_IDR_1_35",1
"Q15742_IDR_108_343",0.333724771868778
"Q15742_IDR_1_35",0.328107251075106
"Q15742_IDR_354_525",0.338167977056116
"Q15743_IDR_309_365",1
"Q15744_IDR_1_226",1
"Q15746_IDR_1191_1231",0.206426177112644
"Q15746_IDR_1767_1803",0.196636295473205
"Q15746_IDR_257_333",0.184953357336545
"Q15746_IDR_367_408",0.187787568438155
"Q15746_IDR_920_1094",0.224196601639451
"Q15784_IDR_194_382",0.314376166351445
"Q15788_IDR_1_33",0.56288458756726
"Q15788_IDR_368_1392",0.43711541243274
"Q15797_IDR_195_246",1
"Q15811_IDR_109_210",0.223762317626736
"Q15811_IDR_312_380",0.274060420680472
"Q15811_IDR_660_737",0.281419501307927
"Q15811_IDR_808_910",0.220757760384864
"Q15814_IDR_138_177",0.427617212213171
"Q15814_IDR_1_55",0.572382787786829
"Q15818_IDR_88_199",1
"Q15825_IDR_360_417",1
"Q15828_IDR_1_31",1
"Q15831_IDR_346_433",1
"Q15834_IDR_149_202",1
"Q15842_IDR_1_31",0.506362097287995
"Q15842_IDR_361_424",0.493637902712005
"Q15848_IDR_1_108",1
"Q15849_IDR_1_87",0.495191689329378
"Q15849_IDR_443_550",0.504808310670622
"Q15911_IDR_1046_1087",0.0939920513408619
"Q15911_IDR_1107_1958",0.0860589153982494
"Q15911_IDR_1961_2643",0.084666411407013
"Q15911_IDR_2690_2728",0.0951667341785741
"Q15911_IDR_2741_2948",0.0946352897645231
"Q15911_IDR_2998_3465",0.0877932009079393
"Q15911_IDR_345_949",0.0824256329071743
"Q15911_IDR_3468_3703",0.0910951281236642
"Q15911_IDR_951_1039",0.0905789027820708
"Q15915_IDR_1_165",0.487740995576803
"Q16281_IDR_1_154",1
"Q16322_IDR_1_78",0.482754014022295
"Q16322_IDR_469_511",0.517245985977705
"Q16348_IDR_1_38",1
"Q16352_IDR_1_81",0.463843388977406
"Q16352_IDR_413_499",0.536156611022594
"Q16384_IDR_73_173",1
"Q16385_IDR_74_188",1
"Q16445_IDR_334_410",1
"Q16478_IDR_857_980",1
"Q16512_IDR_175_207",0.259427917674338
"Q16512_IDR_345_386",0.246605730736419
"Q16512_IDR_525_608",0.240726961563157
"Q16512_IDR_96_167",0.253239390026086
"Q16513_IDR_109_169",0.32003735231436
"Q16513_IDR_486_516",0.329800273537513
"Q16513_IDR_523_649",0.350162374148127
"Q16514_IDR_1_55",1
"Q16520_IDR_1_46",0.543325588180668
"Q16568_IDR_1_47",1
"Q16572_IDR_475_532",0.539828921368347
"Q16572_IDR_68_118",0.460171078631653
"Q16584_IDR_1_40",0.489409470883792
"Q16584_IDR_414_847",0.510590529116208
"Q16585_IDR_1_61",1
"Q16586_IDR_346_387",1
"Q16587_IDR_1_38",0.508976311460716
"Q16587_IDR_96_245",0.491023688539284
"Q16589_IDR_294_344",1
"Q16594_IDR_130_264",1
"Q16595_IDR_1_88",1
"Q16600_IDR_1_234",1
"Q16610_IDR_20_159",1
"Q16612_IDR_13_68",1
"Q16620_IDR_408_465",1
"Q16621_IDR_1_225",1
"Q16625_IDR_275_413",1
"Q16626_IDR_1_131",1
"Q16629_IDR_84_238",1
"Q16630_IDR_173_406",0.454725978008444
"Q16665_IDR_412_768",0.486116056334516
"Q16666_IDR_391_574",0.428818568324884
"Q16666_IDR_87_199",0.571181431675116
"Q16670_IDR_133_278",0.346488523670301
"Q16670_IDR_1_74",0.330894737139644
"Q16670_IDR_82_125",0.322616739190056
"Q16671_IDR_126_192",0.511082543449277
"Q16671_IDR_512_573",0.488917456550723
"Q16676_IDR_1_123",0.533380277348058
"Q16676_IDR_211_465",0.466619722651941
"Q16690_IDR_320_384",1
"Q16695_IDR_1_41",1
"Q16706_IDR_81_125",1
"Q16720_IDR_1125_1220",0.490463417600124
"Q16720_IDR_295_356",0.509536582399876
"Q16739_IDR_1_45",1
"Q16760_IDR_1099_1139",0.33449690934605
"Q16760_IDR_1_39",0.31699681037972
"Q16760_IDR_552_714",0.34850628027423
"Q16763_IDR_157_222",1
"Q16849_IDR_114_341",0.319438456292048
"Q16849_IDR_369_466",0.344769723925487
"Q16849_IDR_610_686",0.335791819782465
"Q16853_IDR_1_50",1
"Q16854_IDR_1_36",1
"Q16875_IDR_444_520",1
"Q16880_IDR_507_541",1
"Q16890_IDR_92_204",1
"Q16891_IDR_1_88",0.455825214024813
"Q16891_IDR_91_228",0.544174785975187
"Q17R60_IDR_189_227",0.334520852446181
"Q17R60_IDR_31_62",0.354050498200044
"Q17R60_IDR_382_562",0.311428649353775
"Q17R89_IDR_28_66",0.353846123576334
"Q17R89_IDR_460_781",0.294853583744335
"Q17R89_IDR_786_818",0.351300292679331
"Q17R98_IDR_1_898",0.504696566579205
"Q17R98_IDR_901_1015",0.495303433420795
"Q17RB8_IDR_1_43",0.499064327890503
"Q17RB8_IDR_335_461",0.500935672109497
"Q1HG44_IDR_288_320",1
"Q1KMD3_IDR_23_242",0.504286639220462
"Q1KMD3_IDR_635_665",0.495713360779538
"Q1L5Z9_IDR_322_438",1
"Q1MSJ5_IDR_1_1211",1
"Q1MX18_IDR_1_42",1
"Q1W6H9_IDR_1_285",1
"Q1X8D7_IDR_131_526",0.340963627991587
"Q1X8D7_IDR_545_581",0.325081169544294
"Q1X8D7_IDR_698_754",0.333955202464119
"Q1XH10_IDR_95_843",1
"Q24JP5_IDR_772_843",0.549511598458703
"Q24JP5_IDR_901_983",0.450488401541297
"Q27J81_IDR_346_523",0.390108357600511
"Q27J81_IDR_933_1244",0.609891642399489
"Q29RF7_IDR_1111_1337",1
"Q2HXU8_IDR_14_99",1
"Q2I0M4_IDR_295_334",1
"Q2I0M5_IDR_1_31",0.28982822253415
"Q2I0M5_IDR_152_189",0.301760932107217
"Q2LD37_IDR_1779_1814",0.056380174739044
"Q2LD37_IDR_1915_1993",0.0579723559513226
"Q2LD37_IDR_2161_2427",0.056130060534226
"Q2LD37_IDR_2596_2696",0.0572612046579807
"Q2LD37_IDR_2725_2769",0.0636132985511836
"Q2LD37_IDR_2929_2963",0.0565518316259395
"Q2LD37_IDR_3482_3548",0.0609568314144416
"Q2LD37_IDR_3563_3787",0.0689608565311862
"Q2LD37_IDR_3816_3865",0.0648039072843497
"Q2LD37_IDR_3893_3956",0.0562590153682326
"Q2LD37_IDR_3998_4030",0.0567802202575702
"Q2LD37_IDR_4094_4145",0.0541125639569644
"Q2LD37_IDR_4288_4396",0.0524884701110145
"Q2M1K9_IDR_347_404",1
"Q2M1P5_IDR_1130_1343",0.424515121483481
"Q2M1P5_IDR_345_1039",0.575484878516519
"Q2M1V0_IDR_1_86",1
"Q2M1Z3_IDR_219_1338",1
"Q2M218_IDR_61_234",1
"Q2M243_IDR_1_440",0.552408110317975
"Q2M3C7_IDR_1139_1293",0.137179531495647
"Q2M3C7_IDR_1327_1603",0.144943267709862
"Q2M3C7_IDR_456_674",0.135446582745329
"Q2M3C7_IDR_677_717",0.156686528434916
"Q2M3C7_IDR_723_1136",0.141058224137561
"Q2M3G0_IDR_625_672",1
"Q2M3G4_IDR_1_645",1
"Q2M3M2_IDR_573_616",1
"Q2M3R5_IDR_1_66",1
"Q2M3W8_IDR_58_230",1
"Q2M3X9_IDR_62_222",1
"Q2MJR0_IDR_119_214",0.470930189247533
"Q2MJR0_IDR_243_292",0.529069810752467
"Q2MKA7_IDR_1_31",0.30554432020291
"Q2MKA7_IDR_146_177",0.337146223097345
"Q2MKA7_IDR_207_263",0.357309456699745
"Q2MV58_IDR_1_72",1
"Q2NKQ1_IDR_206_236",0.337557212414548
"Q2NKQ1_IDR_473_531",0.302880446381912
"Q2NKQ1_IDR_671_923",0.35956234120354
"Q2PPJ7_IDR_1486_1523",0.255579524119311
"Q2Q1W2_IDR_122_192",0.495759813183354
"Q2Q1W2_IDR_21_53",0.504240186816646
"Q2QGD7_IDR_1_78",0.193851252247765
"Q2QGD7_IDR_460_537",0.185423153586247
"Q2QGD7_IDR_595_710",0.189026948112489
"Q2QGD7_IDR_713_751",0.236908347132569
"Q2QGD7_IDR_82_174",0.194790298920929
"Q2T9J0_IDR_93_126",1
"Q2T9K0_IDR_325_370",0.500420517518666
"Q2T9K0_IDR_443_475",0.499579482481334
"Q2T9L4_IDR_200_293",0.538813342407934
"Q2T9L4_IDR_58_196",0.461186657592066
"Q2TAA5_IDR_1_59",1
"Q2TAA8_IDR_1_42",1
"Q2TAC2_IDR_405_915",1
"Q2TAC6_IDR_384_631",0.495513902588764
"Q2TAC6_IDR_642_998",0.504486097411236
"Q2TAK8_IDR_102_405",0.53931869055079
"Q2TAK8_IDR_527_563",0.46068130944921
"Q2TAL5_IDR_1_349",1
"Q2TAL6_IDR_1_88",1
"Q2TAL8_IDR_108_191",0.33055333580471
"Q2TAL8_IDR_194_241",0.343115739228668
"Q2TBE0_IDR_509_542",0.436113608755412
"Q2UY09_IDR_1002_1069",0.505966831442113
"Q2UY09_IDR_204_782",0.494033168557888
"Q2V2M9_IDR_1265_1364",0.460930020306261
"Q2V2M9_IDR_325_784",0.539069979693738
"Q2VIQ3_IDR_438_557",0.239928541872735
"Q2VIQ3_IDR_564_602",0.255522135926706
"Q2VIQ3_IDR_604_817",0.247978189874003
"Q2VIQ3_IDR_893_1234",0.256571132326557
"Q2VPJ9_IDR_279_315",1
"Q2VPK5_IDR_397_454",1
"Q2VWP7_IDR_1040_1075",0.378800673291686
"Q2VWP7_IDR_1089_1150",0.30412497106179
"Q2VWP7_IDR_974_1029",0.317074355646524
"Q2VY69_IDR_53_155",1
"Q2VYF4_IDR_397_491",0.529047038698083
"Q2VYF4_IDR_40_119",0.470952961301917
"Q2WGJ9_IDR_1094_1134",0.162233225328399
"Q2WGJ9_IDR_1161_1270",0.245508040376953
"Q2WGJ9_IDR_1_77",0.223386638734554
"Q2WGJ9_IDR_417_457",0.187839935690841
"Q2WGJ9_IDR_516_550",0.181032159869253
"Q2WGN9_IDR_155_513",1
"Q2Y0W8_IDR_1_34",0.339531791581086
"Q32P44_IDR_47_210",0.50785586571735
"Q32P51_IDR_182_320",1
"Q32ZL2_IDR_276_321",1
"Q330K2_IDR_1_53",1
"Q33E94_IDR_1_56",0.343999196903729
"Q33E94_IDR_486_599",0.315811403849699
"Q33E94_IDR_638_671",0.340189399246572
"Q38SD2_IDR_1840_1901",1
"Q3B726_IDR_204_338",1
"Q3B7T1_IDR_1_43",0.247952712705599
"Q3B7T1_IDR_213_299",0.241417302518594
"Q3B7T1_IDR_517_584",0.263510506005047
"Q3B7T1_IDR_620_672",0.24711947877076
"Q3B7T3_IDR_1_45",0.516318431463526
"Q3B7T3_IDR_58_259",0.483681568536474
"Q3B820_IDR_1_660",1
"Q3C1V0_IDR_300_400",1
"Q3C1V1_IDR_51_88",1
"Q3C1V8_IDR_161_233",0.488799505494868
"Q3C1V8_IDR_67_128",0.511200494505132
"Q3L8U1_IDR_1715_1770",0.238198681463986
"Q3L8U1_IDR_2003_2897",0.284673815994937
"Q3LI81_IDR_1_207",1
"Q3LI83_IDR_1_218",1
"Q3MII6_IDR_1_32",0.481016014542794
"Q3MII6_IDR_454_604",0.518983985457206
"Q3MIP1_IDR_33_94",1
"Q3MIS6_IDR_47_159",1
"Q3MIT2_IDR_62_104",1
"Q3MIW9_IDR_23_493",1
"Q3MJ13_IDR_1016_1072",0.427814529897056
"Q3MJ13_IDR_700_785",0.572185470102944
"Q3MJ62_IDR_131_246",1
"Q3SX64_IDR_1_41",1
"Q3SXP7_IDR_138_199",1
"Q3SXY7_IDR_354_483",1
"Q3SXY8_IDR_206_428",1
"Q3SXZ7_IDR_1_40",1
"Q3SY00_IDR_1_437",0.527814652766186
